,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeOtherIncome,-780000,-54000,885000,-175000,-22000,246000,-4000000,-236000,-99000,0,0,,,,,,,,965000,0,0,-129000,5000,111000,-73000,-167000,106000,188000,5107000,,,,-17710000,32644000,49634000,56674000,-19515000,33091000,54404000,45600000,-4160000,36194000,47537000,113448000,-11784000,37570000,26938000,-8785000,-19577000,19741000,21911000,21357000,-13487000,16794000,18274000
IncomeNetGrossProfit,1333000,899000,41760000,98060000,20463000,-8799000,57677000,35397000,4690000,-6232000,34439000,39946000,16567000,-11793000,45091000,49618000,29911000,-22233000,90638000,92259000,51501000,-15510000,100374000,98725000,73565000,-12157000,116974000,126981000,54764000,-4941000,250304000,103068000,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17710000,32644000,49634000,56674000,-19515000,33091000,54404000,45600000,-4160000,36194000,47537000,113448000,-11784000,37570000,26938000,-8785000,-19577000,19741000,21911000,21357000,-13487000,16794000,18274000
IncomeBeforeTaxProfit,1333000,899000,41760000,98060000,20463000,-8799000,57677000,35397000,4690000,-6232000,34439000,39946000,16567000,-11793000,45091000,49618000,29911000,-22233000,90638000,92259000,51501000,-15510000,100374000,98725000,73565000,-12157000,116974000,126981000,54764000,-4941000,250304000,103068000,,,,,,,,,,,,,,,,-6894000,-6500000,-4755000,-6420000,-15107000,-5338000,0,0
IncomeDiscontinuedProfit,717000,402000,391000,3191000,-12539000,-375000,-247000,158000,-186000,-612000,-934000,0,-120000,,,,,,,,,,,,,,,,,-18838000,27753000,41173000,45097000,-17431000,26348000,42937000,37034000,-3789000,29060000,35535000,93392000,-9724000,30097000,21433000,-15694000,-23365000,11330000,8489000,-2515000,-13360000,11869000,13156000,-907000,413000,33165000
IncomeNetProfit,82348000,3138000,-7834000,45867000,29020000,874000,-6025000,26725000,32117000,12166000,-9956000,36241000,39880000,23032000,-22332000,75609000,75809000,52496000,-13444000,84822000,80049000,55720000,-11161000,93432000,105914000,44256000,-4388000,219404000,83666000,18717000,-10002000,40993000,45357000,-17253000,26312000,42433000,37281000,-3603000,29261000,35298000,93491000,-9445000,30098000,21145000,-15279000,-23028000,11553000,8588000,-2497000,-14939000,11901000,13148000,-907000,407000,33171000
IncomeShareholderNetProfit,82322000,3195000,-7831000,45869000,29021000,1023000,-6001000,26701000,32117000,12166000,-9956000,36241000,39880000,23032000,-22318000,75594000,75796000,52481000,-13437000,84807000,80049000,55706000,-11154000,93408000,105889000,44248000,-4385000,219275000,83644000,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,1965577000,1869383000,1946649000,1957935000,1982303000,2039955000,2040238000,2048564000,2106989000,2118075000,2170533000,2252073000,2237547000,2240047000,2188691000,2160931000,2144293000,2086542000,2005736000,1971051000,1805005000,1813139000,1790935000,1732623000,1832533000,1835776000,1830765000,1826515000,1806760000,1796577000,1789106000,1782502000,1795751000,2092526000,2068592000,2058126000,2088391000,2194010000,2226467000,2216418000,2193359000,2437633000,2425107000,2404699000,2392340000,2378720000,2369525000,2452470000,110314000,110014000,110655000,110083000,110133000,110041000,109872000
BalanceIntangibleAssets,109883000,110640000,110360000,110707000,111276000,111336000,111817000,113406000,113228000,113348000,113492000,112751000,112173000,110746000,110288000,109587000,109254000,109623000,109347000,109466000,109373000,110403000,110188000,110907000,111370000,112839000,114152000,114138000,113803000,114189000,113600000,113201000,112631000,112692000,112194000,112102000,111860000,111568000,110972000,110428000,114600000,1752610000,1715678000,1825425000,1834823000,1858945000,1916379000,1916642000,1922470000,1983127000,1995239000,2046047000,2125879000,2108747000,2111918000
BalanceProperty,2062131000,2036044000,2011294000,1965202000,1890058000,1856031000,1692924000,1701529000,1680063000,1622088000,1721657000,1713924000,1708802000,1704664000,1684391000,1674426000,1666119000,1659082000,1673383000,1952258000,1925902000,1915492000,1934150000,2038244000,2066748000,2056725000,2046058000,2285299000,2269867000,2245963000,2256603000,2242627000,2236086000,2319506000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20973000,22447000,9362000,12236000,12312000,12815000,12852000,15409000,12806000,12067000,12972000,13773000,13345000,12367000,11945000,11648000,19637000,7446000,2538000,2419000,988000
BalanceNoncurrInvestments,988000,961000,971000,961000,12231000,12231000,12231000,11734000,11734000,11734000,11734000,8353000,18507000,18245000,18517000,18039000,17865000,18273000,18424000,15510000,19649000,24025000,28728000,6944000,6944000,6944000,6944000,81680000,21244000,1207000,793000,913000,720000,872000,802000,416000,409000,807000,1145000,4119000,3945000,1209000,11000,14000,402000,389000,428000,347000,334000,324000,310000,292000,274000,266000,247000
BalanceOtherNoncurrentAssets,232000,229000,346000,316000,1176000,7609000,10307000,10314000,22013000,24301000,28245000,28638000,19099000,20491000,19113000,18148000,17225000,18177000,16067000,11420000,196601000,275388000,212070000,193364000,261234000,217954000,221586000,265636000,246897000,225042000,280512000,238724000,212129000,289382000,127330000,120380000,157638000,121238000,208242000,263287000,271824000,229229000,267593000,233329000,210890000,204868000,254746000,216427000,234093000,231362000,289011000,263158000,290747000,217755000,341224000
BalanceCurrentAssets,382058000,372448000,262408000,348266000,554700000,643145000,371747000,362429000,387511000,325869000,315310000,705848000,634918000,10999000,11481000,9436000,8847000,12073000,9188000,8570000,11539000,9403000,8786000,11801000,7161000,9750000,7763000,5319000,4793000,4696000,4696000,4277000,4374000,3764000,3854000,3874000,3697000,3510000,3360000,3732000,3517000,3978000,3455000,3870000,3955000,4123000,6105000,6290000,6251000,6763000,6300000,6572000,6770000,7167000,6352000
BalanceInventory,6642000,6457000,6785000,6623000,6185000,5812000,100799000,123942000,88046000,115986000,156297000,101383000,138510000,155130000,124156000,168408000,197325000,165825000,153474000,167636000,62256000,84403000,69592000,51122000,76184000,76088000,51181000,66163000,53581000,53152000,67990000,80117000,55019000,53376000,39294000,52454000,57575000,56743000,41633000,92588000,103642000,105738000,85425000,96416000,105335000,101327000,95184000,116896000,113168000,139353000,104240000,115980000,117023000,131944000,48881000
BalanceCurrentReceivables,89259000,33047000,118000,21700000,136000,56000,,6986000,,,,,,,,,,251000,188000,190000,374000,,,,,,,,,5488000,,,8577000,,,,,,,,620000,35922000,50706000,81541000,68413000,71164000,107247000,74450000,98967000,106352000,47848000,71386000,65738000,48905000,113983000
BalanceCurrentInvestments,59755000,31184000,83350000,65169000,127593000,182635000,216879000,158838000,210138000,176480000,139390000,121391000,195995000,159534000,190821000,175453000,227566000,202460000,239503000,119062000,231292000,270069000,271683000,159692000,236359000,446603000,540794000,248499000,242619000,241701000,214844000,192707000,582020000,497162000,,,,,,,,,,,,,,,,,,,,,
BalanceCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674000,518000,1200000,726000,7143000,7485000,17161000,10745000,11635000,14557000,5240000,5957000,3594000,39456000,7028000,3990000,9234000,8005000,23935000,63798000
BalanceOtherCurrentAssets,28310000,72090000,128041000,76387000,30683000,3052000,3052000,13476000,13476000,15947000,14200000,11046000,11046000,22643000,11046000,23057000,22813000,24006000,28494000,23631000,1193000,189525000,191522000,201093000,216711000,42102000,23210000,2162178000,2145445000,2159237000,2152499000,2244263000,2265052000,2269309000,2331361000,2364631000,2354752000,2465602000,2496037000,2455633000,2533023000,2355477000,2288339000,2305921000,2217014000,2221983000,2258273000,2140627000,2070678000,2130618000,2093993000,2119810000,2071327000,2088563000,2045994000
BalanceAssetsForSale,2054329000,2041415000,2094064000,2059860000,2097544000,2321327000,2432459000,2451230000,2483896000,2479231000,2598739000,2799612000,2860135000,2810573000,2977061000,2983732000,2919302000,2910741000,3117475000,3110598000,1574115000,1574601000,1586852000,1569620000,1580607000,1660003000,1656451000,1669947000,1796482000,1786978000,1798407000,1805317000,1783064000,1794301000,1800015000,1784916000,1796974000,1809120000,1809548000,1842711000,1928474000,1920484000,1901756000,1930670000,1931913000,1926004000,1888193000,1920187000,1932103000,1922182000,1889287000,1929190000,1952322000,1642747000,1649658000
BalanceTotalAssets,1729444000,1783155000,1783998000,1810631000,1886078000,1950514000,1914033000,1938298000,2054665000,2080676000,2079620000,2236710000,2314632000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000,517754000
BalanceCapital,517754000,517754000,517754000,517754000,517754000,517754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,132765000,132769000,132660000,132681000,133023000,132705000,132756000,132658000,132485000,132426000,132188000,133232000,134007000,133691000,133314000,133154000,133311000,133216000,133237000,133229000,133475000,133316000,133378000,133271000,133234000,133326000,133489000,133366000,133273000,133308000,133288000,133311000,133451000,129400000,129834000,133824000,135502000,135730000,146672000,142070000,150647000,125342000,129922000,140401000,122544000,127036000,138574000,132861000,1719000
BalanceOwnShares,2050000,1602000,1424000,1460000,1717000,1531000,1330000,1824000,1545000,1544000,1441000,1105000,882000,764000,752000,720000,728000,734000,728000,279000,276000,274000,273000,124000,100000,,,,91000,102000,117000,133000,126000,145000,145000,162000,148000,172000,199000,201000,198000,323000,343000,427635000,354710000,388793000,398410000,386121000,343813000,385622000,341205000,297209000,319861000,329523000,374436000
BalanceReserve,371714000,381223000,110506000,265487000,263592000,192451000,156781000,60009000,36214000,38947000,37320000,37761000,37800000,35899000,31875000,31331000,31733000,29536000,26967000,27653000,28374000,475636000,465940000,467002000,454837000,457252000,438812000,642393000,624954000,624261000,619053000,619722000,548571000,550873000,547755000,547812000,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285438000,279911000,268608000,279127000,266885000,230305000,275564000,230888000,188904000,218878000,233923000,283567000,283600000,283634000,22964000,187462000,187659000,118348000,93928000
BalanceNoncurrentLiabilities,,4315000,,,,,,,,,,447815000,139717000,140013000,122466000,122616000,105066000,105225000,87656000,87778000,70266000,70388000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,300113000,301170000,299229000,301338000,299331000,501896000,501372000,502069000,501515000,502319000,501778000,502458000,501892000,502655000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,142197000,74799000,120185000,119283000,119236000,113508000,110058000,110317000,108305000,100983000,95600000,90869000,88114000,97589000,87542000,78025000,75933000,74103000,62853000,60009000,36214000,34632000,37320000,37761000,37800000,35899000,31875000,31331000,31733000,29536000,26967000,27653000,28374000
BalanceNoncurrentObligations,27821000,26110000,25819000,33142000,33298000,34415000,35272000,35926000,34414000,47272000,47015000,46793000,48415000,45863000,45157000,158709000,214084000,181990000,183045000,276075000,259519000,225705000,318879000,269116000,246368000,336128000,314843000,299750000,356617000,412420000,237184000,244635000,214715000,254920000,354825000,156005000,110971000,172202000,99242000,124503000,85403000,168495000,94476000,90493000,89697000,177810000,103017000,116848000,202853000,315203000,254667000,245771000,237855000,349151000,270996000
BalanceNoncurrentLeasing,284505000,272131000,419538000,309146000,289854000,280050000,332687000,247811000,47071000,80448000,70836000,62676000,65994000,89323000,77075000,91006000,93002000,53415000,80752000,81915000,41363000,92566000,56706000,31669000,31293000,44510000,27979000,37129000,70021000,32998000,33114000,33030000,67707000,28726000,32076000,29034000,38807000,31222000,40504000,38794000,40514000,82417000,93309000,100587000,77874000,82235000,109802000,115929000,117429000,108617000,110293000,111468000,101471000,96480000,102873000
BalanceNoncurrentOtherLiabilities,97885000,4052000,3103000,41734000,46242000,85630000,85565000,46115000,92623000,87315000,77846000,93697000,150156000,156640000,146303000,296876000,141303000,141375000,116199000,137035000,238135000,3475000,,,,,,,,,,26896000,35614000,36114000,37441000,40841000,36198000,35823000,35407000,35488000,89688000,57201000,40947000,56777000,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107586000,130533000,69420000,74127000,124451000,84631000,102515000,135250000,88799000,115107000,161679000
BalanceCurrentBorrowings,82772000,101747000,117748000,90610000,64212000,71967000,54006000,89906000,79561000,105639000,74498000,158154000,92259000,82266000,80598000,136419000,65442000,51686000,39158000,117294000,48724000,66607000,68886000,157982000,90787000,109871000,79445000,162541000,87369000,110203000,94181000,177503000,106619000,123813000,84661000,188130000,112937000,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,19317000,20012000,15499000,9727000,24654000,29854000,27179000,20585000,35334000,40610000,31875000,21466000,33845000,42054000,33858000,23623000,42132000,41684000,36989000,2162178000,2145445000,0,2159237000,2152499000,2244263000,0,2265052000,2269309000,2331361000,0,2364631000,2354752000,2465602000,0,2496037000,2455633000,2533023000
BalanceCurrentLeasing,0,2323705000,2288339000,2305921000,0,2217014000,2221983000,2258273000,0,2120972000,2070678000,2111552000,2067946000,2094340000,2047406000,2088563000,2045994000,2054329000,2041415000,2094064000,2059860000,2097544000,2321327000,2430903000,2451230000,2483896000,2479231000,2598739000,2799612000,2860135000,2810573000,2977061000,2983732000,2919302000,2910741000,3117475000,3110598000,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,1420000,85492000,26031000,27815000,-9665000,69962000,70132000,67011000,27561000,73703000,67970000,15880000,-6682000,86726000,51394000,23909000,36416000,100137000,42685000,32615000,1517000,71160000,59757000,43193000,29141000,48712000,87497000,11030000,-25373000,84004000,50700000,9753000,-32918000,92176000,54870000,44361000,2492000,73471000,58802000,57537000,-702000,126757000,113822000,51415000,5272000,155803000,118437000,101375000,23607000,148573000,126176000,91874000,12231000,163182000,111759000
CashflowAmortization,27771000,36219000,33250000,43387000,34387000,39621000,37429000,41306000,40644000,41058000,41308000,30450000,42400000,42517000,45613000,46623000,45197000,40864000,45395000,35123000,40673000,40073000,40153000,39102000,39222000,22627000,29929000,29748000,28015000,28829000,29939000,25504000,28120000,28460000,29290000,28476000,28037000,27330000,27864000,28163000,34329000,34859000,34758000,35357000,35597000,37255000,36989000,38363000,41602000,40584000,41126000,40755000,41916000,40406000,42605000
CashflowInvestingCashflow,-6164000,-46760000,-19030000,-2645000,-13724000,-87914000,-48228000,7943000,-61634000,-47801000,-55830000,52792000,-66959000,-87955000,-77619000,-73910000,-50116000,-19254000,-20853000,2576000,-26897000,-11848000,-7914000,-8109000,40065000,3441000,80443000,100468000,-41438000,-33008000,-13981000,-59039000,12565000,-23963000,-26823000,-13074000,-17860000,-21358000,-14792000,-22448000,-588263000,-11175000,-3290000,-28020000,-136156000,-52250000,-35746000,12189000,-307159000,-186223000,-18281000,-24104000,-48417000,280574000,-114733000
CashflowCapex,15535000,27611000,30410000,78290000,50013000,72530000,48329000,67987000,65628000,50151000,46050000,81304000,77962000,93875000,80552000,92583000,57949000,29398000,26062000,18062000,32099000,20869000,16648000,30847000,20929000,-11060000,20638000,25857000,53141000,33371000,24291000,104404000,23473000,24399000,27885000,18768000,23323000,25695000,21418000,33458000,588575000,15887000,22909000,49626000,143760000,55027000,41819000,50863000,314174000,213200000,26598000,60668000,56039000,50142000,134521000
CashflowFinancingCashflow,404000,-23948000,8167000,-9503000,10261000,20703000,-17408000,-43367000,1276000,-1385000,-18549000,-54878000,15137000,24767000,27252000,43326000,-3133000,-15805000,-10392000,-99184000,-4866000,-7146000,-9455000,-95653000,-6782000,2889000,-197275000,-46393000,7244000,8051000,-58775000,-4101000,1774000,3919000,-64508000,0,-69116000,-1109000,471587000,-3352000,-71755000,-21924000,18893000,-27515000,129219000,-23027000,-3782000,31524000,-110100000,-91188000,12599000,-60819000,-76391000,,
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,15667000,-1000,,15667000,0,,,15667000,0,,,18431000,0,,,,,,,,,,0,0,,,64508000,0,,,64508000,0,,,69116000,0,,,69116000,0,,,69116000,0,,,73723000,0,,,73723000,,,,
CashflowNetCashflow,,,,,,,,,,,,,,,,,,,,,,,88131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
