,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeDistributionExpenses_qq,,-26.64,-48.81,108.14,144.69,-22.37,-32.06,-39.83,0.72,-41.43,47.56,-19.83,-17.53,178.75,-78.92,68.09,43.04,-22.12,-61.36,197.06,71.29,-43.93,-17.53,77.50,75.35,-36.14,-64.15,82.46,4.81,44.95,-64.56,-76.79,446.15,-71.83,40.00,-21.43,77.27,10.26,-65.12,33.33,-10.00,5161.11,-84.37,-84.46,-34.78,-53.33,,300.00,-7.14
IncomeDistributionExpenses_sq,,4.84,-4.58,5.90,13.98,-5.60,-11.78,17.62,-0.96,1.56,-15.51,14.76,-6.56,13.35,-8.48,12.74,8.46,6.36,-7.39,3.87,12.57,6.26,1.31,3.25,-8.35,7.39,-12.64,6.08,-2.07,11.60,-8.28,11.40,-4.17,10.91,-12.24,11.78,-1.84,8.60,-11.66,9.22,-6.68,9.50,-6.94,9.29,0.53,7.78,,11.94,-4.78
IncomeAdministrativExpenses,1080000,1129000,1020000,1151000,1168000,1452000,1343000,1351000,1556000,1763000,1420000,1279000,1730000,1754000,1691000,1793000,2040000,1818000,1809000,1709000,1747000,2006000,1835000,2036000,2034000,1979000,2185000,2197000,2731000,2692000,2505000,2779000,2623000,2775000,2470000,2825000,2328000,3120000,1772000,1153000,2658000,2745000,2127000,1906000,1826000,2031000,1401000,1333000,1389000
IncomeAdministrativExpenses_yy,,,,,8.15,28.61,31.67,17.38,33.22,21.42,5.73,-5.33,11.18,-0.51,19.08,40.19,17.92,3.65,6.98,-4.68,-14.36,10.34,1.44,19.13,16.43,-1.35,19.07,7.91,34.27,36.03,14.65,26.49,-3.95,3.08,-1.40,1.66,-11.25,12.43,-28.26,-59.19,14.18,-12.02,20.03,65.31,-31.30,-26.01,-34.13,-30.06,-23.93
IncomeAdministrativExpenses_sy,,,,,8.15,8.77,16.24,17.38,30.09,19.19,5.73,-5.33,-4.82,-0.51,-6.14,-3.12,7.80,4.32,10.62,5.58,8.25,15.09,3.37,5.53,3.46,-1.35,-1.59,7.91,2.07,-5.34,-0.11,-4.12,0.39,11.22,2.10,2.64,0.94,4.07,0.15,-2.48,4.88,-2.48,4.69,2.25,-1.40,2.53,9.42,9.05,18.97
IncomeAdministrativExpenses_qq,,4.54,-9.65,12.84,1.48,24.32,-7.51,0.60,15.17,13.30,-19.46,-9.93,35.26,1.39,-3.59,6.03,13.78,-10.88,-0.50,-5.53,2.22,14.83,-8.52,10.95,-0.10,-2.70,10.41,0.55,24.31,-1.43,-6.95,10.94,-5.61,5.79,-10.99,14.37,-17.59,34.02,-43.21,-34.93,130.53,3.27,-22.51,-10.39,-4.20,11.23,-31.02,-4.85,4.20
IncomeAdministrativExpenses_sq,,9.13,-10.01,10.35,1.30,14.02,-1.40,0.64,3.66,1.62,-9.38,-3.59,-3.53,6.41,-6.90,5.60,-2.19,14.32,-2.39,8.34,-0.99,16.10,-10.84,0.66,-0.10,6.77,-6.21,3.28,-9.26,2.22,-1.68,2.94,-4.46,22.64,-12.21,0.90,-4.64,19.62,-4.66,3.76,-7.14,12.09,-7.46,3.84,-5.42,12.70,-5.21,4.65,4.20
IncomeGrossProfit,1439000,645000,1562000,1534000,3828000,1298000,1662000,1595000,1971000,-242000,278000,715000,564000,-914000,141000,641000,1023000,1013000,666000,2120000,1673000,1251000,693000,3270000,1452000,-537000,649000,1050000,2345000,-1665000,1519000,1984000,473000,-237000,-2641000,-808000,602000,2278000,-2000,374000,-876000,-5577000,-1373000,-1549000,1765000,-827000,258000,-150000,2638000
IncomeGrossProfit_yy,,,,,166.02,101.24,6.40,3.98,-48.51,-118.64,-83.27,-55.17,-71.39,-277.69,-49.28,-10.35,81.38,210.83,372.34,230.73,63.54,23.49,4.05,54.25,-13.21,-142.93,-6.35,-67.89,61.50,-210.06,134.05,88.95,-79.83,85.77,-273.86,-140.73,27.27,1061.18,99.92,146.29,-245.51,-344.82,-68550.00,-514.17,301.48,85.17,118.79,90.32,49.46
IncomeGrossProfit_sy,,,,,0.82,-93.14,5.80,-10.92,-28.68,16.04,-42.39,-24.26,-38.53,-16.64,-49.28,25.75,163.06,29.56,196.87,24.58,15.32,107.74,12.27,2.82,-41.63,-75.82,-48.70,-54.90,5.82,44.10,110.37,66.20,49.77,15.06,-13.42,16.11,16.46,66.83,29.74,63.55,0.42,13.70,-0.53,-22.16,10.60,14.25,22.62,35.00,46.28
IncomeGrossProfit_qq,,-55.18,142.17,-1.79,149.54,-66.09,28.04,-4.03,23.57,-112.28,214.88,157.19,-21.12,-262.06,115.43,354.61,59.59,-0.98,-34.25,218.32,-21.08,-25.22,-44.60,371.86,-55.60,-136.98,220.86,61.79,123.33,-171.00,191.23,30.61,-76.16,-150.11,-1014.35,69.41,174.50,278.41,-100.09,18800.00,-334.22,-536.64,75.38,-12.82,213.94,-146.86,131.20,-158.14,1858.67
IncomeGrossProfit_sq,,-50.10,72.08,9.40,-6.56,-81.00,113.29,-9.92,17.08,-61.73,108.24,-17.96,-1.61,-49.93,-13.25,96.68,29.42,-32.10,73.34,22.12,2.00,-19.54,4.61,-5.36,-46.08,-51.68,73.18,19.48,61.56,-44.38,56.80,4.30,53.62,-45.66,58.23,5.88,35.48,-16.02,41.17,18.70,-15.26,-27.56,61.82,-8.26,12.15,-28.21,70.37,11.85,6.93
IncomeOtherOperatingIncome,41000,879000,433000,38000,114000,134000,84000,55000,19000,36000,39000,17000,9000,593000,22000,53000,30000,102000,20000,84000,20000,63000,18000,54000,20000,-337000,147000,64000,67000,551000,214000,86000,236000,-14000,475000,1512000,194000,736000,217000,589000,299000,-8203000,1102000,2313000,445000,-1659000,983000,-348000,321000
IncomeOtherOperatingIncome_yy,,,,,178.05,-84.76,-80.60,44.74,-83.33,-73.13,-53.57,-69.09,-52.63,1547.22,-43.59,211.76,233.33,-82.80,-9.09,58.49,-33.33,-38.24,-10.00,-35.71,,-634.92,716.67,18.52,235.00,263.50,45.58,34.38,252.24,-102.54,121.96,1658.14,-17.80,5357.14,-54.32,-61.04,54.12,-1214.54,407.83,292.70,48.83,79.78,-10.80,-115.05,-27.87
IncomeOtherOperatingIncome_sy,,,,,-8.76,-44.30,-50.20,-16.46,45.10,14.52,0.72,98.10,57.84,-10.69,25.80,-5.58,-17.18,21.30,-38.54,56.50,-11.65,8.52,24.82,22.98,,-50.80,37.84,-10.28,-13.06,71.29,-22.58,38.98,-3.16,15.02,-14.20,-27.50,27.35,71.74,-4.68,-11.94,-15.04,-48.08,2.20,39.56,-5.74,43.88,-5.46,-8.94,83.95
IncomeOtherOperatingIncome_qq,,2043.90,-50.74,-91.22,200.00,17.54,-37.31,-34.52,-65.45,89.47,8.33,-56.41,-47.06,6488.89,-96.29,140.91,-43.40,240.00,-80.39,320.00,-76.19,215.00,-71.43,200.00,-62.96,-1785.00,143.62,-56.46,4.69,722.39,-61.16,-59.81,174.42,-105.93,3492.86,218.32,-87.17,279.38,-70.52,171.43,-49.24,-2843.48,113.43,109.89,-80.76,-472.81,159.25,-135.40,192.24
IncomeOtherOperatingIncome_sq,,339.36,-39.09,-44.34,-25.92,82.32,-40.72,5.88,33.10,77.51,-64.31,19.20,18.22,-30.16,-43.47,-18.74,-3.19,105.37,-54.97,34.40,-26.22,115.98,-32.80,10.54,-19.39,8.16,28.54,-25.26,-1.00,200.88,-55.58,57.80,-24.47,34.12,-46.37,36.42,3.10,143.70,-59.17,-5.49,-12.40,10.88,1.62,44.76,-8.38,16.42,-23.36,50.02,94.46
IncomeOtherOperatingCosts,131000,176000,,3000,6000,614000,8000,-1000,1000,291000,8000,11000,1000,491000,2000,3000,15000,142000,5000,44000,99000,114000,58000,430000,4000,-173000,115000,18000,56000,944000,4000,893000,39000,235000,342000,140000,519000,838000,95000,471000,46000,1736000,79000,2352000,45000,2909000,620000,-388000,1489000
IncomeOtherOperatingCosts_yy,,,,,-95.42,248.86,,-133.33,-83.33,-52.61,,1200.00,,68.73,-75.00,-72.73,1400.00,-71.08,150.00,1366.67,560.00,-19.72,1060.00,877.27,-95.96,-251.75,98.28,-95.81,1300.00,645.66,-96.52,4861.11,-30.36,-75.11,8450.00,-84.32,1230.77,256.60,-72.22,236.43,-91.14,107.16,-16.84,399.36,-2.17,67.57,684.81,-116.50,3208.89
IncomeOtherOperatingCosts_sy,,,,,-9.45,61.01,,54.53,12.60,127.89,,33.53,,-4.71,-2.71,58.71,17.13,-43.42,16.63,-21.49,73.16,18.97,-8.90,-14.68,-25.49,-11.73,-2.14,51.11,6.69,36.14,12.90,95.54,45.30,-22.84,7.63,6.59,31.35,94.07,-1.42,32.77,-42.88,-34.24,-0.32,32.82,18.56,73.36,-10.77,49.92,168.85
IncomeOtherOperatingCosts_qq,,34.35,-100.00,,100.00,10133.33,-98.70,-112.50,200.00,29000.00,-97.25,37.50,-90.91,49000.00,-99.59,50.00,400.00,846.67,-96.48,780.00,125.00,15.15,-49.12,641.38,-99.07,-4425.00,166.47,-84.35,211.11,1585.71,-99.58,22225.00,-95.63,502.56,45.53,-59.06,270.71,61.46,-88.66,395.79,-90.23,3673.91,-95.45,2877.22,-98.09,6364.44,-78.69,-162.58,483.76
IncomeOtherOperatingCosts_sq,,215.42,-57.18,,21.36,369.06,-73.59,4.01,-11.74,627.53,-82.60,19.88,-19.07,194.10,-74.85,88.70,-22.93,182.67,-56.45,1.92,46.50,63.94,-59.24,31.16,-4.72,8.98,-58.65,33.62,-12.01,367.02,-71.64,130.36,-46.33,176.76,-52.76,31.30,-10.65,298.04,-76.35,18.98,-53.47,309.68,-51.02,62.10,-25.36,397.52,-71.29,58.79,-20.39
IncomeEBIT,1349000,1348000,1995000,1569000,3936000,818000,1738000,1651000,1989000,-497000,309000,721000,572000,-812000,161000,691000,1038000,973000,681000,2160000,1594000,1200000,653000,2894000,1468000,-701000,681000,1096000,2356000,-2058000,1729000,1177000,670000,-486000,-2508000,564000,277000,2176000,120000,492000,-623000,-15516000,-350000,-1588000,2165000,-5395000,621000,-110000,1470000
IncomeEBIT_yy,,,,,191.77,-39.32,-12.88,5.23,-49.47,-160.76,-82.22,-56.33,-71.24,-63.38,-47.90,-4.16,81.47,219.83,322.98,212.59,53.56,23.33,-4.11,33.98,-7.90,-158.42,4.29,-62.13,60.49,-193.58,153.89,7.39,-71.56,76.38,-245.05,-52.08,-58.66,547.74,104.78,-12.77,-324.91,-813.05,-391.67,-422.76,447.51,65.23,277.43,93.07,-32.10
IncomeEBIT_sy,,,,,-10.40,-74.47,-5.12,-27.51,-23.19,-10.54,-20.33,-23.10,-16.37,-12.27,-49.45,3.40,56.44,-15.65,161.76,70.55,11.39,150.79,26.06,5.42,-20.58,-70.80,-32.37,-59.33,24.11,76.60,69.96,16.73,18.00,19.06,-14.00,23.68,22.42,57.18,30.40,32.39,0.83,-22.92,12.63,-10.12,9.90,20.30,24.28,18.94,31.94
IncomeEBIT_qq,,-0.07,48.00,-21.35,150.86,-79.22,112.47,-5.01,20.47,-124.99,162.17,133.33,-20.67,-241.96,119.83,329.19,50.22,-6.26,-30.01,217.18,-26.20,-24.72,-45.58,343.19,-49.27,-147.75,197.15,60.94,114.96,-187.35,184.01,-31.93,-43.08,-172.54,-416.05,122.49,-50.89,685.56,-94.49,310.00,-226.63,-2390.53,97.74,-353.71,236.34,-349.19,111.51,-117.71,1436.36
IncomeEBIT_sq,,-41.49,48.00,9.26,-12.02,-79.57,115.10,-15.92,16.39,-81.52,98.82,8.38,3.84,-53.75,13.64,56.18,39.85,-49.51,124.18,43.22,-15.68,-31.59,-2.08,2.71,-46.73,-63.43,136.90,8.30,45.05,-52.46,62.35,-11.83,35.90,-48.19,67.08,11.60,26.05,-31.47,38.32,17.97,-13.65,-55.44,85.85,2.93,21.02,-45.50,80.59,-8.69,11.08
IncomeFinanceIncome,2000,4000,45000,29000,26000,85000,49000,10000,1000,2000,23000,-18000,6000,108000,2000,127000,-64000,-64000,12000,13000,94000,191000,,11000,2000,0,0,17000,1000,24000,3000,4000,1000,40000,163000,68000,42000,42000,71000,123000,3000,72000,-42000,70000,31000,-46000,14000,223000,-158000
IncomeFinanceIncome_yy,,,,,1200.00,2025.00,8.89,-65.52,-96.15,-97.65,-53.06,-280.00,500.00,5300.00,-91.30,805.56,-1166.67,-159.26,500.00,-89.76,246.88,398.44,-100.00,-15.38,-97.87,-100.00,,54.55,-50.00,,,-76.47,,66.67,5333.33,1600.00,4100.00,5.00,-56.44,80.88,-92.86,71.43,-159.15,-43.09,933.33,-163.89,133.33,218.57,-609.68
IncomeFinanceIncome_sy,,,,,153.58,192.93,64.32,-13.58,-1.91,6.22,28.96,-39.32,-46.17,-72.16,-53.40,190.76,-42.86,114.00,-12.78,-28.70,112.44,-4.02,9.93,-13.38,-26.28,-1.28,,98.34,-88.22,,,-59.64,,-11.58,-26.09,-15.20,-58.90,-1.88,-12.50,81.39,74.24,77.04,2.98,-53.36,9.45,-78.15,-56.21,151.48,-195.09
IncomeFinanceIncome_qq,,100.00,1025.00,-35.56,-10.34,226.92,-42.35,-79.59,-90.00,100.00,1050.00,-178.26,133.33,1700.00,-98.15,6250.00,-150.39,,118.75,8.33,623.08,103.19,-100.00,,-81.82,-100.00,,,-94.12,2300.00,-87.50,33.33,-75.00,3900.00,307.50,-58.28,-38.24,,69.05,73.24,-97.56,2300.00,-158.33,266.67,-55.71,-248.39,130.43,1492.86,-170.85
IncomeFinanceIncome_sq,,-67.36,143.69,-26.12,40.72,64.12,70.28,-30.04,22.27,73.14,-10.33,-61.70,29.26,42.77,-3.52,19.66,-63.94,,41.69,-30.29,101.68,-41.57,105.92,,23.21,-26.01,,,-80.27,93.22,-22.13,13.66,10.27,144.73,47.73,-2.76,-58.84,,-8.10,84.78,-75.10,255.34,-34.94,-11.64,-41.36,55.13,26.56,80.70,-100.70
IncomeFinanceCosts,65000,166000,10000,18000,7000,154000,89000,72000,-130000,232000,4000,94000,141000,-205000,5000,17000,22000,142000,48000,46000,22000,50000,322000,112000,325000,-192000,556000,-270000,588000,-202000,679000,100000,341000,349000,156000,38000,188000,515000,136000,637000,70000,410000,115000,446000,255000,247000,206000,226000,223000
IncomeFinanceCosts_yy,,,,,-89.23,-7.23,790.00,300.00,-1957.14,50.65,-95.51,30.56,208.46,-188.36,25.00,-81.91,-84.40,169.27,860.00,170.59,,-64.79,570.83,143.48,1377.27,-484.00,72.67,-341.07,80.92,-5.21,22.12,137.04,-42.01,272.77,-77.03,-62.00,-44.87,47.56,-12.82,1576.32,-62.77,-20.39,-15.44,-29.98,264.29,-39.76,79.13,-49.33,-12.55
IncomeFinanceCosts_sy,,,,,-32.64,0.30,104.53,31.68,80.08,50.65,15.86,42.28,3.39,-61.93,-14.99,-34.85,-9.12,20.03,-6.19,29.49,,-0.11,76.15,-17.91,10.41,-17.13,-45.99,22.94,-51.56,-5.21,-12.40,-20.41,75.47,-12.59,61.35,-52.92,-41.29,17.08,-37.78,29.76,-2.24,-19.34,43.19,24.07,0.48,145.62,-53.06,31.58,43.48
IncomeFinanceCosts_qq,,155.38,-93.98,80.00,-61.11,2100.00,-42.21,-19.10,-280.56,278.46,-98.28,2250.00,50.00,-245.39,102.44,240.00,29.41,545.45,-66.20,-4.17,-52.17,127.27,544.00,-65.22,190.18,-159.08,389.58,-148.56,317.78,-134.35,436.14,-85.27,241.00,2.35,-55.30,-75.64,394.74,173.94,-73.59,368.38,-89.01,485.71,-71.95,287.83,-42.83,-3.14,-16.60,9.71,-1.33
IncomeFinanceCosts_sq,,-12.04,92.48,26.28,-35.20,64.84,7.60,-20.26,14.72,160.68,-21.92,-24.97,-9.38,-12.28,6.88,-21.80,-5.77,40.30,-5.58,-2.40,-4.81,-6.04,48.50,-60.58,69.84,-11.70,-9.28,-5.16,-28.55,60.35,-15.76,-3.62,78.24,-18.08,97.40,-57.30,46.16,39.61,-4.64,-8.90,21.56,25.00,114.25,-55.63,-28.22,244.59,-61.93,9.71,112.83
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,1286000,1186000,2030000,1580000,3955000,749000,1698000,1589000,2120000,-727000,328000,609000,437000,-499000,158000,801000,952000,767000,645000,2127000,1666000,1341000,331000,2793000,1145000,-509000,125000,1383000,1769000,-1832000,1053000,1081000,330000,-795000,-2501000,594000,131000,1703000,55000,-22000,-690000,-15854000,-507000,-1964000,1941000,-5688000,429000,-113000,1089000
IncomeNetGrossProfit_yy,,,,,207.54,-36.85,-16.35,0.57,-46.40,-197.06,-80.68,-61.67,-79.39,31.36,-51.83,31.53,117.85,253.71,308.23,165.54,75.00,74.84,-48.68,31.31,-31.27,-137.96,-62.24,-50.48,54.50,-259.92,742.40,-21.84,-81.35,56.60,-337.51,-45.05,-60.30,314.21,102.20,-103.70,-626.72,-1030.95,-1021.82,-8827.27,381.30,64.12,184.62,94.25,-43.89
IncomeNetGrossProfit_sy,,,,,12.11,-21.80,-4.54,-10.68,-21.16,-61.41,-61.10,-30.28,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34,19.62
IncomeNetGrossProfit_qq,,-7.78,71.16,-22.17,150.32,-81.06,126.70,-6.42,33.42,-134.29,145.12,85.67,-28.24,-214.19,131.66,406.96,18.85,-19.43,-15.91,229.77,-21.67,-19.51,-75.32,743.81,-59.00,-144.45,124.56,1006.40,27.91,-203.56,157.48,2.66,-69.47,-340.91,-214.59,123.75,-77.95,1200.00,-96.77,-140.00,-3036.36,-2197.68,96.80,-287.38,198.83,-393.04,107.54,-126.34,1063.72
IncomeNetGrossProfit_sq,,-52.76,73.24,7.46,14.81,-54.41,89.12,0.64,29.74,-122.42,107.51,85.67,57.43,-52.51,38.25,70.34,11.05,-50.00,133.90,39.65,8.41,-28.92,11.98,14.78,-46.21,-65.04,120.07,24.04,32.53,-57.14,67.12,-16.96,31.24,-51.52,50.04,27.02,18.65,-32.61,42.78,25.87,-14.76,-42.74,51.49,10.87,19.94,-82.94,123.91,6.12,-1.97
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1286000,1186000,2030000,1580000,3955000,749000,1698000,1589000,2120000,-727000,328000,609000,437000,-499000,158000,801000,952000,767000,645000,2127000,1666000,1341000,331000,2793000,1145000,-509000,125000,1383000,1769000,-1832000,1053000,1081000,330000,-795000,-2501000,594000,131000,1703000,55000,-22000,-690000,-15854000,-507000,-1964000,1941000,-5688000,429000,-113000,1089000
IncomeBeforeTaxProfit_yy,,,,,207.54,-36.85,-16.35,0.57,-46.40,-197.06,-80.68,-61.67,-79.39,31.36,-51.83,31.53,117.85,253.71,308.23,165.54,75.00,74.84,-48.68,31.31,-31.27,-137.96,-62.24,-50.48,54.50,-259.92,742.40,-21.84,-81.35,56.60,-337.51,-45.05,-60.30,314.21,102.20,-103.70,-626.72,-1030.95,-1021.82,-8827.27,381.30,64.12,184.62,94.25,-43.89
IncomeBeforeTaxProfit_sy,,,,,12.11,-21.80,-4.54,-10.68,-21.16,-61.41,-61.10,-30.28,-7.15,41.23,-51.83,31.53,57.33,9.27,203.39,75.28,75.00,110.74,8.65,-1.64,-30.39,-70.04,-55.40,-17.40,18.89,59.31,66.10,-10.42,11.55,42.12,-11.26,23.10,23.18,45.70,66.04,44.84,5.82,-6.50,11.72,-21.54,0.12,-11.06,40.28,24.34,19.62
