,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,-32463000,-17791000,-19021000,40329000,-80378000,-29314000,2345000,-23000,-9624000,-6894000,2201000,-7380000,-2048000,-1484000,549000,-3586000,-11297000,2670000,404000,-678000,5401000,22569000,2899000,3068000,48612000,-1417000,30121000,5686000,21680000,7093000
IncomeNetGrossProfit,3592000,6078000,30594000,456000,-121751000,-23353000,-33953000,-25181000,-94842000,-37103000,22237000,25563000,-21756000,-6627000,14795000,386000,7489000,915000,10329000,14688000,-21598000,7558000,-4560000,,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,-678000,5401000,22569000,2899000,3068000,48612000,-1417000,30121000,5686000,21680000,7093000
IncomeBeforeTaxProfit,3592000,6078000,30594000,456000,-121751000,-23353000,-33953000,-25181000,-94842000,-37103000,22237000,25563000,-21756000,-6627000,14795000,386000,7489000,915000,10329000,14688000,-21598000,7558000,-4560000,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,-684000,5397000,22566000,2905000,3066000,48606000,-1459000,30996000,5596000,21924000,6963000
IncomeNetProfit,3735000,5922000,31964000,1040000,-121646000,-23410000,-33941000,-25178000,-93807000,-37107000,22229000,25563000,-18862000,-6635000,14795000,374000,7790000,900000,10322000,14684000,-21372000,7517000,-4564000,-1206000,5367000,22359000,1651000,1756000,49883000,-1459000,30203000,5446000,20016000,7999000
IncomeShareholderNetProfit,-6391000,3855000,25787000,2142000,-124122000,-21353000,-28794000,-27308000,-89041000,-31804000,9558000,16585000,-4123000,-4033000,12681000,-856000,-251000,1369000,9669000,12194000,-20668000,4435000,-3332000,,,,,,,,,,,
BalanceNoncurrentAssets,30317000,35012000,32149000,37401000,93104000,248537000,224460000,271531000,338913000,356945000,395486000,427257000,449689000,307191000,279785000,283416000,248478000,185368000,231095000,229960000,171789000,153544000,172598000,170530000,186785000,178419000,166356000,161998000,144495000,150826000,164530000,16115000,19091000,16557000
BalanceIntangibleAssets,21211000,65353000,70139000,55969000,67370000,85354000,87543000,89068000,82018000,59806000,42985000,38762000,36966000,22983000,15616000,16131000,9235000,2224000,1823000,1883000,1550000,138000,134000,104000,88000,13484000,15072000,14859000,15551000,27187000,173136000,164111000,180600000,237085000
BalanceProperty,247831000,255683000,255228000,272065000,197973000,176679000,170615000,141179000,102396000,120528000,106697000,87775000,78710000,88307000,81215000,79712000,75324000,72712000,71402000,63001000,64936000,71155000,,,,,,,,0,,,,1091000
BalanceNoncurrentReceivables,1147000,1519000,1477000,2467000,2919000,2950000,3043000,9810000,1346000,5180000,8196000,5676000,4172000,5648000,5857000,5028000,4802000,4585000,4543000,718000,849000,732000,638000,564000,5263000,4379000,23560000,15383000,20424000,49215000,88535000,111495000,63313000,61394000
BalanceNoncurrInvestments,72791000,70912000,66010000,84438000,101000000,71659000,64587000,73759000,79086000,99037000,95694000,86859000,84143000,78531000,82941000,90129000,,,,,,,,,,,,,,,,3855000,,
BalanceOtherNoncurrentAssets,3595000,4819000,4833000,4455000,4251000,3001000,2822000,2871000,2466000,2098000,1822000,2963000,2950000,3246000,44091000,80588000,45896000,63287000,175137000,168157000,162346000,265794000,277079000,323149000,466105000,417683000,264957000,189662000,188997000,166735000,72248000,86506000,56381000,71899000
BalanceCurrentAssets,79056000,59855000,82460000,64188000,58130000,59301000,75058000,86061000,61006000,60440000,78066000,22089000,42993000,37852000,48001000,117233000,96244000,102200000,187164000,183608000,211972000,305704000,237216000,138263000,105166000,95042000,70289000,34595000,24793000,42369000,37814000,30729000,29531000,49941000
BalanceInventory,33164000,22042000,29055000,47995000,50670000,34928000,37054000,53513000,21371000,37208000,7956000,13036000,17366000,53110000,43093000,62338000,73454000,72760000,118169000,131965000,110080000,78846000,94207000,94092000,28892000,61236000,13906000,32446000,43852000,27407000,28790000,25498000,31462000,26242000
BalanceCurrentReceivables,26136000,31647000,21574000,20432000,23677000,,,,,,,,14968000,,,,,,,,,,9280000,,,,,,,,,,1859000,
BalanceCurrentInvestments,632000,387000,89000,2250000,40538000,3834000,17052000,16292000,20017000,38417000,42232000,48502000,15846000,5650000,-253000,2354000,-519000,477000,105000,1639000,4475000,2917000,3730000,5525000,4626000,4005000,927000,3743000,2646000,2953000,876000,,,
BalanceCash,0,,,,,,,,,,,,768000,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,0,,,,15600000,16403000,16697000,15717000,,,,,,,,,,,,,,,,74408000,115600000,78045000,100687000,268241000,416694000,386806000,537325000,631593000
BalanceAssetsForSale,696497000,878288000,860657000,714645000,496853000,468781000,450151000,320726000,271873000,287476000,301858000,250845000,213398000,255058000,234718000,244915000,237720000,241414000,248059000,205501000,211266000,242596000,11316000,18786000,30527000,32483000,177699000,244976000,231562000,269240000,249524000,264647000,296399000,281137000
BalanceTotalAssets,146748000,50216000,76207000,39729000,-50546000,-47069000,-87295000,-44905000,-50043000,-58110000,-42721000,-39248000,-46553000,-43578000,-31002000,-18270000,-44091000,-38731000,-44494000,4070000,4820000,7790000,116000,410000,509000,465000,505000,462000,486000,494000,468000,452000,455000,457000
BalanceCapital,495000,526000,572000,565000,566000,585000,564000,597000,578000,627000,592000,556000,548000,522000,512000,562000,,,,,,,,,,,,,,-372000,-350000,-337000,-340000,-341000
BalanceShareCapital,-369000,-393000,-427000,-422000,-423000,-437000,-421000,-446000,-432000,-468000,-442000,-415000,-409000,-390000,-382000,-419000,,0,,0,0,100960000,125504000,114873000,124846000,116030000,121287000,124181000,116886000,112441000,32717000,91736000,83840000,85414000
BalanceOwnShares,82285000,82601000,106776000,110811000,101970000,112989000,112447000,118120000,110513000,104126000,102633000,91833000,90127000,100156000,2481000,2977000,4040000,5155000,0,,62545000,57257000,67777000,79406000,87524000,93268000,87289000,86616000,85203000,28995000,27305000,40477000,25250000,36760000
BalanceReserve,45044000,22907000,23261000,21390000,20170000,28369000,26668000,27192000,28492000,24641000,28766000,28806000,10549000,12112000,7016000,23145000,31741000,21683000,20443000,24265000,40620000,46842000,134823000,175558000,141501000,137364000,127350000,125192000,42560000,108458000,44752000,45105000,69159000,145116000
BalanceNonshareCapital,71415000,67712000,88388000,83798000,79468000,78790000,78437000,83480000,84229000,,,,,,,,,,,,,,,1121000,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,10549000,12112000,7016000,23145000,31741000,19753000,18680000,21544000,32010000,37788000,126868000,167536000,135094000,131408000,122971000,120866000,39554000,107692000,41526000,41869000,69159000,145116000,71415000,67712000,87331000,82792000,78490000
BalanceNoncurrentTradeLiabilities,77844000,78437000,83480000,84229000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,0,0,,,1931000,1762000,2721000,8611000,9054000,7955000,6901000,6407000,5957000,4379000,4326000,3006000,766000,3226000,3236000,1057000,1006000,978000,946000,50062000,81725000,36461000,39905000
BalanceNoncurrentLeasing,58801000,87489000,77544000,176043000,262043000,297485000,353798000,316673000,339781000,224069000,236230000,257925000,288236000,185234000,293258000,256614000,208822000,103132000,204974000,186085000,174711000,170832000,165756000,159048000,146514000,137751000,174055000,30926000,49840000,19803000,17883000,37440000,23604000,32913000
BalanceNoncurrentOtherLiabilities,51288000,107671000,99624000,196565000,176486000,154386000,99968000,122486000,130774000,85912000,68514000,107172000,102189000,90088000,67718000,83264000,67145000,66534000,66482000,72982000,66994000,54698000,53800000,75464000,18889000,31807000,16605000,21471000,20484000,63078000,44276000,124019000,153498000,197153000
BalanceCurrentLiabilities,154569000,140025000,183648000,122893000,112537000,123889000,200829000,115504000,185575000,153651000,118110000,34966000,121216000,118331000,107650000,103980000,92325000,91513000,90663000,83118000,97703000,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,247000,78000,53000,550000,878000,807000,356000,735000,874000,707000,2664000,162000,1747000
BalanceCurrentObligations,1208000,1207000,3261000,1494000,1216000,512000,774000,624000,447000,494000,609000,527000,371000,448000,540000,1152000,833000,887000,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,74408000,115600000,0,78045000,100687000,268241000,0,416694000,386806000,537325000,0,631593000,696497000,878288000,860657000,714645000
BalanceCurrentOtherLiabilities,496853000,468781000,450151000,320726000,271873000,287476000,301858000,250845000,213398000,255058000,234718000,244915000,237720000,241414000,248059000,205501000,211266000,242596000,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,6640000,-8945000,41477000,-11353000,-9657000,-9383000,-3345000,-6900000,-1154000,-28074000,22100000,-15799000,-2034000,-40938000,12425000,23578000,-2977000,7128000,-6555000,-13492000,1434000,7826000,4927000,-7681000,-1880000,7487000,3335000,-1028000,205000,-2550000,3152000,2876000,1137000,-1790000
CashflowAmortization,379000,1517000,-404000,471000,576000,660000,775000,3974000,0,13639000,3918000,5347000,4041000,9193000,6936000,10614000,5835000,5247000,4844000,15488000,3935000,3365000,2496000,1139000,1398000,1513000,1511000,844000,1314000,1534000,917000,1730000,1082000,1531000
CashflowInvestingCashflow,-115000,-523000,-927000,-735000,-8943000,-50560000,-19114000,-29581000,-434000,-34220000,-15785000,-31507000,-34259000,-3188000,-31955000,-4358000,26117000,-421000,6430000,-8971000,-198000,132000,-3247000,-5438000,241000,-6595000,-713000,-510000,-410000,263000,968000,-4902000,-666000,-1041000
CashflowCapex,175000,526000,930000,768000,8946000,53141000,17548000,17056000,892000,14645000,33769000,19066000,385000,30556000,5482000,913000,-914000,0,6899000,,,,,2792000,387000,33000,66000,3763000,703000,1067000,-13257000,9094000,111000,-29353000
CashflowFinancingCashflow,20765000,98159000,-7482000,21885000,-328000,62254000,-2237000,43996000,39620000,42723000,28285000,-32201000,-22394000,-7984000,2905000,8708000,-92000,-8240000,-117000,17688000,-53000,-76000,-77000,-251000,-201000,-667000,-1676000,1720000,-126000,468000,,0,0,
CashflowShareCapitalCash,,101320000,-1039000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6732000,-373000,3469000,-3753000,2165000,38216000,-29942000
CashflowNetCashflow,-14596000,-1915000,-41000,4077000,-3310000,3327000,-1403000,8756000,-12982000,746000,-1277000,2780000,-13755000,1144000,-282000,1563000,4568000,-1692000,816000,2545000,-1789000,-406000,-2954000,2443000,-306000,345000,-2362000,,,,,,,
