,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,0,0,0,,-67226000,-57349000,,,,,,,,,,,,,,,,,,,747000,2771000,3942000,7242000
IncomeNetGrossProfit,2949000,2739000,9878000,18057000,9182000,12526000,18981000,16827000,18124000,2701000,7176000,5849000,4639000,3013000,7267000,6763000,-825000,8594000,13491000,6824000,4704000,-57959000,11432000,1384000,2880000,4308000,7697000,-1083000,5301000,7348000,3701000,-3761000,2166000,4592000,4432000,-1034000,4210000,4192000,2741000,-1940000,3591000,6426000,5643000,-620000,6090000,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747000,2771000,3942000,7242000
IncomeBeforeTaxProfit,2949000,2739000,9878000,18057000,9182000,12526000,18981000,16827000,18124000,2701000,7176000,5849000,4639000,3013000,7267000,6763000,-825000,8594000,13491000,6824000,4704000,-57959000,11432000,1384000,2880000,4308000,7697000,-1083000,5301000,7348000,3701000,-3761000,2166000,4592000,4432000,-1034000,4210000,4192000,2741000,-1940000,3591000,6426000,5643000,-620000,6090000,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,-12139000,1548000,727000,10013000,-6776000,-1322000,-1349000,434000,922000,-59000,-1920000,-641000,679000,-154000,-115000,-307000,174000,-215000,-266000,-233000,9000,-236000,351000,2455000,3430000,5663000
IncomeNetProfit,1913000,2400000,9047000,14357000,7261000,9004000,14708000,13698000,13896000,1738000,5526000,5408000,3028000,2752000,6002000,5191000,-1106000,7007000,11243000,4154000,3526000,-60049000,8821000,2056000,3774000,4681000,15927000,-10595000,3270000,5741000,2888000,-3686000,1130000,2028000,3001000,-1246000,3253000,3396000,1869000,-5218000,2711000,4832000,3531000,-50000,4829000,357000,2404000,3440000,5635000
IncomeShareholderNetProfit,1968000,2390000,9003000,14206000,7287000,8978000,14362000,13934000,13896000,1738000,5526000,4561000,3028000,2752000,6002000,5191000,-809000,6710000,10492000,4905000,3336000,-61252000,7495000,2114000,3582000,3543000,15109000,-10591000,2900000,4707000,2429000,-3246000,1340000,1457000,3125000,-819000,2933000,3203000,1508000,-5087000,2714000,4348000,3048000,96000,4659000,,,,
BalanceNoncurrentAssets,64465000,,72111000,70210000,78644000,81407000,82926000,185510000,191617000,331749000,360290000,356176000,350388000,347684000,345852000,335634000,335834000,336650000,335944000,338233000,345303000,346345000,348709000,350314000,283346000,282419000,274288000,278738000,236349000,119891000,145049000,141484000,142844000,131528000,115175000,115261000,116490000,127926000,134216000,133905000,144496000,151377000,155488000,163804000,163815000,164339000,175072000,175902000,11101000
BalanceIntangibleAssets,,11652000,11673000,11612000,11729000,11813000,108618000,109836000,225215000,235309000,235793000,236558000,237019000,237468000,237984000,238625000,239365000,240058000,242146000,243385000,244002000,245104000,245530000,178834000,178916000,167751000,168350000,164014000,52740000,53244000,52582000,52996000,53439000,55104000,55175000,55734000,63866000,69599000,71766000,72918000,75075000,77518000,79927000,81913000,83291000,92171000,93921000,44419000,
BalanceProperty,47218000,46220000,51760000,55887000,54869000,62394000,65476000,89447000,103923000,95046000,92252000,85790000,85073000,70604000,72118000,72466000,71227000,70064000,73594000,74439000,77333000,77329000,76171000,75636000,72401000,72704000,44746000,43696000,61615000,59223000,59040000,59977000,41914000,42690000,43353000,46323000,48347000,48647000,58121000,60270000,65458000,68479000,66528000,64706000,65238000,64318000,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,,138000
BalanceNoncurrInvestments,158000,115000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,,,,,,,,,11074000,11134000,11197000,,,,,,,22000,21000,35000,34000,8780000,,13103000,12159000,15157000,13727000,16180000,14434000,16241000,17023000,20994000,25273000,21514000
BalanceOtherNoncurrentAssets,24811000,23247000,26982000,25027000,24755000,24659000,26023000,28324000,27904000,26272000,27455000,28341000,27867000,34136000,37684000,27589000,23455000,19116000,18545000,19611000,18112000,18157000,17396000,17403000,17737000,16270000,13492000,13457000,16032000,12512000,15376000,15353000,16307000,17629000,17663000,74224000,,99872000,92419000,100832000,127408000,157133000,182934000,176213000,213876000,229303000,239213000,209080000,213039000
BalanceCurrentAssets,191589000,167199000,173361000,193154000,195765000,186643000,196974000,219583000,200824000,193762000,203447000,190732000,165580000,175426000,200186000,254258000,225482000,227019000,121623000,110226000,112471000,130846000,141877000,123216000,120400000,135049000,138137000,140880000,130115000,143766000,154785000,154490000,141202000,156692000,21846000,,23219000,24957000,22651000,26696000,22698000,26234000,26583000,34205000,32701000,31859000,28855000,29992000,26648000
BalanceInventory,26937000,25117000,26755000,28409000,31232000,34696000,39262000,42144000,42779000,45781000,45210000,39671000,43830000,40624000,26053000,19765000,21388000,22393000,22279000,22127000,22634000,26748000,30863000,29377000,35035000,36862000,39776000,36790000,36480000,39040000,39491000,41876000,45521000,47644000,,70468000,62680000,67692000,73258000,96746000,142269000,136437000,167587000,186032000,186023000,167109000,169797000,148870000,133389000
BalanceCurrentReceivables,140990000,160559000,160740000,149748000,157549000,168462000,151119000,143385000,145946000,137900000,118407000,123123000,145076000,91862000,81816000,74662000,79086000,69089000,73065000,84352000,99436000,84662000,81951000,80746000,90195000,88025000,80206000,97339000,100823000,101212000,84771000,98187000,,,,,,,,,,,,,,190000,,,12000
BalanceCurrentInvestments,,36000,1000,1415000,175000,73000,3000,77000,11590000,11418000,11446000,11240000,11372000,11393000,11352000,14000,48000,6496000,177000,120000,170000,108000,32000,175000,75000,18000,4734000,,6185000,4782000,10489000,27454000,37689000,14431000,13193000,12062000,10570000,21326000,12926000,13117000,16024000,6748000,7242000,5825000,6526000,5525000,4728000,11791000,6146000
BalanceCash,7487000,11545000,7549000,7499000,8473000,14409000,136276000,112311000,119551000,8698000,7618000,4816000,12467000,4341000,7677000,6771000,10219000,8908000,10537000,11108000,8141000,12483000,12396000,12664000,11256000,,,,,,,,,,,22000,5000,133000,47000,125000,15000,90000,102000,68000,111000,,,67000,
BalanceOtherCurrentAssets,,1091000,,,2253000,2553000,1995000,2422000,1841000,1698000,2407000,1216000,1816000,1710000,638000,,355000,2105000,1705000,823000,1332000,1611000,3834000,3326000,1894000,3323000,3400000,2527000,1057000,1685000,1828000,1422000,1160000,1782000,1364000,871000,1368000,1256000,1088000,778000,1714000,2026000,41150000,384000,948000,1080000,845000,770000,15539000
BalanceAssetsForSale,1037000,970000,1744000,,,,,,,139327000,,172338000,164734000,181181000,209638000,241391000,370055000,371664000,548951000,591487000,598712000,562868000,563250000,538498000,504518000,511023000,531226000,532869000,526658000,543641000,566799000,550901000,545332000,487881000,473929000,441582000,456190000,477685000,374533000,371479000,369583000,265312000,242524000,243185000,247144000,259337000,252886000,254616000,268954000
BalanceTotalAssets,282633000,292257000,285603000,307570000,318600000,318829000,316274000,332594000,38223000,,53810000,54839000,56504000,135946000,149475000,156654000,162600000,235928000,259348000,280398000,280186000,282860000,284529000,285659000,283802000,288323000,293315000,294090000,307291000,318157000,318115000,322436000,258453000,266499000,269121000,274873000,276180000,285097000,272645000,279102000,126631000,134253000,130319000,139696000,117507000,120948000,120177000,126330000,121034000
BalanceCapital,124384000,110191000,118385000,123753000,125510000,126232000,134272000,3114000,,3114000,3114000,3114000,3559000,3559000,3559000,3559000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000,3915000
BalanceShareCapital,3915000,3915000,3915000,3915000,3915000,3915000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,5405000,,5396000,5205000,4359000,74037000,73676000,73594000,72148000,130652000,140138000,147255000,144976000,141922000,139094000,136543000,140390000,138653000,138331000,139335000,146039000,146200000,141956000,142941000,140210000,140761000,141692000,143560000,115559000,109367000,111354000,111437000,104269000,109462000,107732000,115188000,108096000,108412000,108459000,109931000,109298000,110957000,109335000
BalanceReserve,108887000,109907000,108614000,115170000,118551000,196000,,419000,363000,275000,316000,431000,394000,652000,861000,829000,1059000,623000,589000,599000,644000,1126000,780000,828000,609000,1740000,2327000,2110000,2300000,3765000,5091000,4771000,4779000,6417000,4742000,4968000,5463000,6181000,5050000,3905000,3989000,3877000,3585000,3259000,3967000,4048000,4948000,5381000,4895000
BalanceNonshareCapital,4776000,4978000,4846000,5445000,38354000,,24717000,21901000,24150000,11781000,17673000,19307000,40751000,110057000,105969000,100547000,104125000,93358000,85866000,78180000,75373000,75904000,69237000,58230000,54451000,48924000,21278000,20521000,39861000,35788000,12516000,18836000,18504000,14807000,29148000,23680000,28718000,30627000,20602000,20539000,34193000,33227000,34264000,31197000,35245000,42866000,33535000,40336000,41348000
BalanceNoncurrentLiabilities,48019000,44961000,89489000,8617000,,3515000,482000,6000,607000,136000,344000,907000,855000,713000,666000,594000,552000,95000,61000,325000,290000,280000,295000,248000,172000,89000,72000,97000,102000,73000,123000,,,,,,,,1245000,1297000,1322000,,,27192000,,17635000,17410000,17025000,4201000
BalanceNoncurrentTradeLiabilities,12893000,12900000,35769000,101704000,99490000,91981000,98521000,86075000,79012000,73196000,70174000,68808000,63445000,52165000,49467000,43640000,15213000,12045000,32760000,26347000,11559000,10363000,11085000,8012000,22489000,22085000,21368000,23165000,13352000,13291000,26954000,26501000,27365000,25596000,29396000,37108000,25703000,31105000,33130000,38854000,35933000,80897000,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545000,,3567000,4009000,7119000,6973000,4644000
BalanceNoncurrentLeasing,6063000,4075000,7498000,5766000,7900000,5010000,6731000,6759000,4923000,4874000,6806000,5512000,5770000,4736000,5112000,5976000,8404000,7004000,9339000,884000,8350000,7419000,6795000,6659000,1595000,7350000,7462000,7250000,7248000,7239000,6726000,6899000,4356000,4552000,4436000,7832000,9231000,8218000,9165000,9028000,8592000,62554000,,93392000,87631000,100252000,61595000,73812000,193700000
BalanceNoncurrentOtherLiabilities,167661000,202105000,225341000,216708000,177934000,186443000,167504000,140035000,150722000,166219000,169489000,173729000,180159000,197391000,209398000,200075000,185802000,166551000,155174000,157702000,161239000,69887000,64718000,61338000,103782000,72594000,88359000,82920000,103760000,95126000,96916000,107460000,122306000,120059000,136496000,143954000,148723000,140322000,140235000,103388000,26606000,,47816000,43358000,43744000,45784000,56326000,117157000,82135000
BalanceCurrentLiabilities,98023000,122107000,107380000,89318000,93055000,85855000,71584000,79114000,93032000,87099000,75808000,75034000,89471000,81829000,74017000,90327000,77945000,59620000,68559000,82442000,63926000,53469000,51641000,60498000,40693000,43393000,36710000,49698000,51093000,55741000,56529000,57919000,53777000,61207000,60805000,70988000,67109000,63642000,66381000,34571000,,45112000,43622000,54975000,15113000,16101000,74781000,75797000,95792000
BalanceCurrentTradePayablesv,94352000,102612000,82211000,87674000,79733000,65551000,69761000,70886000,79569000,95773000,100588000,103377000,125456000,122782000,91632000,85019000,92498000,86636000,76433000,2247000,6773000,6523000,41645000,30336000,43391000,40834000,52230000,41555000,39103000,48404000,61909000,64346000,72877000,81287000,75581000,70732000,72666000,32866000,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377000,,464000,651000,1533000,698000,1385000,1762000,9729000,8290000,8882000
BalanceCurrentLeasing,6716000,6405000,5714000,1916000,2900000,1847000,2301000,2821000,2148000,4537000,4543000,2113000,3276000,3843000,3587000,3056000,2507000,17709000,3714000,3846000,3174000,1009000,935000,945000,4746000,1202000,1848000,1442000,1897000,1848000,1306000,1541000,1232000,1524000,1851000,3293000,3511000,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,630000,630000,630000,630000,630000,630000,630000,630000,630000,630000,630000,871000,630000,630000,630000,634000,630000,139327000,0,0,172338000,164734000,181181000,209638000,241391000,370055000,371664000,548951000,591487000,598712000
BalanceReckoning,562868000,563250000,538498000,504518000,511023000,531226000,532869000,526658000,543641000,566799000,550901000,545332000,487881000,473929000,441582000,456190000,462340000,374533000,371479000,369583000,265312000,242524000,243185000,247144000,259337000,252886000,254616000,268954000,282633000,292257000,285603000,307570000,318600000,318829000,316274000,332594000,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,11568000,-4699000,-1545000,4734000,2074000,2362000,4530000,5130000,18345000,18594000,6343000,26101000,-5110000,14559000,14997000,18855000,-388000,7055000,8826000,1336000,-1936000,7104000,12069000,11604000,9396000,21494000,8182000,5588000,4080000,10996000,1762000,-13822000,2108000,7572000,11810000,1285000,-1695000,4209000,18518000,-888000,180000,1829000,-831000,11117000,-14842000,15123000,733000,6849000,-2732000
CashflowAmortization,1627000,349000,1328000,925000,1844000,2278000,1769000,2663000,2189000,2295000,2545000,2939000,2613000,2709000,2453000,2354000,2195000,1999000,1893000,1837000,1673000,1837000,1689000,1667000,1844000,1994000,2308000,-1734000,1287000,1309000,1130000,1342000,1455000,1304000,1286000,1263000,1562000,1065000,1614000,1681000,1650000,1567000,1674000,2344000,2167000,2312000,2182000,2434000,2297000
CashflowInvestingCashflow,-4562000,-1287000,-3798000,4082000,-1182000,-8846000,-3924000,-2033000,-97813000,-39436000,-80343000,-17091000,15730000,-4755000,-6922000,1962000,13624000,-4285000,-2138000,-1254000,-1789000,-7128000,236000,-8742000,-2262000,-1259000,-1813000,1362000,-2044000,870000,-4450000,198005000,-1393000,-1400000,-2857000,-2141000,13390000,-19336000,-1966000,6135000,-2801000,-5024000,-5265000,-8307000,9110000,-4401000,1924000,-3772000,-2301000
CashflowCapex,4562000,1353000,3773000,-1597000,1293000,8857000,3836000,2961000,3384000,6233000,11250000,17853000,1270000,8839000,-3005000,-449000,270000,4695000,2383000,1825000,1812000,7327000,-206000,8832000,2266000,1377000,1855000,-1325000,2547000,-851000,4450000,1489000,1402000,1391000,2857000,2202000,2834000,2387000,1966000,10490000,4218000,5375000,5129000,10068000,1392000,5702000,982000,4817000,2532000
CashflowFinancingCashflow,-8829000,8655000,4235000,-3760000,-2295000,12191000,16359000,7138000,56210000,19542000,72751000,-10502000,136000,-18204000,-7884000,-17910000,-22512000,-2276000,-8105000,619000,4672000,-773000,-5242000,-8507000,-5793000,-16177000,-10365000,10445000,-3754000,-4165000,117556000,-199039000,-1024000,-113376000,-10354000,7523000,-3270000,8195000,-12869000,-4744000,6307000,1493000,8354000,-3694000,2980000,-6263000,-2789000,-2085000,3589000
CashflowShareCapitalCash,4662000,0,,4662000,,,69856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3107000,-2655000
CashflowDividend,0,,726000,-99000,0,,1506000,0,0,,250000,0,,,7829000,0,,,,,,0,,,,,1309000,144999000,0,758000,15973000,0,-1000,7986000,0,0,,512000,0,2000,-1823000,2669000,-1108000,5056000,-1403000,5707000,16965000,10235000,-23258000
CashflowNetCashflow,-1300000,-1249000,-1492000,10756000,-8400000,191000,2907000,-9276000,494000,-1417000,701000,947000,-797000,7063000,-5645000,1341000,4058000,-3996000,17395000,974000,5936000,124689000,-26786000,7240000,-110853000,-1080000,-2802000,7651000,-8126000,3336000,-906000,3448000,-1311000,1629000,571000,-2967000,4342000,-87000,268000,-1408000,,,,,,,,,
