,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentAssets,525255000,656417000,631913000,611044000,596989000,813910000,753017000,851126000,885282000,860542000,917069000,940623000,884934000,859474000,673023000,649662000,631699000,631745000,519127000,549483000,512010000,622004000,572213000,621057000,578882000,558411000,527272000,498080000,480245000,515527000,515478000,545030000,9694000,10825000
BalanceIntangibleAssets,9758000,11570000,11270000,19924000,14907000,16116000,26016000,29881000,30917000,33647000,31555000,28039000,24231000,23821000,22552000,18895000,16794000,17176000,15615000,14664000,17039000,18003000,17145000,17178000,17014000,15841000,15483000,14461000,13842000,13704000,493025000,564306000,497612000,480614000
BalanceProperty,468717000,689555000,639763000,719452000,760670000,773197000,828048000,847731000,797673000,779566000,610199000,590511000,574837000,577120000,474618000,500895000,465301000,587456000,536709000,583361000,545149000,525279000,494143000,465722000,445160000,485539000,485051000,513417000,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855000,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,22536000,81287000,123688000,118861000,117003000,104431000,98347000,115558000
BalanceOtherNoncurrentAssets,98595000,57464000,58103000,59245000,55706000,51869000,38593000,35330000,34310000,35731000,27715000,31412000,31094000,19884000,18465000,19693000,16588000,15953000,16115000,16517000,19602000,15528000,16586000,17909000,239773000,334019000,429186000,395754000,402639000,633378000,483324000,545370000,531861000,465838000
BalanceCurrentAssets,480117000,549999000,576444000,536005000,499096000,498917000,483819000,390572000,348763000,383674000,330539000,172979000,168141000,202568000,198085000,186839000,192604000,209888000,181064000,153548000,162633000,186000000,83543000,112326000,107586000,100984000,129158000,167366000,119255000,162944000,163943000,126354000,132582000,202178000
BalanceInventory,186917000,154695000,120158000,128231000,108254000,83882000,67415000,87759000,68263000,58868000,52109000,70892000,60368000,61821000,62575000,60033000,49796000,41772000,48318000,50621000,130349000,188485000,172071000,174000000,167533000,230111000,231110000,244202000,260264000,241981000,271928000,288152000,309995000,327164000
BalanceCurrentReceivables,324686000,318875000,326674000,262229000,239840000,253325000,255321000,110245000,112250000,126720000,132879000,120399000,126775000,143688000,126433000,105870000,109812000,132126000,,,,,,,,,,,,,,,,
BalanceCurrentInvestments,,,,,,,,,,,,,,,,,,,25881000,33208000,149529000,120770000,105948000,235901000,132959000,138224000,107654000,97504000,75607000,59669000,79532000,54146000,54252000,51812000
BalanceCash,48891000,44460000,41507000,42590000,6956000,3865000,3782000,4957000,4838000,4619000,3253000,6166000,4835000,5906000,4503000,3254000,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,765028000,990436000,1061099000,1006798000,999628000,1447288000,1236341000,1396496000,1417142000,1326380000,1397186000,1490621000,1461378000,1395479000,1172119000,1148579000,1115518000,1022317000
BalanceTotalAssets,867890000,933158000,842549000,794983000,740354000,823625000,776966000,745249000,719877000,707968000,661309000,669075000,678111000,731030000,173200000,231870000,462749000,470018000,471403000,706065000,662427000,718749000,710387000,704401000,736187000,746389000,728556000,706422000,521784000,504688000,471681000,392750000,235334000,268442000
BalanceCapital,202508000,147661000,110688000,112093000,84002000,25681000,18057000,18804000,2741000,48766000,47022000,40724000,9656000,10365000,12376000,12537000,12458000,13803000,13005000,13317000,12856000,12776000,13054000,13529000,13176000,12960000,13035000,13003000,13048000,13320000,12778000,13108000,13246000,13317000
BalanceShareCapital,13339000,13830000,13475000,13825000,13187000,13208000,13466000,13034000,13152000,13630000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,83180000,98799000,282294000,264513000,258471000,436702000,395722000,422823000,395172000,386229000,402313000,387117000,351353000,328301000,238557000,226777000,229548000,304090000,287318000,270753000,258949000,340502000,367535000,366631000
BalanceReserve,367982000,369838000,323106000,330838000,304378000,375581000,360256000,385099000,52066000,55031000,24281000,23458000,23214000,26306000,25432000,28666000,27641000,26099000,28406000,22010000,21347000,21147000,14833000,12499000,13378000,10434000,6219000,7206000,6922000,5502000,4495000,5094000,4842000,4906000
BalanceNonshareCapital,4701000,4577000,4232000,5130000,5353000,5744000,380666000,428340000,333802000,315460000,287900000,326450000,284429000,452426000,403609000,318904000,307632000,299044000,259539000,216936000,99669000,133931000,81873000,101814000,84209000,88946000,82025000,85533000,69020000,78699000,93808000,119421000,117209000,96998000
BalanceNoncurrentLiabilities,92689000,102746000,103226000,80724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,270084000,246775000,142856000,130623000,109592000,124412000,96541000,257451000,219093000,189803000,175434000,167289000,135529000,101503000,27422000,67382000,26548000,23575000,21721000,20435000,20188000,17306000,12946000,13476000,36251000,66329000,65263000,47616000,44397000,44862000
BalanceNoncurrentBorrowings,43911000,16980000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,110583000,181565000,190946000,184836000,178309000,202038000,187888000,194976000,184516000,129101000,132198000,131755000,124010000,115433000,72247000,66549000,55325000,78239000,62488000,68511000,61837000,68227000,56074000,65223000,57557000,53092000,51946000,49382000,48292000,57884000,59315000,63745000
BalanceNoncurrentOtherLiabilities,159096000,275194000,240267000,197863000,217110000,388466000,264054000,196655000,275505000,276976000,324960000,423179000,451937000,450975000,535833000,497461000,548586000,517320000,542128000,568564000,551094000,556288000,556151000,627739000,594314000,595240000,579910000,587589000,561648000,512433000,522511000,603837000,62718000,84533000
BalanceCurrentLiabilities,61499000,57723000,71256000,81402000,60514000,75110000,74842000,61814000,74149000,118196000,106525000,111759000,94709000,98734000,119549000,96051000,100275000,134808000,110208000,105084000,118380000,155114000,171191000,190471000,198867000,209237000,195293000,170081000,185098000,213731000,91851000,183029000,173319000,133083000
BalanceCurrentTradePayablesv,138502000,296601000,194725000,109115000,190687000,206560000,240769000,293987000,337393000,328807000,431354000,390513000,419943000,410839000,431189000,422120000,427098000,440682000,428795000,462943000,411757000,386184000,353041000,346573000,332796000,316154000,312666000,364800000,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526000,7632000,5449000,7057000,7351000,10463000
BalanceCurrentLeasing,8814000,12430000,9976000,8602000,10042000,10996000,8019000,10409000,9769000,8214000,9094000,10430000,10664000,11635000,13788000,10522000,8976000,9683000,11366000,18585000,28003000,31779000,33559000,26197000,24746000,25306000,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,765028000,990436000,0,1061099000,1006798000,999628000,0,1447288000
BalanceReckoning,1236341000,1396496000,1417142000,1326380000,1397186000,1490621000,1461378000,1395479000,1172119000,1148579000,1115518000,1022317000,867890000,933158000,842549000,794983000,740354000,823625000,776966000,745249000,719877000,707968000,661309000,669075000,678111000,731030000,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,23946000,721000,31645000,958000,31044000,9911000,-25700000,20512000,26996000,-192000,-3612000,50518000,6157000,-23741000,-5131000,41663000,-31139000,15454000,37985000,8350000,12476000,-28530000,-5917000,-2992000,3931000,1345000,13078000,23368000,18597000,4784000,6477000,16492000,745000,3310000
CashflowAmortization,9103000,8851000,9908000,10641000,9941000,8810000,8986000,13719000,12710000,12605000,13966000,16811000,14997000,13481000,14011000,16373000,14403000,11979000,11328000,4335000,12058000,14190000,10397000,12891000,11094000,11944000,11082000,10666000,8832000,11166000,6136000,17526000,9090000,10407000
CashflowInvestingCashflow,-2646000,-7583000,-6032000,-9730000,-7085000,-9903000,-14420000,-7544000,-2655000,-67976000,-82461000,-52803000,-32279000,-29226000,-4263000,-24124000,-4038000,-9362000,-9324000,-1910000,-2793000,-10633000,7134000,-7108000,-3483000,128000,-2553000,-4141000,-2523000,-4514000,-4000,-4772000,-736000,-837000
CashflowCapex,2646000,7645000,6052000,9889000,8072000,9436000,17742000,7703000,2755000,68108000,82716000,48821000,32396000,29326000,4334000,24257000,4042000,9358000,9328000,3508000,2793000,10633000,-6972000,7151000,3483000,-128000,2553000,4720000,2523000,4514000,-978000,5722000,800000,772000
CashflowFinancingCashflow,-22837000,9187000,24588000,80529000,-46855000,-12741000,45153000,83098000,-114015000,68526000,60835000,-4857000,-865000,36829000,33840000,-39656000,39869000,-7872000,-31170000,-10259000,-7965000,40325000,-37974000,7837000,-465000,-664000,-10383000,-19620000,-17082000,2646000,-7946000,-11086000,-1422000,-3877000
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,0,,,,10368000,,,9322000,,,,,,,,,,,,,97000,5431000,45380000
CashflowNetCashflow,72830000,-30707000,-4971000,5033000,96065000,-89674000,358000,-25238000,-7142000,-26986000,-16139000,24446000,-22117000,4693000,-1781000,-2509000,-3819000,1717000,1162000,-36757000,-2263000,-17000,810000,142000,-394000,-1009000,2916000,-1474000,634000,-1414000,-1404000,,,
