,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_qq,,4.95,37.87,19.91,-29.45,1.13,2.68,20.86,-76.71,-9.28,5.52,1197.77,-71.21,3.12,-3.40,10.37,-8.31,18.85,-9.38,62.26,-40.55,11.13,-1.42,3.99,-6.44,12.67
IncomeAdministrativExpenses_sq,,-1.96,2.95,23.36,-27.74,1.41,-4.94,-1.54,10.53,-18.10,5.52,42.19,-16.27,-6.73,-1.88,10.37,-18.37,5.00,-6.40,31.08,-15.54,-2.52,-1.36,10.90,-16.52,6.14
IncomeGrossProfit,29444000,17060000,17475000,23926000,14566000,8309000,-25366000,5484000,5682000,3196000,3702000,53443000,25380000,17788000,24961000,27534000,19682000,11670000,6063000,10109000,13233000,11699000,7735000,13397000,14477000,1103000
IncomeGrossProfit_yy,,,,,-50.53,-51.30,-245.15,-77.08,-60.99,-61.54,114.59,874.48,346.71,456.60,574.32,-48.48,-22.45,-34.40,-75.71,-63.29,-32.76,0.25,27.58,32.53,9.40,-90.57
IncomeGrossProfit_sy,,,,,-28.60,-17.60,0.94,-29.76,-26.96,14.75,5.80,6.53,40.76,4.74,52.52,-13.26,3.08,0.80,-20.66,4.33,-0.66,16.24,-1.35,-2.95,7.95,-87.85
IncomeGrossProfit_qq,,-42.06,2.43,36.91,-39.12,-42.96,-405.28,121.62,3.60,-43.75,15.82,1343.74,-52.51,-29.91,40.32,10.31,-28.52,-40.71,-48.05,66.74,30.91,-11.59,-33.88,73.20,8.06,-92.38
IncomeGrossProfit_sq,,-21.04,-51.22,34.68,35.21,-41.28,-9.24,3.26,41.16,-30.52,-43.64,6.42,77.00,-51.01,21.88,1.16,74.28,-60.12,3.42,7.38,30.91,-37.51,-21.42,-6.00,10.10,-92.38
IncomeOtherOperatingIncome,,,,,,,-48000,92000,8000,16000,10000,849000,,,,,,,,,,,,,,
IncomeOtherOperatingIncome_yy,,,,,,,,,,,120.31,818.48,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,
IncomeOtherOperatingIncome_sy,,,,,,,,,,,25.68,43.16,-31.98,-50.52,-63.15,-77.85,,,,,,,,,,
IncomeOtherOperatingIncome_qq,,,,,,,,294.20,-90.86,85.25,-38.25,8680.40,-100.00,,,,,,,,,,,,,
IncomeOtherOperatingIncome_sq,,,,,,,,51.45,-32.63,30.19,31.17,-10.54,-62.82,,,,,,,,,,,,,
IncomeOtherOperatingCosts,-23000,,-125000,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherOperatingCosts_yy,,,,,100.00,,100.00,,,,,,,,,,,,,,,,,,,
IncomeOtherOperatingCosts_sy,,,,,53.80,,26.21,,,,,,,,,,,,,,,,,,,
IncomeOtherOperatingCosts_qq,,100.00,,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherOperatingCosts_sq,,19.44,,171.45,,,,,,,,,,,,,,,,,,,,,,
IncomeEBIT,29467000,17037000,17601000,23802000,14566000,8309000,-25414000,5577000,5690000,3212000,3711000,54292000,25380000,17788000,24961000,27534000,19682000,11670000,6063000,10109000,13233000,11699000,7735000,13397000,14477000,1103000
IncomeEBIT_yy,,,,,-50.57,-51.23,-244.39,-76.57,-60.94,-61.35,114.60,873.55,346.04,453.88,572.56,-49.29,-22.45,-34.40,-75.71,-63.29,-32.76,0.25,27.58,32.53,9.40,-90.57
IncomeEBIT_sy,,,,,-28.50,-28.58,7.24,-29.69,-21.99,44.50,8.84,79.27,33.10,-0.62,58.83,-48.46,-3.10,-19.74,-21.60,19.97,-1.56,9.33,-10.46,32.53,7.83,-87.23
IncomeEBIT_qq,,-42.18,3.31,35.23,-38.80,-42.96,-405.86,121.94,2.03,-43.56,15.56,1362.87,-53.25,-29.91,40.32,10.31,-28.52,-40.71,-48.05,66.74,30.91,-11.59,-33.88,73.20,8.06,-92.38
IncomeEBIT_sq,,-28.12,-59.42,19.15,89.74,-43.83,13.40,7.14,95.74,-35.58,-53.08,113.20,55.34,-45.68,19.34,3.67,96.28,-62.96,-11.33,28.67,120.96,-39.13,-27.77,73.20,8.06,-92.38
IncomeFinanceIncome,162000,159000,19000,-185000,35000,112000,242000,-143000,72000,41000,5000,360000,110000,46000,55000,51000,73000,58000,73000,2659000,42000,42000,30000,588000,21000,488000
IncomeFinanceIncome_yy,,,,,-78.28,-29.91,1168.35,22.62,106.59,-63.28,-98.00,352.07,52.31,12.61,1039.13,-85.81,-34.27,24.69,33.03,5099.31,-41.85,-26.54,-58.85,-77.88,-50.13,1055.80
IncomeFinanceIncome_sy,,,,,-20.89,39.27,-59.99,-21.95,-10.23,-14.72,-9.53,44.11,-21.70,-51.49,-47.27,-66.08,-41.64,24.69,51.03,-31.58,172.24,11.14,-91.04,105.46,-66.55,173.33
IncomeFinanceIncome_qq,,-1.43,-88.03,-1068.94,119.00,218.03,116.67,-159.12,150.71,-43.47,-88.19,7348.36,-69.36,-58.21,19.43,-7.19,41.90,-20.71,27.42,3527.12,-98.41,0.16,-28.63,1849.68,-96.42,2221.49
IncomeFinanceIncome_sq,,-32.68,32.17,-44.27,-16.99,16.97,-44.12,-19.15,3.90,21.57,-16.61,-8.49,-3.40,-55.19,17.20,62.96,,63.76,-28.82,9.82,119.33,-65.89,-28.63,282.75,-61.16,57.87
IncomeFinanceCosts,1305000,1564000,1271000,2025000,1274000,1373000,1349000,1241000,346000,294000,264000,3443000,940000,898000,992000,946000,824000,819000,828000,752000,603000,609000,651000,588000,551000,384000
IncomeFinanceCosts_yy,,,,,-2.40,-12.20,6.14,-38.72,-72.88,-78.58,-80.46,177.52,172.19,205.26,276.23,-72.53,-12.41,-8.79,-16.53,-20.50,-26.75,-25.66,-21.41,-21.80,-8.64,-36.94
IncomeFinanceCosts_sy,,,,,-13.99,13.68,-21.86,-37.10,-25.11,-24.47,10.39,110.34,8.64,0.37,38.57,-39.86,1.39,32.86,4.58,-12.32,-12.33,-21.65,1.86,12.80,-10.94,13.46
IncomeFinanceCosts_qq,,19.79,-18.70,59.27,-37.07,7.76,-1.72,-8.05,-72.15,-14.90,-10.34,1206.14,-72.69,-4.56,10.50,-4.62,-12.92,-0.62,1.12,-9.16,-19.76,0.86,6.91,-9.62,-6.25,-30.38
IncomeFinanceCosts_sq,,-18.60,-14.72,59.27,-26.07,7.76,-26.37,28.98,-21.80,2.99,6.07,58.30,-41.38,-4.77,5.61,8.22,-1.49,5.74,-7.40,1.06,-4.20,-2.67,-1.04,20.88,-7.21,12.04
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,28323000,15632000,16348000,21593000,13327000,7048000,-26521000,4193000,5417000,2959000,3453000,51209000,24550000,16937000,24024000,26639000,18930000,10909000,5308000,12016000,12672000,11133000,7114000,13397000,13947000,1208000
IncomeNetGrossProfit_yy,,,,,-52.95,-54.92,-262.22,-80.58,-59.35,-58.02,113.02,1121.29,353.20,472.48,595.84,-47.98,-22.89,-35.59,-77.91,-54.89,-33.06,2.05,34.03,11.50,10.06,-89.15
IncomeNetGrossProfit_sy,,,,,-29.28,-19.03,-2.14,-47.43,-25.56,18.31,-12.84,47.57,13.64,-5.04,66.73,-61.03,15.90,-30.66,-30.56,32.79,0.52,76.05,-13.68,98.45,-10.24,-115.60
IncomeNetGrossProfit_qq,,-44.81,4.58,32.08,-38.28,-47.12,-476.31,115.81,29.19,-45.39,16.70,1383.22,-52.06,-31.01,41.85,10.88,-28.94,-42.37,-51.34,126.36,5.46,-12.15,-36.09,88.31,4.11,-91.34
IncomeNetGrossProfit_sq,,-27.85,-10.73,-31.66,108.03,-46.27,16.12,-7.48,134.39,-39.88,-59.90,37.16,120.62,-69.79,45.54,-0.54,104.32,-87.20,12.15,14.68,111.10,-42.11,-42.81,88.31,11.04,-95.21
IncomeExtraordinarProfit,,,0,,,,768000,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,28323000,15632000,16348000,21593000,13327000,7048000,-25753000,3438000,5417000,2959000,3453000,51209000,24550000,16937000,24024000,26639000,18930000,10909000,5308000,12016000,12672000,11133000,7114000,13397000,13947000,1208000
IncomeBeforeTaxProfit_yy,,,,,-52.95,-54.92,-257.53,-84.08,-59.35,-58.02,113.41,1389.70,353.20,472.48,595.84,-47.98,-22.89,-35.59,-77.91,-54.89,-33.06,2.05,34.03,11.50,10.06,-89.15
IncomeBeforeTaxProfit_sy,,,,,-29.28,-19.03,-2.14,-47.43,-25.56,18.31,-12.84,47.57,13.64,-5.04,66.73,-61.03,15.90,-30.66,-30.56,32.79,0.52,76.05,-13.68,98.45,-10.24,-115.60
IncomeBeforeTaxProfit_qq,,-44.81,4.58,32.08,-38.28,-47.12,-465.41,113.35,57.59,-45.39,16.70,1383.22,-52.06,-31.01,41.85,10.88,-28.94,-42.37,-51.34,126.36,5.46,-12.15,-36.09,88.31,4.11,-91.34
IncomeBeforeTaxProfit_sq,,-27.85,-10.73,-31.66,108.03,-46.27,16.12,-7.48,134.39,-39.88,-59.90,37.16,120.62,-69.79,45.54,-0.54,104.32,-87.20,12.15,14.68,111.10,-42.11,-42.81,88.31,11.04,-95.21
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,23276000,14150000,13811000,18642000,11253000,5994000,-23235000,9164000,4737000,2440000,2644000,44309000,21091000,14605000,20574000,22692000,16096000,9338000,4342000,10476000,10883000,9539000,5865000,11583000,10786000,-755000
IncomeNetProfit_yy,,,,,-51.65,-57.64,-268.24,-50.84,-57.91,-59.29,111.38,383.49,345.24,498.48,678.28,-48.79,-23.68,-36.06,-78.89,-53.83,-32.39,2.16,35.06,10.56,-0.89,-107.91
IncomeNetProfit_sy,,,,,-30.95,-26.70,-3.77,-51.87,-28.27,40.50,-5.12,42.64,41.64,-13.88,33.25,-36.60,15.54,-34.50,-24.29,35.68,-0.07,99.45,-16.73,90.74,-10.99,-118.70
IncomeNetProfit_qq,,-39.21,-2.40,34.98,-39.64,-46.73,-487.61,139.44,-48.31,-48.48,8.33,1576.11,-52.40,-30.75,40.87,10.30,-29.07,-41.99,-53.50,141.26,3.88,-12.35,-38.52,97.50,-6.87,-107.00
IncomeNetProfit_sq,,-24.82,-12.40,-33.72,105.18,-46.58,10.70,-21.64,156.68,-38.76,-59.46,50.57,153.77,-60.75,47.29,-8.00,107.58,-87.91,20.04,23.96,104.23,-43.03,-48.28,95.95,41.83,-107.00
IncomeShareholderNetProfit,23276000,14150000,13811000,18642000,11253000,5994000,-23235000,9164000,4737000,2440000,2644000,44309000,21091000,14605000,20574000,22692000,16096000,9338000,4342000,10476000,10883000,9539000,5865000,11583000,10786000,-755000
IncomeShareholderNetProfit_yy,,,,,-51.65,-57.64,-268.24,-50.84,-57.91,-59.29,111.38,383.49,345.24,498.48,678.28,-48.79,-23.68,-36.06,-78.89,-53.83,-32.39,2.16,35.06,10.56,-0.89,-107.91
IncomeShareholderNetProfit_sy,,,,,-30.12,-33.48,-5.92,-53.04,-28.37,44.26,-4.51,33.53,43.92,-14.20,38.47,-35.22,12.77,-36.08,-35.37,36.25,-0.12,99.45,-15.18,90.73,-11.29,-118.97
IncomeShareholderNetProfit_qq,,-39.21,-2.40,34.98,-39.64,-46.73,-487.61,139.44,-48.31,-48.48,8.33,1576.11,-52.40,-30.75,40.87,10.30,-29.07,-41.99,-53.50,141.26,3.88,-12.35,-38.52,97.50,-6.87,-107.00
IncomeShareholderNetProfit_sq,,-17.35,-13.76,-31.60,105.58,-46.61,13.86,-29.04,183.84,-41.49,-58.30,48.00,140.67,-60.85,53.15,-7.86,107.55,-87.98,20.00,23.97,104.24,-43.06,-48.39,95.95,41.83,-107.00
BalanceNoncurrentAssets,,169826000,,158961000,159980000,162422000,153689000,146983000,147653000,145376000,143265000,143516000,134373000,134946000,133791000,131842000,129397000,131398000,121059000,117134000,110563000,108215000,108042000,102371000,100819000,102380000
BalanceNoncurrentAssets_yy,,,,,,-4.36,,-7.54,-7.71,-10.50,-6.78,-2.36,-8.99,-7.17,-6.61,-8.13,-3.70,-2.63,-9.52,-11.16,-14.55,-17.64,-10.75,-12.60,-8.81,-5.39
BalanceNoncurrentAssets_sy,,,,,,0.54,,6.18,1.68,4.15,5.26,5.60,4.84,3.37,3.16,0.77,1.76,4.40,2.17,3.00,0.41,-1.36,1.94,-2.85,,
BalanceNoncurrentAssets_qq,,,-100.00,,0.64,1.53,-5.38,-4.36,0.46,-1.54,-1.45,0.18,-6.37,0.43,-0.86,-1.46,-1.86,1.55,-7.87,-3.24,-5.61,-2.12,-0.16,-5.25,-1.52,1.55
BalanceNoncurrentAssets_sq,,,1.02,,-0.14,-0.02,-1.16,2.16,0.28,0.41,1.29,3.26,0.36,1.98,1.30,0.96,-0.14,0.78,-1.03,2.63,-0.93,,,0.36,-0.49,0.57
BalanceIntangibleAssets,,52578000,,47782000,47589000,48048000,45526000,42352000,41405000,40108000,38982000,38604000,35762000,35380000,34434000,33312000,32034000,31841000,29684000,24659000,22213000,20942000,20016000,18085000,16977000,16282000
BalanceIntangibleAssets_yy,,,,,,-8.61,,-11.36,-12.99,-16.53,-14.38,-8.85,-13.63,-11.79,-11.67,-13.71,-10.42,-10.00,-13.80,-25.97,-30.66,-34.23,-32.57,-26.66,-23.57,-22.25
BalanceIntangibleAssets_sy,,,,,,-8.61,,-1.70,2.24,-9.33,-4.23,9.84,-1.59,-1.25,-1.29,-3.82,-6.96,-9.56,-7.97,-4.30,-5.88,-4.13,-5.08,-5.60,-9.24,2.17
BalanceIntangibleAssets_qq,,,-100.00,,-0.40,0.96,-5.25,-6.97,-2.24,-3.13,-2.81,-0.97,-7.36,-1.07,-2.67,-3.26,-3.84,-0.60,-6.78,-16.93,-9.92,-5.72,-4.42,-9.65,-6.13,-4.10
BalanceIntangibleAssets_sq,,,-0.62,,-1.83,-0.68,-1.74,-1.09,-0.86,-0.64,-0.94,2.72,-1.48,0.26,0.04,-0.22,-1.13,-1.22,-1.17,0.24,-0.50,-1.70,-0.47,2.50,-2.09,-2.66
BalanceProperty,,110533000,,104605000,105590000,108263000,104203000,101209000,100515000,98987000,98038000,98745000,93470000,94575000,94275000,93472000,92308000,94365000,90630000,91617000,86168000,85020000,85368000,81358000,80824000,82473000
BalanceProperty_yy,,,,,,-2.05,,-3.25,-4.81,-8.57,-5.92,-2.44,-7.01,-4.46,-3.84,-5.34,-1.24,-0.22,-3.87,-1.98,-6.65,-9.90,-5.81,-11.20,-6.20,-3.00
BalanceProperty_sy,,,,,,2.64,,3.31,1.20,4.82,5.61,5.40,5.60,1.30,2.98,0.48,2.08,2.60,2.38,4.73,-0.14,0.08,1.32,-0.11,3.26,0.62
BalanceProperty_qq,,,-100.00,,0.94,2.53,-3.75,-2.87,-0.69,-1.52,-0.96,0.72,-5.34,1.18,-0.32,-0.85,-1.24,2.23,-3.96,1.09,-5.95,-1.33,0.41,-4.70,-0.66,2.04
BalanceProperty_sq,,,1.50,,-0.64,-0.69,-0.78,2.52,-0.04,0.83,1.49,2.96,0.69,1.83,1.55,1.40,-0.44,1.30,1.08,1.92,-1.10,0.22,0.76,0.39,-0.39,0.48
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,6715000,,6230000,6801000,6111000,3656000,3422000,5732000,6281000,6245000,6168000,5140000,4991000,5082000,5058000,5054000,5191000,746000,858000,2182000,2253000,2659000,2928000,3017000,3624000
BalanceNoncurrInvestments_yy,,,,,,-8.99,,-45.08,-15.71,2.78,70.81,80.24,-10.34,-20.53,-18.62,-17.98,-1.67,4.00,-85.32,-83.03,-56.83,-56.60,256.41,241.15,38.31,60.89
BalanceNoncurrInvestments_sy,,,,,,-33.05,,-31.87,-12.25,-4.26,,25.40,2.08,15.81,2.08,,,2.00,-7.54,-13.17,,,1.44,7.09,10.63,15.67
BalanceNoncurrInvestments_qq,,,-100.00,,9.16,-10.14,-40.17,-6.40,67.52,9.57,-0.58,-1.24,-16.66,-2.89,1.82,-0.47,-0.09,2.72,-85.63,15.05,154.19,3.26,18.02,10.13,3.06,20.12
BalanceNoncurrInvestments_sq,,,-1.79,,,,-4.60,,3.20,,,,,,0.37,-0.30,1.02,2.62,-1.50,,4.15,3.26,,-2.15,2.25,7.10
BalanceOtherNoncurrentAssets,,,,345000,,,304000,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_yy,,,,,,,,-100.00,,,-100.00,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_sy,,,,,,,,3.52,,,-2.22,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_qq,,,,,-100.00,,,-100.00,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets_sq,,,,,-1.66,,,3.49,,,,,,,,,,,,,,,,,,
BalanceCurrentAssets,,85079000,,88396000,149400000,91519000,91329000,96368000,79367000,92466000,109469000,133623000,104306000,103635000,148580000,156597000,133388000,124795000,110396000,111604000,95756000,94602000,111946000,99639000,110313000,81667000
BalanceCurrentAssets_yy,,,,,,7.57,,9.02,-46.88,1.04,19.86,38.66,31.42,12.08,35.73,17.19,27.88,20.42,-25.70,-28.73,-28.21,-24.19,1.40,-10.72,15.20,-13.67
BalanceCurrentAssets_sy,,,,,,-6.56,,5.38,-22.41,-16.20,-1.32,-0.26,11.43,8.33,12.14,-3.62,0.36,-7.67,-17.67,-6.26,-1.88,-4.12,1.40,6.77,15.20,10.45
BalanceCurrentAssets_qq,,,-100.00,,69.01,-38.74,-0.21,5.52,-17.64,16.50,18.39,22.06,-21.94,-0.64,43.37,5.40,-14.82,-6.44,-11.54,1.09,-14.20,-1.21,18.33,-10.99,10.71,-25.97
BalanceCurrentAssets_sq,,,-16.91,,3.40,-4.65,-3.04,1.73,-9.01,-1.43,-0.14,4.98,-2.56,-4.71,3.24,-4.27,-3.26,-6.88,-8.76,9.48,-7.89,-6.27,3.40,3.95,0.99,-10.94
BalanceInventory,,,,424000,2191000,1877000,2417000,539000,609000,687000,1516000,601000,2711000,2055000,1386000,840000,2710000,2133000,1199000,2862000,4203000,3073000,2624000,1264000,3417000,5727000
BalanceInventory_yy,,,,,,,,27.23,-72.21,-63.40,-37.25,11.44,345.24,199.20,-8.60,39.69,-0.02,3.79,-13.51,240.95,55.06,44.05,118.92,-55.85,-18.69,86.38
BalanceInventory_sy,,,,,,,,-4.78,7.99,3.64,11.07,-3.66,17.98,-4.86,-8.68,9.48,-0.20,-19.18,-14.84,-18.53,-11.76,-10.53,-16.62,-15.57,-0.49,22.00
BalanceInventory_qq,,,,,416.93,-14.34,28.75,-77.68,12.90,12.81,120.77,-60.37,351.09,-24.19,-32.56,-39.43,222.86,-21.30,-43.80,138.78,46.84,-26.89,-14.59,-51.84,170.40,67.58
BalanceInventory_sq,,,,,-29.50,5.37,14.65,3.60,-2.38,11.94,16.82,-8.38,5.52,-11.14,9.40,-18.25,-3.46,-7.98,3.86,2.19,-6.03,-1.80,-2.20,8.60,9.32,7.30
BalanceCurrentReceivables,,48804000,,73678000,129014000,56652000,74079000,76241000,56417000,67787000,80362000,83861000,63715000,70017000,76202000,69957000,52369000,61939000,54366000,64307000,57107000,57125000,67860000,66830000,62155000,52143000
BalanceCurrentReceivables_yy,,,,,,16.08,,3.48,-56.27,19.66,8.48,9.99,12.94,3.29,-5.18,-16.58,-17.81,-11.54,-28.66,-8.08,9.05,-7.77,24.82,3.92,8.84,-8.72
BalanceCurrentReceivables_sy,,,,,,0.02,,-4.00,-17.93,-29.75,4.05,12.36,14.49,6.44,7.58,-0.42,-9.35,-4.07,-7.67,-3.57,9.05,-0.32,3.21,2.16,3.85,-8.05
BalanceCurrentReceivables_qq,,,-100.00,,75.11,-56.09,30.76,2.92,-26.00,20.15,18.55,4.35,-24.02,9.89,8.83,-8.20,-25.14,18.27,-12.23,18.29,-11.20,0.03,18.79,-1.52,-7.00,-16.11
BalanceCurrentReceivables_sq,,,1.22,,2.10,-10.96,-8.48,-3.54,-10.62,-2.81,0.21,15.39,2.97,-4.72,-1.86,4.13,-3.67,-10.38,-6.77,18.04,-1.62,-8.35,0.01,8.34,-2.09,-7.63
BalanceCurrentInvestments,,,,,,,,,,,,239000,,,,,,,103000,12533000,2017000,8000,1228000,9893000,8051000,
BalanceCurrentInvestments_yy,,,,,,,,,,,,,,,,-100.00,,,,,,,1086.70,-21.06,299.14,-100.00
BalanceCurrentInvestments_sy,,,,,,,,,,,,,,,,-55.54,,,,,,,,19.85,143.48,205.58
BalanceCurrentInvestments_qq,,,,,,,,,,,,,-100.00,,,,,,,12010.77,-83.91,-99.58,14428.49,705.59,-18.62,-100.00
BalanceCurrentInvestments_sq,,,,,,,,,,,,,-9.04,,,,,,,,,,,,,68.22
BalanceCash,,34283000,,13282000,17070000,31685000,13562000,18259000,21452000,22059000,26538000,47857000,36785000,30439000,69572000,84186000,77749000,60005000,49618000,31901000,27370000,29239000,34805000,21651000,36690000,18013000
BalanceCash_yy,,,,,,-7.58,,37.47,25.67,-30.38,95.69,162.10,71.47,37.99,162.16,75.91,111.36,97.13,-28.68,-62.11,-64.80,-51.27,-29.86,-32.13,34.05,-38.39
BalanceCash_sy,,,,,,-15.07,,10.34,-0.68,-27.30,-19.75,-17.62,-3.53,2.69,20.98,-13.37,-8.44,-13.99,-14.70,5.18,-18.92,-9.19,7.38,5.22,32.30,9.14
BalanceCash_qq,,,-100.00,,28.52,85.61,-57.20,34.64,17.49,2.83,20.30,80.33,-23.14,-17.25,128.57,21.00,-7.65,-22.82,-17.31,-35.71,-14.21,6.83,19.04,-37.79,69.46,-50.90
BalanceCash_sq,,,-39.99,,-7.38,17.94,-17.34,0.73,-13.28,-10.31,15.07,-12.86,-6.36,-4.53,10.22,-24.32,-5.91,2.26,-5.60,14.68,-11.54,5.90,9.50,-10.54,-8.26,-1.49
BalanceOtherCurrentAssets,,1992000,,1012000,1124000,1305000,1271000,1328000,889000,1933000,1053000,1066000,1096000,1124000,1420000,1615000,559000,717000,5110000,,5060000,5156000,5429000,,,5783000
