,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeFinanceCosts_yy,,,,,15.30,-30.87,-8.71,18.14,29.21,134.18,461.92,127.34,367.50,246.31,31.88,227.84,136.49,112.36,6.21,7.09,5.21,-29.00,6.95,88.92,-5.76,23.83,29.55,-44.51,-24.45,-41.27,-40.98,-50.99,-43.21,-2.91
IncomeFinanceCosts_sy,,,,,19.80,56.16,39.08,48.30,43.05,20.25,32.21,6.44,-16.59,18.94,-39.35,-2.49,-11.21,-33.88,11.82,-35.89,-12.98,-18.55,-25.26,-8.37,-4.68,-13.22,-2.64,0.68,-15.82,9.80,17.77,-4.54,9.80,32.41
IncomeFinanceCosts_qq,,85.25,-5.20,-0.92,-33.73,11.06,25.19,28.23,-27.52,101.28,200.40,-48.12,49.04,49.10,14.40,28.97,7.51,33.89,-42.79,30.03,5.62,-9.65,-13.81,129.69,-47.31,18.73,-9.83,-1.61,-28.27,-7.71,-9.38,-18.30,-16.89,57.79
IncomeFinanceCosts_sq,,14.58,46.11,5.53,8.12,13.05,19.30,26.96,-6.11,4.32,1.16,12.10,-17.00,8.63,-26.33,52.64,-32.99,-12.04,7.89,1.52,-5.00,3.58,-9.10,27.02,-10.33,-5.48,0.15,47.29,-28.52,1.89,-9.38,25.61,-6.56,14.63
IncomeOtherIncome,,,,,,,,,,,,,,,,3645000,-96309000,-25168000,-19375000,-97013000,-109907000,32409000,-5508000,-32328000,-19573000,10830000,-7141000,-17361000,939000,4214000,-1603000,-5911000,3598000,4916000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,-2761.88,-14.12,228.77,71.57,66.68,82.19,-66.58,-29.64,46.30,104.80,-61.09,77.55,65.95,283.19,16.66
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,-100.00,-14.12,112.33,71.57,66.68,82.19,-6.15,-29.64,38.60,78.48,46.77,-68.66,11.69,281.58,-26.28
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,-2742.57,73.87,23.02,-400.71,-13.29,129.49,-117.00,-486.90,39.46,155.33,-165.93,-143.12,105.41,348.76,-138.04,-268.72,160.87,36.62
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,61.70,-6.92,23.02,-113.61,4.11,108.00,-9.41,-160.60,39.46,-30.00,-43.72,-106.25,100.00,273.57,-112.91,-241.86,142.25,-12.43
IncomeNetGrossProfit,-2700000,33396000,5636000,5341000,446000,46146000,9613000,-8455000,243000,81687000,-11387000,-6112000,1082000,135059000,-19785000,-25701000,-93757000,96203000,-48117000,-115026000,-95354000,195822000,-26398000,-37240000,-24058000,153488000,-9956000,-33815000,-22406000,133260000,-9765000,-34172000,-27973000,123750000
IncomeNetGrossProfit_yy,,,,,116.52,38.18,70.54,-258.29,-45.45,77.02,-218.46,27.70,344.73,65.34,-73.76,-320.48,-8765.24,-28.77,-143.20,-347.55,-1.70,103.55,45.14,67.62,74.77,-21.62,62.29,9.20,6.86,-13.18,1.91,-1.06,-24.85,-7.14
IncomeNetGrossProfit_sy,,,,,-2.53,-17.92,-38.69,-65.78,-10.27,-32.86,-6.74,10.71,3.99,31.11,15.83,35.65,5.17,36.23,-8.46,42.54,24.49,31.74,36.86,2.50,8.54,-19.66,-34.32,12.80,3.24,-12.55,1.91,6.22,22.67,-31.10
IncomeNetGrossProfit_qq,,1337.04,-83.12,-5.24,-91.65,10246.22,-79.17,-187.95,102.88,33475.83,-113.94,46.32,117.70,12382.46,-114.65,-29.90,-264.79,202.61,-150.02,-139.05,17.10,305.36,-113.48,-41.07,35.40,738.00,-106.49,-239.65,33.74,694.74,-107.33,-249.94,18.14,542.38
IncomeNetGrossProfit_sq,,26.53,19.26,-40.00,19.92,0.67,3.58,-44.79,50.20,-14.91,22.12,-5.10,5.63,49.60,16.74,3.05,10.92,-35.12,30.95,17.49,2.49,2.76,24.78,-35.96,16.31,-3.34,1.23,-6.58,19.16,5.15,12.79,7.90,18.14,-83.16
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-2700000,33396000,5636000,5341000,446000,46146000,9613000,-8455000,243000,81687000,-11387000,-6112000,1082000,135059000,-19785000,-25701000,-93757000,96203000,-48117000,-115026000,-95354000,195822000,-26398000,-37240000,-24058000,153488000,-9956000,-33815000,-22406000,133260000,-9765000,-34172000,-27973000,123750000
IncomeBeforeTaxProfit_yy,,,,,116.52,38.18,70.54,-258.29,-45.45,77.02,-218.46,27.70,344.73,65.34,-73.76,-320.48,-8765.24,-28.77,-143.20,-347.55,-1.70,103.55,45.14,67.62,74.77,-21.62,62.29,9.20,6.86,-13.18,1.91,-1.06,-24.85,-7.14
IncomeBeforeTaxProfit_sy,,,,,-2.53,-17.92,-38.69,-65.78,-10.27,-32.86,-6.74,10.71,3.99,31.11,15.83,35.65,5.17,36.23,-8.46,42.54,24.49,31.74,36.86,2.50,8.54,-19.66,-34.32,12.80,3.24,-12.55,1.91,6.22,22.67,-31.10
IncomeBeforeTaxProfit_qq,,1337.04,-83.12,-5.24,-91.65,10246.22,-79.17,-187.95,102.88,33475.83,-113.94,46.32,117.70,12382.46,-114.65,-29.90,-264.79,202.61,-150.02,-139.05,17.10,305.36,-113.48,-41.07,35.40,738.00,-106.49,-239.65,33.74,694.74,-107.33,-249.94,18.14,542.38
IncomeBeforeTaxProfit_sq,,26.53,19.26,-40.00,19.92,0.67,3.58,-44.79,50.20,-14.91,22.12,-5.10,5.63,49.60,16.74,3.05,10.92,-35.12,30.95,17.49,2.49,2.76,24.78,-35.96,16.31,-3.34,1.23,-6.58,19.16,5.15,12.79,7.90,18.14,-83.16
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-184000,33050000,7169000,7855000,291000,46132000,9609000,-8482000,293000,81615000,-11349000,-5871000,919000,135410000,-20073000,-26674000,-95735000,96453000,-47362000,-115969000,-95332000,195912000,-26039000,-37638000,-22580000,153389000,-9979000,-33869000,-22414000,133331000,-9820000,-34169000,-28096000,121901000
IncomeNetProfit_yy,,,,,258.19,39.58,34.04,-207.98,0.84,76.92,-218.10,30.79,213.46,65.91,-76.87,-354.37,-10516.91,-28.77,-135.95,-334.76,0.42,103.12,45.02,67.54,76.31,-21.71,61.68,10.01,0.73,-13.08,1.59,-0.89,-25.35,-8.57
IncomeNetProfit_sy,,,,,5.24,-13.82,-24.73,-78.45,5.74,-52.55,-2.07,25.32,3.46,34.04,10.90,18.75,10.65,29.67,-7.33,43.75,23.47,52.12,30.51,-2.02,13.72,-22.57,-20.11,3.46,0.16,-13.08,18.55,20.42,21.65,-28.29
IncomeNetProfit_qq,,18080.62,-78.31,9.56,-96.30,15766.16,-79.17,-188.27,103.46,27736.53,-113.91,48.27,115.65,14633.93,-114.82,-32.89,-258.91,200.75,-149.10,-144.85,17.80,305.51,-113.29,-44.54,40.01,779.30,-106.51,-239.41,33.82,694.84,-107.37,-247.95,17.77,533.87
IncomeNetProfit_sq,,24.21,34.02,-14.79,5.06,80.22,4.03,-30.19,57.73,-18.21,27.37,-30.35,36.22,-30.94,16.78,-2.52,-11.60,-34.88,42.75,16.84,7.92,7.16,33.60,-41.81,-7.60,-2.42,9.11,-13.38,12.60,7.40,5.87,-0.86,17.77,-83.61
IncomeShareholderNetProfit,-63000,33437000,7286000,6091000,311000,46562000,9766000,-8161000,512000,81812000,-11234000,-6270000,1072000,135676000,-19598000,-26647000,-95926000,96807000,-47366000,-113328000,-91256000,195054000,-25495000,-38356000,-21392000,153218000,-9373000,-35432000,-22679000,133583000,-9225000,-35652000,-28107000,122410000
IncomeShareholderNetProfit_yy,,,,,591.45,39.25,34.03,-233.98,64.73,75.71,-215.04,23.16,109.61,65.84,-74.45,-324.96,-9046.61,-28.65,-141.69,-325.29,4.87,101.49,46.17,66.16,76.56,-21.45,63.23,7.62,-6.01,-12.82,1.59,-0.62,-23.93,-8.36
IncomeShareholderNetProfit_sy,,,,,5.25,-13.69,-22.77,-82.54,9.12,-56.69,-1.98,20.30,-7.38,23.46,6.83,18.75,10.37,28.19,-7.33,43.75,16.85,52.12,30.46,1.10,12.42,-19.29,-30.36,11.92,-1.58,-12.82,18.55,13.33,21.65,-51.28
IncomeShareholderNetProfit_qq,,53019.74,-78.21,-16.40,-94.90,14894.74,-79.03,-183.57,106.27,15893.50,-113.73,44.18,117.10,12553.83,-114.44,-35.97,-259.99,200.92,-148.93,-139.26,19.48,313.74,-113.07,-50.44,44.23,816.22,-106.12,-278.00,35.99,689.02,-106.91,-286.48,21.16,535.52
IncomeShareholderNetProfit_sq,,24.62,34.02,-16.40,5.17,72.06,-4.84,-26.80,57.73,-19.90,3.90,-30.35,1.14,-30.94,21.88,-0.93,-11.60,-34.85,47.42,16.84,2.72,7.16,45.85,-41.81,-6.44,-2.72,-5.16,7.72,13.68,16.98,-8.31,9.18,-7.62,-83.61
BalanceNoncurrentAssets,160404000,187263000,,176050000,166207000,177278000,,255854000,258732000,298432000,282832000,395689000,421460000,438952000,465776000,525513000,382113000,342581000,332305000,284045000,200122000,205207000,206956000,354033000,309324000,326134000,293315000,300742000,281089000,269789000,256385000,306386000,316455000,334407000
BalanceNoncurrentAssets_yy,,,,,3.62,-5.33,,45.33,55.67,68.34,,54.65,62.89,47.09,64.68,32.81,-9.34,-21.95,-28.66,-45.95,-47.63,-40.10,-37.72,24.64,54.57,58.93,41.73,-15.05,-9.13,-17.28,-12.59,1.88,12.58,23.95
BalanceNoncurrentAssets_sy,,,,,4.28,3.08,,8.35,3.85,2.22,,-1.96,-0.60,-0.12,-2.15,-2.23,-4.48,-3.13,-2.08,-2.75,-3.18,-5.48,-2.12,-1.14,3.65,4.08,2.48,2.94,4.08,1.18,0.44,0.05,4.15,8.81
BalanceNoncurrentAssets_qq,,16.74,-100.00,,-5.59,6.66,-100.00,,1.13,15.34,-5.23,39.90,6.51,4.15,6.11,12.83,-27.29,-10.35,-3.00,-14.52,-29.55,2.54,0.85,71.07,-12.63,5.43,-10.06,2.53,-6.53,-4.02,-4.97,19.50,3.29,5.67
BalanceNoncurrentAssets_sq,,2.70,-100.00,,0.33,-0.10,-100.00,,-1.88,-0.08,-2.48,-0.08,-1.08,-0.86,-0.84,-0.03,-1.19,-1.16,-0.95,0.01,-1.47,0.50,-0.18,2.24,-0.84,3.32,-0.36,2.67,-0.02,-1.98,-0.45,1.18,-0.01,2.32
BalanceIntangibleAssets,718000,971000,,907000,1186000,5935000,,11257000,13961000,25156000,22208000,72109000,72506000,70484000,63447000,83740000,58579000,51713000,48368000,40336000,27866000,29036000,26315000,22431000,18464000,19157000,17274000,16972000,15147000,13720000,12446000,10158000,9258000,9506000
BalanceIntangibleAssets_yy,,,,,65.13,511.36,,1141.10,1077.54,323.83,,540.58,419.35,180.18,185.70,16.13,-19.21,-26.63,-23.77,-51.83,-52.43,-43.85,-45.60,-44.39,-33.74,-34.02,-34.36,-24.34,-17.97,-28.38,-27.95,-40.15,-38.87,-30.72
BalanceIntangibleAssets_sy,,,,,9.84,16.79,,48.72,20.61,3.09,,5.04,-0.68,-0.69,-3.80,-6.26,-9.85,-5.70,-6.54,-5.35,-8.56,-6.93,-3.86,-1.73,-1.67,0.05,-0.43,-1.61,-0.82,-4.57,-1.70,-3.21,-2.50,-1.18
BalanceIntangibleAssets_qq,,35.22,-100.00,,30.72,400.62,-100.00,,24.02,80.19,-11.72,224.70,0.55,-2.79,-9.98,31.98,-30.05,-11.72,-6.47,-16.61,-30.92,4.20,-9.37,-14.76,-17.69,3.75,-9.83,-1.75,-10.76,-9.42,-9.29,-18.38,-8.86,2.67
BalanceIntangibleAssets_sq,,0.28,-100.00,,0.20,1.31,-100.00,,-2.32,2.90,-11.72,-0.24,-0.80,-0.18,-1.01,-1.67,-0.56,-1.32,-1.32,-1.22,-1.33,-0.43,-1.12,-0.21,-1.49,0.16,-0.92,-0.69,-2.48,-2.44,-1.58,-1.12,-0.62,-0.63
BalanceProperty,148715000,174191000,,160136000,151070000,150851000,,210536000,201987000,238401000,223572000,285625000,298013000,321512000,320320000,389464000,278937000,256970000,249731000,212526000,150899000,160390000,163305000,312412000,276817000,299398000,270882000,270192000,256627000,245021000,232009000,285286000,295879000,315604000
BalanceProperty_yy,,,,,1.58,-13.40,,31.47,33.70,58.04,,35.67,47.54,34.86,43.27,36.35,-6.40,-20.07,-22.04,-45.43,-45.90,-37.58,-34.61,47.00,83.45,86.67,65.87,-13.51,-7.29,-18.16,-14.35,5.59,15.30,28.81
BalanceProperty_sy,,,,,4.06,2.72,,4.61,0.84,0.54,,-2.35,-0.47,-1.59,-3.16,-3.06,-5.48,-4.94,-3.90,-3.23,-3.50,-3.92,-1.62,-0.72,4.30,6.53,4.80,2.13,1.14,1.15,-0.80,0.90,7.04,7.50
