,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses,,,,,,,,,3017000,1339000,1082000,1292000,1139000,1457000,1185000,1167000,1190000,1583000,1215000,1296000,1215000,1605000,1151000,1229000,1348000,1558000,1487000,1341000,1216000,3254000,1260000,1355000,1368000,1484000,1348000,1315000
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,-62.25,8.81,9.52,-9.65,4.43,8.68,2.53,11.05,2.16,1.38,-5.30,-5.17,10.89,-2.97,29.24,9.13,-9.74,108.90,-15.23,1.00,12.43,-54.39,6.92,-2.95
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,-0.61,1.31,2.68,-0.50,4.22,7.63,0.81,3.47,1.59,2.67,6.10,4.48,9.38,3.20,3.18,6.89,-1.84,4.29,3.99,4.66,5.10,0.81,7.38,7.83
IncomeAdministrativExpenses_qq,,,,,,,,,,-55.62,-19.19,19.41,-11.84,27.92,-18.67,-1.49,1.90,33.12,-23.27,6.69,-6.25,32.10,-28.33,6.84,9.62,15.59,-4.54,-9.78,-9.33,167.53,-61.26,7.49,0.93,8.53,-9.20,-2.43
IncomeAdministrativExpenses_sq,,,,,,,,,,10.19,-19.19,7.27,-5.92,14.86,-5.56,3.99,-1.40,16.87,-10.45,4.86,-5.50,15.70,-6.90,3.22,-5.40,15.59,-5.06,0.66,-1.20,12.78,1.38,2.96,-0.94,8.67,-1.87,6.94
IncomeGrossProfit,9000,1470000,568000,203000,536000,1951000,343000,391000,55000,945000,-312000,-181000,1636000,1441000,293000,-76000,148000,2161000,363000,96000,1345000,1691000,376000,-90000,624000,658000,-779000,9000,-519000,-4640000,-1089000,-1869000,-1254000,-183000,-819000,-27000
IncomeGrossProfit_yy,,,,,5855.56,32.72,-39.61,92.61,-89.74,-51.56,-190.96,-146.29,2874.55,52.49,193.91,57.95,-90.94,49.95,23.89,226.08,807.74,-21.73,3.50,-194.01,-53.56,-61.08,-307.30,110.18,-183.06,-804.91,-39.83,-20449.97,-141.85,96.06,24.82,98.57
IncomeGrossProfit_sy,,,,,39.94,32.72,20.88,39.07,104.80,12.85,33.20,-26.39,4.27,45.34,11.95,70.90,34.56,15.12,15.43,20.12,18.11,27.29,11.32,21.78,28.36,-25.10,-12.94,2.34,-14.32,2.82,28.16,8.05,2.93,3.81,-2.81,15.05
IncomeGrossProfit_qq,,16233.33,-61.36,-64.26,164.04,263.99,-82.42,13.99,-85.93,1618.18,-133.02,41.99,1003.87,-11.92,-79.67,-125.98,294.62,1358.61,-83.20,-73.56,1301.25,25.77,-77.79,-124.01,792.15,5.40,-218.33,101.18,-5746.75,-794.57,76.53,-71.64,32.89,85.41,-347.37,96.74
IncomeGrossProfit_sq,,157.41,-68.84,22.64,21.40,79.91,-72.99,13.99,-2.00,59.85,-27.45,15.95,-1.79,65.63,-50.02,7.86,18.00,46.73,-33.54,11.04,12.78,65.02,-51.67,-5.87,15.60,5.30,-22.62,9.32,-4.74,32.41,-32.68,13.17,-13.58,38.96,-47.69,39.56
IncomeOtherOperatingIncome,116000,133000,234000,187000,220000,143000,170000,220000,567000,235000,246000,229000,303000,330000,279000,288000,229000,624000,191000,305000,265000,1201000,306000,262000,325000,486000,262000,325000,278000,291000,319000,216000,299000,218000,237000,244000
IncomeOtherOperatingIncome_yy,,,,,89.66,7.52,-27.35,17.65,157.73,64.34,44.71,4.09,-46.56,40.43,13.41,25.78,-24.33,88.95,-31.62,5.97,15.42,92.58,60.19,-14.28,22.69,-59.54,-14.32,24.25,-14.51,-40.01,21.64,-33.53,7.76,-25.14,-25.53,13.01
IncomeOtherOperatingIncome_sy,,,,,-7.60,60.71,35.15,16.23,15.52,59.39,34.16,23.74,-8.06,9.15,26.12,10.87,26.25,12.35,-17.50,44.00,4.52,-0.49,-6.57,,-5.03,-6.15,-11.84,20.87,2.33,-12.80,-2.31,-18.17,7.99,-34.97,,-11.52
IncomeOtherOperatingIncome_qq,,14.66,75.94,-20.09,17.65,-35.00,18.88,29.41,157.73,-58.55,4.68,-6.91,32.31,8.91,-15.45,3.24,-20.40,171.96,-69.40,59.98,-13.30,353.75,-74.55,-14.39,24.09,49.63,-46.10,24.14,-14.61,5.00,9.30,-32.17,38.44,-27.07,8.74,2.93
IncomeOtherOperatingIncome_sq,,-0.53,-12.45,49.78,-19.51,35.30,-35.32,-3.10,5.11,29.51,-37.29,15.25,-29.62,54.69,-16.20,-44.26,16.91,30.69,1.84,8.82,-12.22,29.76,-42.02,-5.74,10.44,34.45,-28.28,62.35,-23.30,12.26,-7.44,30.69,-19.69,-22.45,16.16,-9.20
IncomeOtherOperatingCosts,5000,545000,282000,67000,194000,853000,106000,92000,56000,112000,87000,111000,55000,343000,39000,128000,50000,488000,13000,213000,39000,1293000,143000,42000,266000,145000,20000,468000,57000,1874000,52000,113000,211000,439000,61000,217000
IncomeOtherOperatingCosts_yy,,,,,3780.00,56.51,-62.41,37.31,-71.13,-86.87,-17.92,20.65,-1.79,206.25,-55.17,15.50,-8.38,42.27,-67.21,66.38,-22.92,165.05,1016.10,-80.34,585.03,-88.83,-85.97,1015.68,-78.66,1196.39,161.24,-75.90,270.81,-76.57,17.26,92.70
IncomeOtherOperatingCosts_sy,,,,,20.84,80.30,-4.84,5.37,-39.48,-21.23,30.56,-41.35,-1.79,-12.82,11.92,-30.95,-8.70,-32.01,-2.28,7.32,27.32,9.10,20.97,17.40,-30.72,-12.43,,-6.70,49.90,22.18,4.72,35.71,19.35,-27.62,-2.04,-21.89
IncomeOtherOperatingCosts_qq,,10800.00,-48.26,-76.24,189.55,339.69,-87.57,-13.21,-39.13,100.00,-22.32,27.59,-50.45,523.64,-88.63,228.73,-60.69,868.42,-97.38,1568.15,-81.79,3230.01,-88.97,-70.61,534.40,-45.68,-86.14,2236.31,-87.86,3199.46,-97.21,115.51,86.73,108.52,-86.03,254.18
IncomeOtherOperatingCosts_sq,,221.95,-71.95,96.37,-59.62,441.50,-88.30,81.76,-39.13,200.00,-74.94,63.80,-38.05,155.00,-72.71,8.71,-7.69,214.75,-57.79,20.72,-19.70,199.48,-63.87,-6.48,-28.34,245.71,-63.25,41.26,-31.58,206.08,-74.35,40.00,-23.03,94.26,-57.84,78.46
IncomeEBIT,120000,1058000,520000,323000,562000,1241000,407000,519000,566000,1068000,-153000,-63000,1884000,1428000,533000,84000,327000,2296000,541000,188000,1571000,1599000,539000,129000,683000,1000000,-537000,-134000,-298000,-6222000,-823000,-1766000,-1166000,-404000,-643000,0
IncomeEBIT_yy,,,,,368.33,17.30,-21.73,60.68,0.71,-13.94,-137.59,-112.14,232.86,33.71,448.37,232.89,-82.64,60.81,1.50,124.42,380.24,-30.38,-0.44,-31.08,-56.51,-37.48,-199.69,-203.22,-143.61,-722.50,-53.23,-1221.08,-291.40,93.51,21.87,100.01
IncomeEBIT_sy,,,,,48.48,17.30,41.97,101.26,103.24,17.42,2.47,0.22,-20.72,8.23,35.59,60.44,47.09,8.92,14.68,16.73,22.00,28.04,7.53,19.42,22.78,-15.44,5.02,15.12,-4.38,-3.12,26.09,27.58,1.98,2.50,1.27,41.53
IncomeEBIT_qq,,781.67,-50.85,-37.88,73.99,120.82,-67.20,27.52,9.06,88.69,-114.33,58.82,3090.48,-24.20,-62.68,-84.29,290.62,602.18,-76.44,-65.27,735.89,1.79,-66.31,-75.96,427.50,46.33,-153.72,75.11,-122.84,-1988.89,86.78,-114.62,33.98,65.35,-59.15,100.03
IncomeEBIT_sq,,137.45,-46.46,15.31,38.16,55.14,-25.10,-3.02,-5.06,43.46,-40.42,-0.17,4.20,47.01,-39.22,-7.98,21.84,25.15,-29.98,4.60,23.94,35.18,-42.43,-0.04,23.58,4.92,-4.16,7.55,0.48,25.15,-15.40,21.03,-13.40,3.75,-37.32,21.82
IncomeFinanceIncome,25000,9000,7000,10000,9000,35000,35000,64000,-28000,43000,46000,60000,-29000,38000,30000,68000,-49000,46000,7000,89000,4000,10000,18000,5000,10000,48000,10000,31715000,-856000,1539000,43000,19000,62000,8000,20000,2105000
IncomeFinanceIncome_yy,,,,,-64.00,288.89,400.00,540.00,-411.11,22.86,31.43,-6.25,-3.57,-11.63,-34.78,12.72,-67.89,19.94,-77.93,31.30,108.68,-78.59,166.65,-94.76,147.12,394.62,-43.86,680908.20,-8299.66,3089.78,333.78,-99.94,107.20,-99.50,-53.00,10852.73
IncomeFinanceIncome_sy,,,,,0.19,-11.56,14.58,-3.33,14.81,20.28,31.43,7.09,-17.70,9.89,-22.46,,-49.82,4.12,-15.08,-30.60,90.70,-11.76,45.12,-38.40,-23.58,-15.97,-21.94,59.77,-54.55,20.88,16.13,-35.29,94.58,-4.93,-4.17,177.48
IncomeFinanceIncome_qq,,-64.00,-22.22,42.86,-10.00,288.89,,82.86,-143.75,253.57,6.98,30.43,-148.33,231.03,-21.05,125.43,-171.99,193.61,-85.47,1241.33,-95.24,130.93,80.92,-73.62,124.20,362.22,-79.47,319925.76,-102.70,279.81,-97.21,-55.30,220.65,-87.62,164.76,10317.13
IncomeFinanceIncome_sq,,5.41,36.48,1.34,-17.71,-30.98,,-12.43,20.37,-2.16,6.98,-9.68,-5.88,9.04,-24.45,-0.76,-47.06,109.67,2.68,-16.67,12.45,36.38,29.83,-60.91,39.28,42.86,31.56,-0.21,-48.05,129.76,-26.76,-30.21,6.71,32.90,-7.14,148.57
IncomeFinanceCosts,52000,58000,38000,73000,112000,130000,100000,139000,84000,92000,91000,243000,109000,187000,120000,200000,50000,110000,73000,182000,70000,83000,46000,49000,50000,67000,96000,45000,-13000,124000,60000,102000,-53000,54000,38000,31000
IncomeFinanceCosts_yy,,,,,115.38,124.14,163.16,90.41,-25.00,-29.23,-9.00,74.82,29.76,103.26,31.87,-17.71,-54.21,-40.97,-39.53,-8.99,39.44,-24.65,-36.64,-72.86,-27.80,-19.94,108.07,-8.95,-126.78,86.41,-37.26,126.21,-295.74,-56.42,-36.97,-69.74
IncomeFinanceCosts_sy,,,,,26.78,82.08,-1.10,-48.31,33.33,36.41,3.23,-12.68,-13.04,-26.83,-30.21,-20.28,-47.06,-12.85,-21.21,-8.18,99.09,122.27,19.20,3.73,-11.29,-49.88,36.65,42.76,-8.54,56.26,35.22,112.44,57.18,37.18,-47.16,-46.09
IncomeFinanceCosts_qq,,11.54,-34.48,92.11,53.42,16.07,-23.08,39.00,-39.57,9.52,-1.09,167.03,-55.14,71.56,-35.83,66.65,-75.04,121.17,-34.27,150.81,-61.76,19.51,-44.72,7.41,1.76,32.51,43.66,-53.00,-129.93,1022.38,-51.65,69.48,-152.36,201.57,-30.07,-18.63
IncomeFinanceCosts_sq,,9.34,15.66,41.26,-35.59,10.00,-12.50,27.36,12.26,-5.80,-3.94,-15.28,-5.64,-14.67,-2.78,6.14,-31.66,36.69,-7.16,-8.98,11.41,19.51,1.73,-5.68,8.10,12.48,33.96,-13.30,-15.25,36.33,5.10,5.12,-46.47,72.44,-43.62,-22.92
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921000,988000,121000,259000,0,-1723000,,-1327000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-274.48,-100.00,-612.40
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-193.12,3.38,-82.43
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,-87.74,113.97,-100.00,,100.00,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.48,30.01,55.22,-56.72,,97.59,
IncomeNetGrossProfit,93000,1009000,489000,260000,459000,1146000,342000,444000,454000,1019000,-198000,-246000,1746000,1279000,443000,-49000,228000,2232000,475000,95000,1505000,1525000,510000,85000,643000,981000,-623000,31536000,-220000,-3819000,-719000,-1589000,-1051000,-2174000,-660000,747000
IncomeNetGrossProfit_yy,,,,,393.55,13.58,-30.06,70.77,-1.09,-11.08,-157.89,-155.41,284.58,25.52,323.74,80.23,-86.92,74.47,7.24,294.70,558.91,-31.65,7.41,-10.48,-57.26,-35.67,-222.04,37106.13,-134.13,-489.23,-15.42,-105.04,-378.74,43.08,8.11,147.00
IncomeNetGrossProfit_sy,,,,,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,22.86,17.76,78.01,39.82,18.22,16.46,4.34,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeNetGrossProfit_qq,,984.95,-51.54,-46.83,76.54,149.67,-70.16,29.82,2.25,124.45,-119.43,-24.24,809.76,-26.75,-65.36,-110.98,569.75,876.90,-78.71,-80.07,1489.72,1.34,-66.54,-83.39,658.90,52.54,-163.47,5164.13,-100.70,-1639.71,81.18,-121.12,33.88,-106.83,69.61,213.09
IncomeNetGrossProfit_sq,,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.60,-17.98,-9.29,8.43,45.14,-30.74,-23.33,21.92,39.58,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,93000,1009000,489000,260000,459000,1146000,342000,444000,454000,1019000,-198000,-246000,1746000,1279000,443000,-49000,228000,2232000,475000,95000,1505000,1525000,510000,85000,643000,981000,-623000,31536000,-220000,-3819000,-719000,-1589000,-1051000,-2174000,-660000,747000
IncomeBeforeTaxProfit_yy,,,,,393.55,13.58,-30.06,70.77,-1.09,-11.08,-157.89,-155.41,284.58,25.52,323.74,80.23,-86.92,74.47,7.24,294.70,558.91,-31.65,7.41,-10.48,-57.26,-35.67,-222.04,37106.13,-134.13,-489.23,-15.42,-105.04,-378.74,43.08,8.11,147.00
IncomeBeforeTaxProfit_sy,,,,,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,23.08,17.76,78.01,39.82,18.22,16.46,8.12,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeBeforeTaxProfit_qq,,984.95,-51.54,-46.83,76.54,149.67,-70.16,29.82,2.25,124.45,-119.43,-24.24,809.76,-26.75,-65.36,-110.98,569.75,876.90,-78.71,-80.07,1489.72,1.34,-66.54,-83.39,658.90,52.54,-163.47,5164.13,-100.70,-1639.71,81.18,-121.12,33.88,-106.83,69.61,213.09
IncomeBeforeTaxProfit_sq,,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.39,-17.98,-9.29,8.43,45.14,-30.74,-23.33,24.44,33.55,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,75000,753000,394000,165000,426000,1089000,283000,335000,396000,939000,-198000,-260000,1559000,994000,352000,-42000,173000,2010000,373000,40000,1237000,1305000,402000,39000,586000,852000,-608000,25655000,-171000,-3460000,-727000,-1730000,-1070000,-1933000,-668000,879000
IncomeNetProfit_yy,,,,,468.00,44.62,-28.17,103.03,-7.04,-13.77,-169.96,-177.61,293.69,5.86,277.78,83.94,-88.89,102.21,5.95,196.20,614.28,-35.09,7.78,-3.24,-52.65,-34.71,-251.16,65891.21,-129.15,-506.17,-19.63,-106.74,-527.01,44.14,8.02,150.78
IncomeNetProfit_sy,,,,,57.03,27.66,30.82,102.73,28.04,34.70,4.78,-36.36,-20.16,15.23,-9.90,110.32,45.07,4.06,18.29,17.52,17.00,8.94,6.69,14.40,26.46,18.74,-9.72,2.76,17.60,-16.72,39.28,2.95,-0.30,2.89,9.83,24.08
IncomeNetProfit_qq,,904.00,-47.68,-58.12,158.18,155.63,-74.01,18.37,18.21,137.12,-121.09,-31.31,699.62,-36.24,-64.59,-111.87,514.58,1060.77,-81.45,-89.23,2978.37,5.49,-69.19,-90.33,1406.43,45.45,-171.33,4322.61,-100.67,-1926.66,78.99,-138.05,38.13,-80.57,65.41,231.42
IncomeNetProfit_sq,,103.95,-43.06,-18.75,15.40,42.53,-22.02,-8.79,2.30,10.65,-15.15,-7.86,2.90,48.89,-39.85,-16.88,14.77,33.02,-32.88,0.38,30.54,24.62,-14.02,-13.22,15.20,19.31,-27.37,15.92,18.56,3.57,-17.83,-10.45,-6.12,0.24,-9.83,29.85
IncomeShareholderNetProfit,13000,713000,279000,100000,365000,1116000,283000,335000,396000,939000,-198000,-260000,1559000,994000,352000,-42000,173000,2010000,373000,40000,1237000,1305000,402000,39000,586000,852000,-608000,25655000,-171000,-3460000,-727000,-1730000,-1070000,-1933000,-668000,879000
IncomeShareholderNetProfit_yy,,,,,2707.69,56.52,1.43,235.00,8.49,-15.86,-169.96,-177.61,293.69,5.86,277.78,83.94,-88.89,102.21,5.95,196.20,614.28,-35.09,7.78,-3.24,-52.65,-34.71,-251.16,65891.21,-129.15,-506.17,-19.63,-106.74,-527.01,44.14,8.02,150.78
IncomeShareholderNetProfit_sy,,,,,64.33,32.90,22.37,102.75,14.56,26.33,16.05,-31.98,-23.10,10.83,-5.68,114.86,45.07,4.06,19.06,15.46,22.26,9.16,6.69,14.40,26.46,20.43,-14.83,-7.72,13.26,-22.66,39.28,3.32,1.23,2.89,8.02,28.08
IncomeShareholderNetProfit_qq,,5384.62,-60.87,-64.16,265.00,205.75,-74.64,18.37,18.21,137.12,-121.09,-31.31,699.62,-36.24,-64.59,-111.87,514.58,1060.77,-81.45,-89.23,2978.37,5.49,-69.19,-90.33,1406.43,45.45,-171.33,4322.61,-100.67,-1926.66,78.99,-138.05,38.13,-80.57,65.41,231.42
IncomeShareholderNetProfit_sq,,48.19,-41.46,6.87,15.40,41.87,-22.00,-7.12,-3.69,13.63,-8.40,-13.34,2.30,49.05,-42.21,-16.88,10.39,30.16,-31.18,-3.97,31.23,28.52,-15.18,-13.66,15.43,21.18,-27.37,20.18,6.16,3.57,-11.06,-10.45,-2.33,0.24,-6.33,29.03
BalanceNoncurrentAssets,,14417000,19520000,26193000,,28778000,30061000,30107000,,29939000,30113000,29826000,29606000,29240000,29198000,28839000,28459000,27893000,28147000,27741000,28816000,28814000,28737000,28949000,28723000,29462000,29422000,26720000,26253000,27409000,27558000,35139000,34472000,31965000,31597000,32179000
BalanceNoncurrentAssets_yy,,,,,,99.61,54.00,14.94,,4.03,0.17,-0.93,,-2.33,-3.04,-3.31,-3.88,-4.61,-3.60,-3.81,1.26,3.30,2.10,4.35,-0.32,2.25,2.39,-7.70,-8.60,-6.97,-6.34,31.51,31.31,16.62,14.66,-8.42
BalanceNoncurrentAssets_sy,,,,,,10.78,17.78,11.30,,7.25,3.66,2.74,,2.49,1.58,2.35,3.46,3.18,6.30,0.34,6.03,7.71,4.60,6.50,6.73,7.42,8.06,6.56,5.88,4.79,7.16,3.72,2.52,3.77,3.72,1.52
BalanceNoncurrentAssets_qq,,,35.40,34.19,-100.00,,4.46,0.15,-100.00,,0.58,-0.95,-0.74,-1.24,-0.14,-1.23,-1.32,-1.99,0.91,-1.44,3.88,-0.01,-0.27,0.74,-0.78,2.57,-0.14,-9.18,-1.75,4.40,0.54,27.51,-1.90,-7.27,-1.15,1.84
BalanceNoncurrentAssets_sq,,,-0.14,0.49,-100.00,,0.28,0.74,-100.00,,0.01,-0.37,-0.22,0.24,-0.62,1.18,-0.06,0.36,1.44,0.56,1.22,1.19,-0.30,1.67,1.16,1.82,-0.24,1.35,0.48,2.20,0.31,-0.61,0.25,2.70,0.26,1.03
BalanceIntangibleAssets,,1110000,975000,866000,,741000,1054000,3801000,,3554000,3330000,3128000,2935000,2745000,2765000,2580000,2417000,2176000,2107000,2187000,2690000,2917000,2953000,3048000,2664000,4455000,4179000,3800000,3429000,5352000,5421000,5533000,5193000,4786000,4698000,4301000
BalanceIntangibleAssets_yy,,,,,,-33.24,8.10,338.91,,379.62,215.94,-17.71,,-22.76,-16.97,-17.52,-17.64,-20.71,-23.79,-15.25,11.30,34.03,40.12,39.38,-0.97,52.72,41.56,24.68,28.71,20.12,29.70,45.61,51.45,-10.57,-13.34,-22.26
BalanceIntangibleAssets_sy,,,,,,9.10,8.92,11.59,,4.80,6.37,2.28,,0.24,0.20,0.04,-0.28,0.78,1.04,-1.83,-0.13,2.14,4.74,3.87,3.13,4.82,2.59,3.92,4.58,3.62,-0.06,6.73,6.44,5.18,-0.12,-0.06
BalanceIntangibleAssets_qq,,,-12.16,-11.18,-100.00,,42.24,260.63,-100.00,,-6.30,-6.07,-6.17,-6.47,0.73,-6.70,-6.30,-9.96,-3.18,3.77,23.04,8.43,1.21,3.22,-12.58,67.23,-6.19,-9.09,-9.76,56.08,1.29,2.06,-6.14,-7.84,-1.84,-8.45
BalanceIntangibleAssets_sq,,,-1.28,-0.33,-100.00,,-1.13,0.22,-100.00,,-0.93,-0.23,-1.82,-0.22,-1.51,-0.02,-0.55,-0.20,-0.16,-0.05,0.03,1.00,-0.12,0.14,-0.12,0.13,-0.51,-0.12,-0.24,1.42,-0.20,-0.05,-0.18,1.13,0.04,-0.23
BalanceProperty,,9227000,12830000,19185000,,20655000,20348000,20484000,,20162000,20584000,20504000,20363000,20251000,20180000,20034000,19777000,19368000,19694000,19243000,18894000,18556000,18062000,18007000,17512000,18039000,17771000,17309000,17027000,16829000,16798000,16766000,16444000,16166000,15898000,15662000
