,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentAssets,23717000,17536000,21661000,20881000,15681000,16242000,14724000,15131000,16112000,17628000,20448000,16488000,21138000,18915000,18389000,18933000,23512000,22313000,23256000,23806000,25865000,28835000,29770000,29550000,27959000,31740000,38886000,33979000,29739000,28343000,28184000,29654000,26367000,26982000,25491000,25819000,25276000,30463000,29295000,3401000,3626000,3570000,3612000,3554000,3873000,4611000,4760000,4825000
BalanceInventory,4566000,5321000,5759000,5221000,4760000,4926000,4321000,4467000,4532000,5716000,6077000,6120000,7640000,6827000,6996000,6676000,6979000,8754000,9149000,10508000,12582000,12980000,14121000,14934000,14866000,15890000,14591000,15132000,15173000,15589000,11785000,12334000,11650000,11123000,11659000,11318000,11837000,12587000,12795000,5798000,8074000,8807000,9190000,6750000,7177000,18495000,9149000,8378000
BalanceCurrentReceivables,18045000,10640000,9407000,9567000,9301000,9628000,8368000,8823000,8649000,9769000,12660000,8520000,11037000,10708000,10055000,10878000,14730000,5638000,6237000,4960000,12018000,14471000,13195000,13494000,12249000,14648000,22577000,17998000,13407000,11657000,12902000,13795000,13921000,14717000,12755000,13709000,12639000,16629000,15324000,107000,,2000,9130000,9124000,4860000,4716000,334000,449000
BalanceCurrentInvestments,716000,5315000,5267000,730000,809000,766000,852000,950000,952000,408000,176000,126000,218000,183000,204000,770000,6682000,6624000,6693000,121000,124000,121000,121000,106000,76000,63000,66000,3000,3000,3000,3000,65000,62000,43000,2000,2000,2000,1000,551000,306000,347000,329000,8101000,8060000,699000,1650000,535000,217000
BalanceCash,323000,666000,325000,319000,331000,698000,529000,1482000,665000,836000,1158000,1710000,402000,472000,477000,578000,551000,624000,1091000,494000,352000,1428000,177000,161000,80000,888000,207000,608000,113000,221000,467000,201000,168000,239000,120000,80000,100000,262000,156000,261000,296000,492000,230000,146000,196000,240000,222000,440000
BalanceOtherCurrentAssets,536000,514000,501000,571000,548000,571000,460000,499000,526000,467000,514000,625000,760000,683000,698000,455000,688000,622000,554000,650000,908000,905000,824000,577000,1046000,767000,576000,548000,981000,3273000,3055000,530000,912000,795000,670000,718000,1145000,913000,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13665000,15891000,16267000,16714000,32870000,34010000,34362000,34523000,34339000,35379000
BalanceTotalAssets,36111000,37043000,35653000,35395000,35120000,34640000,35297000,39536000,41896000,45940000,41147000,44697000,41720000,41982000,41631000,40279000,43879000,44815000,45144000,66604000,68970000,69438000,68404000,64915000,67627000,74530000,69010000,64855000,62948000,61784000,63176000,62404000,62945000,61550000,60943000,60905000,66416000,66817000,8461000,9520000,10006000,9600000,30626000,31011000,31567000,30833000,31368000,31664000
BalanceCapital,31963000,31972000,31660000,31687000,31791000,31965000,31964000,32417000,32767000,32857000,32973000,33321000,33468000,33548000,33583000,33372000,33164000,33279000,32483000,35970000,36432000,36512000,36770000,36662000,37070000,37242000,37332000,36865000,36596000,36991000,37223000,36979000,37256000,37012000,37361000,37345000,37877000,38397000,4609000,4609000,5209000,5209000,8559000,8559000,8559000,8559000,8559000,8559000
BalanceShareCapital,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,8559000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,9827000,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2218000,2818000,2218000,3492000,20371000,20371000,20371000,21425000,21425000,21425000
BalanceReserve,21425000,22676000,22676000,22676000,22676000,23129000,23129000,23129000,23128000,23857000,23857000,23858000,23857000,24762000,24762000,24762000,24762000,24812000,24812000,25941000,25941000,26143000,26143000,26143000,26143000,26835000,26835000,26835000,26835000,27039000,27038000,27039000,27039000,27152000,27152000,27151000,27152000,27519000,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778000,1173000,1173000,772000,466000,417000,381000,270000,462000,365000
BalanceNoncurrentLiabilities,356000,429000,402000,403000,388000,354000,830000,901000,872000,1138000,1109000,3820000,3733000,3694000,3600000,3520000,3213000,3032000,2891000,4763000,4863000,5793000,5382000,4778000,4482000,5246000,4488000,3657000,2962000,3632000,3020000,2860000,2450000,2191000,1990000,2005000,1829000,1679000,1742000,1156000,1156000,743000,447000,345000,345000,212000,404000,262000
BalanceNoncurrentTradeLiabilities,206000,239000,197000,121000,87000,52000,521000,484000,450000,822000,796000,3347000,3252000,3419000,3314000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,3207000,3084000,2904000,2762000,3771000,3496000,4895000,4498000,3788000,3539000,4349000,3637000,2690000,2028000,2742000,2162000,1613000,1230000,963000,795000,712000,543000,393000,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,17000,17000,29000,19000,72000,36000,58000,58000,103000,150000,190000,205000,282000
BalanceNoncurrentOtherLiabilities,301000,302000,309000,417000,422000,316000,313000,473000,481000,275000,286000,313000,129000,128000,129000,992000,1367000,898000,884000,990000,943000,897000,851000,967000,934000,890000,858000,1247000,1220000,1228000,1195000,1293000,1286000,1286000,3426000,5198000,5088000,6342000,1778000,2582000,2414000,3420000,2509000,3350000,3792000,4642000,3591000,3305000
BalanceCurrentLiabilities,2941000,2321000,2503000,6218000,8257000,11945000,7065000,7556000,4519000,4740000,4448000,3387000,7502000,8504000,9770000,25871000,27675000,27133000,26252000,23475000,26075000,32042000,27190000,24333000,23390000,21161000,22933000,22565000,23239000,22348000,21592000,21555000,26710000,26740000,3366000,5164000,4976000,6281000,1743000,2571000,2303000,3337000,2458000,3326000,3645000,4519000,3522000,3298000
BalanceCurrentTradePayablesv,2817000,2236000,2464000,6217000,8142000,11290000,7017000,7547000,4356000,4609000,4399000,2771000,6067000,6864000,7236000,7145000,20901000,21384000,21940000,7192000,21495000,29369000,24653000,8217000,21231000,19998000,20952000,8131000,20110000,18530000,18386000,8029000,20655000,22786000,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,404000,,,10752000,,,12218000,21495000,14156000,,11996000,,,9845000,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,6000,83000,55000,23000,5000,106000,77000,46000,18000,141000,117000,63000,3000,115000,84000,39000,1000,115000,84000,48000,9000
BalanceCurrentOtherLiabilities,163000,131000,49000,212000,1435000,1640000,2534000,7749000,6973000,5525000,4155000,3908000,4423000,-18979000,2380000,1803000,2002000,1006000,1824000,2281000,2978000,3706000,3134000,3648000,6055000,3954000,28000,28000,29000,6000,12000,6000,5000,6000,5000,6000,6000,6000,6000,4000,9000,1000,571000,,,,0,0
BalanceReckoning,,0,225000,-199000,224000,157000,157000,157000,157000,157000,157000,157000,157000,157000,157000,151000,112000,72000,33000,0,0,13665000,15891000,16267000,16714000,32870000,34010000,34362000,34523000,34339000,35379000,36111000,37043000,35653000,35395000,35120000,34640000,35297000,39536000,41896000,45940000,41147000,44697000,41720000,41982000,41631000,40279000,43879000
BalanceTotalEquityAndLiabilities,44815000,45144000,66604000,68970000,69438000,68404000,64915000,67627000,74530000,69010000,64855000,62948000,61784000,63176000,62404000,62945000,61551000,60943000,60905000,66416000,66816000,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-470000,-874000,-190000,142000,3730000,245000,192000,771000,641000,-338000,59000,-344000,-48000,3000,396000,719000,193000,-56000,-1037000,-1045000,3981000,-337000,-481000,1367000,-120000,1926000,725000,-125000,493000,8774000,-1375000,1314000,-1177000,93000,503000,-1463000,-793000,2712000,259000,477000,1409000,905000,962000,1401000,583000,847000,1324000,2361000
CashflowAmortization,208000,202000,197000,186000,194000,239000,249000,260000,297000,340000,313000,336000,348000,372000,322000,326000,351000,364000,398000,383000,397000,452000,394000,395000,378000,366000,372000,350000,349000,756000,788000,799000,794000,785000,558000,579000,594000,597000,569000,400000,381000,380000,368000,364000,373000,379000,397000,397000
CashflowInvestingCashflow,-60000,17000,16000,-17000,-1987000,-10077000,-7591000,421000,-1196000,75000,77000,144000,278000,239000,-1000,369000,-265000,1460000,-1130000,111000,-3790000,-112000,-260000,-1465000,94000,-323000,-2808000,-274000,-75000,-16119000,-404000,-404000,-324000,358000,-121000,-79000,-6000,-115000,-22000,621000,-139000,-51000,-14000,-77000,928000,-354000,-455000,-1847000
CashflowCapex,60000,258000,41000,29000,410000,877000,8863000,152000,308000,114000,41000,327000,198000,72000,175000,87000,141000,252000,520000,220000,441000,184000,229000,254000,63000,358000,242000,125000,101000,18197000,41000,382000,-409000,331000,152000,95000,149000,183000,23000,92000,150000,91000,64000,99000,67000,356000,318000,1950000
CashflowFinancingCashflow,456000,614000,213000,-143000,6029000,9810000,22000,-238000,-560000,-61000,-37000,550000,-572000,-247000,-383000,-721000,-97000,-451000,1350000,1105000,131000,1001000,-567000,168000,31000,-1502000,2056000,472000,49000,6748000,1636000,167000,249000,-466000,-465000,2352000,117000,-2196000,-732000,-989000,-1025000,-1119000,-981000,-1253000,-1631000,-533000,-848000,-353000
CashflowShareCapitalCash,,600000,,20229000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,1027000,0,,,428000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74000,-243000,39000
CashflowNetCashflow,-18000,7772000,-22000,-7377000,954000,-1115000,-324000,99000,350000,-342000,-5000,12000,367000,-169000,953000,-817000,171000,322000,552000,-1308000,70000,5000,101000,-27000,73000,467000,-597000,-143000,1077000,-1252000,-15000,-83000,810000,-682000,401000,-495000,109000,245000,-265000,-33000,72000,-121000,-40000,22000,160000,,,
