,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q3,2013/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeAdministrativExpenses_yy,,,,,,,,-69.46,,-25.62,65.78,25.42,-24.85,8.05,-22.81,34.55,7.20,8.67,12.09,-25.79,171.50,30.34,,,-46.57,-57.24,-100.00,-100.00,-100.00,770.03,,-100.00,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,27.22,,62.19,27.85,53.21,35.04,17.00,31.86,21.84,5.69,-2.50,-5.72,-26.67,-7.59,-1.96,,,10.92,-3.43,7.72,-5.82,-12.72,8.34,,-5.74,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,-100.00,,-43.81,9.22,40.43,-13.69,25.23,-17.37,-15.86,24.09,-10.53,44.04,-32.96,25.79,-7.71,-4.64,,-54.22,12.64,-3.16,7.01,-63.37,-100.00,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,-21.36,,18.20,15.40,16.74,18.58,-7.98,40.18,-7.48,10.58,3.78,20.54,-13.68,-2.15,-3.76,19.08,,4.30,1.81,7.10,0.46,3.21,-16.41,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,-545000,-1256000,-693000,443000,-260000,58000,-220000,-941000,267000,183000,-250000,1172000,-677000,739000,-2565000,-2560000,-2913000,-2876000,-1815000,-1071000,-4262000,-683000,1595000,616000,-1516000,-3924000,-1564000,-3552000,-203000,-1093000,-1183000,147000,-24000,-32000,-26000,20000,114000,114000,61000,-387000,113000,86000,62000,29000,-6000,125000,-60000
IncomeGrossProfit_yy,,,,,52.29,104.62,68.25,-312.42,202.69,215.52,-13.64,224.55,-353.56,303.83,-926.00,-318.43,-330.28,-489.17,29.24,58.16,-134.82,36.23,,,64.43,-474.52,-198.06,-676.62,86.61,72.15,-482.76,113.45,,,,,575.00,456.25,334.62,-2035.00,-0.88,-24.56,1.64,107.49,-105.31,45.35,-196.77
IncomeGrossProfit_sy,,,,,-35.49,-2.40,36.03,28.64,24.95,44.16,45.93,43.09,25.19,49.34,14.31,-56.69,-114.40,-21.17,-53.57,21.26,51.12,41.27,,,7.56,-3.18,14.48,-48.83,-34.83,-6.30,23.94,109.40,,,,,-2.71,3.41,-10.77,12.45,-32.56,3.30,25.97,11.56,2.60,24.93,-77.44
IncomeGrossProfit_qq,,-130.46,44.82,163.92,-158.69,122.31,-479.31,-327.73,128.37,-31.46,-236.61,568.80,-157.76,209.16,-447.09,0.19,-13.79,1.27,36.89,40.99,,83.97,333.53,-61.38,-346.10,-158.84,60.14,-127.11,94.28,-438.42,,112.43,,-33.33,18.75,176.92,470.00,,-46.49,-734.43,129.20,-23.89,-27.91,-53.23,-120.69,2183.33,-148.00
IncomeGrossProfit_sq,,57.44,-11.84,22.68,-54.86,1.76,68.74,32.91,-19.65,40.81,16.68,78.17,-60.84,45.01,-24.29,23.21,-105.66,74.00,-37.44,159.69,,79.53,-86.33,167.62,-5.74,81.01,-69.48,91.01,-50.34,62.46,,99.72,,182.18,-38.05,100.87,-81.79,,-53.28,76.79,-94.59,101.05,-5.92,44.84,-106.00,125.03,-89.43
IncomeOtherOperatingIncome,,,,255000,,87000,235000,-247000,61000,50000,51000,661000,1026000,62000,32000,191000,38000,162000,37000,982000,25152000,993000,182000,1726000,2065000,3724000,30000,7246000,2000,-200000,0,0,5000,5000,11000,4000,7000,4000,4000,660000,,,,21573000,61000,0,0
IncomeOtherOperatingIncome_yy,,,,,,,,-196.86,,-42.53,-78.30,367.61,1581.97,24.00,-37.25,-71.10,-96.30,161.29,15.62,414.14,67878.38,1.12,,,-91.79,275.03,-83.52,319.81,-99.90,-105.37,-100.00,100.00,,,,,40.00,-20.00,-63.64,16400.00,-100.00,-100.00,-100.00,3168.64,,,
IncomeOtherOperatingIncome_sy,,,,,,,,-43.56,,5.29,22.20,45.86,48.15,19.33,41.48,8.42,174.39,132.52,0.64,65.50,52.78,26.32,,,-14.95,82.77,6.26,11.80,-4.58,-23.71,45.34,65.13,,,,,13.84,12.30,0.32,-8.62,-11.86,-11.46,-7.47,-6.81,,,
IncomeOtherOperatingIncome_qq,,,,,-100.00,,170.11,-205.11,124.70,-18.03,2.00,1196.08,55.22,-93.96,-48.39,496.88,-80.10,326.32,-77.16,2554.05,,-96.05,-81.67,848.35,19.64,80.34,-99.19,24053.33,-99.97,-10100.00,,,,,120.00,-63.64,75.00,-42.86,,16400.00,-100.00,,,,-99.72,-100.00,
IncomeOtherOperatingIncome_sq,,,,,-69.74,,-23.97,105.46,-33.22,33.95,1.00,226.20,-47.99,-34.15,18.18,187.08,-43.49,60.21,-34.26,29.85,,57.26,-62.50,29.10,-16.37,108.41,-39.10,-41.24,7.56,-2.05,,,,,-24.68,35.41,-26.42,12.30,,33.79,-34.03,,,,-6.19,-1.20,
IncomeOtherOperatingCosts,,,,339000,,31000,12000,311000,18000,169000,242000,233000,26000,336000,58000,1136000,8000,133000,810000,354000,9713000,4352000,185000,1140000,1418000,-1972000,47000,4000,214000,87000,29027000,-28200000,81000,1059000,649000,53000,790000,33000,50000,98000,12000,116000,17000,670000,948000,40000,11000
IncomeOtherOperatingCosts_yy,,,,,,,,-8.26,,445.16,1916.67,-25.08,44.44,98.82,-76.03,387.55,-69.23,-60.42,1296.55,-68.84,1099.14,1129.38,,,-85.40,-145.31,-74.59,-99.65,-84.91,104.41,13464.02,-32513.79,,,,,875.31,-96.88,-92.30,84.91,-98.48,251.52,-66.00,583.67,7800.00,-65.52,-35.29
IncomeOtherOperatingCosts_sy,,,,,,,,63.17,,61.93,46.78,80.53,54.46,31.54,20.04,147.27,96.88,177.40,86.67,-12.76,-9.91,-38.92,,,7.95,-7.50,38.78,-14.62,-15.42,13.74,12.52,-9.79,,,,,28.74,29.56,36.75,-2.26,-4.28,11.64,3.61,54.38,4.95,22.44,-43.69
IncomeOtherOperatingCosts_qq,,,,,-100.00,,-61.29,2491.67,-94.21,838.89,43.20,-3.72,-88.84,1192.31,-82.74,1858.62,-99.30,1562.50,509.02,-56.30,,-55.19,-95.75,516.22,24.39,-239.07,102.38,-91.49,5250.00,-59.35,,-197.15,,1207.41,-38.72,-91.83,1390.57,-95.82,51.52,96.00,-87.76,866.67,-85.34,3841.18,41.49,-95.78,-72.50
IncomeOtherOperatingCosts_sq,,,,,-70.44,,-56.81,519.31,-50.99,70.39,-21.48,271.47,-74.68,52.42,-17.71,356.31,-73.04,110.02,-20.51,86.38,,60.76,-66.74,191.42,23.78,114.17,-46.78,3.53,-2.45,60.44,,78.72,,29.49,-17.03,212.60,-68.92,32.63,-20.26,123.42,-73.32,69.08,27.66,364.54,-75.28,76.88,-66.62
IncomeEBIT,-566000,-1261000,-670000,362000,-265000,119000,3000,-1499000,310000,64000,-441000,1600000,323000,465000,-2591000,-3505000,-2883000,-2847000,-2588000,-443000,11177000,-4042000,1592000,1202000,-869000,1772000,-1581000,3690000,-415000,-1380000,-30210000,28347000,-100000,-1086000,-664000,-29000,-669000,85000,15000,175000,101000,-30000,45000,20932000,-893000,85000,-71000
IncomeEBIT_yy,,,,,53.18,109.44,100.45,-514.09,216.98,-46.22,-14800.00,206.74,4.19,626.56,-487.53,-319.06,-992.57,-712.26,0.12,87.36,531.88,-812.42,,,-107.77,143.84,-199.31,206.99,52.24,-177.88,-7179.52,2154.13,,,,,-569.00,107.83,102.26,703.45,115.10,-135.29,200.00,11861.14,-984.16,383.33,-257.78
IncomeEBIT_sy,,,,,-41.44,12.31,35.78,-6.31,75.74,23.19,45.75,31.14,38.66,27.78,10.60,-48.34,-110.84,-37.42,-62.64,17.21,100.70,58.86,,,-24.99,14.26,-20.84,-32.22,11.28,5.38,23.20,56.58,,,,,-6.69,1.99,-13.34,2.20,-45.62,-0.49,8.21,21.26,0.41,31.29,-102.86
IncomeEBIT_qq,,-122.79,46.87,154.03,-173.20,144.91,-97.48,-50066.67,120.68,-79.35,-789.06,462.81,-79.81,43.96,-657.20,-35.28,17.75,1.25,9.10,82.88,,-136.16,139.39,-24.50,-172.30,303.91,-189.22,333.40,-111.25,-232.53,,193.83,,-986.00,38.86,95.63,-2206.90,112.71,-82.35,1066.67,-42.29,-129.70,250.00,46415.56,-104.27,109.52,-183.53
IncomeEBIT_sq,,22.82,-8.13,18.20,-74.52,20.44,66.94,81.57,-8.89,54.14,-8.94,39.52,-58.60,24.21,-18.52,-10.30,-5.52,34.66,-24.86,75.74,,69.56,-90.49,128.60,-18.30,85.04,-75.32,61.87,-41.69,15.36,,92.09,,118.91,-52.22,48.68,-82.46,112.71,-37.02,60.56,-85.38,98.68,-15.95,26.45,-93.86,130.10,-94.09
IncomeFinanceIncome,28000,128000,23000,-43000,52000,56000,84000,192000,264000,372000,1003000,-11000,50000,638000,499000,529000,351000,615000,1643000,-2032000,268000,43000,,,2000,,,,,,,2956000,1554000,2260000,2579000,1948000,1511000,1528000,1544000,5297000,564000,565000,2895000,10000000,,,
IncomeFinanceIncome_yy,,,,,85.71,-56.25,265.22,546.51,407.69,564.29,1094.05,-105.73,-81.06,71.51,-50.25,4909.09,602.00,-3.61,229.26,-484.12,-83.69,102.12,,,-99.25,-100.00,,,-100.00,,,,,,,,-2.77,-32.39,-40.13,171.92,-62.67,-63.02,87.50,88.79,-100.00,-100.00,-100.00
IncomeFinanceIncome_sy,,,,,55.81,-29.40,120.00,381.82,150.41,400.00,108.97,143.39,22.74,160.07,-45.83,28.42,-18.28,-19.51,88.92,-41.60,115.73,-9.33,,,-47.23,-19.05,,,22.74,,,,,,,,-30.20,86.91,-40.89,58.97,8.86,-15.18,72.31,64.29,-27.09,-16.67,-65.12
IncomeFinanceIncome_qq,,357.14,-82.03,-286.96,220.93,7.69,50.00,128.57,37.50,40.91,169.62,-101.10,554.55,1176.00,-21.79,6.01,-33.65,75.21,167.15,-223.68,,-83.96,-100.00,,,-100.00,,,,,,,,45.43,14.12,-24.47,-22.43,1.13,1.05,243.07,-89.35,0.18,412.39,245.42,-100.00,,
IncomeFinanceIncome_sq,,20.09,-46.20,8.25,48.12,45.26,2.52,69.23,-21.59,55.59,21.17,58.33,8.39,188.96,-74.82,253.07,-59.08,39.50,-30.94,107.79,,-14.86,6.86,,,27.38,,,,,,,,-21.47,0.40,13.24,125.00,-13.02,6.56,-11.77,5.25,-50.90,-37.17,94.53,56.54,,
IncomeFinanceCosts,283000,423000,237000,195000,222000,193000,212000,225000,173000,178000,197000,492000,355000,241000,47000,77000,56000,74000,113000,16000,875000,2000,2000,4000,11000,7000,2000,4000,10000,4000,1000,0,1000,1000,1000,12000,3903000,0,0,5306000,17000,269000,133000,21321000,,,39000
IncomeFinanceCosts_yy,,,,,-21.55,-54.37,-10.55,15.38,-22.07,-7.77,-7.08,118.67,105.20,35.39,-76.14,-84.35,-84.23,-69.29,140.43,-79.22,674.34,-87.50,,,-98.74,250.00,,,-9.09,-42.86,-90.00,-100.00,,,,,390200.00,-100.00,-100.00,44116.67,-99.56,,,301.83,-100.00,-100.00,-70.68
IncomeFinanceCosts_sy,,,,,-39.81,-30.76,78.04,34.71,21.06,5.17,-7.08,78.19,30.61,69.33,72.18,265.82,77.32,14.36,-2.50,-62.74,3.67,3.72,,,43.26,-8.71,,,-42.84,-13.77,-50.87,43.18,,,,,1.98,-17.09,-38.02,-9.24,0.86,,,58.11,12.50,19.89,-40.84
IncomeFinanceCosts_qq,,49.47,-43.97,-17.72,13.85,-13.06,9.84,6.13,-23.11,2.89,10.67,149.75,-27.85,-32.11,-80.50,63.83,-27.27,32.14,52.70,-85.84,,-99.77,,100.00,175.00,-36.36,-71.43,100.00,150.00,-60.00,,-100.00,,,,1100.00,32425.00,-100.00,,,-99.68,1482.35,-50.56,15930.83,-100.00,,
IncomeFinanceCosts_sq,,-6.58,-46.61,226.87,-29.33,3.63,9.84,32.08,-17.55,7.04,-6.59,79.04,-27.12,34.87,-1.96,248.19,-37.87,-20.14,-9.44,26.40,,1.76,,4.89,56.89,-31.34,-2.65,0.70,0.76,0.98,,73.54,,,,46.61,14.36,-25.51,,,-4.89,-2.91,-15.57,119.59,-17.27,,
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,2575000,,,,,,,,,,,-1000,8000,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.00,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-821000,-1556000,-884000,124000,-435000,-18000,-125000,-1532000,401000,258000,365000,1097000,18000,862000,-2139000,-3053000,-2588000,-2306000,-1058000,84000,10570000,-4001000,1590000,1198000,-878000,1763000,-1583000,3686000,-425000,-1384000,-30212000,31311000,1453000,1173000,1914000,1907000,-3061000,1613000,1559000,166000,648000,266000,2807000,9611000,-893000,85000,-110000
IncomeNetGrossProfit_yy,,,,,47.02,98.84,85.86,-1335.48,192.18,1533.33,392.00,171.61,-95.51,234.11,-686.03,-378.30,-14477.78,-367.52,50.54,102.75,1099.05,-4863.10,,,-108.31,144.06,-199.56,207.68,51.59,-178.50,-7008.71,2362.36,,,,,-310.67,37.51,-18.55,-91.30,121.17,-83.51,80.05,5689.76,-237.81,-68.05,-103.92
IncomeNetGrossProfit_sy,,,,,-32.38,18.98,26.24,-42.74,68.89,51.90,99.06,27.27,28.49,-2.41,-4.74,-72.93,-117.46,-14.10,-51.62,15.87,131.22,58.33,,,-15.79,8.53,-6.58,-19.94,18.58,-13.82,24.49,30.92,,,,,-9.14,13.90,-17.32,-3.18,-39.58,-5.04,15.10,-0.68,-6.99,38.48,-27.34
IncomeNetGrossProfit_qq,,-89.52,43.19,114.03,-450.81,95.86,-594.44,-1125.60,126.17,-35.66,41.47,200.55,-98.36,4688.89,-348.14,-42.73,15.23,10.90,54.12,107.94,,-137.85,139.74,-24.65,-173.29,300.80,-189.79,332.85,-111.53,-225.65,,203.64,,-19.27,63.17,-0.37,-260.51,152.70,-3.35,-89.35,290.36,-58.95,955.26,242.39,-109.29,109.52,-229.41
IncomeNetGrossProfit_sq,,32.75,-1.16,23.39,-76.89,95.86,-1.12,82.22,-9.31,47.88,-37.08,26.67,-53.22,27.32,-40.88,-25.04,8.34,72.02,-53.54,47.44,,69.16,-82.87,142.35,-56.87,93.97,-86.35,77.08,-35.20,44.40,,64.12,,125.84,-43.45,33.18,-86.70,147.44,-33.58,23.45,-101.26,101.80,-26.02,13.97,-84.28,119.02,-120.38
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-821000,-1556000,-884000,124000,-435000,-18000,-125000,-1532000,401000,258000,365000,1097000,18000,862000,-2139000,-3053000,-2588000,-2306000,-1058000,84000,10570000,-4001000,1590000,1198000,-878000,1763000,-1583000,3686000,-425000,-1384000,-30212000,31311000,1453000,1173000,1914000,1907000,-3061000,1613000,1559000,166000,648000,266000,2807000,9611000,-893000,85000,-110000
IncomeBeforeTaxProfit_yy,,,,,47.02,98.84,85.86,-1335.48,192.18,1533.33,392.00,171.61,-95.51,234.11,-686.03,-378.30,-14477.78,-367.52,50.54,102.75,1099.05,-4863.10,,,-108.31,144.06,-199.56,207.68,51.59,-178.50,-7008.71,2362.36,,,,,-310.67,37.51,-18.55,-91.30,121.17,-83.51,80.05,5689.76,-237.81,-68.05,-103.92
IncomeBeforeTaxProfit_sy,,,,,-31.47,18.98,26.24,-42.74,68.89,51.90,99.06,27.27,28.49,-2.41,-4.74,-72.93,-117.46,-14.10,-51.62,15.87,143.72,58.33,,,-15.79,8.53,-6.58,-19.94,18.58,-13.82,24.49,30.92,,,,,-9.14,13.90,-20.01,-3.18,-39.58,-5.04,15.10,-0.68,-6.99,38.48,-27.34
IncomeBeforeTaxProfit_qq,,-89.52,43.19,114.03,-450.81,95.86,-594.44,-1125.60,126.17,-35.66,41.47,200.55,-98.36,4688.89,-348.14,-42.73,15.23,10.90,54.12,107.94,,-137.85,139.74,-24.65,-173.29,300.80,-189.79,332.85,-111.53,-225.65,,203.64,,-19.27,63.17,-0.37,-260.51,152.70,-3.35,-89.35,290.36,-58.95,955.26,242.39,-109.29,109.52,-229.41
IncomeBeforeTaxProfit_sq,,32.75,-1.16,23.39,-66.66,95.86,-1.12,82.22,-9.31,47.88,-37.08,27.11,-53.22,27.32,-40.88,-25.04,8.34,89.56,-53.54,47.44,,69.16,-82.87,142.35,-56.87,93.97,-86.35,77.08,-35.20,44.40,,64.12,,129.04,-43.45,33.18,-86.70,147.44,-33.58,23.45,-101.26,101.80,-26.02,13.97,-84.28,119.02,-120.38
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-810000,-1546000,-873000,107000,-432000,-15000,-122000,-1955000,401000,255000,369000,610000,19000,936000,-2138000,-2692000,-2650000,-1414000,-876000,-38000,9460000,-4029000,1288000,911000,-703000,906000,-1583000,3346000,-425000,-1133000,-30212000,31311000,1453000,1173000,1914000,1867000,-3061000,1613000,1559000,166000,648000,266000,2807000,9611000,-893000,85000,-110000
IncomeNetProfit_yy,,,,,46.67,99.03,86.03,-1927.10,192.82,1800.00,402.46,131.20,-95.26,267.06,-679.40,-541.31,-14047.37,-251.07,59.03,98.59,1179.91,-10502.63,,,-107.43,122.49,-222.90,267.29,39.54,-225.06,-7008.71,2863.55,,,,,-310.67,37.51,-18.55,-91.11,121.17,-83.51,80.05,5689.76,-237.81,-68.05,-103.92
IncomeNetProfit_sy,,,,,-31.47,31.30,19.58,-33.35,68.89,52.44,104.00,27.31,52.72,-5.78,-11.16,-78.49,-201.64,-24.30,-53.12,22.88,134.96,74.28,,,-10.96,2.60,-3.99,-8.63,9.48,-8.52,26.10,59.66,,,,,-2.36,24.68,-19.17,-3.50,-93.75,2.61,22.30,16.46,-14.01,27.94,-27.12
IncomeNetProfit_qq,,-90.86,43.53,112.26,-503.74,96.53,-713.33,-1502.46,120.51,-36.41,44.71,65.31,-96.89,4826.32,-328.42,-25.91,1.56,46.64,38.05,95.66,,-142.59,131.97,-29.27,-177.17,228.88,-274.72,311.37,-112.70,-166.59,,203.64,,-19.27,63.17,-2.46,-263.95,152.70,-3.35,-89.35,290.36,-58.95,955.26,242.39,-109.29,109.52,-229.41
IncomeNetProfit_sq,,4.70,15.90,38.66,-67.67,88.68,-8.09,136.89,-31.08,54.40,-31.61,34.49,-53.72,26.94,-56.06,-14.46,-4.87,87.74,-64.30,37.86,,66.99,-83.87,159.34,-57.83,118.61,-90.87,99.77,-54.16,40.08,,63.97,,177.16,-30.50,34.70,-79.16,147.44,-41.18,18.69,-87.98,145.54,-28.24,-26.81,-67.35,112.20,-118.57
IncomeShareholderNetProfit,-810000,-1546000,-873000,107000,-432000,-15000,-122000,-1955000,401000,255000,369000,610000,19000,936000,-2138000,-2692000,-2650000,-1414000,-876000,-38000,9460000,-4029000,1288000,911000,-703000,906000,-1583000,3346000,-425000,-1133000,-30212000,31311000,1453000,1173000,1914000,1867000,-3061000,1613000,1559000,166000,648000,266000,2807000,9611000,-893000,85000,-110000
IncomeShareholderNetProfit_yy,,,,,46.67,99.03,86.03,-1927.10,192.82,1800.00,402.46,131.20,-95.26,267.06,-679.40,-541.31,-14047.37,-251.07,59.03,98.59,1179.91,-10502.63,,,-107.43,122.49,-222.90,267.29,39.54,-225.06,-7008.71,2863.55,,,,,-310.67,37.51,-18.55,-91.11,121.17,-83.51,80.05,5689.76,-237.81,-68.05,-103.92
IncomeShareholderNetProfit_sy,,,,,-31.47,31.30,19.38,-32.58,68.89,50.97,110.50,27.32,52.72,-5.78,-7.09,-68.44,-193.87,-13.54,-55.30,20.65,134.95,74.28,,,-12.25,5.63,-2.30,-8.63,8.20,-10.79,40.18,58.76,,,,,-2.36,22.74,-19.17,-4.68,-78.45,2.61,22.30,21.35,-14.01,27.03,-27.12
IncomeShareholderNetProfit_qq,,-90.86,43.53,112.26,-503.74,96.53,-713.33,-1502.46,120.51,-36.41,44.71,65.31,-96.89,4826.32,-328.42,-25.91,1.56,46.64,38.05,95.66,,-142.59,131.97,-29.27,-177.17,228.88,-274.72,311.37,-112.70,-166.59,,203.64,,-19.27,63.17,-2.46,-263.95,152.70,-3.35,-89.35,290.36,-58.95,955.26,242.39,-109.29,109.52,-229.41
