,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,,,,,,,,,,0,0,0,0,142000,83000,69000,77000,83000,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,-41.55,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,-17.11,-1.16,-49.20,-15.65,4.58,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,-41.55,-16.87,11.59,7.79,-100.00,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,-41.55,5.56,-9.05,6.96,-32.08,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,3957000,1477000,1719000,,6273000,1889000,1947000,2485000,2662000,2546000,3331000,3536000,4356000,3073000,3859000,4028000,1584000,3620000,4097000,5991000,7839000,4569000,7016000,-80000,3708000,2923000,1824000,2930000,-1717000,5400000,531000,1564000,215000,1378000,3156000,1281000,880000,810000,524000
IncomeAdministrativExpenses_yy,,,,,,58.53,27.89,13.26,,-57.56,34.78,71.08,42.29,63.64,20.70,15.85,13.91,-63.64,17.80,6.17,48.73,394.89,26.22,71.25,-101.34,-52.70,-36.03,-74.00,3762.50,-146.31,84.74,-70.89,-46.62,112.52,-74.48,494.35,-18.09,309.30,-41.22,-83.40
IncomeAdministrativExpenses_sy,,,,,,-13.42,-7.85,-4.58,,-10.60,16.60,3.52,14.66,-14.66,-0.67,12.24,-2.83,14.80,-1.11,-1.44,7.92,-2.68,5.46,-3.84,-39.19,-21.00,-8.60,-7.26,15.83,6.49,9.10,6.04,-10.63,31.00,0.56,-2.78,-0.62,2.15,6.32,12.78
IncomeAdministrativExpenses_qq,,,-62.67,16.38,-100.00,,-69.89,3.07,27.63,7.12,-4.36,30.83,6.15,23.19,-29.45,25.58,4.38,-60.68,128.54,13.18,46.23,30.85,-41.71,53.56,-101.14,4735.00,-21.17,-37.60,60.64,-158.60,414.50,-90.17,194.54,-86.25,540.93,129.03,-59.41,-31.30,-7.95,-35.31
IncomeAdministrativExpenses_sq,,,-27.72,17.66,-34.64,,-24.62,3.07,-11.71,25.54,-5.45,3.58,-4.82,5.35,-4.64,2.03,-6.19,16.88,-0.50,4.30,-3.75,20.98,-18.88,-0.68,-16.68,41.74,-21.54,1.80,1.18,19.27,-12.98,2.99,-1.56,25.70,-11.86,3.08,-7.42,18.59,-8.68,2.18
IncomeGrossProfit,-1063000,1063000,-353000,539000,-832000,2192000,-582000,2363000,217000,2104000,546000,1835000,1593000,6801000,1796000,2142000,1289000,4540000,1366000,2119000,2579000,3846000,2719000,3302000,-9787000,2677000,2348000,-352000,377000,-6192000,5511000,-9630000,-418000,-3718000,-917000,-2962000,-315000,-192000,-34000,-33000
IncomeGrossProfit_yy,,,,,21.73,106.12,-64.87,338.40,126.08,-4.01,193.81,-22.34,634.10,223.24,228.94,16.73,-19.08,-33.25,-23.94,-1.07,100.08,-15.29,99.05,55.83,-479.49,-30.40,-13.64,-110.66,103.85,-331.30,134.71,-2635.80,-210.88,39.95,-116.64,69.24,24.64,94.84,96.29,98.89
IncomeGrossProfit_sy,,,,,-15.94,31.57,42.19,62.17,112.26,34.25,32.20,9.48,-11.82,15.83,-48.06,-13.80,-18.48,-4.47,7.86,-0.58,5.52,-9.92,40.00,7.99,18.44,12.48,9.55,-4.21,28.72,12.10,-25.90,-29.63,-12.76,14.62,25.37,26.49,23.82,11.53,14.63,15.73
IncomeGrossProfit_qq,,200.04,-133.19,252.69,-254.36,363.46,-126.55,506.01,-90.82,869.59,-74.05,236.08,-13.19,326.93,-73.59,19.27,-39.82,252.21,-69.91,55.12,21.71,49.13,-29.30,21.44,-396.40,127.35,-12.29,-114.99,207.10,-1742.44,189.00,-274.74,95.66,-789.47,75.34,-223.01,89.37,39.05,82.29,2.94
IncomeGrossProfit_sq,,0.51,-67.22,-36.35,-15.53,57.31,-8.21,-3.90,29.92,27.58,-30.46,-2.02,2.52,113.13,-77.66,11.96,-14.36,154.45,-50.60,31.46,-28.97,45.43,-19.04,1.58,8.35,-7.35,-0.37,25.44,-12.31,28.14,-41.00,17.58,-28.01,51.47,-27.52,12.59,-2.63,35.09,-27.63,14.79
IncomeOtherOperatingIncome,,0,3000,11000,,80000,121000,1245000,460000,2444000,385000,534000,546000,-645000,36000,20000,232000,1224000,997000,1277000,1613000,2928000,664000,1089000,845000,3174000,78000,204000,12000,1565000,216000,29000,42000,525000,40000,8110000,-1026000,1803000,11000,18096000
IncomeOtherOperatingIncome_yy,,,,,,17291.30,3933.33,11218.18,,2955.00,218.18,-57.11,18.70,-126.39,-90.65,-96.25,-57.51,289.77,2669.44,6285.00,595.26,139.22,-33.40,-14.72,-47.61,8.40,-88.25,-81.27,-98.58,-50.69,176.92,-85.78,250.00,-66.45,-81.48,27865.52,-2542.86,243.43,-72.50,123.13
IncomeOtherOperatingIncome_sy,,,,,,13.16,36.08,195.75,,122.60,-6.06,-68.02,-23.81,-55.31,-19.14,25.90,-6.77,115.55,13.42,7.11,14.16,69.32,-5.24,-15.20,-32.24,-40.46,31.10,-3.00,-23.08,44.85,55.26,26.70,163.33,25.81,-44.38,0.44,-5.28,-65.21,-8.50,8.56
IncomeOtherOperatingIncome_qq,,,552.17,266.67,-100.00,,51.25,928.93,-63.05,431.30,-84.25,38.70,2.25,-218.13,105.58,-44.44,1060.00,427.59,-18.55,28.08,26.31,81.53,-77.32,64.01,-22.41,275.62,-97.54,161.54,-94.12,12941.67,-86.20,-86.57,44.83,1150.00,-92.38,20175.00,-112.65,275.73,-99.39,164409.09
IncomeOtherOperatingIncome_sq,,,9.56,-19.31,24.96,,24.32,33.25,-67.07,57.62,-84.25,-40.25,33.11,11.96,9.68,1.93,5.79,112.48,-12.40,27.00,-3.28,139.99,-75.09,-3.01,5.00,138.10,-24.00,58.62,-52.96,150.36,-20.48,-24.58,-10.43,223.50,-69.75,19.58,-28.57,88.27,18.83,-13.90
IncomeOtherOperatingCosts,,6000,12000,13000,,392000,79000,55000,179000,1916000,112000,588000,66000,944000,137000,241000,115000,792000,374000,321000,702000,3748000,375000,1340000,661000,1366000,310000,611000,-606000,159000,10000,420000,32000,7738000,69000,179000,2096000,2036000,494000,428000
IncomeOtherOperatingCosts_yy,,,,,,6612.33,558.33,323.08,,388.78,41.77,969.09,-63.13,-50.73,22.32,-59.01,74.24,-16.10,172.99,33.20,510.43,373.23,0.27,317.45,-5.84,-63.55,-17.33,-54.40,-191.68,-88.36,-96.77,-31.26,105.28,4766.67,590.00,-57.38,6450.00,-73.69,615.94,139.11
IncomeOtherOperatingCosts_sy,,,,,,-7.57,-1.04,48.61,,104.84,41.77,-37.70,4.53,-50.73,22.32,3.69,28.49,103.27,68.44,-32.28,-48.08,42.78,-1.15,-23.71,201.33,58.66,96.45,8.70,-40.78,-56.04,-44.88,-1.89,17.13,87.84,117.90,-18.89,4.94,-51.32,16.07,139.11
IncomeOtherOperatingCosts_qq,,,105.48,8.33,-100.00,,-79.85,-30.38,225.45,970.39,-94.15,425.00,-88.78,1330.30,-85.49,75.91,-52.28,588.70,-52.78,-14.17,118.69,433.90,-89.99,257.33,-50.67,106.66,-77.31,97.10,-199.18,126.24,-93.71,4100.00,-92.38,24081.25,-99.11,159.42,1070.95,-2.86,-75.74,-13.36
IncomeOtherOperatingCosts_sq,,,-66.46,39.27,14.92,,-79.85,-14.42,-41.48,107.20,-93.32,-12.50,-2.74,207.49,-85.49,100.00,-24.11,340.15,-73.70,36.04,-29.24,609.89,-87.55,32.92,-19.35,124.89,-69.72,-26.64,-10.46,127.46,-63.69,193.74,-39.37,554.66,-65.12,10.12,1.68,815.76,-66.55,62.13
IncomeEBIT,,245000,-362000,537000,,1234000,-540000,3553000,498000,2632000,819000,1781000,2073000,5212000,1695000,1921000,1406000,4972000,1989000,3075000,3490000,3026000,3008000,3051000,-9603000,4485000,2116000,-759000,995000,-4786000,5717000,-10021000,-408000,-10931000,-946000,4969000,-3437000,-425000,-517000,17635000
IncomeEBIT_yy,,,,,,403.55,-49.17,561.64,,113.29,251.67,-49.87,316.27,98.02,106.96,7.86,-32.18,-4.60,17.35,60.07,148.22,-39.14,51.23,-0.78,-375.16,48.22,-29.65,-124.88,110.36,-206.71,170.18,-1220.29,-141.01,-128.40,-116.55,149.59,-742.40,96.11,45.35,254.90
IncomeEBIT_sy,,,,,,-40.84,25.24,67.85,,86.24,8.47,9.48,-4.58,60.56,-35.67,7.86,-32.18,-36.72,10.94,11.48,8.21,69.69,33.72,-10.14,-5.38,-42.14,-0.32,77.31,54.64,69.23,-1.38,-30.16,-17.83,12.67,8.14,-1.59,2.82,-1.97,45.35,32.54
IncomeEBIT_qq,,,-247.72,248.34,-100.00,,-143.76,757.96,-85.98,428.51,-68.88,117.46,16.40,151.42,-67.48,13.33,-26.81,253.63,-60.00,54.60,13.50,-13.30,-0.59,1.43,-414.75,146.70,-52.82,-135.87,231.09,-581.01,219.45,-275.28,95.93,-2579.17,91.35,625.26,-169.17,87.63,-21.65,3511.03
IncomeEBIT_sq,,,54.79,-23.58,-6.57,,54.24,5.52,11.64,-0.57,-40.16,-36.90,16.40,135.68,-81.97,4.97,-22.80,16.00,-16.62,18.90,-17.16,57.51,-33.31,-0.66,-7.78,14.04,12.62,36.11,-14.74,33.28,-36.57,10.14,-16.34,54.69,-14.24,13.08,-4.91,21.37,-7.21,55.66
IncomeFinanceIncome,,572000,79000,164000,,445000,165000,362000,39000,-296000,74000,85000,137000,1077000,167000,1206000,278000,-112000,129000,45000,130000,-31000,103000,185000,77000,599000,293000,422000,1122000,-280000,197000,1526000,266000,-1134000,136000,1940000,1196000,-936000,27000,206846000
IncomeFinanceIncome_yy,,,,,,-22.26,108.86,120.73,,-166.52,-55.15,-76.52,251.28,463.85,125.68,1318.82,102.92,-110.40,-22.75,-96.27,-53.24,72.32,-20.16,311.11,-40.77,2032.26,184.47,128.11,1357.14,-146.74,-32.76,261.61,-76.29,-305.00,-30.96,27.13,349.62,17.46,-80.15,10562.16
IncomeFinanceIncome_sy,,,,,,70.62,106.11,228.93,,-69.53,44.71,-75.11,100.00,91.82,40.25,-21.43,-18.12,-80.67,-27.64,-41.94,-59.29,42.42,-18.16,68.81,126.44,25.74,12.96,0.26,-19.66,-54.28,-19.06,-35.71,-76.29,7.88,-36.75,13.46,22.15,8.81,-33.38,-8.72
IncomeFinanceIncome_qq,,,-86.20,107.59,-100.00,,-62.92,119.39,-89.23,-858.97,125.00,14.86,61.18,686.13,-84.49,622.16,-76.95,-140.29,215.18,-65.12,188.89,-123.85,432.26,79.61,-58.38,677.92,-51.09,44.03,165.88,-124.96,170.36,674.62,-82.57,-526.32,111.99,1326.47,-38.35,-178.26,102.88,765996.29
IncomeFinanceIncome_sq,,,-30.63,96.33,7.96,,-54.39,-2.90,-84.98,6.80,13.31,15.10,36.96,101.16,-39.87,15.18,-49.34,-8.30,-19.83,-12.50,-46.15,28.12,-27.74,57.43,-34.04,13.57,-35.99,31.35,-27.38,-38.89,21.95,-12.65,-24.97,19.46,-5.56,-6.86,-6.67,,-20.04,28.57
IncomeFinanceCosts,,54000,,25000,,341000,58000,713000,310000,51000,217000,180000,276000,196000,458000,498000,494000,2406000,458000,552000,831000,577000,433000,827000,146000,161000,1022000,214000,1636000,986000,2165000,-772000,2419000,4184000,596000,353000,-147000,5360000,36000,7636000
IncomeFinanceCosts_yy,,,,,,529.04,,2752.00,,-85.04,274.14,-74.75,-10.97,284.31,111.06,176.67,78.99,1127.55,,10.84,68.22,-76.02,-5.46,49.82,-82.43,-72.10,136.03,-74.12,1020.55,512.42,111.84,-460.75,47.86,324.34,-72.47,145.73,-106.08,28.11,-93.96,2063.17
IncomeFinanceCosts_sy,,,,,,-37.31,,75.06,,15.08,96.22,61.54,91.72,18.90,26.24,-8.02,36.14,50.00,,23.99,-22.03,-3.45,15.20,10.55,3.30,79.17,81.09,-51.37,-35.18,-46.14,-24.00,19.84,34.48,149.00,-20.19,92.56,1.30,32.95,-17.58,2.75
IncomeFinanceCosts_qq,,,-100.00,,-100.00,,-82.99,1129.31,-56.52,-83.55,325.49,-17.05,53.33,-28.99,133.67,8.73,-0.80,387.04,-80.96,20.52,50.54,-30.57,-24.96,90.99,-82.35,10.27,534.78,-79.06,664.49,-39.73,119.57,-135.66,413.34,72.96,-85.76,-40.77,-141.64,3746.26,-99.33,21111.11
IncomeFinanceCosts_sq,,,-35.42,,-36.36,,-12.87,99.50,-58.52,152.05,-53.75,17.13,18.84,-2.56,-14.08,65.58,29.72,16.36,-54.73,32.70,-44.80,166.67,-27.83,55.60,-31.84,46.06,-43.96,-45.45,42.50,39.88,55.19,1.65,1.96,134.17,-17.26,-5.04,-15.84,317.57,-48.66,36.23
IncomeOtherIncome,,-28000,-17000,-16000,,15000,,,,353000,,,,,,,,,0,,,,13405000,-56000,4625000,-311000,,,,-2409000,,,,,130945000,0,0,-224444000,,942000
IncomeOtherIncome_yy,,,,,,154.35,100.00,100.00,,2253.33,,,,-100.00,,,,,,,,,,,,,-100.00,100.00,-100.00,-674.60,,,,100.00,,,,,-100.00,
IncomeOtherIncome_sy,,,,,,60.50,-70.59,79.05,,95.35,,,,34.36,,,,,,,,,,,,,-37.76,,-100.00,85.80,,,,-100.00,,,,,-53.12,
IncomeOtherIncome_qq,,,38.41,5.88,100.00,,-100.00,,,,-100.00,,,,,,,,,,,,,-100.42,8358.93,-106.72,100.00,,,,100.00,,,,,-100.00,,,100.00,
IncomeOtherIncome_sq,,,65.73,-15.88,100.00,,22.38,,,,-88.39,,,,,,,,,,,,,-75.37,3.15,-153.36,100.00,,,,-101.04,,,,,-100.00,,,68.30,
IncomeNetGrossProfit,-1343000,1343000,-300000,660000,-1047000,2040000,-433000,3202000,227000,2638000,676000,1686000,1934000,6093000,1404000,2629000,1190000,2454000,1660000,2568000,2789000,2418000,16083000,2353000,-5047000,4612000,1387000,-551000,481000,-8461000,3749000,-7723000,-2561000,-16249000,129539000,6556000,-2094000,-231165000,-526000,217787000
IncomeNetGrossProfit_yy,,,,,22.04,51.94,-44.33,385.15,121.68,29.31,256.12,-47.35,751.98,130.97,107.69,55.93,-38.47,-59.72,18.23,-2.32,134.37,-1.47,868.86,-8.37,-280.96,90.74,-91.38,-123.42,109.53,-283.46,170.30,-1301.63,-632.43,-92.05,3355.29,184.89,18.24,-1322.64,-100.41,3221.95
IncomeNetGrossProfit_sy,,,,,-27.99,-29.31,18.42,132.53,121.68,59.25,30.54,-20.98,1.06,75.91,-55.26,31.04,-83.68,-37.55,16.62,-0.06,12.26,17.78,23.97,12.84,0.84,-92.08,-7.17,136.44,-9.04,87.32,-2.15,-45.88,-12.42,2.30,46.91,4.30,37.96,4.42,37.58,32.32
IncomeNetGrossProfit_qq,,199.97,-122.34,320.00,-258.64,294.84,-121.23,839.49,-92.91,1062.11,-74.37,149.41,14.71,215.05,-76.96,87.25,-54.74,106.22,-32.36,54.70,8.61,-13.30,565.14,-85.37,-314.49,191.38,-69.93,-139.73,187.30,-1859.04,144.31,-306.00,66.84,-534.48,897.21,-94.94,-131.94,-10939.40,99.77,41504.37
IncomeNetGrossProfit_sq,,-26.85,71.69,-25.64,6.24,56.28,56.79,18.74,9.26,18.12,-18.09,-20.32,18.04,133.88,-86.01,77.92,-43.20,42.17,-26.73,39.22,-26.74,-9.43,-12.54,5.97,-26.40,-91.36,76.59,137.79,-64.50,33.88,8.08,12.73,-15.67,54.47,-14.58,-2.61,-0.36,-50.52,84.11,78.97
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-1343000,1343000,-300000,660000,-1047000,2040000,-433000,3202000,227000,2638000,676000,1686000,1934000,6093000,1404000,2629000,1190000,2454000,1660000,2568000,2789000,2418000,16083000,2353000,-5047000,4612000,1387000,-551000,481000,-8461000,3749000,-7723000,-2561000,-16249000,129539000,6556000,-2094000,-231165000,-526000,217787000
IncomeBeforeTaxProfit_yy,,,,,22.04,51.94,-44.33,385.15,121.68,29.31,256.12,-47.35,751.98,130.97,107.69,55.93,-38.47,-59.72,18.23,-2.32,134.37,-1.47,868.86,-8.37,-280.96,90.74,-91.38,-123.42,109.53,-283.46,170.30,-1301.63,-632.43,-92.05,3355.29,184.89,18.24,-1322.64,-100.41,3221.95
IncomeBeforeTaxProfit_sy,,,,,-27.99,-29.31,18.42,132.53,121.68,59.25,30.79,-20.98,1.06,75.91,-55.26,31.04,-83.68,-37.55,16.62,-0.06,12.26,17.78,23.97,12.84,0.84,-92.08,-7.17,136.44,-9.04,87.32,-2.15,-45.88,-12.42,2.30,46.91,4.30,37.96,4.42,37.58,32.32
IncomeBeforeTaxProfit_qq,,199.97,-122.34,320.00,-258.64,294.84,-121.23,839.49,-92.91,1062.11,-74.37,149.41,14.71,215.05,-76.96,87.25,-54.74,106.22,-32.36,54.70,8.61,-13.30,565.14,-85.37,-314.49,191.38,-69.93,-139.73,187.30,-1859.04,144.31,-306.00,66.84,-534.48,897.21,-94.94,-131.94,-10939.40,99.77,41504.37
IncomeBeforeTaxProfit_sq,,-26.85,71.69,-25.64,6.24,56.28,56.79,18.74,9.26,18.12,-18.09,-20.32,18.04,133.88,-86.01,77.92,-43.20,42.17,-26.73,39.22,-26.74,-9.43,-12.54,5.97,-26.40,-91.36,76.59,137.79,-64.50,33.88,8.08,12.73,-15.67,54.47,-14.58,-2.61,-0.36,-50.52,84.11,78.97
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,1857000,0,68000,,2101000,-561000,0,11830000,1647000,4820000,3904000,2107000,52747000,,11481000,2434000,-17914000,-979000,0,0,0,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,13.14,,-100.00,,-21.61,959.18,,-82.19,3102.61,-100.00,194.08,15.52,-133.96,,-100.00,-100.00,100.00,100.00,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,13.14,,,,-6.92,519.88,,-82.19,1527.80,639.22,147.04,56.46,-16.30,,-100.00,,,92.06,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,-100.00,,-100.00,,-126.70,100.00,,-86.08,192.65,-19.00,-46.03,2403.42,-100.00,,-78.80,-835.99,94.54,100.00,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,-100.00,,-133.41,,-58.94,100.00,,-86.08,136.72,-87.09,-51.22,1155.81,83.50,,-78.80,-317.99,-2.73,5.03,,,,
IncomeNetProfit,-1220000,1220000,-328000,420000,-1301000,2201000,-593000,2650000,79000,2042000,450000,1361000,1788000,4735000,1096000,2030000,1664000,3519000,1098000,2941000,2693000,8913000,14877000,2512000,2401000,6419000,5702000,3318000,2438000,43889000,3749000,3691000,-127000,-35443000,111373000,6775000,-2080000,-231278000,-533000,217794000
IncomeNetProfit_yy,,,,,-6.64,80.45,-80.79,530.95,106.07,-7.22,175.89,-48.64,2163.29,131.88,143.56,49.16,-6.94,-25.68,0.18,44.88,61.84,153.28,1254.92,-14.59,-10.84,-27.98,-61.67,32.09,1.54,583.74,-34.25,11.24,-105.21,-180.76,2870.74,83.55,-1537.80,-552.54,-100.48,3114.67
IncomeNetProfit_sy,,,,,-30.70,-2.84,18.56,109.30,125.06,57.82,33.04,-6.06,1.80,80.87,-52.84,40.02,-70.33,-28.49,14.87,-2.47,32.85,95.08,6.48,2.81,-5.38,-61.29,-16.11,130.51,1.54,78.95,2.93,-42.93,-27.64,17.40,9.51,7.71,39.50,-37.37,73.72,60.65
IncomeNetProfit_qq,,199.98,-126.89,228.05,-409.76,269.18,-126.94,546.88,-97.02,2484.81,-77.96,202.44,31.37,164.82,-76.85,85.22,-18.03,111.48,-68.80,167.85,-8.43,230.97,66.91,-83.11,-4.42,167.35,-11.17,-41.81,-26.52,1700.21,-91.46,-1.55,-103.44,-27807.87,414.23,-93.92,-130.70,-11019.13,99.77,40961.91
IncomeNetProfit_sq,,-27.44,70.56,-22.83,-3.58,55.20,58.48,-8.32,17.56,-10.20,-19.42,-19.52,58.13,133.31,-82.99,74.38,-47.58,41.38,-33.10,40.36,-32.45,72.95,-1.17,24.24,-49.74,-92.25,71.10,130.56,-69.43,26.10,-3.83,1.98,-17.58,137.62,-47.99,-5.30,-1.60,-46.57,85.88,100.76
IncomeShareholderNetProfit,-921000,921000,-329000,302000,-1182000,1564000,-661000,2024000,-256000,1431000,114000,928000,1088000,3002000,400000,1137000,1161000,4317000,840000,3163000,3380000,8342000,14494000,2653000,2921000,5011000,5496000,2856000,2868000,43162000,3749000,3691000,-127000,-35443000,111373000,6775000,-2080000,-231278000,-533000,217794000
IncomeShareholderNetProfit_yy,,,,,-28.34,69.90,-100.91,570.20,78.34,-8.50,117.25,-54.15,525.00,109.78,250.88,22.52,6.71,43.80,110.00,178.19,191.13,93.24,1625.48,-16.12,-13.58,-39.93,-62.08,7.65,-1.81,761.35,-31.79,29.24,-104.43,-182.12,2870.74,83.55,-1537.80,-552.54,-100.48,3114.67
IncomeShareholderNetProfit_sy,,,,,-28.34,-13.15,18.56,109.30,122.24,52.94,34.45,-22.64,10.88,80.87,-53.18,26.70,-74.67,-21.73,40.24,6.10,55.91,92.64,6.48,1.48,-14.04,-36.80,-16.04,130.51,-1.81,87.62,0.82,-30.09,-34.33,20.35,7.45,-3.11,43.67,-38.16,63.24,69.89
IncomeShareholderNetProfit_qq,,199.95,-135.74,191.79,-491.39,232.32,-142.26,406.20,-112.65,658.98,-92.03,714.04,17.24,175.92,-86.68,184.25,2.11,271.83,-80.54,276.55,6.86,146.80,73.75,-81.70,10.10,71.55,9.68,-48.03,0.42,1404.95,-91.31,-1.55,-103.44,-27807.87,414.23,-93.92,-130.70,-11019.13,99.77,40961.91
IncomeShareholderNetProfit_sq,,-33.00,70.56,-22.83,1.27,48.28,56.64,-7.86,17.57,-11.21,-19.42,-19.74,55.59,130.17,-86.88,71.21,-47.72,79.30,-33.10,40.36,-32.45,60.08,-1.17,24.97,-49.74,-92.25,71.10,130.56,-71.10,28.24,-5.44,25.71,-17.56,157.78,-47.29,4.22,-0.94,-46.07,84.50,98.47
BalanceNoncurrentAssets,1528000,679000,1103000,994000,1016000,1803000,2303000,2737000,,3445000,3490000,6900000,,10137000,11158000,11098000,12123000,15700000,19872000,20942000,22308000,35041000,36340000,38443000,21800000,27904000,23594000,24161000,14649000,13389000,13870000,15870000,12667000,5068000,2629000,2468000,2479000,2121000,2113000,2991000
