,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,4882000,5256000,5582000,7970000,9441000,7640000,9237000,10847000,10237000,13044000,12377000,13878000,12456000,16454000,14808000,15627000,14421000,23496000,18195000,21835000,18927000,20840000,19651000,21909000,21079000,20699000,21650000,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,93.38,45.36,65.48,36.10,8.43,70.73,33.99,27.94,21.68,26.14,19.64,12.60,15.78,42.80,22.87,39.73,31.25,-11.30,8.00,0.34,11.37,-0.68,10.17,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,84.88,47.25,76.06,56.63,42.37,50.44,37.04,36.84,39.52,17.54,17.95,2.44,-1.88,3.14,8.40,7.88,9.16,9.67,6.90,6.31,15.98,18.10,14.87,11.00,3.56,13.18,9.79,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,7.66,6.20,42.78,18.46,-19.08,20.90,17.43,-5.62,27.42,-5.11,12.13,-10.25,32.10,-10.00,5.53,-7.72,62.93,-22.56,20.01,-13.32,10.11,-5.71,11.49,-3.79,-1.80,4.59,-100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,27.28,5.01,53.65,-0.01,10.66,10.25,31.16,-6.70,17.68,-3.19,30.56,-8.74,7.58,-6.94,13.91,-11.28,6.53,2.69,10.47,-12.12,8.62,-2.04,14.44,-6.59,7.97,0.26,8.91,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,2326000,2697000,3270000,3901000,4554000,6439000,5764000,6228000,5687000,5891000,6136000,7173000,4535000,5813000,4608000,5084000,4254000,,,,,,,,,,,86087000,20574000,22597000,22594000,25005000,24441000,27365000,26443000,29394000,26635000,27734000,27169000,33335000,28012000,30680000,29079000,-22556000,15965000,18519000,58024000,-22664000,16921000,18550000
IncomeAdministrativExpenses_yy,,,,,95.79,138.75,76.27,59.65,24.88,-8.51,6.45,15.17,-20.26,-1.32,-24.90,-29.12,-6.20,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,-70.95,18.80,21.10,17.04,17.55,8.98,1.35,2.75,13.41,5.17,10.62,7.03,-167.66,-43.01,-39.64,99.54,-0.48,5.99,0.17
IncomeAdministrativExpenses_sy,,,,,50.40,62.19,27.85,53.21,35.04,17.00,31.86,21.84,5.69,-2.50,-5.72,-26.67,-7.36,-2.30,-7.59,-1.96,-7.57,,,,,,,,,,,-5.74,-2.36,18.22,-0.24,5.56,8.98,11.70,14.94,8.94,7.61,10.59,0.20,14.98,12.23,12.42,6.59,-0.05,3.83,-1.75
IncomeAdministrativExpenses_qq,,15.95,21.25,19.30,16.74,41.39,-10.48,8.05,-8.69,3.59,4.16,16.90,-36.78,28.18,-20.73,10.33,-16.33,-100.00,,,,,,,,,,,-76.10,9.83,-0.01,10.67,-2.26,11.96,-3.37,11.16,-9.39,4.13,-2.04,22.69,-15.97,9.52,-5.22,-177.57,170.78,16.00,213.32,-139.06,174.66,9.63
IncomeAdministrativExpenses_sq,,7.16,18.20,15.40,16.74,18.58,-7.98,40.18,-7.48,10.58,3.78,20.54,-13.68,-2.15,-3.76,19.08,-16.11,-1.31,,,,,,,,,,,-4.56,4.46,0.03,-1.86,-5.04,11.96,-0.39,10.18,-3.50,5.02,-1.14,0.44,-6.66,2.94,3.09,24.79,-10.90,16.00,-6.22,9.10,-5.88,7.89
IncomeGrossProfit,4243000,605000,2560000,2923000,5226000,-229000,3871000,5366000,7152000,-116000,4805000,11000,-1630000,-1393000,-1860000,1857000,-1314000,3458000,3137000,2670000,-1936000,-1445000,-438000,1945000,-292000,615000,69000,2026000,-383000,2117000,2134000,4262000,1729000,6329000,1540000,-1459000,587000,5216000,241000,5529000,336000,5394000,-1599000,8012000,1221000,4000000,-5680000,5545000,-5538000,-6006000
IncomeGrossProfit_yy,,,,,23.17,-137.85,51.21,83.58,36.85,49.34,24.13,-99.80,-122.79,-1100.86,-138.71,16781.82,19.39,348.24,268.66,43.78,-47.34,-141.79,-113.96,-27.15,84.92,142.56,115.75,4.16,-31.16,244.23,2992.75,110.37,551.44,198.96,-27.84,-134.23,-66.05,-17.59,-84.35,478.96,-42.76,3.41,-763.49,44.91,263.39,-25.84,-255.22,-30.79,-553.56,-250.15
IncomeGrossProfit_sy,,,,,24.95,44.16,45.93,43.09,25.19,49.34,14.31,-56.69,-114.40,-21.17,-53.57,21.26,35.06,39.87,51.12,41.27,18.09,67.87,7.56,-3.18,14.48,-48.83,-34.83,-6.30,-31.16,39.45,23.94,109.40,47.01,14.84,35.06,-8.16,5.41,23.82,-14.36,11.18,-2.71,3.41,-10.77,12.45,-32.56,3.30,25.97,11.56,2.60,24.93
IncomeGrossProfit_qq,,-85.74,323.14,14.18,78.79,-104.38,1790.39,38.62,33.28,-101.62,4242.24,-99.77,-14918.18,14.54,-33.52,199.84,-170.76,363.17,-9.28,-14.89,-172.51,25.36,69.69,544.06,-115.01,310.62,-88.78,2836.23,-118.90,652.74,0.80,99.72,-59.43,266.05,-75.67,-194.74,140.23,788.59,-95.38,2194.19,-93.92,1505.36,-129.64,601.06,-84.76,227.60,-242.00,197.62,-199.87,-8.45
IncomeGrossProfit_sq,,1.76,68.74,32.91,-19.65,40.81,16.68,78.17,-60.84,45.01,-24.29,23.21,-105.66,74.00,-37.44,159.69,-73.41,135.61,20.95,79.53,-86.33,167.62,-5.74,81.01,-69.48,91.01,-50.34,62.46,-88.66,178.69,-24.59,99.72,-79.14,181.23,-9.96,27.36,-80.03,182.18,-38.05,100.87,-81.79,147.09,-53.28,76.79,-94.59,101.05,-5.92,44.84,-106.00,125.03
IncomeOtherOperatingIncome,11000,340000,82000,181000,35000,358000,240000,264000,302000,103000,242000,665000,143000,1580000,1337000,1207000,4170000,2541000,3715000,423000,2036000,408000,172000,3683000,1193000,1020000,2806000,894000,294000,221000,152000,2128000,103000,-15000,970000,1350000,692000,305000,662000,201000,88000,375000,178000,458000,60000,370000,1347000,-378000,1374000,225000
IncomeOtherOperatingIncome_yy,,,,,218.18,5.29,192.68,45.86,762.86,-71.23,0.83,151.89,-52.65,1433.98,452.48,81.50,2816.08,60.82,177.86,-64.95,-51.18,-83.94,-95.37,770.69,-41.40,150.00,1531.40,-75.73,-75.36,-78.33,-94.58,138.03,-64.97,-106.79,538.16,-36.56,571.84,2133.33,-31.75,-85.11,-87.28,22.95,-73.11,127.86,-31.82,-1.33,656.74,-182.53,2190.00,-39.19
IncomeOtherOperatingIncome_sy,,,,,125.55,5.29,22.20,45.86,48.15,19.33,41.48,8.42,174.39,132.52,0.64,65.50,12.30,-21.31,52.78,26.32,-17.60,-23.47,-14.95,82.77,6.26,11.80,-4.58,-23.71,16.60,8.49,45.34,65.13,4.07,-46.60,-35.49,-17.94,-26.60,15.93,-14.40,2.92,13.84,12.30,0.32,-8.62,-11.86,-11.46,-7.47,-6.81,26.46,-16.90
IncomeOtherOperatingIncome_qq,,2990.91,-75.88,120.73,-80.66,922.86,-32.96,10.00,14.39,-65.89,134.95,174.79,-78.50,1004.90,-15.38,-9.72,245.48,-39.06,46.20,-88.61,381.32,-79.96,-57.84,2041.28,-67.61,-14.50,175.10,-68.14,-67.11,-24.83,-31.22,1300.00,-95.16,-114.56,6566.67,39.18,-48.74,-55.92,117.05,-69.64,-56.22,326.14,-52.53,157.30,-86.90,516.67,264.05,-128.06,463.49,-83.62
IncomeOtherOperatingIncome_sq,,220.76,-23.97,105.46,-33.22,33.95,1.00,226.20,-47.99,-34.15,18.18,187.08,-43.49,60.21,-34.26,29.85,-16.74,-34.43,-1.48,57.26,-62.50,29.10,-16.37,108.41,-39.10,-41.24,7.56,-2.05,-0.99,10.87,41.75,0.21,-5.38,-3.84,-2.10,45.02,-48.74,4.06,-24.68,35.41,-26.42,12.30,-26.77,33.79,-34.03,47.56,-16.50,30.01,-6.19,-1.20
IncomeOtherOperatingCosts,26000,577000,43000,350000,230000,563000,323000,1581000,478000,1804000,853000,7771000,971000,5380000,2984000,12424000,2209000,3496000,2750000,-3151000,303000,1623000,639000,3021000,270000,737000,432000,520000,180000,247000,587000,1483000,456000,268000,339000,1000000,521000,452000,327000,1061000,307000,599000,483000,1037000,194000,521000,1055000,5511000,310000,3064000
IncomeOtherOperatingCosts_yy,,,,,784.62,-2.43,651.16,351.71,107.83,220.43,164.09,391.52,103.14,198.23,249.82,59.88,127.50,-35.02,-7.84,-125.36,-86.28,-53.58,-76.76,195.87,-10.89,-54.59,-32.39,-82.79,-33.33,-66.49,35.88,185.19,153.33,8.50,-42.25,-32.57,14.25,68.66,-3.54,6.10,-41.07,32.52,47.71,-2.26,-36.81,-13.02,118.43,431.44,59.79,488.10
IncomeOtherOperatingCosts_sy,,,,,61.40,61.93,46.78,80.53,54.46,31.54,20.04,147.27,96.88,177.40,86.67,-12.76,-29.02,-35.02,-9.91,-38.92,-6.28,3.28,7.95,-7.50,38.78,-14.62,-15.42,13.74,-16.18,6.45,12.52,-9.79,-26.64,-12.72,-17.06,7.00,-10.00,-7.75,-6.85,33.59,28.74,29.56,36.75,-2.26,-4.28,11.64,3.61,54.38,4.95,22.44
IncomeOtherOperatingCosts_qq,,2119.23,-92.55,713.95,-34.29,144.78,-42.63,389.47,-69.77,277.41,-52.72,811.02,-87.50,454.07,-44.54,316.35,-82.22,58.26,-21.34,-214.58,109.62,435.64,-60.63,372.77,-91.06,172.96,-41.38,20.37,-65.38,37.22,137.65,152.64,-69.25,-41.23,26.49,194.99,-47.90,-13.24,-27.65,224.46,-71.07,95.11,-19.37,114.70,-81.29,168.56,102.50,422.37,-94.37,888.39
IncomeOtherOperatingCosts_sq,,113.27,-56.81,519.31,-50.99,70.39,-21.48,271.47,-74.68,52.42,-17.71,356.31,-73.04,110.02,-20.51,86.38,-59.38,58.26,-43.20,60.76,-66.74,191.42,23.78,114.17,-46.78,3.53,-2.45,60.44,-71.67,104.87,11.23,78.72,-69.21,7.18,-4.52,156.19,-59.23,29.49,-17.03,212.60,-68.92,32.63,-20.26,123.42,-73.32,69.08,27.66,364.54,-75.28,76.88
IncomeEBIT,4228000,368000,2599000,2754000,5031000,-434000,3788000,4049000,6976000,-1817000,4194000,-7095000,-2458000,-5193000,-3507000,-9360000,647000,2503000,4102000,6244000,-203000,-2660000,-905000,2607000,631000,898000,2443000,2400000,-269000,2091000,1699000,4907000,1376000,6046000,2171000,-1109000,758000,5069000,576000,4669000,117000,5170000,-1904000,7433000,1087000,3849000,-5388000,-344000,-4474000,-8845000
IncomeEBIT_yy,,,,,18.99,-217.93,45.75,47.02,38.66,-318.66,10.72,-275.23,-135.24,-185.80,-183.62,-31.92,126.32,148.20,216.97,166.71,-131.38,-206.27,-122.06,-58.25,410.84,133.76,369.94,-7.94,-142.63,132.85,-30.45,104.46,611.52,189.14,27.78,-122.60,-44.91,-16.16,-73.47,521.01,-84.56,1.99,-430.56,59.20,829.06,-25.55,-182.98,-104.63,-511.59,-329.80
IncomeEBIT_sy,,,,,75.74,23.19,45.75,31.14,38.66,27.78,10.60,-48.34,-110.84,-37.42,-62.64,17.21,68.45,11.20,100.70,58.86,7.73,35.34,-24.99,14.26,-20.84,-32.22,11.28,5.38,-37.86,44.73,23.20,56.58,43.53,18.28,25.63,2.49,7.90,18.17,-20.51,1.70,-6.69,1.99,-13.34,2.20,-45.62,-0.49,8.21,21.26,0.41,31.29
IncomeEBIT_qq,,-91.30,606.25,5.96,82.68,-108.63,972.81,6.89,72.29,-126.05,330.82,-269.17,65.36,-111.27,32.47,-166.89,106.91,286.86,63.88,52.22,-103.25,-1210.34,65.98,388.07,-75.80,42.31,172.05,-1.76,-111.21,877.32,-18.75,188.82,-71.96,339.39,-64.09,-151.08,168.35,568.73,-88.64,710.59,-97.49,4318.80,-136.83,490.39,-85.38,254.09,-239.98,93.62,-1200.58,-97.70
IncomeEBIT_sq,,20.44,66.94,81.57,-8.89,54.14,-8.94,39.52,-58.60,24.21,-18.52,-10.30,-5.52,34.66,-24.86,75.74,-61.59,121.66,4.97,69.56,-90.49,128.60,-18.30,85.04,-75.32,61.87,-41.69,15.36,-82.45,170.59,-20.77,92.09,-77.30,150.53,-11.81,55.25,-78.59,118.91,-52.22,48.68,-82.46,112.71,-37.02,60.56,-85.38,98.68,-15.95,26.45,-93.86,130.10
IncomeFinanceIncome,,,,,,,,-10000,,,,,,,,,-578000,2987000,-2409000,481000,743000,-721000,15000,10000,821000,3147000,-3078000,-462000,0,361000,-111000,-222000,300000,-293000,43000,61000,300000,141000,348000,-573000,450000,531000,-490000,-390000,,,122000,,184000,495000
IncomeFinanceIncome_yy,,,,,,,,,,,,100.00,,,,,,,,,228.55,-124.14,100.62,-97.92,10.50,536.48,-20620.00,-4720.00,-100.00,-88.53,96.39,51.95,,-181.16,138.74,127.48,,148.12,709.30,-1039.34,50.00,276.60,-240.80,31.94,-100.00,-100.00,124.90,100.00,,
IncomeFinanceIncome_sy,,,,,,,,,,,,28.42,,,,,,,,,89.67,-39.61,-47.23,-19.05,15.13,8.12,22.74,21.69,-34.53,-12.42,-47.18,8.17,,-10.47,68.41,-1.27,,-28.90,-61.42,-79.84,-30.20,86.91,-40.89,58.97,8.86,-15.18,72.31,64.29,,
IncomeFinanceIncome_qq,,,,,,,,,100.00,,,,,,,,,616.78,-180.65,119.97,54.47,-197.04,102.08,-33.33,8110.00,283.31,-197.81,84.99,100.00,,-130.75,-100.00,235.14,-197.67,114.68,41.86,391.80,-53.00,146.81,-264.66,178.53,18.00,-192.28,20.41,100.00,,,-100.00,,169.02
IncomeFinanceIncome_sq,,,,,,,,,8.39,,,,,,,,,17.62,74.32,-14.86,6.86,-29.59,0.31,27.38,-15.92,-50.72,16.87,2.34,-6.41,,-24.53,64.29,-12.62,2.10,-2.90,30.93,13.32,-21.47,0.40,13.24,125.00,-13.02,6.56,-11.77,5.25,,,94.53,,-40.83
IncomeFinanceCosts,514000,1247000,92000,679000,690000,245000,841000,1018000,1069000,825000,1218000,6371000,3494000,505000,346000,2459000,,4438000,-628000,3333000,677000,1908000,3338000,1247000,1214000,1803000,1822000,648000,944000,960000,1242000,2918000,1903000,2053000,1617000,1716000,1837000,1636000,1078000,1121000,1168000,1036000,962000,-185000,1178000,910000,1253000,729000,972000,1267000
IncomeFinanceCosts_yy,,,,,34.24,-80.35,814.13,49.93,54.93,236.73,44.83,525.83,226.85,-38.79,-71.59,-61.40,-100.00,778.81,-281.50,35.54,,-57.01,631.53,-62.59,79.32,-5.50,-45.42,-48.04,-22.24,-46.76,-31.83,350.31,101.59,113.85,30.19,-41.19,-3.47,-20.31,-33.33,-34.67,-36.42,-36.67,-10.76,-116.50,0.86,-12.16,30.25,494.05,-17.49,39.23
IncomeFinanceCosts_sy,,,,,21.06,5.17,-7.08,78.19,30.61,69.33,72.18,265.82,77.32,14.36,-2.50,-62.74,-47.27,26.11,3.67,3.72,,-25.29,43.26,-8.71,1.06,6.02,-42.84,-13.77,-8.21,28.84,-50.87,43.18,-14.16,-40.56,100.00,47.56,19.47,-8.36,-32.18,-19.34,1.98,-17.09,-38.02,-9.24,0.86,5.73,7.46,58.11,12.50,19.89
IncomeFinanceCosts_qq,,142.61,-92.62,638.04,1.62,-64.49,243.27,21.05,5.01,-22.83,47.64,423.07,-45.16,-85.55,-31.49,610.69,-100.00,,-114.15,630.73,-79.69,181.83,74.95,-62.64,-2.65,48.52,1.05,-64.43,45.68,1.69,29.38,134.94,-34.78,7.88,-21.24,6.12,7.05,-10.94,-34.11,3.99,4.19,-11.30,-7.14,-119.23,736.76,-22.75,37.69,-41.82,33.33,30.35
IncomeFinanceCosts_sq,,3.63,9.84,32.08,-17.55,7.04,-6.59,79.04,-27.12,34.87,-1.96,248.19,-37.87,-20.14,-9.44,26.40,-31.92,,-19.69,1.76,-9.56,4.89,56.89,-31.34,-2.65,0.70,0.76,0.98,44.94,29.52,-59.74,73.54,-21.95,-16.73,26.05,15.00,-26.37,-10.57,8.20,46.61,14.36,-25.51,11.68,91.73,-4.89,-2.91,-15.57,119.59,-17.27,24.16
IncomeOtherIncome,,,,0,,,,,,0,0,0,,5522000,0,0,,,2408000,,,,,0,,,3364000,0,,,,,,,,,,,,,,,,,,,,-1452000,,-1420000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,-100.00,,,,,-100.00,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,96.56,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,-100.00,,,,,-100.00,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,100.00,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,99.67,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.20,
IncomeNetGrossProfit,3714000,-879000,2507000,2075000,4341000,-679000,2947000,3021000,5907000,-2642000,2976000,-13466000,-5952000,-176000,-3853000,-11819000,69000,1052000,4729000,984000,-137000,-5289000,-4228000,1370000,238000,2242000,907000,1290000,-1213000,1492000,346000,1767000,-227000,3700000,597000,-2764000,-779000,3574000,-154000,2975000,-601000,4665000,-3356000,7228000,-91000,2939000,-6519000,-2647000,-5262000,-11037000
IncomeNetGrossProfit_yy,,,,,16.88,22.75,17.55,45.59,36.07,-289.10,0.98,-545.75,-200.76,93.34,-229.47,12.23,101.16,697.73,222.74,108.33,-298.55,-602.76,-189.41,39.23,273.72,142.39,121.45,-5.84,-609.66,-33.45,-61.85,36.98,81.29,147.99,72.54,-256.42,-243.17,-3.41,-125.80,207.63,22.85,30.53,-2079.22,142.96,84.86,-37.00,-94.25,-136.62,-5682.42,-475.54
IncomeNetGrossProfit_sy,,,,,68.89,51.90,99.06,27.27,28.49,-2.41,-4.74,-72.93,-117.46,-14.10,-51.62,15.87,72.17,42.42,131.22,58.33,-2.23,55.58,-15.79,8.53,-6.58,-19.94,18.58,-13.82,-34.93,16.12,24.49,30.92,42.69,33.62,13.93,0.02,-9.94,22.01,8.27,8.11,-9.14,13.90,-17.32,-3.18,-39.58,-5.04,15.10,-0.68,-6.99,38.48
IncomeNetGrossProfit_qq,,-123.67,385.21,-17.23,109.20,-115.64,534.02,2.51,95.53,-144.73,212.64,-552.49,55.80,97.04,-2089.20,-206.75,100.58,1424.64,349.52,-79.19,-113.92,-3760.58,20.06,132.40,-82.63,842.02,-59.55,42.23,-194.03,223.00,-76.81,410.69,-112.85,1729.96,-83.86,-562.98,71.82,558.79,-104.31,2031.82,-120.20,876.21,-171.94,315.38,-101.26,3329.67,-321.81,59.40,-98.79,-109.75
IncomeNetGrossProfit_sq,,95.86,-1.12,82.22,-9.31,47.88,-37.08,26.67,-53.22,27.32,-40.88,-25.04,8.34,72.02,-53.54,47.44,-67.15,166.42,19.51,69.16,-82.87,142.35,-56.87,93.97,-86.35,77.08,-35.20,44.40,-85.36,99.41,-6.98,64.12,-98.22,149.36,-28.10,37.46,-82.12,125.84,-43.45,33.18,-86.70,147.44,-33.58,23.45,-101.26,101.80,-26.02,13.97,-84.28,119.02
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,3714000,-879000,2507000,2075000,4341000,-679000,2947000,3021000,5907000,-2642000,2976000,-13466000,-5952000,-176000,-3853000,-11819000,69000,1052000,4729000,984000,-137000,-5289000,-4228000,1370000,238000,2242000,907000,1290000,-1213000,1492000,346000,1767000,-227000,3700000,597000,-2764000,-779000,3574000,-154000,2975000,-601000,4665000,-3356000,7228000,-91000,2939000,-6519000,-2647000,-5262000,-11037000
IncomeBeforeTaxProfit_yy,,,,,16.88,22.75,17.55,45.59,36.07,-289.10,0.98,-545.75,-200.76,93.34,-229.47,12.23,101.16,697.73,222.74,108.33,-298.55,-602.76,-189.41,39.23,273.72,142.39,121.45,-5.84,-609.66,-33.45,-61.85,36.98,81.29,147.99,72.54,-256.42,-243.17,-3.41,-125.80,207.63,22.85,30.53,-2079.22,142.96,84.86,-37.00,-94.25,-136.62,-5682.42,-475.54
IncomeBeforeTaxProfit_sy,,,,,68.89,51.90,99.06,27.27,28.49,-2.41,-4.74,-72.93,-117.46,-14.10,-51.62,15.87,72.17,42.42,143.72,58.33,-2.23,55.58,-15.79,8.53,-6.58,-19.94,18.58,-13.82,-34.93,16.12,24.49,30.92,42.69,33.62,13.93,0.02,-9.94,22.01,8.27,8.11,-9.14,13.90,-20.01,-3.18,-39.58,-5.04,15.10,-0.68,-6.99,38.48
IncomeBeforeTaxProfit_qq,,-123.67,385.21,-17.23,109.20,-115.64,534.02,2.51,95.53,-144.73,212.64,-552.49,55.80,97.04,-2089.20,-206.75,100.58,1424.64,349.52,-79.19,-113.92,-3760.58,20.06,132.40,-82.63,842.02,-59.55,42.23,-194.03,223.00,-76.81,410.69,-112.85,1729.96,-83.86,-562.98,71.82,558.79,-104.31,2031.82,-120.20,876.21,-171.94,315.38,-101.26,3329.67,-321.81,59.40,-98.79,-109.75
