,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
BalanceNoncurrentAssets,5042000,,5496000,5452000,5298000,9491000,9343000,9291000,30096000,30413000,35068000,35923000,35563000,35536000,50570000,52294000,53739000,55348000,63201000,63210000,62453000,71769000,71334000,71307000,69164000,74300000,73994000,74056000,78645000,76443000,76092000,69806000,74551000,76666000,75769000,18949000,59000,,58000,54000
BalanceIntangibleAssets,54000,655000,645000,644000,7186000,7404000,7429000,7722000,8114000,7523000,9539000,10129000,10089000,10284000,11979000,12855000,12875000,14602000,14623000,14671000,14466000,14730000,14811000,15107000,15096000,15313000,15129000,13545000,13209000,13410000,13610000,194000,4572000,,4929000,4896000,4947000,7829000,7647000,7434000
BalanceProperty,21325000,21511000,25042000,25689000,25355000,25449000,34816000,35495000,37206000,38131000,44727000,43360000,42999000,44967000,44113000,44624000,45852000,46728000,47983000,48174000,47983000,48098000,47068000,45316000,44201000,43937000,43809000,14682000,,,,,,,,,0,0,,0
BalanceNoncurrentReceivables,12000,747000,105000,6000,6000,6000,6000,114000,5000,,,,,,,,,,,,,,,,,,,,0,0,0,,16000,17000,17000,17000,17000,433000,3163000,3163000
BalanceNoncurrInvestments,3163000,3186000,3186000,3187000,3187000,7666000,7718000,7426000,4736000,4846000,4846000,5032000,10157000,5198000,5260000,5154000,5225000,5294000,5372000,411000,,509000,502000,297000,1007000,1051000,1213000,1569000,1469000,1833000,2390000,2071000,2125000,3046000,3507000,3275000,3747000,3195000,3808000,3387000
BalanceOtherNoncurrentAssets,4534000,4880000,4585000,4110000,7996000,6354000,5743000,5409000,7834000,8635000,5791000,11916000,14025000,12978000,4073000,9590000,,10205000,10375000,10461000,23794000,33774000,34494000,65238000,58384000,61249000,67044000,56763000,53575000,58967000,61217000,59786000,67030000,77194000,70063000,74363000,104575000,96457000,96325000,106518000
BalanceCurrentAssets,116918000,112170000,96364000,106079000,120328000,124747000,124829000,121765000,135580000,135565000,100106000,627000,,376000,228000,358000,1429000,4548000,1111000,3444000,5998000,2899000,5044000,7093000,3821000,6388000,2570000,7476000,4526000,9906000,5179000,11923000,12043000,14711000,14253000,25957000,17005000,21761000,17204000,21957000
BalanceInventory,20109000,22468000,26926000,31764000,30862000,32708000,5320000,5744000,,4769000,4842000,3953000,18330000,16709000,26568000,53043000,45539000,49338000,53582000,45501000,47888000,50523000,57316000,50782000,59433000,65380000,56500000,56672000,88156000,79839000,76735000,61598000,90484000,84414000,71332000,62374000,92073000,94619000,87339000,82165000
BalanceCurrentReceivables,97384000,93352000,73013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953000,730000,590000,2157000,13301000,3672000,1551000,2913000,2410000
BalanceCurrentInvestments,507000,6694000,16677000,2617000,,5026000,4968000,5938000,3892000,12150000,6500000,8489000,6413000,8527000,8277000,3655000,1307000,1148000,995000,898000,2456000,1326000,7440000,4714000,3318000,861000,4013000,16006000,7815000,4447000,4986000,7797000,3725000,5343000,6766000,4884000,5957000,2328000,4257000,602000
BalanceCash,,34000,337000,212000,143000,367000,315000,262000,434000,485000,141000,514000,559000,908000,336000,630000,615000,582000,943000,1054000,1058000,1046000,1324000,2004000,884000,958000,685000,650000,749000,766000,885000,542000,870000,483000,838000,,,,,
BalanceOtherCurrentAssets,0,,0,0,2200000,3000000,5380000,797000,904000,1883000,1899000,1089000,1047000,1052000,1047000,2055000,2844000,2893000,2406000,2556000,,,,,,,,,1000,14632000,,15701000,15827000,15759000,33285000,43117000,45985000,98334000,94177000,97114000
BalanceAssetsForSale,103871000,94209000,91010000,110626000,114558000,114577000,123425000,142450000,136117000,139709000,178750000,170347000,167632000,175682000,191218000,186164000,170420000,184724000,196771000,200839000,194635000,196316000,212246000,211334000,119056000,10803000,,11092000,11266000,10309000,10510000,25499000,25833000,48955000,49966000,51040000,53798000,54040000,51577000,63063000
BalanceTotalAssets,62052000,62216000,63114000,64376000,63093000,63232000,64905000,66062000,67470000,67617000,69113000,70810000,69531000,69163000,70109000,69523000,72706000,70616000,73962000,74719000,-13880000,6792000,,6792000,6792000,6792000,6792000,9056000,9056000,15006000,15006000,15006000,15006000,15006000,15006000,20006000,20006000,20006000,20006000,20006000
BalanceCapital,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,20006000,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,,,,,,,,,,,3653000,,3653000,3653000,3726000,3750000,15955000,15862000,33210000,33971000,34799000,35794000,35747000,35907000,41941000,41850000,41799000,42392000,41969000,39981000,40087000,42461000,42497000
BalanceOwnShares,42769000,41980000,46730000,47119000,47403000,47413000,49470000,51596000,52273000,51178000,52779000,57653000,52880000,,,,,,,,,,,,,,,,0,0,0,4304000,4042000,3960000,3812000,6342000,5439000,5227000,9799000,9862000
BalanceReserve,10829000,10948000,10863000,10921000,9861000,9633000,8798000,7943000,4651000,4583000,4505000,4599000,1055000,609000,,971000,963000,962000,3961000,3894000,3646000,5112000,5490000,5057000,5738000,5301000,5265000,6381000,6307000,6722000,6852000,7678000,7969000,7842000,9602000,9072000,8584000,23249000,25487000,25843000
BalanceNonshareCapital,24504000,40975000,37413000,38716000,35108000,35014000,28678000,28258000,10981000,,,,,,,,0,0,,,436000,846000,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,0,0,0,,121000,66000,54000,131000,122000,142000,235000,197000,259000,914000,1919000,2777000,2174000,2540000,3207000,3333000,3998000,3927000,2153000,18125000,16828000,17711000,18012000,34692000,30179000,30065000,27025000
BalanceNoncurrentTradeLiabilities,26791000,20109000,18668000,7148000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986000,,,,,,,,
BalanceNoncurrentObligations,,,609000,,971000,963000,962000,3840000,3828000,3592000,4545000,4522000,4915000,5503000,5104000,5006000,5467000,4388000,3945000,4678000,5138000,4762000,4509000,5604000,5145000,5446000,5124000,8659000,8132000,6492000,6283000,7234000,8651000,8083000,8223000,8569000,9590000,3834000,3220000,
BalanceNoncurrentLeasing,3638000,3598000,4488000,18814000,13724000,16506000,44267000,38721000,41017000,44335000,34868000,34168000,36878000,42157000,41679000,49647000,64054000,59616000,63408000,94444000,85351000,80748000,73868000,85755000,78590000,66524000,64953000,80451000,84657000,82170000,86103000,105101000,103758000,120898000,2888000,,3060000,3241000,4113000,15555000
BalanceNoncurrentOtherLiabilities,10463000,12912000,37673000,33335000,34637000,37671000,27606000,23240000,22807000,29972000,27387000,33455000,38872000,37569000,46071000,57671000,49559000,51453000,48405000,48186000,45300000,38381000,44767000,54157000,58416000,58543000,55443000,67344000,60828000,58529000,,,,0,0,0,,2083000,1819000,1794000
BalanceCurrentLiabilities,3298000,2524000,2572000,2697000,4100000,7212000,10690000,10227000,12199000,11362000,22868000,13846000,11499000,29351000,27492000,24313000,22937000,31799000,27282000,23505000,17052000,21605000,22397000,21765000,21395000,24293000,27017000,43549000,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,528000,,,,,,,,,,,332000,,152000,152000,299000,776000,776000,756000,1297000,1235000,1411000,1223000,1176000,1213000
BalanceCurrentObligations,2046000,781000,1081000,933000,483000,1759000,1786000,1628000,1116000,1704000,927000,1094000,892000,1285000,915000,1209000,1065000,329000,1097000,2255000,1339000,4382000,0,,,426000,205000,76000,400000,666000,1044000,1999000,1627000,2397000,2744000,1986000,2503000,1335000,1177000,1012000
BalanceCurrentLeasing,3897000,1831000,6441000,4052000,5794000,7184000,2749000,1599000,4676000,5116000,3353000,2219000,3480000,2779000,1534000,8168000,11209000,14574000,14438000,14632000,0,0,15701000,15827000,15759000,0,33285000,43117000,45985000,0,98334000,94177000,97114000,0,103871000,94209000,91010000,110626000,114558000,114577000
BalanceCurrentOtherLiabilities,123425000,142450000,136117000,139709000,178750000,170347000,167632000,175682000,191218000,186164000,170420000,184724000,196771000,200839000,194635000,196316000,212246000,211334000,119056000,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-424000,1956000,976000,186000,52000,1985000,-341000,918000,-5782000,-3114000,5581000,-345000,576000,3597000,-5838000,4770000,-6886000,-830000,-1807000,2216000,-3485000,3709000,-2503000,15476000,-3518000,-8679000,1846000,6393000,-5957000,-3661000,124000,7363000,10327000,-12497000,-3295000,5589000,7924000,3755000,-2943000,-8766000
CashflowAmortization,125000,122000,134000,124000,146000,147000,145000,295000,302000,311000,309000,487000,555000,569000,611000,595000,610000,655000,845000,942000,714000,721000,861000,985000,982000,1170000,1188000,1243000,1123000,1128000,1051000,1131000,936000,1112000,992000,1019000,816000,814000,828000,844000
CashflowInvestingCashflow,-508000,-1741000,1254000,-221000,-110000,-200000,-211000,-2331000,-102000,-2485000,-15000,-26762000,-2597000,647000,-298000,-1471000,-1565000,-1176000,-12551000,-1734000,-2675000,-1180000,-4298000,-3540000,-434000,-2989000,-1460000,-1444000,-2005000,-194000,-2039000,-3676000,-6360000,9285000,5885000,-11000,-2116000,-66000,-3560000,11226000
CashflowCapex,508000,253000,306000,220000,110000,202000,238000,2334000,110000,289000,19000,26075000,293000,3938000,921000,367000,610000,1243000,13355000,-772000,2793000,1212000,4339000,3804000,363000,3553000,1571000,2112000,1782000,492000,2231000,1864000,6347000,-1024000,-460000,4815000,309000,364000,742000,1569000
CashflowFinancingCashflow,2234000,-1000,-1000,0,0,-815000,0,-80000,14140000,-49000,-55000,23585000,-55000,-143000,200000,399000,3829000,-342000,14199000,-636000,6064000,-971000,5671000,-5822000,1226000,10271000,-2842000,-1797000,19955000,-4336000,-1453000,-3148000,-1156000,-860000,-972000,-4155000,-7690000,-2616000,2874000,-530000
CashflowShareCapitalCash,,,,,0,,0,0,14469000,-5000,0,23760000,-1000,0,0,0,,11465000,0,,,,,,,,,,,,,,,,,,,,,0
CashflowDividend,0,0,,815000,0,0,,,,,,0,0,,,1501000,0,,,,,,,,,,,,,,,,,,,,1302000,214000,2229000,-35000
CashflowNetCashflow,-58000,970000,-552000,-1493000,8256000,-5648000,5494000,-3505000,-2076000,4101000,-5936000,3698000,-4622000,-2348000,-159000,-154000,-96000,1558000,-1130000,6114000,-2726000,-1397000,-2456000,3152000,11993000,-8191000,-3368000,539000,2811000,-4072000,1618000,1423000,-1882000,1073000,-3629000,1929000,,,,
