,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingCosts_yy,,,,,776.19,-100.00,,,-95.92,,,,-93.33,495.93,,,1900.00,16.51,,,-100.00,-52.46,-100.00,,,52.09,,-78.23,220.38,374.46,6367.14,1676.60,7014.62,-75.12,-31.46,-81.94,-73.49,-149.92,-97.83,-99.13,-100.00,223.05,-99.85,871.18
IncomeOtherOperatingCosts_sy,,,,,126.57,88.48,,,-30.90,,,,-14.72,-38.36,,,66.60,-9.84,,,-50.00,12.90,45.59,,,32.30,,-14.24,6.16,-1.84,-37.15,-16.62,-0.94,-9.79,13.86,14.00,-20.51,-10.23,-8.68,-25.34,-8.69,36.41,-1.23,73.20
IncomeOtherOperatingCosts_qq,,-76.19,-100.00,,,-100.00,,,,720.00,-100.00,,,73200.00,-100.00,,,4170.00,-33.84,-100.00,,,-100.00,,-99.90,78064.81,-99.77,11659.29,-98.46,115657.76,-96.91,3130.41,-93.84,304.78,-91.49,751.38,-90.96,-862.29,100.37,241.07,-99.96,22389400.00,-100.00,2234100.00
IncomeOtherOperatingCosts_sq,,63.11,-67.92,,,181.82,,,,32.92,-78.34,,,211.83,-67.61,,,175.00,-60.12,10.15,,,-40.71,,-13.28,217.00,-59.72,11.60,-19.17,124.20,-72.53,20.27,-18.58,216.38,-63.22,8.33,-28.86,97.78,-41.67,16.04,-13.80,83.08,-55.93,59.87
IncomeEBIT,730000,3339000,-1175000,1255000,1594000,4332000,-1846000,22000,1981000,143000,-238000,100000,635000,561000,-2085000,-440000,590000,1634000,-1777000,2240000,-375000,1217000,298000,-436000,-370000,-4724000,381000,346000,3358000,-1454000,-4569000,-1843000,-471000,-2424000,-976000,4152000,2767000,25841000,2764000,21850000,22100000,-2894000,18117000,-17696000
IncomeEBIT_yy,,,,,118.36,29.74,-57.11,-98.25,24.28,-96.70,87.11,354.55,-67.95,292.31,-776.05,-540.00,-7.09,191.27,14.77,609.09,-163.56,-25.52,116.77,-119.48,1.41,-488.13,27.96,179.29,1008.22,69.22,-1298.30,-632.57,-114.02,-66.72,78.64,325.29,687.90,1166.17,383.18,426.26,698.70,-111.20,555.42,-180.99
IncomeEBIT_sy,,,,,62.92,28.92,39.62,-21.94,-12.98,-35.23,17.56,-22.79,26.76,56.43,-24.50,65.87,10.94,46.31,3.45,-23.98,5.62,-39.60,14.29,4.23,11.81,56.42,41.64,34.54,35.89,26.31,33.95,13.31,8.65,-8.92,-22.11,-7.34,-5.67,14.00,9.49,-26.94,4.92,-19.90,-3.94,23.19
IncomeEBIT_qq,,357.40,-135.19,206.81,27.01,171.77,-142.61,101.19,8904.55,-92.78,-266.43,142.02,535.00,-11.65,-471.66,78.90,234.09,176.95,-208.75,226.06,-116.74,424.53,-75.51,-246.45,15.29,-1177.68,108.07,-9.25,870.29,-143.30,-214.32,59.67,74.46,-414.96,59.73,525.36,-33.36,833.89,-89.30,690.49,1.14,-113.10,725.93,-197.68
IncomeEBIT_sq,,-17.40,-23.02,63.64,18.55,-72.54,98.14,41.34,2.74,-38.52,55.91,-3.26,81.49,-25.58,-6.14,40.13,26.02,-3.54,-35.45,-32.85,39.95,-31.26,-7.47,7.46,31.56,-6.95,-24.68,26.60,13.44,-33.68,5.71,8.34,-0.72,-10.97,-1.58,2.32,-4.89,12.88,0.74,-19.68,20.68,-27.08,24.58,-2.22
IncomeFinanceIncome,5000,2000,4000,1197000,-1000000,609000,177000,184000,198000,85000,30000,87000,-28000,,0,-24000,-18000,-50000,-3000,,,,,,,,,,,82000,7000,34000,39000,168000,75000,40000,36000,-35000,28000,44000,43000,40000,43000,38000
IncomeFinanceIncome_yy,,,,,-20100.00,30350.00,4325.00,-84.63,119.80,-86.04,-83.05,-52.72,-114.14,-100.00,-100.00,-127.59,35.71,,,100.00,100.00,100.00,100.00,,,,,,,,,,,104.46,898.00,18.20,-9.59,-120.93,-62.46,9.60,21.17,212.46,54.33,-12.13
IncomeFinanceIncome_sy,,,,,328.20,-14.54,91.96,-43.65,-65.00,-8.03,-63.77,-20.00,27.66,11.16,38.80,-6.82,77.11,,,-7.39,22.72,-50.69,55.56,,,,,,,,,,,-36.41,-31.40,29.97,9.80,-22.72,-4.10,-9.52,17.45,37.14,-12.90,34.13
IncomeFinanceIncome_qq,,-60.00,100.00,29825.00,-183.54,160.90,-70.94,3.95,7.61,-57.07,-64.71,190.00,-132.18,100.00,,,25.00,-177.78,94.00,100.00,,,,,,,,,,,-90.87,350.31,16.74,325.85,-55.42,-46.67,-10.70,-198.59,179.95,55.71,-1.27,-8.50,9.72,-11.35
IncomeFinanceIncome_sq,,32.81,-29.39,234.20,-66.87,-13.04,12.82,1.12,-51.38,-50.24,38.84,78.57,-10.53,100.00,,,7.10,17.27,-29.47,-4.55,,,,,,,,,,,-15.70,-27.87,0.36,58.33,-13.64,8.85,-35.29,12.90,22.42,-6.65,-4.60,31.18,27.76,73.91
IncomeFinanceCosts,25000,31000,28000,,,147000,,,,,,,,-95000,,,,,,37000,-10000,-369000,93000,41000,55000,1571000,284000,278000,505000,491000,288000,517000,415000,309000,357000,411000,422000,-1103000,77000,63000,63000,571000,37000,52000
IncomeFinanceCosts_yy,,,,,-100.00,374.19,-100.00,,,-100.00,,,,,,,,100.00,,,,,,10.35,647.00,525.69,205.11,581.12,823.55,-68.72,1.59,85.82,-17.95,-37.17,23.77,-20.56,1.84,-457.38,-78.46,-84.56,-85.15,151.77,-51.92,-18.61
IncomeFinanceCosts_sy,,,,,47.42,1.32,14.95,,,-38.02,,,,,,,,34.26,,,,,,-0.53,-26.85,-1.14,-12.66,22.17,30.90,24.32,1.59,-12.22,-11.48,-7.74,8.22,23.81,7.96,-1.64,14.00,1.30,3.21,25.70,-1.28,21.34
IncomeFinanceCosts_qq,,24.00,-9.68,-100.00,,,-100.00,,,,,,,,100.00,,,,,,-127.03,-3590.00,125.20,-56.10,33.98,2771.68,-81.94,-1.99,81.66,-2.74,-41.33,79.25,-19.78,-25.52,15.57,15.05,2.84,-361.36,106.97,-17.54,-1.06,810.93,-93.53,39.59
IncomeFinanceCosts_sq,,44.04,3.98,10.02,,,-29.14,,,,,,,,-11.97,,,,,,1.66,-26.68,-10.57,-8.50,-12.04,19.20,-13.32,7.07,6.33,11.29,-25.46,-5.10,-2.13,21.20,-11.61,27.22,-12.04,7.36,-0.98,0.79,0.79,20.66,-9.06,31.18
IncomeOtherIncome,,,,,,,,,,,,,,,,0,0,,,-25000,-19000,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,100.00,100.00,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,15.34,9.23,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,24.00,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,62.00,-67.84,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,710000,3310000,-1199000,2480000,594000,4794000,-1669000,206000,2179000,228000,-208000,187000,607000,567000,-2085000,-464000,572000,1584000,-1780000,2181000,-384000,1630000,205000,-477000,-424000,-6294000,98000,68000,2852000,-1863000,-4850000,-2326000,-846000,-2565000,-1258000,3781000,2381000,26909000,2715000,21831000,22081000,-3426000,18123000,-17709000
IncomeNetGrossProfit_yy,,,,,-16.34,44.83,-39.20,-91.69,266.84,-95.24,87.54,-9.22,-72.14,148.68,-902.40,-348.13,-5.77,179.37,14.63,570.04,-167.13,2.90,111.52,-121.88,-10.52,-486.15,-52.40,114.24,772.13,70.40,-5070.62,-3522.65,-129.65,-37.66,74.06,262.57,381.46,1149.23,315.83,477.32,827.57,-112.73,567.43,-181.12
IncomeNetGrossProfit_sy,,,,,45.23,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeNetGrossProfit_qq,,366.20,-136.22,306.84,-76.05,707.07,-134.81,112.34,957.77,-89.54,-191.23,189.90,224.60,-6.59,-467.72,77.75,223.28,176.92,-212.37,222.53,-117.61,524.48,-87.42,-332.80,11.07,-1383.13,101.55,-30.36,4097.45,-165.31,-160.34,52.04,63.64,-203.23,50.94,400.56,-37.05,1030.40,-89.91,703.97,1.15,-115.52,628.97,-197.71
IncomeNetGrossProfit_sq,,2.19,-70.03,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,710000,3310000,-1199000,2480000,594000,4794000,-1669000,206000,2179000,228000,-208000,187000,607000,567000,-2085000,-464000,572000,1584000,-1780000,2181000,-384000,1630000,205000,-477000,-424000,-6294000,98000,68000,2852000,-1863000,-4850000,-2326000,-846000,-2565000,-1258000,3781000,2381000,26909000,2715000,21831000,22081000,-3426000,18123000,-17709000
IncomeBeforeTaxProfit_yy,,,,,-16.34,44.83,-39.20,-91.69,266.84,-95.24,87.54,-9.22,-72.14,148.68,-902.40,-348.13,-5.77,179.37,14.63,570.04,-167.13,2.90,111.52,-121.88,-10.52,-486.15,-52.40,114.24,772.13,70.40,-5070.62,-3522.65,-129.65,-37.66,74.06,262.57,381.46,1149.23,315.83,477.32,827.57,-112.73,567.43,-181.12
IncomeBeforeTaxProfit_sy,,,,,39.01,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,366.20,-136.22,306.84,-76.05,707.07,-134.81,112.34,957.77,-89.54,-191.23,189.90,224.60,-6.59,-467.72,77.75,223.28,176.92,-212.37,222.53,-117.61,524.48,-87.42,-332.80,11.07,-1383.13,101.55,-30.36,4097.45,-165.31,-160.34,52.04,63.64,-203.23,50.94,400.56,-37.05,1030.40,-89.91,703.97,1.15,-115.52,628.97,-197.71
IncomeBeforeTaxProfit_sq,,2.19,-60.56,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113000,,,,169000
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.19
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.65
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,
IncomeNetProfit,402000,2620000,-808000,1942000,461000,3817000,-1693000,295000,1862000,-3000,137000,-66000,448000,307000,-2303000,-295000,419000,1369000,-1458000,1376000,-170000,1279000,376000,-686000,-518000,-6543000,186000,-525000,2024000,-1624000,-4818000,-2629000,-913000,-2159000,-1469000,2704000,1727000,29188000,2049000,16960000,17594000,-3416000,14461000,-14321000
IncomeNetProfit_yy,,,,,14.68,45.69,-109.53,-84.81,303.90,-100.08,108.09,-122.37,-75.94,10333.33,-1781.02,-346.97,-6.47,345.93,36.69,566.44,-140.57,-6.57,125.79,-149.88,-204.74,-611.53,-50.58,23.53,490.70,75.18,-2693.29,-400.93,-145.11,-32.91,69.51,202.86,289.15,1452.19,239.42,527.16,918.62,-111.70,605.94,-184.44
IncomeNetProfit_sy,,,,,40.70,-79.11,19.70,-35.06,-25.71,104.75,43.72,-29.13,24.26,89.22,-28.31,48.82,-6.47,50.38,23.45,-40.77,-9.86,-61.44,10.72,74.42,22.90,32.46,56.00,37.79,34.75,8.14,41.94,1.61,29.53,-14.87,-15.21,4.69,-17.38,0.21,19.91,-39.89,13.49,-11.55,-9.96,51.70
IncomeNetProfit_qq,,551.74,-130.84,340.35,-76.26,727.98,-144.35,117.42,531.19,-100.16,4666.67,-148.18,778.79,-31.47,-850.16,87.19,242.03,226.73,-206.50,194.38,-112.35,852.35,-70.60,-282.54,24.52,-1162.88,102.84,-382.47,485.66,-180.24,-196.67,45.44,65.27,-136.39,31.93,284.05,-36.13,1589.86,-92.98,727.91,3.74,-119.42,523.33,-199.03
IncomeNetProfit_sq,,3.57,-64.84,174.00,-0.97,-97.45,112.24,117.42,-6.80,-41.98,51.09,-32.18,42.29,-16.43,-25.49,79.08,-0.09,15.63,-48.21,-11.58,33.02,-42.96,-32.39,0.42,36.81,-27.57,-5.94,18.62,8.59,-37.73,-11.18,24.75,12.14,-23.20,-1.51,11.16,-8.65,-4.53,14.21,-29.32,23.55,-24.91,17.54,-8.36
IncomeShareholderNetProfit,402000,2620000,-808000,1942000,461000,3817000,-1693000,398000,1566000,395000,115000,59000,345000,410000,-2303000,-192000,323000,1263000,-1401000,1337000,-127000,1123000,358000,-652000,-473000,-6604000,152000,-621000,1512000,-1337000,-4291000,-2665000,-1137000,-2135000,-1329000,2127000,1310000,30043000,2049000,16960000,17594000,-3416000,14461000,-14321000
IncomeShareholderNetProfit_yy,,,,,14.68,45.69,-109.53,-79.51,239.70,-89.65,106.79,-85.18,-77.97,3.80,-2102.61,-425.42,-6.38,208.05,39.17,796.35,-139.32,-11.08,125.55,-148.78,-272.48,-688.05,-57.50,4.80,419.59,79.75,-2920.37,-329.29,-175.23,-59.65,69.02,179.82,215.15,1507.43,254.10,697.28,1243.36,-111.37,605.94,-184.44
IncomeShareholderNetProfit_sy,,,,,32.45,-105.64,18.90,-21.06,-22.58,122.04,43.72,-29.05,14.74,70.74,-39.90,48.82,-6.38,44.47,19.06,-46.94,-9.80,-61.56,23.74,74.42,22.85,35.22,56.00,36.08,25.55,9.97,42.03,14.59,39.16,-14.93,-16.46,14.12,-22.26,0.21,10.04,-39.89,14.16,-7.32,-10.11,46.79
