,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingCosts_yy,,,,,-74.28,60.51,99.14,168.63,19.52,22.16,-20.70,-48.74,341.09,204.46,252.29,103.23,-115.24,-31.04,-63.74,-33.04,211.70,-43.11,-26.95,-31.90,203.06,-20.57,10.24,-2.14,63.31,80.11,80.40,104.48,-26.94,4.90,-33.53,3.16,15.37,-17.18,40.88,2.08,1093.61,42.94,0.45,40.68,-88.47,-17.38,35.10,-29.69,-0.64,-24.83,-26.56
IncomeOtherOperatingCosts_sy,,,,,-54.93,6.14,99.14,24.32,-8.72,42.27,-9.91,-48.74,59.00,113.58,264.88,65.63,58.51,-31.04,-12.20,66.92,25.52,-19.80,-23.30,75.02,4.06,9.59,21.24,-9.12,-30.74,45.15,-18.10,53.36,-23.31,12.29,-46.14,-21.46,103.00,13.74,2.00,-0.65,2.39,1.82,10.55,13.95,20.50,-0.45,4.98,-11.60,-42.26,8.40,-27.00
IncomeOtherOperatingCosts_qq,,-77.82,42.79,-9.05,-10.73,38.45,77.16,22.69,-60.28,41.51,15.01,-20.69,241.75,-2.32,33.07,-54.25,-125.62,542.12,-30.03,-15.53,-57.26,125.18,-10.15,-21.25,90.21,-40.98,24.69,-30.09,217.42,-34.91,24.89,-20.75,13.40,-6.53,-20.86,22.97,26.83,-32.91,34.62,-10.89,1383.09,-91.97,-5.40,24.80,21.54,-42.42,54.70,-35.05,71.77,-56.44,51.14
IncomeOtherOperatingCosts_sq,,-93.53,13.31,2.28,212.28,-91.15,69.87,100.42,104.10,-78.93,18.30,-20.69,254.48,-77.47,19.09,-54.25,295.85,-85.10,94.40,-38.84,159.58,-71.21,20.52,16.86,155.18,-75.87,41.18,-34.96,116.06,-54.76,96.18,-15.06,60.80,-36.45,-0.36,19.40,149.91,-73.51,35.71,0.41,89.33,-67.01,26.08,-8.70,271.95,-81.63,29.84,-45.16,122.47,-66.26,12.72
IncomeEBIT,146707000,-2558000,48080000,20639000,24439000,7166000,26692000,28951000,109555000,24286000,19988000,11472000,-81892000,-34395000,-336628000,24956000,20327000,11239000,43556000,23499000,-18392000,-1324000,24035000,18179000,-693000,-6301000,18733000,11543000,9141000,398000,22264000,13454000,112879000,-2186000,-3632000,24723000,-41280000,-2167000,-78192000,26080000,13270000,-1942000,47185000,18831000,49376000,14436000,168773000,9458000,38189000,4937000,6865000
IncomeEBIT_yy,,,,,-83.34,380.13,-44.48,40.28,348.28,238.89,-25.12,-60.37,-174.75,-241.63,-1784.18,117.53,124.82,132.68,112.94,-5.84,-190.48,-111.78,-44.82,-22.64,96.23,-375.91,-22.06,-36.50,1418.25,106.31,18.85,16.55,1134.84,-649.67,-116.32,83.76,-136.57,0.85,-2052.59,5.49,132.15,10.38,160.34,-27.80,272.08,843.31,257.69,-49.77,-22.66,-65.80,-95.93
IncomeEBIT_sy,,,,,66.61,12.05,25.23,49.76,89.26,58.34,-2.14,-31.29,-52.24,-6.90,-51.32,-68.18,-56.21,-5.56,39.77,43.57,112.64,3.46,-21.30,70.48,16.81,-65.29,-21.14,-70.12,0.48,76.88,-32.76,3.09,-33.81,-72.46,-52.73,26.05,51.89,16.34,99.93,-14.89,13.12,42.31,46.57,-24.46,42.28,-21.30,-5.86,48.66,-34.94,54.08,23.04
IncomeEBIT_qq,,-101.74,1979.45,-57.07,18.42,-70.68,272.46,8.46,278.42,-77.83,-17.70,-42.60,-813.82,58.00,-878.72,107.41,-18.55,-44.71,287.54,-46.05,-178.26,92.80,1915.45,-24.37,-103.81,-808.61,397.31,-38.38,-20.81,-95.65,5498.92,-39.57,739.02,-101.94,-66.19,780.62,-266.97,94.75,-3508.02,133.35,-49.12,-114.64,2529.54,-60.09,162.21,-70.76,1069.11,-94.40,303.75,-87.07,39.07
IncomeEBIT_sq,,11.84,4.38,39.98,22.87,-42.65,73.43,17.01,-40.96,-16.23,-22.40,-6.90,10.88,-31.51,-53.76,0.46,2.48,-44.71,70.09,-46.05,109.30,-24.61,6.83,51.18,-58.11,-60.73,110.92,-25.85,-56.63,70.86,-5.43,-35.51,11.81,42.38,-27.88,95.00,-11.52,-16.33,21.89,-12.72,15.92,-41.76,34.91,-25.90,170.71,-69.86,53.59,15.43,51.40,-30.78,23.09
IncomeFinanceIncome,2424000,3806000,2523000,769000,19800000,2345000,5607000,385000,3869000,2591000,3532000,2174000,5182000,5322000,3227000,1959000,6651000,2051000,4859000,2245000,-3002000,2584000,2663000,10357000,55868000,29889000,1670000,3702000,45175000,-2869000,2725000,751000,3782000,5452000,836000,3900000,7455000,4649000,1611000,1484000,2323000,2506000,1872000,841000,3199000,8056000,3394000,2012000,1764000,3093000,2861000
IncomeFinanceIncome_yy,,,,,716.83,-38.39,122.24,-49.88,-80.46,10.51,-37.01,464.36,33.95,105.36,-8.63,-9.90,28.35,-61.46,50.57,14.57,-145.13,25.98,-45.19,361.42,1961.09,1056.83,-37.27,-64.25,-19.14,-109.60,63.14,-79.71,-91.63,290.06,-69.31,419.16,97.09,-14.72,92.58,-61.96,-68.85,-46.11,16.23,-43.32,37.72,221.51,81.30,139.33,-44.84,-61.60,-15.70
IncomeFinanceIncome_sy,,,,,95.62,222.58,179.03,139.67,180.07,67.66,32.12,251.29,33.95,-50.42,-73.45,-20.72,-12.84,4.92,3.94,29.48,-35.85,-40.00,11.05,-30.24,72.39,37.69,-49.48,-0.49,-15.88,-67.33,2.03,-82.36,-45.85,-17.04,-17.20,-5.08,49.11,95.99,-15.74,-1.89,-12.08,-27.34,20.72,50.00,35.44,90.88,-20.91,-58.15,19.55,-19.18,-0.93
IncomeFinanceIncome_qq,,57.01,-33.70,-69.53,2475.34,-88.16,139.12,-93.13,904.03,-33.01,36.29,-38.43,138.31,2.70,-39.36,-39.29,239.47,-69.17,136.92,-53.80,-233.73,186.07,3.07,288.93,439.40,-46.50,-94.41,121.64,1120.14,-106.35,195.00,-72.43,403.51,44.14,-84.66,366.31,91.15,-37.63,-65.36,-7.89,56.56,7.88,-25.29,-55.08,280.40,151.85,-57.87,-40.71,-12.33,75.33,-7.50
IncomeFinanceIncome_sq,,30.78,330.15,-61.55,118.00,-17.46,69.44,-31.91,271.79,12.41,6.52,-20.39,-16.87,2.70,-31.34,15.96,48.70,81.32,35.78,66.04,-3.46,80.21,29.45,7.96,-8.43,-23.80,-49.13,100.10,-29.29,-36.96,-5.71,-27.84,50.00,45.88,10.00,-30.26,25.62,99.36,-16.27,-6.31,20.34,1.88,11.33,-32.86,59.57,31.66,-12.08,-32.46,74.12,-50.65,1.27
IncomeFinanceCosts,3455000,4935000,6668000,8087000,12520000,11740000,9889000,11669000,29157000,36009000,16127000,19059000,37890000,17602000,82907000,21675000,-11930000,23378000,29431000,20242000,3885000,14294000,26288000,25311000,13246000,22839000,17318000,21486000,13299000,14098000,39405000,18210000,26363000,21778000,24782000,19195000,30620000,24415000,24596000,22486000,30981000,13770000,14219000,51985000,19948000,14774000,14624000,10092000,4988000,8383000,7746000
IncomeFinanceCosts_yy,,,,,262.43,137.88,48.31,44.30,132.88,206.72,63.08,63.34,29.95,-51.12,414.09,13.72,-131.49,32.82,-64.50,-6.61,132.56,-38.86,-10.68,25.04,240.95,59.77,-34.12,-15.11,0.40,-38.27,127.54,-15.25,98.23,54.48,-37.11,5.41,16.15,12.11,-0.75,17.15,1.18,-43.60,-42.19,131.19,-35.61,7.29,2.85,-80.59,-74.99,-43.25,-47.03
IncomeFinanceCosts_sy,,,,,-69.25,66.72,32.94,30.28,101.35,206.72,-22.56,42.32,378.47,53.38,85.06,13.72,-56.68,-19.84,0.49,35.22,62.86,10.46,0.35,111.50,21.27,5.05,-12.18,-25.74,-9.22,8.02,18.39,-28.02,-39.63,-17.30,-5.58,20.69,6.19,-20.37,-4.13,0.40,4.26,-13.16,19.08,-34.43,22.52,-0.87,-21.28,80.29,-29.34,5.62,33.33
IncomeFinanceCosts_qq,,42.87,35.10,21.28,54.83,-6.23,-15.77,18.00,149.88,23.50,-55.21,18.18,98.80,-53.54,371.02,-73.86,-155.04,295.96,25.89,-31.22,-80.81,267.93,83.90,-3.71,-47.67,72.42,-24.17,24.07,-38.11,6.01,179.50,-53.79,44.77,-17.39,13.79,-22.55,59.52,-20.26,0.74,-8.58,37.78,-55.55,3.26,265.60,-61.63,-25.94,-1.01,-30.99,-50.57,68.06,-7.60
IncomeFinanceCosts_sq,,-59.47,15.40,-1.08,9.46,-5.37,42.40,3.16,38.22,18.34,-18.94,21.35,127.33,-5.80,-13.78,-6.43,16.82,-6.34,13.67,-18.03,120.28,0.69,-5.61,13.82,-14.72,-10.71,-21.61,-3.95,23.97,19.21,27.54,-50.30,54.10,7.83,2.38,-7.10,59.52,-23.80,-0.02,-1.27,18.84,-14.08,19.76,-35.30,80.31,-32.98,1.98,-3.10,8.78,-2.91,24.64
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5570000,-568000,-17019000,12537000,-7587000,-42367000,3848000,25024000,-44022000,-27193000,11998000,28699000,7512000,36051000,16668000,-37683000,-1887000,2440000,-12057000,-8653000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.21,-7358.96,122.61,99.60,-480.24,35.82,211.83,14.69,117.06,232.58,38.92,-231.30,-125.13,-93.23,-172.34,77.04
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.32,-206.01,4.96,77.96,-100.00,-52.68,63.09,7.34,84.94,60.05,13.19,25.86,76.62,47.46,-93.11,-20.26
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.80,-2896.26,173.66,-160.52,-458.43,109.08,550.35,-275.92,38.23,144.12,139.19,-73.83,379.95,-53.77,-326.08,94.99,229.28,-594.16,28.23
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.73,-13.28,40.38,-86.74,-100.00,36.56,82.14,-31.48,28.17,-53.52,9.78,-36.92,82.12,-43.55,-77.54,47.08,215.40,-57.17,61.53
IncomeNetGrossProfit,145677000,-3688000,43936000,13321000,31719000,-2229000,22410000,17667000,84267000,-9132000,7393000,-5412000,-114599000,-46675000,-416307000,5240000,38909000,-10088000,18984000,5502000,-25279000,-13035000,411000,3225000,41929000,749000,3085000,-6241000,41017000,-16569000,-14416000,-9575000,89730000,-35531000,-15042000,1841000,-106813000,-18086000,-76154000,-38944000,-42581000,-1208000,63537000,-24803000,68678000,24386000,119859000,-508000,37405000,-12411000,-6673000
IncomeNetGrossProfit_yy,,,,,-78.23,39.56,-48.99,32.63,165.67,-309.71,-67.01,-130.63,-236.00,-411.12,-5731.36,196.82,133.95,78.39,104.56,5.00,-164.97,-29.21,-97.84,-41.39,265.87,105.75,651.35,-293.53,-2.17,-2311.91,-567.27,-53.44,118.76,-114.44,-4.34,119.23,-219.04,49.10,-406.28,-2214.93,60.14,93.32,183.43,36.31,261.29,2118.80,88.65,97.95,-45.54,-150.89,-105.57
IncomeNetGrossProfit_sy,,,,,73.15,-6.69,39.38,53.47,129.78,17.24,-7.80,-50.38,-83.90,-58.38,-59.55,25.47,27.43,37.06,33.21,62.12,48.18,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeNetGrossProfit_qq,,-102.53,1291.39,-69.68,138.11,-107.03,1105.47,-21.16,376.96,-110.84,180.95,-173.21,-2017.35,59.27,-791.94,101.26,642.50,-125.93,288.18,-71.02,-559.44,48.44,103.15,685.30,1200.28,-98.21,311.86,-302.28,757.26,-140.40,12.99,33.58,1037.09,-139.60,57.67,112.24,-5900.67,83.07,-321.07,48.86,-9.34,97.16,5359.86,-139.04,376.90,-64.49,391.50,-100.42,7456.26,-133.18,46.23
IncomeNetGrossProfit_sq,,62.76,-7.34,48.70,94.16,6.18,110.09,-0.91,0.59,-54.70,8.04,-48.21,-48.22,27.08,-45.22,67.44,-74.12,-38.45,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,145677000,-3688000,43936000,13321000,31719000,-2229000,22410000,17667000,84267000,-9132000,7393000,-5412000,-114599000,-46675000,-416307000,5240000,38909000,-10088000,18984000,5502000,-25279000,-13035000,411000,3225000,41929000,749000,3085000,-6241000,41017000,-16569000,-14416000,-9575000,89730000,-35531000,-15042000,1841000,-106813000,-18086000,-76154000,-38944000,-42581000,-1208000,63537000,-24803000,68678000,24386000,119859000,-508000,37405000,-12411000,-6673000
IncomeBeforeTaxProfit_yy,,,,,-78.23,39.56,-48.99,32.63,165.67,-309.71,-67.01,-130.63,-236.00,-411.12,-5731.36,196.82,133.95,78.39,104.56,5.00,-164.97,-29.21,-97.84,-41.39,265.87,105.75,651.35,-293.53,-2.17,-2311.91,-567.27,-53.44,118.76,-114.44,-4.34,119.23,-219.04,49.10,-406.28,-2214.93,60.14,93.32,183.43,36.31,261.29,2118.80,88.65,97.95,-45.54,-150.89,-105.57
IncomeBeforeTaxProfit_sy,,,,,73.15,-6.69,39.38,53.47,129.78,17.24,-7.80,-50.38,-83.90,-58.38,-59.55,25.47,27.43,37.06,33.21,62.12,48.18,-11.89,-35.27,-59.16,-15.56,-65.22,-17.56,-67.69,-0.76,78.71,-68.77,12.02,-58.16,-71.80,-33.65,25.56,8.64,47.17,96.76,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeBeforeTaxProfit_qq,,-102.53,1291.39,-69.68,138.11,-107.03,1105.47,-21.16,376.96,-110.84,180.95,-173.21,-2017.35,59.27,-791.94,101.26,642.50,-125.93,288.18,-71.02,-559.44,48.44,103.15,685.30,1200.28,-98.21,311.86,-302.28,757.26,-140.40,12.99,33.58,1037.09,-139.60,57.67,112.24,-5900.67,83.07,-321.07,48.86,-9.34,97.16,5359.86,-139.04,376.90,-64.49,391.50,-100.42,7456.26,-133.18,46.23
IncomeBeforeTaxProfit_sq,,62.76,-7.34,48.70,94.16,6.18,110.09,-0.91,0.59,-54.70,8.04,-48.21,-48.22,27.08,-45.22,67.44,-74.12,-38.45,-5.85,-2.70,-0.29,-35.47,15.29,45.49,-28.50,16.28,64.15,-58.17,-37.10,43.36,-55.65,19.61,13.16,47.92,-5.70,79.70,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,139099000,-3235000,41481000,13026000,32577000,414000,20384000,22401000,79821000,-6643000,6775000,-3494000,-118909000,-48311000,-394625000,1575000,22706000,-2534000,18179000,4142000,-26946000,-12064000,-598000,1522000,44398000,1078000,1470000,-5369000,43866000,-17719000,-17310000,1363000,62344000,-36824000,-8289000,-359000,-104000000,-21823000,-81942000,-28623000,-45615000,-1976000,56483000,-24565000,71934000,19985000,121770000,2607000,26460000,-12520000,-5613000
IncomeNetProfit_yy,,,,,-76.58,112.80,-50.86,71.97,145.03,-1704.35,-66.76,-115.60,-248.97,-627.28,-5924.31,145.08,119.10,94.76,104.61,163.01,-218.67,-376.15,-103.29,-63.26,264.77,108.93,345.85,-452.76,-1.20,-1743.95,-1277.43,125.39,42.12,-107.82,52.12,-126.35,-266.82,40.74,-888.62,-7870.99,56.14,90.94,168.93,14.18,257.70,1111.25,115.59,110.61,-63.22,-162.65,-104.61
