,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_sq,,12.48,-17.61,25.03,-7.73,45.99,2.02,-2.32,-1.09,26.22,-12.09,24.86,-9.17,42.21,-19.89,7.33,-15.94,31.12,-23.52,3.47,-3.78,5.47,-9.35,2.32,12.00,-8.69,-9.57,-1.32,7.36,-10.07,8.05,-4.63,3.42,-9.72,-7.55,14.48,5.21,-105.43,88.50,10.63
IncomeGrossProfit,75306000,59395000,58709000,44849000,107872000,38097000,70319000,61163000,110065000,62035000,44835000,20250000,33558000,166989000,145211000,95035000,94120000,61034000,90785000,96943000,142902000,125169000,85105000,49630000,106857000,137983000,46454000,53293000,74931000,-496648000,78616000,7722000,65942000,78531000,89330000,57757000,44335000,654720000,-1463000,48412000
IncomeGrossProfit_yy,,,,,43.24,-35.86,19.78,36.38,2.03,62.83,-36.24,-66.89,-69.51,169.19,223.88,369.31,180.47,-63.45,-37.48,2.01,51.83,105.08,-6.26,-48.80,-25.22,10.24,-45.42,7.38,-29.88,-459.93,69.23,-85.51,-12.00,115.81,13.63,647.95,-32.77,733.71,-101.64,-16.18
IncomeGrossProfit_sy,,,,,24.17,191.78,37.84,83.73,106.51,106.14,127.31,13.20,-21.47,4.52,-23.62,-33.12,-52.16,-107.34,-75.53,-59.89,-87.60,109.90,-61.53,-48.80,-4.67,-86.51,-45.42,24.07,28.66,-7.56,3.22,-41.42,19.38,128.58,66.40,337.91,-4.22,46.37,-38.64,-16.18
IncomeGrossProfit_qq,,-21.13,-1.15,-23.61,140.52,-64.68,84.58,-13.02,79.95,-43.64,-27.73,-54.83,65.72,397.61,-13.04,-34.55,-0.96,-35.15,48.74,6.78,47.41,-12.41,-32.01,-41.68,115.31,29.13,-66.33,14.72,40.60,-762.81,115.83,-90.18,753.95,19.09,13.75,-35.34,-23.24,1376.76,-100.22,3409.09
IncomeGrossProfit_sq,,-48.54,170.98,-19.62,78.72,-10.76,70.45,25.05,44.16,-41.80,40.30,2.34,-13.84,-19.44,-21.22,-29.42,-32.41,-61.27,58.12,-18.27,7.30,106.22,-90.30,-82.09,1.54,29.13,-3.47,14.72,-51.29,-14.83,78.42,30.06,69.36,12.14,30.34,-25.62,-30.40,23.84,-38.41,5.16
IncomeOtherOperatingIncome,19021000,-22727000,1520000,572000,2534000,1517000,-6589000,3490000,7557000,-556000,-852000,6690000,2218000,-2459000,784000,784000,29957000,-27460000,2427000,-519000,384000,1545000,78000,750000,274000,333000,1818000,198000,414000,401000,1059000,11679000,274000,4854000,1228000,531000,384000,2961000,31172000,-812000
IncomeOtherOperatingIncome_yy,,,,,-86.68,106.67,-533.49,510.14,198.22,-136.65,87.07,91.69,-70.65,-342.27,192.02,-88.28,1250.63,-1016.71,209.57,-166.20,-98.72,105.63,-96.79,244.51,-28.65,-78.45,2230.77,-73.60,51.09,20.42,-41.75,5798.48,-33.82,1110.47,15.96,-95.45,40.15,-39.00,2438.44,-252.92
IncomeOtherOperatingIncome_sy,,,,,-81.66,18.71,-282.04,431.86,5.50,43.86,-62.07,-24.63,132.92,124.44,109.17,-39.68,-50.35,-98.61,2.45,-54.97,-52.80,-49.39,-13.81,104.77,100.21,-78.45,-49.69,-36.05,-18.68,20.42,-19.62,113.69,-61.30,-33.24,118.27,-64.39,57.72,96.09,-1.22,-65.09
IncomeOtherOperatingIncome_qq,,-219.48,106.69,-62.37,343.01,-40.13,-534.34,152.97,116.53,-107.36,-53.24,885.21,-66.85,-210.87,131.88,,3721.05,-191.66,108.84,-121.38,173.99,302.34,-94.95,861.54,-63.47,21.53,445.95,-89.11,109.09,-3.14,164.09,1002.83,-97.65,1671.53,-74.70,-56.76,-27.68,671.09,952.75,-102.60
IncomeOtherOperatingIncome_sq,,4.05,20.91,-58.93,144.29,145.65,39.40,152.97,-96.34,400.00,-21.43,29.09,-46.42,282.45,-86.48,,3.35,-62.41,106.20,-28.85,20.81,3.12,-1.21,-9.82,17.64,-289.94,100.25,-16.94,-8.18,-3.14,35.72,97.95,-92.94,228.21,-26.67,-59.65,-26.76,671.09,145.00,-102.60
IncomeOtherOperatingCosts,527000,-2892000,1100000,4000,1650000,26206000,1566000,179000,11120000,18147000,285000,229000,4494000,482000,26698000,768000,-2353000,-14865000,3498000,-2018000,23883000,9470000,-775000,9680000,7181000,2609000,120000,323000,2120000,4519000,790000,1721000,8144000,1015000,815000,557000,307000,2297000,1200000,-1929000
IncomeOtherOperatingCosts_yy,,,,,213.09,1006.15,42.36,4375.00,573.94,-30.75,-81.80,27.93,-59.59,-97.34,9267.72,235.37,-152.36,-3184.02,-86.90,-362.76,1115.00,163.71,-122.16,579.68,-69.93,-72.45,115.48,-96.66,-70.48,73.21,558.33,432.82,284.15,-77.54,3.16,-67.64,-96.23,126.31,47.24,-446.32
IncomeOtherOperatingCosts_sy,,,,,885.82,498.10,107.33,2174.67,26.38,100.00,-66.48,27.93,-41.84,-67.05,229.43,-9.52,-6.98,95.97,-9.72,75.76,263.11,-32.80,-22.89,-70.34,-56.42,-55.69,4.36,-61.04,-23.33,123.92,104.62,-65.22,167.16,-30.22,31.56,159.22,-61.06,147.18,-55.16,-228.24
IncomeOtherOperatingCosts_qq,,-648.77,138.04,-99.64,41150.00,1488.24,-94.02,-88.57,6112.29,63.19,-98.43,-19.65,1862.45,-89.27,5439.00,-97.12,-406.38,-531.75,123.53,-157.69,1283.50,-60.35,-108.18,1349.03,-25.82,-63.67,-95.40,169.17,556.35,113.16,-82.52,117.85,373.21,-87.54,-19.70,-31.66,-44.88,648.21,-47.76,-260.75
IncomeOtherOperatingCosts_sq,,642.89,38.14,-57.37,20650.60,10.47,15.58,41.44,-39.23,10.22,-53.99,-19.65,-25.49,-89.27,146.00,-17.46,14.68,74.62,-23.37,-22.66,-0.74,-36.04,-27.14,-23.59,-25.82,-10.51,-7.51,-1.03,-11.65,133.49,-56.46,-79.30,277.00,-1.94,-19.81,-4.14,-48.83,648.21,-85.48,-260.75
IncomeEBIT,93800000,39560000,59129000,45417000,108756000,13408000,62164000,64474000,106502000,43332000,43698000,26711000,31282000,164048000,119297000,95051000,126430000,48439000,89714000,98442000,119403000,117244000,85958000,40700000,99950000,135707000,48152000,53168000,73225000,-500766000,78885000,17680000,58072000,82370000,89743000,57731000,44412000,655384000,28509000,49529000
IncomeEBIT_yy,,,,,15.94,-66.11,5.13,41.96,-2.07,223.18,-29.71,-58.57,-70.63,278.58,173.00,255.85,304.16,-70.47,-24.80,3.57,-5.56,142.04,-4.19,-58.66,-16.29,15.75,-43.98,30.63,-26.74,-469.01,63.82,-66.75,-20.69,116.45,13.76,226.53,-23.52,695.66,-68.23,-14.21
IncomeEBIT_sy,,,,,-14.82,29.34,9.33,118.89,137.74,163.19,159.58,6.72,-23.90,128.94,-25.66,-26.88,-56.22,-115.38,-93.05,-84.98,-89.53,81.77,-17.44,-58.66,34.76,-21.61,-43.98,30.63,49.61,-469.01,-17.15,-40.92,-44.13,75.85,279.89,79.38,47.24,90.34,-24.79,-14.21
IncomeEBIT_qq,,-57.83,49.47,-23.19,139.46,-87.67,363.63,3.72,65.19,-59.31,0.84,-38.87,17.11,424.42,-27.28,-20.32,33.01,-61.69,85.21,9.73,21.29,-1.81,-26.68,-52.65,145.58,35.77,-64.52,10.42,37.72,-783.87,115.75,-77.59,228.46,41.84,8.95,-35.67,-23.07,1375.69,-95.65,73.73
IncomeEBIT_sq,,-60.74,102.67,-24.15,58.80,-0.06,100.72,95.11,44.10,-47.80,58.09,7.50,-1.96,36.02,-51.78,-8.13,-36.08,-86.60,68.65,-13.10,-141.07,38.74,-26.68,-52.65,36.63,-314.80,49.83,10.42,-73.35,-1074.41,99.05,87.18,-68.86,40.68,57.48,-34.57,-28.23,96.16,4.63,73.73
IncomeFinanceIncome,2723000,2586000,1175000,3655000,7529000,5753000,6238000,6631000,5370000,7123000,3963000,5481000,3119000,-28000,4409000,1257000,4577000,1590000,1268000,1636000,2535000,1828000,2351000,2250000,2328000,142000,1506000,1756000,1373000,1475000,1615000,8655000,1873000,2424000,2519000,1554000,1574000,1606000,4780000,5361000
IncomeFinanceIncome_yy,,,,,176.50,122.47,430.89,81.42,-28.68,23.81,-36.47,-17.34,-41.92,-100.39,11.25,-77.07,46.75,5778.57,-71.24,30.15,-44.61,14.97,85.41,37.53,-8.17,-92.23,-35.94,-21.96,-41.02,938.73,7.24,392.88,36.42,64.34,55.98,-82.05,-15.96,-33.75,89.76,244.98
IncomeFinanceIncome_sy,,,,,89.30,29.38,165.44,-9.29,-28.68,-56.28,152.50,74.56,29.55,-40.56,100.80,-81.62,46.75,-17.80,-59.42,30.15,-44.61,14.97,28.08,-62.43,68.72,28.41,-46.48,136.06,-59.80,-50.58,308.60,99.16,319.47,-126.99,76.92,58.20,37.80,146.83,-62.79,-59.51
IncomeFinanceIncome_qq,,-5.03,-54.56,211.06,105.99,-23.59,8.43,6.30,-19.02,32.64,-44.36,38.30,-43.09,-100.90,15846.43,-71.49,264.12,-65.26,-20.25,29.02,54.95,-27.89,28.61,-4.30,3.47,-93.90,960.56,16.60,-21.81,7.43,9.49,435.91,-78.36,29.42,3.92,-38.31,1.29,2.03,197.63,12.15
IncomeFinanceIncome_sq,,-31.23,-1.67,144.68,47.48,-23.59,-94.80,6.30,-37.86,32.64,-27.34,20.16,-46.78,-19.99,342.28,-71.49,49.53,-55.31,-2.84,-7.87,-15.54,35.09,42.88,-69.18,81.36,58.86,444.97,74.26,-51.43,7.43,194.99,123.10,54.96,-58.18,76.43,-25.23,-29.72,91.19,-61.11,12.15
IncomeFinanceCosts,2488000,2821000,1741000,3794000,2882000,-1341000,2650000,4014000,2802000,4080000,2826000,-2000,2313000,1156000,3000,9332000,4559000,5085000,3344000,5741000,2944000,6312000,9095000,5368000,3231000,5838000,7048000,4322000,3623000,7945000,7671000,7039000,6178000,7041000,7400000,4854000,5462000,8046000,4760000,3769000
IncomeFinanceCosts_yy,,,,,15.84,-147.54,52.21,5.80,-2.78,404.25,6.64,-100.05,-17.45,-71.67,-99.89,466700.00,97.10,339.88,111366.67,-38.48,-35.42,24.13,171.98,-6.50,9.75,-7.51,-22.51,-19.49,12.13,36.09,8.84,62.86,70.52,-11.38,-3.53,-31.04,-11.59,14.27,-35.68,-22.35
IncomeFinanceCosts_sy,,,,,-10.75,-95.54,11.52,25.24,-2.78,92.96,6.64,-67.90,18.66,18.54,-18.76,247.21,46.24,58.51,42.80,-0.64,-18.52,-11.72,-1.35,-9.09,36.38,-7.51,-15.93,-19.49,-37.33,-2.90,8.84,17.72,-21.88,-3.12,-13.71,-31.04,-11.59,-21.83,-32.82,21.08
IncomeFinanceCosts_qq,,13.38,-38.28,117.92,-24.04,-146.53,297.61,51.47,-30.19,45.61,-30.74,-100.07,115750.00,-50.02,-99.74,310966.67,-51.15,11.54,-34.24,71.68,-48.72,114.40,44.09,-40.98,-39.81,80.69,20.73,-38.68,-16.17,119.29,-3.45,-8.24,-12.23,13.97,5.10,-34.41,12.53,47.31,-40.84,-20.82
IncomeFinanceCosts_sq,,18.02,-23.77,37.79,-13.20,10.54,-3.74,17.77,-32.06,34.08,1.54,-46.09,91.70,16.06,-8.16,36.02,1.44,27.32,-8.39,-17.06,-15.27,14.24,18.89,-26.03,67.41,-22.66,-13.10,5.10,-6.12,64.17,-3.45,31.42,-52.56,13.97,5.10,4.38,-20.00,55.10,-44.68,62.18
IncomeOtherIncome,-217000,12000,435000,-43000,-196000,-107000,46000,-70000,-24000,-11000,,,-18000,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,9.68,-991.67,-89.43,-62.79,87.76,89.72,-100.00,100.00,25.00,100.00,,,100.00,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,9.68,-991.67,-89.43,-62.79,87.76,89.72,-100.00,100.00,25.00,100.00,,,100.00,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,105.53,3525.00,-109.89,-355.81,45.41,142.99,-252.17,65.71,54.17,100.00,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,105.53,3525.00,-109.89,-355.81,45.41,142.99,-252.17,65.71,54.17,100.00,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,93818000,39337000,58998000,45235000,113207000,20395000,65798000,67021000,109046000,46364000,44835000,32194000,32070000,162882000,123703000,86976000,126448000,44944000,87638000,94337000,118994000,112760000,79214000,37582000,99047000,130011000,42610000,50602000,70975000,-507236000,72829000,19296000,53767000,77753000,84862000,54431000,40524000,648944000,28529000,51121000
IncomeNetGrossProfit_yy,,,,,20.67,-48.15,11.53,48.16,-3.68,127.33,-31.86,-51.96,-70.59,251.31,175.91,170.16,294.29,-72.41,-29.15,8.46,-5.89,150.89,-9.61,-60.16,-16.76,15.30,-46.21,34.64,-28.34,-490.15,70.92,-61.87,-24.25,115.33,16.52,182.08,-24.63,734.62,-66.38,-6.08
IncomeNetGrossProfit_sy,,,,,-10.52,33.30,9.54,103.65,105.23,118.51,189.50,53.61,-32.17,135.16,-21.78,-42.99,-61.29,-168.11,-112.69,-114.81,-150.92,61.72,-9.61,-60.16,-15.73,15.30,-7.68,27.52,60.70,-490.15,2.40,-52.80,14.47,70.20,108.55,131.92,84.18,120.49,-35.89,-41.72
IncomeNetGrossProfit_qq,,-58.07,49.98,-23.33,150.26,-81.98,222.62,1.86,62.70,-57.48,-3.30,-28.19,-0.39,407.90,-24.05,-29.69,45.38,-64.46,94.99,7.64,26.14,-5.24,-29.75,-52.56,163.55,31.26,-67.23,18.76,40.26,-814.67,114.36,-73.51,178.64,44.61,9.14,-35.86,-25.55,1501.38,-95.60,79.19
IncomeNetGrossProfit_sq,,-61.26,102.03,-20.98,64.78,-2.56,168.26,96.07,59.44,-47.93,46.74,23.52,-20.70,33.97,-45.59,-13.64,-40.02,-183.91,75.92,-14.35,-240.87,22.78,-29.75,-52.56,2.50,31.26,-5.72,-114.95,-56.86,-814.67,100.47,-13.39,52.54,61.42,64.85,-37.96,0.90,97.76,4.51,-51.13
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,93818000,39337000,58998000,45235000,113207000,20395000,65798000,67021000,109046000,46364000,44835000,32194000,32070000,162882000,123703000,86976000,126448000,44944000,87638000,94337000,118994000,112760000,79214000,37582000,99047000,130011000,42610000,50602000,70975000,-507236000,72829000,19296000,53767000,77753000,84862000,54431000,40524000,648944000,28529000,51121000
IncomeBeforeTaxProfit_yy,,,,,20.67,-48.15,11.53,48.16,-3.68,127.33,-31.86,-51.96,-70.59,251.31,175.91,170.16,294.29,-72.41,-29.15,8.46,-5.89,150.89,-9.61,-60.16,-16.76,15.30,-46.21,34.64,-28.34,-490.15,70.92,-61.87,-24.25,115.33,16.52,182.08,-24.63,734.62,-66.38,-6.08
IncomeBeforeTaxProfit_sy,,,,,-10.52,33.30,9.54,103.65,105.23,118.51,189.50,53.61,-32.17,135.16,-21.78,-42.99,-61.29,-168.11,-112.69,-114.81,-150.92,61.72,-9.61,-60.16,-15.73,15.30,-7.68,27.52,60.70,-490.15,2.40,-52.80,14.47,70.20,108.55,131.92,84.18,120.49,-35.89,-41.72
IncomeBeforeTaxProfit_qq,,-58.07,49.98,-23.33,150.26,-81.98,222.62,1.86,62.70,-57.48,-3.30,-28.19,-0.39,407.90,-24.05,-29.69,45.38,-64.46,94.99,7.64,26.14,-5.24,-29.75,-52.56,163.55,31.26,-67.23,18.76,40.26,-814.67,114.36,-73.51,178.64,44.61,9.14,-35.86,-25.55,1501.38,-95.60,79.19
IncomeBeforeTaxProfit_sq,,-61.26,102.03,-20.98,64.78,-2.56,168.26,96.07,59.44,-47.93,46.74,23.52,-20.70,33.97,-45.59,-13.64,-40.02,-183.91,75.92,-14.35,-240.87,22.78,-29.75,-52.56,2.50,31.26,-5.72,-114.95,-56.86,-814.67,100.47,-13.39,52.54,61.42,64.85,-37.96,0.90,97.76,4.51,-51.13
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,73514000,30296000,47316000,36222000,90849000,16455000,52770000,54150000,86060000,37142000,35958000,26205000,25880000,133203000,99210000,71867000,102605000,35334000,70095000,71939000,82699000,104995000,62600000,28824000,79370000,101558000,32690000,42808000,56639000,-411763000,54446000,20508000,45205000,61833000,68179000,43945000,31531000,524270000,23169000,43184000
IncomeNetProfit_yy,,,,,23.58,-45.69,11.53,49.49,-5.27,125.72,-31.86,-51.61,-69.93,258.63,175.91,174.25,296.46,-73.47,-29.35,0.10,-19.40,197.15,-10.69,-59.93,-4.03,-3.27,-47.78,48.52,-28.64,-505.45,66.55,-52.09,-20.19,115.02,25.22,114.28,-30.25,747.88,-66.02,-1.73
IncomeNetProfit_sy,,,,,-8.83,39.65,14.52,108.79,124.74,125.14,145.32,42.38,-36.12,173.76,-15.68,-41.85,-63.51,-179.44,-121.92,-125.12,-145.64,55.46,-10.69,-59.93,31.84,-3.27,-4.56,24.90,-28.64,-505.45,3.75,-46.56,15.91,64.75,180.40,134.55,104.61,158.67,-38.17,-41.97
IncomeNetProfit_qq,,-58.79,56.18,-23.45,150.81,-81.89,220.69,2.62,58.93,-56.84,-3.19,-27.12,-1.24,414.69,-25.52,-27.56,42.77,-65.56,98.38,2.63,14.96,26.96,-40.38,-53.96,175.36,27.96,-67.81,30.95,32.31,-827.00,113.22,-62.33,120.43,36.78,10.26,-35.54,-28.25,1562.71,-95.58,86.39
IncomeNetProfit_sq,,-63.36,116.77,-20.15,65.13,22.79,149.04,89.70,57.27,-47.01,47.34,21.56,-22.94,39.54,-41.47,-15.76,-35.33,-175.53,75.32,-15.86,-230.11,31.06,-40.09,-12.95,-0.73,27.96,-40.69,-116.98,-53.61,-827.00,100.19,-35.92,84.08,57.68,62.12,-41.34,23.81,107.79,0.76,-56.66
IncomeShareholderNetProfit,73596000,30489000,47186000,36227000,90968000,17091000,52957000,53251000,85475000,38128000,35860000,26075000,25917000,133069000,99106000,71584000,102802000,35110000,69863000,71881000,82695000,104978000,62381000,28836000,80218000,101410000,32522000,42822000,56696000,-411883000,54088000,20357000,45330000,61761000,67852000,43910000,31594000,524257000,22960000,43173000
IncomeShareholderNetProfit_yy,,,,,23.60,-43.94,12.23,46.99,-6.04,123.09,-32.28,-51.03,-69.68,249.01,176.37,174.53,296.66,-73.62,-29.51,0.41,-19.56,199.00,-10.71,-59.88,-3.00,-3.40,-47.87,48.50,-29.32,-506.16,66.31,-52.46,-20.05,114.99,25.45,115.70,-30.30,748.85,-66.16,-1.68
