,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,385000,1464000,846000,1081000,727000,2434000,1460000,2283000,1446000,3884000,1970000,2236000,1711000,3214000,2651000,3500000,3380000,5931000,3899000,5012000,5857000,8303000,7708000,8531000,6585000,9388000,7005000,9655000,8216000,12135000,8925000,11686000,9872000,15957000,12066000,14111000,11742000,18551000,17642000,19572000,13313000,26048000,23595000,27192000,21227000,36884000,24609000,34656000
IncomeDistributionExpenses_yy,,,,,88.83,66.26,72.58,111.19,98.90,59.57,34.93,-2.06,18.33,-17.25,34.57,56.53,97.55,84.54,47.08,43.20,73.28,39.99,97.69,70.21,12.43,13.07,-9.12,13.18,24.77,29.26,27.41,21.04,20.16,31.50,35.19,20.75,18.94,16.26,46.21,38.70,13.38,40.41,33.74,38.93,59.45,41.60,4.30,27.45
IncomeDistributionExpenses_sy,,,,,76.06,56.63,42.37,50.44,37.04,36.84,39.52,17.54,17.95,2.44,-1.88,3.14,8.40,7.88,9.16,9.67,6.90,6.31,15.98,18.10,14.87,11.00,3.56,13.18,9.79,12.14,13.00,19.83,16.01,7.98,15.06,6.30,9.13,11.27,19.15,22.35,14.36,17.50,23.08,19.95,19.76,16.76,5.72,13.07
IncomeDistributionExpenses_qq,,280.26,-42.21,27.78,-32.75,234.80,-40.02,56.37,-36.66,168.60,-49.28,13.50,-23.48,87.84,-17.52,32.03,-3.43,75.47,-34.26,28.55,16.86,41.76,-7.17,10.68,-22.81,42.57,-25.38,37.83,-14.90,47.70,-26.45,30.94,-15.52,61.64,-24.38,16.95,-16.79,57.99,-4.90,10.94,-31.98,95.66,-9.42,15.24,-21.94,73.76,-33.28,40.83
IncomeDistributionExpenses_sq,,53.65,-0.01,10.66,10.25,31.16,-6.70,17.68,-3.19,30.56,-8.74,7.58,-6.94,13.91,-11.28,6.53,2.69,10.47,-12.12,8.62,-2.04,14.44,-6.59,7.97,0.26,8.91,-9.85,6.13,1.46,9.48,-8.20,10.70,-0.47,9.74,-6.31,7.07,-0.89,16.72,-9.60,11.28,-0.14,15.83,-7.52,6.26,-0.54,10.14,-11.94,8.02
IncomeAdministrativExpenses,192000,-52000,185000,449000,366000,510000,467000,461000,499000,784000,378000,444000,437000,558000,684000,805000,527000,1278000,617000,927000,882000,739000,913000,739000,598000,909000,832000,650000,814000,510000,977000,1081000,783000,1036000,784000,813000,894000,1030000,1069000,923000,942000,1230000,1367000,1443000,1003000,1644000,1767000,1901000
IncomeAdministrativExpenses_yy,,,,,90.62,1080.77,152.43,2.67,36.34,53.73,-19.06,-3.69,-12.42,-28.83,80.95,81.31,20.59,129.03,-9.80,15.16,67.36,-42.18,47.97,-20.28,-32.20,23.00,-8.87,-12.04,36.12,-43.89,17.43,66.31,-3.81,103.14,-19.75,-24.79,14.18,-0.58,36.35,13.53,5.37,19.42,27.88,56.34,6.48,33.66,29.26,31.74
IncomeAdministrativExpenses_sy,,,,,27.85,53.21,35.04,17.00,31.86,21.84,5.69,-2.50,-5.72,-26.67,-7.36,-2.30,-7.59,-1.96,-7.57,10.52,10.92,-3.43,7.72,-5.82,-12.72,8.34,3.20,9.90,13.70,-5.74,-2.36,18.22,-0.24,5.56,8.98,11.70,14.94,8.94,7.61,10.59,0.20,14.98,12.23,12.42,6.59,-0.05,3.83,-1.75
IncomeAdministrativExpenses_qq,,-127.08,455.77,142.70,-18.49,39.34,-8.43,-1.28,8.24,57.11,-51.79,17.46,-1.58,27.69,22.58,17.69,-34.53,142.50,-51.72,50.24,-4.85,-16.21,23.55,-19.06,-19.08,52.01,-8.47,-21.88,25.23,-37.35,91.57,10.64,-27.57,32.31,-24.32,3.70,9.96,15.21,3.79,-13.66,2.06,30.57,11.14,5.56,-30.49,63.91,7.48,7.58
IncomeAdministrativExpenses_sq,,15.40,16.74,18.58,-7.98,40.18,-7.48,10.58,3.78,20.54,-13.68,-2.15,-3.76,19.08,-16.11,-1.31,-3.25,4.30,1.81,7.10,0.46,3.21,-16.41,5.40,-3.82,11.44,-4.56,4.46,0.03,-1.86,-5.04,11.96,-0.39,10.18,-3.50,5.02,-1.14,0.44,-6.66,2.94,3.09,24.79,-10.90,16.00,-6.22,9.10,-5.88,7.89
IncomeGrossProfit,-9000,902000,480000,155000,372000,3950000,1604000,2326000,-237000,1806000,-231000,425000,-830000,2154000,19000,2478000,521000,5894000,91000,2663000,-1880000,4913000,-2491000,1025000,-2563000,2229000,-1781000,451000,-3385000,4646000,-708000,1565000,-2489000,4213000,-1781000,6415000,-1595000,9227000,-5920000,9349000,478000,10863000,-2426000,7998000,-4815000,16308000,-5783000,16044000
IncomeGrossProfit_yy,,,,,4233.33,337.92,234.17,1400.65,-163.71,-54.28,-114.40,-81.73,-250.21,19.27,108.23,483.06,162.77,173.63,378.95,7.47,-460.84,-16.64,-2837.36,-61.51,-36.33,-54.63,28.50,-56.00,-32.07,108.43,60.25,247.01,26.47,-9.32,-151.55,309.90,35.92,119.01,-232.40,45.74,129.97,17.73,59.02,-14.45,-1107.32,50.12,-138.38,100.60
IncomeGrossProfit_sy,,,,,45.93,43.09,25.19,49.34,14.31,-56.69,-114.40,-21.17,-53.57,21.26,35.06,39.87,51.12,41.27,18.09,67.87,7.56,-3.18,14.48,-48.83,-34.83,-6.30,-31.16,39.45,23.94,109.40,47.01,14.84,35.06,-8.16,5.41,23.82,-14.36,11.18,-2.71,3.41,-10.77,12.45,-32.56,3.30,25.97,11.56,2.60,24.93
IncomeGrossProfit_qq,,10122.22,-46.78,-67.71,140.00,961.83,-59.39,45.01,-110.19,862.03,-112.79,283.98,-295.29,359.52,-99.12,12942.11,-78.97,1031.29,-98.46,2826.37,-170.60,361.33,-150.70,141.15,-350.05,186.97,-179.90,125.32,-850.55,237.25,-115.24,321.05,-259.04,269.26,-142.27,460.19,-124.86,678.50,-164.16,257.92,-94.89,2172.59,-122.33,429.68,-160.20,438.69,-135.46,377.43
IncomeGrossProfit_sq,,32.91,-19.65,40.81,16.68,78.17,-60.84,45.01,-24.29,23.21,-105.66,74.00,-37.44,159.69,-73.41,135.61,20.95,79.53,-86.33,167.62,-5.74,81.01,-69.48,91.01,-50.34,62.46,-88.66,178.69,-24.59,99.72,-79.14,181.23,-9.96,27.36,-80.03,182.18,-38.05,100.87,-81.79,147.09,-53.28,76.79,-94.59,101.05,-5.92,44.84,-106.00,125.03
IncomeOtherOperatingIncome,,78000,9000,6000,6000,102000,13000,2000,269000,959000,55000,12000,50000,257000,418000,-78000,317000,1395000,32000,253000,2539000,-1780000,377000,406000,620000,506000,501000,1102000,489000,2910000,535000,525000,491000,552000,351000,290000,131000,1534000,13273000,309000,-23000,624000,160000,383000,3103000,783000,612000,295000
IncomeOtherOperatingIncome_yy,,,,,,30.77,44.44,-66.67,4383.33,840.20,323.08,500.00,-81.41,-73.20,660.00,-750.00,534.00,442.80,-92.34,424.36,700.95,-227.60,1078.12,60.47,-75.58,128.43,32.89,171.43,-21.13,475.10,6.79,-52.36,0.41,-81.03,-34.39,-44.76,-73.32,177.90,3681.48,6.55,-117.56,-59.32,-98.79,23.95,13591.30,25.48,282.50,-22.98
IncomeOtherOperatingIncome_sy,,,,,,45.86,48.15,19.33,41.48,8.42,174.39,132.52,0.64,65.50,12.30,-21.31,52.78,26.32,-17.60,-23.47,-14.95,82.77,6.26,11.80,-4.58,-23.71,16.60,8.49,45.34,65.13,4.07,-46.60,-35.49,-17.94,-26.60,15.93,-14.40,2.92,13.84,12.30,0.32,-8.62,-11.86,-11.46,-7.47,-6.81,26.46,-16.90
IncomeOtherOperatingIncome_qq,,,-88.46,-33.33,,1600.00,-87.25,-84.62,13350.00,256.51,-94.26,-78.18,316.67,414.00,62.65,-118.66,506.41,340.06,-97.71,690.62,903.56,-170.11,121.18,7.69,52.71,-18.39,-0.99,119.96,-55.63,495.09,-81.62,-1.87,-6.48,12.42,-36.41,-17.38,-54.83,1070.99,765.25,-97.67,-107.44,2813.04,-74.36,139.38,710.18,-74.77,-21.84,-51.80
IncomeOtherOperatingIncome_sq,,,-33.22,33.95,,226.20,-47.99,-34.15,18.18,187.08,-43.49,60.21,-34.26,29.85,-16.74,-34.43,-1.48,57.26,-62.50,29.10,-16.37,108.41,-39.10,-41.24,7.56,-2.05,-0.99,10.87,41.75,0.21,-5.38,-3.84,-2.10,45.02,-48.74,4.06,-24.68,35.41,-26.42,12.30,-26.77,33.79,-34.03,47.56,-16.50,30.01,-6.19,-1.20
IncomeOtherOperatingCosts,,5000,3000,6000,4000,12000,,13000,4000,41000,12000,10000,56000,87000,194000,-183000,223000,1306000,7000,59000,188000,425000,11000,10000,216000,1015000,23000,70000,8000,453000,26000,37000,224000,286000,49000,57000,88000,3224000,1759000,471000,120000,2918000,162000,373000,1850000,3582000,725000,770000
IncomeOtherOperatingCosts_yy,,,,,,140.00,-100.00,116.67,,241.67,,-23.08,1300.00,112.20,1516.67,-1930.00,298.21,1401.15,-96.39,132.24,-15.70,-67.46,57.14,-83.05,14.89,138.82,109.09,600.00,-96.30,-55.37,13.04,-47.14,2700.00,-36.87,88.46,54.05,-60.71,1027.27,3489.80,726.32,36.36,-9.49,-90.79,-20.81,1441.67,22.76,347.53,106.43
IncomeOtherOperatingCosts_sy,,,,,,80.53,54.46,31.54,,147.27,,177.40,86.67,-12.76,-29.02,-35.02,-9.91,-38.92,-6.28,3.28,7.95,-7.50,38.78,-14.62,-15.42,13.74,-16.18,6.45,12.52,-9.79,-26.64,-12.72,-17.06,7.00,-10.00,-7.75,-6.85,33.59,28.74,29.56,36.75,-2.26,-4.28,11.64,3.61,54.38,4.95,22.44
IncomeOtherOperatingCosts_qq,,,-40.00,100.00,-33.33,200.00,-100.00,,-69.23,925.00,-70.73,-16.67,460.00,55.36,122.99,-194.33,221.86,485.65,-99.46,742.86,218.64,126.06,-97.41,-9.09,2060.00,369.91,-97.73,204.35,-88.57,5562.50,-94.26,42.31,505.41,27.68,-82.87,16.33,54.39,3563.64,-45.44,-73.22,-74.52,2331.67,-94.45,130.25,395.98,93.62,-79.76,6.21
IncomeOtherOperatingCosts_sq,,,-50.99,70.39,-21.48,271.47,-74.68,,-17.71,356.31,-73.04,110.02,-20.51,86.38,-59.38,58.26,-43.20,60.76,-66.74,191.42,23.78,114.17,-46.78,3.53,-2.45,60.44,-71.67,104.87,11.23,78.72,-69.21,7.18,-4.52,156.19,-59.23,29.49,-17.03,212.60,-68.92,32.63,-20.26,123.42,-73.32,69.08,27.66,364.54,-75.28,76.88
IncomeEBIT,-9000,975000,486000,155000,374000,4040000,1617000,2315000,28000,2724000,-188000,427000,-836000,2324000,243000,2583000,615000,5983000,116000,2857000,471000,2708000,-2125000,1421000,-2159000,1720000,-1303000,1483000,-2904000,7103000,-199000,2053000,-2222000,4479000,-1479000,6648000,-1552000,7537000,5594000,9187000,335000,8569000,-2428000,8008000,-3562000,13509000,-5896000,15569000
IncomeEBIT_yy,,,,,4255.56,314.36,232.72,1393.55,-92.51,-32.57,-111.63,-81.56,-3085.71,-14.68,229.26,504.92,173.56,157.44,-52.26,10.61,-23.41,-54.74,-1931.90,-50.26,-558.39,-36.48,38.68,4.36,-34.51,312.97,84.73,38.44,23.48,-36.94,-643.22,223.82,30.15,68.27,478.23,38.19,121.59,13.69,-143.40,-12.83,-1163.28,57.65,-142.83,94.42
IncomeEBIT_sy,,,,,45.75,31.14,38.66,27.78,10.60,-48.34,-110.84,-37.42,-62.64,17.21,68.45,11.20,100.70,58.86,7.73,35.34,-24.99,14.26,-20.84,-32.22,11.28,5.38,-37.86,44.73,23.20,56.58,43.53,18.28,25.63,2.49,7.90,18.17,-20.51,1.70,-6.69,1.99,-13.34,2.20,-45.62,-0.49,8.21,21.26,0.41,31.29
IncomeEBIT_qq,,10933.33,-50.15,-68.11,141.29,980.21,-59.98,43.17,-98.79,9628.57,-106.90,327.13,-295.78,377.99,-89.54,962.96,-76.19,872.85,-98.06,2362.93,-83.51,474.95,-178.47,166.87,-251.94,179.67,-175.76,213.81,-295.82,344.59,-102.80,1131.66,-208.23,301.58,-133.02,549.49,-123.35,585.63,-25.78,64.23,-96.35,2457.91,-128.33,429.82,-144.48,479.25,-143.64,364.06
IncomeEBIT_sq,,81.57,-8.89,54.14,-8.94,39.52,-58.60,24.21,-18.52,-10.30,-5.52,34.66,-24.86,75.74,-61.59,121.66,4.97,69.56,-90.49,128.60,-18.30,85.04,-75.32,61.87,-41.69,15.36,-82.45,170.59,-20.77,92.09,-77.30,150.53,-11.81,55.25,-78.59,118.91,-52.22,48.68,-82.46,112.71,-37.02,60.56,-85.38,98.68,-15.95,26.45,-93.86,130.10
IncomeFinanceIncome,52000,88000,69000,146000,48000,105000,237000,367000,124000,765000,128000,571000,370000,-80000,184000,64000,167000,129000,349000,-114000,-14000,3639000,425000,791000,926000,941000,69000,172000,79000,89000,306000,284000,53000,-404000,241000,235000,-274000,-76000,542000,11000,1869000,1649000,815000,2464000,-407000,3030000,846000,163000
IncomeFinanceIncome_yy,,,,,-7.69,19.32,243.48,151.37,158.33,628.57,-45.99,55.59,198.39,-110.46,43.75,-88.79,-54.86,261.25,89.67,-278.12,-108.38,2720.93,21.78,793.86,6714.29,-74.14,-83.76,-78.26,-91.47,-90.54,343.48,65.12,-32.91,-553.93,-21.24,-17.25,-616.98,81.19,124.90,-95.32,782.12,2269.74,50.37,22300.00,-121.78,83.75,3.80,-93.38
IncomeFinanceIncome_sy,,,,,108.97,143.39,22.74,160.07,-45.83,28.42,-18.28,-19.51,88.92,-41.60,-2.38,-66.74,115.73,-9.33,89.67,-39.61,-47.23,-19.05,15.13,8.12,22.74,21.69,-34.53,-12.42,-47.18,8.17,-21.00,-10.47,68.41,-1.27,44.80,-28.90,-61.42,-79.84,-30.20,86.91,-40.89,58.97,8.86,-15.18,72.31,64.29,-27.09,-16.67
IncomeFinanceIncome_qq,,69.23,-21.59,111.59,-67.12,118.75,125.71,54.85,-66.21,516.94,-83.27,346.09,-35.20,-121.62,330.00,-65.22,160.94,-22.75,170.54,-132.66,87.72,26092.86,-88.32,86.12,17.07,1.62,-92.67,149.28,-54.07,12.66,243.82,-7.19,-81.34,-862.26,159.65,-2.49,-216.60,72.26,813.16,-97.97,16890.91,-11.77,-50.58,202.33,-116.52,844.47,-72.08,-80.73
IncomeFinanceIncome_sq,,69.23,-21.59,55.59,21.17,58.33,8.39,188.96,-74.82,253.07,-59.08,39.50,-30.94,107.79,-12.46,17.62,74.32,-14.86,6.86,-29.59,0.31,27.38,-15.92,-50.72,16.87,2.34,-6.41,15.99,-24.53,64.29,-12.62,2.10,-2.90,30.93,13.32,-21.47,0.40,13.24,125.00,-13.02,6.56,-11.77,5.25,-50.90,-37.17,94.53,56.54,-40.83
IncomeFinanceCosts,30000,75000,92000,15000,270000,-170000,112000,-51000,-52000,606000,197000,330000,71000,-235000,118000,-26000,89000,12000,50000,29000,238000,-19000,1000,133000,-63000,-1000,384000,1572000,-152000,54000,23000,18000,20000,11000,36000,225000,24000,112000,203000,-93000,-55000,82000,10000,61000,34000,-26000,50000,1312000
IncomeFinanceCosts_yy,,,,,800.00,-326.67,21.74,-440.00,-119.26,456.47,75.89,747.06,236.54,-138.78,-40.10,-107.88,25.35,105.11,-57.63,211.54,167.42,-258.33,-98.00,358.62,-126.47,94.74,38300.00,1081.95,-141.27,5500.00,-94.01,-98.85,113.16,-79.63,56.52,1150.00,20.00,918.18,463.89,-141.33,-329.17,-26.79,-95.07,165.59,161.82,-131.71,400.00,2050.82
IncomeFinanceCosts_sy,,,,,-7.08,78.19,30.61,69.33,72.18,265.82,77.32,14.36,-2.50,-62.74,-47.27,26.11,3.67,3.72,2.92,-25.29,43.26,-8.71,1.06,6.02,-42.84,-13.77,-8.21,28.84,-50.87,43.18,-14.16,-40.56,100.00,47.56,19.47,-8.36,-32.18,-19.34,1.98,-17.09,-38.02,-9.24,0.86,5.73,7.46,58.11,12.50,19.89
IncomeFinanceCosts_qq,,150.00,22.67,-83.70,1700.00,-162.96,165.88,-145.54,-1.96,1265.38,-67.49,67.51,-78.48,-430.99,150.21,-122.03,442.31,-86.52,316.67,-42.00,720.69,-107.98,105.26,13200.00,-147.37,98.41,38500.00,309.38,-109.67,135.53,-57.41,-21.74,11.11,-45.00,227.27,525.00,-89.33,366.67,81.25,-145.81,40.86,249.09,-87.80,510.00,-44.26,-176.47,292.31,2524.00
IncomeFinanceCosts_sq,,32.08,-17.55,7.04,-6.59,79.04,-27.12,34.87,-1.96,248.19,-37.87,-20.14,-9.44,26.40,-31.92,17.06,-19.69,1.76,-9.56,4.89,56.89,-31.34,-2.65,0.70,0.76,0.98,44.94,29.52,-59.74,73.54,-21.95,-16.73,26.05,15.00,-26.37,-10.57,8.20,46.61,14.36,-25.51,11.68,91.73,-4.89,-2.91,-15.57,119.59,-17.27,24.16
IncomeOtherIncome,,,,,,,,,,,21000,20000,-24000,137000,-157000,,-195000,-36000,19000,,51000,278000,55000,,118000,-19000,92000,,,669000,,,,20000,-5000,13000,35000,-21000,88000,204000,-597000,-603000,-117000,-174000,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,-847.62,-100.00,-712.50,-126.28,112.10,,126.15,872.22,189.47,,131.37,-106.83,67.27,,-100.00,3621.05,-100.00,,,-97.01,,,,-205.00,1860.00,1469.23,-1805.71,-2771.43,-232.95,-185.29,100.00,100.00,100.00,100.00
IncomeOtherIncome_sy,,,,,,,,,,,,,,,-473.81,96.56,,,106.05,,-100.00,-12.17,44.74,,15.68,100.00,14.32,,,,-100.00,,,113.49,,,,-117.02,907.05,-74.16,-901.99,-1388.47,-100.27,-104.46,49.92,-32.96,25.76,100.00
IncomeOtherIncome_qq,,,,,,,,,,,,-4.76,-220.00,670.83,-214.60,100.00,,81.54,152.78,-100.00,,445.10,-80.22,-100.00,,-116.10,584.21,-100.00,,,-100.00,,,,-125.00,360.00,169.23,-160.00,519.05,131.82,-392.65,-1.01,80.60,-48.72,100.00,,,
IncomeOtherIncome_sq,,,,,,,,,,,,-65.49,99.67,-106.08,-214.60,99.30,,-100.00,3.57,-1850.00,,122.55,100.00,-150.65,,,97.29,-100.00,,,,,,,-112.50,181.68,-59.19,-64.79,217.87,66.79,-185.55,12.15,-58.71,-64.22,100.00,,,
IncomeNetGrossProfit,13000,988000,463000,286000,152000,4315000,1742000,2733000,204000,2883000,-236000,688000,-561000,2616000,152000,2830000,498000,6064000,434000,2695000,270000,6644000,-1646000,2024000,-1052000,2643000,-1526000,-9000,-2673000,7807000,84000,2319000,-2189000,4084000,-1279000,6671000,-1815000,7328000,6021000,9495000,1662000,9533000,-1740000,10237000,-3712000,16565000,-5100000,14420000
IncomeNetGrossProfit_yy,,,,,1069.23,336.74,276.24,855.59,34.21,-33.19,-113.55,-74.83,-375.00,-9.26,164.41,311.34,188.77,131.80,185.53,-4.77,-45.78,9.56,-479.26,-24.90,-489.63,-60.22,7.29,-100.44,-154.09,195.38,105.50,25866.67,18.11,-47.69,-1622.62,187.67,17.09,79.43,570.76,42.33,191.57,30.09,-128.90,7.81,-323.35,73.76,-193.10,40.86
IncomeNetGrossProfit_sy,,,,,99.06,27.27,28.49,-2.41,-4.74,-72.93,-117.46,-14.10,-51.62,15.87,72.17,42.42,131.22,58.33,-2.23,55.58,-15.79,8.53,-6.58,-19.94,18.58,-13.82,-34.93,16.12,24.49,30.92,42.69,33.62,13.93,0.02,-9.94,22.01,8.27,8.11,-9.14,13.90,-17.32,-3.18,-39.58,-5.04,15.10,-0.68,-6.99,38.48
IncomeNetGrossProfit_qq,,7500.00,-53.14,-38.23,-46.85,2738.82,-59.63,56.89,-92.54,1313.24,-108.19,391.53,-181.54,566.31,-94.19,1761.84,-82.40,1117.67,-92.84,520.97,-89.98,2360.74,-124.77,222.96,-151.98,351.24,-157.74,99.41,-29600.00,392.07,-98.92,2660.71,-194.39,286.57,-131.32,621.58,-127.21,503.75,-17.84,57.70,-82.50,473.59,-118.25,688.33,-136.26,546.26,-130.79,382.75
IncomeNetGrossProfit_sq,,82.22,-9.31,47.88,-37.08,26.67,-53.22,27.32,-40.88,-25.04,8.34,72.02,-53.54,47.44,-67.15,166.42,19.51,69.16,-82.87,142.35,-56.87,93.97,-86.35,77.08,-35.20,44.40,-85.36,99.41,-6.98,64.12,-98.22,149.36,-28.10,37.46,-82.12,125.84,-43.45,33.18,-86.70,147.44,-33.58,23.45,-101.26,101.80,-26.02,13.97,-84.28,119.02
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,13000,988000,463000,286000,152000,4315000,1742000,2733000,204000,2883000,-236000,688000,-561000,2616000,152000,2830000,498000,6064000,434000,2695000,270000,6644000,-1646000,2024000,-1052000,2643000,-1526000,-9000,-2673000,7807000,84000,2319000,-2189000,4084000,-1279000,6671000,-1815000,7328000,6021000,9495000,1662000,9533000,-1740000,10237000,-3712000,16565000,-5100000,14420000
IncomeBeforeTaxProfit_yy,,,,,1069.23,336.74,276.24,855.59,34.21,-33.19,-113.55,-74.83,-375.00,-9.26,164.41,311.34,188.77,131.80,185.53,-4.77,-45.78,9.56,-479.26,-24.90,-489.63,-60.22,7.29,-100.44,-154.09,195.38,105.50,25866.67,18.11,-47.69,-1622.62,187.67,17.09,79.43,570.76,42.33,191.57,30.09,-128.90,7.81,-323.35,73.76,-193.10,40.86
IncomeBeforeTaxProfit_sy,,,,,99.06,27.27,28.49,-2.41,-4.74,-72.93,-117.46,-14.10,-51.62,15.87,72.17,42.42,143.72,58.33,-2.23,55.58,-15.79,8.53,-6.58,-19.94,18.58,-13.82,-34.93,16.12,24.49,30.92,42.69,33.62,13.93,0.02,-9.94,22.01,8.27,8.11,-9.14,13.90,-20.01,-3.18,-39.58,-5.04,15.10,-0.68,-6.99,38.48
