,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_qq,,,-0.47,32.46,-12.99,-3.07,3.05,9.05,-8.71,13.82,-8.58,26.46,-15.84,16.49,5.24,3.32,-19.08,5.81,-5.72,-45.03,25.71,-13.47
IncomeAdministrativExpenses_sq,,,-2.89,13.80,-9.77,1.30,-3.87,14.48,-11.68,13.36,-7.51,15.45,-8.33,1.15,-1.48,15.55,-5.45,4.94,-5.72,17.26,-5.63,6.22
IncomeGrossProfit,229000,12044000,7462000,1811000,6005000,5052000,6517000,7526000,6485000,7898000,5159000,3474000,6843000,10105000,3810000,1695000,4329000,-122498000,-60146000,-108598000,-8110000,-5062000
IncomeGrossProfit_yy,,,,,2522.27,-58.05,-12.66,315.57,7.99,56.33,-20.84,-53.84,5.52,27.94,-26.15,-51.21,-36.74,-1312.25,-1678.64,-6506.96,-287.34,95.87
IncomeGrossProfit_sy,,,,,56.25,28.54,5.13,30.82,28.11,50.22,25.07,-2.67,2.28,13.70,-14.13,-47.79,-1.95,2.23,-33.12,-9.30,-23.83,-10.35
IncomeGrossProfit_qq,,5159.39,-38.04,-75.73,231.58,-15.87,29.00,15.48,-13.83,21.79,-34.68,-32.66,96.98,47.67,-62.30,-55.51,155.40,-2929.71,50.90,-80.56,92.53,37.58
IncomeGrossProfit_sq,,52.08,34.62,1.93,-62.02,49.71,9.48,24.91,-49.46,36.38,14.80,6.10,-47.97,23.26,34.54,-17.81,7.76,20.28,-12.66,-8.84,-28.36,15.96
IncomeOtherOperatingIncome,1284000,134000,884000,1801000,247000,2153000,1019000,2417000,547000,5536000,587000,1314000,385000,910000,194000,705000,225000,1293000,954000,12475000,1796000,5398000
IncomeOtherOperatingIncome_yy,,,,,-80.76,1506.72,15.27,34.20,121.46,157.13,-42.39,-45.64,-29.62,-83.56,-66.95,-46.35,-41.56,42.09,391.75,1669.50,698.22,317.48
IncomeOtherOperatingIncome_sy,,,,,-24.50,-15.38,-6.41,-31.46,-26.92,69.84,7.70,8.85,33.02,3.13,0.56,-8.66,-3.75,-10.63,22.22,-0.80,8.03,21.13
IncomeOtherOperatingIncome_qq,,-89.56,559.70,103.73,-86.29,771.66,-52.67,137.19,-77.37,912.07,-89.40,123.85,-70.70,136.36,-78.68,263.40,-68.09,474.67,-26.22,1207.65,-85.60,200.56
IncomeOtherOperatingIncome_sq,,3.39,-10.46,102.76,-70.72,17.90,4.36,137.19,-61.76,90.44,-33.92,110.76,-61.16,66.24,-50.31,125.10,-54.52,9.22,-7.37,20.44,-39.53,-15.38
IncomeOtherOperatingCosts,632000,747000,231000,524000,149000,1610000,781000,1285000,661000,1293000,292000,789000,82000,657000,124000,1420000,289000,5055000,2123000,114090000,3808000,3225000
IncomeOtherOperatingCosts_yy,,,,,-76.42,115.53,238.10,145.23,343.62,-19.69,-62.61,-38.60,-87.59,-49.19,-57.53,79.97,252.44,669.41,1612.10,7934.51,1217.65,-36.20
IncomeOtherOperatingCosts_sy,,,,,0.15,3.16,-1.30,-35.78,-34.38,-5.82,-32.61,-8.13,41.53,31.50,-31.34,9.49,-8.56,-37.90,13.90,29.14,8.42,39.83
IncomeOtherOperatingCosts_qq,,18.20,-69.08,126.84,-71.56,980.54,-51.49,64.53,-48.56,95.61,-77.42,170.21,-89.61,701.22,-81.13,1045.16,-79.65,1649.13,-58.00,5274.00,-96.66,-15.31
IncomeOtherOperatingCosts_sq,,152.33,-41.36,265.99,-72.15,88.79,-30.10,140.51,-73.70,91.56,-50.39,395.41,-78.84,104.78,-39.39,193.68,-69.43,47.51,6.46,316.28,-63.25,33.19
IncomeEBIT,881000,11431000,8115000,3088000,6103000,5595000,6755000,8658000,6371000,12141000,5454000,3999000,7146000,10358000,3880000,980000,4265000,-126260000,-61315000,-210213000,-10122000,-2889000
IncomeEBIT_yy,,,,,592.74,-51.05,-16.76,180.38,4.39,117.00,-19.26,-53.81,12.16,-14.69,-28.86,-75.49,-40.32,-1318.96,-1680.28,-21550.31,-337.33,97.71
IncomeEBIT_sy,,,,,13.45,7.19,26.26,32.42,46.74,44.98,24.46,-18.12,3.96,-4.32,-16.41,-34.60,-12.55,-4.66,9.75,-43.52,-0.33,-7.48
IncomeEBIT_qq,,1197.50,-29.01,-61.95,97.64,-8.32,20.73,28.17,-26.41,90.57,-55.08,-26.68,78.69,44.95,-62.54,-74.74,335.20,-3060.38,51.44,-242.84,95.18,71.46
IncomeEBIT_sq,,74.61,18.88,-3.50,-27.26,29.32,10.08,82.28,-57.87,113.19,19.04,-3.08,-28.96,24.14,29.98,-35.55,23.40,25.79,-6.52,-18.46,-27.58,15.30
IncomeFinanceIncome,748000,76000,-309000,95000,781000,1263000,148000,875000,3691000,-1406000,-451000,-268000,490000,-229000,122000,-252000,4913000,-374000,-1600000,2383000,23000,286000
IncomeFinanceIncome_yy,,,,,4.41,1561.84,147.90,821.05,372.60,-211.32,-404.73,-130.63,-86.72,83.71,127.05,5.97,902.65,-63.32,-1411.48,1045.63,-99.53,176.47
IncomeFinanceIncome_sy,,,,,4.41,-36.00,-40.67,44.88,-15.10,-10.07,-5.22,-10.09,-14.82,106.66,-39.90,31.26,-41.62,-63.32,8.44,-22.39,-5.87,141.79
IncomeFinanceIncome_qq,,-89.84,-506.58,130.74,722.11,61.72,-88.28,491.22,321.83,-138.09,67.92,40.58,282.84,-146.73,153.28,-306.56,2049.60,-107.61,-327.81,248.94,-99.03,1143.48
IncomeFinanceIncome_sq,,23.39,-67.98,28.62,10.85,-2.26,-21.88,31.97,24.19,-29.22,,33.50,38.18,-8.62,-60.33,50.00,-33.45,-12.56,-10.00,20.40,-30.82,10.30
IncomeFinanceCosts,1746000,3984000,1306000,1630000,1684000,2188000,2437000,7585000,2641000,2501000,3133000,2245000,3014000,6692000,980000,5055000,3050000,3757000,3181000,9115000,6178000,9975000
IncomeFinanceCosts_yy,,,,,-3.55,-45.08,86.60,365.34,56.83,14.31,28.56,-70.40,14.12,167.57,-68.72,125.17,1.19,-43.86,224.59,80.32,102.56,165.50
IncomeFinanceCosts_sy,,,,,-26.86,-36.36,17.32,7.68,8.88,-31.68,-25.08,-25.92,1.32,37.67,-1.21,-9.53,15.44,-17.68,-14.07,-4.99,-6.91,24.44
IncomeFinanceCosts_qq,,128.18,-67.22,24.81,3.31,29.93,11.38,211.24,-65.18,-5.30,25.27,-28.34,34.25,122.03,-85.36,415.82,-39.66,23.18,-15.33,186.55,-32.22,61.46
IncomeFinanceCosts_sq,,27.09,-39.55,46.01,-15.92,9.38,7.66,23.91,-28.11,-20.45,25.27,23.89,-14.11,5.12,-2.98,5.92,-4.26,-14.40,-15.33,41.07,-21.70,27.78
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-117000,7523000,6500000,1553000,5200000,4670000,4466000,1948000,7421000,8234000,1870000,1486000,4622000,3437000,3022000,-4327000,6128000,-130391000,-66096000,-216945000,-16277000,-12578000
IncomeNetGrossProfit_yy,,,,,4544.44,-37.92,-31.29,25.43,42.71,76.32,-58.13,-23.72,-37.72,-58.26,61.60,-391.18,32.58,-3893.74,-2287.16,-4913.75,-365.62,90.35
IncomeNetGrossProfit_sy,,,,,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeNetGrossProfit_qq,,6529.91,-13.60,-76.11,234.84,-10.19,-4.37,-56.38,280.95,10.96,-77.29,-20.53,211.04,-25.64,-12.07,-243.18,241.62,-2227.79,49.31,-228.23,92.50,22.73
IncomeNetGrossProfit_sq,,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-117000,7523000,6500000,1553000,5200000,4670000,4466000,1948000,7421000,8234000,1870000,1486000,4622000,3437000,3022000,-4327000,6128000,-130391000,-66096000,-216945000,-16277000,-12578000
IncomeBeforeTaxProfit_yy,,,,,4544.44,-37.92,-31.29,25.43,42.71,76.32,-58.13,-23.72,-37.72,-58.26,61.60,-391.18,32.58,-3893.74,-2287.16,-4913.75,-365.62,90.35
IncomeBeforeTaxProfit_sy,,,,,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeBeforeTaxProfit_qq,,6529.91,-13.60,-76.11,234.84,-10.19,-4.37,-56.38,280.95,10.96,-77.29,-20.53,211.04,-25.64,-12.07,-243.18,241.62,-2227.79,49.31,-228.23,92.50,22.73
IncomeBeforeTaxProfit_sq,,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,1114000,5071000,3635000,10566000,3349000,4271000,1824000,2839000,5747000,6177000,1343000,961000,4793000,7687000,1926000,-5519000,4351000,-107097000,-75301000,-231091000,-21294000,-12856000
IncomeNetProfit_yy,,,,,200.63,-15.78,-49.82,-73.13,71.60,44.63,-26.37,-66.15,-16.60,24.45,43.41,-674.30,-9.22,-1493.22,-4009.71,-4087.19,-589.40,88.00
IncomeNetProfit_sy,,,,,9.95,7.85,15.31,-9.46,64.50,43.48,39.61,-8.69,3.66,9.76,4.69,-35.96,1.69,-6.78,8.60,-22.55,12.64,-37.60
IncomeNetProfit_qq,,355.21,-28.32,190.67,-68.30,27.53,-57.29,55.65,102.43,7.48,-78.26,-28.44,398.75,60.38,-74.94,-386.55,178.84,-2561.43,29.69,-206.89,90.79,39.63
IncomeNetProfit_sq,,56.62,18.54,16.20,-32.32,44.74,7.45,56.44,-46.90,101.15,16.21,-1.41,-24.46,29.21,56.83,-57.29,-30.68,17.55,14.64,-51.92,6.37,-17.94
IncomeShareholderNetProfit,1091000,5077000,3695000,10502000,3349000,4268000,1827000,2839000,5747000,6177000,1343000,961000,4793000,7687000,1926000,-5519000,4351000,-107097000,-75301000,-231091000,-21294000,-12856000
IncomeShareholderNetProfit_yy,,,,,206.97,-15.93,-50.55,-72.97,71.60,44.73,-26.49,-66.15,-16.60,24.45,43.41,-674.30,-9.22,-1493.22,-4009.71,-4087.19,-589.40,88.00
IncomeShareholderNetProfit_sy,,,,,22.27,7.80,33.23,-5.95,68.93,46.66,30.66,-8.30,-3.15,11.20,4.58,-34.90,-3.89,-6.78,6.97,3.65,9.06,-36.89
IncomeShareholderNetProfit_qq,,365.35,-27.22,184.22,-68.11,27.44,-57.19,55.39,102.43,7.48,-78.26,-28.44,398.75,60.38,-74.94,-386.55,178.84,-2561.43,29.69,-206.89,90.79,39.63
IncomeShareholderNetProfit_sq,,62.11,18.54,22.83,-68.11,43.86,16.88,48.32,-44.74,102.86,17.60,-28.44,-27.59,41.01,56.83,-34.02,-30.68,16.62,14.96,-29.02,6.37,-31.17
BalanceNoncurrentAssets,,186700000,,236390000,252029000,258747000,268971000,302172000,302613000,301145000,302588000,313640000,316711000,323661000,323504000,323824000,319828000,259654000,255298000,170575000,167049000,167050000
BalanceNoncurrentAssets_yy,,,,,,38.59,,27.83,20.07,16.39,12.50,3.80,4.66,7.48,6.91,3.25,0.98,-19.78,-21.08,-47.32,-47.77,-35.66
BalanceNoncurrentAssets_sy,,,,,,-0.16,,-1.64,-3.28,-1.24,2.56,3.16,3.63,2.63,3.96,2.42,2.13,1.85,3.56,2.32,-0.44,0.15
BalanceNoncurrentAssets_qq,,,-100.00,,6.62,2.67,3.95,12.34,0.15,-0.49,0.48,3.65,0.98,2.19,-0.05,0.10,-1.23,-18.81,-1.68,-33.19,-2.07,
BalanceNoncurrentAssets_sq,,,,,-0.27,0.42,0.06,0.57,-0.80,,0.25,0.57,0.14,0.41,0.23,-0.46,0.25,-0.76,-0.42,-0.08,0.37,
BalanceIntangibleAssets,,159000,,284000,356000,386000,393000,377000,375000,378000,345000,356000,619000,1953000,1894000,2656000,2571000,1207000,1177000,1055000,993000,1003000
BalanceIntangibleAssets_yy,,,,,,142.77,,32.75,5.34,-2.07,-12.21,-5.57,65.07,416.67,448.99,646.07,315.35,-38.20,-37.86,-60.28,-61.38,-16.90
BalanceIntangibleAssets_sy,,,,,,-1.11,,-1.78,-2.12,-3.04,-3.98,-1.36,-0.74,-0.83,-1.40,-1.41,-0.77,-2.05,-2.06,-0.54,-1.95,-1.83
BalanceIntangibleAssets_qq,,,-100.00,,25.35,8.43,1.81,-4.07,-0.53,0.80,-8.73,3.19,73.88,215.51,-3.02,40.23,-3.20,-53.05,-2.49,-10.37,-5.88,1.01
BalanceIntangibleAssets_sq,,,-0.82,,-0.46,-0.53,-0.39,-0.80,-0.48,-0.13,-0.42,-0.50,-0.40,-0.43,-0.49,-0.56,-0.39,-0.77,-0.07,-0.28,-0.41,-0.36
BalanceProperty,,178673000,,221245000,235458000,243575000,252695000,286834000,286320000,286534000,289056000,299807000,299858000,305003000,305464000,304591000,301475000,230680000,228841000,166843000,163718000,164013000
BalanceProperty_yy,,,,,,36.32,,29.65,21.60,17.64,14.39,4.52,4.73,6.45,5.68,1.60,0.54,-24.37,-25.08,-45.22,-45.69,-28.90
BalanceProperty_sy,,,,,,-2.12,,-1.28,-1.18,-1.30,0.48,3.22,4.34,3.84,3.30,0.76,1.48,0.01,1.05,0.85,1.22,1.08
BalanceProperty_qq,,,-100.00,,6.42,3.45,3.74,13.51,-0.18,0.07,0.88,3.72,0.02,1.72,0.15,-0.29,-1.02,-23.48,-0.80,-27.09,-1.87,0.18
BalanceProperty_sq,,,-0.38,,-0.04,-0.32,-0.36,-1.16,-0.29,0.08,,0.86,-0.52,0.42,-0.39,-0.10,-0.50,-0.67,-0.57,0.81,0.38,0.32
BalanceNoncurrentReceivables,,771000,,1457000,1596000,1433000,1452000,1685000,1718000,1940000,1914000,1777000,2142000,2482000,3090000,3548000,3957000,3775000,3436000,2677000,2338000,2034000
BalanceNoncurrentReceivables_yy,,,,,,85.86,,15.65,7.64,35.38,31.82,5.46,24.68,27.94,61.44,99.66,84.73,52.10,11.20,-24.55,-40.91,-46.12
BalanceNoncurrentReceivables_sy,,,,,,13.13,,0.32,-6.58,0.32,-1.84,,21.13,17.11,-2.62,2.18,-1.87,4.86,1.02,,3.40,-3.04
BalanceNoncurrentReceivables_qq,,,-100.00,,9.54,-10.21,1.33,16.05,1.96,12.92,-1.34,-7.16,20.54,15.87,24.50,14.82,11.53,-4.60,-8.98,-22.09,-12.66,-13.00
BalanceNoncurrentReceivables_sq,,,1.94,,0.18,-0.01,-0.02,1.65,-7.84,,1.28,2.44,1.40,3.70,-0.59,0.07,0.22,2.63,-2.29,-0.09,1.03,-1.08
BalanceNoncurrInvestments,,3893000,,3923000,3884000,3937000,3950000,4032000,3868000,3968000,4010000,4032000,4038000,4187000,4079000,4185000,3992000,3998000,,,,
BalanceNoncurrInvestments_yy,,,,,,1.13,,2.78,-0.41,0.79,1.52,,4.40,5.52,1.72,3.79,-1.14,-4.51,-100.00,-100.00,-100.00,-100.00
BalanceNoncurrInvestments_sy,,,,,,-7.69,,-1.44,-0.41,,,,0.40,-2.84,-8.46,,-5.78,,,-1.64,-2.70,0.04
BalanceNoncurrInvestments_qq,,,-100.00,,-0.99,1.36,0.33,2.08,-4.07,2.59,1.06,0.55,0.15,3.69,-2.58,2.60,-4.61,0.15,-100.00,,,
BalanceNoncurrInvestments_sq,,,,,,,,,,,,-0.52,,-0.96,,,,,,,,
BalanceOtherNoncurrentAssets,,3204000,,9481000,10735000,9416000,10481000,9244000,10332000,8325000,7263000,7668000,10054000,10036000,8977000,8844000,7833000,19994000,21844000,,,
BalanceOtherNoncurrentAssets_yy,,,,,,193.88,,-2.50,-3.75,-11.59,-30.70,-17.05,-2.69,20.55,23.60,15.34,-22.09,99.22,143.33,-100.00,-100.00,-100.00
BalanceOtherNoncurrentAssets_sy,,,,,,2.70,,-0.36,-1.32,7.83,1.28,3.54,1.62,4.60,17.80,1.79,5.06,-1.34,3.82,-11.14,-15.17,2.94
BalanceOtherNoncurrentAssets_qq,,,-100.00,,13.23,-12.29,11.31,-11.80,11.77,-19.43,-12.76,5.58,31.12,-0.18,-10.55,-1.48,-11.43,155.25,9.25,-100.00,,
BalanceOtherNoncurrentAssets_sq,,,,,-2.21,-0.56,5.05,3.10,-0.10,-0.17,,6.09,-2.42,0.06,2.80,-4.28,0.60,-4.96,2.18,-5.27,,
BalanceCurrentAssets,,135379000,,185106000,184812000,150086000,161381000,176597000,193362000,257173000,227067000,234407000,257678000,306881000,325519000,346415000,348051000,256264000,212547000,84501000,107016000,101040000
BalanceCurrentAssets_yy,,,,,,10.86,,-4.60,4.63,71.35,40.70,32.74,33.26,19.33,43.36,47.78,35.07,-16.49,-34.71,-75.61,-69.25,-60.57
BalanceCurrentAssets_sy,,,,,,-1.64,,-1.18,0.04,1.15,3.71,-0.91,-0.44,-2.83,-0.39,7.42,0.70,2.57,2.96,-2.63,-1.71,1.82
BalanceCurrentAssets_qq,,,-100.00,,-0.16,-18.79,7.53,9.43,9.49,33.00,-11.71,3.23,9.93,19.09,6.07,6.42,0.47,-26.37,-17.06,-60.24,26.64,-5.58
BalanceCurrentAssets_sq,,,7.11,,-2.27,1.88,3.29,-0.05,-4.48,3.14,4.06,-0.39,-4.82,2.58,2.57,5.10,-8.53,4.40,3.28,-2.97,-6.08,7.07
BalanceInventory,,4081000,,8078000,7377000,5855000,6095000,7001000,8354000,13662000,16161000,14430000,16910000,14203000,15210000,12897000,14162000,23331000,19456000,6605000,5508000,7813000
BalanceInventory_yy,,,,,,43.47,,-13.33,13.24,133.34,165.15,106.11,102.42,3.96,-5.88,-10.62,-16.25,64.27,27.92,-48.79,-61.11,-66.51
BalanceInventory_sy,,,,,,-8.50,,-13.09,-2.41,-6.80,-0.04,8.35,13.13,6.02,5.43,-6.41,4.70,3.71,1.82,11.84,7.80,17.87
BalanceInventory_qq,,,-100.00,,-8.68,-20.63,4.10,14.86,19.33,63.54,18.29,-10.71,17.19,-16.01,7.09,-15.21,9.81,64.74,-16.61,-66.05,-16.61,41.85
BalanceInventory_sq,,,-3.41,,-5.35,2.62,0.56,-21.04,6.42,6.51,,-5.07,4.95,3.32,4.30,-4.03,9.81,1.75,6.94,-5.10,10.78,10.07
BalanceCurrentReceivables,,129264000,,123211000,155767000,136123000,144581000,155602000,178268000,239533000,199992000,199898000,236214000,278027000,302720000,305790000,321013000,223300000,182683000,69782000,73990000,66962000
BalanceCurrentReceivables_yy,,,,,,5.31,,26.29,14.45,75.97,38.33,28.47,32.50,16.07,51.37,52.97,35.90,-19.68,-39.65,-77.18,-76.95,-70.01
BalanceCurrentReceivables_sy,,,,,,-3.25,,-4.41,-1.90,4.46,2.26,-11.29,-16.65,-12.27,-21.32,7.08,8.14,4.46,4.39,-1.47,-3.55,-5.28
BalanceCurrentReceivables_qq,,,-100.00,,26.42,-12.61,6.21,7.62,14.57,34.37,-16.51,-0.05,18.17,17.70,8.88,1.01,4.98,-30.44,-18.19,-61.80,6.03,-9.50
BalanceCurrentReceivables_sq,,,5.23,,-5.72,8.82,4.62,-1.83,-9.08,8.66,6.88,-14.11,-5.63,5.31,7.89,1.01,-7.11,5.82,3.50,-1.74,-13.18,9.57
BalanceCurrentInvestments,,1000,,302000,605000,1017000,381000,316000,2731000,403000,408000,454000,710000,37000,692000,37000,3635000,3747000,37000,150000,152000,157000
BalanceCurrentInvestments_yy,,,,,,101600.00,,4.64,351.40,-60.37,7.09,43.67,-74.00,-90.82,69.61,-91.85,411.97,10027.03,-94.65,305.41,-95.82,-95.81
BalanceCurrentInvestments_sy,,,,,,-16.67,,-59.36,-25.82,-91.63,-52.28,-40.00,-73.40,-57.78,-22.95,-13.08,18.95,-27.95,-10.01,-3.89,-41.75,-95.37
BalanceCurrentInvestments_qq,,,-100.00,,100.33,68.10,-62.54,-17.06,764.24,-85.24,1.24,11.27,56.39,-94.79,1770.27,-94.65,9724.32,3.08,-99.01,305.41,1.33,3.29
BalanceCurrentInvestments_sq,,,,,-7.86,0.81,-3.52,-38.88,14.12,-25.14,-3.48,0.26,-5.04,-34.28,-9.12,,,-1.43,0.59,8.00,,-0.39
BalanceCash,,2033000,,53515000,21063000,7091000,10324000,13678000,4009000,3575000,10506000,19625000,3844000,14614000,6897000,27691000,9241000,5886000,10371000,7964000,27366000,26108000
BalanceCash_yy,,,,,,248.79,,-74.44,-80.97,-49.58,1.76,43.48,-4.12,308.78,-34.35,41.10,140.40,-59.72,50.37,-71.24,196.14,343.56
BalanceCash_sy,,,,,,38.42,,2.68,-4.57,11.59,17.10,24.38,12.15,-7.44,-16.04,-39.55,-21.95,-23.90,-1.89,-4.69,4.04,-13.16
BalanceCash_qq,,,-100.00,,-60.64,-66.33,45.59,32.49,-70.69,-10.83,193.87,86.80,-80.41,280.18,-52.81,301.49,-66.63,-36.31,76.20,-23.21,243.62,-4.60
BalanceCash_sq,,,7.62,,-12.14,-15.30,-7.63,26.40,-13.46,-7.69,-4.58,40.44,-14.41,-22.36,-1.19,13.42,-25.42,-0.01,-0.49,31.19,-21.99,-12.15
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_yy,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sq,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,147000,71000,71000,71000,71000,71000,71000,71000,,,,,,,62722000,62757000,52394000,13249000,13264000
BalanceAssetsForSale_yy,,,,,,,,-51.70,,,,-100.00,-100.00,-100.00,-100.00,,,,,,,-78.85
BalanceAssetsForSale_sy,,,,,,,,-40.70,,,,-100.00,-65.37,-82.70,-92.31,,,,,,,-70.32
BalanceAssetsForSale_qq,,,,,-51.70,,,,,,,-100.00,,,,,,,0.06,-16.51,-74.71,0.11
BalanceAssetsForSale_sq,,,,,-19.03,,,,,,,-82.68,,,,,,,-0.43,-10.25,-4.52,-1.78
BalanceTotalAssets,,322079000,,421643000,436912000,408904000,430423000,478840000,496046000,558389000,529726000,548047000,574389000,630542000,649023000,670239000,667879000,578640000,530602000,307470000,287314000,281354000
BalanceTotalAssets_yy,,,,,,26.96,,13.57,13.53,36.56,23.07,14.45,15.79,12.92,22.52,22.30,16.28,-8.23,-18.25,-54.13,-56.98,-51.38
