,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingIncome,1000,64000,,45000,1000,-8000,14000,0,2000,22000,2000,0,,34000,,,17443000,54000,,1097000,1076000,2984000,3618000,6584000,300000,3107000,,,,3617000,,4300000,0,23000,,22000,0,0,,
IncomeOtherOperatingIncome_yy,,,,,,-113.19,,-99.64,143.00,357.94,-86.78,6.25,-100.00,56.18,-100.00,-100.00,,58.82,,,-93.83,5425.10,,500.30,-72.08,4.14,-100.00,-100.00,-100.00,16.40,,,,-99.37,,-99.49,,-100.00,,-100.00
IncomeOtherOperatingIncome_sy,,,,,,-32.00,,-60.90,-14.85,28.81,-18.76,6.25,-35.42,-5.39,-2.68,47.45,,-35.21,,,-6.84,34.72,,0.57,-40.97,-22.40,-57.50,-63.82,-58.74,-23.41,,,,42.54,,-35.94,,-52.63,,-25.74
IncomeOtherOperatingIncome_qq,,6300.00,-100.00,,-97.78,-944.00,263.98,-98.84,1418.75,795.88,-91.59,-90.71,-100.00,,-100.00,,,-99.69,-100.00,,-1.91,177.32,21.26,81.99,-95.44,934.36,-100.00,,,,-100.00,,-100.00,,-100.00,,-100.00,,,
IncomeOtherOperatingIncome_sq,,-49.57,-15.16,,24.52,-18.02,8.82,-50.09,44.07,98.24,-29.25,19.92,16.81,,-24.41,,,8.48,-33.33,,-0.96,158.63,-43.04,-11.76,-50.00,83.33,-39.08,,,,-29.46,,-75.00,,-33.42,,-22.32,,,
IncomeOtherOperatingCosts,64000,47000,,,8000,50000,0,,1000,0,1000,0,,15000,,,245000,-223000,4000,425000,0,-413000,1000,300000,0,654000,0,0,0,584000,,145000,0,0,0,0,0,1572000,5000,100000
IncomeOtherOperatingCosts_yy,,,,,-87.50,5.83,,,-85.88,-100.30,,,-100.00,10100.00,-100.00,-100.00,,-1586.67,,,-99.88,-85.00,-68.14,-29.43,-100.00,258.56,-65.29,-100.00,,-10.75,-100.00,,,-99.96,,-99.86,,680329.44,4761.00,49906.00
IncomeOtherOperatingCosts_sy,,,,,44.02,-30.49,,,-46.30,-4.42,,,30.20,29.91,128.97,34.38,,-58.73,,,12.72,27.37,-2.84,-8.87,-1.95,9.88,-33.33,-30.00,,-10.75,-5.07,,,-15.74,,-2.31,,65.73,15.30,13.21
IncomeOtherOperatingCosts_qq,,-26.56,-100.00,,,521.75,-100.00,,,-113.27,533.33,-46.15,-100.00,,-100.00,,,-191.02,101.57,12046.51,-99.93,-142847.06,100.27,26805.83,-100.00,,-99.94,-100.00,,,-100.00,,-100.00,,-56.71,100.00,-27.00,1076469.82,-99.69,1957.44
IncomeOtherOperatingCosts_sq,,120.15,-77.97,,,54.55,-57.78,,,118.58,-53.97,266.94,-47.62,,-55.04,,,74.06,-74.29,96.81,-27.52,92.68,-81.82,11.06,-23.44,,-56.56,26.89,,,-48.28,,-50.00,,-56.71,4.99,-18.93,204.27,-88.93,-18.83
IncomeEBIT,-263000,-253000,-237000,-22000,-136000,-151000,-31000,-84000,-72000,-38000,-42000,-38000,,-561000,,,16543000,564000,-244000,228000,782000,3354000,3716000,5889000,195000,2116000,173000,-161000,-307000,2436000,-328000,3860000,-261000,-409000,-260000,497000,142000,-1902000,-283000,-368000
IncomeEBIT_yy,,,,,48.29,40.37,87.04,-283.14,46.79,74.68,-37.12,55.05,100.00,-1368.59,100.00,100.00,,200.53,,,-95.27,494.71,1625.86,2486.09,-75.07,-36.92,-95.35,-102.74,-257.40,15.13,-289.75,2490.77,14.86,-116.80,20.62,-87.13,154.44,-364.88,-8.93,-173.97
IncomeEBIT_sy,,,,,-4.39,-20.00,43.49,8.22,64.76,24.63,36.14,48.30,15.67,-17.19,-18.38,35.66,,69.72,,,8.48,12.76,48.59,32.59,25.89,-5.83,-12.07,-3.26,-74.70,-1.22,10.05,2.51,29.42,-46.64,11.74,7.84,18.72,-5.40,-8.93,8.11
IncomeEBIT_qq,,3.80,6.32,90.72,-518.18,-10.93,79.64,-174.47,14.15,47.21,-10.24,10.02,100.00,,100.00,,,-96.59,-143.18,193.51,243.44,328.90,10.78,58.48,-96.69,985.29,-91.84,-193.50,-90.07,893.84,-113.45,1278.07,-106.77,-56.63,36.44,291.05,-71.38,-1437.51,85.11,-29.73
IncomeEBIT_sq,,3.80,-29.55,3.12,-28.96,22.43,45.65,-1.17,29.10,-36.45,30.04,-10.44,15.49,,39.90,,,2.16,-0.64,9.44,1.98,-5.94,18.51,38.77,-14.67,-11.87,19.83,6.96,-32.06,26.73,-3.20,-5.02,3.29,-35.05,36.44,-14.79,16.94,-53.56,55.78,-23.65
IncomeFinanceIncome,2000,8000,,,,0,,,0,7000,,,,58000,,,161000,2075000,0,28000,108000,27000,44000,158000,-44000,48000,43000,40000,29000,44000,260000,331000,213000,72000,52000,12000,6000,-61000,467000,-81000
IncomeFinanceIncome_yy,,,,,-100.00,-96.63,,,,2455.56,,,,740.58,,,,3477.59,,,-32.85,-98.71,37334.75,454.54,-140.50,77.11,-3.66,-74.85,166.74,-6.59,511.96,733.75,627.64,61.72,-80.09,-96.46,-96.98,-184.46,801.23,-790.89
IncomeFinanceIncome_sy,,,,,-94.83,45.81,,,,162.50,,,,21.10,,,,100.75,,,-37.71,-25.76,-27.72,-8.56,49.03,-13.68,-31.58,25.72,-41.77,-33.28,-0.40,-4.28,24.77,-36.03,3.81,-9.09,-12.96,-32.61,-11.38,-3.47
IncomeFinanceIncome_qq,,300.00,-100.00,,,,-100.00,,,,-100.00,,,,-100.00,,,1188.82,-99.99,23992.37,280.31,-75.18,64.60,256.89,-127.77,208.56,-10.46,-6.84,-26.29,51.94,486.55,26.92,-35.67,-66.23,-27.80,-77.43,-45.14,-1044.79,870.37,-117.30
IncomeFinanceIncome_sq,,-30.24,76.84,,,,12.50,,,,3.00,,,,53.19,,,110.52,-30.52,20.79,-51.96,21.82,-8.22,36.63,-1.27,-15.00,-32.43,0.90,-28.08,15.78,-3.51,26.92,-9.09,-10.24,1.46,-12.92,,-13.52,-3.25,3.38
IncomeFinanceCosts,-16000,41000,,2000,4000,3000,0,2000,0,32000,0,1000,,11000,,,209000,134000,711000,2117000,-265000,1357000,490000,237000,648000,1284000,178000,199000,199000,76000,50000,53000,52000,51000,78000,74000,118000,1893000,61000,62000
IncomeFinanceCosts_yy,,,,,125.00,-92.71,,-24.50,-89.75,958.53,-30.61,-56.29,-100.00,-65.24,-100.00,-100.00,,1118.18,,,-226.81,912.91,-31.17,-88.80,344.55,-5.37,-63.72,-16.22,-69.34,-94.07,-71.83,-73.08,-73.60,-32.74,55.92,37.87,125.47,3597.59,-21.72,-15.40
IncomeFinanceCosts_sy,,,,,34.72,-48.45,,12.71,-12.24,84.87,36.95,80.98,100.57,102.29,45.99,78.23,,21.96,,,-0.89,-13.43,-8.49,12.96,-8.69,-6.33,-16.32,-6.88,-38.69,-22.73,-0.10,-1.69,-0.44,35.30,14.19,31.82,44.48,6.33,4.43,
IncomeFinanceCosts_qq,,356.25,-100.00,,100.00,-25.25,-83.61,208.16,-72.85,7619.51,-98.93,94.12,-100.00,,-100.00,,,-35.89,430.73,197.67,-112.52,612.14,-63.93,-51.55,173.25,98.19,-86.17,11.90,0.01,-61.70,-34.28,6.93,-1.92,-2.41,52.34,-5.45,60.39,1500.50,-96.77,2.18
IncomeFinanceCosts_sq,,15.30,-20.45,,5.95,-21.16,11.28,4.49,14.21,45.45,51.15,21.42,1.53,,9.21,,,14.09,2.36,0.15,-6.52,1.46,-2.02,10.78,-6.10,16.74,-19.60,10.76,-3.80,0.35,-4.63,22.86,-15.05,19.43,-2.88,8.52,-4.86,23.92,,2.99
IncomeOtherIncome,-755000,-1059000,-15000,-1332000,-486000,-1014000,-386000,-383000,122000,-682000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,35.63,4.21,-2472.87,71.24,125.08,32.73,100.00,100.00,-100.00,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,100.00,4.21,86.94,-156.34,-70.91,82.54,-97.82,106.06,-169.94,-70.15,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,-40.26,98.58,-8780.00,63.51,-108.73,61.96,0.74,131.81,-659.92,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,100.00,100.00,-97.68,-18.24,-100.00,-1.24,-118.17,132.06,-74.39,-99.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-1000000,-1345000,-252000,-1356000,-626000,-1168000,-417000,-469000,49000,-745000,-42000,-39000,-666000,233000,17082000,-209000,-378000,2505000,-955000,-1861000,1155000,2024000,3270000,5809000,-497000,879000,38000,-321000,-476000,2404000,-117000,4137000,-101000,-389000,-286000,435000,30000,-3856000,123000,-511000
IncomeNetGrossProfit_yy,,,,,37.40,13.16,-65.53,65.42,107.84,36.19,89.82,91.78,-1456.42,131.26,40340.28,-442.15,43.24,975.11,-105.59,-790.36,405.60,-19.21,442.59,412.18,-143.02,-56.57,-98.85,-105.52,4.14,173.56,-411.41,1390.68,78.78,-116.16,-144.16,-89.49,130.04,-892.28,142.91,-217.46
IncomeNetGrossProfit_sy,,,,,23.63,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeNetGrossProfit_qq,,-34.50,81.26,-438.10,53.83,-86.58,64.29,-12.40,110.47,-1617.96,94.30,9.19,-1627.63,134.98,7231.33,-101.22,-80.86,762.70,-138.11,-94.94,162.08,75.18,61.60,77.63,-108.55,276.86,-95.72,-951.36,-48.63,604.69,-104.88,3628.64,-102.44,-284.43,26.34,251.91,-93.02,-12799.44,103.18,-515.89
IncomeNetGrossProfit_sq,,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-1000000,-1345000,-252000,-1356000,-626000,-1168000,-417000,-469000,49000,-745000,-42000,-39000,-666000,233000,17082000,-209000,-378000,2505000,-955000,-1861000,1155000,2024000,3270000,5809000,-497000,879000,38000,-321000,-476000,2404000,-117000,4137000,-101000,-389000,-286000,435000,30000,-3856000,123000,-511000
IncomeBeforeTaxProfit_yy,,,,,37.40,13.16,-65.53,65.42,107.84,36.19,89.82,91.78,-1456.42,131.26,40340.28,-442.15,43.24,975.11,-105.59,-790.36,405.60,-19.21,442.59,412.18,-143.02,-56.57,-98.85,-105.52,4.14,173.56,-411.41,1390.68,78.78,-116.16,-144.16,-89.49,130.04,-892.28,142.91,-217.46
IncomeBeforeTaxProfit_sy,,,,,13.77,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeBeforeTaxProfit_qq,,-34.50,81.26,-438.10,53.83,-86.58,64.29,-12.40,110.47,-1617.96,94.30,9.19,-1627.63,134.98,7231.33,-101.22,-80.86,762.70,-138.11,-94.94,162.08,75.18,61.60,77.63,-108.55,276.86,-95.72,-951.36,-48.63,604.69,-104.88,3628.64,-102.44,-284.43,26.34,251.91,-93.02,-12799.44,103.18,-515.89
IncomeBeforeTaxProfit_sq,,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,-444000,-82000,,,-229000,-59000,-28000,-4000,-262000,-7000,-162000,355000,-926000,267000,-565000,-199000,2998000,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,48.49,27.46,,,-14.57,88.66,-474.15,8838.64,-253.24,4057.77,-249.12,-155.97,423.96,-100.00,100.00,100.00,-100.00,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,50.65,63.73,,,100.00,-5.67,-100.00,-100.00,34.25,3002.87,-294.40,-146.10,-101.17,-100.00,100.00,97.96,-99.99,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,81.53,100.00,,,73.98,52.64,85.59,-6351.81,97.43,-2298.22,319.35,-360.80,128.85,-311.55,64.83,1609.43,-100.00,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,-37.27,44.43,,,100.00,17.98,207.29,-100.00,-1.28,-1167.45,229.24,-187.58,28.42,-62.40,63.70,70.63,-100.00,,,,,
IncomeNetProfit,-1000000,-1353000,-252000,-1356000,-626000,-1170000,-417000,-469000,49000,-745000,-42000,-39000,-666000,233000,13798000,-216000,-377000,1730000,-939000,-1571000,848000,1553000,2200000,5290000,-488000,631000,41000,-473000,-102000,782000,107000,2831000,-340000,2601000,-281000,289000,-21000,-3848000,107000,-495000
IncomeNetProfit_yy,,,,,37.40,13.55,-65.53,65.42,107.84,36.28,89.82,91.78,-1456.42,131.26,32604.12,-460.31,43.39,642.49,-106.81,-627.10,324.95,-10.21,334.30,436.83,-157.49,-59.37,-98.14,-108.95,79.13,23.96,160.41,698.02,-234.23,232.43,-363.70,-89.77,93.80,-247.91,137.98,-271.02
IncomeNetProfit_sy,,,,,13.09,10.25,114.04,-16.14,105.18,83.10,43.30,97.57,-9.42,-4.32,50.41,7.31,21.73,24.98,-14.44,-4.48,31.66,62.93,15.94,1.87,17.67,7.68,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84,-5.04,-20.95,-50.73
IncomeNetProfit_qq,,-35.30,81.37,-438.10,53.83,-86.84,64.34,-12.40,110.47,-1617.96,94.30,9.19,-1627.63,134.98,5821.89,-101.57,-74.54,558.89,-154.28,-67.25,154.00,83.18,41.63,140.44,-109.22,229.47,-93.52,-1256.61,78.50,868.94,-86.38,2556.15,-112.02,864.80,-110.80,203.01,-107.28,-18154.75,102.77,-563.84
IncomeNetProfit_sq,,6.07,35.75,5.98,-36.22,-5.67,52.28,-10.16,43.89,-15.71,-15.74,9.19,-7.46,-22.31,99.32,-43.51,20.68,1.96,1.36,9.02,-9.17,12.65,0.18,23.59,-2.69,-7.84,-3.31,-14.16,0.68,17.52,44.67,-27.03,16.94,-10.61,38.34,-6.81,28.09,-80.34,75.90,-34.11
IncomeShareholderNetProfit,-1000000,-1353000,-252000,-1356000,-626000,-1170000,-417000,-469000,49000,-745000,-42000,-38000,-667000,233000,13798000,-216000,-376000,1706000,-932000,-1566000,852000,1560000,2206000,5293000,-487000,657000,42000,-457000,-137000,875000,80000,2887000,-320000,2552000,-281000,289000,-21000,-3848000,107000,-495000
IncomeShareholderNetProfit_yy,,,,,37.40,13.54,-65.53,65.42,107.84,36.29,89.82,91.99,-1458.45,131.26,32604.12,-475.23,43.63,632.19,-106.75,-625.10,326.56,-8.58,336.71,437.94,-157.19,-57.85,-98.11,-108.64,71.83,33.09,92.05,731.51,-133.40,191.62,-451.76,-89.97,93.42,-250.79,137.98,-271.02
IncomeShareholderNetProfit_sy,,,,,13.06,10.25,114.04,-13.64,100.51,82.62,33.88,102.83,-5.05,-6.86,54.82,-3.33,21.73,24.98,-22.78,19.89,33.28,47.32,26.81,1.86,17.67,5.97,2.23,-1.16,-38.63,10.58,18.42,-9.68,3.91,-36.92,-9.10,-16.76,38.37,-5.04,-20.95,-50.73
IncomeShareholderNetProfit_qq,,-35.30,81.37,-438.10,53.83,-86.88,64.34,-12.40,110.47,-1617.96,94.30,11.54,-1676.30,134.93,5821.89,-101.57,-74.07,553.72,-154.63,-68.05,154.39,83.09,41.45,139.92,-109.20,234.95,-93.67,-1199.01,69.98,737.63,-90.87,3513.80,-111.09,896.70,-111.01,203.01,-107.28,-18154.75,102.77,-563.84
IncomeShareholderNetProfit_sq,,6.07,30.54,5.98,-36.22,-5.67,52.28,-10.16,44.14,-15.71,-15.74,8.96,-14.65,-27.88,54.41,-55.94,22.50,-1.34,1.36,19.56,-9.17,12.65,0.18,20.67,-2.69,-7.84,-3.27,-14.16,1.32,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05,-80.34,74.91,-36.40
BalanceNoncurrentAssets,5832000,4750000,4625000,3278000,2773000,1753000,1325000,927000,723000,2053000,2047000,2046000,267000,2002000,29333000,36444000,36896000,33859000,33934000,33922000,34987000,39090000,42788000,49787000,50244000,53313000,53269000,53518000,53083000,57643000,57609000,56161000,56063000,55400000,55678000,55660000,55668000,55911000,55970000,55926000
BalanceNoncurrentAssets_yy,,,,,-52.45,-63.09,-71.35,-71.72,-73.93,17.12,54.52,120.71,-63.07,-2.50,1332.74,1681.23,13718.73,1591.26,15.69,-6.92,-5.17,15.45,26.09,46.77,43.61,36.39,24.49,7.49,5.65,8.12,8.15,4.94,5.61,-3.89,-3.35,-0.89,-0.70,0.92,0.53,0.48
BalanceNoncurrentAssets_sy,,,,,-12.20,-3.53,26.18,11.54,-14.78,17.12,14.22,9.54,-6.17,1.36,37.50,33.42,31.76,8.53,10.72,17.37,19.95,14.68,5.49,2.43,4.11,8.16,3.16,14.15,5.65,8.12,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14,5.01,2.44,0.48
BalanceNoncurrentAssets_qq,,-18.55,-2.63,-29.12,-15.41,-36.78,-24.42,-30.04,-22.00,183.98,-0.29,-0.06,-86.95,649.81,1365.18,24.24,1.24,-8.23,0.22,-0.03,3.14,11.73,9.46,16.36,0.92,6.11,-0.08,0.47,-0.81,8.59,-0.06,-2.51,-0.17,-1.18,0.50,-0.03,0.02,0.44,0.11,-0.08
BalanceNoncurrentAssets_sq,,1.02,-0.28,0.65,-72.41,-16.66,-0.15,-4.73,-67.81,21.50,-1.06,2.92,-100.00,6.82,5.91,3.35,-0.61,-1.00,7.68,1.90,1.55,0.38,1.39,-0.16,0.36,2.46,2.02,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02,0.28,-0.07,-0.20
BalanceIntangibleAssets,,,,,,,,,,,,,,5000,,,2000,1000,1000,1000,1000,1000,1000,5000,4000,4000,3000,2000,2000,1000,0,0,0,,,,,,,
BalanceIntangibleAssets_yy,,,,,,,,,,,,,,,,,,-80.00,,,-50.00,19.30,27.74,739.90,330.00,227.66,185.70,-49.32,-58.74,-72.81,-86.71,-92.88,-96.00,-100.00,-100.00,-100.00,-100.00,,,
BalanceIntangibleAssets_sy,,,,,,,,,,,,,,,,,,-2.00,,,-5.34,0.70,-0.15,-0.44,-0.15,0.22,1.09,0.80,-3.79,-6.99,-2.23,-21.23,-28.29,-27.84,-32.32,-4.49,-0.40,,,
BalanceIntangibleAssets_qq,,,,,,,,,,,,,,,-100.00,,,-50.00,-12.40,-33.33,71.23,19.30,-6.20,338.34,-12.33,-9.09,-18.21,-22.24,-28.64,-40.08,-60.02,-58.35,-59.89,-100.00,,,,,,
BalanceIntangibleAssets_sq,,,,,,,,,,,,,,,-2.08,,,-0.04,-0.62,-0.02,-0.10,-0.03,-0.88,,-0.05,-0.16,-0.87,,-0.06,-0.46,-0.05,-0.92,-0.61,-7.06,,,,,,
BalanceProperty,89000,109000,94000,80000,61000,55000,46000,41000,35000,27000,23000,19000,,232000,,,33671000,33657000,33637000,33618000,34682000,38770000,42403000,48300000,48615000,52004000,51951000,52191000,51737000,56320000,56296000,55012000,54989000,54965000,55241000,55217000,55213000,55451000,55510000,55451000
BalanceProperty_yy,,,,,-31.46,-49.45,-51.06,-48.75,-42.89,-50.53,-50.70,-53.66,-100.00,751.06,-100.00,-100.00,,14407.33,,,3.00,15.19,26.06,43.67,40.17,34.14,22.52,8.06,6.42,8.30,8.37,5.41,6.29,-2.41,-1.87,0.37,0.41,0.88,0.49,0.42
