,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,451000,926000,1264000,1333000,1058000,1162000,1230000,1919000,1325000,1545000,1642000,1528000,2115000,3452000,3741000,5333000,5096000,4715000,5540000,5518000,2062000,3836000,4390000,3683000,4267000,6044000,4061000,4663000,4166000,4492000,4493000,5065000,4043000,2245000,4191000,3659000,2519000,2325000,4299000,6235000,4373000,3940000
IncomeGrossProfit_yy,,,,,134.59,25.49,-2.69,43.96,25.24,32.96,33.50,-20.38,59.62,123.43,127.83,249.02,140.95,36.59,48.09,3.47,-59.54,-18.65,-20.75,-33.26,106.98,57.58,-7.51,26.61,-2.38,-25.68,10.64,8.62,-2.96,-50.01,-6.71,-27.76,-37.69,3.54,2.57,70.42,73.63,69.48
IncomeGrossProfit_sy,,,,,-9.07,25.49,-2.69,3.41,36.75,-15.27,38.20,-10.96,22.26,23.45,-8.60,-14.35,-2.05,13.02,13.36,28.19,24.65,19.37,19.34,1.44,24.22,10.62,25.91,9.79,7.26,-2.32,-6.21,-7.36,0.16,7.53,6.94,-5.60,7.65,4.09,17.09,9.52,9.67,-6.25
IncomeGrossProfit_qq,,105.32,36.50,5.46,-20.63,9.83,5.85,56.02,-30.95,16.60,6.28,-6.94,38.42,63.22,8.37,42.56,-4.44,-7.48,17.50,-0.40,-62.64,86.03,14.47,-16.12,15.87,41.63,-32.81,14.83,-10.66,7.83,0.02,12.73,-20.18,-44.46,86.66,-12.71,-31.15,-7.71,84.92,45.04,-29.86,-9.91
IncomeGrossProfit_sq,,-0.67,4.08,5.46,4.95,21.37,-23.51,-2.97,33.55,-2.02,5.60,-6.94,15.06,-2.62,-2.48,-10.19,14.53,-13.48,15.38,3.61,-10.03,4.22,-0.24,-2.35,-0.32,23.08,-3.75,-3.25,-1.99,6.65,1.16,-2.70,-2.23,-16.19,13.22,-22.60,17.71,-7.25,11.32,-24.82,31.39,-17.38
IncomeOtherOperatingIncome,35000,41000,36000,145000,60000,109000,86000,118000,190000,51000,180000,152000,385000,383000,498000,402000,259000,510000,123000,1867000,216000,189000,304000,1536000,190000,1927000,234000,169000,861000,363000,30000,969000,377000,609000,75000,644000,175000,265000,81000,211000,452000,699000
IncomeOtherOperatingIncome_yy,,,,,71.43,165.85,138.89,-18.62,216.67,-53.21,109.30,28.81,102.63,650.98,176.67,164.47,-32.73,33.16,-75.30,364.43,-16.63,-62.92,146.90,-17.71,-11.86,918.83,-22.85,-89.03,352.27,-81.16,-87.37,474.86,-56.16,67.81,153.90,-33.55,-53.55,-56.48,7.67,-67.27,157.78,163.78
IncomeOtherOperatingIncome_sy,,,,,29.37,,133.33,-32.00,43.85,-60.90,-14.85,28.81,-18.76,6.25,-35.42,-5.39,-2.68,47.45,-19.67,-35.21,-9.42,-42.90,-6.84,34.72,43.62,0.57,-40.97,-22.40,-57.50,-63.82,-58.74,-23.41,18.36,6.45,-55.87,42.54,-0.66,-35.94,7.67,-52.63,12.22,-25.74
IncomeOtherOperatingIncome_qq,,17.14,-12.20,302.78,-58.62,81.67,-21.10,37.21,61.02,-73.16,252.94,-15.56,153.29,-0.52,30.03,-19.28,-35.57,96.91,-75.88,1417.89,-88.43,-12.43,60.60,405.91,-87.61,912.20,-87.84,-28.05,410.64,-57.83,-91.85,3175.06,-61.06,61.41,-87.67,757.14,-72.78,51.23,-69.48,160.55,114.39,54.75
IncomeOtherOperatingIncome_sq,,15.46,15.38,-49.57,-15.16,31.58,24.52,-18.02,8.82,-50.09,44.07,98.24,-29.25,19.92,16.81,32.79,-24.41,35.58,-15.20,8.48,-33.33,0.70,-0.96,158.63,-43.04,-11.76,-50.00,83.33,-39.08,-0.28,-11.48,101.93,-29.46,23.26,-75.00,157.14,-33.42,-2.16,-22.32,106.12,-29.55,54.75
IncomeOtherOperatingCosts,5000,2000,27000,198000,25000,63000,72000,317000,71000,126000,182000,303000,92000,414000,606000,1731000,576000,584000,231000,1590000,190000,475000,299000,2967000,481000,4481000,631000,3351000,1530000,693000,6935000,2056000,390000,1173000,313000,1179000,537000,475000,398000,1901000,1036000,841000
IncomeOtherOperatingCosts_yy,,,,,400.00,3050.00,166.67,60.10,184.00,100.00,152.78,-4.42,29.58,228.57,232.97,471.29,526.09,41.06,-61.88,-8.15,-67.02,-18.72,29.56,86.60,153.21,843.87,110.74,12.94,218.07,-84.53,999.58,-38.65,-74.54,69.13,-95.49,-42.67,37.85,-59.50,27.30,61.27,92.85,77.01
IncomeOtherOperatingCosts_sy,,,,,70.28,50.57,44.02,-30.49,-17.39,-42.17,-46.30,-4.42,-77.57,56.29,30.20,29.91,128.97,34.38,3.12,-58.73,-54.17,-3.95,12.72,27.37,-2.84,-8.87,-1.95,9.88,-33.33,-30.00,9.55,-10.75,-5.07,-0.38,-33.33,-15.74,23.23,-2.31,,65.73,15.30,13.21
IncomeOtherOperatingCosts_qq,,-60.00,1250.00,633.33,-87.37,152.00,14.29,340.28,-77.60,77.46,44.44,66.48,-69.64,350.00,46.38,185.64,-66.72,1.39,-60.45,588.31,-88.05,149.89,-36.95,891.36,-83.79,831.50,-85.92,431.30,-54.34,-54.68,900.28,-70.36,-81.05,201.01,-73.33,276.86,-54.44,-11.56,-16.17,377.43,-45.52,-18.83
IncomeOtherOperatingCosts_sq,,27.27,-18.49,120.15,-77.97,52.33,9.01,54.55,-57.78,-26.65,-15.00,118.58,-53.97,266.94,-47.62,166.67,-55.04,15.19,-23.33,74.06,-74.29,96.81,-27.52,92.68,-81.82,11.06,-23.44,38.91,-56.56,26.89,12.61,1.28,-48.28,0.35,-50.00,54.50,-56.71,4.99,-18.93,204.27,-88.93,-18.83
IncomeEBIT,481000,965000,1273000,1280000,1093000,1208000,1244000,1720000,1444000,1470000,1640000,1377000,2408000,3421000,3633000,4004000,4779000,4641000,5432000,5795000,2088000,3550000,4395000,2252000,3977000,3490000,3664000,1481000,3497000,4162000,-2413000,3978000,4030000,1682000,3954000,3124000,2157000,2115000,3982000,4545000,3790000,3799000
IncomeEBIT_yy,,,,,127.23,25.18,-2.28,34.38,32.11,21.69,31.83,-19.94,66.76,132.72,121.52,190.78,98.46,35.66,49.52,44.73,-56.31,-23.51,-19.09,-61.13,90.48,-1.69,-16.62,-34.26,-12.07,19.24,-165.85,168.67,15.26,-59.59,263.86,-21.47,-46.48,25.75,0.71,45.49,75.69,79.61
IncomeEBIT_sy,,,,,-20.14,25.18,-4.39,-20.00,43.49,8.22,64.76,24.63,36.14,48.30,15.67,-17.19,-18.38,35.66,5.95,69.72,26.20,15.16,8.48,12.76,48.59,32.59,25.89,-5.83,-12.07,-3.26,-74.70,-1.22,10.05,2.51,29.42,-46.64,11.74,7.84,18.72,-5.40,-8.93,8.11
IncomeEBIT_qq,,100.62,31.92,0.55,-14.61,10.52,2.98,38.26,-16.05,1.80,11.56,-16.04,74.87,42.07,6.20,10.21,19.36,-2.89,17.04,6.68,-63.97,70.04,23.80,-48.75,76.57,-12.24,4.99,-59.59,136.18,19.01,-157.98,264.87,1.32,-58.27,135.07,-20.99,-30.95,-1.95,88.26,14.15,-16.62,0.24
IncomeEBIT_sq,,-66.42,30.95,3.80,-29.55,3.12,-28.96,22.43,45.65,-1.17,29.10,-36.45,30.04,-10.44,15.49,-28.14,39.90,-2.44,13.76,2.16,-0.64,9.44,1.98,-5.94,18.51,38.77,-14.67,-11.87,19.83,6.96,-32.06,26.73,-3.20,-5.02,3.29,-35.05,36.44,-14.79,16.94,-53.56,55.78,-23.65
IncomeFinanceIncome,0,20000,39000,145000,77000,-38000,5000,2000,23000,6000,25000,122000,207000,313000,226000,141000,216000,165000,92000,235000,103000,82000,21000,85000,61000,83000,69000,143000,42000,78000,227000,67000,242000,143000,175000,313000,72000,-50000,729000,68000,213000,205000
IncomeFinanceIncome_yy,,,,,,-290.00,-87.18,-98.62,-70.13,115.79,400.00,6000.00,800.00,5116.67,804.00,15.57,4.35,-47.28,-59.29,66.67,-52.31,-50.55,-77.15,-63.88,-40.85,2.03,228.33,67.91,-31.80,-6.80,229.39,-53.31,481.17,84.80,-23.21,370.53,-70.31,-134.84,317.72,-78.19,197.77,511.31
IncomeFinanceIncome_sy,,,,,,-21.74,-94.83,45.81,-72.97,18.76,117.71,162.50,103.94,207.55,84.87,21.10,10.20,41.26,-21.18,100.75,-6.59,-19.09,-37.71,-25.76,-27.72,-8.56,49.03,-13.68,-31.58,25.72,-41.77,-33.28,-0.40,-4.28,24.77,-36.03,3.81,-9.09,-12.96,-32.61,-11.38,-3.47
IncomeFinanceIncome_qq,,,95.00,271.79,-46.90,-149.35,113.16,-60.00,1050.00,-73.91,316.67,388.00,69.67,51.21,-27.80,-37.61,53.19,-23.61,-44.24,155.43,-56.17,-20.79,-74.23,303.72,-28.22,36.63,-17.08,106.47,-70.84,86.71,193.05,-70.73,262.93,-40.63,21.77,79.32,-77.10,-169.69,1559.94,-90.64,212.62,-3.74
IncomeFinanceIncome_sq,,,-8.16,-30.24,76.84,-72.57,7.12,-8.82,12.50,-15.90,47.83,32.65,3.00,18.01,-15.54,-34.13,53.19,-1.34,-29.16,110.52,-30.52,20.79,-51.96,21.82,-8.22,36.63,-1.27,-15.00,-32.43,0.90,-28.08,15.78,-3.51,26.92,-9.09,-10.24,1.46,-12.92,,-13.52,-3.25,3.38
IncomeFinanceCosts,73000,79000,70000,87000,143000,134000,131000,137000,168000,164000,265000,437000,713000,1341000,1514000,1836000,2101000,1983000,1956000,2465000,1996000,1802000,2208000,2168000,2220000,2383000,2273000,2003000,1858000,2037000,2039000,878000,1856000,2002000,2360000,3074000,2440000,2457000,2580000,2566000,2769000,2755000
IncomeFinanceCosts_yy,,,,,95.89,69.62,87.14,57.47,17.48,22.39,102.29,218.98,324.40,717.68,471.32,320.14,194.67,47.87,29.19,34.26,-5.00,-9.11,12.87,-12.05,11.24,32.20,2.97,-7.62,-16.32,-14.53,-10.30,-56.18,-0.10,-1.69,15.72,250.23,31.45,22.73,9.32,-16.53,13.50,12.11
IncomeFinanceCosts_sy,,,,,7.39,-5.29,34.72,-48.45,-16.12,12.71,-12.24,84.87,36.95,80.98,100.57,102.29,45.99,78.23,0.94,21.96,,-6.40,-0.89,-13.43,-8.49,12.96,-8.69,-6.33,-16.32,-6.88,-38.69,-22.73,-0.10,-1.69,-0.44,35.30,14.19,31.82,44.48,6.33,4.43,
IncomeFinanceCosts_qq,,8.22,-11.39,24.29,64.37,-6.29,-2.24,4.58,22.63,-2.38,61.59,64.91,63.16,88.08,12.90,21.27,14.43,-5.62,-1.36,26.02,-19.03,-9.70,22.49,-1.81,2.42,7.32,-4.59,-11.91,-7.23,9.62,0.12,-56.96,111.49,7.87,17.86,30.26,-20.62,0.72,4.98,-0.55,7.94,-0.51
IncomeFinanceCosts_sq,,-12.04,-11.39,15.30,-20.45,-6.29,5.95,-21.16,11.28,4.49,14.21,45.45,51.15,21.42,1.53,14.57,9.21,-2.94,-0.27,14.09,2.36,0.15,-6.52,1.46,-2.02,10.78,-6.10,16.74,-19.60,10.76,-3.80,0.35,-4.63,22.86,-15.05,19.43,-2.88,8.52,-4.86,23.92,,2.99
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,451000,0,,,,,,,,-284000,,,,1541000,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,642.30,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.25,,,,,,,,,29.88,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,100.00,,,,-100.00,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.63,,,,,,,,,100.00,,,,98.26,
IncomeNetGrossProfit,408000,906000,1242000,1338000,1027000,1036000,1118000,1585000,1299000,1312000,1400000,1062000,1902000,2393000,2345000,2309000,2894000,2823000,3568000,3565000,195000,1829000,2208000,169000,1817000,1190000,1911000,-380000,1680000,2202000,-4225000,3167000,2416000,-177000,1768000,79000,-211000,-393000,2131000,3589000,1234000,1249000
IncomeNetGrossProfit_yy,,,,,151.72,14.35,-9.98,18.46,26.48,26.64,25.22,-33.00,46.42,82.39,67.50,117.42,52.16,17.97,52.15,54.40,-93.27,-35.21,-38.12,-95.25,833.05,-34.92,-13.45,-324.35,-7.54,85.02,-321.07,934.17,43.76,-108.04,141.86,-97.51,-108.74,-121.65,20.51,4446.85,684.19,418.20
IncomeNetGrossProfit_sy,,,,,14.96,32.56,23.63,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeNetGrossProfit_qq,,122.06,37.09,7.73,-23.24,0.88,7.92,41.77,-18.04,1.00,6.71,-24.14,79.10,25.81,-2.01,-1.54,25.34,-2.45,26.39,-0.08,-94.54,839.08,20.72,-92.34,973.96,-34.50,60.54,-119.87,542.62,31.07,-291.81,174.96,-23.72,-107.33,1098.52,-95.54,-367.57,-85.86,642.89,68.41,-65.62,1.24
IncomeNetGrossProfit_sq,,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,408000,906000,1242000,1338000,1027000,1036000,1118000,1585000,1299000,1312000,1400000,1062000,1902000,2393000,2345000,2309000,2894000,2823000,3568000,3565000,195000,1829000,2208000,169000,1817000,1190000,1911000,-380000,1680000,2202000,-4225000,3167000,2416000,-177000,1768000,79000,-211000,-393000,2131000,3589000,1234000,1249000
IncomeBeforeTaxProfit_yy,,,,,151.72,14.35,-9.98,18.46,26.48,26.64,25.22,-33.00,46.42,82.39,67.50,117.42,52.16,17.97,52.15,54.40,-93.27,-35.21,-38.12,-95.25,833.05,-34.92,-13.45,-324.35,-7.54,85.02,-321.07,934.17,43.76,-108.04,141.86,-97.51,-108.74,-121.65,20.51,4446.85,684.19,418.20
IncomeBeforeTaxProfit_sy,,,,,14.96,32.56,13.77,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72,-11.62,-19.28,-32.26
IncomeBeforeTaxProfit_qq,,122.06,37.09,7.73,-23.24,0.88,7.92,41.77,-18.04,1.00,6.71,-24.14,79.10,25.81,-2.01,-1.54,25.34,-2.45,26.39,-0.08,-94.54,839.08,20.72,-92.34,973.96,-34.50,60.54,-119.87,542.62,31.07,-291.81,174.96,-23.72,-107.33,1098.52,-95.54,-367.57,-85.86,642.89,68.41,-65.62,1.24
IncomeBeforeTaxProfit_sq,,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62,-59.68,71.18,-21.46
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,0,,,,17000,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,
IncomeNetProfit,406000,747000,1021000,1083000,859000,828000,950000,1194000,1061000,1048000,1095000,923000,1618000,2060000,2035000,1581000,2252000,2317000,2891000,2861000,1352000,1474000,1917000,-427000,1584000,695000,1515000,-746000,1201000,1686000,-4781000,4224000,2510000,-250000,1503000,120000,-159000,-582000,1677000,2889000,985000,959000
IncomeNetProfit_yy,,,,,111.58,10.84,-6.95,10.25,23.52,26.57,15.26,-22.70,52.50,96.56,85.84,71.29,39.18,12.48,42.06,80.96,-39.97,-36.39,-33.68,-114.92,17.21,-52.85,-20.97,-74.77,-24.22,142.57,-415.50,666.12,109.03,-114.84,131.44,-97.17,-106.34,-132.80,11.58,2313.11,718.93,264.65
IncomeNetProfit_sy,,,,,33.63,30.81,13.09,10.25,114.04,-16.14,105.18,83.10,43.30,97.57,-9.42,-4.32,50.41,7.31,21.73,24.98,-14.44,-4.48,31.66,62.93,15.94,1.87,17.67,7.68,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84,-5.04,-20.95,-50.73
IncomeNetProfit_qq,,83.99,36.68,6.07,-20.68,-3.61,14.73,25.68,-11.14,-1.23,4.48,-15.71,75.30,27.32,-1.21,-22.31,42.44,2.89,24.77,-1.04,-52.75,9.02,30.09,-122.27,471.10,-56.14,118.04,-149.25,260.92,40.39,-383.60,188.36,-40.59,-109.96,700.98,-92.03,-232.93,-265.81,388.05,72.27,-65.90,-2.69
IncomeNetProfit_sq,,11.38,1.82,6.07,35.75,5.98,-36.22,-5.67,52.28,-10.16,43.89,-15.71,-15.74,9.19,-7.46,-22.31,99.32,-43.51,20.68,1.96,1.36,9.02,-9.17,12.65,0.18,23.59,-2.69,-7.84,-3.31,-14.16,0.68,17.52,44.67,-27.03,16.94,-10.61,38.34,-6.81,28.09,-80.34,75.90,-34.11
IncomeShareholderNetProfit,406000,747000,1021000,1083000,859000,828000,950000,1194000,1061000,1048000,1095000,923000,1042000,2109000,1800000,1248000,1927000,2084000,2608000,2578000,967000,1327000,1701000,-487000,1344000,576000,1275000,-828000,1063000,1516000,-3896000,1889000,1258000,465000,1106000,-235000,-391000,-463000,1457000,2642000,845000,538000
IncomeShareholderNetProfit_yy,,,,,111.58,10.84,-6.95,10.25,23.52,26.57,15.26,-22.70,-1.79,101.24,64.38,35.21,84.93,-1.19,44.89,106.57,-49.81,-36.33,-34.80,-118.89,38.95,-56.57,-25.04,-70.05,-20.92,163.08,-405.63,328.04,18.42,-69.36,128.40,-112.42,-131.09,-199.76,31.67,1226.15,316.00,215.99
IncomeShareholderNetProfit_sy,,,,,33.63,30.81,13.06,10.25,114.04,-13.64,100.51,82.62,33.88,102.83,-5.05,-6.86,54.82,-3.33,21.73,24.98,-22.78,19.89,33.28,47.32,26.81,1.86,17.67,5.97,2.23,-1.16,-38.63,10.58,18.42,-9.68,3.91,-36.92,-9.10,-16.76,38.37,-5.04,-20.95,-50.73
IncomeShareholderNetProfit_qq,,83.99,36.68,6.07,-20.68,-3.61,14.73,25.68,-11.14,-1.23,4.48,-15.71,12.89,102.40,-14.65,-30.67,54.41,8.15,25.14,-1.15,-62.49,37.20,28.16,-128.64,375.89,-57.11,121.18,-164.98,228.30,42.67,-356.96,148.48,-33.37,-63.08,138.13,-121.21,-66.79,-18.44,414.32,81.36,-68.01,-36.40
IncomeShareholderNetProfit_sq,,10.48,1.82,6.07,30.54,5.98,-36.22,-5.67,52.28,-10.16,44.14,-15.71,-15.74,8.96,-14.65,-27.88,54.41,-55.94,22.50,-1.34,1.36,19.56,-9.17,12.65,0.18,20.67,-2.69,-7.84,-3.27,-14.16,1.32,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05,-80.34,74.91,-36.40
BalanceNoncurrentAssets,373000,457000,,1203000,1292000,1280000,,5275000,6533000,6601000,,7169000,15967000,16572000,,16224000,17471000,22746000,24916000,24089000,27080000,28230000,29886000,27635000,27610000,28775000,28152000,27724000,28218000,32845000,32838000,36793000,38327000,48705000,54080000,55199000,62032000,62875000,68252000,72480000,75200000,79452000
BalanceNoncurrentAssets_yy,,,,,246.38,180.09,,338.49,405.65,415.70,,35.91,144.41,151.05,,126.31,9.42,37.26,,48.48,55.00,24.11,19.95,14.72,1.96,1.93,-5.80,0.32,2.20,14.15,16.65,32.71,35.82,48.29,64.69,50.03,61.85,29.09,26.21,31.31,21.23,26.37
BalanceNoncurrentAssets_sy,,,,,4.64,2.47,,-3.53,26.18,11.54,,17.12,14.22,9.54,,1.36,37.50,33.42,,8.53,10.72,17.37,19.95,14.68,5.49,2.43,4.11,8.16,3.16,14.15,5.65,8.12,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14,5.01,2.44,0.48
BalanceNoncurrentAssets_qq,,22.52,-100.00,,7.40,-0.93,-100.00,,23.85,1.04,-100.00,,122.72,3.79,-100.00,,7.69,30.19,9.54,-3.32,12.42,4.25,5.86,-7.53,-0.09,4.22,-2.17,-1.52,1.78,16.40,-0.02,12.04,4.17,27.08,11.04,2.07,12.38,1.36,8.55,6.19,3.75,5.65
BalanceNoncurrentAssets_sq,,-1.33,-100.00,,-0.28,0.65,-72.41,,-0.15,-4.73,-67.81,,-1.06,2.92,-100.00,,5.91,3.35,-0.61,-1.00,7.68,1.90,1.55,0.38,1.39,-0.16,0.36,2.46,2.02,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02,0.28,-0.07,-0.20
BalanceIntangibleAssets,133000,213000,,233000,343000,361000,,399000,476000,464000,,559000,8200000,8222000,,8194000,8176000,8138000,8110000,8300000,8421000,8410000,8471000,8448000,8460000,8467000,8458000,8821000,8941000,9020000,9139000,9297000,9513000,9913000,10389000,10820000,11479000,11820000,12594000,14082000,14572000,15865000
BalanceIntangibleAssets_yy,,,,,157.89,69.48,,71.24,38.78,28.53,,40.10,1622.69,1671.98,,1365.83,-0.29,-1.02,,1.29,2.99,3.34,4.45,1.78,0.47,0.68,-0.15,4.41,5.69,6.53,8.05,5.41,6.39,9.90,13.67,16.37,20.67,19.23,21.23,30.15,26.94,34.22
