,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-2638000,762000,8996000,7200000,15458000,9773000,10769000,9779000,6639000,7875000,9494000,10097000,9506000,9499000,8316000,6960000,4357000,6777000,7600000,4055000,-1144000,1714000,2468000,-16594000,-53452000,17248000,-1324000,-1025000,-3311000,-2264000,5481000
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,-364000,-2274000,-22068000,378000,-176000,-1000,0,-2266000,611000
IncomeNetProfit,7343000,5683000,10787000,7729000,8495000,7466000,5946000,6442000,7609000,8110000,7771000,9078000,6920000,5659000,3396000,5492000,5988000,3590000,-1116000,1256000,1659000,-16089000,-63904000,14308000,-1468000,-716000,-3567000,-1847000,4182000,-2266000,611000
IncomeShareholderNetProfit,7343000,5683000,10787000,7729000,8495000,7466000,5946000,6442000,7609000,8110000,7771000,9078000,6920000,5659000,3396000,5492000,5988000,3590000,-1116000,1256000,1659000,-16089000,-63904000,14308000,-1468000,-716000,-3567000,-1847000,4182000,,
BalanceNoncurrentAssets,104316000,101295000,96845000,94967000,93364000,91277000,91940000,95486000,93840000,90614000,143660000,142126000,140660000,139978000,138428000,136660000,134442000,134064000,202356000,198635000,198073000,170397000,116671000,111609000,108388000,107235000,107383000,93839000,15875000,15863000,15854000
BalanceIntangibleAssets,15849000,15846000,15908000,15974000,16084000,16065000,16475000,16509000,16479000,17345000,17138000,16974000,17134000,17007000,16755000,33912000,33980000,33849000,1321000,602000,550000,503000,460000,622000,596000,80216000,77837000,75649000,74474000,73019000,71472000
BalanceProperty,72435000,72337000,71423000,70987000,120563000,119303000,117136000,115373000,114000000,112471000,110999000,111042000,158986000,155787000,154784000,150805000,100585000,98754000,95524000,95395000,94942000,90286000,0,,0,,1833000,1706000,1474000,916000,779000
BalanceNoncurrentReceivables,4219000,3693000,985000,985000,985000,985000,657000,657000,657000,657000,328000,328000,328000,328000,959000,,,27000,,,27000,27000,27000,27000,27000,27000,,,,,
BalanceNoncurrInvestments,,,,7266000,7595000,3509000,2911000,3025000,2981000,2725000,2846000,2632000,3152000,6561000,6344000,6152000,6482000,6442000,6070000,5424000,5610000,8801000,8211000,8783000,17943000,15156000,11977000,12033000,11380000,11819000,2957000
BalanceOtherNoncurrentAssets,95484000,107360000,107044000,110936000,105423000,85247000,92825000,99827000,106548000,128276000,126977000,112501000,117559000,124345000,152060000,142043000,125462000,131752000,185021000,181492000,161706000,159242000,97571000,110648000,100036000,85815000,82636000,94651000,4707000,6361000,7212000
BalanceCurrentAssets,7797000,6902000,6244000,7306000,9800000,8951000,7593000,9343000,11542000,11912000,9102000,8186000,6516000,7167000,6190000,9985000,9896000,7959000,9477000,13154000,10975000,8176000,4428000,5869000,5323000,44451000,71828000,75170000,65431000,60020000,68697000
BalanceInventory,77759000,75228000,93748000,118007000,109812000,92477000,103283000,111554000,138921000,132924000,113386000,124797000,167357000,163738000,145093000,137084000,73971000,82336000,77072000,64053000,49681000,35576000,11420000,424000,71000,247000,67000,13000,13000,13000,13000
BalanceCurrentReceivables,13000,13000,5013000,1814000,1860000,1907000,1408000,34200000,27101000,24015000,35215000,36741000,9775000,5415000,13201000,2934000,2325000,3609000,7228000,720000,3462000,592000,1487000,4041000,711000,3153000,352000,2667000,10526000,6910000,14327000
BalanceCurrentInvestments,12005000,14905000,23886000,27718000,706000,1646000,576000,2493000,1513000,464000,2345000,1585000,915000,338000,4213000,1241000,1644000,214000,4361000,1103000,868000,41000,4526000,2493000,5987000,341000,3536000,1150000,2783000,522000,3200000
BalanceCash,24626000,,,,,,,,,,,,,,,,,,,,,,,1249000,2060000,197000,89761000,1384000,1279000,199800000,208655000
BalanceOtherCurrentAssets,203889000,205903000,198787000,176524000,184765000,195313000,200388000,218889000,270637000,254627000,258219000,264323000,290488000,278703000,259904000,265816000,387377000,381376000,361839000,329838000,304003000,222257000,208424000,194435000,190019000,189769000,98781000,106734000,123205000,130933000,122153000
BalanceAssetsForSale,116453000,122899000,99545000,108046000,115793000,121633000,131150000,136913000,140217000,146702000,151828000,155438000,154272000,155812000,186107000,170009000,106180000,120667000,119649000,118687000,115184000,112004000,115923000,72700000,67410000,67410000,67410000,67410000,67410000,67410000,67410000
BalanceTotalAssets,67410000,67410000,67410000,67410000,67410000,67410000,67410000,67410000,67410000,67410000,67410000,74144000,74144000,74144000,74144000,74144000,74144000,74144000,74144000,74144000,-5290000,,,,,,,,,,
BalanceCapital,,,,,,,,,,,,,,,,,,,29551000,28227000,28227000,28227000,28184000,28332000,28336000,28381000,28772000,28783000,28461000,59842000,59714000
BalanceShareCapital,59923000,65802000,100296000,100316000,100552000,100837000,138214000,138238000,138117000,138296000,138612000,138366000,138494000,138306000,141449000,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,27936000,25644000,20486000,2047000,16527000,17471000,110000,18030000,400000,19227000,15860000,45724000,13076000,43240000,11620000,40752000
BalanceReserve,9005000,36082000,50312000,78606000,50101000,69365000,14824000,34927000,14744000,35547000,14463000,24339000,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,12219000,8085000,4079000,2000000,14000,110000,493000,243000,15691000,14383000,13076000,11769000,10461000,9154000,7846000,6539000,49231000,47924000,49116000
BalanceNoncurrentLiabilities,41309000,14401000,14400000,14400000,14400000,14400000,10650000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,174000,174000,248000,350000,309000,32000,,1219000
BalanceNoncurrentBorrowings,15717000,17559000,16407000,47000,16513000,17361000,110000,17537000,400000,18984000,169000,31341000,31297000,1159000,31424000,1159000,29295000,1081000,30332000,985000,27747000,423000,20495000,344000,21147000,63000,12470000,73083000,76277000,60198000,72923000
BalanceNoncurrentObligations,60107000,42600000,61756000,77738000,91942000,83869000,133144000,77753000,108230000,80864000,132166000,86123000,95461000,75462000,181253000,116663000,141729000,154292000,109660000,67681000,74993000,43703000,63552000,49507000,9678000,11301000,13171000,13162000,11417000,12942000,12063000
BalanceNoncurrentLeasing,13330000,12812000,17494000,16396000,13622000,13938000,13989000,15916000,15116000,14716000,16162000,33308000,28944000,29132000,55493000,19258000,15645000,15300000,20225000,16721000,16942000,23317000,22735000,22944000,21530000,10278000,14228000,13650000,6344000,30859000,38709000
BalanceNoncurrentOtherLiabilities,36781000,20601000,23504000,22527000,37511000,36351000,28023000,33201000,27487000,34838000,21994000,37662000,34328000,14038000,14069000,7795000,2700000,10614000,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,420000,239000,348000,721000,380000,162000,95000,681000,39950000,42152000,23957000,38106000,38236000,15323000,35927000,57973000,48163000,27559000,79880000,43435000,70659000,43841000,78420000,34300000,52608000,25651000,120254000,52047000
BalanceCurrentBorrowings,90506000,60001000,114892000,36918000,44703000,14646000,43216000,14098000,138000,89000,126000,125000,176000,107000,116000,91000,108000,107000,87000,95000,129000,87000,319000,117000,114000,100000,204000,113000,97000,756000,34000
BalanceCurrentObligations,918000,921000,942000,915000,7172000,199800000,0,208655000,0,203889000,205903000,198787000,0,176524000,184765000,195313000,200388000,218889000,270637000,254627000,258219000,264321000,290488000,278703000,259904000,265816000,387377000,381376000,361839000,329837000,245151000
BalanceCurrentLeasing,222257000,208424000,194434000,190019000,189769000,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-2084000,-6511000,-5020000,386000,1514000,14750000,16356000,6496000,848000,-1274000,17269000,-3451000,-6463000,16136000,23411000,-6760000,6227000,-14692000,5401000,13905000,-6281000,39718000,-31012000,16666000,-2791000,-1236000,-2136000,-3287000,12145000,12883000,-3871000
CashflowAmortization,1549000,1533000,1534000,1533000,1539000,1522000,1517000,1498000,1486000,1490000,1514000,1612000,1653000,2794000,2411000,2496000,2644000,2800000,3003000,2502000,2833000,3347000,3362000,3236000,3201000,2707000,2095000,2147000,2126000,2302000,2245000
CashflowInvestingCashflow,-10270000,10376000,-415000,-377000,-429000,-356000,-10000,-495000,-928000,-2463000,-1096000,-950000,-796000,-28324000,-1062000,-1448000,-2544000,-1144000,-9233000,-1195000,-485000,-30753000,-6032000,-937000,3618000,-78000,30284000,1276000,-2627000,1652000,4041000
CashflowCapex,54562000,209000,535000,378000,480000,359000,10000,495000,928000,2897000,1210000,1075000,1036000,28397000,1197000,1486000,2313000,1144000,1223000,1246000,643000,3500000,29764000,-26143000,28743000,1007000,197000,573000,2832000,1396000,1751000
CashflowFinancingCashflow,-69000,-3059000,-2470000,-3298000,-882000,-3193000,-14451000,-32824000,-434000,-621000,-8388000,-5867000,6651000,13473000,-18731000,1700000,-941000,12967000,4725000,-10156000,3437000,-6521000,34241000,-13414000,7034000,-2170000,-20732000,-312000,-6751000,-5551000,3661000
CashflowShareCapitalCash,0,,,,,,,,,,,,,,,,,,,,,,28860000,0,0,,,,,,110000
CashflowDividend,,0,0,,,36586000,9000,,30816000,0,,,,,,,,,,,,,,,,,,-12423000,-594000,-6505000,-3289000
CashflowNetCashflow,203000,11201000,1895000,-26823000,-514000,-4358000,7785000,-10268000,-608000,1285000,3618000,-6508000,2742000,-2869000,893000,2554000,-3329000,2444000,-2803000,2315000,7858000,-3484000,7416000,-2323000,2769000,8984000,3831000,,,,
