,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
BalanceNoncurrentReceivables,18000,18000,18000,18000,18000,17000,18000,44000,44000,46000,47000,44000,61000,47000,49000,19000,19000,19000,2000,2000,87000,117000,104000,85000,66000,47000,28000,2000,2000,2000,2000,2000
BalanceNoncurrInvestments,,,,,,,,,,,,,,,2000,3000,3000,137000,150000,900000,900000,1200000,1198000,1198000,1198000,1198000,1394000,1394000,1386000,1381000,1458000,
BalanceOtherNoncurrentAssets,,,42000,42000,41000,45000,2113000,1079000,1070000,2429000,2000000,1507000,1453000,1284000,1298000,1048000,1271000,1055000,291000,174000,139000,347000,1795000,1698000,1047000,1100000,1413000,949000,1684000,1841000,1142000,
BalanceCurrentAssets,,,8441000,4075000,19695000,11984000,26168000,20314000,16219000,21189000,37910000,27843000,19166000,27476000,59046000,43375000,46834000,52468000,52900000,35911000,20501000,48266000,42279000,25033000,25546000,28492000,24928000,18182000,19091000,26734000,42914000,
BalanceInventory,,,1240000,1372000,1364000,2541000,1134000,2946000,2141000,2848000,1904000,3348000,5903000,5083000,1183000,1402000,1335000,1511000,2060000,3566000,4410000,4312000,4389000,4432000,4340000,5277000,5156000,5500000,3237000,2765000,4637000,18000
BalanceCurrentReceivables,18000,18000,6700000,2431000,9336000,7854000,2550000,3349000,9652000,6910000,18289000,14033000,11147000,21697000,24733000,23075000,27788000,38993000,19745000,18153000,11605000,29696000,17583000,8975000,10167000,17597000,11477000,9737000,12605000,17547000,18580000,
BalanceCurrentInvestments,,,,,,,0,0,0,0,13480000,546000,532000,78000,,,,,,,,,,,,,,,,,464000,225000
BalanceCash,2923000,22000,16670000,10511000,4282000,3431000,6650000,674000,449000,32887000,18182000,17145000,11584000,30770000,13932000,4211000,14015000,20105000,11370000,10737000,5396000,8083000,2659000,2941000,6148000,19516000,,,,37000,47000,6072000
BalanceOtherCurrentAssets,1567000,5815000,3509000,144000,8001000,4237000,3264000,910000,169000,242000,716000,567000,379000,325000,259000,274000,242000,202000,257000,302000,222000,212000,285000,308000,275000,180000,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,3802000,7084000,7963000,12490000,8039000,39969000
BalanceTotalAssets,33045000,50466000,42943000,38881000,45191000,61564000,51596000,47210000,66538000,102845000,93016000,96909000,103219000,106273000,92221000,78624000,107479000,104404000,88965000,89638000,93095000,91447000,86510000,88930000,98344000,115233000,1305000,859000,744000,3359000,1941000,5935000
BalanceCapital,5573000,18320000,16371000,15501000,14855000,17670000,17951000,18556000,21345000,54923000,54975000,56001000,56848000,57809000,57305000,53887000,56859000,56547000,56277000,55976000,56371000,57635000,57197000,58120000,58606000,61720000,,,,2200000,2200000,2841000
BalanceShareCapital,2841000,3341000,3341000,3341000,3341000,3341000,3341000,3341000,3360000,3360000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179000,1440000,5351000
BalanceReserve,5331000,16681000,16676000,17122000,17122000,17122000,17122000,18326000,18847000,48327000,47397000,51658000,51658000,51643000,51643000,55300000,55300000,55304000,55304000,54538000,54538000,54544000,54544000,57474000,57474000,57474000,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792000,792000,1094000
BalanceNoncurrentLiabilities,9078000,17974000,11258000,10176000,10943000,8055000,26059000,7451000,6087000,14028000,17854000,16654000,15512000,14120000,13270000,11990000,11948000,11713000,14356000,13758000,13310000,12700000,12022000,10844000,16482000,15571000,,,,792000,1094000,9078000
BalanceNoncurrentTradeLiabilities,,,17976000,752000,972000,855000,736000,615000,493000,366000,239000,1223000,1196000,1169000,1049000,930000,829000,737000,645000,553000,460000,,,,,792000,,9379000,9292000,8310000,7683000,8055000
BalanceNoncurrentBorrowings,7611000,5954000,5222000,7945000,10119000,9480000,8690000,6042000,5174000,4295000,3403000,3081000,2755000,2425000,2091000,1753000,1411000,1064000,714000,359000,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,1581000,1727000,1469000,1241000,1361000,1154000,1099000,1078000,980000,829000,1201000,1030000,724000,,,,,0,,,8594000,1966000,1866000,3261000,472000
BalanceNoncurrentOtherLiabilities,1497000,114000,5111000,6880000,6439000,6206000,6003000,6003000,5987000,6080000,6075000,9278000,9185000,9212000,9139000,9046000,7934000,14186000,14027000,2497000,6170000,6770000,8340000,5306000,32940000,18394000,14171000,15314000,13203000,19392000,35840000,7588000
BalanceCurrentLiabilities,21205000,39106000,33894000,20188000,24253000,30859000,34345000,21647000,12747000,38673000,36144000,18333000,19903000,23414000,21113000,17290000,19966000,23256000,37942000,,,,7980000,4183000,32940000,18394000,9250000,11159000,7545000,6855000,0,10288000
BalanceCurrentTradePayablesv,31062000,29115000,15314000,18322000,24869000,27640000,14843000,5950000,31960000,29145000,7677000,10985000,15304000,15333000,9480000,8796000,11565000,33358000,,,,,670000,,2535000,2033000,2629000,3122000,32959000,3876000,4438000,3447000
BalanceCurrentBorrowings,4479000,4661000,4795000,3356000,3707000,3744000,3481000,2937000,4856000,4857000,4531000,2985000,5315000,7793000,8588000,1372000,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,1360000,1245000,1208000,1146000,1117000,1027000,873000,733000,561000,558000,640000,666000,820000,,,,139000,426000,,2354000,1842000,2948000,2224000,2439000,5266000,2758000,3606000,1332000,395000
BalanceCurrentOtherLiabilities,1270000,1195000,1989000,1852000,1845000,2085000,2946000,4772000,3190000,2847000,2234000,1937000,2736000,2438000,2393000,,,,221000,27000,,31000,280000,82000,7192000,442000,2322000,4282000,,,,
BalanceReckoning,,,,,,,,,,,3802000,7029000,7514000,12491000,8039000,39969000,33045000,50465000,42943000,38881000,45191000,61564000,51597000,47211000,66538000,102845000,93016000,96909000,103219000,106273000,92221000,78624000
BalanceTotalEquityAndLiabilities,107479000,104404000,88965000,89638000,93095000,91447000,86510000,88930000,98344000,115233000,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,,,,-1018000,,,7151000,,-8563000,-4486000,-2024000,-295000,14129000,-12155000,1195000,-3568000,26490000,-12069000,-5771000,13916000,9647000,-12915000,1392000,-3549000,7010000,-5753000,5000,-2050000,22567000,,,
CashflowAmortization,658000,,,997000,,2209000,746000,784000,754000,761000,767000,986000,1079000,1061000,1089000,1086000,1107000,1064000,546000,505000,538000,501000,596000,602000,635000,652000,,,,-1048000,,
CashflowInvestingCashflow,-15137000,,-2876000,-868000,-5165000,-871000,-14167000,-7074000,-1532000,-743000,-5797000,-3763000,-2682000,-2554000,-2493000,-2521000,4146000,-774000,-2089000,-1558000,-1462000,4975000,-1376000,,,,1138000,,,15152000,,2382000
CashflowCapex,884000,5165000,1316000,14274000,7177000,1612000,588000,5741000,3013000,2682000,2255000,2631000,2521000,1362000,902000,2196000,2035000,1726000,1394000,1535000,,,,-2805000,,,24192000,,-1800000,-953000,1212000,941000
CashflowFinancingCashflow,32476000,4524000,-700000,-1250000,-1507000,-1006000,-1268000,-1558000,-1064000,6702000,-6171000,-1018000,-2235000,1888000,1739000,281000,-7823000,,,,,,,,16382000,,,,,123000,29891000,
CashflowShareCapitalCash,-48000,,,,,,,,,,,,,,,521000,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,-4871000,,,16206000,,-13239000,9527000,-6308000,-5977000,-224000,32439000,-14705000,-1037000,-5561000,19186000,-16838000,-9721000,9804000,6090000
CashflowNetCashflow,-8735000,-633000,-5340000,2686000,-5423000,281000,3207000,13369000,,,,,,,,,,,,,,,,,,,,,,,,
