,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,311000,1000,,1457000,574000,201000,1208000,598000,873000,800000,1286000,1409000,1511000,1912000,2857000,1316000,2023000
BalanceCurrentLeasing,3247000,600000,5749000,3296000,2343000,3632000,6220000,4549000,5491000,5568000,8311000,5159000,4849000,4702000,7680000,4480000,4848000,8653000,8163000,6814000,1099000,130000,130000,700000,595000,466000,558000,607000,898000,254000,,,0,,,,281000,281000,281000,290000
BalanceCurrentOtherLiabilities,929000,943000,746000,943000,618000,503000,498000,498000,486000,478000,677000,753000,753000,809000,11566000,8612000,7149000,8191000,7443000,8689000,8350000,7712000,6922000,7623000,7066000,5728000,8268000,6143000,6795000,5991000,8259000,8041000,11775000,10723000,7408000,17315000,27646000,29034000,31220000,38230000
BalanceReckoning,34373000,34858000,36771000,43238000,36192000,36995000,35291000,41832000,37900000,0,43019000,48854000,46061000,47240000,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,,-1714000,,,1223000,,,-2006000,,,-874000,,-142000,2258000,-1695000,1401000,19000,1995000,1208000,89000,-1124000,2080000,1662000,-506000,2638000,2550000,1883000,-1717000,1655000,516000,1111000,562000,-2208000,6099000,1700000,-1024000,,119000,,
CashflowAmortization,124000,,,372000,,,349000,,219000,48000,33000,68000,-26000,26000,93000,59000,92000,101000,152000,178000,255000,298000,299000,296000,299000,302000,302000,331000,447000,540000,711000,696000,,96000,,,177000,,,-475000
CashflowInvestingCashflow,,,-43000,,-101000,1496000,-17000,37000,-11000,2208000,-2149000,-2467000,-705000,-528000,-753000,-957000,706000,30000,-62000,-36000,-268000,-215000,-2310000,-837000,-937000,-2220000,-816000,-1954000,,67000,,,158000,,,543000,,,72000,
CashflowCapex,105000,-1971000,23000,24000,11000,238000,2625000,2099000,708000,-3383000,758000,1058000,824000,-77000,57000,33000,272000,252000,1157000,844000,1306000,2174000,828000,656000,,2734000,,,-69000,,,-231000,,,489000,,-55000,-1696000,43000,-1077000
CashflowFinancingCashflow,-61000,207000,1970000,331000,-489000,-160000,-1269000,44000,-876000,-998000,-361000,497000,-2871000,-737000,1594000,-120000,966000,-1540000,917000,-448000,,2761000,,,-91000,,,,,,667000,,,-1999000,,,,,,
CashflowShareCapitalCash,,,,,,,,,,,,,,52000,,,,,,,,,,,,,,,,,,,,1089000,-81000,381000,303000,190000,,103000
CashflowDividend,175000,0,2743000,-1000000,259000,,,1115000,,,1330000,,,-2712000,,,-427000,,-298000,2057000,-1669000,361000,-52000,4410000,1029000,-2047000,-2318000,1392000,-360000,-1419000,2468000,1582000,1460000,-1256000,-1484000,-436000,395000,-2179000,2339000,1801000
CashflowNetCashflow,-3426000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
