,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherNoncurrentAssets,8702000,8219000,8200000,8780000,7935000,8199000,8502000,9066000,9542000,10536000,11229000,11526000,10700000,10274000,56916000,69649000,93590000,112522000,101682000,141909000,172040000,210508000,236065000,213856000,191578000,183127000,178149000,167441000,169180000,173538000,162851000,166988000,176144000,,176503000,175541000,160919000,176126000,136370000,138416000,157239000,168250000,157894000,179693000,201500000,160141000,177971000,175208000,205515000,219114000,224848000,228073000,239553000,234573000
BalanceCurrentAssets,238917000,216024000,251505000,255464000,262841000,269464000,22635000,26324000,33716000,34271000,36425000,48909000,58727000,56662000,69130000,62503000,59791000,53175000,43248000,43669000,46037000,36330000,34349000,42855000,42887000,,47323000,48139000,42247000,59556000,50638000,48599000,52778000,69431000,67761000,79406000,77128000,52657000,71796000,65013000,80277000,75444000,86139000,93371000,93393000,89697000,94070000,81924000,95637000,98192000,102438000,101189000,33483000,42464000
BalanceInventory,58697000,77177000,64383000,91642000,112263000,95075000,107685000,115657000,103294000,102502000,94288000,76213000,76474000,74044000,59251000,71834000,91082000,,102051000,79391000,79895000,87406000,67796000,72507000,91944000,91030000,85005000,98227000,121049000,103810000,103219000,107907000,122734000,116324000,119850000,129491000,135161000,135191000,134828000,130769000,147311000,142666000,142524000,156927000,,,,,411000,392000,499000,57860000,55712000,34601000
BalanceCurrentReceivables,24604000,26183000,36516000,44578000,44866000,27086000,67887000,4413000,21489000,,20402000,6052000,14000,6513000,6602000,6693000,10402000,3658000,0,,,,10032000,10089000,,,,,,,462000,356000,725000,605000,460000,348000,2945000,607000,3273000,834000,3708000,2367000,1041000,35847000,911000,47396000,20429000,,6284000,41426000,38153000,22071000,10678000,10084000
BalanceCurrentInvestments,1230000,3436000,4189000,1266000,2217000,2884000,2021000,1434000,1470000,15859000,7481000,4200000,10052000,8371000,8693000,2195000,7382000,13481000,16672000,10111000,336000,505000,452000,469000,463000,506000,551000,563000,593000,488000,616000,433000,389000,614000,762000,231000,453000,490000,257000,,443000,533000,610000,580000,656000,533000,885000,695000,939000,794000,1106000,790000,935000,854000
BalanceCash,1034000,1455000,1289000,1011000,947000,1314000,1326000,1136000,1175000,1125000,1207000,1237000,,,,,526000,526000,403000,403000,0,,1950000,1950000,1950000,2351000,1950000,1950000,0,,,,,,,,,,,,,,,,55195000,54645000,45157000,54241000,35585000,34004000,,,,
BalanceOtherCurrentAssets,,,,76772000,91130000,116799000,135066000,126016000,166612000,201003000,239758000,265332000,284517000,273267000,272973000,276408000,267097000,268402000,270517000,258888000,262621000,272895000,,293124000,286472000,270859000,289919000,249870000,252255000,270653000,282448000,271789000,297916000,322944000,283063000,301468000,299011000,332298000,319703000,324255000,332461000,347344000,343034000,349480000,327403000,361089000,366363000,372086000,399092000,23812000,27120000,30920000,36980000,40483000
BalanceAssetsForSale,43942000,58387000,154785000,166345000,184123000,191093000,197402000,201172000,202424000,205140000,210134000,211857000,210567000,202756000,,205308000,204785000,190436000,191920000,190126000,185303000,183718000,183092000,177715000,175645000,174987000,161285000,162396000,161624000,162588000,166276000,170735000,171723000,170108000,168335000,166906000,165137000,166212000,164667000,167075000,171300000,20380000,20380000,20380000,20380000,20380000,20380000,20380000,20380000,23437000,23437000,23437000,23437000,23437000
BalanceTotalAssets,23437000,23647000,23100000,23100000,23100000,21790000,,21790000,21790000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,22199000,,,,,0,,,,90101000,,0,0,0,,-1651000,-3373000,-3727000,0,,,
BalanceCapital,,,,,-409000,,,,,,,,,,,,,,,,,,,,,,,2110000,3000000,1381000,1381000,1136000,11260000,11260000,11698000,127430000,128303000,129203000,162488000,164285000,164607000,180030000,177491000,177620000,183828000,170827000,,169800000,169800000,168403000,168123000,168123000,167058000,166851000
BalanceShareCapital,166842000,167145000,166992000,166987000,166988000,166985000,166199000,166199000,166199000,165973000,165977000,165975000,166398000,166394000,166421000,166752000,166750000,166752000,150947000,,,,,,,,,,,,,,,,,,,,,,,,0,,,,8682000,5493000,4313000,4923000,4964000,4986000,4420000,4407000
BalanceOwnShares,4408000,4014000,4245000,4079000,4069000,3937000,3961000,4026000,4021000,4059000,4053000,5076000,5137000,4704000,4656000,4645000,4636000,4666000,439000,934000,1766000,16740000,26823000,32243000,1910000,1664000,1434000,1178000,784000,1220000,768000,725000,987000,1405000,1623000,1681000,1870000,,4001000,2563000,2620000,4644000,4839000,6741000,6446000,5647000,5688000,5733000,5805000,5794000,6906000,8323000,8306000,9872000
BalanceReserve,9211000,10528000,20936000,21647000,23250000,23265000,23466000,23301000,21906000,39548000,316000,676000,1543000,16563000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,26318000,31695000,1468000,1224000,1018000,642000,254000,315000,126000,83000,39000,0,,,,,,,,,,0,,1627000,1075000,277000,266000,245000,223000,1460000,3142000,2923000,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201000,,,3127000,2894000,2659000,12768000,13220000,14741000,13824000,12913000,12688000,11714000,28547000,123000,258000,223000,177000,505000,548000
BalanceNoncurrentBorrowings,442000,440000,416000,536000,530000,905000,642000,642000,948000,1405000,1623000,1681000,1870000,,4001000,2563000,2620000,4644000,4839000,5114000,5371000,5370000,5422000,5488000,5582000,5593000,5446000,5181000,5383000,6745000,6317000,7869000,8168000,8427000,8509000,9441000,10553000,10613000,10192000,11001000,52521000,63076000,84113000,81346000,58710000,90427000,140706000,83309000,97553000,99216000,81390000,74351000,74468000,63948000
BalanceNoncurrentObligations,62275000,58978000,45408000,50373000,68269000,,75133000,73631000,73490000,88432000,49941000,55225000,76069000,89302000,83978000,112524000,137907000,111905000,128097000,125127000,157443000,139529000,140288000,146151000,152247000,147976000,154187000,134297000,166755000,173750000,178469000,183578000,51512000,62486000,83401000,79943000,57398000,88993000,138671000,80766000,95707000,98326000,80759000,74246000,72887000,62964000,62175000,54944000,45183000,42123000,57488000,,61224000,64769000
BalanceNoncurrentLeasing,52113000,83114000,40382000,46794000,72001000,83074000,75755000,91391000,112360000,89743000,109312000,90790000,126768000,107800000,132753000,137907000,133597000,134969000,140780000,119686000,153073000,157624000,161718000,158938000,,,,,,,,,,,,,,,,,,,,126000,2269000,1393000,,1757000,,,0,3714000,95000,85000
BalanceNoncurrentOtherLiabilities,97000,1177000,14119000,18584000,11468000,13491000,29725000,26258000,23702000,1279000,8883000,518000,1230000,1200000,1385000,1498000,1680000,1490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,86000,,,907000,917000,926000,2871000,3147000,3596000,3625000,3590000,3790000,3829000,9067000,978000,580000,702000,1361000,1303000,1424000,2025000,2110000,1837000,884000,621000,100000,1423000,968000,94000,3532000,223000,5981000,9387000,,12079000,8861000,21376000,5294000,5806000,8225000,3947000,5866000,6967000,6906000,6828000,10403000,5184000,4472000,4230000,6932000,6617000
BalanceCurrentBorrowings,5987000,6865000,9267000,8545000,9761000,8102000,10507000,11220000,14065000,31000,10000,10000,42000,9000,10000,10000,433000,9000,6000,10000,5000,158000,16000,6000,376000,2000,,1000,,,73000,1000,1000,24000,39000,111000,36000,265000,79000,108000,135000,205000,110000,140000,187000,188000,1000,52000,31000,75000,36000,25000,605000,331000
BalanceCurrentObligations,22000,18000,76772000,91130000,116799000,135066000,126016000,166612000,0,201003000,239758000,265332000,0,284517000,273267000,272973000,0,276408000,267097000,268402000,0,270517000,258888000,262621000,0,272895000,0,0,0,293124000,286472000,270859000,0,289919000,249870000,252255000,270653000,282448000,271789000,297916000,322944000,283063000,301468000,299011000,332298000,319703000,324255000,332461000,347344000,343034000,349480000,327403000,361089000,366363000
BalanceCurrentLeasing,372086000,399092000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,1519000,665000,1714000,-4386000,-7067000,-6274000,315000,1453000,11446000,-4886000,-12765000,26553000,8481000,8267000,8338000,11099000,10275000,247000,3056000,16686000,5404000,-15902000,9898000,-1142000,4575000,-1803000,11611000,-3339000,23562000,-6901000,15219000,-6626000,-14507000,3273000,86000,-2804000,-2378000,-11772000,1916000,8603000,-622000,-15500000,8891000,-7691000,11274000,-18293000,-576000,-2422000,2596000,-4825000,6550000,9481000,5767000,-7536000
CashflowAmortization,642000,711000,898000,980000,836000,1245000,1375000,1052000,981000,955000,1020000,435000,885000,865000,1052000,1702000,973000,1155000,0,2391000,1010000,1265000,1184000,1208000,1247000,1357000,1385000,1493000,1841000,2011000,1775000,1731000,1893000,1892000,2003000,2031000,1992000,1498000,1591000,2014000,1735000,2235000,1964000,2328000,1689000,1633000,2296000,2295000,2540000,2652000,2572000,2664000,2566000,2660000
CashflowInvestingCashflow,-716000,85000,-631000,-1584000,-199000,-305000,-4581000,-1451000,-58956000,2804000,9384000,-19680000,-7141000,-8819000,-8631000,-5832000,-13563000,7880000,-7855000,-17437000,-5597000,28966000,-8207000,-11802000,18615000,548000,-17922000,-14802000,13342000,6703000,-1833000,-7206000,-590000,-1436000,-4906000,5823000,2076000,-3397000,-5257000,-792000,-1313000,266000,-5024000,24425000,4361000,3471000,-4627000,-1064000,-4023000,-1317000,-464000,-3285000,-1649000,2500000
CashflowCapex,785000,-67000,726000,1737000,244000,276000,4952000,1659000,1161000,873000,4862000,27368000,17906000,7454000,9239000,-3387000,7762000,1805000,-15000,630000,723000,330000,1690000,1562000,1950000,1263000,2962000,3222000,1325000,1200000,2392000,1301000,792000,1615000,1507000,1093000,1434000,5517000,4731000,3340000,3370000,3621000,5058000,8259000,2711000,6612000,4577000,2330000,3969000,2570000,464000,3216000,1624000,-89000
CashflowFinancingCashflow,-778000,-855000,-714000,5850000,7073000,6627000,4284000,-2000,47380000,4679000,950000,-6781000,1326000,-1887000,-68000,-2032000,1947000,-103000,-4219000,-135000,-45000,-1277000,-13102000,-2612000,2374000,-3197000,-12552000,1747000,-1762000,-3075000,-15811000,47000,3704000,-2431000,-4034000,-813000,1055000,12246000,4292000,-7144000,1072000,14647000,-3831000,-2345000,-24013000,11541000,11055000,1805000,1749000,-356000,-899000,-97000,-927000,-1525000
CashflowShareCapitalCash,,,,,0,0,0,0,90101000,-29000,-4000,0,0,0,21000,210000,0,0,,0,0,,,41000,0,,,409000,0,,,,,,,,,,,,,,,1431000,,,,,,,,2649000,,2446000
CashflowDividend,0,,,,,,,,,0,0,0,,3465000,0,0,,11984000,0,,,13319000,0,,,2664000,0,,,,,,,,,,,,,,,,,,25000,-105000,369000,-120000,-193000,48000,18000,0,-130000,2597000
CashflowNetCashflow,-2431000,92000,2666000,-2439000,-361000,3235000,-1341000,8024000,-9022000,-882000,424000,11125000,-11411000,-15556000,25564000,-4452000,-18863000,-16394000,35142000,-3273000,-2425000,-13785000,-11393000,-594000,-8854000,2206000,753000,-2923000,951000,667000,-863000,-587000,36000,14389000,-8378000,-3281000,5852000,-1681000,322000,-6498000,5187000,6099000,3191000,-6561000,,,,,,,,,,
