,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeBeforeTaxProfit,538000,-159000,1833000,-930000,1011000,-790000,-1843000,-2870000,454000,-631000,1090000,-841000,-353000,370000,1736000,-977000,1034000,-1423000,1884000,-906000,-71000,-1858000,-1415000,-2790000,477000,-1306000,488000,-1522000,415000,-1029000,-276000,-1777000,407000,-1971000,-887000,-2426000,1151000,10240000,-37000,-343000,1093000,504000,163000,-522000,1580000,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-133000
IncomeNetProfit,438000,-76000,1576000,-973000,999000,-759000,-1837000,-2935000,450000,-626000,1045000,-784000,-344000,331000,1740000,-978000,1077000,-1402000,1838000,-885000,-55000,-1808000,-1105000,-2907000,436000,-1319000,281000,-1522000,415000,-1029000,-276000,-1777000,407000,-1971000,-887000,-2426000,1151000,10408000,-202000,-341000,1181000,514000,123000,-486000,1579000,-133000
IncomeShareholderNetProfit,438000,-76000,1576000,-973000,999000,-759000,-1837000,-2935000,450000,-626000,1045000,-784000,-344000,331000,1740000,-978000,1077000,-1402000,1838000,-885000,-55000,-1808000,-1105000,-2907000,436000,-1319000,281000,-1522000,415000,-1029000,-276000,-1777000,407000,-1971000,-887000,-2426000,1151000,10408000,-202000,-341000,1181000,514000,123000,-486000,1579000,
BalanceNoncurrentAssets,1454000,2228000,3619000,4666000,5019000,7154000,7671000,9331000,9331000,9034000,8796000,8263000,8141000,8651000,9601000,9263000,8586000,8504000,8160000,7570000,7078000,6980000,6564000,6175000,7340000,7188000,6810000,6872000,6620000,6231000,6326000,6059000,5437000,15257000,14644000,14476000,14615000,14197000,13581000,13233000,13226000,50000,50000,29000,69000,62000
BalanceIntangibleAssets,66000,69000,73000,73000,74000,75000,82000,71000,59000,75000,109000,109000,109000,117000,115000,120000,134000,144000,151000,144000,270000,33000,32000,28000,23000,36000,31000,41000,9988000,9982000,9978000,9975000,9972000,9970000,9967000,9964000,1348000,2119000,3471000,4513000,4847000,6965000,7543000,9176000,9176000,8850000
BalanceProperty,8574000,8056000,7967000,8448000,9399000,8994000,8295000,8170000,7511000,7062000,6597000,6483000,6251000,5825000,5416000,5127000,4957000,5005000,4739000,4336000,3973000,3708000,3386000,3192000,3170000,2947000,3144000,2955000,2651000,2449000,2190000,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,1577000,1604000,1616000,1628000,1654000,654000,,,,,,,56000,59000,119000,84000,110000,123000,59000,82000,82000,110000,147000,125000,103000,144000,127000,160000,182000,225000,532000,393000
BalanceOtherNoncurrentAssets,361000,363000,169000,199000,203000,1791000,216000,219000,225000,1872000,663000,1666000,2010000,2077000,1492000,1551000,1496000,1270000,960000,817000,1072000,9069000,9223000,22918000,27084000,20784000,17508000,19581000,25734000,25735000,26011000,23005000,23920000,25203000,22028000,25083000,26621000,21875000,25768000,23184000,25993000,22105000,22316000,18583000,18192000,14396000
BalanceCurrentAssets,15300000,13734000,13842000,10925000,11782000,8349000,7863000,9552000,10388000,15648000,14252000,12720000,15173000,14022000,14979000,13714000,6988000,6486000,4636000,10588000,9086000,6885000,11726000,18498000,18498000,19553000,16592000,17359000,19360000,17667000,19383000,20794000,16272000,19244000,16568000,20603000,16668000,16593000,12222000,13085000,10442000,11374000,9733000,10547000,7734000,8486000
BalanceInventory,6716000,6462000,8263000,8881000,9997000,11208000,10496000,12664000,10584000,11459000,10083000,1505000,2022000,7022000,7631000,5957000,5459000,4050000,2895000,2895000,3035000,2650000,2246000,2591000,1134000,698000,797000,674000,850000,541000,767000,567000,703000,182000,677000,177000,130000,124000,508000,99000,561000,212000,81000,189000,421000,858000
BalanceCurrentReceivables,1504000,815000,780000,1544000,2242000,2059000,,0,,0,,607000,923000,956000,1227000,1227000,1253000,1278000,1329000,1329000,1367000,1406000,1406000,1446000,1446000,1486000,1486000,1502000,1534000,1548000,1563000,,,,,660000,660000,660000,661000,662000,662000,663000,664000,664000,398000,340000
BalanceCurrentInvestments,11153000,8833000,5062000,4000000,2800000,2722000,2723000,1712000,2055000,2657000,1470000,1436000,3064000,3009000,2680000,3589000,4094000,2564000,2811000,2977000,3882000,2447000,2488000,2643000,2703000,2292000,2299000,2344000,1260000,1067000,378000,343000,3835000,428000,431000,745000,1044000,464000,625000,178000,375000,107000,32000,72000,241000,49000
BalanceCash,392000,392000,458000,430000,329000,453000,424000,532000,615000,803000,639000,495000,573000,557000,509000,749000,420000,1289000,1153000,1174000,495000,793000,391000,161000,253000,62000,83000,298000,451000,316000,322000,187000,150000,283000,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10523000,11451000,26537000,31750000,25803000,24662000,27252000,35065000,35066000,35045000,31801000,32183000
BalanceAssetsForSale,33344000,30679000,34684000,35884000,30461000,34272000,31344000,33563000,29183000,29296000,25147000,24367000,21736000,22488000,20544000,20714000,17545000,18013000,14675000,13922000,14989000,25645000,30292000,28728000,27335000,29370000,27603000,28212000,26940000,2616000,2705000,17662000,16689000,17047000,14452000,11517000,12385000,12385000,11601000,11257000,13166000,12189000,13377000,13813000,12928000,12873000
BalanceTotalAssets,11065000,9960000,7053000,7489000,6170000,6451000,4929000,5345000,4316000,4040000,2263000,2670000,699000,-189000,-2615000,-1464000,8944000,8742000,8402000,9583000,10097000,10220000,9734000,11313000,1000000,1000000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000
BalanceCapital,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,1600000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,,,,,,,,,,,,,670000,1193000,14050000,14051000,15421000,15422000,15422000,12851000,12851000,12851000,10785000,10785000,10786000,11729000,11729000,11729000,12264000,12264000,12264000,12264000,8411000,8411000,8411000,8411000,4903000,4903000,4903000
BalanceOwnShares,4903000,2491000,2491000,2491000,2491000,2491000,2491000,2491000,2491000,7143000,7143000,7143000,7143000,8620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,,,,,,,,,,,,83000,144000,187000,150000,140000,113000,98000,339000,339000,310000,291000,289000,265000,241000,269000,159000,385000,358000,335000,294000,290000,294000,278000,288000,283000,276000,491000,460000,447000,392000,383000,1378000
BalanceNonshareCapital,366000,393000,4392000,4365000,5479000,5500000,491000,452000,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,14000,74000,52000,41000,33000,16000,0,,173000,173000,,116000,109000,0,,0,0,112000,97000,83000,68000,59000,47000,21000,5000,202000,173000,157000,140000,125000,1121000,101000,120000,4108000,4095000,5210000,5235000
BalanceNoncurrentTradeLiabilities,230000,214000,196000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,69000,70000,135000,109000,107000,97000,98000,339000,166000,137000,291000,173000,156000,241000,269000,159000,273000,261000,252000,226000,231000,247000,257000,283000,283000,276000,289000,287000,290000,252000,258000,257000,265000,273000,284000,270000,269000,265000,261000,238000,244000,7824000,8602000
BalanceNoncurrentLeasing,8688000,14911000,8616000,10097000,15637000,22341000,22342000,23134000,20253000,18728000,20890000,17061000,20602000,22797000,17203000,22849000,21049000,26216000,21404000,22832000,18418000,19150000,16108000,17896000,16013000,17991000,14428000,16922000,14481000,15159000,16087000,16308000,17158000,15961000,12273000,13773000,16892000,18026000,15187000,6054000,6340000,5453000,12871000,5905000,7769000,13460000
BalanceNoncurrentOtherLiabilities,18168000,18168000,18119000,15555000,12903000,15442000,11087000,12400000,15092000,9160000,14761000,12180000,17667000,12522000,13272000,7549000,10169000,7849000,10306000,8636000,11641000,8261000,11076000,10325000,10944000,10343000,11055000,12187000,11735000,9083000,10752000,8972000,10512000,7118000,512000,461000,1111000,1308000,1211000,1296000,1078000,1079000,1080000,1064000,1091000,2058000
BalanceCurrentLiabilities,2066000,2051000,4096000,4074000,4076000,4755000,4756000,5342000,5278000,6501000,6940000,5642000,4653000,4682000,3745000,3785000,2708000,3107000,1258000,1883000,2646000,2600000,2333000,2022000,665000,733000,5149000,5182000,5216000,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258000,1801000,2124000,732000,1500000,1032000,1099000,3094000,3094000,3951000,3607000,3767000,3234000,3779000,4091000,3499000,3948000
BalanceCurrentObligations,3314000,4094000,3188000,3585000,3044000,3914000,3324000,3591000,2893000,3617000,2550000,3444000,2734000,2893000,2327000,3093000,2648000,2633000,2199000,2520000,2283000,2616000,2206000,2730000,,,,,,,,,,,,,0,0,,0,148000,144000,15000,132000,19000,19000
BalanceCurrentLeasing,19000,19000,19000,15000,15000,15000,15000,15000,15000,15000,15000,5000,5000,5000,5000,5000,5000,5000,5000,5000,155000,126000,123000,10523000,11451000,0,26537000,31750000,25803000,0,24662000,27252000,35065000,0,35066000,35045000,31801000,0,32183000,33344000,30679000,0,34684000,35884000,30461000,34272000
BalanceCurrentOtherLiabilities,31344000,33563000,29183000,29296000,25147000,24367000,21736000,22488000,20544000,20714000,17545000,18013000,14675000,13922000,14989000,25645000,30292000,28728000,27335000,29370000,27603000,28212000,26940000,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,311000,936000,-225000,-2116000,-1313000,-2370000,1694000,144000,-25000,1140000,1070000,708000,-889000,796000,-1164000,1298000,-599000,344000,104000,1859000,329000,-206000,683000,726000,-1986000,295000,-555000,642000,127000,1216000,354000,938000,-273000,1515000,-177000,824000,-2789000,-335000,82000,45000,-3051000,912000,423000,1491000,-542000,558000
CashflowAmortization,1000,24000,39000,400000,166000,205000,241000,271000,303000,360000,359000,399000,396000,413000,404000,418000,410000,466000,478000,544000,621000,727000,614000,615000,454000,416000,343000,337000,488000,463000,390000,332000,324000,330000,337000,294000,271000,267000,262000,239000,231000,229000,227000,194000,213000,207000
CashflowInvestingCashflow,-308000,-1052000,-637000,-740000,-1213000,-1167000,-1509000,-1412000,-922000,-1180000,-776000,-733000,-71000,-451000,-210000,-137000,-547000,-405000,-956000,-1200000,-293000,-166000,-363000,-124000,-33000,119000,-399000,-61000,-171000,-97000,-184000,211000,-109000,-381000,-126000,22000,1001000,-58000,0,-219000,-102000,-36000,-212000,-8000,0,
CashflowCapex,1008000,2637000,1685000,4251000,921000,923000,707000,756000,71000,402000,259000,137000,547000,584000,956000,1200000,293000,166000,363000,124000,33000,-20000,399000,65000,171000,97000,184000,-210000,109000,391000,126000,-12000,58000,0,219000,102000,36000,212000,8000,0,-60000,60000,1112000,13416000,206000,-227000
CashflowFinancingCashflow,-162000,176000,-253000,310000,-132000,-486000,-50000,-2000,1072000,-258000,-41000,28000,908000,912000,-91000,43000,589000,-97000,489000,-167000,1119000,325000,-1391000,-1078000,-15000,-1089000,-29000,-1127000,348000,-1930000,1595000,-296000,-117000,3666000,-356000,-807000,-74000,-980000,-29000,-397000,,5000,14400000,57000,,
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57000,-56000,250000,10560000,-2320000,-3764000,23000,-1092000,-1200000,270000,162000,-511000,-1010000
CashflowNetCashflow,343000,-302000,903000,-1187000,-33000,56000,1571000,-55000,-329000,909000,505000,-1530000,247000,165000,906000,-1435000,41000,155000,60000,-411000,7000,45000,-1084000,-193000,-689000,-35000,3492000,-3407000,3000,313000,299000,-579000,161000,,,,,,,,,,,,,
