,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_sy,,,,,78.57,69.90,33.38,3.36,16.30,11.88,-2.22,-10.29,1.48,27.97,0.29,18.87,13.94,5.03,11.18,17.48,17.50,9.87,-4.76,-34.71,-11.60,-11.91,3.44,-3.02,-2.34,-18.11,-10.13,-7.39,4.88,24.75,5.43,12.92,5.04,-16.92,3.84,9.33,-2.35,19.68,22.84,10.30,-5.88,
IncomeDistributionExpenses_qq,,24.33,-3.85,109.21,-22.98,7.51,1.57,5.97,-17.32,39.09,4.15,40.04,-8.33,28.81,3.34,26.18,-44.96,30.02,46.29,-10.84,4.30,-0.29,-11.98,-53.46,116.40,-0.64,2.43,-3.78,-0.20,-10.43,4.48,-9.36,0.30,-3.72,-6.33,8.71,-7.23,3.78,-6.31,-41.51,-78.20,-1.86,-100.00,,,
IncomeDistributionExpenses_sq,,19.90,-14.42,39.82,-36.26,26.11,4.36,41.26,-28.21,-4.77,4.76,12.96,-13.11,13.93,-7.04,36.18,-1.91,31.47,-6.87,20.46,-19.74,17.81,-10.65,-1.44,-14.48,4.57,-12.94,3.98,0.51,0.14,6.47,-4.24,-5.90,41.84,-5.45,6.11,-7.23,-0.34,-7.29,2.06,1.11,14.04,-8.39,,,
IncomeAdministrativExpenses,171000,228000,256000,330000,395000,322000,325000,465000,440000,414000,627000,928000,801000,629000,802000,-246000,917000,1026000,995000,1169000,974000,1756000,295000,2143000,1171000,1107000,1228000,1156000,1099000,1046000,1068000,1207000,1032000,1070000,1022000,1056000,973000,886000,855000,825000,310000,357000,306000,306000,64000,94000
IncomeAdministrativExpenses_yy,,,,,130.99,41.23,26.95,40.91,11.39,28.57,92.92,99.57,82.05,51.93,27.91,-126.51,14.48,63.12,24.06,575.20,6.22,71.15,-70.35,83.32,20.23,-36.96,316.27,-46.06,-6.15,-5.51,-13.03,4.41,-6.10,2.29,-4.31,-12.51,-5.72,-17.20,-16.34,-21.88,-68.14,-59.71,-64.21,-62.91,-79.35,-73.67
IncomeAdministrativExpenses_sy,,,,,1.29,15.81,9.90,37.35,13.91,7.89,11.81,17.27,12.50,6.35,11.43,-12.17,17.32,9.79,17.17,10.27,6.69,8.48,-0.28,-4.19,3.66,3.65,8.22,-4.37,1.24,5.68,2.44,0.98,3.94,5.84,0.87,12.04,11.39,18.61,9.22,13.75,2.52,8.10,2.78,-5.63,10.40,6.14
IncomeAdministrativExpenses_qq,,33.33,12.28,28.91,19.70,-18.48,0.93,43.08,-5.38,-5.91,51.45,48.01,-13.69,-21.47,27.50,-130.67,472.76,11.89,-3.02,17.49,-16.68,80.29,-83.20,626.44,-45.36,-5.47,10.93,-5.86,-4.93,-4.82,2.10,13.01,-14.50,3.68,-4.49,3.33,-7.86,-8.94,-3.50,-3.51,-62.42,15.16,-14.29,,-79.08,46.88
IncomeAdministrativExpenses_sq,,7.64,7.78,17.58,-7.56,17.83,-3.50,24.41,-5.38,9.81,-2.82,38.62,-21.61,18.76,-8.71,31.28,-6.88,3.08,-6.42,34.44,-21.66,5.50,-3.75,32.95,-17.24,10.18,-2.96,15.24,-12.64,7.93,0.82,13.01,-15.38,2.15,6.45,15.81,-7.08,3.60,0.98,14.29,-13.90,10.30,-3.22,,-17.22,9.46
IncomeGrossProfit,2994000,4001000,2499000,-1298000,1569000,2393000,1884000,-142000,1068000,3798000,3447000,2726000,5090000,6938000,6577000,2557000,890000,-405000,642000,1120000,40000,-479000,319000,-1073000,104000,-483000,-634000,-1828000,-959000,-730000,-771000,-311000,454000,413000,-441000,-779000,-561000,359000,-2000,-1513000,-563000,-583000,-546000,-340000,-64000,-94000
IncomeGrossProfit_yy,,,,,-47.60,-40.19,-24.61,89.06,-31.93,58.71,82.96,2019.72,376.59,82.68,90.80,-6.20,-82.51,-105.84,-90.24,-56.20,-95.51,-18.27,-50.31,-195.80,160.00,-0.84,-298.75,-70.36,-1022.12,-51.14,-21.61,82.99,147.34,156.58,42.80,-150.48,-223.57,-13.08,99.55,-94.22,-0.36,-262.40,-27200.00,77.53,88.63,83.88
IncomeGrossProfit_sy,,,,,19.37,-36.09,60.90,28.60,34.62,15.20,-15.13,41.27,5.53,-13.12,-4.40,7.22,-21.40,31.43,10.63,52.20,21.25,-14.25,-15.59,-35.32,-4.25,13.30,15.00,45.52,56.85,6.06,29.68,42.25,36.97,46.18,9.65,-15.76,-29.56,-13.08,-9.79,5.09,3.05,-5.43,5.66,-11.86,-8.32,19.41
IncomeGrossProfit_qq,,33.63,-37.54,-151.94,220.88,52.52,-21.27,-107.54,852.11,255.62,-9.24,-20.92,86.72,36.31,-5.20,-61.12,-65.19,-145.51,258.52,74.45,-96.43,-1297.50,166.60,-436.36,109.69,-564.42,-31.26,-188.33,47.54,23.88,-5.62,59.66,245.98,-9.03,-206.78,-76.64,27.98,163.99,-100.56,-75550.00,62.79,-3.55,6.35,37.73,81.18,-46.88
IncomeGrossProfit_sq,,107.84,-11.59,-65.50,101.31,30.84,24.19,-50.74,130.05,9.55,15.92,-74.78,57.94,-6.86,56.37,-36.04,-0.80,8.40,26.21,19.73,-46.32,-37.22,40.19,-16.21,-36.51,33.70,17.53,-9.35,-5.56,12.14,20.96,3.02,3.32,0.72,1.82,-22.23,-5.48,-8.16,-6.93,5.79,13.53,-25.14,31.12,-28.36,12.68,3.02
IncomeOtherOperatingIncome,61000,119000,125000,4445000,185000,163000,359000,377000,178000,146000,191000,716000,6000,717000,99000,1513000,34000,57000,24000,652000,60000,1000,139000,459000,221000,280000,244000,1321000,541000,195000,628000,670000,220000,93000,53000,387000,123000,326000,111000,751000,15000,5000,6000,33000,407000,1000
IncomeOtherOperatingIncome_yy,,,,,203.28,36.97,187.20,-91.52,-3.78,-10.43,-46.80,89.92,-96.63,391.10,-48.17,111.31,466.67,-92.05,-75.76,-56.91,76.47,-98.25,479.17,-29.60,268.33,27900.00,75.54,187.80,144.80,-30.36,157.38,-49.28,-59.33,-52.31,-91.56,-42.24,-44.09,250.54,109.43,94.06,-87.80,-98.47,-94.59,-95.61,2613.33,-80.00
IncomeOtherOperatingIncome_sy,,,,,-34.66,36.97,49.68,-0.60,-3.78,184.25,126.76,89.92,14.83,18.48,19.84,111.31,10.12,-6.10,18.99,-40.06,27.70,-32.78,-22.80,9.68,36.50,51.21,52.45,86.66,19.87,7.07,-20.08,-14.17,-18.78,-24.76,31.06,1.88,9.17,23.76,-4.70,23.89,-7.29,5.68,34.69,16.38,17.06,17.71
IncomeOtherOperatingIncome_qq,,95.08,5.04,3456.00,-95.84,-11.89,120.25,5.01,-52.79,-17.98,30.82,274.87,-99.16,11850.00,-86.19,1428.28,-97.75,67.65,-57.89,2616.67,-90.80,-98.33,13800.00,230.22,-51.85,26.70,-12.86,441.39,-59.05,-63.96,222.05,6.69,-67.16,-57.73,-43.01,630.19,-68.22,165.04,-65.95,576.58,-98.00,-66.67,20.00,450.00,1133.33,-99.75
IncomeOtherOperatingIncome_sq,,124.79,-37.52,95.78,-54.00,-11.89,-50.98,5.01,-56.29,185.37,2.99,59.80,-44.82,18.95,-40.00,104.82,-76.91,43.75,-4.96,7.45,-16.80,-10.22,18.53,29.58,6.46,2.25,8.08,25.67,-23.98,-0.62,-15.66,15.74,-29.68,-1.84,-27.50,52.14,-5.62,-1.74,4.00,38.33,-35.95,14.42,10.94,44.64,-26.84,-7.14
IncomeOtherOperatingCosts,63000,68000,44000,174000,104000,686000,169000,121000,41000,512000,112000,1119000,208000,307000,729000,796000,195000,112000,-167000,948000,357000,-269000,677000,2758000,125000,212000,393000,441000,506000,271000,986000,1049000,318000,213000,179000,615000,405000,165000,198000,104000,312000,10000,16000,32000,5000,16000
IncomeOtherOperatingCosts_yy,,,,,65.08,908.82,284.09,-30.46,-60.58,-25.36,-33.73,824.79,407.32,-40.04,550.89,-28.87,-6.25,-63.52,-122.91,19.10,83.08,-340.18,505.39,190.93,-64.99,178.81,-41.95,-84.01,304.80,27.83,150.89,137.87,-37.15,-21.40,-81.85,-41.37,27.36,-22.54,10.61,-83.09,-22.96,-93.94,-91.92,-69.23,-98.40,60.00
IncomeOtherOperatingCosts_sy,,,,,-17.96,83.24,126.57,88.48,-7.98,128.79,-30.90,33.74,-18.75,9.75,-14.72,-38.36,200.00,17.93,66.60,-9.84,3.83,-28.44,-50.00,12.90,45.59,1.99,11.78,32.30,6.29,-14.24,6.16,-1.84,-37.15,-16.62,-0.94,-9.79,13.86,14.00,-20.51,-10.23,-8.68,-25.34,-8.69,36.41,-1.23,73.20
IncomeOtherOperatingCosts_qq,,7.94,-35.29,295.45,-40.23,559.62,-75.36,-28.40,-66.12,1148.78,-78.12,899.11,-81.41,47.60,137.46,9.19,-75.50,-42.56,-249.11,667.66,-62.34,-175.35,351.67,307.39,-95.47,69.60,85.38,12.21,14.74,-46.44,263.84,6.39,-69.69,-33.02,-15.96,243.58,-34.15,-59.26,20.00,-47.47,200.00,-96.79,60.00,100.00,-84.38,220.00
IncomeOtherOperatingCosts_sq,,-50.35,16.21,63.11,-67.92,223.48,60.00,181.82,-64.18,126.31,-34.27,32.92,-78.34,48.69,-27.69,211.83,-67.61,29.25,-28.03,175.00,-60.12,10.15,-2.56,125.07,-40.71,69.60,-13.28,217.00,-59.72,11.60,-19.17,124.20,-72.53,20.27,-18.58,216.38,-63.22,8.33,-28.86,97.78,-41.67,16.04,-13.80,83.08,-55.93,59.87
IncomeEBIT,2992000,4052000,2580000,2973000,1650000,1870000,2074000,114000,1205000,3432000,3526000,2323000,4888000,7348000,5947000,3274000,729000,-460000,833000,824000,-257000,-209000,-219000,-3372000,200000,-415000,-783000,-948000,-924000,-806000,-1129000,-690000,356000,293000,-567000,-1007000,-843000,520000,-89000,-866000,-860000,-588000,-556000,-339000,338000,-109000
IncomeEBIT_yy,,,,,-44.85,-53.85,-19.61,-96.17,-26.97,83.53,70.01,1937.72,305.64,114.10,68.66,40.94,-85.09,-106.26,-85.99,-74.83,-135.25,54.57,-126.29,-509.22,177.82,-98.56,-257.53,71.89,-562.00,-94.22,-44.19,27.22,138.53,136.35,49.78,-45.94,-336.80,77.47,84.30,14.00,-2.02,-213.08,-524.72,60.85,139.30,81.46
IncomeEBIT_sy,,,,,-25.05,23.94,62.92,28.92,39.62,-21.94,-12.98,-35.23,17.56,-22.79,26.76,56.43,-24.50,65.87,10.94,46.31,3.45,-23.98,5.62,-39.60,14.29,4.23,11.81,56.42,41.64,34.54,35.89,26.31,33.95,13.31,8.65,-8.92,-22.11,-7.34,-5.67,14.00,9.49,-26.94,4.92,-19.90,-3.94,23.19
IncomeEBIT_qq,,35.43,-36.33,15.23,-44.50,13.33,10.91,-94.50,957.02,184.81,2.74,-34.12,110.42,50.33,-19.07,-44.95,-77.73,-163.10,281.09,-1.08,-131.19,18.68,-4.78,-1439.73,105.93,-307.50,-88.67,-21.07,2.53,12.77,-40.07,38.88,151.59,-17.70,-293.52,-77.60,16.29,161.68,-117.12,-873.03,0.69,31.63,5.44,39.03,199.71,-132.25
IncomeEBIT_sq,,135.52,-10.34,-17.40,-23.02,63.64,18.55,-72.54,98.14,41.34,2.74,-38.52,55.91,-3.26,81.49,-25.58,-6.14,40.13,26.02,-3.54,-35.45,-32.85,39.95,-31.26,-7.47,7.46,31.56,-6.95,-24.68,26.60,13.44,-33.68,5.71,8.34,-0.72,-10.97,-1.58,2.32,-4.89,12.88,0.74,-19.68,20.68,-27.08,24.58,-2.22
IncomeFinanceIncome,,,,25000,24000,69000,6000,156000,176000,-20000,-51000,215000,50000,-24000,259000,664000,52000,13000,773000,399000,37000,183000,382000,228000,1331000,229000,85000,164000,171000,74000,-4000,48000,338000,325000,35000,119000,231000,292000,147000,-195000,73000,1000,177000,2787000,2000,44000
IncomeFinanceIncome_yy,,,,,,,,524.00,633.33,-128.99,-950.00,37.82,-71.59,-20.00,607.84,208.84,4.00,154.17,198.46,-39.91,-28.85,1307.69,-50.58,-42.86,3497.30,25.14,-77.75,-28.07,-87.15,-67.69,-104.71,-70.73,97.66,339.19,975.00,147.92,-31.66,-10.15,320.00,-263.87,-68.40,-99.66,20.41,1529.23,-97.26,4300.00
IncomeFinanceIncome_sy,,,,,,,,-14.54,91.96,-43.65,-65.00,-8.03,-63.77,-20.00,27.66,11.16,38.80,-6.82,77.11,101.02,59.72,-7.39,22.72,-50.69,55.56,25.45,-64.12,-30.23,-26.03,-44.54,40.74,27.80,-1.92,-43.50,-34.72,-36.41,-31.40,29.97,9.80,-22.72,-4.10,-9.52,17.45,37.14,-12.90,34.13
IncomeFinanceIncome_qq,,,,,-4.00,187.50,-91.30,2500.00,12.82,-111.36,-155.00,521.57,-76.74,-148.00,1179.17,156.37,-92.17,-75.00,5846.15,-48.38,-90.73,394.59,108.74,-40.31,483.77,-82.79,-62.88,92.94,4.27,-56.73,-105.41,1300.00,604.17,-3.85,-89.23,240.00,94.12,26.41,-49.66,-232.65,137.44,-98.63,17600.00,1474.58,-99.93,2100.00
IncomeFinanceIncome_sq,,,,,-29.39,234.20,-66.87,-13.04,12.82,1.12,-51.38,-50.24,38.84,78.57,-10.53,100.00,19.52,18.57,7.10,17.27,-29.47,-4.55,1.43,-19.05,3.57,-7.28,-35.65,19.65,,-1.25,-6.62,117.92,-15.70,-27.87,0.36,58.33,-13.64,8.85,-35.29,12.90,22.42,-6.65,-4.60,31.18,27.76,73.91
IncomeFinanceCosts,117000,1000,32000,310000,127000,274000,136000,78000,4000,0,70000,192000,341000,-18000,313000,180000,42000,258000,-300000,93000,482000,206000,415000,282000,207000,924000,-72000,284000,410000,832000,437000,717000,943000,457000,396000,644000,653000,492000,422000,327000,359000,255000,276000,2067000,184000,186000
IncomeFinanceCosts_yy,,,,,8.55,27300.00,325.00,-74.84,-96.85,-100.00,-48.53,146.15,8425.00,,347.14,-6.25,-87.68,1533.33,-195.85,-48.33,1047.62,-20.16,238.33,203.23,-57.05,348.54,-117.35,0.71,98.07,-9.96,706.94,152.46,130.00,-45.07,-9.38,-10.18,-30.75,7.66,6.57,-49.22,-45.02,-48.17,-34.60,532.11,-48.75,-27.06
IncomeFinanceCosts_sy,,,,,30.68,102.31,47.42,1.32,14.95,-31.78,15.46,-38.02,0.61,,20.06,-10.06,-6.07,26.94,37.32,34.26,45.75,17.89,85.69,-16.84,-4.16,-0.53,-26.85,-1.14,-12.66,22.17,30.90,24.32,1.59,-12.22,-11.48,-7.74,8.22,23.81,7.96,-1.64,14.00,1.30,3.21,25.70,-1.28,21.34
IncomeFinanceCosts_qq,,-99.15,3100.00,868.75,-59.03,115.75,-50.36,-42.65,-94.87,-100.00,,174.29,77.60,-105.28,1838.89,-42.49,-76.67,514.29,-216.28,131.00,418.28,-57.26,101.46,-32.05,-26.60,346.38,-107.79,494.44,44.37,102.93,-47.48,64.07,31.52,-51.54,-13.35,62.63,1.40,-24.66,-14.23,-22.51,9.79,-28.97,8.24,648.91,-91.10,1.09
IncomeFinanceCosts_sq,,-1.14,7.96,44.04,3.98,10.02,-11.76,37.30,-29.14,-19.64,,1.62,,6.84,26.40,8.54,-11.97,38.16,-8.65,26.56,-2.43,5.00,1.66,-26.68,-10.57,-8.50,-12.04,19.20,-13.32,7.07,6.33,11.29,-25.46,-5.10,-2.13,21.20,-11.61,27.22,-12.04,7.36,-0.98,0.79,0.79,20.66,-9.06,31.18
IncomeOtherIncome,,,,-115000,,-19000,0,-174000,,94000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000,,,,-1000,
IncomeOtherIncome_yy,,,,,,,,-51.30,,594.74,,100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,-70.65,,100.00,,-100.00,,-53.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,100.00,,100.00,,100.00,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,100.00
IncomeOtherIncome_sq,,,,,6.92,,-96.88,,12.02,,-67.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,,,,11.62
IncomeNetGrossProfit,2875000,4051000,2548000,2573000,1547000,1646000,1944000,18000,1377000,3506000,3405000,2252000,4597000,7342000,5893000,3758000,739000,-705000,1906000,1130000,-702000,-232000,-252000,-3426000,1324000,-1110000,-626000,-1068000,-1163000,-1564000,-1570000,-1359000,-249000,161000,-928000,-1532000,-1265000,320000,-364000,-1388000,-1147000,-841000,-655000,381000,155000,-250000
IncomeNetGrossProfit_yy,,,,,-46.19,-59.37,-23.70,-99.30,-10.99,113.00,75.15,12411.11,233.84,109.41,73.07,66.87,-83.92,-109.60,-67.66,-69.93,-194.99,67.09,-113.22,-403.19,288.60,-378.45,-148.41,68.83,-187.84,-40.90,-150.80,-27.25,78.59,110.29,40.89,-12.73,-408.03,98.76,60.78,9.40,9.33,-362.81,-79.95,127.45,113.51,70.27
IncomeNetGrossProfit_sy,,,,,102.86,46.50,45.23,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeNetGrossProfit_qq,,40.90,-37.10,0.98,-39.88,6.40,18.10,-99.07,7550.00,154.61,-2.88,-33.86,104.13,59.71,-19.74,-36.23,-80.34,-195.40,370.35,-40.71,-162.12,66.95,-8.62,-1259.52,138.65,-183.84,43.60,-70.61,-8.90,-34.48,-0.38,13.44,81.68,164.66,-676.40,-65.09,17.43,125.30,-213.75,-281.32,17.36,26.68,22.12,158.17,-59.32,-261.29
IncomeNetGrossProfit_sq,,69.27,-5.28,2.19,-70.03,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,2875000,4051000,2548000,2573000,1547000,1646000,1944000,18000,1377000,3506000,3405000,2252000,4597000,7342000,5893000,3758000,739000,-705000,1906000,1130000,-702000,-232000,-252000,-3426000,1324000,-1110000,-626000,-1068000,-1163000,-1564000,-1570000,-1359000,-249000,161000,-928000,-1532000,-1265000,320000,-364000,-1388000,-1147000,-841000,-655000,381000,155000,-250000
IncomeBeforeTaxProfit_yy,,,,,-46.19,-59.37,-23.70,-99.30,-10.99,113.00,75.15,12411.11,233.84,109.41,73.07,66.87,-83.92,-109.60,-67.66,-69.93,-194.99,67.09,-113.22,-403.19,288.60,-378.45,-148.41,68.83,-187.84,-40.90,-150.80,-27.25,78.59,110.29,40.89,-12.73,-408.03,98.76,60.78,9.40,9.33,-362.81,-79.95,127.45,113.51,70.27
IncomeBeforeTaxProfit_sy,,,,,102.86,46.50,39.01,-36.61,31.22,-16.80,-25.49,76.05,11.15,-19.07,25.89,101.06,-19.89,49.06,0.28,58.24,14.63,-37.72,-8.21,-53.22,6.27,48.76,23.68,39.90,67.90,22.88,29.31,17.80,34.35,5.80,23.36,-10.40,-27.16,-4.45,-5.36,9.40,18.59,-32.16,2.96,-26.39,-1.28,22.01
IncomeBeforeTaxProfit_qq,,40.90,-37.10,0.98,-39.88,6.40,18.10,-99.07,7550.00,154.61,-2.88,-33.86,104.13,59.71,-19.74,-36.23,-80.34,-195.40,370.35,-40.71,-162.12,66.95,-8.62,-1259.52,138.65,-183.84,43.60,-70.61,-8.90,-34.48,-0.38,13.44,81.68,164.66,-676.40,-65.09,17.43,125.30,-213.75,-281.32,17.36,26.68,22.12,158.17,-59.32,-261.29
IncomeBeforeTaxProfit_sq,,69.27,-5.28,2.19,-60.56,115.05,-5.15,-92.62,110.82,112.34,-2.69,-45.88,47.14,6.64,59.01,-25.39,-22.92,47.77,19.47,24.95,-40.30,-28.76,35.95,-58.34,-20.48,6.42,38.07,-18.54,-9.79,24.98,16.24,-47.98,13.78,11.32,1.14,-4.34,-1.84,18.51,-16.47,6.91,-2.61,-30.04,37.48,-21.98,7.38,-6.86
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
