,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,0,,,,127000,,,,,,,,,,,,,,,,,,,,,9013000,20260000,6277000,4722000,18959000,25438000
IncomeNetGrossProfit,17086000,6254000,7610000,-19826000,-21845000,-2180000,3024000,8522000,724000,-6579000,4276000,7339000,3026000,-10707000,2430000,30552000,8035000,1999000,8228000,17039000,13662000,6506000,12007000,19176000,-10166000,-4406000,1738000,19374000,-47650000,-26298000,786000,8637000,1730000,981000,7032000,14559000,2650000,2267000,9681000,17680000,7593000,5638000,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9013000,20260000,6277000,4722000,18959000,25438000
IncomeBeforeTaxProfit,17086000,6254000,7610000,-19826000,-21845000,-2180000,3024000,8522000,724000,-6579000,4276000,7339000,3026000,-10707000,2430000,30552000,8035000,1999000,8228000,17039000,13662000,6506000,12007000,19176000,-10166000,-4406000,1738000,19374000,-47650000,-26298000,786000,8637000,1730000,981000,7032000,14559000,2650000,2267000,9681000,17680000,7593000,5638000,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7605000,17940000,5411000,3655000,16393000,22806000
IncomeNetProfit,12386000,3720000,7639000,-19035000,-21983000,-993000,3205000,6878000,580000,-7207000,3829000,5673000,2340000,-10886000,1668000,28279000,7040000,1078000,6451000,13768000,10898000,4557000,9498000,14919000,-10278000,-4381000,1628000,18623000,-47288000,-26129000,579000,7953000,1507000,876000,5321000,11011000,2172000,1707000,7613000,13274000,5849000,4627000,7605000,13292000,5411000,3655000,16393000,22806000
IncomeShareholderNetProfit,12330000,3700000,7485000,-18985000,-21937000,-1060000,2926000,6573000,365000,-7292000,3533000,5223000,2210000,-10366000,1153000,27500000,6993000,1050000,6429000,13747000,10849000,4545000,9458000,14874000,-10294000,-4397000,1580000,18613000,-47285000,-26138000,579000,7937000,1496000,859000,5299000,10988000,2161000,1757000,7668000,13348000,5882000,4566000,,,,,,
BalanceNoncurrentAssets,,24827000,24779000,42135000,46160000,51058000,79299000,93736000,89408000,79532000,77458000,87618000,89646000,87182000,89240000,102351000,93919000,97985000,90778000,93533000,101240000,97584000,94248000,93108000,92912000,96392000,99795000,105138000,105370000,107138000,114477000,111969000,117178000,113932000,119004000,112935000,106939000,104989000,98714000,98671000,105998000,,3691000,3149000,2469000,2380000,3700000,6377000
BalanceIntangibleAssets,11255000,9625000,7773000,7697000,8704000,6737000,6318000,6370000,7030000,6588000,7001000,5396000,5491000,9724000,9156000,8725000,8539000,9481000,10397000,11128000,15850000,16293000,16503000,16807000,16556000,17446000,17347000,17749000,16881000,14183000,13008000,12473000,12763000,14128000,,20845000,21353000,39423000,43557000,47146000,72475000,82066000,78136000,69949000,67713000,75652000,77905000,76357000
BalanceProperty,79144000,90985000,83773000,86922000,82818000,86041000,89456000,86299000,84281000,83358000,82123000,84266000,85431000,86245000,85763000,87363000,91695000,89350000,93204000,91156000,97000000,91861000,88701000,88800000,85407000,85077000,90635000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291000,277000,244000,223000,212000,30000,32000,32000,26000,29000,1232000,2063000,1761000,1164000,1360000,1104000,1030000,214000,166000,40000
BalanceNoncurrInvestments,37000,36000,36000,36000,39000,41000,45000,44000,45000,46000,44000,47000,45000,49000,47000,44000,43000,41000,40000,44000,,,,,,0,,,,418000,382000,1615000,1784000,2019000,2030000,2940000,2747000,2562000,2977000,2455000,3033000,2349000,1835000,2020000,2092000,1207000,1174000,1272000
BalanceOtherNoncurrentAssets,1691000,3195000,2998000,3271000,3228000,5929000,6019000,6481000,5383000,4207000,4147000,4011000,3138000,792000,791000,1192000,,662494000,633374000,848843000,788105000,741987000,995511000,962784000,865057000,1020179000,1001369000,1080813000,1290519000,1108485000,917128000,1397037000,1183452000,1218674000,1480313000,1393630000,1469205000,1525373000,1785139000,1407892000,1354079000,1490555000,1629817000,1332115000,1243720000,1339605000,1374199000,1251458000
BalanceCurrentAssets,1293604000,1301966000,1617435000,1339904000,1184009000,1371157000,1725219000,1506063000,1520915000,,134401000,166630000,214959000,229133000,212425000,239829000,327701000,246851000,237934000,300061000,346684000,307137000,352383000,281620000,381519000,394023000,390250000,341784000,465861000,423834000,461110000,517961000,527257000,461200000,501429000,464082000,497693000,398472000,427431000,378101000,416271000,418402000,379258000,475846000,457148000,378629000,418100000,504720000
BalanceInventory,539302000,587645000,,433053000,375391000,510719000,460638000,446390000,609396000,548555000,491420000,611677000,615481000,660063000,817940000,657247000,585820000,814773000,689402000,747059000,979272000,816643000,893535000,904059000,1107114000,792312000,803737000,884732000,923029000,727264000,762240000,782003000,851177000,690311000,726506000,769379000,926684000,724962000,624314000,746369000,830935000,677035000,696739000,,,,,
BalanceCurrentReceivables,,,,,,,,,,,,,15000,54000,149000,1910000,41000,1216000,146000,1235000,1921000,41000,127000,115000,58000,758000,645000,293000,183000,1624000,4173000,1155000,1299000,663000,4510000,1009000,1800000,1753000,1300000,2405000,3253000,,81284000,78725000,110055000,75038000,52798000,122050000
BalanceCurrentInvestments,59595000,97290000,150658000,57914000,46190000,143403000,80125000,30800000,167002000,57919000,29639000,96081000,42931000,70620000,115830000,110771000,35436000,55909000,69207000,202243000,59691000,47308000,81924000,87319000,85901000,79995000,84640000,139387000,84046000,112670000,137579000,325158000,226658000,170720000,,13755000,12629000,13110000,23295000,30373000,24236000,26934000,29496000,19909000,27913000,27876000,22023000,18676000
BalanceCash,18739000,31833000,42067000,50509000,63030000,66959000,79295000,44333000,49166000,52771000,33174000,34430000,39818000,47174000,35517000,46623000,53429000,57820000,67400000,68027000,71008000,72740000,66596000,67357000,63106000,60663000,62558000,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687320000,658153000,890979000,834265000,793046000,1074811000,1056519000,954465000,1099711000,1078827000,1168432000,1380165000,1195668000,1006368000,1499388000,1277371000,1316659000,1571091000,1487163000,1570445000
BalanceAssetsForSale,1622958000,1879387000,1500999000,1446990000,1586948000,1729611000,1437253000,1349090000,1446742000,1488675000,1363427000,1410782000,1415898000,1736439000,1452840000,1290948000,1476146000,1823933000,1604734000,1626914000,,175075000,174898000,233030000,227433000,214223000,281022000,308714000,277734000,259469000,260938000,297374000,270726000,263264000,247345000,325938000,308429000,322196000,319085000,343280000,344396000,336914000,341225000,330977000,316969000,335910000,362897000,335331000
BalanceTotalAssets,308031000,305013000,317255000,310838000,329141000,324859000,358281000,342378000,321583000,327796000,327800000,330165000,348324000,,27941000,26869000,27029000,24759000,23525000,32876000,39312000,35224000,31638000,31879000,37680000,32902000,31334000,30544000,37933000,34622000,37612000,34406000,36175000,36824000,34662000,33433000,33682000,33825000,36600000,38930000,42319000,41786000,41907000,43302000,41725000,44181000,42799000,46390000
BalanceCapital,43795000,41139000,40536000,38642000,37894000,41558000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,147135000,148028000,206001000,202674000,190697000,69656000,83291000,74630000,67033000,67544000,79834000,69710000,66389000,64714000,80370000,73355000,79691000,72896000,76645000,78021000,73440000,70837000,71363000,71667000,77547000,82483000,89663000,88534000,88791000,91747000,88405000,93610000,90682000,98290000,92791000,87163000,85886000,81874000,80289000,88052000,
BalanceOwnShares,,,,,0,56000,193000,388000,347000,384000,909000,1088000,536000,1280000,573000,355000,1350000,1291000,410000,437000,492000,415000,443000,481000,501000,514000,564000,584000,563000,580000,585000,606000,616000,655000,665000,699000,684000,1380000,1405000,1071000,962000,1072000,,2288000,2147000,5686000,10916000,16071000
BalanceReserve,14732000,16433000,14537000,12085000,11261000,12064000,16128000,15532000,14694000,15201000,13970000,13808000,12513000,12697000,10881000,10533000,9752000,9170000,8768000,8266000,7430000,6959000,6193000,5688000,8939000,8149000,6960000,6764000,6884000,7725000,5407000,2348000,2084000,2106000,2450000,,1938000,1649000,5496000,10450000,15664000,14234000,15944000,14105000,11683000,10905000,11627000,15321000
BalanceNonshareCapital,14857000,14157000,14883000,13649000,13520000,10823000,,,,,,,,,,,,,,,,,,,,,218000,330000,134000,428000,367000,498000,489000,432000,402000,356000,438000,806000,675000,537000,318000,321000,288000,10982000,9163000,8834000,8169000,7501000
BalanceNoncurrentLiabilities,7084000,6399000,5667000,4897000,4235000,3654000,7182000,6546000,5530000,5407000,4949000,5834000,3572000,814000,589000,458000,411000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,131000,168000,56000,38000,40000,,,,,,,,,,,,,,1531000,1874000,1718000,1699000,1583000,1669000,1684000,1867000,1763000,2062000,1958000,2035000
BalanceNoncurrentObligations,1757000,1603000,1430000,1356000,1936000,1892000,1836000,1534000,1495000,1649000,2040000,,509957000,481109000,652263000,595860000,562559000,778669000,731025000,661811000,827248000,805539000,858457000,1092031000,916299000,743974000,1156899000,953680000,980246000,1239056000,1130694000,1214752000,1275067000,1527928000,1160352000,1120740000,1242208000,1358700000,1094400000,1034286000,1135456000,1161877000,1043824000,1074026000,1083610000,1370574000,1102053000,962577000
BalanceNoncurrentLeasing,1144598000,1492978000,1271499000,1275068000,,341847000,330220000,442805000,432389000,392337000,521055000,491872000,454125000,599489000,565023000,563463000,782433000,605154000,451791000,836115000,657725000,621590000,802173000,653345000,651633000,707410000,954813000,539252000,532919000,697808000,898195000,546642000,509881000,667403000,743913000,562798000,553893000,553195000,844379000,559327000,492346000,570541000,880842000,652537000,676895000,,100476000,91899000
BalanceNoncurrentOtherLiabilities,99438000,99074000,103539000,160692000,175851000,152947000,102351000,153641000,203432000,155138000,187362000,178596000,159008000,171223000,225356000,362780000,398286000,468378000,455714000,431475000,529961000,496557000,457949000,348134000,456614000,442495000,394425000,338109000,383038000,429912000,442105000,412176000,440318000,381579000,455445000,475170000,486594000,441513000,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67634000,58990000,110021000,64397000,66683000,96922000,63303000,54739000,125407000
BalanceCurrentBorrowings,86875000,91563000,154459000,123784000,113587000,161776000,124733000,133300000,74102000,79063000,94741000,111943000,141640000,91138000,91265000,86452000,112372000,91144000,81910000,73628000,79855000,97988000,90221000,88310000,114019000,102407000,88652000,118612000,136966000,132368000,156660000,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,687320000,0,658153000,0,890979000,834265000,793046000,0,1074811000,1056519000,954465000,0,1099711000,1078827000,1168432000,0
BalanceCurrentLeasing,1380165000,1195668000,1006368000,0,1499388000,1277371000,1316659000,0,1571091000,1487163000,1570445000,1622958000,1879387000,1500999000,1446990000,1586948000,1729611000,1437253000,1349090000,1446742000,1488675000,1363427000,1410782000,1415898000,1736439000,1452840000,1290948000,1476146000,1823933000,1604734000,1626914000,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,21212000,-64000,-34628000,45099000,-33581000,23086000,-36808000,-10118000,37717000,14051000,-61316000,71828000,11016000,67914000,-140688000,-39483000,40362000,90817000,-93314000,-37236000,51096000,143408000,-118897000,-62538000,4618000,52365000,-119475000,65663000,71692000,14841000,-192946000,30464000,81702000,247677000,-209006000,-23694000,68703000,105215000,-70873000,-57116000,16471000,160343000,-117100000,40080000,-11457000,223200000,-156779000,-29028000
CashflowAmortization,1436000,1586000,1290000,1313000,1311000,1203000,1256000,1378000,1769000,2586000,2564000,2250000,2043000,2152000,2071000,2529000,2182000,2365000,2128000,2155000,2388000,2795000,2118000,2142000,2329000,2535000,2193000,2181000,2169000,2642000,2363000,2154000,2317000,2410000,2396000,2420000,2426000,2577000,2003000,2063000,2064000,2331000,2092000,2057000,2092000,2011000,2137000,2314000
CashflowInvestingCashflow,-880000,15000,-1136000,-2583000,-6470000,-9423000,-2661000,-12121000,-12169000,-4766000,-7597000,-1710000,-917000,-1109000,-1425000,-1249000,-2875000,-11115000,-2126000,-6079000,-1111000,-571000,-1684000,-1122000,-1573000,-2188000,-2203000,-2644000,-2636000,-2795000,-1811000,-2043000,-1218000,260000,-5110000,-2095000,-2182000,-6536000,-1506000,-1325000,-2638000,-3730000,-1478000,-1652000,-1993000,-2771000,-2432000,-2311000
CashflowCapex,949000,317000,1348000,2681000,6531000,10334000,3388000,12369000,12112000,4659000,7781000,4046000,1373000,2115000,1746000,1762000,3074000,9707000,2385000,6670000,1420000,707000,2165000,1715000,1659000,2994000,2470000,3184000,3084000,3351000,2154000,2763000,1958000,-474000,5470000,2341000,2354000,6930000,1641000,1547000,2723000,3729000,2023000,1786000,2141000,2614000,2574000,2563000
CashflowFinancingCashflow,9531000,24323000,-5788000,2331000,5319000,52925000,5063000,-9453000,3333000,-3824000,-18250000,5693000,-6705000,-1924000,-6379000,4033000,26378000,-4182000,3935000,3872000,-31014000,-10221000,13453000,11836000,17609000,10257000,7046000,-16464000,2058000,-2256000,60142000,-18536000,-62754000,-21133000,-10499000,-4178000,7206000,-11990000,-2238000,-1179000,-13190000,-2358000,-1702000,23054000,-466000,-21635000,7693000,10319000
CashflowShareCapitalCash,,0,,,,41103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017000,0
CashflowDividend,,2687000,0,0,,7058000,0,0,,,,,,,,,0,0,0,,7506000,0,0,,9183000,0,0,,10956000,0,,,,,,,,,,6080000,0,,12468000,29863000,26267000,-42125000,45300000,-34732000
CashflowNetCashflow,66673000,-34405000,-22160000,18220000,5462000,-87162000,54473000,22793000,66079000,-150786000,-26281000,56233000,76524000,-91504000,-39443000,18971000,132616000,-107129000,-51824000,20654000,60433000,-114632000,46555000,71114000,9790000,-134615000,9885000,17730000,226804000,-224616000,-29968000,73726000,86690000,-74617000,-59620000,643000,154254000,-120280000,61483000,-13916000,198793000,-151518000,-21021000,,,,,
