,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,0,0,0,86000,7000,0,0,154000,0,4000,0,385000,21000,0,0,0,,,1000,2000,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,79.07,-100.00,,,150.00,,-100.00,,-100.00,-100.00,,,,,,-100.00,-100.00,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,25.93,10.25,,,26.62,,12.08,,-10.26,-5.17,,,,,,5.18,-5.34,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,-91.86,-100.00,,,-100.00,,-100.00,,-94.55,-100.00,,,,,,171.43,-100.00,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,-17.11,4.23,,,-19.91,,-1.99,,-25.40,10.66,,,,,,7.13,-23.08,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,1055000,979000,794000,1481000,1132000,1077000,890000,1173000,932000,1108000,969000,1274000,869000,721000,594000,-168000,390000,685000,615000,1038000,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,7.30,10.01,12.09,-20.80,-17.67,2.88,8.88,8.61,-6.76,-34.93,-38.70,-113.19,-55.12,-4.97,3.48,717.98,-100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,2.58,8.95,-0.55,-3.98,0.45,0.19,5.62,-6.50,9.20,1.33,-1.94,-5.57,-5.38,-11.65,-1.82,7.34,-3.46,0.31,-0.87,1.59,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,-7.20,-18.90,86.52,-23.57,-4.86,-17.36,31.80,-20.55,18.88,-12.55,31.48,-31.79,-17.03,-17.61,-128.28,332.14,75.69,-10.29,68.90,-100.00,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,2.74,-4.30,15.89,-10.23,8.01,-5.44,18.94,-16.11,8.28,-9.63,10.64,-4.01,0.10,-15.74,10.70,-8.59,0.30,-2.89,13.80,-9.77,,,,,,,,,,,,,,,,,
IncomeGrossProfit,-682000,1816000,1840000,-680000,403000,1948000,1628000,873000,929000,-5030000,-315000,-8936000,3179000,-2371000,486000,-5266000,73000,-904000,270000,-846000,447000,-153000,1065000,-414000,4304000,5611000,6701000,13918000,10334000,10422000,9112000,5307000,7516000,12547000,5548000,6555000,5725000,11249000
IncomeGrossProfit_yy,,,,,159.09,7.27,-11.52,228.38,130.52,-358.21,-119.35,-1123.60,242.20,52.86,254.29,41.07,-97.70,61.89,-44.38,83.93,511.64,83.11,294.04,51.05,864.03,3776.67,529.14,3461.02,140.08,85.76,35.98,-61.87,-27.27,20.39,-39.11,23.52,-23.83,-10.35
IncomeGrossProfit_sy,,,,,-43.76,-2.74,-7.86,-5.16,-17.85,-22.15,-9.19,10.93,50.58,-35.80,-29.08,-50.24,-75.73,52.98,11.62,68.31,56.25,28.54,5.13,30.82,28.11,50.22,25.07,-2.67,2.28,13.70,-14.13,-47.79,-1.95,2.23,-33.12,-9.30,-23.83,-10.35
IncomeGrossProfit_qq,,366.28,1.32,-136.96,159.26,383.37,-16.43,-46.38,6.41,-641.44,93.74,-2736.83,135.58,-174.58,120.50,-1183.54,101.39,-1337.67,129.92,-412.99,152.78,-134.18,797.97,-138.88,1139.46,30.35,19.43,107.70,-25.75,0.85,-12.57,-41.76,41.62,66.94,-55.78,18.15,-12.66,96.49
IncomeGrossProfit_sq,,55.36,-0.86,15.68,-62.01,154.96,5.46,12.98,-65.19,51.22,18.96,2.08,-67.64,15.00,13.24,-39.40,-20.64,52.08,34.62,1.93,-62.02,49.71,9.48,24.91,-49.46,36.38,14.80,6.10,-47.97,23.26,34.54,-17.81,7.76,20.28,-12.66,-8.84,-28.36,15.96
IncomeOtherOperatingIncome,100000,-10000,483000,685000,140000,-2000,55000,1188000,496000,107000,1000,470000,172000,1712000,489000,298000,526000,2238000,2034000,-1428000,6352000,-4286000,114000,5117000,899000,2533000,235000,60589000,17405000,22115000,14753000,22822000,17329000,12806000,3452000,23940000,2776000,33067000
IncomeOtherOperatingIncome_yy,,,,,40.00,80.00,-88.61,73.43,254.29,5450.00,-98.18,-60.44,-65.32,1500.00,48800.00,-36.60,205.81,30.70,315.97,-579.06,1107.62,-291.54,-94.38,458.42,-85.85,159.11,105.42,1084.12,1836.90,772.94,6177.87,-62.33,-0.44,-42.09,-76.60,4.90,-83.98,158.21
IncomeOtherOperatingIncome_sy,,,,,65.19,5.00,63.77,21.74,81.36,71.93,44.56,-37.46,-27.67,-21.70,61.53,5.88,14.56,-7.08,-35.00,6.37,-24.50,-15.38,-6.41,-31.46,-26.92,69.84,7.70,8.85,33.02,3.13,0.56,-8.66,-3.75,-10.63,22.22,-0.80,8.03,21.13
IncomeOtherOperatingIncome_qq,,-110.00,4930.00,41.82,-79.56,-101.43,2850.00,2060.00,-58.25,-78.43,-99.07,46900.00,-63.40,895.35,-71.44,-39.06,76.51,325.38,-9.09,-170.18,544.95,-167.47,102.67,4372.73,-82.44,181.93,-90.72,25682.55,-71.27,27.06,-33.29,54.69,-24.07,-26.10,-73.04,593.51,-88.40,1091.17
IncomeOtherOperatingIncome_sq,,33.99,-29.81,186.67,-48.10,-31.83,64.95,239.12,-12.01,-17.88,-3.90,58.14,-22.90,42.22,11.76,36.24,20.41,3.39,-10.46,102.76,-70.72,17.90,4.36,137.19,-61.76,90.44,-33.92,110.76,-61.16,66.24,-50.31,125.10,-54.52,9.22,-7.37,20.44,-39.53,-15.38
IncomeOtherOperatingCosts,72000,82000,624000,522000,131000,170000,103000,440000,356000,797000,1561000,9987000,2981000,3043000,1999000,1152000,317000,1474000,1691000,6155000,623000,226000,1015000,-238000,1230000,1120000,573000,26060000,1085000,2658000,1611000,10942000,895000,1391000,1835000,12368000,452000,6330000
IncomeOtherOperatingCosts_yy,,,,,81.94,107.32,-83.49,-15.71,171.76,368.82,1415.53,2169.77,737.36,281.81,28.06,-88.47,-89.37,-51.56,-15.40,434.24,96.62,-84.69,-39.97,-103.87,97.29,396.59,-43.56,11031.21,-11.77,137.26,181.15,-58.01,-17.51,-47.67,13.90,13.03,-49.50,355.07
IncomeOtherOperatingCosts_sy,,,,,0.80,49.98,-15.48,51.37,56.32,30.10,28.84,29.00,81.04,95.27,90.86,56.46,-18.51,-59.88,-29.70,10.42,0.15,3.16,-1.30,-35.78,-34.38,-5.82,-32.61,-8.13,41.53,31.50,-31.34,9.49,-8.56,-37.90,13.90,29.14,8.42,39.83
IncomeOtherOperatingCosts_qq,,13.89,660.98,-16.35,-74.90,29.77,-39.41,327.18,-19.09,123.88,95.86,539.78,-70.15,2.08,-34.31,-42.37,-72.48,364.95,14.74,263.91,-89.87,-63.81,350.04,-123.48,615.81,-8.90,-48.85,4447.99,-95.84,144.98,-39.39,579.21,-91.82,55.42,31.92,574.01,-96.35,1300.44
IncomeOtherOperatingCosts_sq,,73.07,17.88,109.48,-74.97,145.81,-4.46,203.16,-71.11,123.76,-37.86,209.52,-68.07,200.57,-22.99,111.82,-71.49,152.33,-41.36,265.99,-72.15,88.79,-30.10,140.51,-73.70,91.56,-50.39,395.41,-78.84,104.78,-39.39,193.68,-69.43,47.51,6.46,316.28,-63.25,33.19
IncomeEBIT,-654000,1724000,1699000,-517000,412000,1776000,1580000,1621000,1069000,-5720000,-1875000,-18453000,370000,-3702000,-1024000,-6120000,282000,-140000,613000,-8428000,6175000,-4664000,164000,4941000,3973000,7024000,6363000,48447000,26654000,29879000,22254000,17187000,23950000,23962000,7165000,18127000,8049000,37986000
IncomeEBIT_yy,,,,,163.00,3.02,-7.00,413.54,159.47,-422.07,-218.67,-1238.37,-65.39,35.28,45.39,66.83,-23.78,96.22,159.88,-37.71,2089.82,-3233.74,-73.22,158.63,-35.66,250.60,3775.15,880.49,570.83,325.40,249.74,-64.52,-10.14,-19.80,-67.80,5.47,-66.39,58.53
IncomeEBIT_sy,,,,,-42.49,-19.90,-5.18,3.50,-21.27,-23.78,-3.58,9.45,11.48,-48.12,-36.43,-61.52,-68.82,70.00,0.68,81.60,13.45,7.19,26.26,32.42,46.74,44.98,24.46,-18.12,3.96,-4.32,-16.41,-34.60,-12.55,-4.66,9.75,-43.52,-0.33,-7.48
IncomeEBIT_qq,,363.61,-1.45,-130.43,179.69,331.07,-11.04,2.59,-34.05,-635.08,67.22,-884.16,102.01,-1100.54,72.34,-497.66,104.61,-149.61,538.31,-1474.45,173.27,-175.53,103.52,2909.20,-19.59,76.77,-9.41,661.39,-44.98,12.10,-25.52,-22.77,39.35,0.05,-70.10,152.99,-55.60,371.93
IncomeEBIT_sq,,67.26,-11.77,21.78,-73.73,137.12,3.28,13.86,-59.41,46.41,34.50,-9.14,-45.13,-13.87,35.10,-65.13,2.54,74.61,18.88,-3.50,-27.26,29.32,10.08,82.28,-57.87,113.19,19.04,-3.08,-28.96,24.14,29.98,-35.55,23.40,25.79,-6.52,-18.46,-27.58,15.30
IncomeFinanceIncome,87000,17000,16000,33000,50000,-16000,21000,71000,47000,48000,48000,1011000,60000,44000,1732000,-4375000,39000,2340000,448000,109000,687000,-534000,74000,48000,1318000,888000,365000,724000,1964000,2670000,-782000,-391000,373000,2285000,842000,2238000,1406000,1125000
IncomeFinanceIncome_yy,,,,,-42.53,-194.12,31.25,115.15,-6.00,400.00,128.57,1323.94,27.66,-8.33,3508.33,-532.74,-35.00,5217.95,-74.13,102.49,1661.03,-122.82,-83.53,-56.42,91.83,266.20,394.58,1424.21,49.07,200.85,-314.25,-154.01,-81.01,-14.42,207.67,672.38,276.94,-50.77
IncomeFinanceIncome_sy,,,,,-40.45,-5.92,-22.00,14.80,-1.37,37.14,92.69,-2.21,8.02,-8.33,-29.42,-34.34,-34.94,87.50,-66.96,-31.54,4.41,-36.00,-40.67,44.88,-15.10,-10.07,-5.22,-10.09,-14.82,106.66,-39.90,31.26,-41.62,-63.32,8.44,-22.39,-5.87,141.79
IncomeFinanceIncome_qq,,-80.46,-5.88,106.25,51.52,-132.00,231.25,238.10,-33.80,2.13,,2006.25,-94.07,-26.67,3836.36,-352.60,100.89,5899.74,-80.85,-75.68,530.09,-177.75,113.82,-35.64,2673.68,-32.64,-58.87,98.36,171.27,35.95,-129.29,50.00,195.40,512.60,-63.15,165.80,-37.18,-19.99
IncomeFinanceIncome_sq,,-48.46,-4.61,-3.60,27.84,-16.19,-11.62,16.35,28.02,-11.34,,-12.03,45.75,-40.52,2.02,-6.95,-9.88,23.39,-67.98,28.62,10.85,-2.26,-21.88,31.97,24.19,-29.22,,33.50,38.18,-8.62,-60.33,50.00,-33.45,-12.56,-10.00,20.40,-30.82,10.30
IncomeFinanceCosts,705000,588000,763000,800000,653000,690000,748000,978000,925000,902000,929000,1552000,912000,4890000,-1568000,497000,765000,1433000,7749000,-3370000,1168000,925000,708000,721000,2051000,2554000,3265000,3382000,2973000,3401000,2306000,7126000,3526000,2044000,1885000,4030000,3315000,2359000
IncomeFinanceCosts_yy,,,,,-7.38,17.35,-1.97,22.25,41.65,30.72,24.20,58.69,-1.41,442.13,-268.78,-67.98,-16.12,-70.70,594.18,-778.03,52.67,-35.43,-90.86,121.40,75.57,175.96,361.22,368.94,44.99,33.19,-29.37,110.70,18.60,-39.90,-18.26,-43.45,-5.98,15.41
IncomeFinanceCosts_sy,,,,,-6.96,31.48,20.00,31.10,-6.49,37.72,74.95,26.70,12.42,45.63,12.32,-6.49,-33.67,-19.83,-36.89,-30.80,-26.86,-36.36,17.32,7.68,8.88,-31.68,-25.08,-25.92,1.32,37.67,-1.21,-9.53,15.44,-17.68,-14.07,-4.99,-6.91,24.44
IncomeFinanceCosts_qq,,-16.60,29.76,4.85,-18.38,5.67,8.41,30.75,-5.42,-2.49,2.99,67.06,-41.24,436.18,-132.07,131.70,53.92,87.32,440.73,-143.49,134.66,-20.77,-23.50,1.88,184.32,24.53,27.86,3.58,-12.09,14.40,-32.20,209.02,-50.52,-42.03,-7.78,113.79,-17.74,-28.84
IncomeFinanceCosts_sq,,-26.90,1.99,6.10,22.23,-12.22,-0.46,27.03,5.32,-2.49,19.30,3.45,8.76,10.88,-2.95,2.47,-25.95,27.09,-39.55,46.01,-15.92,9.38,7.66,23.91,-28.11,-20.45,25.27,23.89,-14.11,5.12,-2.98,5.92,-4.26,-14.40,-15.33,41.07,-21.70,27.78
IncomeOtherIncome,,,,,,,,0,,,1000,18000,0,,-3114000,,,,,,,200000,-42000,0,,,,-24818000,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,-311500.00,-100.00,,,100.00,,,,,,,-100.00,100.00,,,,,100.00,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,-15.44,-70.16,,,100.00,,,,,,,67.64,100.00,,,,,-39.98,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,1700.00,-100.00,,,100.00,,,,,,,-121.16,100.00,,,,,100.00,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,95.69,-42.88,,,81.25,,,,,,,31.70,100.00,,,,,-45.45,,,,,,,,,
IncomeNetGrossProfit,-1272000,1153000,952000,-1284000,-191000,1070000,853000,714000,191000,-6574000,-2755000,-18976000,-482000,-8548000,-838000,-7878000,-444000,767000,-6687000,-4949000,5694000,-5923000,-512000,4267000,3240000,5358000,3463000,20971000,25645000,29148000,19166000,9670000,20797000,24203000,6122000,16335000,6140000,36752000
IncomeNetGrossProfit_yy,,,,,84.98,-7.20,-10.40,155.61,200.00,-714.39,-422.98,-2757.70,-352.36,-30.03,69.58,58.48,7.88,108.97,-698.02,37.18,1382.48,-872.20,92.34,186.22,-43.09,190.46,775.97,391.42,691.44,444.04,453.45,-53.89,-18.90,-16.97,-68.06,68.92,-70.48,51.85
IncomeNetGrossProfit_sy,,,,,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeNetGrossProfit_qq,,190.64,-17.43,-234.87,85.12,660.21,-20.28,-16.30,-73.25,-3541.88,58.09,-588.78,97.46,-1673.44,90.20,-840.10,94.36,272.75,-971.89,25.99,215.05,-204.01,91.35,932.99,-24.07,65.35,-35.36,505.57,22.29,13.66,-34.25,-49.55,115.07,16.38,-74.71,166.82,-62.41,498.57
IncomeNetGrossProfit_sq,,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-1272000,1153000,952000,-1284000,-191000,1070000,853000,714000,191000,-6574000,-2755000,-18976000,-482000,-8548000,-838000,-7878000,-444000,767000,-6687000,-4949000,5694000,-5923000,-512000,4267000,3240000,5358000,3463000,20971000,25645000,29148000,19166000,9670000,20797000,24203000,6122000,16335000,6140000,36752000
IncomeBeforeTaxProfit_yy,,,,,84.98,-7.20,-10.40,155.61,200.00,-714.39,-422.98,-2757.70,-352.36,-30.03,69.58,58.48,7.88,108.97,-698.02,37.18,1382.48,-872.20,92.34,186.22,-43.09,190.46,775.97,391.42,691.44,444.04,453.45,-53.89,-18.90,-16.97,-68.06,68.92,-70.48,51.85
IncomeBeforeTaxProfit_sy,,,,,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeBeforeTaxProfit_qq,,190.64,-17.43,-234.87,85.12,660.21,-20.28,-16.30,-73.25,-3541.88,58.09,-588.78,97.46,-1673.44,90.20,-840.10,94.36,272.75,-971.89,25.99,215.05,-204.01,91.35,932.99,-24.07,65.35,-35.36,505.57,22.29,13.66,-34.25,-49.55,115.07,16.38,-74.71,166.82,-62.41,498.57
IncomeBeforeTaxProfit_sq,,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-1725000,880000,770000,-604000,-400000,878000,721000,289000,-509000,-7272000,-2265000,-18071000,-982000,-7664000,-868000,-7619000,-457000,885000,-6682000,-4978000,4935000,-5023000,-538000,4366000,3266000,6783000,3675000,12496000,22379000,22081000,15447000,6124000,17425000,19385000,6075000,11651000,6109000,30526000
IncomeNetProfit_yy,,,,,76.81,-0.23,-6.36,147.85,-27.25,-928.25,-414.15,-6352.94,-92.93,-5.39,61.68,57.84,53.46,111.55,-669.78,34.67,1179.76,-667.67,91.95,187.72,-33.81,235.03,782.96,186.19,585.17,225.54,320.33,-50.99,-22.14,-12.21,-60.67,90.25,-64.94,57.47
IncomeNetProfit_sy,,,,,-24.38,-22.44,-6.62,31.48,-10.90,-38.46,-12.99,8.36,11.20,-28.82,-39.82,-60.50,-65.52,-1.36,31.46,60.90,9.95,7.85,15.31,-9.46,64.50,43.48,39.61,-8.69,3.66,9.76,4.69,-35.96,1.69,-6.78,8.60,-22.55,12.64,-37.60
IncomeNetProfit_qq,,151.01,-12.50,-178.44,33.77,319.50,-17.88,-59.92,-276.12,-1328.68,68.85,-697.84,94.57,-680.45,88.67,-777.76,94.00,293.63,-855.08,25.50,199.13,-201.80,89.29,911.45,-25.20,107.67,-45.82,240.03,79.09,-1.33,-30.04,-60.35,184.54,11.25,-68.66,91.79,-47.57,399.69
IncomeNetProfit_sq,,67.93,-13.37,11.16,-57.22,133.57,5.11,8.36,-68.21,38.06,25.91,-7.90,-41.86,40.02,-8.56,-179.74,9.38,56.62,18.54,16.20,-32.32,44.74,7.45,56.44,-46.90,101.15,16.21,-1.41,-24.46,29.21,56.83,-57.29,-30.68,17.55,14.64,-51.92,6.37,-17.94
IncomeShareholderNetProfit,-1733000,902000,809000,-560000,-395000,885000,708000,291000,-527000,-7332000,-1798000,-18361000,-1017000,-7690000,-840000,-7521000,-420000,866000,-6362000,-4909000,4935000,-4508000,-496000,4366000,3061000,6466000,3613000,13329000,22452000,21879000,15686000,6226000,17552000,18911000,6347000,12713000,6222000,30292000
IncomeShareholderNetProfit_yy,,,,,77.21,-1.88,-12.48,151.96,-33.42,-928.47,-353.95,-6409.62,-92.98,-4.88,53.28,59.04,58.70,111.26,-657.36,34.73,1274.88,-620.75,92.21,188.95,-37.97,243.43,828.87,205.26,633.46,238.38,334.15,-53.29,-21.82,-13.57,-59.54,104.19,-64.55,60.18
IncomeShareholderNetProfit_sy,,,,,-25.95,-6.98,-8.02,30.84,-15.19,-40.32,-10.84,8.02,-7.30,-29.09,-16.49,-61.07,-56.82,-6.64,0.91,69.83,22.27,7.80,33.23,-5.95,68.93,46.66,30.66,-8.30,-3.15,11.20,4.58,-34.90,-3.89,-6.78,6.97,3.65,9.06,-36.89
IncomeShareholderNetProfit_qq,,152.05,-10.31,-169.22,29.46,324.05,-20.00,-58.90,-281.10,-1291.27,75.48,-921.19,94.46,-656.15,89.08,-795.36,94.42,306.12,-834.87,22.83,200.52,-191.36,89.00,980.86,-29.89,111.23,-44.12,268.92,68.44,-2.55,-28.31,-60.31,181.91,7.74,-66.44,100.30,-51.06,386.85
IncomeShareholderNetProfit_sq,,67.35,-12.58,2.15,-50.72,130.89,5.99,7.74,-70.56,38.06,23.12,-7.88,-41.67,38.96,-10.28,-179.43,9.74,62.11,18.54,22.83,-68.11,43.86,16.88,48.32,-44.74,102.86,17.60,-28.44,-27.59,41.01,56.83,-34.02,-30.68,16.62,14.96,-29.02,6.37,-31.17
BalanceNoncurrentAssets,,,,126157000,125611000,124866000,,126156000,125434000,126211000,,115299000,114940000,111897000,111304000,109726000,109371000,106242000,106082000,104733000,117926000,116010000,114776000,1067358000,1079918000,1090874000,1109044000,1101051000,1124236000,1178256000,1195695000,1184641000,1206606000,1235807000,1267073000,1313600000,1318431000,1342168000
BalanceNoncurrentAssets_yy,,,,,,,,,-0.14,1.08,,-8.61,-8.37,-11.34,,-4.83,-4.85,-5.05,-4.69,-4.55,7.82,9.19,8.20,919.12,815.76,840.33,866.27,3.16,4.10,8.01,7.81,7.59,7.33,4.88,5.97,10.89,9.27,8.61
BalanceNoncurrentAssets_sy,,,,,,,,,14.11,8.47,,-0.51,0.66,-1.30,,-2.27,-1.60,-0.99,-0.83,-4.16,-1.40,-0.16,-4.28,-1.64,-3.28,-1.24,2.56,3.16,3.63,2.63,3.96,2.42,2.13,1.85,3.56,2.32,-0.44,0.15
BalanceNoncurrentAssets_qq,,,,,-0.43,-0.59,-100.00,,-0.57,0.62,-100.00,,-0.31,-2.65,-0.53,-1.42,-0.32,-2.86,-0.15,-1.27,12.60,-1.63,-1.06,829.95,1.18,1.01,1.67,-0.72,2.11,4.81,1.48,-0.92,1.85,2.42,2.53,3.67,0.37,1.80
BalanceNoncurrentAssets_sq,,,,,-0.84,0.31,-100.00,,,0.64,-100.00,,-0.49,-1.55,-1.29,-1.42,-0.50,-1.09,,-1.52,-0.27,0.42,0.06,0.57,-0.80,,0.25,0.57,0.14,0.41,0.23,-0.46,0.25,-0.76,-0.42,-0.08,0.37,0.96
BalanceIntangibleAssets,,,,2756000,2657000,2559000,,2361000,2262000,2163000,,74000,70000,66000,62000,59000,53000,50000,44000,37000,33000,29000,26000,307334000,307495000,318328000,318322000,312240000,312118000,312218000,312757000,312755000,312703000,312682000,312662000,312644000,312629000,312629000
BalanceIntangibleAssets_yy,,,,,,,,-14.33,-14.87,-15.47,,-96.87,-96.91,-96.95,,-20.27,-24.29,-24.39,-29.03,-36.95,-37.17,-41.88,-40.68,826065.33,923307.52,1097582.03,1219522.95,1.60,1.50,-1.92,-1.75,0.16,0.19,0.15,-0.03,-0.04,-0.02,-0.02
BalanceIntangibleAssets_sy,,,,,,,,0.96,2.53,2.07,,-0.55,-0.54,-2.54,,-16.62,-14.36,-7.53,-8.78,-2.50,-2.34,-1.11,-0.73,-1.78,-2.12,-3.04,-3.98,-1.36,-0.74,-0.83,-1.40,-1.41,-0.77,-2.05,-2.06,-0.54,-1.95,-1.83
