,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeBeforeTaxProfit,379000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit,,2421000,2223000,2617000,1999000,2446000,2044000,1512000,2072000,820000,615000,87000,-266000,-159000,182000,-413000,465000,239000,-448000,-1473000,-35423000,-242000,4130000,-451000,116000,-165000,2320000,91000,10836000,-30195000,-5732000,48674000,-81067000,-403000,-1762000,-161000,-232000,-104000,-176000,-96000,637000,-113000,1302000,689000,-1344000,-324000
IncomeNetProfit,379000,2421000,2221000,2619000,1998000,2446000,2044000,1512000,2072000,820000,615000,87000,-266000,-159000,183000,-414000,465000,239000,-448000,-1473000,-35423000,-242000,4130000,-451000,116000,-165000,2320000,91000,10836000,-30195000,-5732000,48674000,-81067000,-403000,-1762000,-161000,-232000,-104000,-176000,-96000,637000,-113000,1302000,689000,-1344000,-337000
IncomeShareholderNetProfit,354000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,46614000,46290000,46453000,45238000,46220000,49399000,50149000,48365000,47676000,47356000,47777000,46948000,43156000,43459000,43156000,43528000,41571000,40776000,6332000,6141000,1000,98000,12000,182000,7507000,7692000,182000,192000,188000,184000,258000,246000,242000,188000,150000,147000,136000,127000,2000,2000,1226000,16538000,14853000,14843000,14813000,27000
BalanceIntangibleAssets,21000,16000,13000,10000,5000,5000,4000,4000,3000,3000,3000,659000,324000,659000,914000,958000,910000,861000,817000,,,,,,,,,,,,,,0,,,22000,19000,16000,14000,44787000,44454000,44670000,43686000,44339000,47879000,48720000
BalanceProperty,47278000,46453000,46396000,46778000,45886000,42496000,43134000,42496000,42614000,40613000,39866000,5471000,5324000,1000,1000,1000,182000,1000,185000,182000,192000,188000,184000,243000,240000,233000,181000,143000,139000,136000,127000,2000,2000,1000,14820000,14460000,14443000,14425000,118000,103000,88000,23000,13000,7000,6000,5000
BalanceNoncurrentReceivables,4000,4000,3000,2000,1000,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,,,,0,,0,11000,7507000,0,0,0,0,0,0,0,0,0,0,5000,5000,15000,5000,1682000,1712000,1679000,1516000,1858000,1508000,1418000,1078000,1215000,953000,993000,1057000,,,,0,0,97000,,
BalanceOtherNoncurrentAssets,7507000,,,14000,6000,9000,6000,8000,8000,1225000,1691000,369000,369000,369000,25472000,29122000,31431000,33894000,36368000,39481000,39471000,38417000,33681000,36306000,31894000,37782000,34445000,36915000,34445000,41229000,38173000,40423000,39227000,37520000,34137000,33276000,29527000,56189000,28184000,28375000,56189000,32012000,25002000,96176000,8715000,6731000
BalanceCurrentAssets,13786000,14086000,11793000,10295000,10158000,10561000,30284000,34267000,32757000,40226000,42650000,45180000,50788000,7247000,8193000,8563000,11907000,11778000,10365000,14866000,9310000,10413000,12377000,12907000,11636000,13027000,14473000,13027000,14786000,15473000,16356000,15899000,14488000,1689000,,,,,,,,,,,,
BalanceInventory,,29000000,29017000,29547000,34434000,37753000,39019000,41723000,11999000,12128000,12754000,10507000,13072000,12365000,11570000,14287000,11848000,12703000,10481000,13568000,11152000,16655000,14328000,15603000,13733000,23024000,21813000,22092000,0,4754000,1199000,10062000,10508000,551000,10062000,18937000,10938000,1827000,1750000,2486000,4373000,2314000,96000,28000,26000,30000
BalanceCurrentReceivables,1242000,5177000,2760000,4896000,3488000,3965000,4756000,,,,257000,35000,9743000,4639000,3152000,4201000,2546000,4612000,3953000,3111000,101000,8000,3032000,22000,12000,0,0,0,0,45820000,17349000,17734000,45820000,10788000,9307000,94302000,3770000,2738000,9350000,10057000,9983000,9994000,9896000,9563000,,
BalanceCurrentInvestments,,3784000,6479000,6992000,9350000,8016000,4590000,6845000,9826000,4717000,6272000,2826000,6810000,7031000,4540000,7031000,5937000,8471000,589000,977000,686000,30003000,24073000,28233000,294000,314000,10077000,294000,2272000,4744000,36000,3184000,1493000,51000,1704000,1713000,270000,233000,967000,42000,7000,276000,281000,1335000,1945000,4133000
BalanceCash,2442000,2322000,3122000,1873000,3467000,2418000,1551000,1842000,2502000,2408000,1068000,1815000,124000,1146000,51000,1871000,474000,442000,538000,254000,4133000,2760000,95000,13000,13000,12000,13000,15000,13000,11000,11000,13000,12000,11000,1000,4000,2000,1000,0,66000,174000,615000,74000,251000,176000,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,4070000,24856000,,24856000,17355000,17394000,17394000,45000,44000,,,,,,,350000,,72086000,75415000,77884000,79136000,82588000,89621000,88880000
BalanceAssetsForSale,89621000,86783000,81357000,83662000,79671000,84730000,77601000,80374000,77601000,84757000,79744000,81199000,45559000,43661000,34137000,33374000,33609000,81227000,35691000,36067000,81227000,49559000,42584000,113754000,9018000,7021000,14028000,14274000,11944000,10442000,10294000,10688000,30286000,34268000,33984000,56764000,57853000,60023000,65601000,52930000,55150000,57771000,59767000,62214000,71752000,69680000
BalanceTotalAssets,71752000,64512000,65127000,65214000,64949000,64790000,63834000,63369000,63834000,29900000,63625000,62152000,29899000,29658000,33788000,33337000,33453000,78494000,35608000,35699000,78494000,47983000,42251000,89923000,8789000,6779000,6090000,5911000,9951000,10362000,10233000,10136000,21090000,20977000,22279000,32088000,30744000,30406000,30672000,2515000,2515000,2515000,2515000,2515000,2747000,2747000
BalanceCapital,2747000,2747000,2747000,2747000,2749000,2747000,2747000,2747000,8503000,8503000,2747000,2747000,8503000,8491000,8491000,8491000,8491000,8491000,8491000,8491000,8491000,13801000,13801000,13801000,13801000,13801000,13801000,13801000,15852000,15852000,15852000,15852000,7438000,17756000,17756000,17756000,26876000,26876000,26876000,,,,,,,
BalanceShareCapital,,,,,,,,,,,,,,,,,0,-123000,,-123000,-428000,-428000,-1430000,-1498000,-3104000,-2167000,-2178000,-2178000,-176000,,,,,,41511000,47993000,47994000,47993000,47994000,60931000,60931000,60945000,60945000,60945000,60944000,60945000
BalanceOwnShares,33054000,33054000,27298000,27373000,33129000,33129000,27373000,27385000,24104000,24104000,24104000,59739000,27656000,27656000,59739000,54418000,54418000,67500000,67500000,67500000,22481000,22475000,24697000,23210000,20651000,20651000,13521000,3203000,3463000,12583000,3463000,3463000,4539000,,,,,,,,,,,,,
BalanceReserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5150000,5150000,5163000,5188000,7542000,7479000,7395000,7407000,7265000,7038000,7003000,6873000,6548000,6843000,8343000,8159000,5526000
BalanceNonshareCapital,5467000,5526000,2175000,5101000,5093000,2175000,2139000,0,0,2632000,48000,2632000,71000,11530000,10000,16000,13000,501000,1000,1000,1152000,14741000,15540000,17086000,19884000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,1152000,12661000,13543000,15089000,17887000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,7542000,7479000,7395000,7407000,7265000,7038000,7003000,6873000,6548000,6843000,8343000,8159000,5526000,5467000,5526000,2175000,5101000,5093000,2175000,2139000,0
BalanceNoncurrentLeasing,0,2632000,48000,2632000,71000,11530000,10000,16000,13000,501000,1000,1000,,2080000,1997000,1997000,1997000,11614000,12783000,12718000,11961000,13109000,9948000,12162000,10866000,15398000,9682000,11605000,6379000,11781000,8241000,11538000,8241000,13484000,11018000,13953000,13485000,11864000,349000,37000,156000,101000,83000,319000,101000,1576000
BalanceNoncurrentOtherLiabilities,262000,12301000,219000,225000,7925000,7862000,1992000,79000,62000,552000,9196000,13292000,10553000,4786000,6420000,7368000,9857000,10016000,10930000,10914000,10984000,10151000,10738000,9938000,14354000,7981000,10999000,5737000,10658000,7612000,10837000,5682000,7980000,10181000,13316000,12939000,10410000,0,36000,134000,68000,69000,319000,68000,1554000,247000
BalanceCurrentLiabilities,12301000,194000,218000,7921000,7862000,1474000,63000,58000,551000,9179000,5712000,5974000,3665000,4432000,5098000,5699000,,,,,,,,,,,,,,,,0,2811000,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,2000,3000,1000,3713000,3713000,1022000,822000,871000,911000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,1598000,1853000,1804000,977000,2958000,1424000,928000,1044000,1701000,606000,513000,993000,483000,571000,2413000,2547000,691000,491000,400000,1308000,0,1000,,,,,,25000,7000,,516000,16000,,17000
BalanceCurrentLeasing,3867000,6000,15000,15000,,,,,,,,,,,,129000,130000,146000,130000,146000,146000,146000,146000,146000,146000,349000,22000,33000,14000,33000,22000,15000,5000,,,,,,866000,93000,1150000,1384000,3247000,72086000,75412000,77884000
BalanceCurrentOtherLiabilities,79135000,82588000,81700000,88880000,89621000,86783000,81357000,83662000,79671000,84730000,77601000,80374000,77601000,45559000,79744000,81198000,45559000,43661000,34137000,33374000,33609000,81227000,35691000,36067000,81227000,49559000,42584000,113754000,9018000,7021000,14028000,14274000,11944000,10442000,10294000,10688000,30286000,34268000,33984000,56764000,57853000,60023000,65601000,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,5001000,3884000,2799000,2905000,574000,5641000,370000,1866000,2430000,2267000,57000,-1478000,5605000,-2325000,-1053000,2431000,-753000,184000,-1182000,76000,2928000,-6263000,822000,2072000,-348000,224000,9854000,-9962000,-161000,-134000,-92000,-448000,-84000,-1146000,-65000,-4177000,-1443000,-51000,393000,-882000,-35000,-720000,-2179000,-871000,-565000,-835000
CashflowAmortization,1237000,1251000,1284000,1331000,1334000,4005000,1338000,1441000,1452000,1391000,1449000,1445000,1422000,1429000,1422000,1444000,1351000,1429000,1397000,384000,394000,0,0,3000,3000,4000,4000,6000,7000,7000,6000,4000,3000,3000,9000,3000,0,0,0,21000,20000,20000,-203000,-608000,-1672000,-29000
CashflowInvestingCashflow,-1612000,-5231000,-8846000,359000,548000,623000,1508000,-4308000,-1630000,-729000,2984000,-173000,-305000,2274000,-7840000,-884000,-454000,31664000,-6752000,2087000,-27033000,-761000,-1000,-11000,2446000,2605000,-3614000,3664000,-1000,1092000,1729000,-86000,343000,-112000,,204000,-150000,359000,426000,767000,1911000,349000,2001000,6857000,2572000,932000
CashflowCapex,629000,498000,2602000,605000,136000,1683000,883000,480000,787000,813000,742000,442000,509000,0,0,,13000,0,0,65000,12000,0,0,0,,,,,,,,,,-1743000,-601000,-594000,-516000,-297000,-476000,5111000,0,-7979000,0,2348000,-1140000,0
CashflowFinancingCashflow,218000,0,0,1199000,1548000,-2760000,3911000,0,0,-90000,189000,-305000,0,-1002000,-68000,-1607000,-1388000,-11000,4272000,15000,-3000,69000,990000,1980000,1925000,1325000,2664000,,,,,,,8966000,0,,,,,,,,,,,
CashflowShareCapitalCash,,,,0,,,,222000,,,,,,4272000,47000,0,39000,,,0,,,,,,,4628000,0,,,7979000,-1000,1140000,0,0,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,3055000,2674000,534000,2358000,-1335000,-67000,-3364000,2225000,2978000,-5089000,1565000,-3438000,3975000,-4195000,1932000,2476000,-1058000,2458000,-7823000,384000,-286000,29312000,-5930000,4159000,-27381000,-537000,9763000,-9784000
CashflowNetCashflow,1980000,2471000,-4708000,3148000,-1691000,-1442000,1653000,9000,-1443000,-36000,734000,-926000,-35000,270000,-199000,1258000,610000,2188000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
