,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceReserve,-104000,1075000,1439000,1347000,1872000,2709000,1906000,1710000,1491000,1428000,297000,-283000,-109000,16000,-87000,-615000,-940000,606000,4934000,3884000,709000,755000,1942000,1461000,1052000,905000,807000,852000,691000,6417000,8170000,10443000,28134000,28727000
BalanceNonshareCapital,31482000,28163000,25480000,25723000,22237000,22014000,26352000,6371000,6885000,6742000,31480000,30155000,28911000,29274000,28430000,30966000,29010000,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,4740000,540000,,549000,486000,572000,470000,6249000,8059000,10325000,22985000,23528000,26222000,23151000,21382000,21707000
BalanceNoncurrentTradeLiabilities,18116000,17341000,21358000,1296000,1213000,1115000,24456000,23341000,22974000,23195000,23118000,25573000,28666000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,194000,169000,,503000,419000,280000,221000,168000,111000,118000,5149000,5199000,5260000,5012000,4098000,4016000,4121000,4673000,4994000,5075000
BalanceNoncurrentLeasing,5672000,5627000,7024000,6814000,5937000,6079000,5312000,5393000,344000,36234000,24893000,24703000,27066000,28049000,18074000,20996000,25536000,23992000,30082000,32569000,30649000,33518000,42309000,42101000,50580000,54957000,67438000,64231000,64927000,63648000,77507000,61907000,58409000,81804000
BalanceNoncurrentOtherLiabilities,84885000,85331000,67563000,66708000,56590000,51640000,63128000,76561000,75185000,,18934000,14734000,,19314000,18641000,26576000,25809000,25876000,35042000,35011000,39488000,41686000,52459000,49973000,44450000,42854000,51189000,39237000,35694000,39522000,50577000,54556000,54284000,47426000
BalanceCurrentLiabilities,35059000,33758000,45847000,51787000,50016000,,5789000,4640000,,5045000,4304000,4880000,3980000,6924000,6417000,6036000,9042000,11512000,12431000,12044000,17826000,18020000,23104000,19251000,17936000,37618000,30669000,26949000,9552000,15412000,18049000,14265000,13615000,20261000
BalanceCurrentTradePayablesv,21767000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,170000,7397000,,841000,686000,661000,507000,412000,510000,812000,1929000,1719000,1790000,1706000,2375000,2422000,2860000,2987000,4301000,4069000,3578000,3741000,3689000,3832000,3411000,3598000,3661000,4511000,22201000,,,
BalanceCurrentLeasing,295000,,,336000,361000,452000,353000,306000,340000,242000,121000,40000,758000,508000,276000,352000,354000,432000,478000,595000,61000,85000,38000,38000,71000,19000,5000,2000,59000,48061000,43991000,46899000,43932000,44534000
BalanceCurrentOtherLiabilities,42569000,49330000,52379000,48455000,52967000,55553000,48135000,53439000,63657000,67306000,91328000,88630000,103367000,101343000,98349000,93256000,107074000,98189000,94589000,94363000,99099000,103515000,107542000,102835000,93087000,90793000,98151000,110117000,106697000,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,,-4604000,-3606000,-3708000,26000,-1499000,3442000,1271000,2174000,-2267000,4925000,2045000,-664000,-779000,803000,6596000,-2480000,1590000,-377000,8641000,-2122000,2011000,13467000,4881000,-3938000,-7688000,2526000,7216000,6034000,-6922000,6978000,,1275000,2919000
CashflowAmortization,1236000,3306000,728000,3009000,1252000,987000,1023000,1267000,1439000,1558000,1629000,1764000,1668000,1682000,1783000,1853000,2207000,1676000,1700000,1739000,1894000,1736000,1789000,1451000,1781000,1398000,1499000,,4103000,541000,7929000,2234000,1359000,-1920000
CashflowInvestingCashflow,-638000,-1082000,-2089000,-4063000,-3691000,-11128000,-1594000,-1502000,-771000,-634000,-2208000,796000,-780000,-1093000,-1566000,-1486000,-320000,-1246000,-448000,-1113000,-542000,-5278000,-5553000,-7595000,,27000,610000,1848000,3619000,1922000,6153000,1230000,2111000,4046000
CashflowCapex,3669000,11321000,1628000,1526000,810000,1475000,1301000,193000,780000,528000,509000,1799000,1309000,1942000,474000,1121000,546000,5460000,3562000,9586000,,1548000,1524000,-3565000,-5843000,-438000,-588000,-396000,-295000,2536000,497000,1324000,11513000,-528000
CashflowFinancingCashflow,1832000,-4941000,-3724000,-668000,-607000,-1513000,-2237000,-567000,-648000,-366000,1866000,-699000,-777000,-817000,-90000,4315000,1011000,,0,,,,4687000,4791000,,,,,,,,,,
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,135000,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,-1540000,,,-3583000,-578000,934000,237000,797000,-1820000,1359000,-322000,-279000,-2901000,1133000,884000,-6838000,-1286000,-188000,6348000,-5452000
CashflowNetCashflow,-122000,11333000,3837000,-2960000,-8835000,636000,5857000,666000,-8160000,394000,,,,,,,,,,,,,,,,,,,,,,,,
