,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,2507000,1496000,6720000,1402000,3467000,1555000,6516000,4123000,4118000,3898000,7750000,9688000,5204000,8962000,2339000,7633000,6334000,6103000,5849000,10645000,6664000,5840000,15258000,29473000,12897000,15899000,16274000,39337000,13117000,17057000,19150000,45756000,19217000,12949000,20932000,37542000,12169000,15024000,17158000,41486000,21419000,14980000,17541000,43687000,40172000,25832000,29862000,49888000,37771000,28311000
IncomeDistributionExpenses_yy,,,,,38.29,3.96,-3.04,194.03,18.78,150.60,18.94,134.99,26.38,129.93,-69.82,-21.21,21.71,-31.90,150.03,39.46,5.21,-4.30,160.87,176.87,93.54,172.22,6.66,33.47,1.71,7.28,17.67,16.32,46.51,-24.09,9.30,-17.95,-36.68,16.03,-18.03,10.50,76.01,-0.29,2.23,5.31,87.56,72.44,70.24,14.19,-5.98,9.60
IncomeDistributionExpenses_sy,,,,,37.43,21.84,14.44,7.95,10.24,34.56,25.27,7.29,12.17,8.62,5.68,11.91,13.79,10.38,6.85,20.70,4.54,5.28,-4.18,-9.34,11.99,17.57,14.82,17.94,-5.38,-1.04,-0.80,-0.97,-4.71,4.47,4.30,6.40,-0.96,2.86,-1.91,-2.58,-2.89,-4.06,3.86,1.80,5.68,2.71,9.16,11.45,1.94,6.60
IncomeDistributionExpenses_qq,,-40.33,349.19,-79.13,147.26,-55.14,318.97,-36.73,-0.12,-5.36,98.85,25.00,-46.28,72.19,-73.90,226.29,-17.02,-3.65,-4.16,82.00,-37.40,-12.36,161.26,93.16,-56.24,23.28,2.36,141.71,-66.65,30.04,12.27,138.93,-58.00,-32.62,61.65,79.36,-67.59,23.47,14.20,141.79,-48.37,-30.06,17.10,149.05,-8.04,-35.70,15.60,67.06,-24.29,-25.05
IncomeDistributionExpenses_sq,,9.56,4.91,32.70,-14.30,2.72,14.84,21.41,-16.98,4.22,5.10,11.21,-15.27,5.33,4.65,18.34,-7.18,1.24,0.59,21.86,-25.16,-1.79,3.01,29.93,-11.00,8.09,7.01,18.86,-19.04,-0.99,6.18,20.30,-15.88,-3.10,-2.46,17.56,-14.52,3.50,-2.11,7.34,-14.68,-1.64,6.96,6.02,-7.94,-1.64,11.06,12.23,-13.40,1.04
IncomeAdministrativExpenses,4703000,5952000,5995000,6835000,6803000,5385000,8080000,8042000,7323000,9294000,13296000,13393000,9647000,9480000,7398000,8993000,8841000,7811000,9904000,10336000,8557000,8579000,14217000,15198000,14012000,19721000,19039000,46716000,17061000,28971000,24505000,26936000,26283000,21961000,23930000,25067000,19267000,19890000,18680000,21955000,21278000,21747000,21469000,27884000,20086000,29429000,22330000,30151000,16813000,29964000
IncomeAdministrativExpenses_yy,,,,,44.64,-9.52,34.78,17.66,7.65,72.60,64.55,66.55,31.73,2.00,-44.36,-32.86,-8.36,-17.61,33.87,14.94,-3.20,9.84,43.56,47.04,63.74,129.87,33.91,207.38,21.76,46.90,28.71,-42.34,54.06,-24.20,-2.35,-6.94,-26.69,-9.43,-21.94,-12.41,10.44,9.34,14.94,27.01,-5.60,35.33,4.01,8.13,-16.30,1.82
IncomeAdministrativExpenses_sy,,,,,15.76,23.14,37.74,16.90,11.68,22.68,9.17,6.82,-3.35,-5.14,1.02,-7.17,6.22,14.02,9.74,13.42,2.71,10.92,16.79,24.05,24.44,2.02,14.14,4.92,7.97,1.14,11.33,-0.18,0.82,-12.33,-13.10,-3.93,-3.10,7.58,1.83,-0.61,2.23,9.68,2.50,-3.44,9.03,8.72,17.83,10.66,12.48,15.73
IncomeAdministrativExpenses_qq,,26.55,0.73,14.01,-0.47,-20.84,50.05,-0.48,-8.93,26.92,43.05,0.73,-27.97,-1.73,-21.96,21.56,-1.69,-11.65,26.80,4.37,-17.21,0.25,65.72,6.90,-7.80,40.74,-3.46,145.37,-63.48,69.81,-15.41,9.92,-2.42,-16.44,8.96,4.75,-23.14,3.23,-6.09,17.54,-3.08,2.20,-1.28,29.88,-27.97,46.51,-24.12,35.03,-44.24,78.22
IncomeAdministrativExpenses_sq,,4.67,4.48,12.57,-0.98,9.80,22.88,6.69,-6.16,10.25,-4.49,13.17,-15.09,0.44,-1.84,9.51,-5.93,2.00,3.24,17.65,-13.78,19.84,0.22,12.94,-11.53,6.78,-5.86,12.34,-15.25,3.02,-1.06,9.45,-11.09,-9.64,5.26,14.15,-19.66,1.56,-1.69,17.54,-11.67,4.11,-9.70,29.22,-9.24,3.67,-1.78,20.69,-13.33,0.86
IncomeGrossProfit,5734000,67957000,48304000,114767000,45796000,50804000,79671000,-120255000,12079000,6772000,12992000,-4264000,2106000,194566000,-124575000,71836000,81554000,94785000,66009000,55915000,78160000,82678000,107316000,141859000,75179000,74649000,42212000,72422000,71429000,212694000,86927000,-211934000,110310000,271765000,-66102000,43710000,148251000,174617000,47837000,60910000,99612000,238619000,61795000,98974000,154352000,191279000,31831000,2590000,23538000,159098000
IncomeGrossProfit_yy,,,,,698.62,-25.24,64.94,-204.78,-73.62,-86.67,-83.69,96.45,-82.56,2773.04,-1058.83,1784.63,3772.13,-51.28,152.99,-22.16,-4.16,-12.77,62.58,153.70,-3.81,-9.71,-60.67,-48.95,-4.99,184.92,105.93,-392.64,54.43,27.77,-176.04,120.62,34.39,-35.75,172.37,39.35,-32.81,36.65,29.18,62.49,54.95,-19.84,-48.49,-97.38,-84.75,-16.82
IncomeGrossProfit_sy,,,,,55.75,-31.18,-12.62,-18.08,-15.30,-6.14,33.39,21.67,-7.06,-35.38,-8.93,28.94,-16.86,5.96,12.74,-17.58,-4.16,-12.77,-5.82,15.34,27.93,-17.62,-10.87,2.25,26.12,30.60,38.52,18.01,19.80,1.60,-6.75,27.38,17.07,5.70,36.43,-3.60,-7.96,-4.38,-13.84,17.78,0.99,-3.23,28.64,-5.88,5.48,-11.93
IncomeGrossProfit_qq,,1085.10,-28.92,137.59,-60.10,10.94,56.82,-250.94,110.04,-43.94,91.85,-132.82,149.39,9137.86,-164.03,157.66,13.53,16.22,-30.36,-15.29,39.78,5.78,29.80,32.19,-47.00,-0.70,-43.45,71.57,-1.37,197.77,-59.13,-343.81,152.05,146.36,-124.32,166.12,239.17,17.78,-72.60,27.33,63.54,139.55,-74.10,60.16,55.95,23.92,-83.36,-91.86,808.76,575.92
IncomeGrossProfit_sq,,105.00,-28.13,34.57,5.78,-39.34,33.06,-25.16,30.56,-21.77,29.44,4.58,34.53,-33.74,-1.54,-51.00,10.08,19.81,23.09,-35.22,39.78,-23.41,73.43,-32.48,-27.86,-0.70,17.98,-42.70,-1.37,-15.48,3.70,-2.16,-1.90,-34.54,38.04,48.06,-1.75,7.38,20.07,-19.01,3.66,25.94,1.66,26.30,-15.75,23.92,10.25,1.89,-1.10,-52.44
IncomeOtherOperatingIncome,10898000,12975000,-14659000,6544000,18848000,30409000,5447000,4710000,13409000,29537000,14772000,9830000,12270000,-6293000,65995000,-14872000,-3414000,8648000,104471000,-40086000,12754000,71340000,71294000,-145074000,-19743000,133089000,116881000,-208167000,2314000,2485000,2863000,40962000,26525000,25173000,13241000,-1334000,1865000,4471000,20617000,27350000,58311000,29947000,1695000,-14617000,1093000,3022000,3908000,12609000,2252000,8108000
IncomeOtherOperatingIncome_yy,,,,,72.95,134.36,137.16,-28.02,-28.86,-2.87,171.18,108.69,-8.49,-121.31,346.77,-251.29,-127.82,237.42,58.30,-169.55,473.55,724.92,-31.76,-261.91,-254.80,86.56,63.94,-43.49,111.72,-98.13,-97.55,119.68,1046.16,913.03,362.49,-103.26,-92.97,-82.24,55.71,2150.09,3027.27,569.78,-91.78,-153.44,-98.13,-89.91,130.63,186.26,106.01,168.31
IncomeOtherOperatingIncome_sy,,,,,39.84,134.36,73.16,-10.08,8.26,1.08,37.20,-29.74,24.20,23.62,17.12,16.30,-20.75,-26.38,-21.05,16.38,14.46,91.91,-3.04,-10.36,0.07,0.04,20.16,-11.44,-39.22,1.33,-38.27,-24.53,13.47,-11.35,4.97,13.14,-14.23,37.42,-2.05,15.25,-21.92,-31.34,-3.20,-13.46,26.98,-9.59,-13.88,-24.59,18.45,20.59
IncomeOtherOperatingIncome_qq,,19.06,-212.98,144.64,188.04,61.33,-82.09,-13.53,184.66,120.28,-49.99,-33.45,24.82,-151.29,1148.67,-122.53,77.04,353.30,1108.02,-138.37,131.82,459.36,-0.07,-303.49,86.39,774.12,-12.18,-278.10,101.11,7.38,15.21,1330.80,-35.24,-5.10,-47.40,-110.08,239.76,139.80,361.09,32.66,113.20,-48.64,-94.34,-962.55,107.48,176.50,29.33,222.61,-82.14,260.12
IncomeOtherOperatingIncome_sq,,10.40,20.90,45.06,11.24,46.31,-33.28,15.14,-20.30,27.75,-16.71,-6.99,-21.05,23.37,-30.84,56.95,-46.89,26.74,-3.38,127.49,-49.65,71.06,-38.34,10.84,-51.55,59.16,-0.67,8.27,-36.95,16.50,-23.13,60.56,-27.66,31.00,-27.94,78.91,-41.30,23.06,-19.86,92.68,-29.20,10.82,1.28,-1.56,-22.28,11.06,16.09,14.11,29.70,33.20
IncomeOtherOperatingCosts,4967000,-1286000,-9811000,12018000,3614000,-795000,3222000,4280000,1770000,1587000,-4134000,25944000,4006000,4376000,431000,8155000,2997000,4374000,4928000,4523000,3731000,4684000,8580000,8251000,3974000,6869000,2682000,11132000,2907000,12230000,5696000,35276000,5548000,7361000,6476000,22633000,1860000,5906000,9177000,18082000,3645000,6457000,8922000,11768000,7731000,13250000,8592000,24725000,8059000,7319000
IncomeOtherOperatingCosts_yy,,,,,-27.24,38.20,132.84,-64.38,-51.03,299.67,-228.31,506.10,126.31,175.80,110.42,-68.57,-25.18,-0.04,1044.15,-44.54,24.49,7.10,74.11,82.43,6.52,46.64,-68.74,34.93,-26.84,78.04,112.37,216.88,90.81,-39.81,13.69,-35.84,-66.46,-19.77,41.70,-20.11,95.93,9.33,-2.78,-34.92,112.08,105.21,-3.69,110.11,4.25,-44.76
IncomeOtherOperatingCosts_sy,,,,,-6.55,71.96,25.37,55.20,-27.27,67.44,-34.33,117.43,113.26,-7.41,56.60,40.43,-25.18,27.05,0.25,28.18,58.96,60.89,47.37,-1.64,4.13,-5.60,1.68,13.68,13.38,-45.33,-12.88,-13.50,41.95,-33.40,0.42,-28.02,-15.58,1.95,20.95,24.09,-15.52,22.35,-3.07,13.62,-7.28,35.60,34.03,-12.90,13.80,25.04
IncomeOtherOperatingCosts_qq,,-125.89,-663.05,222.50,-69.93,-121.99,505.52,32.84,-58.65,-10.36,-360.58,727.54,-84.56,9.24,-90.16,1793.35,-63.25,45.94,12.67,-8.22,-17.50,25.55,83.16,-3.84,-51.83,72.84,-60.95,315.04,-73.88,320.64,-53.42,519.29,-84.27,32.68,-12.02,249.48,-91.78,217.43,55.38,97.04,-79.84,77.13,38.17,31.90,-34.31,71.40,-35.15,187.76,-67.40,-9.19
IncomeOtherOperatingCosts_sq,,25.25,-29.74,113.69,-56.76,4.12,-20.16,62.48,-69.30,32.02,-62.80,286.79,-66.43,14.84,-42.73,100.99,-66.04,87.96,-14.24,115.56,-66.55,65.55,-18.82,87.63,-65.13,72.84,-32.98,98.69,-53.49,3.98,11.09,126.37,-26.34,13.69,-12.78,34.07,-42.22,2.94,-16.53,132.14,7.01,50.13,-40.66,158.43,-53.48,49.19,-31.00,59.94,-54.68,64.85
IncomeEBIT,11665000,82218000,43456000,109293000,61030000,82008000,81896000,-119825000,23718000,34723000,31898000,-20378000,10371000,183897000,-59011000,48810000,75143000,99060000,165552000,11307000,87183000,149334000,170030000,-11466000,51462000,200869000,156411000,-146877000,70836000,202949000,84094000,-206249000,131287000,289578000,-59338000,19743000,148255000,173183000,59277000,70178000,154277000,262109000,54568000,72589000,147714000,181051000,27147000,-9526000,17730000,159888000
IncomeEBIT_yy,,,,,423.17,-0.26,88.46,-209.64,-61.14,-57.66,-61.05,82.99,-56.27,429.62,-285.00,339.52,624.54,-46.13,380.55,-76.84,16.02,50.75,2.70,-201.41,-40.97,34.51,-8.01,-1180.98,37.65,1.04,-46.24,-40.42,85.34,42.69,-170.56,109.57,12.92,-40.19,199.90,255.46,4.06,51.35,-7.94,3.43,-4.25,-30.93,-50.25,-113.12,-88.00,-11.69
IncomeEBIT_sy,,,,,68.73,-2.22,-9.71,-31.73,-10.66,-12.62,17.59,13.70,-6.40,-4.89,-19.45,41.32,18.77,4.08,7.62,-30.04,9.83,-12.46,-2.24,-61.31,16.71,3.96,-19.18,9.35,27.38,14.75,12.33,9.23,17.55,30.33,-13.72,36.91,27.18,25.68,20.72,-4.48,4.24,-20.00,-18.41,12.77,-2.50,-12.99,6.48,13.16,6.16,-11.69
IncomeEBIT_qq,,604.81,-47.15,151.50,-44.16,34.37,-0.14,-246.31,119.79,46.40,-8.13,-163.88,150.89,1673.18,-132.09,182.71,53.95,31.83,67.12,-93.17,671.07,71.29,13.86,-106.74,548.83,290.32,-22.13,-193.90,148.23,186.50,-58.56,-345.26,163.65,120.57,-120.49,133.27,650.92,16.81,-65.77,18.39,119.84,69.90,-79.18,33.02,103.49,22.57,-85.01,-135.09,286.12,801.77
IncomeEBIT_sq,,44.50,0.78,73.03,-2.46,-18.68,-0.14,-2.64,-10.86,-2.01,18.20,-20.88,23.46,-18.06,8.94,-17.30,28.50,11.16,18.91,-32.88,31.09,21.05,13.86,-55.55,37.47,-7.62,-13.02,-43.11,3.78,-3.71,-2.75,21.09,0.08,-23.84,26.34,14.30,0.10,6.40,9.21,12.26,-12.07,18.88,1.82,23.66,-11.94,9.74,16.16,-1.37,29.76,-55.24
IncomeFinanceIncome,0,793000,4928000,8551000,2310000,-1382000,15390000,1565000,335000,16664000,-6834000,26282000,1584000,13266000,-12334000,45000,7713000,5423000,893000,2257000,11739000,25686000,7618000,17433000,6326000,12805000,1444000,11615000,3605000,2611000,6599000,4209000,3078000,-420000,848000,2285000,1464000,2148000,1344000,-972000,2284000,491000,470000,-230000,595000,537000,633000,6511000,1069000,3533000
IncomeFinanceIncome_yy,,,,,,-274.39,212.31,-81.69,-85.50,1305.72,-144.40,1579.00,373.01,-20.39,-80.49,-99.83,386.82,-59.12,107.24,4895.27,52.20,373.67,753.01,672.27,-46.11,-50.15,-81.05,-33.38,-43.01,-79.61,356.98,-63.76,-14.61,-116.10,-87.15,-45.73,-52.45,611.01,58.52,-142.53,56.00,-77.13,-65.02,76.32,-73.94,9.27,34.77,2930.18,79.66,558.18
IncomeFinanceIncome_sy,,,,,,254.55,85.62,29.12,-65.62,46.17,-57.14,82.37,54.55,9.38,-20.53,-75.02,52.25,-56.71,7.07,216.46,39.04,20.13,-54.18,-40.90,7.88,-81.92,20.98,-26.40,-46.53,211.11,-15.05,-22.24,-1.62,-54.67,50.63,-7.55,11.75,39.13,-14.29,-14.29,-16.42,-21.65,-50.00,-11.77,-52.43,-27.27,-20.32,-3.14,-56.25,12.86
IncomeFinanceIncome_qq,,,521.77,73.54,-72.99,-159.83,1213.53,-89.83,-78.60,4874.96,-141.01,484.60,-93.97,737.31,-192.98,100.37,16967.45,-29.69,-83.53,152.76,420.02,118.81,-70.34,128.84,-63.71,102.43,-88.72,704.36,-68.96,-27.59,152.77,-36.21,-26.87,-113.65,301.70,169.53,-35.92,46.70,-37.43,-172.31,335.03,-78.49,-4.32,-148.95,358.64,-9.79,18.01,927.85,-83.58,230.50
IncomeFinanceIncome_sq,,,4.88,53.76,-15.27,29.64,15.32,41.56,-65.96,162.95,-70.83,100.00,-67.70,154.42,-1.08,-8.81,131.01,-28.10,40.22,107.94,-41.52,67.03,-79.74,103.53,-34.88,-71.84,106.07,86.14,-45.18,10.36,-30.14,22.55,-3.51,-9.55,22.59,15.97,8.76,24.49,25.37,25.00,4.59,-24.26,-26.39,-33.85,13.68,-25.78,-21.66,104.49,-57.63,68.45
IncomeFinanceCosts,3542000,3340000,5059000,9965000,3069000,11757000,5628000,13235000,6283000,9120000,17440000,133917000,10681000,10535000,17114000,12715000,8358000,10219000,15605000,14487000,16870000,19072000,16114000,33320000,21291000,31069000,27538000,21933000,27370000,27053000,24400000,37287000,313064000,61161000,62674000,235658000,272434000,-38727000,40894000,118811000,78086000,5523000,48221000,46779000,15162000,10668000,11747000,44654000,26551000,30435000
IncomeFinanceCosts_yy,,,,,-13.37,252.02,11.26,32.82,104.76,-22.43,209.86,911.81,70.00,15.51,-1.87,-90.51,-21.75,-2.99,-8.82,13.94,101.85,86.62,3.26,130.01,26.20,62.91,70.89,-34.17,28.56,-12.93,-11.40,70.00,1043.81,126.08,156.86,532.00,-12.98,-163.32,-34.75,-49.58,-71.34,114.26,17.92,-60.63,-80.58,93.15,-75.64,-4.54,75.12,185.30
IncomeFinanceCosts_sy,,,,,32.14,79.02,36.90,57.63,27.26,47.29,37.39,116.61,113.13,-32.36,-34.42,-43.43,-46.58,-18.14,1.76,-4.00,19.80,56.16,39.08,48.30,43.05,20.25,32.21,6.44,-16.59,18.94,-39.35,-2.49,-11.21,-33.88,11.82,-35.89,-12.98,-18.55,-25.26,-8.37,-4.68,-13.22,-2.64,0.68,-15.82,9.80,17.77,-4.54,9.80,32.41
IncomeFinanceCosts_qq,,-5.71,51.48,96.97,-69.21,283.14,-52.13,135.15,-52.53,45.16,91.23,667.86,-92.02,-1.37,62.45,-25.71,-34.27,22.27,52.70,-7.17,16.45,13.05,-15.51,106.78,-36.10,45.93,-11.37,-20.35,24.79,-1.16,-9.81,52.82,739.60,-80.46,2.47,276.00,15.61,-114.22,205.60,190.53,-34.28,-92.93,773.09,-2.99,-67.59,-29.64,10.11,280.14,-40.54,14.63
IncomeFinanceCosts_sq,,-0.62,9.19,11.90,18.43,22.08,4.43,26.36,-14.34,16.21,7.79,275.86,-40.09,-21.50,9.08,-2.54,16.79,14.58,46.11,5.53,8.12,13.05,19.30,26.96,-6.11,4.32,1.16,12.10,-17.00,8.63,-26.33,52.64,-32.99,-12.04,7.89,1.52,-5.00,3.58,-9.10,27.02,-10.33,-5.48,0.15,47.29,-28.52,1.89,-9.38,25.61,-6.56,14.63
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,59020000,-7838000,,,,,,,,,,1283000,4053000,0,1405000,5249000,,-6640000,23782000,17869000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,100.00,,,,,,,,,,309.02,-100.00,,1592.45,240.42
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,-100.00,,,,,,,,,,46.77,-68.66,,281.58,-26.28
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113.28,100.00,,,,,,,,,,215.82,-100.00,,273.57,-100.00,,458.16,-24.86
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.20,61.70,,,,,,,,,,-43.72,-106.25,,273.57,-112.91,,142.25,-12.43
IncomeNetGrossProfit,8123000,79671000,43325000,107879000,60271000,68869000,91657000,-131495000,17770000,42266000,7624000,-128013000,1274000,186628000,-88459000,36140000,74498000,94263000,150840000,-923000,82051000,155948000,161534000,-27353000,36497000,182605000,130317000,-157195000,47071000,178506000,125313000,-247165000,-178698000,227997000,-121165000,-213631000,-122715000,214057000,19726000,-49604000,78475000,258361000,10871000,25580000,134553000,176169000,9247000,-54309000,16030000,150855000
IncomeNetGrossProfit_yy,,,,,641.96,-13.56,111.56,-221.89,-70.52,-38.63,-91.68,2.65,-92.83,341.55,-1260.22,128.23,5747.32,-49.49,270.52,-102.55,10.14,65.44,7.09,-2864.32,-55.52,17.09,-19.33,-474.69,28.97,-2.24,-3.84,-57.23,-479.64,27.72,-196.69,13.57,31.33,-6.11,116.28,76.78,163.95,20.70,-44.89,151.57,71.46,-31.81,-14.93,-312.32,-88.09,-14.37
IncomeNetGrossProfit_sy,,,,,82.44,44.04,64.25,7.73,-33.02,-27.69,9.29,-37.55,-41.98,1.12,-7.82,77.22,97.51,-13.91,13.57,-18.98,-2.53,-17.92,-38.69,-65.78,-10.27,-32.86,-6.74,10.71,3.99,31.11,15.83,35.65,5.17,36.23,-8.46,42.54,24.49,31.74,36.86,2.50,8.54,-19.66,-34.32,12.80,3.24,-12.55,1.91,6.22,22.67,-31.10
IncomeNetGrossProfit_qq,,880.78,-45.62,149.00,-44.13,14.26,33.09,-243.46,113.51,137.85,-81.96,-1779.00,101.00,14548.39,-147.40,140.85,106.14,26.53,60.02,-100.61,8992.05,90.06,3.58,-116.93,233.43,400.33,-28.63,-220.63,129.94,279.23,-29.80,-297.24,27.70,227.59,-153.14,-76.31,42.56,274.43,-90.78,-351.46,258.20,229.23,-95.79,135.31,426.02,30.93,-94.75,-687.30,129.52,841.07
IncomeNetGrossProfit_sq,,74.15,-3.78,77.63,20.55,14.26,-6.90,15.12,-32.94,-8.60,-1.36,-58.82,67.89,20.42,-2.66,-13.01,-1.35,26.53,19.26,-40.00,19.92,0.67,3.58,-44.79,50.20,-14.91,22.12,-5.10,5.63,49.60,16.74,3.05,10.92,-35.12,30.95,17.49,2.49,2.76,24.78,-35.96,16.31,-3.34,1.23,-6.58,19.16,5.15,12.79,7.90,18.14,-83.16
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,8123000,79671000,43325000,107879000,60271000,68869000,91657000,-131495000,17770000,42266000,7624000,-128013000,1274000,186628000,-88459000,36140000,74498000,94263000,150840000,-923000,82051000,155948000,161534000,-27353000,36497000,182605000,130317000,-157195000,47071000,178506000,125313000,-247165000,-178698000,227997000,-121165000,-213631000,-122715000,214057000,19726000,-49604000,78475000,258361000,10871000,25580000,134553000,176169000,9247000,-54309000,16030000,150855000
