,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_qq,,-47.46,-10.86,16.45,27.72,60.20,-22.33,-4.17,22.72,-7.84,106.28,-82.80,467.33,141.59,-51.13,-75.36,271.56,117.93,-31.86,-51.83,59.38,83.88,0.49,-64.72,147.39,-6.05,4.94,14.90,-17.11,-57.73,-8.80,7.76,-21.99,18.00,128.05,-8.25,5.37,13.23,-14.14,6.23,-11.44,9.09,-9.15,6.24
IncomeDistributionExpenses_sq,,40.54,-26.43,21.97,-8.16,36.72,-60.48,140.48,-25.58,-7.84,-30.40,45.94,-12.85,100.83,-44.73,9.94,7.76,101.30,-41.92,11.61,15.41,24.07,-20.50,7.40,-5.21,26.66,-23.96,14.16,-11.34,17.88,-25.95,27.94,-16.42,26.19,-13.29,19.30,3.08,4.62,-17.34,2.16,-10.30,10.26,-17.68,6.24
IncomeAdministrativExpenses,832000,1489000,978000,1043000,982000,1331000,969000,1217000,851000,1045000,1524000,1499000,789000,-1194000,710000,2343000,2462000,426000,1464000,3238000,2381000,1545000,2118000,3328000,130000,1379000,2085000,1513000,2784000,12212000,1803000,2480000,2084000,2783000,2548000,2415000,2384000,3141000,2602000,2082000,2187000,2629000,2277000,2228000
IncomeAdministrativExpenses_yy,,,,,18.03,-10.61,-0.92,16.68,-13.34,-21.49,57.28,23.17,-7.29,-214.26,-53.41,56.30,212.04,135.68,106.20,38.20,-3.29,262.68,44.67,2.78,-94.54,-10.74,-1.56,-54.54,2041.54,785.57,-13.53,63.91,-25.14,-77.21,41.32,-2.62,14.40,12.86,2.12,-13.79,-8.26,-16.30,-12.49,7.01
IncomeAdministrativExpenses_sy,,,,,18.03,-2.97,-0.92,16.68,-13.34,14.89,11.06,12.65,-7.29,-79.68,,-10.48,-9.64,40.36,-2.86,38.20,-3.29,34.68,-6.43,2.78,-39.24,-22.63,-14.08,-11.71,22.79,-2.64,-1.52,0.36,4.69,19.28,12.43,16.03,14.40,-1.18,13.06,-7.88,2.77,-0.64,-0.64,4.95
IncomeAdministrativExpenses_qq,,78.97,-34.32,6.65,-5.85,35.54,-27.20,25.59,-30.07,22.80,45.84,-1.64,-47.36,-251.33,159.46,230.00,5.08,-82.70,243.66,121.17,-26.47,-35.11,37.09,57.13,-96.09,960.77,51.20,-27.43,84.01,338.65,-85.24,37.55,-15.97,33.54,-8.44,-5.22,-1.28,31.75,-17.16,-19.98,5.04,20.21,-13.39,-2.15
IncomeAdministrativExpenses_sq,,44.83,-22.15,10.62,-7.97,45.49,-27.20,30.14,-40.46,134.04,-63.03,32.01,-21.60,-25.87,17.02,17.66,5.08,-11.13,-9.35,32.33,-26.47,3.99,-23.35,-0.68,-19.02,24.54,-42.76,7.91,-4.85,19.49,-22.60,9.86,-4.74,33.54,-5.53,16.60,-5.40,18.96,-9.44,8.64,-3.38,21.93,-13.39,-1.36
IncomeGrossProfit,692000,781000,142000,538000,506000,206000,909000,965000,895000,1296000,1905000,1699000,2107000,-381000,3924000,2183000,4292000,2312000,4118000,3111000,4249000,916000,1873000,3554000,1497000,-1211000,1889000,909000,-1944000,-7832000,-1575000,-3035000,-1647000,-2808000,-1458000,50000,-1754000,-1814000,-1668000,-513000,-1489000,804000,-1392000,-1091000
IncomeGrossProfit_yy,,,,,-26.88,-73.62,540.14,79.37,76.88,529.13,109.57,76.06,135.42,-129.40,105.98,28.49,103.70,706.82,4.94,42.51,-1.00,-60.38,-54.52,14.24,-64.77,-232.21,0.85,-74.42,-229.86,-546.74,-183.38,-433.88,15.28,64.15,7.43,101.65,-6.50,35.40,-14.40,-1126.00,15.11,144.32,16.55,-112.67
IncomeGrossProfit_sy,,,,,-125.42,-233.69,-79.09,51.46,40.21,-104.77,-149.13,76.06,-5.68,193.12,7.58,-26.02,8.46,-86.56,-11.16,-7.58,-1.00,12.48,16.30,25.03,59.40,50.36,-8.25,-11.00,-21.30,24.54,-25.48,-34.62,-3.34,-60.40,19.83,-46.92,-48.21,-26.79,-63.24,-32.60,33.49,29.01,26.79,10.56
IncomeGrossProfit_qq,,12.86,-81.82,278.87,-5.95,-59.29,341.26,6.16,-7.25,44.80,46.99,-10.81,24.01,-118.08,1129.92,-44.37,96.61,-46.13,78.11,-24.45,36.58,-78.44,104.48,89.75,-57.88,-180.90,255.99,-51.88,-313.86,-302.88,79.89,-92.70,45.73,-70.49,48.08,103.43,-3608.00,-3.42,8.05,69.24,-190.25,154.00,-273.13,21.62
IncomeGrossProfit_sq,,-73.18,231.45,-80.19,-5.95,-274.16,108.24,-18.01,-6.49,-124.22,62.74,23.94,-14.94,220.16,-6.28,-10.66,23.70,-46.13,64.70,-34.83,25.94,-22.22,76.94,10.07,-9.78,-30.94,19.09,-11.84,-14.80,31.07,-16.68,26.13,-31.59,-70.49,34.88,-50.77,-4.84,-22.88,20.55,-13.37,5.67,-30.59,26.12,3.38
IncomeOtherOperatingIncome,21000,281000,63000,253000,303000,328000,12000,55000,132000,164000,88000,187000,5000,512000,217000,399000,108000,119000,89000,273000,702000,726000,191000,155000,-151000,4904000,624000,1665000,302000,-589000,818000,178000,140000,2536000,266000,152000,389000,-158000,277000,14000,1424000,2167000,872000,356000
IncomeOtherOperatingIncome_yy,,,,,1342.86,16.73,-80.95,-78.26,-56.44,-50.00,633.33,240.00,-96.21,212.20,146.59,113.37,2060.00,-76.76,-58.99,-31.58,550.00,510.08,114.61,-43.22,-121.51,575.48,226.70,974.19,300.00,-112.01,31.09,-89.31,-53.64,530.56,-67.48,-14.61,177.86,-106.23,4.14,-90.79,266.07,1471.52,214.80,2442.86
IncomeOtherOperatingIncome_sy,,,,,-21.81,16.73,335.76,240.74,-56.44,-22.82,296.42,240.00,-92.23,161.62,66.80,-76.92,149.52,-43.87,-49.70,20.65,-25.88,-51.33,46.22,-40.52,-56.56,31.36,24.80,55.93,23.46,5.56,-15.78,-79.16,-50.79,6.53,-13.11,209.73,29.70,-1.40,101.42,-2.18,18.09,80.15,45.75,-31.52
IncomeOtherOperatingIncome_qq,,1238.10,-77.58,301.59,19.76,8.25,-96.34,358.33,140.00,24.24,-46.34,112.50,-97.33,10140.00,-57.62,83.87,-72.93,10.19,-25.21,206.74,157.14,3.42,-73.69,-18.85,-197.42,3347.68,-87.28,166.83,-81.86,-295.03,238.88,-78.24,-21.35,1711.43,-89.51,-42.86,155.92,-140.62,275.32,-94.95,10071.43,52.18,-59.76,-59.17
IncomeOtherOperatingIncome_sq,,102.33,-77.58,301.59,-10.27,336.00,-85.67,358.33,-73.46,210.23,-50.84,112.50,-97.33,152.80,-84.06,23.64,46.11,56.42,-68.14,123.41,28.87,3.42,-0.38,24.68,-6.60,41.40,-8.29,10.94,-17.12,108.81,-72.10,-8.88,0.69,113.58,-58.44,83.12,-34.11,-20.12,-16.42,19.34,-7.03,52.18,-30.94,-28.27
IncomeOtherOperatingCosts,40000,459000,11000,10000,139000,350000,16000,163000,217000,821000,735000,188000,70000,31000,124000,-15000,37000,641000,19000,111000,455000,-137000,140000,-31000,499000,6626000,381000,11324000,425000,13394000,439000,426000,875000,2456000,405000,324000,471000,2267000,150000,337000,705000,8539000,347000,490000
IncomeOtherOperatingCosts_yy,,,,,247.50,-23.75,45.45,1530.00,56.12,134.57,4493.75,15.34,-67.74,-96.22,-83.13,-107.98,-47.14,1967.74,-84.68,840.00,1129.73,-121.37,636.84,-127.93,9.67,4936.50,172.14,36629.03,-14.83,102.14,15.22,-96.24,105.88,-81.66,-7.74,-23.94,-46.17,-7.70,-62.96,4.01,49.68,276.67,131.33,45.40
IncomeOtherOperatingCosts_sy,,,,,103.51,58.02,277.66,801.53,69.01,474.46,268.18,15.34,67.62,-91.01,-83.13,-87.55,-54.98,16.52,-6.02,-51.53,89.47,18.14,95.36,-3.49,6.50,-31.42,-68.64,-22.27,-7.90,75.00,-17.77,-15.33,-64.04,4.36,35.94,191.18,131.00,-7.70,5.03,-4.74,3.49,-18.32,-8.66,8.98
IncomeOtherOperatingCosts_qq,,1047.50,-97.60,-9.09,1290.00,151.80,-95.43,918.75,33.13,278.34,-10.48,-74.42,-62.77,-55.71,300.00,-112.10,346.67,1632.43,-97.04,484.21,309.91,-130.11,202.19,-122.14,1709.68,1227.86,-94.25,2872.18,-96.25,3051.53,-96.72,-2.96,105.40,180.69,-83.51,-20.00,45.37,381.32,-93.38,124.67,109.20,1111.21,-95.94,41.21
IncomeOtherOperatingCosts_sq,,652.49,-97.60,116.35,-74.93,3284.75,-95.43,918.75,-94.94,10600.84,-99.08,-18.54,-62.77,91.64,-81.36,-32.73,,140.30,-80.02,1.15,17.72,78.55,-36.82,-22.09,-8.03,61.42,-82.09,131.19,-11.21,311.19,-90.93,81.78,-27.68,633.61,-74.01,42.46,-58.78,374.23,-78.88,24.58,1.92,110.69,-71.78,41.21
IncomeEBIT,673000,603000,194000,781000,670000,184000,905000,857000,810000,639000,1258000,1698000,2042000,100000,4017000,2597000,4363000,1790000,4188000,3273000,4496000,1779000,1924000,3740000,847000,-2933000,2132000,-8750000,-2067000,-21815000,-1196000,-3283000,-2382000,-2728000,-1597000,-122000,-1836000,-4239000,-1541000,-836000,-770000,-5568000,-867000,-1225000
IncomeEBIT_yy,,,,,-0.45,-69.49,366.49,9.73,20.90,247.28,39.01,98.13,152.10,-84.35,219.32,52.94,113.66,1690.00,4.26,26.03,3.05,-0.61,-54.06,14.27,-81.16,-264.87,10.81,-333.96,-344.04,-643.78,-156.10,62.48,-15.24,87.49,-33.53,96.28,22.92,-55.39,3.51,-585.25,58.06,-31.35,43.74,-46.53
IncomeEBIT_sy,,,,,-120.63,-2658.37,-71.78,-180.30,20.90,-238.34,-77.94,98.13,119.16,111.14,159.66,-87.02,31.39,-78.31,-24.52,34.75,1.93,32.26,25.81,17.68,84.30,75.48,2.35,0.14,-25.32,41.54,-37.61,-1.60,-15.24,-114.34,16.49,-54.15,-71.66,8.65,-40.24,17.48,8.92,46.69,47.24,-10.84
IncomeEBIT_qq,,-10.40,-67.83,302.58,-14.21,-72.54,391.85,-5.30,-5.48,-21.11,96.87,34.98,20.26,-95.10,3917.00,-35.35,68.00,-58.97,133.97,-21.85,37.37,-60.43,8.15,94.39,-77.35,-446.28,172.69,-510.41,76.38,-955.39,94.52,-174.50,27.44,-14.53,41.46,92.36,-1404.92,-130.88,63.65,45.75,7.89,-623.12,84.43,-41.29
IncomeEBIT_sq,,-87.86,737.55,-78.39,-14.21,-764.55,109.24,-482.73,-5.48,-455.23,97.20,82.95,-82.17,-95.10,65.62,-24.91,45.38,0.88,88.76,-14.54,2.96,-27.50,67.82,19.27,1.34,22.46,58.58,-0.60,-14.14,-8.90,-18.09,33.33,-11.85,-130.91,54.92,-39.94,21.84,-52.34,63.65,22.17,-9.22,90.61,28.21,-39.60
IncomeFinanceIncome,73000,-13000,39000,-6000,308000,216000,186000,308000,282000,610000,432000,750000,923000,999000,393000,453000,763000,963000,666000,602000,2394000,2461000,399000,399000,437000,2668000,580000,-22000,502000,13552000,25000,166000,88000,91000,888000,-332000,-161000,-87000,73000,213000,78000,4433000,82000,140000
IncomeFinanceIncome_yy,,,,,321.92,1761.54,376.92,5233.33,-8.44,182.41,132.26,143.51,227.30,63.77,-9.03,-39.60,-17.33,-3.60,69.47,32.89,213.76,155.56,-40.09,-33.72,-81.75,8.41,45.36,-105.51,14.87,407.95,-95.69,854.55,-82.47,-99.33,3452.00,-300.00,-282.95,-195.60,-91.78,164.16,148.45,5195.40,12.33,-34.27
IncomeFinanceIncome_sy,,,,,-17.32,172.26,940.00,-40.49,-8.44,-29.09,-15.38,472.09,129.17,63.77,-62.01,-67.60,-17.33,16.92,69.47,32.89,25.40,-46.78,-40.09,50.00,-88.57,-6.71,34.94,-77.48,14.87,407.95,-13.42,200.00,-85.42,-13.06,-10.29,129.09,7.71,18.19,-27.63,-6.63,146.48,-29.98,12.33,100.00
IncomeFinanceIncome_qq,,-117.81,400.00,-115.38,5233.33,-29.87,-13.89,65.59,-8.44,116.31,-29.18,73.61,23.07,8.23,-60.66,15.27,68.43,26.21,-30.84,-9.61,297.67,2.80,-83.79,,9.52,510.53,-78.26,-103.79,2381.82,2599.60,-99.82,564.00,-46.99,3.41,875.82,-137.39,51.51,45.96,183.91,191.78,-63.38,5583.33,-98.15,70.73
IncomeFinanceIncome_sq,,-117.81,126.42,-40.07,165.72,71.75,-13.89,-97.15,-250.59,116.31,-51.98,73.61,-32.11,8.23,-60.66,-20.20,68.43,-15.92,-41.42,-33.69,136.67,-74.06,107.50,,9.52,57.10,96.49,-62.24,105.88,18.81,3.00,-64.53,-46.99,131.12,147.44,100.00,-79.85,99.41,67.12,47.88,-15.31,34.54,-13.33,80.59
IncomeFinanceCosts,81000,80000,101000,118000,34000,226000,284000,30000,107000,714000,264000,428000,772000,547000,1344000,614000,875000,455000,337000,1694000,729000,1629000,593000,878000,766000,926000,741000,391000,638000,43566000,454000,53000,265000,6478000,316000,203000,-17000,17236000,381000,255000,397000,-460000,95000,108000
IncomeFinanceCosts_yy,,,,,-58.02,182.50,181.19,-74.58,214.71,215.93,-7.04,1326.67,621.50,-23.39,409.09,43.46,13.34,-16.82,-74.93,175.90,-16.69,258.02,75.96,-48.17,5.08,-43.16,24.96,-55.47,-16.71,4604.75,-38.73,-86.45,-58.46,-85.13,-30.40,283.02,-106.42,166.07,20.57,25.62,2435.29,-102.67,-75.07,-57.65
IncomeFinanceCosts_sy,,,,,-58.02,148.59,4.88,-74.58,106.15,215.93,-7.04,148.37,-39.24,-64.58,-49.89,43.46,-16.87,-23.57,-11.49,50.20,60.00,-12.11,-20.90,144.18,5.08,7.58,-14.37,-39.78,-12.50,35.20,31.10,14.53,-29.69,-27.58,-5.77,153.54,-42.47,-2.07,-24.22,6.88,126.10,13.33,-39.95,-5.83
IncomeFinanceCosts_qq,,-1.23,26.25,16.83,-71.19,564.71,25.66,-89.44,256.67,567.29,-63.03,62.12,80.37,-29.15,145.70,-54.32,42.51,-48.00,-25.93,402.67,-56.97,123.46,-63.60,48.06,-12.76,20.89,-19.98,-47.23,63.17,6728.53,-98.96,-88.33,400.00,2344.53,-95.12,-35.76,-108.37,101488.24,-97.79,-33.07,55.69,-215.87,120.65,13.68
IncomeFinanceCosts_sq,,88.01,-32.87,16.83,-30.27,564.71,-30.07,-89.44,180.52,567.29,-75.65,45.15,80.37,-19.26,-52.98,-16.99,-0.78,-6.53,-35.81,-1.94,-23.65,44.70,-33.96,60.48,-38.58,27.57,-24.86,16.67,35.12,46.36,-23.99,-43.98,0.89,167.62,-2.36,-3.02,-66.10,141.52,-13.33,5.72,-10.87,41.46,-36.06,24.51
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1489000,-14513000,-1407000,526000,6943000,9693000,430000,1363000,-4109000,1078000,830000,-358000,1040000,812000,1251000
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.29,166.79,130.56,159.13,-159.18,-88.88,93.02,-126.27,125.31,-24.68,50.72
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.27,50.00,-100.00,159.13,49.44,42.65,-51.22,-126.27,-109.98,-12.46,-50.80
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-874.68,90.31,137.38,1219.96,39.61,-95.56,216.98,-401.47,126.24,-23.01,-143.13,390.50,-21.92,54.06
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.98,90.31,-100.00,1219.96,75.08,-49.48,52.26,-102.36,43.47,56.37,-0.23,-477.17,90.56,-50.68
IncomeNetGrossProfit,665000,510000,132000,657000,944000,174000,807000,1135000,985000,535000,1426000,2020000,2193000,552000,3066000,2436000,4251000,2298000,4517000,2181000,6161000,2611000,1730000,3261000,518000,-1191000,1971000,-9163000,-2203000,-53318000,-16138000,-4577000,-2033000,-2172000,8668000,-227000,-617000,-25671000,-771000,-48000,-1447000,365000,-68000,58000
IncomeNetGrossProfit_yy,,,,,41.95,-65.88,511.36,72.75,4.34,207.47,76.70,77.97,122.64,3.18,115.01,20.59,93.84,316.30,47.33,-10.47,44.93,13.62,-61.70,49.52,-91.59,-145.61,13.93,-380.99,-525.29,-4376.74,-918.77,50.05,7.72,95.93,153.71,95.04,69.65,-1081.91,-108.89,78.85,-134.52,101.42,91.18,220.83
IncomeNetGrossProfit_sy,,,,,-166.24,-236.91,-97.31,9.73,4.34,-138.83,-82.97,159.49,54.70,109.00,13.03,-2.30,36.28,-100.88,2.83,11.83,-38.70,21.25,1.78,47.89,19.01,42.50,-2.77,12.04,-30.30,42.68,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeNetGrossProfit_qq,,-23.31,-74.12,397.73,43.68,-81.57,363.79,40.64,-13.22,-45.69,166.54,41.65,8.56,-74.83,455.43,-20.55,74.51,-45.94,96.56,-51.72,182.49,-57.62,-33.74,88.50,-84.12,-329.92,265.49,-564.89,75.96,-2320.25,69.73,71.64,55.58,-6.84,499.08,-102.62,-171.81,-4060.62,97.00,93.77,-2914.58,125.22,-118.63,185.29
IncomeNetGrossProfit_sq,,-117.55,110.38,-118.83,40.10,-423.39,100.64,-82.30,-13.22,-271.83,96.44,51.13,-36.42,-68.04,59.88,-3.56,56.96,-45.94,53.04,-16.74,-7.14,-72.11,60.01,0.56,-1.24,-43.19,93.94,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,665000,510000,132000,657000,944000,174000,807000,1135000,985000,535000,1426000,2020000,2193000,552000,3066000,2436000,4251000,2298000,4517000,2181000,6161000,2611000,1730000,3261000,518000,-1191000,1971000,-9163000,-2203000,-53318000,-16138000,-4577000,-2033000,-2172000,8668000,-227000,-617000,-25671000,-771000,-48000,-1447000,365000,-68000,58000
IncomeBeforeTaxProfit_yy,,,,,41.95,-65.88,511.36,72.75,4.34,207.47,76.70,77.97,122.64,3.18,115.01,20.59,93.84,316.30,47.33,-10.47,44.93,13.62,-61.70,49.52,-91.59,-145.61,13.93,-380.99,-525.29,-4376.74,-918.77,50.05,7.72,95.93,153.71,95.04,69.65,-1081.91,-108.89,78.85,-134.52,101.42,91.18,220.83
IncomeBeforeTaxProfit_sy,,,,,-166.24,-236.91,-97.31,9.73,4.34,-138.83,-82.97,159.49,54.70,109.00,13.03,-2.30,36.28,-100.88,2.83,11.83,-38.70,21.25,1.78,47.89,19.01,42.50,-2.77,12.04,-30.30,31.21,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeBeforeTaxProfit_qq,,-23.31,-74.12,397.73,43.68,-81.57,363.79,40.64,-13.22,-45.69,166.54,41.65,8.56,-74.83,455.43,-20.55,74.51,-45.94,96.56,-51.72,182.49,-57.62,-33.74,88.50,-84.12,-329.92,265.49,-564.89,75.96,-2320.25,69.73,71.64,55.58,-6.84,499.08,-102.62,-171.81,-4060.62,97.00,93.77,-2914.58,125.22,-118.63,185.29
IncomeBeforeTaxProfit_sq,,-117.55,110.38,-118.83,40.10,-423.39,100.64,-82.30,-13.22,-271.83,96.44,51.13,-36.42,-68.04,59.88,-3.56,56.96,-45.94,53.04,-16.74,-7.14,-72.11,60.01,0.56,-1.24,-25.74,93.94,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,549000,419000,63000,532000,778000,47000,739000,797000,927000,493000,1341000,1805000,2424000,560000,3136000,2101000,5631000,3140000,5946000,1789000,5692000,1978000,2445000,2106000,1106000,-1395000,2716000,-10702000,-818000,-54753000,-15772000,-4526000,-1950000,-2359000,8656000,-627000,-877000,-25092000,-855000,-326000,-1479000,443000,-96000,10000
