,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_sq,,5.84,5.10,17.42,-13.89,10.72,5.75,26.70,-5.61,11.00,-2.10,20.94,-24.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,282000,383000,655000,835000,1046000,1660000,2756000,2553000,3602000,3726000,4234000,2631000,5148000,4057000,2076000,1306000,968000,2434000,3193000,3676000,3278000,4308000,7349000,4643000,2695000,2491000,1953000,-859000,1372000,2084000,3208000,1405000,788000,2824000,4797000,5770000,1206000,4611000,11965000,5616000,-1462000,5580000,4580000,1566000,1999000,3476000,1726000,-777000,1502000,2360000
IncomeGrossProfit_yy,,,,,270.92,333.42,320.76,205.75,244.36,124.46,53.63,3.06,42.92,8.88,-50.97,-50.36,-81.20,-40.00,53.81,181.47,238.64,76.99,130.16,26.31,-17.79,-42.18,-73.42,-118.50,-49.09,-16.34,64.26,263.56,-42.57,35.51,49.53,310.68,53.05,63.28,149.43,-2.67,-221.23,21.01,-61.72,-72.12,236.73,-37.71,-62.31,-149.62,-24.86,-32.11
IncomeGrossProfit_sy,,,,,127.84,75.84,32.49,19.52,46.69,49.00,75.50,68.19,-34.26,16.16,-38.02,-6.88,-43.76,-2.74,-7.86,-5.16,-17.85,-22.15,-9.19,10.93,50.58,-35.80,-29.08,-50.24,-75.73,52.98,11.62,68.31,56.25,28.54,5.13,30.82,28.11,50.22,25.07,-2.67,2.28,13.70,-14.13,-47.79,-1.95,2.23,-33.12,-9.30,-23.83,-10.35
IncomeGrossProfit_qq,,35.82,71.02,27.48,25.27,58.70,66.02,-7.37,41.09,3.44,13.63,-37.86,95.67,-21.19,-48.83,-37.09,-25.88,151.45,31.18,15.13,-10.83,31.42,70.59,-36.82,-41.96,-7.57,-21.60,-143.98,259.72,51.90,53.93,-56.20,-43.91,258.38,69.87,20.28,-79.10,282.34,159.49,-53.06,-126.03,481.67,-17.92,-65.81,27.65,73.89,-50.35,-145.02,293.31,57.12
IncomeGrossProfit_sq,,72.01,67.18,-9.86,13.53,15.48,22.80,-44.11,41.09,14.32,15.57,-26.42,-48.38,55.36,-0.86,15.68,-62.01,154.96,5.46,12.98,-65.19,51.22,18.96,2.08,-67.64,15.00,13.24,-39.40,-20.64,52.08,34.62,1.93,-62.02,49.71,9.48,24.91,-49.46,36.38,14.80,6.10,-47.97,23.26,34.54,-17.81,7.76,20.28,-12.66,-8.84,-28.36,15.96
IncomeOtherOperatingIncome,1000,19000,25000,19000,,9000,9000,6000,,35000,143000,15000,310000,1240000,272000,879000,383000,625000,294000,997000,1112000,613000,425000,1271000,540000,480000,822000,823000,1314000,446000,692000,653000,565000,2181000,582000,1280000,872000,1624000,1189000,18738000,973000,1371000,1201000,1940000,1339000,1268000,1068000,8346000,2815000,4894000
IncomeOtherOperatingIncome_yy,,,,,-100.00,-52.63,-64.00,-68.42,,288.89,1488.89,150.00,,3442.86,90.21,5760.00,23.55,-49.60,8.09,13.42,190.34,-1.92,44.56,27.48,-51.44,-21.70,93.41,-35.25,143.33,-7.08,-15.82,-20.66,-57.00,389.01,-15.90,96.02,54.34,-25.54,104.30,1363.91,11.58,-15.58,1.01,-89.65,37.62,-7.51,-11.07,330.21,110.23,285.96
IncomeOtherOperatingIncome_sy,,,,,132.56,-25.08,19.04,32.62,,22.35,-6.38,61.32,,-0.47,-5.52,-10.80,65.19,5.00,63.77,21.74,81.36,71.93,44.56,-37.46,-27.67,-21.70,61.53,5.88,14.56,-7.08,-35.00,6.37,-24.50,-15.38,-6.41,-31.46,-26.92,69.84,7.70,8.85,33.02,3.13,0.56,-8.66,-3.75,-10.63,22.22,-0.80,8.03,21.13
IncomeOtherOperatingIncome_qq,,1800.00,31.58,-24.00,-100.00,,,-33.33,-100.00,,308.57,-89.51,1966.67,300.00,-78.06,223.16,-56.43,63.19,-52.96,239.12,11.53,-44.87,-30.67,199.06,-57.51,-11.11,71.25,0.12,59.66,-66.06,55.16,-5.64,-13.48,286.02,-73.31,119.93,-31.88,86.24,-26.79,1475.95,-94.81,40.90,-12.40,61.53,-30.98,-5.30,-15.77,681.46,-66.27,73.85
IncomeOtherOperatingIncome_sq,,586.16,-73.46,-12.17,-67.57,,,53.23,-67.89,,-33.44,169.59,-75.48,33.99,-29.81,186.67,-48.10,-31.83,64.95,239.12,-12.01,-17.88,-3.90,58.14,-22.90,42.22,11.76,36.24,20.41,3.39,-10.46,102.76,-70.72,17.90,4.36,137.19,-61.76,90.44,-33.92,110.76,-61.16,66.24,-50.31,125.10,-54.52,9.22,-7.37,20.44,-39.53,-15.38
IncomeOtherOperatingCosts,3000,18000,32000,81000,7000,3000,8000,113000,5000,15000,79000,18000,279000,272000,310000,798000,299000,168000,262000,1251000,689000,46000,393000,597000,203000,940000,669000,733000,89000,135000,382000,1406000,735000,833000,366000,287000,150000,404000,347000,1162000,130000,108000,339000,794000,190000,75000,83000,8326000,615000,3505000
IncomeOtherOperatingCosts_yy,,,,,133.33,-83.33,-75.00,39.51,-28.57,400.00,887.50,-84.07,5480.00,1713.33,292.41,4333.33,7.17,-38.24,-15.48,56.77,130.43,-72.62,50.00,-52.28,-70.54,1943.48,70.23,22.78,-56.16,-85.64,-42.90,91.81,725.84,517.04,-4.19,-79.59,-79.59,-51.50,-5.19,304.88,-13.33,-73.27,-2.31,-31.67,46.15,-30.56,-75.52,948.61,223.68,4573.33
IncomeOtherOperatingCosts_sy,,,,,99.50,-13.40,51.85,22.20,16.43,75.00,28.27,12.83,18.81,-35.87,108.59,-24.91,0.80,49.98,-15.48,51.37,56.32,30.10,28.84,29.00,81.04,95.27,90.86,56.46,-18.51,-59.88,-29.70,10.42,0.15,3.16,-1.30,-35.78,-34.38,-5.82,-32.61,-8.13,41.53,31.50,-31.34,9.49,-8.56,-37.90,13.90,29.14,8.42,39.83
IncomeOtherOperatingCosts_qq,,500.00,77.78,153.12,-91.36,-57.14,166.67,1312.50,-95.58,200.00,426.67,-77.22,1450.00,-2.51,13.97,157.42,-62.53,-43.81,55.95,377.48,-44.92,-93.32,754.35,51.91,-66.00,363.05,-28.83,9.57,-87.86,51.69,182.96,268.06,-47.72,13.33,-56.06,-21.58,-47.74,169.33,-14.11,234.87,-88.81,-16.92,213.89,134.22,-76.07,-60.53,10.67,9931.33,-92.61,469.92
IncomeOtherOperatingCosts_sq,,390.96,-68.20,204.78,-71.58,103.27,-50.53,394.74,-78.74,174.90,-58.40,472.21,-78.59,73.07,17.88,109.48,-74.97,145.81,-4.46,203.16,-71.11,123.76,-37.86,209.52,-68.07,200.57,-22.99,111.82,-71.49,152.33,-41.36,265.99,-72.15,88.79,-30.10,140.51,-73.70,91.56,-50.39,395.41,-78.84,104.78,-39.39,193.68,-69.43,47.51,6.46,316.28,-63.25,33.19
IncomeEBIT,280000,384000,648000,773000,1039000,1666000,2757000,2446000,3597000,3746000,4298000,2628000,5179000,5025000,2038000,1387000,1052000,2891000,3225000,3422000,3701000,4875000,7381000,5317000,3032000,2031000,2106000,-769000,2597000,2395000,3518000,652000,618000,4172000,5013000,6763000,1928000,5831000,12807000,23192000,-619000,6843000,5442000,2712000,3148000,4669000,2711000,-757000,3702000,3749000
IncomeEBIT_yy,,,,,271.07,333.85,325.46,216.43,246.20,124.85,55.89,7.44,43.98,34.14,-52.58,-47.22,-79.69,-42.47,58.24,146.72,251.81,68.63,128.87,55.38,-18.08,-58.34,-71.47,-114.46,-14.35,17.92,67.05,184.79,-76.20,74.20,42.50,937.27,211.97,39.77,155.48,242.92,-132.11,17.36,-57.51,-88.31,608.56,-31.77,-50.18,-127.91,17.60,-19.70
IncomeEBIT_sy,,,,,106.23,68.82,30.16,97.40,56.31,31.54,73.41,36.78,-19.92,31.60,-42.86,5.46,-42.49,-19.90,-5.18,3.50,-21.27,-23.78,-3.58,9.45,11.48,-48.12,-36.43,-61.52,-68.82,70.00,0.68,81.60,13.45,7.19,26.26,32.42,46.74,44.98,24.46,-18.12,3.96,-4.32,-16.41,-34.60,-12.55,-4.66,9.75,-43.52,-0.33,-7.48
IncomeEBIT_qq,,37.14,68.75,19.29,34.41,60.35,65.49,-11.28,47.06,4.14,14.74,-38.86,97.07,-2.97,-59.44,-31.94,-24.15,174.81,11.55,6.11,8.15,31.72,51.41,-27.96,-42.98,-33.01,3.69,-136.51,437.71,-7.78,46.89,-81.47,-5.21,575.08,20.16,34.91,-71.49,202.44,119.64,81.09,-102.67,1205.49,-20.47,-50.17,16.08,48.32,-41.94,-127.92,589.04,1.27
IncomeEBIT_sq,,55.04,56.72,-33.53,25.05,34.21,9.83,-22.85,11.24,20.36,19.56,-36.33,-34.36,67.26,-11.77,21.78,-73.73,137.12,3.28,13.86,-59.41,46.41,34.50,-9.14,-45.13,-13.87,35.10,-65.13,2.54,74.61,18.88,-3.50,-27.26,29.32,10.08,82.28,-57.87,113.19,19.04,-3.08,-28.96,24.14,29.98,-35.55,23.40,25.79,-6.52,-18.46,-27.58,15.30
IncomeFinanceIncome,6000,-3000,9000,53000,211000,151000,457000,454000,320000,202000,125000,127000,18000,-4000,60000,468000,1498000,-1449000,7000,40000,99000,128000,31000,25000,665000,-272000,414000,124000,87000,13000,51000,17000,685000,43000,15000,-1000,342000,-306000,167000,442000,69000,398000,-142000,-84000,34000,1000,0,138000,,7000
IncomeFinanceIncome_yy,,,,,3416.67,5133.33,4977.78,756.60,51.66,33.77,-72.65,-72.03,-94.37,-101.98,-52.00,268.50,8222.22,-36125.00,-88.33,-91.45,-93.39,108.83,342.86,-37.50,571.72,-312.50,1235.48,396.00,-86.92,104.78,-87.68,-86.29,687.36,230.77,-70.59,-105.88,-50.07,-811.63,1013.33,44300.00,-79.82,230.07,-185.03,-119.00,-50.72,-99.75,100.00,264.29,-100.00,600.00
IncomeFinanceIncome_sy,,,,,-23.42,13.94,203.22,143.18,70.64,66.70,79.30,52.33,123.21,-33.21,-54.68,-59.32,-40.45,-5.92,-22.00,14.80,-1.37,37.14,92.69,-2.21,8.02,-8.33,-29.42,-34.34,-34.94,87.50,-66.96,-31.54,4.41,-36.00,-40.67,44.88,-15.10,-10.07,-5.22,-10.09,-14.82,106.66,-39.90,31.26,-41.62,-63.32,8.44,-22.39,-5.87,141.79
IncomeFinanceIncome_qq,,-150.00,400.00,488.89,298.11,-28.44,202.65,-0.66,-29.52,-36.88,-38.12,1.60,-85.83,-122.22,1600.00,680.00,220.09,-196.73,100.48,471.43,147.50,29.29,-75.78,-19.35,2560.00,-140.90,252.21,-70.05,-29.84,-85.06,292.31,-66.67,3929.41,-93.72,-65.12,-106.67,34300.00,-189.47,154.58,164.67,-84.39,476.81,-135.68,40.85,140.48,-97.06,-100.00,,-100.00,
IncomeFinanceIncome_sq,,8.05,-30.44,151.84,-25.52,42.92,13.82,133.33,-33.84,29.16,-13.18,114.79,-38.51,-48.46,-4.61,-3.60,27.84,-16.19,-11.62,16.35,28.02,-11.34,20.66,-12.03,45.75,-40.52,2.02,-6.95,-9.88,23.39,-67.98,28.62,10.85,-2.26,-21.88,31.97,24.19,-29.22,,33.50,38.18,-8.62,-60.33,50.00,-33.45,-12.56,-10.00,,-30.82,
IncomeFinanceCosts,72000,52000,36000,144000,111000,114000,152000,179000,236000,190000,279000,864000,5440000,1340000,-296000,1746000,3084000,2932000,501000,2558000,1874000,2001000,3470000,1740000,1515000,1493000,1528000,1420000,1410000,1197000,1102000,1055000,1103000,1188000,1279000,1381000,1499000,807000,1167000,1449000,1075000,1111000,1198000,1053000,1164000,1010000,1205000,5555000,1056000,1436000
IncomeFinanceCosts_yy,,,,,54.17,119.23,322.22,24.31,112.61,66.67,83.55,382.68,2205.08,605.26,-206.09,102.08,-43.31,118.81,269.26,46.51,-39.23,-31.75,592.61,-31.98,-19.16,-25.39,-55.97,-18.39,-6.93,-19.83,-27.88,-25.70,-21.77,-0.75,16.06,30.90,35.90,-32.07,-8.76,4.92,-28.29,37.67,2.66,-27.33,8.28,-9.09,0.58,427.54,-9.28,42.18
IncomeFinanceCosts_sy,,,,,55.52,69.04,15.30,106.37,44.96,62.34,29.57,163.92,101.51,-5.74,-8.65,-49.75,-6.96,31.48,20.00,31.10,-6.49,37.72,74.95,26.70,12.42,45.63,12.32,-6.49,-33.67,-19.83,-36.89,-30.80,-26.86,-36.36,17.32,7.68,8.88,-31.68,-25.08,-25.92,1.32,37.67,-1.21,-9.53,15.44,-17.68,-14.07,-4.99,-6.91,24.44
IncomeFinanceCosts_qq,,-27.78,-30.77,300.00,-22.92,2.70,33.33,17.76,31.84,-19.49,46.84,209.68,529.63,-75.37,-122.09,689.86,76.63,-4.93,-82.91,410.58,-26.74,6.78,73.41,-49.86,-12.93,-1.45,2.34,-7.07,-0.70,-15.11,-7.94,-4.26,4.55,7.71,7.66,7.97,8.54,-46.16,44.61,24.16,-25.81,3.35,7.83,-12.10,10.54,-13.23,19.31,361.00,-80.99,35.98
IncomeFinanceCosts_sq,,48.50,8.86,64.83,-22.92,44.10,-35.70,128.03,-49.93,29.60,-28.71,208.88,-11.80,-26.90,1.99,6.10,22.23,-12.22,-0.46,27.03,5.32,-2.49,19.30,3.45,8.76,10.88,-2.95,2.47,-25.95,27.09,-39.55,46.01,-15.92,9.38,7.66,23.91,-28.11,-20.45,25.27,23.89,-14.11,5.12,-2.98,5.92,-4.26,-14.40,-15.33,41.07,-21.70,27.78
IncomeOtherIncome,,,-50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,230.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,91.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,214000,329000,571000,732000,1139000,1703000,3062000,2721000,3681000,3758000,4144000,1891000,-243000,3681000,2394000,109000,-534000,-1490000,2731000,904000,1926000,3002000,3942000,3602000,2182000,266000,992000,-2065000,1274000,1211000,2467000,-386000,200000,3027000,3749000,5381000,771000,4718000,11807000,22185000,-1625000,6130000,4102000,1575000,2018000,3660000,1506000,-6174000,2646000,2320000
IncomeNetGrossProfit_yy,,,,,432.24,417.63,436.25,271.72,223.18,120.67,35.34,-30.50,-106.60,-2.05,-42.23,-94.24,-119.75,-140.48,14.08,729.36,460.67,301.48,44.34,298.45,13.29,-91.14,-74.84,-157.33,-41.61,355.26,148.69,81.31,-84.30,149.96,51.97,1494.04,285.50,55.86,214.94,312.28,-310.77,29.93,-65.26,-92.90,224.18,-40.29,-63.29,-492.00,31.12,-36.61
IncomeNetGrossProfit_sy,,,,,192.10,87.61,47.00,127.55,43.09,19.61,55.55,22.41,-22.44,33.06,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeNetGrossProfit_qq,,53.74,73.56,28.20,55.60,49.52,79.80,-11.14,35.28,2.09,10.27,-54.37,-112.85,1614.81,-34.96,-95.45,-589.91,-179.03,283.29,-66.90,113.05,55.87,31.31,-8.63,-39.42,-87.81,272.93,-308.17,161.69,-4.95,103.72,-115.65,151.81,1413.50,23.85,43.53,-85.67,511.93,150.25,87.90,-107.32,477.23,-33.08,-61.60,28.13,81.37,-58.85,-509.96,142.86,-12.32
IncomeNetGrossProfit_sq,,72.46,42.92,-6.94,4.05,45.42,23.96,-11.14,13.45,1.34,20.05,-38.03,-43.76,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,214000,329000,571000,732000,1139000,1703000,3062000,2721000,3681000,3758000,4144000,1891000,-243000,3681000,2394000,109000,-534000,-1490000,2731000,904000,1926000,3002000,3942000,3602000,2182000,266000,992000,-2065000,1274000,1211000,2467000,-386000,200000,3027000,3749000,5381000,771000,4718000,11807000,22185000,-1625000,6130000,4102000,1575000,2018000,3660000,1506000,-6174000,2646000,2320000
IncomeBeforeTaxProfit_yy,,,,,432.24,417.63,436.25,271.72,223.18,120.67,35.34,-30.50,-106.60,-2.05,-42.23,-94.24,-119.75,-140.48,14.08,729.36,460.67,301.48,44.34,298.45,13.29,-91.14,-74.84,-157.33,-41.61,355.26,148.69,81.31,-84.30,149.96,51.97,1494.04,285.50,55.86,214.94,312.28,-310.77,29.93,-65.26,-92.90,224.18,-40.29,-63.29,-492.00,31.12,-36.61
IncomeBeforeTaxProfit_sy,,,,,192.10,87.61,47.00,127.55,43.09,19.61,55.55,22.41,-22.44,33.06,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeBeforeTaxProfit_qq,,53.74,73.56,28.20,55.60,49.52,79.80,-11.14,35.28,2.09,10.27,-54.37,-112.85,1614.81,-34.96,-95.45,-589.91,-179.03,283.29,-66.90,113.05,55.87,31.31,-8.63,-39.42,-87.81,272.93,-308.17,161.69,-4.95,103.72,-115.65,151.81,1413.50,23.85,43.53,-85.67,511.93,150.25,87.90,-107.32,477.23,-33.08,-61.60,28.13,81.37,-58.85,-509.96,142.86,-12.32
IncomeBeforeTaxProfit_sq,,72.46,42.92,-6.94,4.05,45.42,23.96,-11.14,13.45,1.34,20.05,-38.03,-43.76,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,0,0,,,-622000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,100.00,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,100.96,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,100.96,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,181000,288000,473000,738000,972000,1380000,2644000,2213000,3277000,2991000,3356000,1550000,-403000,2684000,1172000,-904000,-942000,-1356000,1682000,1172000,1597000,2426000,3172000,2850000,1743000,134000,753000,-1616000,1011000,952000,2017000,-300000,151000,2390000,2904000,4566000,603000,3815000,9459000,19776000,-961000,6597000,2896000,1237000,1569000,3084000,1109000,-5237000,2141000,1757000
IncomeNetProfit_yy,,,,,437.02,379.17,458.99,199.86,237.14,116.74,26.93,-29.96,-112.30,-10.26,-65.08,-158.32,-133.75,-150.52,43.52,229.65,269.53,278.91,88.59,143.17,9.14,-94.48,-76.26,-156.70,-42.00,610.45,167.86,81.44,-85.06,151.05,43.98,1622.00,299.34,59.62,225.72,333.11,-259.37,72.92,-69.38,-93.74,263.27,-53.25,-61.71,-523.36,36.46,-43.03
IncomeNetProfit_sy,,,,,205.73,61.14,83.69,139.93,48.31,19.00,37.90,-4.75,-38.27,30.68,-25.75,5.17,-24.38,-22.44,-6.62,31.48,-10.90,-38.46,-12.99,8.36,11.20,-28.82,-39.82,-60.50,-65.52,-1.36,31.46,60.90,9.95,7.85,15.31,-9.46,64.50,43.48,39.61,-8.69,3.66,9.76,4.69,-35.96,1.69,-6.78,8.60,-22.55,12.64,-37.60
