,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,1136000,1320000,1821000,2760000,4911000,3210000,2535000,4839000,5558000,3106000,4248000,5998000,5032000,4224000,-292000,4899000,3496000,296000,4091000,4545000,4979000,1537000,729000,9168000,3493000,-592000,907000,735000,5069000,-214000,1213000,2441000,1601000,-117000,100000,4734000,2357000,-755000,3035000,4814000,2908000,-1110000,521000,1670000,2789000,372000,3594000,597000,2718000,235000,3931000
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1136000,1320000,1821000,2760000,4911000,3210000,2535000,4839000,5558000,3106000,4248000,5998000,5032000,4224000,-292000,4899000,3496000,296000,4091000,4545000,4979000,1537000,729000,9168000,3493000,-592000,907000,735000,5069000,-214000,1213000,2441000,1601000,-117000,100000,4734000,2357000,-755000,3035000,4814000,2908000,-1110000,521000,1670000,2789000,372000,3594000,597000,2718000,235000,3931000
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,1474000,1131000,1536000,2317000,3409000,2421000,1603000,3955000,4431000,2469000,3266000,4684000,3799000,3120000,-757000,3764000,2893000,101000,3465000,3556000,3862000,1079000,263000,7844000,2492000,-758000,581000,410000,4085000,-212000,1259000,2088000,1360000,-126000,144000,4525000,1621000,-514000,3012000,4498000,1418000,-473000,245000,1516000,2002000,731000,3323000,726000,2244000,359000,3490000
IncomeShareholderNetProfit,1425000,1131000,1536000,2317000,3409000,2421000,1603000,3955000,4431000,2480000,3235000,4647000,3834000,3128000,-733000,3738000,2915000,123000,3500000,3599000,3777000,1148000,320000,7712000,2514000,-729000,571000,409000,4027000,-204000,1289000,2072000,1277000,-111000,165000,4559000,1614000,-468000,2987000,4500000,1468000,-441000,284000,1636000,1811000,731000,3323000,726000,2244000,359000,3490000
BalanceNoncurrentAssets,33886000,34814000,,35366000,35577000,,56146000,60406000,64244000,71024000,71302000,71597000,72083000,71161000,73189000,85943000,85044000,88221000,88227000,88055000,88121000,87267000,87832000,87015000,85906000,85146000,84669000,85213000,84212000,83069000,82267000,80625000,78970000,77909000,76483000,75232000,73082000,72442000,73138000,74653000,73141000,72083000,70495000,69313000,68329000,414000,408000,,382000,373000,
BalanceIntangibleAssets,443000,523000,503000,522000,539000,603000,535000,528000,1219000,1004000,931000,879000,812000,763000,856000,756000,761000,665000,592000,541000,668000,633000,748000,689000,765000,705000,619000,518000,496000,476000,413000,388000,432000,405000,409000,486000,541000,696000,681000,30247000,31047000,,32077000,32479000,,53551000,57664000,61623000,68339000,69023000,69320000
BalanceProperty,69810000,68931000,70170000,83191000,82249000,85270000,85697000,85532000,85516000,84637000,85494000,84454000,83226000,82520000,81768000,82355000,81149000,79778000,79270000,77625000,75948000,74882000,73627000,71824000,69941000,69621000,70538000,71845000,70312000,68862000,67432000,65826000,64933000,116000,110000,,112000,109000,,101000,253000,276000,210000,205000,168000,112000,110000,118000,324000,330000,457000
BalanceNoncurrentReceivables,259000,239000,246000,131000,127000,133000,131000,42000,123000,123000,120000,120000,120000,,,,,,,,139000,139000,138000,7000,162000,,7000,7000,,7000,7000,7000,7000,7000,7000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
BalanceNoncurrInvestments,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,301000,1000,1000,1000,3102000,3087000,,2788000,2609000,,2044000,1959000,1835000,1946000,1528000,1499000,1625000,1591000,1681000,1423000,1533000,1614000,1458000,1520000,1502000,1742000,1449000,1762000,1956000,2042000,2109000,2101000,2194000,2481000,2111000,2294000,2402000,2508000
BalanceOtherNoncurrentAssets,2359000,2931000,2727000,2432000,2167000,2402000,2419000,2434000,2382000,2651000,2576000,64089000,55426000,,75205000,106298000,,103768000,94045000,94631000,92948000,90808000,87456000,98729000,92024000,101118000,92849000,89324000,90254000,98249000,92345000,95494000,97088000,102478000,93645000,95999000,100182000,103586000,101518000,102673000,111089000,105626000,110074000,117275000,107412000,110810000,110354000,111266000,102400000,106972000,105072000
BalanceCurrentAssets,111649000,109253000,114982000,119405000,122814000,19329000,23304000,,22937000,25498000,,26851000,30040000,31225000,27308000,30071000,28735000,28828000,29280000,27287000,32379000,33297000,34343000,33306000,33323000,34686000,35938000,34681000,37782000,37947000,37804000,28560000,32894000,37021000,41578000,34962000,37699000,41449000,40539000,36712000,39803000,40403000,39283000,35089000,39750000,39252000,40363000,38371000,45222000,51068000,60000
BalanceInventory,54000,,48000,37000,,53859000,72000,70000,50063000,198000,114000,41806000,33971000,44216000,49916000,40005000,43190000,50234000,41297000,42515000,46422000,53159000,39156000,41290000,45767000,53467000,42939000,44139000,48987000,48234000,45194000,46201000,52821000,53506000,43989000,44764000,46283000,53302000,44345000,56173000,46609000,54106000,46022000,50132000,22000,5000,,,,0,0
BalanceCurrentReceivables,,,2018000,2058000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840000,3879000,,1585000,2642000,,23058000,20492000,15740000,13559000,18906000,20187000,28095000
BalanceCurrentInvestments,28773000,29615000,10554000,16022000,12721000,14709000,17725000,18293000,14728000,14638000,16707000,16762000,16611000,21559000,25685000,21513000,20524000,22430000,27181000,29625000,14052000,20592000,26562000,26099000,16834000,18581000,20977000,16224000,22281000,22505000,28161000,21614000,40838000,28184000,,50635000,78121000,,43441000,47596000,,39575000,38420000,,,,,,,,
BalanceCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,3264000,,97975000,90240000,,110571000,141875000,,159914000,154451000,158875000,163972000,162110000,159053000,170812000,163185000,174307000,178792000,174368000,178475000,186476000,180400000,183615000,184355000,190310000,180660000,181905000,185328000,188255000
BalanceAssetsForSale,186731000,186885000,194158000,187893000,190699000,196245000,185321000,187293000,185586000,184348000,174842000,180110000,179725000,184790000,181336000,188741000,188718000,191143000,46397000,47554000,,62809000,101103000,,111197000,113675000,116925000,125486000,128495000,127659000,134461000,134752000,133874000,141360000,142494000,138525000,148898000,148131000,144438000,144851000,148858000,148698000,147833000,149892000,151095000,150978000,148973000,153537000,155185000,154697000,142706000
BalanceTotalAssets,147199000,148571000,148128000,137705000,139334000,141174000,141905000,145229000,145956000,148056000,148416000,136905000,12000000,12000000,,12000000,14145000,,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000,14145000
BalanceCapital,14145000,14145000,14145000,14145000,14145000,14145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,31778000,31804000,,44396000,78124000,,83158000,83156000,92488000,92569000,92450000,104180000,104329000,104497000,109934000,110044000,110030000,116320000,116467000,116429000,123845000,123849000,123829000,124617000,126142000,126129000,125689000,126086000,126977000,126982000,126979000,126041000,114144000,114137000,114042000,113755000,113951000,113945000,113973000,113973000,120171000,120172000,120028000,120029000,109802000
BalanceOwnShares,197000,,,0,0,,,76000,65000,96000,98000,90000,237000,234000,211000,194000,243000,178000,116000,255000,213000,231000,233000,285000,291000,258000,269000,340000,323000,293000,261000,266000,213000,246000,241000,196000,164000,128000,5000,,,,14670000,15470000,,8134000,7938000,,7470000,7294000,7105000
BalanceReserve,6974000,6927000,6912000,7236000,7382000,7418000,7823000,7984000,8109000,8349000,8494000,9422000,9542000,9340000,9382000,9446000,9459000,9402000,9356000,9346000,9326000,9078000,8971000,8934000,9232000,8638000,8549000,8472000,8800000,8495000,8337000,8005000,7951000,7713000,7423000,7496000,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9795000,10607000,,2700000,2445000,,1384000,1079000,757000,302000,,,,,
BalanceNoncurrentLiabilities,,,,,,,812000,,,0,,,,,,,,257000,242000,251000,232000,630000,1162000,1162000,960000,960000,755000,790000,940000,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4875000,4863000,,5434000,5493000,,6086000,6215000,6348000,6672000,6927000,6912000,7236000,7382000,7418000,7823000,7984000,8109000,8349000,8494000,9422000,8730000
BalanceNoncurrentObligations,9340000,9382000,9446000,9459000,9402000,9356000,9346000,9326000,9078000,8971000,8934000,8975000,8396000,8298000,8240000,8170000,7333000,7175000,7045000,6991000,6958000,6633000,6556000,36711000,27216000,,39628000,32834000,,41171000,33417000,34749000,31414000,26598000,24245000,28881000,20840000,32821000,29366000,23712000,31725000,28974000,23562000,29524000,29729000,31827000,22289000,24368000,25708000,27418000,26074000
BalanceNoncurrentLeasing,28273000,31034000,23364000,26818000,44359000,28649000,29888000,28745000,38043000,26703000,30441000,29483000,31556000,27429000,32972000,32879000,46742000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,,,,,,,,,,,,,,,3883000,3959000,,7094000,4624000,,3160000,4417000,4761000,1300000,1419000,999000,764000,794000,226000,267000,652000,389000,374000,355000,30000,280000,0,0,,,,,,,,62000,63000,71000
BalanceCurrentLiabilities,72000,103000,398000,299000,402000,303000,407000,324000,608000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,3500000,2394000,,4532000,3820000,,5179000,3383000,4005000,5947000,3687000,3449000,3664000,3501000,3778000,2586000,2533000,2655000,3121000,2798000,2775000,3026000,2860000,3926000,2885000,3094000,4087000,3383000,3886000,4834000,3674000,3664000,3932000,4322000,5442000,5138000,4511000,4174000,4863000,4692000,4567000,4389000
BalanceCurrentObligations,4678000,4654000,4358000,29328000,20863000,,28002000,24390000,,32832000,25617000,25983000,24167000,21492000,19797000,24453000,16545000,28817000,26513000,20527000,28681000,25479000,20409000,26719000,26423000,28967000,18363000,21483000,22614000,23331000,22691000,24387000,26200000,19690000,23154000,40427000,24265000,24383000,23536000,33460000,22426000,25180000,24492000,26587000,22737000,27887000,27901000,41776000,97975000,90240000,0
BalanceCurrentLeasing,0,110571000,141875000,0,0,159914000,154451000,158875000,0,163972000,162110000,159053000,0,170812000,163185000,174307000,0,178792000,174368000,178475000,0,186476000,180400000,183615000,184355000,190310000,180660000,181905000,185328000,188255000,186731000,186885000,194158000,187893000,190699000,196245000,185321000,187293000,185586000,184348000,174842000,180110000,179725000,184790000,181336000,188741000,188718000,191143000,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-2348000,1110000,3229000,1265000,-5630000,7075000,302000,7075000,-1622000,4778000,135000,8140000,5380000,7685000,2298000,5865000,4172000,1112000,2430000,51000,2807000,7562000,-589000,6552000,4082000,4949000,1830000,1274000,3598000,3320000,1001000,3121000,6371000,6525000,-2954000,1635000,3716000,5207000,2943000,259000,8134000,6340000,66000,3227000,4028000,5903000,-3184000,3609000,6942000,3100000,-6215000
CashflowAmortization,1304000,853000,954000,934000,987000,1026000,983000,1059000,1158000,1099000,1192000,1311000,1380000,1421000,1481000,1532000,1531000,1551000,1540000,1543000,1614000,1666000,1921000,1979000,1937000,1961000,1956000,1892000,1899000,2023000,2049000,1974000,1984000,2068000,2166000,2153000,2164000,2222000,2219000,2234000,2125000,2138000,2134000,2068000,2114000,2189000,2215000,2342000,2309000,2432000,2372000
CashflowInvestingCashflow,-1017000,-1625000,-659000,-2250000,-724000,-1332000,-5909000,-11017000,-3435000,-8213000,-4794000,-6224000,-5413000,-2126000,-582000,-1221000,-656000,-458000,-1018000,-7629000,-9940000,-2479000,-2439000,-3053000,-1284000,-1643000,-1202000,-801000,-3406000,-1250000,-946000,-1130000,-1423000,-2395000,-1222000,-481000,-1810000,-456000,-499000,-818000,-1575000,-385000,-473000,-1577000,-1992000,-3397000,-1459000,2557000,-6608000,2678000,-55000
CashflowCapex,1322000,1672000,790000,2335000,666000,1454000,5938000,11067000,3538000,8066000,5002000,6248000,3414000,2163000,2680000,1231000,757000,482000,1041000,7654000,10172000,2504000,2440000,3053000,1294000,1643000,1208000,810000,3412000,1510000,942000,1162000,1427000,2641000,1173000,581000,1876000,610000,417000,954000,1575000,489000,483000,1670000,2674000,3415000,1472000,-2542000,6618000,918000,362000
CashflowFinancingCashflow,2278000,554000,-444000,-428000,3347000,-4686000,36529000,-366000,-1141000,869000,-93000,-165000,-3899000,-212000,-435000,-324000,72000,24000,-570000,-4514000,164000,385000,-273000,-4304000,-5000,-290000,-60000,-4038000,-282000,-1000,0,-2142000,-1000,,-2143000,0,,,-15014000,-19000,15000,-56000,-10915000,-289000,-110000,-110000,-109000,-110000,-122000,-277000,0
CashflowShareCapitalCash,,0,0,1147000,35871000,0,149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,0,,,4286000,0,,,4272000,14000,,4286000,0,,,2142000,1000,,2143000,0,,,15002000,0,,,10716000,0,,,,,,-1327000,39000,2126000,-1413000,-3007000,1057000,30922000,-4308000
CashflowNetCashflow,-6198000,-2566000,-4752000,1751000,-3932000,5347000,1281000,4320000,3588000,678000,842000,-12132000,-6929000,5468000,-3301000,-805000,2793000,3016000,568000,-3565000,-90000,2069000,55000,-151000,4947000,4130000,-4176000,-989000,1906000,4751000,2444000,-15573000,6540000,5970000,-463000,-9265000,1747000,2396000,-4753000,6057000,224000,5656000,-6547000,,,,,,,,
