,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1
IncomeOtherIncome,,,,,,,,,,,,,,,,0,,,,,0,0,0,355000,496000,140000,217000,246000,-336000,-7183000,-29226000,-3028000,18898000,15198000,-2827000,13000,-6507000,-1014000,-1719000,5255000,-334000,-9000,0,668000,3896000,-181000,-945000,-1401000,-1215000
IncomeNetGrossProfit,-92000,1388000,73000,-814000,2676000,140000,-81000,73000,-49000,294000,18040000,-3709000,131000,-141000,-1166000,-1824000,-1375000,-10828000,17940000,6649000,10399000,14478000,6902000,-3382000,-925000,1728000,-994000,-260436000,-5063000,-46627000,-8583000,42314000,1115000,-4691000,-483000,-7566000,-94000,-473000,-1994000,2666000,-455000,-165000,26000,-6564000,3908000,,,,10000
IncomeExtraordinarProfit,0,0,0,-2000,-93000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-181000,-945000,-1401000,-1205000,-92000
IncomeBeforeTaxProfit,1388000,73000,-816000,2583000,140000,-81000,73000,-49000,294000,18040000,-3709000,131000,-141000,-1166000,-1824000,-1375000,-10828000,17940000,6649000,10399000,14478000,6902000,-3382000,-925000,1728000,-994000,-260436000,-5063000,-46627000,-8583000,42314000,1115000,-4691000,-483000,-7566000,-94000,-473000,-1994000,2666000,-455000,-165000,26000,-6564000,3908000,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,0,0,0,0,592000,88000,33000,91000,92000,,,,,,,,,,,,,,,,,,-235000,-991000,-1448000,-1104000,-102000,1299000,34000,-745000,2516000
IncomeNetProfit,1008000,-79000,65000,57000,230000,14517000,-3093000,101000,3121000,-1173000,-1194000,-1521000,-11456000,17536000,7350000,10384000,14659000,6993000,-3273000,-925000,1564000,-994000,-261869000,-5063000,-46657000,-8872000,42325000,1100000,-4661000,-483000,-7708000,-94000,-618000,-1994000,2666000,-455000,-165000,26000,-6564000,3908000,-224000,-929000,-1247000,-1177000,-53000,1245000,28000,-867000,2522000
IncomeShareholderNetProfit,996000,-96000,45000,36000,241000,14536000,-3160000,90000,3122000,-1185000,-1199000,-1512000,-11485000,16827000,6212000,10196000,15084000,6992000,-3184000,-927000,1614000,-964000,-261950000,-5058000,-46346000,-2352000,42201000,1100000,-4661000,-483000,-7708000,-94000,-618000,-1994000,2666000,-455000,-165000,26000,-6564000,3908000,,,,,,,,,
BalanceNoncurrentAssets,7187000,7081000,8834000,8739000,8534000,10576000,8259000,11853000,15584000,75538000,15360000,59848000,59583000,59272000,58206000,58044000,63491000,107576000,79767000,71709000,84252000,126644000,133929000,118079000,77817000,64719000,53645000,53348000,51331000,22265000,20658000,20606000,15468000,15415000,16356000,10886000,11507000,11468000,11577000,11542000,9639000,11027000,960000,1007000,955000,936000,901000,2957000,846000
BalanceIntangibleAssets,2837000,2719000,2662000,2600000,25271000,25188000,25261000,25121000,24928000,16011000,31737000,28129000,16651000,17391000,37124000,39909000,30442000,1947000,1890000,1846000,1778000,1003000,881000,862000,844000,825000,806000,788000,769000,751000,732000,714000,695000,165000,138000,5701000,5550000,7392000,7321000,7239000,7195000,7061000,7813000,11626000,11745000,11475000,32495000,32318000,32225000
BalanceProperty,30927000,31049000,32932000,73558000,47981000,47872000,46210000,66915000,67151000,66945000,66351000,66510000,47766000,47624000,45759000,13259000,13225000,13191000,13492000,13458000,14392000,8941000,9928000,9908000,9892000,9876000,8246000,9661000,26000,26000,,,,,,,0,0,0,,45000,45000,45000,45000,45000,45000,66000,67000,401000
BalanceNoncurrentReceivables,3498000,3454000,3414000,3239000,2450000,223000,1283000,1289000,2100000,2100000,2100000,2100000,,,,,,,4000,4000,4000,4000,4000,4000,4000,4000,4000,59784000,4000,4000,4000,4000,4000,4000,13036000,0,1375000,4642000,15184000,17167000,21247000,15261000,6987000,-3986000,2645000,2611000,2353000,5938000,4335000
BalanceNoncurrInvestments,4335000,758000,758000,742000,742000,235000,235000,232000,232000,343000,343000,496000,494000,483000,478000,390000,420000,348000,1199000,1235000,1347000,1281000,2033000,2028000,1737000,2109000,2018000,1467000,2215000,2215000,2143000,1969000,1984000,2208000,2192000,82000,82000,105000,46000,116000,87000,136000,136000,393000,393000,434000,434000,593000,593000
BalanceOtherNoncurrentAssets,739000,739000,885000,885000,12890000,12856000,12736000,9664000,9495000,22623000,19458000,15956000,14063000,11905000,12582000,25659000,24616000,19635000,15563000,17430000,30478000,53166000,89715000,103516000,121010000,130443000,146375000,277586000,63695000,138636000,92055000,92296000,62838000,71732000,37292000,37233000,36060000,36585000,32832000,32968000,29524000,29530000,29446000,26350000,21360000,27089000,6084000,5594000,5168000
BalanceCurrentAssets,5415000,4995000,2596000,4152000,1830000,1718000,1915000,2582000,7747000,6549000,6932000,5651000,4723000,5915000,5531000,3316000,3049000,2140000,3181000,3493000,2624000,1143000,1080000,616000,590000,,,,,,,,,,,6591000,6886000,6448000,3646000,4155000,3683000,4284000,4054000,4078000,4351000,4839000,13264000,13152000,7970000
BalanceInventory,5321000,6337000,8299000,32698000,74671000,90758000,40999000,42864000,35273000,44484000,6475000,20962000,35462000,75174000,48294000,19277000,9837000,9950000,11899000,11919000,11987000,11888000,9076000,8951000,8727000,5880000,81000,1470000,,,,,,,,0,0,0,,231000,238000,1105000,1280000,1261000,407000,235000,2949000,13194000,10627000
BalanceCurrentReceivables,6980000,8193000,75565000,81859000,105514000,228540000,54711000,115315000,55027000,16014000,14293000,52323000,27015000,26865000,24125000,24575000,20461000,20867000,20389000,20473000,20677000,20430000,21264000,25565000,122000,269000,1068000,512000,249000,16241000,10916000,9981000,7681000,5274000,3689000,2744000,2840000,3379000,2479000,1122000,795000,1448000,1785000,511000,981000,1049000,773000,630000,1203000
BalanceCurrentInvestments,686000,577000,265000,170000,45000,51000,41000,28000,39000,110000,32000,51000,55000,5000,4000,6000,5000,93000,107000,52000,91000,96000,103000,106000,91000,355000,127000,367000,624000,814000,947000,1877000,2299000,2275000,2862000,2963000,1005000,1325000,1490000,1322000,1308000,163000,593000,373000,253000,81000,87000,389000,377000
BalanceCash,8000,52000,274000,181000,8000,51000,37000,36000,9000,49000,,,,,,,,,,,,,,,,,,860000,2001000,0,,2600000,2682000,0,,3345000,3345000,3345000,460000,7000000,,,,,,,2886000,2886000,
BalanceOtherCurrentAssets,390000,20077000,19937000,21570000,18403000,18029000,33199000,27717000,27809000,29647000,87443000,27942000,85507000,84199000,79767000,75770000,75474000,93969000,163342000,172164000,175225000,208607000,260432000,283649000,395665000,141972000,203355000,152700000,145644000,114169000,93997000,57950000,57839000,51528000,52000000,49188000,43854000,43917000,43884000,41023000,37892000,31389000,38116000,-9627000,-10495000,-8804000,-8806000,-753000,12681000
BalanceAssetsForSale,19493000,16374000,20408000,79996000,20675000,61876000,61966000,65082000,62331000,61569000,59352000,93320000,119760000,136695000,135945000,157091000,180218000,286219000,28804000,25100000,-21247000,-23599000,18117000,15578000,10917000,10434000,3451000,3369000,3240000,1246000,472000,1060000,10405000,10431000,2590000,7927000,20206000,20206000,22255000,22255000,28312000,28312000,31312000,28312000,32062000,62562000,32012000,62512000,62512000
BalanceTotalAssets,62512000,62512000,63262000,71462000,82662000,96662000,96662000,96662000,121662000,139917000,250000000,250000000,250000000,250000000,250000000,250000000,250000000,250000000,250000000,250000000,250000000,5490000,5490000,5490000,5490000,15000000,15000000,15000000,15000000,,,,,,,,,,,,,,,,,,,,0
BalanceCapital,0,0,,-105000,-105000,-105000,-3762000,-3762000,-3627000,-4826000,-1527000,-908000,-908000,-908000,-489000,-489000,-489000,-489000,-489000,-489000,-489000,-489000,-384000,-384000,-384000,-384000,3498000,631000,2669000,2669000,3531000,18444000,18729000,2757000,3094000,32184000,2747000,2634000,2634000,14710000,14712000,14712000,16931000,17779000,17853000,23634000,22627000,69368000,69266000
BalanceShareCapital,67356000,52891000,53626000,63604000,63604000,62122000,65722000,65722000,65722000,65753000,65753000,65753000,62154000,62052000,61145000,61145000,61145000,60843000,60843000,-45000,-107000,-235000,-284000,-230000,-102000,-104000,-437000,-400000,-379000,-390000,-343000,-332000,-333000,-315000,-324000,-295000,7505000,7693000,-299000,-387000,-385000,-435000,-465000,6426000,6422000,6110000,-410000,15000,15000
BalanceOwnShares,15000,15000,,,,,,,17442000,16756000,15748000,14978000,9508000,9883000,3855000,2810000,3013000,2619000,2525000,6633000,6499000,5289000,4276000,4068000,3942000,9079000,2923000,2569000,26543000,38398000,37934000,38484000,2013000,64774000,1730000,675000,670000,2480000,2580000,2648000,3121000,583000,968000,450000,608000,606000,751000,750000,895000
BalanceReserve,886000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,17442000,16756000,15748000,14978000,9508000,9883000,3855000,2810000,3013000,2619000,2525000,6633000,6499000,5289000,4276000,4068000,3942000,9079000,2923000,2569000,26543000,38398000,37934000,38484000,2013000,64774000,1730000,675000,670000,2480000,2580000,2648000,3121000,583000,968000,450000,608000,606000,751000,750000,895000,886000,12307000,13783000,14861000,12515000,9504000,10737000
BalanceNoncurrentObligations,4473000,9062000,6626000,5207000,5132000,17341000,16066000,9729000,9478000,10161000,30970000,53438000,41788000,36260000,46506000,65328000,65932000,71427000,104729000,107059000,166107000,168978000,95367000,75924000,44438000,44742000,44956000,48048000,44980000,42158000,42837000,42218000,29867000,26711000,27904000,29303000,12109000,13607000,14477000,12415000,9427000,10562000,4420000,8963000,6407000,5018000,4961000,17098000,15950000
BalanceNoncurrentLeasing,9666000,9383000,9911000,30784000,49925000,41538000,36055000,46442000,65099000,65660000,71212000,103066000,105520000,164141000,166361000,89672000,68706000,40102000,39700000,39172000,41845000,39231000,36043000,36923000,36044000,23520000,20201000,20410000,21552000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116000,155000,123000,69000,72000,72000,26000,72000,145000,147000,136000,100000,50000,15000,48000,30000,142000,3474000,232000,187000
BalanceCurrentBorrowings,52000,52000,52000,52000,1531000,1531000,1851000,2612000,5691000,7216000,4334000,5040000,5784000,6203000,5749000,6115000,5914000,6174000,6347000,6510000,7494000,7751000,82000,21000,261000,31000,5000,103000,27000,27000,74000,42000,35000,143000,66000,48000,47000,220000,44000,39000,18000,18000,12000,177000,220000,163000,132000,8000,115000
BalanceCurrentObligations,5000,4000,2000,2000,2000,,,,,,,20077000,19937000,0,21570000,18403000,18029000,0,33199000,27717000,27809000,0,29647000,87443000,27942000,0,85507000,84199000,79767000,0,75770000,75474000,93969000,0,163342000,172164000,175225000,0,208607000,260432000,283649000,395665000,141972000,203355000,152700000,145644000,114169000,93997000,57950000
BalanceCurrentLeasing,57839000,51528000,52000000,49188000,43854000,43917000,43884000,41023000,37892000,31389000,38116000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-968000,1129000,-1167000,1215000,-723000,-1247000,-786000,2039000,-2192000,-1170000,108000,3384000,-2249000,-502000,-4987000,2549000,-1346000,1351000,-1971000,1924000,-1199000,-1110000,1518000,-2489000,-3629000,4645000,-2733000,20917000,-7612000,-2081000,5784000,7474000,-4277000,334000,-7503000,3189000,-362000,-471000,-50000,-451000,-127000,-238000,-176000,-137000,-168000,-172000,69000,-38000,76000
CashflowAmortization,251000,70000,133000,139000,148000,91000,104000,106000,108000,163000,134000,142000,173000,180000,426000,167000,260000,250000,163000,352000,270000,238000,693000,597000,610000,508000,160000,182000,384000,372000,111000,810000,335000,301000,358000,189000,58000,54000,91000,10000,53000,54000,37000,40000,39000,34000,35000,69000,41000
CashflowInvestingCashflow,-123000,-24000,-15000,-54000,267000,-16000,-40000,-146000,-29000,-297000,-3917000,-3259000,-134000,-1158000,956000,-693000,17000,-141000,5000,-356000,-605000,-24787000,-719000,3382000,294000,-5633000,-15784000,-13235000,-4781000,-1527000,6266000,-10643000,2855000,501000,5328000,-1309000,210000,466000,0,398000,139000,133000,104000,280000,14000,82000,-11000,67000,-36000
CashflowCapex,124000,24000,16000,56000,42000,-24000,111000,132000,29000,300000,3393000,-2980000,168000,146000,664000,330000,12000,141000,137000,432000,173000,13062000,4111000,-3243000,1530000,1321000,1900000,232000,438000,-214000,1084000,9800000,21000,-5000,181000,5000,10000,-3000,0,5000,,2000,,,,-265000,-958000,1106000,-286000
CashflowFinancingCashflow,-100000,1000000,804000,14121000,-3104000,532000,179000,1205000,-24000,75000,2368000,-1138000,1425000,-671000,412000,-914000,447000,25570000,888000,-1927000,3672000,-286000,18649000,-7344000,12461000,3332000,-12193000,3742000,905000,-944000,1863000,-1975000,27000,11000,40000,40000,-1000,176000,-6000,-124000,158000,40000,-59000,-27000,-41000,,0,0,0
CashflowShareCapitalCash,,50000,0,15181000,0,790000,,10000,0,0,0,0,0,750000,25600000,1000000,-700000,2900000,3000000,31700000,0,18500000,2245000,0,2470000,4700000,0,0,186000,30000,0,0,0,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1356000,147000,-76000,875000,-556000,-263000,-22000,16014000
CashflowNetCashflow,-5325000,-935000,-3630000,1330000,-2407000,-1585000,-1663000,718000,96000,539000,-1554000,654000,-1357000,-327000,1687000,-1034000,337000,-1274000,132000,338000,68000,-276000,-143000,573000,-517000,-109000,-312000,-95000,-125000,6000,-10000,-13000,11000,71000,-78000,19000,4000,-50000,-1000,2000,-1000,,,,,,,,
