,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,0,0,1176000,756000,1413000,1206000,1244000,2097000,3322000,2907000,1021000,-244000,1105000,495000,-165000,1267000,204000,-61000,-106000,-2000,301000,494000,278000,49000,-85000,58000,,,,-152000,-33000,-15000,-52000,-8000,-18000,52000,-20000,52000,32000,34000,25000,14000,2120000,8304000,7206000,8692000
IncomeNetGrossProfit,1184000,267000,5796000,9864000,3503000,-3642000,-1955000,2850000,-6004000,1213000,4203000,15862000,237000,1920000,18292000,-714000,8633000,10547000,14530000,6608000,9612000,11365000,4800000,-6565000,6826000,1053000,-3108000,-20247000,8066000,3029000,4639000,-61631000,5441000,5662000,7354000,6257000,2070000,-9536000,-3529000,-9769000,5720000,7540000,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120000,8304000,7206000,8692000
IncomeBeforeTaxProfit,1184000,267000,5796000,9864000,3503000,-3642000,-1955000,2850000,-6004000,1213000,4203000,15862000,237000,1920000,18292000,-714000,8633000,10547000,14530000,6608000,9612000,11365000,4800000,-6565000,6826000,1053000,-3108000,-20247000,8066000,3029000,4639000,-61631000,5441000,5662000,7354000,6257000,2070000,-9536000,-3529000,-9769000,5720000,7540000,,,,
IncomeDiscontinuedProfit,,,,,,-366000,-207000,-140000,-152000,-496000,90000,212000,-70000,,,,,,,,,,,,,604000,-329000,-986000,-1109000,-713000,164000,-5873000,-985000,-1382000,-16725000,1393000,7040000,6883000,6364000,1060000,456000,4994000,8168000,3940000,-2883000,-3212000
IncomeNetProfit,1195000,-4375000,535000,3899000,15106000,-513000,1602000,13585000,125000,5091000,7375000,9857000,6047000,5502000,7412000,4168000,-3710000,4151000,525000,-850000,-21968000,5223000,2639000,1926000,-61508000,2564000,2585000,5399000,9096000,494000,-13441000,-2279000,-26617000,3824000,6486000,1393000,7040000,6883000,6364000,1060000,456000,4994000,8168000,3940000,-2883000,-3212000
IncomeShareholderNetProfit,1195000,-4375000,535000,3959000,15046000,-513000,1602000,13266000,738000,5174000,7585000,9973000,5945000,5572000,7445000,5269000,-3065000,4222000,1487000,126000,-21532000,5323000,2840000,1510000,-59348000,2528000,2665000,5459000,9135000,410000,-13402000,-2303000,-26565000,3841000,6414000,,,,,,,,,,,
BalanceNoncurrentAssets,,60308000,74329000,74251000,84460000,108672000,123897000,118841000,112305000,115078000,125569000,150144000,144361000,142728000,160853000,151448000,160749000,153980000,159131000,166392000,199807000,197091000,202684000,202418000,215332000,224976000,199416000,230475000,207444000,210117000,182335000,177409000,179769000,180944000,191053000,180773000,167704000,168288000,158041000,156732000,164221000,,10232000,10104000,9762000,9473000
BalanceIntangibleAssets,11313000,12390000,13159000,14122000,14593000,14081000,71706000,67511000,66329000,79207000,73661000,78364000,74034000,77182000,78208000,103122000,99770000,98450000,101391000,106567000,111717000,91167000,97872000,98586000,97388000,62273000,60918000,60806000,60064000,72623000,71174000,70768000,71460000,72774000,73961000,79931000,,46031000,44108000,44179000,43679000,47537000,50361000,48388000,46279000,46045000
BalanceProperty,47991000,53825000,53358000,53162000,53401000,51306000,51486000,50264000,50178000,54107000,81765000,78588000,80614000,82601000,82793000,85010000,94056000,95532000,95391000,98076000,106681000,104703000,107804000,106360000,98673000,90059000,87928000,88590000,78555000,78414000,80393000,,21000,13000,13000,14000,3000,3000,3000,1000,,,,0,,0
BalanceNoncurrentReceivables,0,2126000,1056000,1216000,1169000,1691000,1458000,3219000,503000,1601000,1240000,1120000,1192000,1336000,2098000,1262000,5285000,5567000,5142000,5088000,4990000,4532000,3905000,3866000,,3000,16069000,16075000,26390000,41664000,52323000,50472000,47771000,49695000,57635000,17910000,17001000,16657000,18465000,18212000,19995000,20124000,19080000,23334000,287000,3000
BalanceNoncurrInvestments,6078000,2960000,3009000,2878000,8793000,9739000,9812000,9309000,9539000,9353000,9623000,9235000,8369000,12246000,2946000,3098000,2000000,339000,31000,,4021000,4035000,4222000,4904000,8155000,8820000,6819000,4133000,4745000,5861000,6703000,6491000,6580000,9780000,8269000,10904000,9558000,10565000,9687000,13417000,17561000,15851000,14008000,19744000,24868000,3799000
BalanceOtherNoncurrentAssets,26092000,2535000,4152000,2506000,337000,274000,5821000,2152000,974000,150000,180000,113000,,111922000,158993000,134645000,131194000,143139000,140016000,119428000,98992000,99250000,106837000,182758000,204870000,186293000,225337000,222453000,230675000,257096000,263774000,289888000,320715000,313568000,277133000,303696000,280364000,306078000,276010000,335552000,329202000,344684000,312213000,317256000,307574000,316535000
BalanceCurrentAssets,327560000,344993000,328448000,325314000,292802000,308122000,308745000,,22780000,18340000,19324000,22422000,20102000,21349000,18118000,16091000,19189000,19035000,21168000,22863000,23558000,26034000,32402000,30197000,33318000,28349000,34893000,36693000,35517000,32648000,33054000,27803000,35324000,36413000,39248000,37575000,40161000,34730000,36917000,37464000,37954000,39377000,37863000,41394000,48056000,41357000
BalanceInventory,63831000,59209000,,59668000,58094000,61201000,63030000,71656000,60320000,48552000,26949000,44520000,41918000,72729000,72966000,69625000,120030000,69039000,80580000,81519000,89639000,74748000,114103000,108888000,99769000,97050000,109969000,98762000,90121000,101818000,97207000,102677000,116564000,125450000,126368000,157908000,134243000,128307000,112867000,98184000,86311000,82794000,87710000,,,
BalanceCurrentReceivables,,,,,,,,,,,,,,,,,,,,,4028000,748000,2243000,4370000,3170000,2632000,1549000,1425000,4114000,1463000,1123000,928000,1953000,712000,1928000,266000,4269000,4775000,2809000,5328000,5814000,1334000,,2868000,51696000,27423000
BalanceCurrentInvestments,21089000,12418000,26631000,32638000,25254000,22936000,25103000,14489000,12675000,12772000,20285000,28981000,24776000,46395000,55556000,57241000,69257000,49467000,41656000,51004000,38382000,48132000,46825000,56534000,75161000,64714000,58054000,41667000,31147000,32791000,41147000,39468000,37223000,55996000,52077000,44234000,30526000,,26606000,30863000,26697000,24653000,38963000,31716000,20120000,30698000
BalanceCash,12605000,20781000,74372000,96366000,80338000,58988000,92031000,95122000,95864000,86202000,123006000,99914000,117453000,98690000,119418000,101578000,122311000,101226000,133838000,117796000,136009000,101937000,111269000,111883000,85954000,112527000,135086000,132189000,120269000,107729000,111449000,129966000,,482000,,87000,,0,0,,143000,1770000,5628000,5916000,4882000,2587000
BalanceOtherCurrentAssets,4174000,4523000,4583000,6904000,3708000,2465000,3637000,3601000,721000,721000,721000,722000,,,8611000,104000,2366000,2306000,33154000,32753000,33835000,,172712000,233322000,208983000,215654000,251811000,263913000,238269000,211440000,216098000,238034000,338818000,354113000,331608000,390364000,378424000,396007000,417980000,426613000,458745000,524159000,514260000,480538000,506835000,496417000
BalanceAssetsForSale,531776000,475426000,566027000,536646000,554801000,494548000,494665000,495954000,497479000,518717000,525766000,498518000,495908000,483997000,497607000,506801000,,93900000,142861000,140740000,138972000,165520000,181635000,172278000,165906000,162932000,173255000,208002000,201447000,198334000,231540000,229260000,243059000,247293000,249489000,261397000,265366000,262336000,254726000,261204000,253460000,262450000,239478000,235903000,238088000,240274000
BalanceTotalAssets,175580000,178587000,179477000,185658000,200275000,200249000,176958000,172141000,151247000,152253000,161701000,,3240000,3471000,3471000,3471000,3471000,3471000,3471000,3471000,3471000,3471000,3652000,3652000,3652000,3652000,3652000,3652000,3652000,3652000,3652000,3652000,3682000,3693000,3704000,3704000,3704000,3704000,3704000,3704000,3704000,3704000,3704000,3704000,3704000,3616000
BalanceCapital,3616000,3616000,3616000,3616000,3616000,3616000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,73673000,109605000,106768000,122856000,135792000,146477000,143036000,143835000,143835000,140950000,172878000,172629000,177774000,177662000,177661000,189137000,189136000,189136000,189136000,200773000,201304000,202855000,203387000,220579000,221111000,224228000,194964000,209618000,210158000,212611000,215475000,189108000,191712000,189400000,193135000,187206000,186040000,188336000,187469000
BalanceOwnShares,202801000,,,,,,,,,,0,,,,854000,0,,0,,-208000,222000,51000,530000,1153000,1673000,9289000,7412000,5442000,5342000,3479000,2654000,2376000,2513000,2225000,2569000,450000,429000,73000,28000,-544000,-437000,-27000,-7000,-58000,-130000,-63000
BalanceReserve,,16670000,13863000,13390000,14577000,18877000,21149000,18966000,16380000,14826000,16422000,28945000,29245000,24256000,30783000,35414000,33784000,31979000,33326000,32974000,61068000,58609000,50166000,51767000,49267000,50117000,42636000,82919000,66045000,58945000,66810000,62605000,65195000,61141000,60149000,58642000,45472000,42315000,34778000,34464000,33533000,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244000,56000,,,3686000,2131000,1465000,927000,390000,234000,264000,9059000
BalanceNoncurrentLiabilities,9182000,4946000,5681000,11680000,4807000,4243000,3367000,3495000,24716000,22575000,20548000,23329000,18674000,18837000,16643000,44636000,46187000,39814000,39209000,34586000,34046000,31147000,30023000,30601000,18341000,16109000,11351000,9956000,9024000,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12984000,11732000,11925000,13650000,18877000,21149000,18576000,16146000,14826000,16158000,19886000,20063000,19310000,25102000,23734000,28977000
BalanceNoncurrentObligations,27736000,29959000,29479000,36352000,36034000,29618000,28438000,30593000,31280000,25993000,38283000,19858000,19131000,27601000,28019000,31149000,29994000,29882000,28041000,27075000,26206000,23427000,24508000,24509000,,62142000,76598000,54853000,62105000,67414000,61129000,47025000,29154000,38340000,44666000,98617000,120740000,109018000,128249000,113528000,119113000,138178000,142645000,162701000,188436000,185903000
BalanceNoncurrentLeasing,170204000,188522000,190211000,216555000,190936000,244692000,230288000,253013000,251708000,253044000,241908000,250652000,258837000,267312000,276115000,281459000,264876000,278267000,277795000,,24331000,24308000,17168000,21332000,20266000,12284000,10562000,11118000,12581000,13525000,24309000,29928000,23634000,26353000,36583000,30240000,32477000,32459000,51177000,62309000,51577000,52917000,54283000,60224000,67997000,54628000
BalanceNoncurrentOtherLiabilities,67477000,48771000,59958000,53899000,54911000,56022000,50026000,67712000,63057000,69808000,85183000,59981000,64772000,51998000,,12344000,23567000,1465000,10273000,5508000,3551000,6160000,2445000,3255000,5026000,27810000,35976000,21850000,29897000,4431000,18782000,19046000,18487000,17319000,39742000,39909000,22215000,26571000,26306000,32077000,37258000,48004000,32522000,34249000,37256000,31907000
BalanceCurrentLiabilities,41369000,43906000,56992000,74868000,73448000,75050000,71744000,75511000,83812000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,12084000,16038000,13179000,13021000,29317000,32592000,21405000,9531000,10607000,12495000,18443000,20142000,15389000,17391000,18893000,21149000,25014000,24230000,29912000,35183000,40430000,37464000,39767000,35296000,40179000,30695000,34110000,36911000,33998000,36200000,30660000,41597000,28603000,31102000,28793000,32784000
BalanceCurrentObligations,26738000,65019000,81373000,91410000,,13383000,12685000,23041000,17479000,12323000,12702000,8898000,6060000,11897000,16457000,31309000,37375000,48145000,54608000,53621000,48942000,61641000,67469000,64293000,51202000,53987000,57608000,67901000,68385000,76302000,68355000,95101000,112084000,124808000,124353000,135566000,112221000,128117000,103031000,100594000,100075000,94488000,101286000,89364000,84410000,0
BalanceCurrentLeasing,172712000,0,233322000,208983000,215654000,0,251811000,263913000,238269000,0,211440000,216098000,235197000,0,335564000,351432000,331608000,0,390364000,378424000,396007000,417980000,426613000,458745000,524159000,514260000,480538000,506835000,496417000,531776000,475426000,566027000,536646000,554801000,494548000,494665000,486653000,497479000,518717000,525766000,498518000,495908000,450843000,464854000,472966000,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,1952000,-5799000,2761000,13373000,159000,-2607000,-756000,4876000,21621000,11693000,9409000,-2301000,-3488000,3636000,-8128000,-8364000,-10143000,20003000,-1135000,17827000,24737000,-6422000,21205000,17417000,9156000,325000,-23057000,23282000,3266000,9592000,10908000,11202000,8474000,33342000,-874000,3130000,-7252000,-7356000,1830000,6443000,-27474000,5626000,31592000,6547000,-3282000,-10831000
CashflowAmortization,920000,1087000,1024000,1107000,1000000,1018000,1077000,1236000,1298000,1268000,1233000,1151000,1191000,1212000,1220000,1539000,1570000,1456000,1569000,1678000,1751000,1772000,1913000,1855000,1711000,2081000,1796000,2338000,2114000,1626000,1999000,2230000,2254000,2281000,2458000,2526000,2976000,2533000,1876000,3686000,2676000,2843000,2707000,2010000,2328000,2720000
CashflowInvestingCashflow,-1104000,-1533000,-15997000,53000,-1647000,-10423000,-5233000,-3293000,-4976000,-8403000,-5415000,-2839000,-1348000,-2338000,-3792000,-7996000,-1412000,-1460000,-2731000,-3157000,-2175000,-3137000,-2287000,-2127000,-4538000,-3470000,-907000,-15434000,-4351000,-10037000,-2061000,-9660000,-3921000,-6874000,-4917000,-8353000,-2310000,-3046000,-4231000,-2595000,2519000,3641000,-5135000,-19663000,-5898000,-4896000
CashflowCapex,1093000,1502000,16410000,1661000,1657000,10693000,3827000,1538000,1615000,2049000,1451000,2385000,1166000,2449000,3416000,9136000,2107000,2006000,2352000,1032000,1471000,2567000,2498000,3652000,4588000,5216000,1873000,11151000,4251000,13917000,2606000,5960000,3598000,7508000,4974000,3394000,2958000,3196000,5100000,3706000,3074000,6200000,4849000,4907000,6396000,5652000
CashflowFinancingCashflow,1027000,2706000,11428000,37100000,-22910000,6874000,-7180000,2649000,-2210000,2401000,-6110000,62000,2503000,557000,-4000,18622000,9281000,-18560000,9275000,-12495000,-13616000,5167000,2750000,-6165000,-2948000,15141000,4339000,-15712000,5078000,-10841000,2197000,-255000,5444000,-8483000,-4395000,-1389000,-6380000,1254000,2897000,4543000,23173000,-11597000,-7936000,10190000,902000,1898000
CashflowShareCapitalCash,,,500000,42265000,,,0,0,0,,1595000,-149000,305000,931000,-931000,0,0,1261000,-618000,482000,-7000,9000,-443000,65000,10000,-1000,800000,,,71000,,,,,,,,,,,,,,,,0
CashflowDividend,,,0,7544000,,1048000,0,,,,,,,,,8054000,-1000,0,,,,3007000,0,0,,4947000,0,,,1875000,-4626000,-1808000,50526000,-24398000,-6156000,-13169000,4232000,14435000,5691000,-2116000,-5078000,-2333000,1855000,-11924000,2262000,-2274000
CashflowNetCashflow,-17000,5409000,2175000,8946000,-4392000,21668000,9125000,1670000,11996000,-19625000,-7864000,3993000,-11286000,11044000,1287000,9997000,17985000,-10186000,-6612000,-15942000,-9148000,496000,8391000,-1782000,-2330000,18521000,-2926000,-8278000,-13829000,,,,,,,,,,,,,,,,,
