,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit_sy,,,,,34.25,32.20,9.48,-11.82,15.83,-48.06,-13.80,-18.48,-4.47,7.86,-0.58,5.52,-9.92,40.00,7.99,18.44,12.48,9.55,-4.21,28.72,12.10,-25.90,-29.63,-12.76,14.62,25.37,26.49,23.82,11.53,14.63,15.73
IncomeGrossProfit_qq,,12.26,-2.86,-14.79,46.74,-30.46,158.58,-75.02,280.57,-46.01,91.13,-67.13,233.61,-48.33,20.56,-46.70,8.46,28.73,-13.59,-182.41,-178.95,121.83,-12.24,-108.54,3659.92,-76.30,18.94,-221.54,329.32,-24.13,192.13,-71.17,232.78,-47.93,149.56
IncomeGrossProfit_sq,,-8.21,-3.90,29.92,27.58,-30.46,-2.02,2.52,113.13,-77.66,11.96,-14.36,154.45,-50.60,31.46,-28.97,45.43,-19.04,1.58,8.35,-7.35,-0.37,25.44,-12.31,28.14,-41.00,17.58,-28.01,51.47,-27.52,12.59,-2.63,35.09,-27.63,14.79
IncomeOtherOperatingIncome,53000,0,4000,0,225000,16000,3000,17000,1000,32000,-1000,32000,32000,30000,8000,25000,1969000,272000,263000,2000,10000,4000,0,-4000,99000,34000,1000,1000,29000,0,1000,22000,156000,57000,37000
IncomeOtherOperatingIncome_yy,,,,,324.53,,-25.00,,-99.56,100.00,-133.33,88.24,3100.00,-6.25,937.10,-21.57,6054.42,805.32,3046.89,-90.57,-99.49,-98.44,-100.17,-251.65,883.56,692.93,271.24,130.41,-70.96,-99.99,82.56,1917.32,443.86,1419375.00,2550.25
IncomeOtherOperatingIncome_sy,,,,,122.60,,-68.02,,-55.31,-19.14,25.90,-6.77,115.55,13.42,7.11,14.16,69.32,-5.24,-15.20,-32.24,-40.46,31.10,-3.00,-23.08,44.85,55.26,26.70,163.33,25.81,-44.38,0.44,-5.28,-65.21,-8.50,8.56
IncomeOtherOperatingIncome_qq,,-100.00,,-100.00,,-92.89,-81.25,466.67,-94.12,3100.00,-103.12,3300.00,,-6.25,-72.10,199.82,7746.90,-86.21,-3.01,-99.10,323.63,-57.66,-110.65,-693.81,2847.55,-65.86,-97.70,40.96,2523.92,-99.99,35225.00,1457.61,607.40,-63.53,-34.05
IncomeOtherOperatingIncome_sq,,24.32,,-67.07,,-84.25,-40.25,33.11,11.96,9.68,1.93,5.79,,-12.40,27.00,-3.28,139.99,-75.09,-3.01,5.00,138.10,-24.00,58.62,-52.96,150.36,-20.48,-24.58,-10.43,223.50,-69.75,19.58,-28.57,88.27,18.83,-13.90
IncomeOtherOperatingCosts,243000,0,0,0,151000,1000,94000,13000,76000,6000,4000,14000,12000,23000,10000,8000,57000,4000,3000,2000,7336000,86000,5000,-6000,9000,0,4000,18000,372000,127000,37000,2000,35000,14000,239000
IncomeOtherOperatingCosts_yy,,,,,-37.86,,,,-49.67,500.00,-95.74,7.69,-84.21,283.33,157.25,-43.77,372.18,-81.80,-70.34,-68.58,12846.95,1948.42,65.83,-340.11,-99.88,-99.98,-17.78,404.95,4021.62,604438.09,782.41,-90.57,-90.71,-88.58,551.61
IncomeOtherOperatingCosts_sy,,,,,104.84,,,,-50.73,22.32,3.69,28.49,103.27,68.44,-32.28,-48.08,42.78,-1.15,-23.71,201.33,58.66,96.45,8.70,-40.78,-56.04,-44.88,-1.89,17.13,87.84,117.90,-18.89,4.94,-51.32,16.07,139.11
IncomeOtherOperatingCosts_qq,,-100.00,,,,-99.34,9300.00,-86.17,484.62,-92.11,-33.33,250.00,-14.29,91.67,-55.26,-23.50,619.78,-92.61,-27.09,-18.97,296538.45,-98.83,-94.10,-217.33,252.14,-99.77,19714.29,335.18,1956.26,-65.90,-71.08,-95.35,1926.42,-58.10,1550.69
IncomeOtherOperatingCosts_sq,,-79.85,,,,-93.32,-12.50,-2.74,207.49,-85.49,100.00,-24.11,340.15,-73.70,36.04,-29.24,609.89,-87.55,32.92,-19.35,124.89,-69.72,-26.64,-10.46,127.46,-63.69,193.74,-39.37,554.66,-65.12,10.12,1.68,815.76,-66.55,62.13
IncomeEBIT,1180000,1538000,1498000,1273000,1942000,1314000,3268000,843000,3118000,1750000,3290000,1101000,3633000,1874000,2249000,1217000,3214000,1943000,1708000,-1193000,-10653000,645000,632000,-52000,2028000,493000,543000,-681000,1180000,1029000,3341000,994000,3361000,1729000,4008000
IncomeEBIT_yy,,,,,64.58,-14.56,118.16,-33.78,60.56,33.18,0.67,30.60,16.52,7.09,-31.65,10.53,-11.53,3.66,-24.06,-198.03,-431.46,-66.80,-63.00,95.63,119.04,-23.52,-14.04,-1207.50,-41.84,108.62,515.09,245.87,184.89,68.06,19.95
IncomeEBIT_sy,,,,,86.24,8.47,9.48,-4.58,60.56,-35.67,7.86,-32.18,-36.72,10.94,11.48,8.21,69.69,33.72,-10.14,-5.38,-42.14,-0.32,77.31,54.64,69.23,-1.38,-30.16,-17.83,12.67,8.14,-1.59,2.82,-1.97,45.35,32.54
IncomeEBIT_qq,,30.34,-2.60,-15.02,52.55,-32.34,148.71,-74.20,269.87,-43.87,88.00,-66.53,229.97,-48.42,20.00,-45.89,164.11,-39.56,-12.08,-169.85,-793.03,106.05,-2.00,-108.25,3992.22,-75.68,10.14,-225.43,273.14,-12.78,224.74,-70.25,238.16,-48.55,131.79
IncomeEBIT_sq,,54.24,5.52,11.64,-0.57,-40.16,-36.90,16.40,135.68,-81.97,4.97,-22.80,16.00,-16.62,18.90,-17.16,57.51,-33.31,-0.66,-7.78,14.04,12.62,36.11,-14.74,33.28,-36.57,10.14,-16.34,54.69,-14.24,13.08,-4.91,21.37,-7.21,55.66
IncomeFinanceIncome,,-1000,-111000,-52000,26000,298000,343000,456000,344000,169000,195000,86000,113000,114000,36000,-15000,82000,68000,112000,88000,100000,60000,112000,71000,-14000,5000,-25000,-28000,3000,-19000,-22000,28000,294000,-36000,-325000
IncomeFinanceIncome_yy,,,,,,29900.00,409.01,976.92,1223.08,-43.29,-43.15,-81.14,-67.15,-32.54,-81.40,-116.91,-27.85,-39.95,208.15,705.36,22.62,-13.02,0.26,-19.66,-114.48,-91.74,-122.58,-139.96,120.82,-478.06,14.54,199.88,9655.16,-94.47,-1404.45
IncomeFinanceIncome_sy,,,,,,44.71,-75.11,100.00,91.82,40.25,-21.43,-18.12,-80.67,-27.64,-41.94,-59.29,42.42,-18.16,68.81,126.44,25.74,12.96,0.26,-19.66,-54.28,-19.06,-35.71,-76.29,7.88,-36.75,13.46,22.15,8.81,-33.38,-8.72
IncomeFinanceIncome_qq,,,-11000.00,53.15,150.00,1046.15,15.10,32.94,-24.56,-50.87,15.38,-55.90,31.40,0.88,-68.18,-140.09,660.68,-16.03,63.27,-21.25,13.57,-40.44,88.20,-36.90,-120.47,133.98,-614.46,-11.70,110.66,-717.09,-16.29,230.56,941.25,-112.30,-799.62
IncomeFinanceIncome_sq,,,-2.90,-84.98,6.80,13.31,15.10,36.96,101.16,-39.87,15.18,-49.34,-8.30,-19.83,-12.50,-46.15,28.12,-27.74,57.43,-34.04,13.57,-35.99,31.35,-27.38,-38.89,21.95,-12.65,-24.97,19.46,-5.56,-6.86,-6.67,,-20.04,28.57
IncomeFinanceCosts,-52000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceCosts_yy,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceCosts_sy,,,,,15.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceCosts_qq,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceCosts_sq,,-12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,1104000,1537000,1387000,1221000,1968000,1612000,3611000,1299000,3462000,1919000,3485000,1187000,3746000,1988000,2285000,1202000,3296000,2011000,1820000,-1105000,-10553000,704000,744000,19000,2014000,498000,518000,-710000,1183000,1010000,3320000,1022000,3655000,1693000,3683000
IncomeNetGrossProfit_yy,,,,,78.26,4.88,160.35,6.39,75.91,19.04,-3.49,-8.62,8.20,3.60,-34.43,1.30,-12.02,1.16,-20.37,-191.89,-420.23,-64.97,-59.11,101.68,119.08,-29.29,-30.39,-3914.32,-41.27,102.82,540.96,244.04,209.02,67.57,10.94
IncomeNetGrossProfit_sy,,,,,59.25,30.54,-20.98,1.06,75.91,-55.26,31.04,-83.68,-37.55,16.62,-0.06,12.26,17.78,23.97,12.84,0.84,-92.08,-7.17,136.44,-9.04,87.32,-2.15,-45.88,-12.42,2.30,46.91,4.30,37.96,4.42,37.58,32.32
IncomeNetGrossProfit_qq,,39.22,-9.76,-11.97,61.18,-18.09,124.01,-64.03,166.51,-44.57,81.61,-65.94,215.59,-46.93,14.95,-47.38,174.08,-38.98,-9.52,-160.72,-855.12,106.68,5.62,-97.50,10724.59,-75.26,3.98,-237.01,266.67,-14.58,228.58,-69.21,257.58,-53.68,117.53
IncomeNetGrossProfit_sq,,56.79,18.74,9.26,18.12,-18.09,-20.32,18.04,133.88,-86.01,77.92,-43.20,42.17,-26.73,39.22,-26.74,-9.43,-12.54,5.97,-26.40,-91.36,76.59,137.79,-64.50,33.88,8.08,12.73,-15.67,54.47,-14.58,-2.61,-0.36,-50.52,84.11,78.97
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,1104000,1537000,1387000,1221000,1968000,1612000,3611000,1299000,3462000,1919000,3485000,1187000,3746000,1988000,2285000,1202000,3296000,2011000,1820000,-1105000,-10553000,704000,744000,19000,2014000,498000,518000,-710000,1183000,1010000,3320000,1022000,3655000,1693000,3683000
IncomeBeforeTaxProfit_yy,,,,,78.26,4.88,160.35,6.39,75.91,19.04,-3.49,-8.62,8.20,3.60,-34.43,1.30,-12.02,1.16,-20.37,-191.89,-420.23,-64.97,-59.11,101.68,119.08,-29.29,-30.39,-3914.32,-41.27,102.82,540.96,244.04,209.02,67.57,10.94
IncomeBeforeTaxProfit_sy,,,,,59.25,30.79,-20.98,1.06,75.91,-55.26,31.04,-83.68,-37.55,16.62,-0.06,12.26,17.78,23.97,12.84,0.84,-92.08,-7.17,136.44,-9.04,87.32,-2.15,-45.88,-12.42,2.30,46.91,4.30,37.96,4.42,37.58,32.32
IncomeBeforeTaxProfit_qq,,39.22,-9.76,-11.97,61.18,-18.09,124.01,-64.03,166.51,-44.57,81.61,-65.94,215.59,-46.93,14.95,-47.38,174.08,-38.98,-9.52,-160.72,-855.12,106.68,5.62,-97.50,10724.59,-75.26,3.98,-237.01,266.67,-14.58,228.58,-69.21,257.58,-53.68,117.53
IncomeBeforeTaxProfit_sq,,56.79,18.74,9.26,18.12,-18.09,-20.32,18.04,133.88,-86.01,77.92,-43.20,42.17,-26.73,39.22,-26.74,-9.43,-12.54,5.97,-26.40,-91.36,76.59,137.79,-64.50,33.88,8.08,12.73,-15.67,54.47,-14.58,-2.61,-0.36,-50.52,84.11,78.97
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,934000,1153000,1047000,996000,1617000,1303000,2897000,1055000,2778000,1556000,2811000,947000,3035000,1604000,1830000,984000,2659000,1626000,1466000,-926000,-8563000,553000,598000,8000,1667000,416000,328000,-685000,1110000,650000,2827000,844000,3436000,1454000,3283000
IncomeNetProfit_yy,,,,,73.13,13.01,176.70,5.92,71.80,19.42,-2.97,-10.24,9.25,3.08,-34.89,3.86,-12.38,1.35,-19.88,-194.15,-422.01,-65.97,-59.24,100.88,119.47,-24.81,-45.13,-8483.54,-33.40,56.29,761.90,223.24,209.58,123.59,16.12
IncomeNetProfit_sy,,,,,57.82,33.04,-6.06,1.80,80.87,-52.84,40.02,-70.33,-28.49,14.87,-2.47,32.85,95.08,6.48,2.81,-5.38,-61.29,-16.11,130.51,1.54,78.95,2.93,-42.93,-27.64,17.40,9.51,7.71,39.50,-37.37,73.72,60.65
IncomeNetProfit_qq,,23.45,-9.19,-4.87,62.35,-19.42,122.33,-63.58,163.32,-43.99,80.66,-66.31,220.49,-47.15,14.11,-46.26,170.38,-38.87,-9.79,-163.14,-824.77,106.46,8.05,-98.63,20299.23,-75.04,-21.15,-308.85,262.05,-41.43,334.85,-70.14,307.05,-57.70,125.85
IncomeNetProfit_sq,,58.48,-8.32,17.56,-10.20,-19.42,-19.52,58.13,133.31,-82.99,74.38,-47.58,41.38,-33.10,40.36,-32.45,72.95,-1.17,24.24,-49.74,-92.25,71.10,130.56,-69.43,26.10,-3.83,1.98,-17.58,137.62,-47.99,-5.30,-1.60,-46.57,85.88,100.76
IncomeShareholderNetProfit,1015000,1153000,1047000,996000,1617000,1303000,2897000,1055000,2778000,1556000,2811000,947000,3035000,1604000,1830000,984000,2659000,1626000,1466000,-926000,-8563000,553000,598000,8000,1626000,398000,418000,-562000,1091000,826000,2663000,833000,3109000,1348000,3115000
IncomeShareholderNetProfit_yy,,,,,59.31,13.01,176.70,5.92,71.80,19.42,-2.97,-10.24,9.25,3.08,-34.89,3.86,-12.38,1.35,-19.88,-194.15,-422.01,-65.97,-59.24,100.88,118.99,-28.00,-30.09,-6973.83,-32.88,107.35,537.25,248.36,184.84,63.24,16.95
IncomeShareholderNetProfit_sy,,,,,52.94,34.45,-22.64,10.88,80.87,-53.18,26.70,-74.67,-21.73,40.24,6.10,55.91,92.64,6.48,1.48,-14.04,-36.80,-16.04,130.51,-1.81,87.62,0.82,-30.09,-34.33,20.35,7.45,-3.11,43.67,-38.16,63.24,69.89
IncomeShareholderNetProfit_qq,,13.60,-9.19,-4.87,62.35,-19.42,122.33,-63.58,163.32,-43.99,80.66,-66.31,220.49,-47.15,14.11,-46.26,170.38,-38.87,-9.79,-163.14,-824.77,106.46,8.05,-98.63,19801.46,-75.50,4.92,-234.39,294.32,-24.32,222.44,-68.71,273.06,-56.63,131.00
IncomeShareholderNetProfit_sq,,56.64,-7.86,17.57,-11.21,-19.42,-19.74,55.59,130.17,-86.88,71.21,-47.72,79.30,-33.10,40.36,-32.45,60.08,-1.17,24.97,-49.74,-92.25,71.10,130.56,-71.10,28.24,-5.44,25.71,-17.56,157.78,-47.29,4.22,-0.94,-46.07,84.50,98.47
BalanceNoncurrentAssets,11315000,,,,14657000,15678000,17213000,,19718000,20714000,21471000,,22641000,23482000,23701000,24083000,24443000,22402000,22174000,24419000,17576000,17804000,17666000,17326000,30696000,30096000,29591000,29006000,27536000,26885000,26838000,27407000,31907000,32073000,31263000
BalanceNoncurrentAssets_yy,,,,,29.54,,,,34.53,32.12,24.74,,14.82,13.36,10.39,,7.96,-4.60,-6.44,1.40,-28.10,-20.52,-20.33,-29.05,74.65,69.04,67.50,67.42,-10.30,-10.67,-9.30,-5.51,15.87,19.29,16.49
BalanceNoncurrentAssets_sy,,,,,23.56,,,,50.79,47.21,19.95,,9.72,4.63,0.92,,6.69,8.29,38.46,22.73,-2.86,-2.03,-9.56,-5.14,1.71,6.17,7.34,5.48,1.36,-4.16,-6.33,-5.51,-8.14,-0.47,8.35
BalanceNoncurrentAssets_qq,,-100.00,,,,6.97,9.79,-100.00,,5.05,3.65,-100.00,,3.71,0.93,1.61,1.50,-8.35,-1.02,10.13,-28.03,1.30,-0.77,-1.93,77.17,-1.95,-1.68,-1.98,-5.07,-2.36,-0.18,2.12,16.42,0.52,-2.53
BalanceNoncurrentAssets_sq,,-1.30,,,,0.28,9.79,-100.00,,1.34,3.65,0.71,,-0.54,0.75,0.03,1.99,0.45,0.58,0.10,-2.54,-0.42,0.37,-0.73,-0.08,0.28,-0.01,-0.96,-1.09,-2.14,-1.13,-0.94,0.02,-0.30,1.67
BalanceIntangibleAssets,10224000,,,,14001000,15003000,16393000,,18403000,19041000,19810000,,21082000,21910000,22231000,22540000,23088000,21199000,21090000,22890000,15421000,15723000,15595000,15380000,23379000,22885000,22724000,21894000,21441000,21370000,21115000,21276000,25654000,25695000,25482000
BalanceIntangibleAssets_yy,,,,,36.94,,,,31.44,26.91,20.84,,14.56,15.07,12.22,,9.51,-3.25,-5.13,1.55,-33.21,-25.83,-26.05,-32.81,51.61,45.54,45.71,42.35,-8.29,-6.62,-7.08,-2.82,19.65,20.24,20.68
BalanceIntangibleAssets_sy,,,,,28.71,,,,31.44,26.91,15.14,,7.41,5.92,-0.12,,9.51,3.76,32.15,18.53,1.88,-2.23,-1.52,-1.44,1.60,2.07,4.67,2.18,-0.19,-1.75,-2.69,-2.68,-5.37,-4.91,1.87
BalanceIntangibleAssets_qq,,-100.00,,,,7.16,9.26,-100.00,,3.47,4.04,-100.00,,3.93,1.47,1.39,2.43,-8.18,-0.52,8.54,-32.63,1.96,-0.82,-1.38,52.01,-2.12,-0.70,-3.65,-2.07,-0.33,-1.19,0.76,20.58,0.16,-0.83
BalanceIntangibleAssets_sq,,-0.14,,,,-0.26,1.62,-100.00,,0.79,4.17,-0.21,,-0.77,0.03,0.04,1.71,-0.24,-0.32,0.49,-1.20,-0.41,1.83,-0.57,-0.32,-1.79,0.01,-0.82,-1.24,-1.14,-1.32,-0.81,-0.20,-0.63,1.27
BalanceProperty,837000,,,,601000,648000,786000,,860000,1233000,1198000,,1051000,970000,870000,973000,976000,858000,739000,642000,819000,711000,682000,704000,6329000,6211000,5881000,6025000,5605000,5265000,5404000,5139000,5535000,5303000,4947000
BalanceProperty_yy,,,,,-28.20,,,,43.09,90.28,52.42,,22.21,-21.33,-27.38,,-7.17,-11.55,-15.03,-34.05,-16.01,-17.12,-7.75,9.71,672.29,773.36,762.44,755.73,-11.44,-15.23,-8.11,-14.71,-1.25,0.72,-8.46
BalanceProperty_sy,,,,,15.68,,,,18.14,17.16,7.30,,9.14,-0.69,-0.07,,-3.11,-5.42,-4.15,-5.77,-10.40,-8.08,-11.44,-12.14,-6.89,2.64,-1.05,1.23,2.39,-4.07,-5.29,-4.45,-9.67,-7.35,-3.56
BalanceProperty_qq,,-100.00,,,,7.82,21.30,-100.00,,43.37,-2.84,-100.00,,-7.71,-10.31,11.84,0.27,-12.06,-13.84,-13.19,27.69,-13.22,-4.11,3.24,798.85,-1.86,-5.30,2.44,-6.97,-6.06,2.64,-4.92,7.71,-4.19,-6.71
BalanceProperty_sq,,-3.38,,,,4.78,10.09,-100.00,,-2.62,0.58,0.60,,-3.66,-2.13,-3.41,-1.66,-3.18,-2.36,-3.40,-1.00,-1.37,-2.78,-1.77,-0.67,-0.53,-0.11,-1.55,2.53,-3.50,-1.74,-2.17,-4.44,-2.11,-1.78
BalanceNoncurrentReceivables,,,,,0,,,,406000,382000,392000,,384000,392000,406000,396000,,,,280000,286000,274000,281000,,,,,,,,,,,,
