,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceNoncurrentAssets,3820000,5639000,8095000,11950000,13918000,21638000,44283000,49816000,64428000,71540000,86144000,107484000,109631000,125515000,129319000,145458000,168106000,185432000,181575000,221899000,247192000,257074000,284613000,302842000,317390000,340047000,391798000,413552000,449460000,469825000,525920000,539542000,615069000,228000
BalanceIntangibleAssets,3242000,3437000,3431000,3609000,3941000,4487000,4690000,4943000,5037000,5404000,5296000,5435000,5368000,9911000,9731000,17497000,18518000,17496000,48647000,79949000,84341000,109760000,111243000,111147000,127447000,163316000,164016000,172010000,185498000,218534000,220385000,251858000,1224000,1241000
BalanceProperty,2434000,2991000,4969000,7099000,7706000,8245000,8275000,10881000,14716000,14721000,14955000,16633000,17522000,17781000,17794000,21820000,26196000,83637000,88277000,91433000,100714000,108784000,114786000,128280000,147823000,153474000,171252000,179958000,196866000,196309000,220860000,439000,671000,809000
BalanceNoncurrentReceivables,1328000,1978000,3823000,5602000,3850000,10523000,16189000,29915000,38354000,38674000,53764000,55985000,66801000,81717000,94112000,91794000,42986000,38950000,44080000,36023000,36076000,36467000,38315000,42747000,40628000,51519000,51996000,56166000,61947000,86924000,0,0,,592000
BalanceNoncurrInvestments,592000,245000,3584000,13428000,16135000,24947000,25118000,24873000,33916000,36337000,36861000,36140000,36287000,37542000,38733000,37330000,34004000,23594000,24239000,27232000,29355000,40026000,31374000,28127000,35778000,35774000,36142000,37243000,37296000,36317000,1929000,485000,823000,3608000
BalanceOtherNoncurrentAssets,3117000,3191000,13060000,16896000,15740000,14315000,11236000,15197000,14230000,12889000,9761000,14858000,13556000,12249000,8759000,12625000,16422000,12981000,10884000,17384000,14964000,14631000,9785000,19656000,18905000,16231000,17111000,23605000,19110000,19083000,19249000,33760000,38075000,62773000
BalanceCurrentAssets,66604000,67076000,70498000,62675000,53453000,49135000,46085000,54553000,42973000,60131000,61015000,67392000,58756000,67586000,80736000,114345000,103311000,104130000,122219000,222071000,173601000,198092000,199106000,199393000,253878000,236115000,215178000,402424000,,,,0,0,0
BalanceInventory,0,536000,364000,755000,814000,134000,402000,248000,303000,1090000,1653000,1690000,707000,1329000,3091000,2968000,2051000,5065000,6252000,5736000,8471000,12887000,15386000,5574000,4406000,7823000,7402000,8074000,13317000,13987000,14908000,18654000,17891000,25283000
BalanceCurrentReceivables,31245000,36609000,33196000,34381000,30121000,33007000,36757000,36784000,50581000,47432000,51882000,48574000,58452000,62609000,67608000,75295000,67721000,78691000,95846000,99127000,111100000,120539000,132658000,185860000,155024000,149784000,143494000,,,,,,,
BalanceCurrentInvestments,,,,,,0,,,,29000,,,2314000,,,70000,242000,242000,187000,187000,187000,110000,110000,5510000,5232000,18136000,18438000,43887000,40424000,33652000,32454000,27556000,16699000,17743000
BalanceCash,11772000,16583000,5029000,7543000,11056000,12311000,8074000,6825000,12481000,37146000,21802000,23977000,32883000,113704000,58698000,65195000,56231000,47173000,46318000,52458000,31005000,232032000,256000,30000,716000,983000,995000,897000,1643000,1071000,1168000,1559000,1137000,904000
BalanceOtherCurrentAssets,965000,857000,917000,845000,1509000,1401000,980000,2555000,4309000,4163000,7367000,4393000,6715000,7305000,8668000,6708000,13801000,17107000,20623000,26877000,18714000,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,750000,750000,750000,750000,22903000,24888000,41855000,50025000,76691000,88242000,111359000,120314000,127103000,124993000,135279000,153569000,164184000,168488000,189450000,206473000
BalanceTotalAssets,235498000,244188000,249161000,302635000,361537000,360385000,388743000,425061000,539461000,513648000,590640000,613408000,649603000,724453000,762035000,754720000,1017493000,11608000,13741000,22111000,25955000,53904000,62855000,79923000,82828000,78811000,92381000,98257000,104794000,91812000,111161000,123019000,126645000,117126000
BalanceCapital,142328000,152999000,162344000,150755000,170525000,185559000,196062000,216263000,128886000,160433000,176327000,201323000,204629000,202033000,238149000,554871000,2205000,2205000,2205000,2205000,2405000,2405000,2405000,2405000,2405000,2405000,2405000,2405000,2405000,2454000,2486000,2486000,2486000,2555000
BalanceShareCapital,2555000,2555000,2555000,2555000,2555000,2555000,2555000,2600000,2600000,2600000,2600000,2675000,2675000,2675000,2859000,,,,,,0,0,,,-8000,-8000,,,,,,,,
BalanceOwnShares,,,,,-57574000,-57594000,-57594000,-57594000,-100094000,-100094000,-92051000,-10157000,1694000,1694000,3861000,3913000,42448000,42460000,40833000,54203000,53556000,54948000,55777000,56848000,74503000,80763000,88471000,89389000,94081000,101545000,103786000,105377000,111942000,118088000
BalanceReserve,120877000,122760000,178654000,127466000,131709000,133510000,208793000,221730000,225992000,268298000,578867000,0,-7000,-8000,-12000,-11000,0,61000,-111000,-21000,-43000,-99000,-71000,-561000,-722000,-769000,-798000,5834000,4871000,4813000,5703000,5305000,4546000,3641000
BalanceNonshareCapital,17251000,17012000,16015000,15435000,17844000,1198000,1471000,8000,0,,186000,169000,148000,140000,154000,144000,290000,403000,542000,761000,808000,1443000,2391000,6997000,6049000,6636000,7860000,23218000,84284000,85782000,88054000,91442000,157358000,237131000
BalanceNoncurrentLiabilities,236349000,210945000,158877000,156814000,201713000,189785000,129219000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,0,0,,177000,153000,133000,110000,87000,64000,100000,124000,130000,102000,155000,590000,1390000,5800000,4606000,4939000,1717000,6815000,51273000,52658000,57847000,56280000,121682000,127735000
BalanceNoncurrentBorrowings,125777000,126395000,75379000,74219000,122035000,152627000,92195000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,4246000,12448000,16535000,17186000,16515000,21916000,25726000,25946000
BalanceNoncurrentLeasing,27355000,26173000,19631000,17762000,15571000,14153000,12342000,8000,0,,9000,16000,15000,30000,67000,80000,190000,279000,412000,659000,653000,853000,1001000,1197000,1443000,1697000,1897000,3955000,16476000,15938000,13692000,13246000,9950000,83450000
BalanceNoncurrentOtherLiabilities,83217000,58377000,63867000,64833000,64107000,23005000,24682000,11287000,11154000,19566000,23913000,22650000,25247000,31221000,37453000,48023000,32252000,36579000,48085000,71564000,55884000,64601000,73553000,113092000,96022000,88302000,111239000,121627000,99265000,109427000,132252000,161294000,143990000,176607000
BalanceCurrentLiabilities,209124000,273388000,347575000,340445000,325588000,331932000,758000,5399000,10511000,1715000,2557000,2999000,15582000,3360000,17430000,4265000,20103000,3378000,23524000,4968000,22810000,3723000,28851000,11902000,10486000,16066000,59715000,31905000,35413000,41520000,47957000,53578000,74984000,97329000
BalanceCurrentTradePayablesv,105997000,98862000,130556000,102556000,117443000,0,0,,85000,88000,87000,88000,87000,91000,120000,146000,138000,4253000,13824000,20565000,23050000,25037000,40002000,44492000,36305000,39321000,4956000,12032000,9608000,11956000,29315000,3166000,4093000,3500000
BalanceCurrentBorrowings,53478000,138145000,70594000,65256000,89303000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,3150000,5848000,7282000,8011000,8725000,10043000,10775000,10491000,10397000,10423000
BalanceCurrentLeasing,9042000,8788000,8711000,8275000,7844000,181000,1255000,3906000,3800000,4780000,6510000,6160000,5007000,5376000,6291000,4975000,6931000,5216000,4306000,3533000,5037000,9346000,7702000,7233000,6821000,10631000,6869000,15764000,15859000,21146000,23625000,28476000,21682000,30925000
BalanceCurrentOtherLiabilities,30219000,43564000,46177000,38659000,10348000,4500000,5064000,18310000,15226000,15650000,9392000,28995000,25097000,21550000,11363000,33523000,29000000,26045000,15208000,39756000,34893000,31926000,31128000,43183000,39043000,40448000,39917000,52874000,52101000,53130000,58657000,76190000,73946000,71561000
BalanceReckoning,87020000,103324000,78683000,22903000,24888000,0,41855000,50025000,76691000,88242000,111359000,120314000,127103000,124993000,135279000,153569000,164184000,168488000,189450000,206473000,235498000,244188000,249161000,302635000,361537000,360385000,388743000,425061000,539461000,513648000,590640000,613408000,649603000,724453000
BalanceTotalEquityAndLiabilities,762035000,754720000,1017493000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,2656000,3040000,10370000,8657000,1427000,7693000,11271000,13468000,4314000,19684000,-334000,10189000,7973000,316000,15651000,11289000,6158000,14102000,35919000,1000,5591000,24302000,22241000,19423000,19323000,22247000,38985000,40056000,25644000,28601000,51050000,33866000,41218000,36264000
CashflowAmortization,,293000,,,411000,,,1735000,,,,,,2762000,2677000,,6455000,,,11188000,,,15861000,,,19779000,-819000,-2538000,-1354000,-2016000,-1037000,-2935000,-14711000,-22023000
CashflowInvestingCashflow,-5504000,-10087000,-9450000,-11424000,-17658000,-4875000,-20769000,-10792000,321000,-25009000,-27372000,0,2002000,-12215000,-21514000,-11201000,-7999000,-18790000,-15819000,-26135000,-30767000,-31755000,-88894000,-10431000,-83795000,-84900000,686000,2906000,654000,1283000,669000,2353000,3612000,3733000
CashflowCapex,1527000,1143000,3549000,6675000,1099000,1235000,3348000,1292000,1326000,6627000,12079000,0,7697000,13290000,15096000,14673000,11980000,8558000,9149000,24295000,19309000,31513000,79158000,13428000,76871000,65327000,200000,-200000,-3010000,-32000,-2000,20604000,-21000,867000
CashflowFinancingCashflow,-9000,-14494000,-52000,1258000,4023000,9370000,-6744000,2017000,-2966000,12162000,-14033000,-1000,-1937000,12577000,-16070000,-6047000,-2438000,78427000,-79215000,-7424000,-3842000,-5903000,36989000,-17295000,21124000,249663000,,0,0,0,0,20644000,0,911000
CashflowShareCapitalCash,17000,-12000,-5000,1305000,4967000,3186000,,6614000,0,,,1200000,0,,,7620000,-5000,,11318000,289814000,,,3000000,0,,0,0,0,,14429000,0,-1000,18036000,0
CashflowDividend,,,19889000,1000,,22993000,1000,,1565000,,307000,356000,,2037000,302000,6006000,6609000,388000,25362000,-3461000,-7688000,-1199000,-4897000,-9836000,23000,-5662000,4811000,-11862000,2514000,3513000,1255000,-5486000,0,5656000
CashflowNetCashflow,24664000,-15343000,2175000,8886000,81884000,-56049000,6497000,-8965000,-9057000,-855000,6140000,-21453000,201027000,,,,,,,,,,,,,,,,,,,,,
