,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_sy,,,,,,18.37,,,20.71,14.54,0.06,-3.68,-2.70,16.38,15.36,1.03,18.56,25.93,10.25,29.20,22.39,26.62,7.82,12.08,-11.21,-10.26,-5.17,-7.11,-16.54,-20.60,-7.07,-0.31,5.18,-5.34,8.26,-0.86,5.00,10.34,12.87,-2.48,8.47,5.08,2.76,8.69,2.18,1.34,-2.79,5.08
IncomeDistributionExpenses_qq,,100.00,-100.00,,,27600.00,-72.92,444.00,-33.58,0.37,-16.18,-11.84,36.32,50.00,-20.44,38.23,15.93,22.90,-6.83,-2.67,30.48,-8.92,-49.14,28.33,-2.87,-33.18,-44.90,40.12,12.33,-10.98,-51.10,239.64,-8.49,-94.78,861.11,18.50,,158.54,-78.49,14.91,8.40,-26.06,22.86,-26.36,77.89,-21.89,-27.27,84.38
IncomeDistributionExpenses_sq,,9.97,-12.28,,,20.37,-10.10,22.80,6.24,3.70,-31.58,15.00,-4.30,29.83,-17.11,4.23,7.65,18.88,-19.91,14.69,-1.99,15.07,-25.40,10.66,-6.85,17.96,-31.64,10.83,-5.48,7.13,-23.08,12.48,-9.02,9.28,-9.54,16.92,,17.34,-5.10,-3.52,7.40,0.24,-7.64,11.50,-4.77,-6.71,-11.33,10.25
IncomeAdministrativExpenses,2852000,3263000,2980000,3635000,4196000,4454000,4744000,5198000,5320000,6244000,4965000,4913000,5255000,5798000,5248000,5783000,5776000,12927000,8645000,6613000,6485000,6216000,7456000,6933000,5577000,5166000,5466000,3259000,3345000,2889000,2455000,2436000,2452000,2405000,2392000,2443000,1847000,2068000,2078000,2102000,2017000,1676000,1892000,1758000,1702000,1795000,1847000,1965000
IncomeAdministrativExpenses_yy,,,,,47.12,36.50,59.19,43.00,26.79,40.19,4.66,-5.48,-1.22,-7.14,5.70,17.71,9.91,122.96,64.73,14.35,12.27,-51.91,-13.75,4.84,-14.00,-16.89,-26.69,-52.99,-40.02,-44.08,-55.09,-25.25,-26.70,-16.75,-2.57,0.29,-24.67,-14.01,-13.13,-13.96,9.20,-18.96,-8.95,-16.37,-15.62,7.10,-2.38,11.77
IncomeAdministrativExpenses_sy,,,,,29.53,23.91,25.35,31.68,25.71,31.07,13.11,2.69,-0.05,-7.25,2.58,8.95,-0.55,-3.98,0.45,0.19,5.62,-6.50,9.20,1.33,-1.94,-5.57,-5.38,-11.65,-1.82,7.34,-3.46,0.31,-0.87,1.59,-0.46,1.06,1.66,5.37,4.76,3.49,2.13,-4.09,3.11,-0.09,4.20,6.74,2.94,6.37
IncomeAdministrativExpenses_qq,,14.41,-8.67,21.98,15.43,6.15,6.51,9.57,2.35,17.37,-20.48,-1.05,6.96,10.33,-9.49,10.19,-0.12,123.81,-33.12,-23.50,-1.94,-4.15,19.95,-7.01,-19.56,-7.37,5.81,-40.38,2.64,-13.63,-15.02,-0.77,0.66,-1.92,-0.54,2.13,-24.40,11.97,0.48,1.15,-4.04,-16.91,12.89,-7.08,-3.19,5.46,2.90,6.39
IncomeAdministrativExpenses_sq,,17.42,-13.89,10.72,5.75,26.70,-5.61,11.00,-2.10,20.94,-24.36,2.74,-4.30,15.89,-10.23,8.01,-5.44,18.94,-16.11,8.28,-9.63,10.64,-4.01,0.10,-15.74,10.70,-8.59,0.30,-2.89,13.80,-9.77,1.30,-3.87,14.48,-11.68,13.36,-7.51,15.45,-8.33,1.15,-1.48,15.55,-5.45,4.94,-5.72,17.26,-5.63,6.22
IncomeGrossProfit,1954000,3460000,1902000,2302000,1499000,-348000,2790000,2426000,8321000,8554000,-1307000,1318000,6347000,7975000,-597000,2181000,2825000,5321000,-10068000,-6953000,-3113000,-10459000,-24399000,-8324000,-6699000,2922000,-3794000,-9788000,609000,559000,-1179000,-1190000,-904000,-4319000,-2369000,-3007000,-2435000,-1288000,-3001000,-2952000,-1820000,-1007000,-1495000,-1287000,-860000,-2126000,-1474000,-1650000
IncomeGrossProfit_yy,,,,,-23.29,-110.06,46.69,5.39,455.10,2558.05,-146.85,-45.67,-23.72,-6.77,54.32,65.48,-55.49,-33.28,-1586.43,-418.80,-210.19,-296.56,-142.34,-19.72,-115.19,127.94,84.45,-17.59,109.09,-80.87,68.92,87.84,-248.44,-872.63,-100.93,-152.69,-169.36,70.18,-26.68,1.83,25.26,21.82,50.18,56.40,52.75,-111.12,1.40,-28.21
IncomeGrossProfit_sy,,,,,32.49,19.52,46.69,49.00,75.50,68.19,-34.26,16.16,-38.02,-6.88,-43.76,-2.74,-7.86,-5.16,-17.85,-22.15,-9.19,10.93,50.58,-35.80,-29.08,-50.24,-75.73,52.98,11.62,68.31,56.25,28.54,5.13,30.82,28.11,50.22,25.07,-2.67,2.28,13.70,-14.13,-47.79,-1.95,2.23,-33.12,-9.30,-23.83,-10.35
IncomeGrossProfit_qq,,77.07,-45.03,21.03,-34.88,-123.22,901.72,-13.05,242.99,2.80,-115.28,200.84,381.56,25.65,-107.49,465.33,29.53,88.35,-289.21,30.94,55.23,-235.98,-133.28,65.88,19.52,143.62,-229.84,-157.99,106.22,-8.21,-310.91,-0.93,24.03,-377.77,45.15,-26.93,19.02,47.10,-133.00,1.63,38.35,44.67,-48.46,13.91,33.18,-147.21,30.67,-11.94
IncomeGrossProfit_sq,,-9.86,13.53,15.48,22.80,-44.11,41.09,14.32,15.57,-26.42,-48.38,55.36,-0.86,15.68,-62.01,154.96,5.46,12.98,-65.19,51.22,18.96,2.08,-67.64,15.00,13.24,-39.40,-20.64,52.08,34.62,1.93,-62.02,49.71,9.48,24.91,-49.46,36.38,14.80,6.10,-47.97,23.26,34.54,-17.81,7.76,20.28,-12.66,-8.84,-28.36,15.96
IncomeOtherOperatingIncome,741000,1429000,318000,478000,1102000,3348000,411000,1502000,501000,2593000,2322000,656000,525000,4020000,781000,1806000,833000,4078000,7820000,3672000,4456000,-3792000,1872000,14808000,3298000,355000,2233000,13940000,10138000,20556000,1174000,3435000,5198000,20305000,4391000,8546000,5598000,6213000,4351000,7079000,7318000,11035000,2061000,10411000,4107000,5158000,6801000,4289000
IncomeOtherOperatingIncome_yy,,,,,48.72,134.29,29.25,214.23,-54.54,-22.55,464.96,-56.32,4.79,55.03,-66.37,175.30,58.67,1.44,901.28,103.32,434.93,-192.99,-76.06,303.27,-25.99,109.36,19.28,-5.86,207.40,5690.42,-47.42,-75.36,-48.73,-1.22,274.02,148.79,7.70,-69.40,-0.91,-17.17,30.73,77.61,-52.63,47.07,-43.88,-53.26,229.99,-58.80
IncomeOtherOperatingIncome_sy,,,,,19.04,32.62,29.25,22.35,-6.38,61.32,25.00,-0.47,-5.52,-10.80,65.19,5.00,63.77,21.74,81.36,71.93,44.56,-37.46,-27.67,-21.70,61.53,5.88,14.56,-7.08,-35.00,6.37,-24.50,-15.38,-6.41,-31.46,-26.92,69.84,7.70,8.85,33.02,3.13,0.56,-8.66,-3.75,-10.63,22.22,-0.80,8.03,21.13
IncomeOtherOperatingIncome_qq,,92.85,-77.75,50.31,130.54,203.81,-87.72,265.45,-66.64,417.56,-10.45,-71.75,-19.97,665.71,-80.57,131.24,-53.88,389.56,91.76,-53.04,21.35,-185.10,149.37,691.03,-77.73,-89.24,529.01,524.27,-27.27,102.76,-94.29,192.59,51.32,290.63,-78.37,94.63,-34.50,10.99,-29.97,62.70,3.38,50.79,-81.32,405.14,-60.55,25.59,31.85,-36.94
IncomeOtherOperatingIncome_sq,,-12.17,-67.57,126.32,-38.00,53.23,-67.89,55.90,-33.44,169.59,-75.48,33.99,-29.81,186.67,-48.10,-31.83,64.95,239.12,-12.01,-17.88,-3.90,58.14,-22.90,42.22,11.76,36.24,20.41,3.39,-10.46,102.76,-70.72,17.90,4.36,137.19,-61.76,90.44,-33.92,110.76,-61.16,66.24,-50.31,125.10,-54.52,9.22,-7.37,20.44,-39.53,-15.38
IncomeOtherOperatingCosts,63000,2173000,81000,624000,336000,1591000,3547000,1092000,431000,2747000,3409000,-912000,324000,5717000,480000,2180000,1756000,-1285000,6726000,4610000,4458000,1948000,819000,50124000,5452000,70680000,3687000,10000000,3966000,18558000,845000,2982000,10085000,7946000,2090000,5842000,1033000,7631000,3716000,2969000,2453000,7204000,2202000,8195000,7246000,1853000,4118000,911000
IncomeOtherOperatingCosts_yy,,,,,433.33,-26.78,4279.01,75.00,28.27,72.66,-3.89,-183.52,-24.83,108.12,-85.92,339.04,441.98,-122.48,1301.25,111.47,153.87,251.60,-87.82,987.29,22.30,3528.34,350.18,-80.05,-27.26,-73.74,-77.08,-70.18,154.29,-57.18,147.34,95.91,-89.76,-3.96,77.80,-49.18,137.46,-5.60,-40.74,176.02,195.39,-74.28,87.01,-88.88
IncomeOtherOperatingCosts_sy,,,,,51.85,22.20,16.43,75.00,28.27,12.83,18.81,-35.87,108.59,-24.91,0.80,49.98,-15.48,51.37,56.32,30.10,28.84,29.00,81.04,95.27,90.86,56.46,-18.51,-59.88,-29.70,10.42,0.15,3.16,-1.30,-35.78,-34.38,-5.82,-32.61,-8.13,41.53,31.50,-31.34,9.49,-8.56,-37.90,13.90,29.14,8.42,39.83
IncomeOtherOperatingCosts_qq,,3349.21,-96.27,670.37,-46.15,373.51,122.94,-69.21,-60.53,537.35,24.10,-126.75,135.53,1664.51,-91.60,354.17,-19.45,-173.18,623.42,-31.46,-3.30,-56.30,-57.96,6020.15,-89.12,1196.40,-94.78,171.22,-60.34,367.93,-95.45,252.90,238.20,-21.21,-73.70,179.52,-82.32,638.72,-51.30,-20.10,-17.38,193.68,-69.43,272.16,-11.58,-74.43,122.23,-77.88
IncomeOtherOperatingCosts_sq,,204.78,-71.58,103.27,-50.53,394.74,-78.74,174.90,-58.40,472.21,-78.59,73.07,17.88,109.48,-74.97,145.81,-4.46,203.16,-71.11,123.76,-37.86,209.52,-68.07,200.57,-22.99,111.82,-71.49,152.33,-41.36,265.99,-72.15,88.79,-30.10,140.51,-73.70,91.56,-50.39,395.41,-78.84,104.78,-39.39,193.68,-69.43,47.51,6.46,316.28,-63.25,33.19
IncomeEBIT,2632000,2716000,2139000,2156000,2265000,1409000,-346000,2836000,8391000,8400000,-2394000,2886000,6548000,6278000,-296000,1807000,1902000,10684000,-8974000,-7891000,-3115000,-16199000,-23346000,-43640000,-8853000,-67403000,-5248000,-5848000,6781000,2557000,-850000,-737000,-5791000,8040000,-68000,-303000,2130000,-2706000,-2366000,1158000,3045000,2824000,-1636000,929000,-3999000,1179000,1209000,1728000
IncomeEBIT_yy,,,,,-13.94,-48.12,-116.18,31.54,270.46,496.17,-591.91,1.76,-21.96,-25.26,87.64,-37.39,-70.95,70.18,-2931.76,-536.69,-263.77,-251.62,-160.15,-453.04,-184.21,-316.09,77.52,86.60,176.60,103.79,83.80,87.40,-185.40,214.43,92.00,58.89,136.78,-133.66,-3379.41,482.18,42.96,204.36,30.85,-19.78,-231.33,-58.25,173.90,86.01
IncomeEBIT_sy,,,,,30.16,97.40,56.31,31.54,73.41,36.78,-19.92,31.60,-42.86,5.46,-42.49,-19.90,-5.18,3.50,-21.27,-23.78,-3.58,9.45,11.48,-48.12,-36.43,-61.52,-68.82,70.00,0.68,81.60,13.45,7.19,26.26,32.42,46.74,44.98,24.46,-18.12,3.96,-4.32,-16.41,-34.60,-12.55,-4.66,9.75,-43.52,-0.33,-7.48
IncomeEBIT_qq,,3.19,-21.24,0.79,5.06,-37.79,-124.56,919.65,195.87,0.11,-128.50,220.55,126.89,-4.12,-104.71,710.47,5.26,461.72,-183.99,12.07,60.52,-420.03,-44.12,-86.93,79.71,-661.36,92.21,-11.43,215.95,-62.29,-133.24,13.29,-685.75,238.84,-100.85,-345.59,802.97,-227.04,12.56,148.94,162.95,-7.26,-157.93,156.78,-530.46,129.48,2.54,42.93
IncomeEBIT_sq,,-33.53,25.05,34.21,9.83,-22.85,11.24,20.36,19.56,-36.33,-34.36,67.26,-11.77,21.78,-73.73,137.12,3.28,13.86,-59.41,46.41,34.50,-9.14,-45.13,-13.87,35.10,-65.13,2.54,74.61,18.88,-3.50,-27.26,29.32,10.08,82.28,-57.87,113.19,19.04,-3.08,-28.96,24.14,29.98,-35.55,23.40,25.79,-6.52,-18.46,-27.58,15.30
IncomeFinanceIncome,26000,474000,737000,83000,-138000,2701000,6129000,701000,-227000,1265000,8161000,2535000,1543000,-5207000,206000,406000,-103000,449000,483000,269000,65000,570000,6330000,-5700000,2020000,1050000,672000,1337000,347000,-26000,817000,589000,6122000,468000,345000,1692000,4904000,1086000,146000,268000,159000,14498000,888000,94000,6378000,4207000,18027000,72000
IncomeFinanceIncome_yy,,,,,-630.77,469.83,731.61,744.58,-64.49,-53.17,33.15,261.63,779.74,-511.62,-97.48,-83.98,-106.68,108.62,134.47,-33.74,163.11,26.95,1210.56,-2218.96,3007.69,84.21,-89.38,123.46,-82.82,-102.48,21.58,-55.95,1664.27,1900.00,-57.77,187.27,-19.90,132.05,-57.68,-84.16,-96.76,1234.99,508.22,-64.93,3911.32,-70.98,1930.07,-23.40
IncomeFinanceIncome_sy,,,,,203.22,143.18,70.64,66.70,79.30,52.33,123.21,-33.21,-54.68,-59.32,-40.45,-5.92,-22.00,14.80,-1.37,37.14,92.69,-2.21,8.02,-8.33,-29.42,-34.34,-34.94,87.50,-66.96,-31.54,4.41,-36.00,-40.67,44.88,-15.10,-10.07,-5.22,-10.09,-14.82,106.66,-39.90,31.26,-41.62,-63.32,8.44,-22.39,-5.87,141.79
IncomeFinanceIncome_qq,,1723.08,55.49,-88.74,-266.27,2057.25,126.92,-88.56,-132.38,657.27,545.14,-68.94,-39.13,-437.46,103.96,97.09,-125.37,535.92,7.57,-44.31,-75.84,776.92,1010.53,-190.05,135.44,-48.02,-36.00,98.96,-74.05,-107.49,3242.31,-27.91,939.39,-92.36,-26.28,390.43,189.83,-77.85,-86.56,83.56,-40.67,9018.24,-93.88,-89.41,6685.11,-34.04,328.50,-99.60
IncomeFinanceIncome_sq,,151.84,-25.52,42.92,13.82,133.33,-33.84,29.16,-13.18,114.79,-38.51,-48.46,-4.61,-3.60,27.84,-16.19,-11.62,16.35,28.02,-11.34,20.66,-12.03,45.75,-40.52,2.02,-6.95,-9.88,23.39,-67.98,28.62,10.85,-2.26,-21.88,31.97,24.19,-29.22,,33.50,38.18,-8.62,-60.33,50.00,-33.45,-12.56,-10.00,20.40,-30.82,10.30
IncomeFinanceCosts,407000,708000,436000,1243000,211000,545000,980000,1162000,572000,6417000,5918000,3618000,2155000,-2413000,1665000,1243000,1811000,2576000,3456000,3250000,6266000,2389000,11066000,7018000,3397000,17328000,1061000,1692000,691000,500000,888000,388000,6154000,6904000,252000,1417000,200000,897000,78000,213000,3822000,7609000,53000,528000,12000,7304000,96000,233000
IncomeFinanceCosts_yy,,,,,-48.16,-23.02,124.77,-6.52,171.09,1077.43,503.88,211.36,276.75,-137.60,-71.87,-65.64,-15.96,206.76,107.57,161.46,246.00,-7.26,220.20,115.94,-45.79,625.32,-90.41,-75.89,-79.66,-97.11,-16.31,-77.07,790.59,1280.80,-71.62,265.21,-96.75,-87.01,-69.05,-84.97,1811.00,748.27,-32.05,147.89,-99.69,-4.01,81.13,-55.87
IncomeFinanceCosts_sy,,,,,15.30,106.37,44.96,62.34,29.57,163.92,101.51,-5.74,-8.65,-49.75,-6.96,31.48,20.00,31.10,-6.49,37.72,74.95,26.70,12.42,45.63,12.32,-6.49,-33.67,-19.83,-36.89,-30.80,-26.86,-36.36,17.32,7.68,8.88,-31.68,-25.08,-25.92,1.32,37.67,-1.21,-9.53,15.44,-17.68,-14.07,-4.99,-6.91,24.44
IncomeFinanceCosts_qq,,73.96,-38.42,185.09,-83.02,158.29,79.82,18.57,-50.77,1021.85,-7.78,-38.86,-40.44,-211.97,169.00,-25.35,45.70,42.24,34.16,-5.96,92.80,-61.87,363.21,-36.58,-51.60,410.10,-93.88,59.47,-59.16,-27.64,77.60,-56.31,1486.08,12.19,-96.35,462.30,-85.89,348.50,-91.30,173.08,1694.37,99.08,-99.30,896.23,-97.73,60766.67,-98.69,142.71
IncomeFinanceCosts_sq,,64.83,-22.92,44.10,-35.70,128.03,-49.93,29.60,-28.71,208.88,-11.80,-26.90,1.99,6.10,22.23,-12.22,-0.46,27.03,5.32,-2.49,19.30,3.45,8.76,10.88,-2.95,2.47,-25.95,27.09,-39.55,46.01,-15.92,9.38,7.66,23.91,-28.11,-20.45,25.27,23.89,-14.11,5.12,-2.98,5.92,-4.26,-14.40,-15.33,41.07,-21.70,27.78
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8146000,,,,,-17933000,0
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.60,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,100.00
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.53,,,,,-29.68
IncomeNetGrossProfit,2251000,2482000,2440000,996000,1916000,3565000,4803000,2375000,7592000,3248000,-151000,1803000,5936000,3484000,-1755000,970000,-12000,8557000,-11947000,-10872000,-9316000,-18018000,-28082000,-56358000,-10230000,-83681000,-5637000,-6203000,6437000,2031000,-921000,-536000,-5823000,1604000,25000,-28000,6834000,-2517000,-2298000,1213000,-618000,1567000,-801000,495000,2367000,-1918000,1207000,1567000
IncomeNetGrossProfit_yy,,,,,-14.88,43.63,96.84,138.45,296.24,-8.89,-103.14,-24.08,-21.81,7.27,-1062.25,-46.20,-100.20,145.61,-580.74,-1220.82,-77533.33,-310.56,-135.05,-418.38,-9.81,-364.43,79.93,88.99,162.92,102.43,83.66,91.36,-190.46,-21.02,102.71,94.78,217.36,-256.92,-9292.00,4432.14,-109.04,162.26,65.14,-59.19,483.01,-222.40,250.69,216.57
IncomeNetGrossProfit_sy,,,,,47.00,127.55,43.09,19.61,55.55,22.41,-22.44,33.06,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeNetGrossProfit_qq,,10.26,-1.69,-59.18,92.37,86.06,34.73,-50.55,219.66,-57.22,-104.65,1294.04,229.23,-41.31,-150.37,155.27,-101.24,71408.33,-239.62,9.00,14.31,-93.41,-55.86,-100.69,81.85,-718.00,93.26,-10.04,203.77,-68.45,-145.35,41.80,-986.38,127.55,-98.44,-212.00,24507.14,-136.83,8.70,152.79,-150.95,353.56,-151.12,161.80,378.18,-181.03,162.93,29.83
IncomeNetGrossProfit_sq,,-6.94,4.05,45.42,23.96,-11.14,13.45,1.34,20.05,-38.03,-43.76,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,2251000,2482000,2440000,996000,1916000,3565000,4803000,2375000,7592000,3248000,-151000,1803000,5936000,3484000,-1755000,970000,-12000,8557000,-11947000,-10872000,-9316000,-18018000,-28082000,-56358000,-10230000,-83681000,-5637000,-6203000,6437000,2031000,-921000,-536000,-5823000,1604000,25000,-28000,6834000,-2517000,-2298000,1213000,-618000,1567000,-801000,495000,2367000,-1918000,1207000,1567000
IncomeBeforeTaxProfit_yy,,,,,-14.88,43.63,96.84,138.45,296.24,-8.89,-103.14,-24.08,-21.81,7.27,-1062.25,-46.20,-100.20,145.61,-580.74,-1220.82,-77533.33,-310.56,-135.05,-418.38,-9.81,-364.43,79.93,88.99,162.92,102.43,83.66,91.36,-190.46,-21.02,102.71,94.78,217.36,-256.92,-9292.00,4432.14,-109.04,162.26,65.14,-59.19,483.01,-222.40,250.69,216.57
IncomeBeforeTaxProfit_sy,,,,,47.00,127.55,43.09,19.61,55.55,22.41,-22.44,33.06,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
