,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
IncomeDistributionExpenses,985000,1202000,1036000,1031000,1086000,1190000,1150000,1214000,1104000,1139000,1220000,1313000,2327000,2692000,2792000,3010000,2189000,2512000,2291000,2828000,2608000,2353000,2738000,2146000,2868000,2926000,2973000,3025000,3356000,3465000,3601000,3863000,3497000,3749000,3847000,3848000,4324000,4821000,5018000,5603000,4813000,4817000,3828000,8004000,7332000,7230000,6527000,7802000,7118000,7062000,5918000,8056000,8034000,9594000,9408000
IncomeDistributionExpenses_yy,,,,,10.25,-1.00,11.00,17.75,1.66,-4.29,6.09,8.15,110.78,136.35,128.85,129.25,-5.93,-6.69,-17.94,-6.05,19.14,-6.33,19.51,-24.12,9.97,24.35,8.58,40.96,17.02,18.42,21.12,27.70,4.20,8.20,6.83,-0.39,23.65,28.59,30.44,45.61,11.31,-0.08,-23.71,42.85,52.34,50.09,70.51,-2.52,-2.92,-2.32,-9.33,3.26,12.87,35.85,58.97
IncomeDistributionExpenses_sy,,,,,82.35,43.31,14.13,28.85,10.79,14.57,41.04,28.69,14.06,24.24,3.98,5.66,-2.42,-8.09,-2.63,-6.05,9.38,-4.93,19.51,5.47,21.44,9.30,18.88,10.23,31.44,18.42,2.79,5.56,-7.92,-3.95,5.98,5.46,7.13,8.62,5.08,8.22,-1.01,4.11,2.64,5.01,6.76,-2.70,-1.09,10.09,2.58,8.16,11.96,8.94,3.42,0.44,58.97
IncomeDistributionExpenses_qq,,22.03,-13.81,-0.48,5.33,9.58,-3.36,5.57,-9.06,3.17,7.11,7.62,77.23,15.69,3.71,7.81,-27.28,14.76,-8.80,23.44,-7.78,-9.78,16.36,-21.62,33.64,2.02,1.61,1.75,10.94,3.25,3.92,7.28,-9.47,7.21,2.61,0.03,12.37,11.49,4.09,11.66,-14.10,0.08,-20.53,109.09,-8.40,-1.39,-9.72,19.53,-8.77,-0.79,-16.20,36.13,-0.27,19.42,-1.94
IncomeDistributionExpenses_sq,,49.84,17.58,4.52,-0.23,17.54,-0.83,4.84,-4.58,5.90,13.98,-5.60,-11.78,17.62,-0.96,1.56,-15.51,14.76,-6.56,13.35,-8.48,12.74,8.46,6.36,-7.39,3.87,12.57,6.26,1.31,3.25,-8.35,7.39,-12.64,6.08,-2.07,11.60,-8.28,11.40,-4.17,10.91,-12.24,11.78,-1.84,8.60,-11.66,9.22,-6.68,9.50,-6.94,9.29,0.53,7.78,-15.38,11.94,-4.78
IncomeAdministrativExpenses,1298000,2048000,1336000,1731000,1399000,1945000,1822000,1702000,1604000,2003000,1511000,2856000,2816000,4506000,4547000,4510000,4087000,3674000,4131000,5012000,5041000,4253000,3914000,4475000,4144000,4481000,3611000,3931000,5265000,5500000,4324000,4866000,4923000,5303000,4224000,4914000,4490000,4942000,4435000,5969000,5520000,6117000,4525000,8938000,9161000,10661000,9899000,11714000,10197000,10701000,10071000,11459000,12412000,12399000,12561000
IncomeAdministrativExpenses_yy,,,,,7.78,-5.03,36.38,-1.68,14.65,2.98,-17.07,67.80,75.56,124.96,200.93,57.91,45.13,-18.46,-9.15,11.13,23.34,15.76,-5.25,-10.71,-17.79,5.36,-7.74,-12.16,27.05,22.74,19.75,23.79,-6.50,-3.58,-2.31,0.99,-8.80,-6.81,5.00,21.47,22.94,23.78,2.03,49.74,65.96,74.28,118.76,31.06,11.31,0.38,1.74,-2.18,21.72,15.87,24.72
IncomeAdministrativExpenses_sy,,,,,19.30,16.62,12.82,7.23,8.60,10.42,8.15,8.77,16.24,17.38,30.09,19.19,5.73,-5.33,-4.82,-0.51,-6.14,-3.12,7.80,4.32,10.62,5.58,8.25,15.09,3.37,5.53,3.46,-1.35,-1.59,7.91,2.07,-5.34,-0.11,-4.12,0.39,11.22,2.10,2.64,0.94,4.07,0.15,-2.48,4.88,-2.48,4.69,2.25,-1.40,2.53,9.42,9.05,18.97
IncomeAdministrativExpenses_qq,,57.78,-34.77,29.57,-19.18,39.03,-6.32,-6.59,-5.76,24.88,-24.56,89.01,-1.40,60.01,0.91,-0.81,-9.38,-10.11,12.44,21.33,0.58,-15.63,-7.97,14.33,-7.40,8.13,-19.42,8.86,33.94,4.46,-21.38,12.53,1.17,7.72,-20.35,16.34,-8.63,10.07,-10.26,34.59,-7.52,10.82,-26.03,97.52,2.49,16.37,-7.15,18.34,-12.95,4.94,-5.89,13.78,8.32,-0.10,1.31
IncomeAdministrativExpenses_sq,,13.57,10.36,19.52,-8.20,7.30,-6.76,9.13,-10.01,10.35,1.30,14.02,-1.40,0.64,3.66,1.62,-9.38,-3.59,-3.53,6.41,-6.90,5.60,-2.19,14.32,-2.39,8.34,-0.99,16.10,-10.84,0.66,-0.10,6.77,-6.21,3.28,-9.26,2.22,-1.68,2.94,-4.46,22.64,-12.21,0.90,-4.64,19.62,-4.66,3.76,-7.14,12.09,-7.46,3.84,-5.42,12.70,-5.21,4.65,4.20
IncomeGrossProfit,2368000,2882000,2326000,1755000,2071000,2573000,2220000,1471000,2204000,2189000,1867000,-128000,2270000,3961000,2255000,863000,4249000,4268000,1440000,-528000,1820000,2927000,3788000,1772000,5556000,6594000,6868000,4909000,9941000,7935000,7702000,3841000,8100000,9681000,10082000,6419000,10276000,11204000,9040000,5137000,9804000,8453000,9778000,8238000,19328000,20028000,16082000,6871000,17235000,14796000,14525000,11414000,18604000,20321000,20785000
IncomeGrossProfit_yy,,,,,-12.54,-10.72,-4.56,-16.18,6.42,-14.92,-15.90,-108.70,2.99,80.95,20.78,774.22,87.18,7.75,-36.14,-161.18,-57.17,-31.42,163.06,435.61,205.27,125.28,81.31,177.03,78.92,20.34,12.14,-21.76,-18.52,22.00,30.90,67.12,26.86,15.73,-10.34,-19.97,-4.59,-24.55,8.16,60.37,97.14,136.93,64.47,-16.59,-10.83,-26.12,-9.68,66.12,7.94,37.34,43.10
IncomeGrossProfit_sy,,,,,160.53,106.30,33.23,-16.18,62.10,20.40,0.82,-93.14,5.80,-10.92,-28.68,16.04,-42.39,-24.26,-38.53,-16.64,-49.28,25.75,163.06,29.56,196.87,24.58,15.32,107.74,12.27,2.82,-41.63,-75.82,-48.70,-54.90,5.82,44.10,110.37,66.20,49.77,15.06,-13.42,16.11,16.46,66.83,29.74,63.55,0.42,13.70,-0.53,-22.16,10.60,14.25,22.62,35.00,46.28
IncomeGrossProfit_qq,,21.71,-19.29,-24.55,18.01,24.24,-13.72,-33.74,49.83,-0.68,-14.71,-106.86,1873.44,74.49,-43.07,-61.73,392.35,0.45,-66.26,-136.67,444.70,60.82,29.42,-53.22,213.54,18.68,4.16,-28.52,102.51,-20.18,-2.94,-50.13,110.88,19.52,4.14,-36.33,60.09,9.03,-19.31,-43.17,90.85,-13.78,15.67,-15.75,134.62,3.62,-19.70,-57.28,150.84,-14.15,-1.83,-21.42,62.99,9.23,2.28
IncomeGrossProfit_sq,,17.76,67.20,-24.55,20.03,32.19,17.76,-50.10,72.08,9.40,-6.56,-81.00,113.29,-9.92,17.08,-61.73,108.24,-17.96,-1.61,-49.93,-13.25,96.68,29.42,-32.10,73.34,22.12,2.00,-19.54,4.61,-5.36,-46.08,-51.68,73.18,19.48,61.56,-44.38,56.80,4.30,53.62,-45.66,58.23,5.88,35.48,-16.02,41.17,18.70,-15.26,-27.56,61.82,-8.26,12.15,-28.21,70.37,11.85,6.93
IncomeOtherOperatingIncome,165000,-155000,-62000,175000,33000,188000,3000,-37000,813000,25000,41000,95000,225000,-6000,102000,4733000,70000,11025000,161000,2652000,603000,24000,115000,534000,53000,2486000,281000,8325000,251000,263000,212000,1217000,632000,305000,42000,350000,661000,-240000,164000,453000,507000,637000,1210000,2487000,767000,422000,555000,459000,793000,4780000,414000,1674000,1311000,1310000,771000
IncomeOtherOperatingIncome_yy,,,,,-80.00,221.29,104.84,-121.14,2363.64,-86.70,1266.67,356.76,-72.32,-124.00,148.78,4882.11,-68.89,183850.00,57.84,-43.97,761.43,-99.78,-28.57,-79.86,-91.21,10258.33,144.35,1458.99,373.58,-89.42,-24.56,-85.38,151.79,15.97,-80.19,-71.24,4.59,-178.69,290.48,29.43,-23.30,365.42,637.80,449.01,51.28,-33.75,-54.13,-81.54,3.39,1032.70,-25.41,264.71,65.32,-72.59,86.23
IncomeOtherOperatingIncome_sy,,,,,-2.00,6.67,7.65,-37.93,286.79,10.89,-8.76,-44.30,-50.20,-16.46,45.10,14.52,0.72,98.10,57.84,-10.69,25.80,-5.58,-17.18,21.30,-38.54,56.50,-11.65,8.52,24.82,22.98,9.88,-50.80,37.84,-10.28,-13.06,71.29,-22.58,38.98,-3.16,15.02,-14.20,-27.50,27.35,71.74,-4.68,-11.94,-15.04,-48.08,2.20,39.56,-5.74,43.88,-5.46,-8.94,83.95
IncomeOtherOperatingIncome_qq,,-193.94,60.00,382.26,-81.14,469.70,-98.40,-1333.33,2297.30,-96.92,64.00,131.71,136.84,-102.67,1800.00,4540.20,-98.52,15650.00,-98.54,1547.20,-77.26,-96.02,379.17,364.35,-90.07,4590.57,-88.70,2862.63,-96.98,4.78,-19.39,474.06,-48.07,-51.74,-86.23,733.33,88.86,-136.31,168.33,176.22,11.92,25.64,89.95,105.54,-69.16,-44.98,31.52,-17.30,72.77,502.77,-91.34,304.35,-21.68,-0.08,-41.15
IncomeOtherOperatingIncome_sq,,54.75,-36.37,428.72,-83.23,137.36,-37.36,339.36,-39.09,-44.34,-25.92,82.32,-40.72,5.88,33.10,77.51,-64.31,19.20,18.22,-30.16,-43.47,-18.74,-3.19,105.37,-54.97,34.40,-26.22,115.98,-32.80,10.54,-19.39,8.16,28.54,-25.26,-1.00,200.88,-55.58,57.80,-24.47,34.12,-46.37,36.42,3.10,143.70,-59.17,-5.49,-12.40,10.88,1.62,44.76,-8.38,16.42,-23.36,50.02,94.46
IncomeOtherOperatingCosts,255000,181000,113000,8000,160000,686000,-70000,43000,734000,683000,416000,381000,76000,680000,-75000,1345000,234000,956000,100000,942000,569000,201000,57000,442000,756000,357000,555000,527000,775000,172000,151000,1142000,522000,488000,489000,4428000,487000,1074000,276000,589000,790000,1096000,-189000,2910000,255000,4458000,3238000,102000,530000,2569000,2060000,4604000,2178000,3526000,1842000
IncomeOtherOperatingCosts_yy,,,,,-37.25,279.01,-161.95,437.50,358.75,-0.44,694.29,786.05,-89.65,-0.44,-118.03,253.02,207.89,40.59,233.33,-29.96,143.16,-78.97,-43.00,-53.08,32.86,77.61,873.68,19.23,2.51,-51.82,-72.79,116.70,-32.65,183.72,223.84,287.74,-6.70,120.08,-43.56,-86.70,62.22,2.05,-168.48,394.06,-67.72,306.75,1813.23,-96.49,107.84,-42.37,-36.38,4413.73,310.94,37.25,-10.58
IncomeOtherOperatingCosts_sy,,,,,69.93,39.66,-16.43,61.68,-9.88,-42.65,-9.45,61.01,-26.96,54.53,12.60,127.89,3.40,33.53,5.03,-4.71,-2.71,58.71,17.13,-43.42,16.63,-21.49,73.16,18.97,-8.90,-14.68,-25.49,-11.73,-2.14,51.11,6.69,36.14,12.90,95.54,45.30,-22.84,7.63,6.59,31.35,94.07,-1.42,32.77,-42.88,-34.24,-0.32,32.82,18.56,73.36,-10.77,49.92,168.85
IncomeOtherOperatingCosts_qq,,-29.02,-37.57,-92.92,1900.00,328.75,-110.20,161.43,1606.98,-6.95,-39.09,-8.41,-80.05,794.74,-111.03,1893.33,-82.60,308.55,-89.54,842.00,-39.60,-64.67,-71.64,675.44,71.04,-52.78,55.46,-5.05,47.06,-77.81,-12.21,656.29,-54.29,-6.51,0.20,805.52,-89.00,120.53,-74.30,113.41,34.13,38.73,-117.24,1639.68,-91.24,1648.24,-27.37,-96.85,419.61,384.72,-19.81,123.50,-52.69,61.89,-47.76
IncomeOtherOperatingCosts_sq,,62.69,-37.57,201.76,-48.52,70.05,-61.74,215.42,-57.18,-39.91,21.36,369.06,-73.59,4.01,-11.74,627.53,-82.60,19.88,-19.07,194.10,-74.85,88.70,-22.93,182.67,-56.45,1.92,46.50,63.94,-59.24,31.16,-4.72,8.98,-58.65,33.62,-12.01,367.02,-71.64,130.36,-46.33,176.76,-52.76,31.30,-10.65,298.04,-76.35,18.98,-53.47,309.68,-51.02,62.10,-25.36,397.52,-71.29,58.79,-20.39
IncomeEBIT,2278000,2546000,2151000,1922000,1944000,2075000,2293000,1391000,2283000,1531000,1492000,-414000,2419000,3275000,2432000,4251000,4085000,14337000,1501000,1182000,1854000,2750000,3846000,1864000,4853000,8723000,6594000,12707000,9417000,8026000,7763000,3916000,8210000,9498000,9635000,2341000,10450000,9890000,8928000,5001000,9521000,7994000,11177000,7815000,19840000,15992000,13399000,7228000,17498000,17007000,12879000,8484000,17737000,18105000,19714000
IncomeEBIT_yy,,,,,-14.66,-18.50,6.60,-27.63,17.44,-26.22,-34.93,-129.76,5.96,113.91,63.00,1126.81,68.87,337.77,-38.28,-72.19,-54.61,-80.82,156.23,57.70,161.76,217.20,71.45,581.71,94.04,-7.99,17.73,-69.18,-12.82,18.34,24.11,-40.22,27.28,4.13,-7.34,113.63,-8.89,-19.17,25.19,56.27,108.38,100.05,19.88,-7.51,-11.80,6.35,-3.88,17.38,1.37,6.46,53.07
IncomeEBIT_sy,,,,,56.71,83.83,37.52,-27.63,88.95,40.12,-10.40,-74.47,-5.12,-27.51,-23.19,-10.54,-20.33,-23.10,-16.37,-12.27,-49.45,3.40,56.44,-15.65,161.76,70.55,11.39,150.79,26.06,5.42,-20.58,-70.80,-32.37,-59.33,24.11,76.60,69.96,16.73,18.00,19.06,-14.00,23.68,22.42,57.18,30.40,32.39,0.83,-22.92,12.63,-10.12,9.90,20.30,24.28,18.94,31.94
IncomeEBIT_qq,,11.76,-15.51,-10.65,1.14,6.74,10.51,-39.34,64.13,-32.94,-2.55,-127.75,684.30,35.39,-25.74,74.79,-3.90,250.97,-89.53,-21.25,56.85,48.33,39.85,-51.53,160.35,79.74,-24.41,92.71,-25.89,-14.77,-3.28,-49.56,109.65,15.69,1.44,-75.70,346.39,-5.36,-9.73,-43.99,90.38,-16.04,39.82,-30.08,153.87,-19.40,-16.21,-46.06,142.09,-2.81,-24.27,-34.13,109.06,2.07,8.89
IncomeEBIT_sq,,45.94,32.90,-10.31,-10.52,104.40,10.51,-41.49,48.00,9.26,-12.02,-79.57,115.10,-15.92,16.39,-81.52,98.82,8.38,3.84,-53.75,13.64,56.18,39.85,-49.51,124.18,43.22,-15.68,-31.59,-2.08,2.71,-46.73,-63.43,136.90,8.30,45.05,-52.46,62.35,-11.83,35.90,-48.19,67.08,11.60,26.05,-31.47,38.32,17.97,-13.65,-55.44,85.85,2.93,21.02,-45.50,80.59,-8.69,11.08
IncomeFinanceIncome,560000,786000,487000,536000,689000,-352000,-13000,-85000,355000,-352000,1000,12000,491000,-461000,1150000,1728000,2000,75000,7000,481000,1000,274000,384000,-498000,372000,-102000,801000,1153000,202000,148000,170000,507000,341000,1496000,-663000,61000,1375000,-174000,1765000,-239000,909000,-456000,4596000,-3182000,1473000,-2000,-369000,1199000,903000,328000,-260000,1194000,1487000,2122000,-1591000
IncomeFinanceIncome_yy,,,,,23.04,-144.78,-102.67,-115.86,-48.48,,107.69,114.12,38.31,-30.97,114900.00,14300.00,-99.59,116.27,-99.39,-72.16,-50.00,265.33,5385.71,-203.53,37100.00,-137.23,108.59,331.53,-45.70,245.10,-78.78,-56.03,68.81,910.81,-490.00,-87.97,303.23,-111.63,366.21,-491.80,-33.89,-162.07,160.40,-1231.38,62.05,99.56,-108.03,137.68,-38.70,16500.00,29.54,-0.42,64.67,546.95,-511.92
IncomeFinanceIncome_sy,,,,,64.46,-33.93,-26.66,-60.43,-43.83,,153.58,192.93,64.32,-13.58,-1.91,6.22,28.96,-39.32,-46.17,-72.16,-53.40,190.76,-42.86,114.00,-12.78,-28.70,112.44,-4.02,9.93,-13.38,-26.28,-1.28,-26.79,98.34,-88.22,46.62,-24.51,-59.64,139.34,-11.58,-26.09,-15.20,-58.90,-1.88,-12.50,81.39,74.24,77.04,2.98,-53.36,9.45,-78.15,-56.21,151.48,-195.09
IncomeFinanceIncome_qq,,40.36,-38.04,10.06,28.54,-151.09,96.31,-553.85,517.65,-199.15,100.28,1100.00,3991.67,-193.89,349.46,50.26,-99.88,3650.00,-90.67,6771.43,-99.79,27300.00,40.15,-229.69,174.70,-127.42,885.29,43.95,-82.48,-26.73,14.86,198.24,-32.74,338.71,-144.32,109.20,2154.10,-112.65,1114.37,-113.54,480.33,-150.17,1107.89,-169.23,146.29,-100.14,-18350.00,424.93,-24.69,-63.68,-179.27,559.23,24.54,42.70,-174.98
IncomeFinanceIncome_sq,,30.62,20.69,-57.93,152.57,-57.41,35.96,-67.36,143.69,-26.12,40.72,64.12,70.28,-30.04,22.27,73.14,-10.33,-61.70,29.26,42.77,-3.52,19.66,-63.94,126.15,41.69,-30.29,101.68,-41.57,105.92,-29.17,23.21,-26.01,-18.72,34.01,-80.27,93.22,-22.13,13.66,10.27,144.73,47.73,-2.76,-58.84,64.23,-8.10,84.78,-75.10,255.34,-34.94,-11.64,-41.36,55.13,26.56,80.70,-100.70
IncomeFinanceCosts,903000,1187000,749000,828000,658000,-180000,164000,170000,670000,48000,489000,587000,1381000,1085000,1432000,-725000,1417000,1996000,1501000,1486000,1260000,500000,1423000,-67000,738000,644000,640000,529000,1626000,-8000,531000,402000,330000,319000,194000,563000,267000,261000,1478000,-927000,1912000,-800000,4613000,-3370000,1779000,-550000,1229000,1055000,3377000,1336000,114000,4315000,1517000,-45000,1861000
IncomeFinanceCosts_yy,,,,,-27.13,-115.16,-78.10,-79.47,1.82,126.67,198.17,245.29,106.12,2160.42,192.84,-223.51,2.61,83.96,4.82,304.97,-11.08,-74.95,-5.20,-104.51,-41.43,28.80,-55.02,889.55,120.33,-101.24,-17.03,-24.01,-79.70,4087.50,-63.47,40.05,-19.09,-18.18,661.86,-264.65,616.10,-406.51,212.11,-263.54,-6.96,31.25,-73.36,131.31,89.83,342.91,-90.72,309.00,-55.08,-103.37,1532.46
IncomeFinanceCosts_sy,,,,,9.26,38.33,-21.93,21.18,37.99,51.18,-32.64,0.30,104.53,31.68,80.08,50.65,15.86,42.28,3.39,-61.93,-14.99,-34.85,-9.12,20.03,-6.19,29.49,-6.97,-0.11,76.15,-17.91,10.41,-17.13,-45.99,22.94,-51.56,-5.21,-12.40,-20.41,75.47,-12.59,61.35,-52.92,-41.29,17.08,-37.78,29.76,-2.24,-19.34,43.19,24.07,0.48,145.62,-53.06,31.58,43.48
IncomeFinanceCosts_qq,,31.45,-36.90,10.55,-20.53,-127.36,191.11,3.66,294.12,-92.84,918.75,20.04,135.26,-21.43,31.98,-150.63,295.45,40.86,-24.80,-1.00,-15.21,-60.32,184.60,-104.71,1201.49,-12.74,-0.62,-17.34,207.37,-100.49,6737.50,-24.29,-17.91,-3.33,-39.18,190.21,-52.58,-2.25,466.28,-162.72,306.26,-141.84,676.63,-173.05,152.79,-130.92,323.45,-14.16,220.09,-60.44,-91.47,3685.09,-64.84,-102.97,4235.56
IncomeFinanceCosts_sq,,6.13,-11.89,25.62,21.98,4.05,24.95,-12.04,92.48,26.28,-35.20,64.84,7.60,-20.26,14.72,160.68,-21.92,-24.97,-9.38,-12.28,6.88,-21.80,-5.77,40.30,-5.58,-2.40,-4.81,-6.04,48.50,-60.58,69.84,-11.70,-9.28,-5.16,-28.55,60.35,-15.76,-3.62,78.24,-18.08,97.40,-57.30,46.16,39.61,-4.64,-8.90,21.56,25.00,114.25,-55.63,-28.22,244.59,-61.93,9.71,112.83
IncomeOtherIncome,,,,,,,,,0,0,0,0,1011000,4794000,0,-5700000,40000,27000,,,2000,1000,,-5000,10000,6000,,56000,9000,-6000,-21000,-1000,6000,-3000,,6000,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,-96.04,-99.44,,100.00,-95.00,-96.30,,,400.00,500.00,,1220.00,-10.00,-200.00,,-101.79,-33.33,50.00,100.00,700.00,-100.00,100.00,,-100.00,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,-98.02,-99.72,,,-95.00,-96.30,,,400.00,500.00,,660.00,-10.00,-200.00,,-101.79,-33.33,50.00,100.00,100.00,,100.00,,757.14,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,374.18,-100.00,,100.70,-32.50,-100.00,,,-50.00,-100.00,,300.00,-40.00,-100.00,,-83.93,-166.67,-250.00,95.24,700.00,-150.00,100.00,,-100.00,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,428.76,-194.28,,0.35,-32.50,-100.00,,,-50.00,-100.00,,200.00,-40.00,-100.00,,-83.93,-166.67,-250.00,95.24,100.00,-62.74,100.00,,-100.00,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,1935000,2145000,1889000,1630000,1975000,1903000,2116000,1136000,1968000,1131000,1004000,-989000,2540000,6523000,2150000,1004000,2710000,12443000,-60000,177000,597000,2525000,2804000,1428000,4497000,7983000,6739000,13387000,8002000,8176000,7381000,4020000,8227000,10672000,8775000,1845000,11558000,9455000,9215000,5689000,8518000,8338000,11160000,8003000,19534000,16540000,11801000,7372000,15024000,15999000,12505000,5363000,17707000,20272000,16262000
