,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5486000,8595000,2405000,6557000,650000,14693000,4034000,-481000,26020000,7009000
IncomeNetGrossProfit,20607000,7760000,10017000,10067000,32285000,9321000,12317000,12725000,26287000,11050000,10405000,11587000,20650000,7572000,12164000,16200000,26383000,13756000,17311000,18875000,32060000,20181000,17813000,15988000,31213000,16151000,19385000,17285000,34607000,17285000,16354000,15745000,32008000,13128000,15621000,,,,,,7000,0,0,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5486000,8595000,2405000,6557000,650000,14700000,4034000,-481000,26020000,7009000,20607000,7760000
IncomeBeforeTaxProfit,10017000,10067000,32285000,9321000,12317000,12725000,26287000,11050000,10405000,11587000,20650000,7572000,12164000,16200000,26383000,13756000,17311000,18875000,32060000,20181000,17813000,15988000,31213000,16151000,19385000,17285000,34607000,17285000,16354000,15745000,32008000,13128000,15621000,,,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5436000,7645000,1865000,5380000,423000,10849000,3092000,-254000,19463000,4854000,16418000,5910000,7978000
IncomeNetProfit,7968000,27862000,7567000,9310000,10078000,21607000,8310000,7762000,9299000,16720000,6194000,9455000,13055000,21194000,10631000,12417000,15105000,25558000,13540000,14189000,13073000,25062000,12391000,14077000,14146000,27759000,13158000,12785000,12832000,25790000,10203000,12127000,-5436000,7645000,1865000,5380000,423000,10849000,3092000,-254000,19363000,4861000,16378000,5892000,7996000,7997000
IncomeShareholderNetProfit,27744000,7655000,9299000,10080000,21598000,8304000,7739000,9263000,16742000,6202000,9459000,13051000,21198000,10631000,12417000,15105000,25558000,13540000,14189000,13073000,25062000,12391000,14077000,14146000,27759000,13158000,12785000,12832000,25790000,10203000,12127000,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,21717000,23102000,23957000,28372000,28902000,144437000,159914000,153129000,157717000,157308000,155333000,166674000,174542000,169877000,167034000,164941000,163518000,162047000,165663000,161688000,160448000,160219000,168378000,191552000,217658000,234525000,260624000,268892000,270924000,267297000,274218000,270960000,273446000,264825000,268497000,271719000,266901000,266481000,269421000,1000,12000,13000,29000,63914000,67525000,62312000
BalanceIntangibleAssets,66464000,67015000,65672000,66871000,70727000,68350000,67482000,66589000,66988000,66634000,68018000,66417000,64710000,64531000,64132000,63801000,64343000,62079000,63879000,64635000,65984000,65861000,68777000,67057000,68555000,65543000,67486000,68477000,67961000,68905000,69740000,21442000,22749000,23087000,27764000,28071000,76322000,88013000,86406000,85791000,84454000,83459000,94135000,94704000,93852000,94849000
BalanceProperty,93607000,92895000,91005000,90552000,88535000,87155000,87268000,94786000,116998000,143195000,159846000,183231000,189954000,190914000,187860000,187391000,187396000,186598000,183510000,183773000,183706000,182043000,179510000,177494000,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,12000,,,12000,,,12000,,,85000,85000,174000,174000,174000,0,453000,1000,405000,936000,697000,41000,493000,508000,1000,453000,1000,453000,219000,1490000,279000,725000,211000,655000,174000
BalanceNoncurrInvestments,641000,176000,623000,193000,638000,187000,621000,204000,656000,228000,664000,217000,661000,225000,189000,268000,684000,421000,628000,4201000,3923000,4410000,5057000,4903000,5505000,5627000,8618000,7167000,4702000,4292000,3634000,3955000,6874000,5246000,8304000,7695000,9249000,10098000,9946000,11959000,13338000,13668000,13833000,12938000,17863000,15874000
BalanceOtherNoncurrentAssets,18089000,15116000,17010000,18860000,16680000,17405000,21962000,204598000,212478000,302752000,327764000,305502000,732698000,592905000,628211000,630692000,764319000,990711000,743094000,940017000,1117987000,922976000,986784000,1231473000,1044682000,1001735000,992902000,1300175000,1131663000,1091412000,1195228000,1417423000,1226802000,1259022000,1371769000,1707324000,1551237000,1565058000,1649530000,1740427000,1646284000,1603715000,1845114000,2043567000,1598471000,1692938000
BalanceCurrentAssets,78489000,87238000,159092000,114059000,138983000,282863000,239066000,237042000,291194000,356290000,450023000,319083000,392224000,416435000,401675000,402042000,516459000,533103000,453909000,431692000,532307000,588859000,546030000,583049000,600338000,667718000,647088000,751518000,860883000,897646000,877540000,917889000,801374000,986819000,806365000,956164000,902845000,945478000,866996000,111233000,105129000,134103000,190004000,160360000,400970000,323926000
BalanceInventory,353616000,317961000,388927000,511864000,405351000,525355000,684517000,500828000,558069000,690286000,494423000,532155000,540257000,704829000,514478000,495752000,534052000,738680000,513384000,513652000,555534000,822818000,582116000,656971000,681845000,884810000,601418000,713907000,722264000,890032000,577364000,706694000,480000,107000,294000,169000,32000,65000,323000,381000,283000,222000,0,,11000,5000
BalanceCurrentReceivables,1000,493000,1179000,831000,166000,148000,437000,37000,172000,194000,27000,29000,30000,48000,28000,195000,2122000,296000,63000,754000,627000,433000,138000,590000,299000,362000,14108000,19409000,7838000,22656000,5491000,47741000,28030000,35860000,18607000,16644000,26981000,16437000,20490000,14896000,16460000,22398000,20923000,14131000,12479000,18173000
BalanceCurrentInvestments,60348000,25150000,46025000,74093000,75477000,42987000,95115000,61350000,20502000,66027000,26800000,46285000,50446000,53750000,78998000,162646000,246838000,71904000,115255000,288000,595000,1425000,876000,636000,1059000,1560000,1312000,2647000,2236000,1843000,2212000,1943000,2138000,3520000,3096000,2974000,2859000,3044000,2343000,2654000,3004000,3411000,4007000,2899000,2683000,3119000
BalanceCash,3339000,2926000,3326000,3451000,3448000,3043000,3670000,4012000,3902000,3262000,3426000,3631000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,226315000,235580000,326709000,356136000,334404000,877135000,752819000,781340000,788409000,921627000,1146044000,909768000,1114559000,1287864000,1090010000,1151725000,1394991000,1206729000,1167398000,1154590000,1460623000,1291882000,1259790000,1386780000,1635081000,1461327000,1519646000,1640661000,1978248000,1818534000,1839276000,1920490000,2013873000,1911109000
BalanceAssetsForSale,1872212000,2116833000,2310468000,1864952000,1962359000,43839000,51484000,53349000,75896000,76212000,240368000,261418000,263722000,283495000,292518000,312436000,333444000,351213000,369784000,381963000,391674000,408471000,409181000,420569000,436998000,440190000,451976000,463885000,476602000,490334000,499664000,519820000,535522000,554779000,572507000,584418000,598760000,629007000,639902000,663751000,676126000,704766000,714745000,718820000,10100000,10100000
BalanceTotalAssets,10100000,11700000,11700000,15950000,15950000,15950000,16295000,16295000,16295000,16334000,16334000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,16188000,,,,,,,,,
BalanceCapital,-307000,-684000,-838000,-838000,-838000,-838000,-838000,-838000,,,,,,,,,,,,,,,,,,,,,,,,,33142000,39175000,39175000,54742000,54560000,188361000,205961000,208808000,213484000,214719000,223069000,232171000,239860000,276342000
BalanceShareCapital,272711000,273159000,273214000,267722000,305525000,308903000,320135000,321290000,322404000,320016000,353240000,349030000,356295000,359270000,406596000,411933000,409767000,409963000,463760000,461497000,472561000,472104000,521369000,521145000,513093000,,,,0,,,,,,144000,86000,126000,127000,106000,200000,141000,140000,141000,141000,141000,141000
BalanceOwnShares,111000,108000,112000,,,,,,,,,,,,,,,,29336000,12527000,9268000,9364000,23300000,16851000,5915000,5281000,5296000,5499000,5970000,6067000,6555000,6785000,6246000,5834000,5740000,5312000,5495000,5335000,5561000,5237000,5067000,105566000,129289000,125549000,134974000,208846000
BalanceReserve,208229000,208446000,202162000,200766000,199822000,199500000,273120000,272001000,271908000,269790000,269028000,29336000,12527000,9268000,23300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,9109000,,,,10928000,0,,,,,,,,,,,,,,,,,,,100576000,124077000,120076000,129785000,203682000,202644000,202020000,195859000,194673000,193486000,192300000,265914000
BalanceNoncurrentLiabilities,264739000,263965000,262386000,261210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,255000,,,,5923000,5915000,5281000,5296000,5499000,5970000,6067000,6555000,6785000,6246000,5834000,5740000,5312000,5495000,5335000,5561000,5237000,5067000,4990000,5212000,5473000,5189000,5164000,5585000,6426000,6303000,6093000,6336000,7200000,7206000,7262000,7943000,7404000,7818000,153140000
BalanceNoncurrentObligations,171569000,264092000,270876000,234892000,619772000,485400000,512211000,499491000,623504000,827438000,570116000,756651000,911154000,701660000,754076000,980639000,792125000,741226000,712145000,1014872000,834669000,790838000,804612000,1015458000,836114000,864852000,896293000,1215240000,1037581000,1052696000,1120964000,1185044000,1071707000,935341000,1168706000,1333794000,880417000,974511000,153099000,171437000,264015000,180400000,234844000,439980000,357597000,363403000
BalanceNoncurrentLeasing,344494000,420599000,493294000,382692000,497040000,625332000,486185000,482445000,648736000,496508000,508403000,492765000,686904000,553018000,555906000,634308000,760808000,593223000,648798000,715488000,913521000,766410000,860774000,874712000,921880000,821693000,736640000,1021212000,1040750000,663744000,776366000,,,,89644000,,,,172002000,121172000,138296000,141508000,194583000,317820000,175783000,245767000
BalanceNoncurrentOtherLiabilities,269278000,200855000,259777000,320261000,289065000,212030000,197277000,291000000,247232000,194561000,125982000,217952000,200241000,163721000,136797000,256265000,225783000,142923000,198314000,213287000,209717000,149082000,98950000,244177000,165657000,144933000,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,41000,132000,77000,832000,48000,7790000,6631000,10512000,13489000,8322000,16324000,11641000,13844000,16544000,14620000,11854000,11642000,6552000,20793000,22103000
BalanceCurrentBorrowings,36968000,34419000,40371000,44322000,36698000,42650000,52333000,44008000,45454000,45388000,48999000,47938000,49877000,40297000,49619000,48544000,48867000,51016000,53212000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,226315000,235580000,326709000,356136000,334404000,0,0,0,0,877135000,752819000,781340000,0,788409000,921627000,1146044000,0,909768000,1114559000,1287864000,0,1090010000,1151725000,1394991000,1206729000,1167398000,1154590000
BalanceCurrentLeasing,1460623000,1291882000,1259790000,1386780000,1635081000,1461327000,1519646000,1640661000,1978248000,1818534000,1839276000,1920490000,2013873000,1911109000,1872212000,2116833000,2310468000,1864952000,1962359000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-25640000,-1659000,-16648000,-5910000,-14639000,56817000,-145399000,120348000,93230000,17342000,-5220000,14890000,-24515000,-51905000,-108066000,64298000,89285000,-58380000,-25537000,43058000,39335000,-49345000,-58364000,28895000,79737000,23374000,-47313000,9355000,86914000,22782000,-82311000,14924000,105608000,-65603000,-153144000,92853000,57361000,-32305000,3424000,9593000,13906000,142450000,-55998000,-88439000,71903000,279000
CashflowAmortization,361000,354000,371000,390000,698000,1057000,-367000,2699000,2185000,1982000,1891000,1939000,2191000,2184000,2350000,2398000,2450000,2660000,2155000,2839000,2447000,2626000,2495000,2436000,2445000,2512000,2529000,3174000,2038000,2044000,2024000,2172000,2647000,3457000,3790000,3764000,3498000,3618000,3556000,3536000,3433000,3416000,3302000,3290000,-1313000,-1827000
CashflowInvestingCashflow,-1509000,-4293000,-1040000,-112722000,3130000,-7928000,-14699000,-1174000,-1960000,-2135000,-1926000,-1471000,-1072000,-423000,-13052000,-1070000,-2208000,-1148000,-6239000,-1637000,-355000,-157000,-2773000,-1878000,-1411000,-282000,-11653000,-24556000,-28124000,-14698000,-27771000,-7938000,-5803000,-1376000,-2612000,-3718000,-2509000,-1222000,-2473000,-3190000,586000,-445000,-2865000,1350000,1345000,1482000
CashflowCapex,4233000,1074000,12256000,-4756000,7037000,14850000,1179000,1710000,2257000,1888000,1504000,1287000,310000,13820000,900000,2022000,1408000,6187000,1917000,2522000,232000,525000,1092000,2369000,573000,11739000,24675000,27493000,14705000,28548000,8709000,5897000,1374000,2928000,4000000,2510000,1363000,2497000,3262000,-487000,492000,3033000,8752000,8787000,6586000,25021000
CashflowFinancingCashflow,-1486000,121383000,106292000,-97880000,-55884000,-3976000,15010000,-23345000,19778000,51413000,119475000,-78143000,-72509000,63503000,22151000,-32978000,-40464000,56920000,57244000,-35530000,-78616000,-15802000,90899000,-44271000,-54386000,29842000,111819000,-32716000,-25709000,39776000,118099000,-45952000,-93976000,55508000,3246000,-5067000,13815000,-55612000,139604000,-86050000,-25687000,,,,16985000,105111000
CashflowShareCapitalCash,0,0,,,,,345000,,,39000,,,,,,,,,,,,99750000,,,69825000,,,,,,,,,,,,,,,,,,,,,0
CashflowDividend,4267000,,4844000,0,,,,,,,,,,,,,,11331000,0,,,11331000,0,,,,,,,,-18201000,5301000,-11571000,14818000,-17165000,65478000,-35977000,14540000,22647000,12192000,7830000,-10590000,-6663000,-1963000,10337000,-14268000
CashflowNetCashflow,3724000,4053000,-5594000,8932000,-7368000,5938000,-1475000,-6792000,-1652000,5694000,42175000,-35198000,20875000,28068000,1384000,-32490000,52128000,-33765000,-40848000,45525000,-39227000,19485000,4161000,3304000,25248000,83648000,84192000,-174934000,43351000,,,,,,,,,,,,,,,,,
