,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,5000,,63000,,,59000,40000,,,,,,,25000,,,186000,,,166000,,,,,,,,,,-308000,-857000,-23000,-1000,0,-21000,4000,41000,37000,8000,-53000,-53000,-10000,-4000,3602000,2209000,3813000,4150000,3487000,1478000,5247000,-51000,3487000,403000,2528000
IncomeNetGrossProfit,1490000,2258000,1822000,1477000,-6062000,-4912000,-2892000,1468000,7373000,1225000,-1595000,1944000,3363000,1258000,787000,3082000,3944000,2618000,1598000,3073000,3825000,2389000,1973000,3612000,3433000,2368000,1269000,4649000,4216000,2565000,1918000,3292000,3285000,2110000,2285000,2831000,4325000,4549000,1758000,4623000,2567000,1902000,1348000,,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3602000,2209000,3813000,4150000,3487000,1478000,5247000,-51000,3487000,403000,2528000
IncomeBeforeTaxProfit,1490000,2258000,1822000,1477000,-6062000,-4912000,-2892000,1468000,7373000,1225000,-1595000,1944000,3363000,1258000,787000,3082000,3944000,2618000,1598000,3073000,3825000,2389000,1973000,3612000,3433000,2368000,1269000,4649000,4216000,2565000,1918000,3292000,3285000,2110000,2285000,2831000,4325000,4549000,1758000,4623000,2567000,1902000,1348000,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2909000,1738000,3160000,3335000,2681000,1284000,4211000,-72000,2713000,417000,1986000
IncomeNetProfit,1237000,1812000,1444000,1195000,-5221000,-4196000,-2732000,1182000,6987000,504000,-1019000,1664000,2790000,979000,487000,2435000,3330000,2121000,1273000,2442000,2998000,1954000,1531000,2927000,2760000,1974000,1032000,3889000,3121000,2212000,1526000,2691000,2589000,1740000,1783000,2278000,3437000,3727000,1385000,3679000,1991000,1530000,1129000,2909000,1738000,3160000,3335000,2681000,1284000,4030000,211000,2763000,536000,2060000
IncomeShareholderNetProfit,1272000,1937000,1511000,1207000,-4809000,-4196000,-2732000,1182000,6987000,504000,-1019000,1664000,2790000,979000,487000,2435000,3330000,2121000,1273000,2442000,2998000,1954000,1531000,2927000,2760000,1974000,1032000,3889000,3121000,2212000,1526000,2691000,2589000,1740000,1783000,2278000,3437000,3727000,1385000,3679000,1991000,1530000,1129000,,,,,,,,,,,
BalanceNoncurrentAssets,17645000,18750000,19464000,19497000,20469000,33471000,35539000,38408000,51275000,52665000,53065000,52036000,49474000,45557000,46783000,45509000,45767000,44270000,43550000,42367000,41330000,42030000,41545000,40864000,39124000,38215000,38056000,38293000,38538000,37857000,41882000,40724000,40584000,38040000,38955000,38720000,38989000,38457000,36183000,37158000,38976000,38805000,40619000,41742000,41605000,45426000,45385000,72000,485000,555000,534000,614000,1537000,1974000
BalanceIntangibleAssets,1698000,1768000,1940000,1963000,829000,752000,679000,555000,505000,457000,84000,35000,8000,12000,10000,8000,36000,30000,28000,23000,21000,20000,15000,10000,34000,38000,32000,48000,38000,30000,22000,77000,109000,122000,107000,89000,72000,68000,257000,314000,17500000,17999000,18732000,18795000,19558000,31420000,32561000,35752000,48474000,49334000,49162000,47777000,44389000,40794000
BalanceProperty,42431000,42161000,41956000,41272000,40609000,39520000,38420000,38118000,37413000,36631000,35747000,34802000,34269000,34261000,31410000,31063000,32250000,36571000,33639000,33565000,33635000,33886000,34105000,33700000,34345000,35174000,36975000,37066000,38885000,39946000,39752000,43793000,43597000,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,8000,0,,49000,373000,49000,459000,560000,1121000,,,,,,,,
BalanceNoncurrInvestments,,,667000,696000,753000,726000,673000,1028000,1119000,4333000,3846000,6572000,832000,4136000,3241000,3247000,3335000,3383000,3238000,179000,248000,343000,170000,250000,208000,147000,9000,52000,73000,266000,177000,160000,297000,465000,631000,909000,574000,831000,819000,3430000,4333000,4084000,3797000,2843000,3354000,2914000,2906000,2839000,2898000,3235000,3428000,3444000,2621000,2712000
BalanceOtherNoncurrentAssets,2736000,2892000,2775000,2933000,3050000,3287000,2771000,1202000,2025000,1461000,1471000,1497000,1582000,1627000,1536000,1462000,1395000,1516000,1638000,1367000,1422000,31190000,30133000,44314000,48029000,48210000,54554000,58505000,64787000,70231000,66963000,64900000,68079000,63713000,56895000,64813000,61290000,61797000,63188000,56609000,56977000,64980000,57205000,59104000,57704000,58125000,59084000,53567000,57272000,59119000,61052000,52358000,61881000,62986000
BalanceCurrentAssets,64894000,58003000,63344000,65914000,67961000,59179000,64216000,68378000,66355000,59317000,68988000,69639000,63338000,58068000,11840000,12568000,16261000,18255000,19345000,22543000,26416000,29927000,32421000,31075000,30436000,33327000,30057000,26738000,26676000,25778000,25665000,26723000,28150000,26989000,27689000,26560000,27269000,27155000,24714000,23699000,23633000,23818000,26180000,27537000,26957000,32243000,29015000,29462000,26482000,27466000,24808000,26531000,26232000,27058000
BalanceInventory,27112000,28080000,26931000,29186000,29246000,29005000,26036000,16866000,16115000,21515000,20231000,18921000,28951000,30086000,31458000,33587000,31145000,31996000,31626000,30059000,25137000,28557000,22295000,22505000,27554000,22978000,22241000,31661000,24691000,24584000,25765000,26636000,23175000,21723000,25707000,27010000,23502000,22591000,28208000,32464000,27959000,29434000,34949000,35909000,32415000,31425000,36166000,40412000,30084000,31617000,38955000,38477000,33561000,30882000
BalanceCurrentReceivables,53000,58000,1599000,1621000,1631000,112000,131000,152000,371000,259000,663000,67000,59000,71000,92000,3639000,3654000,3779000,3808000,3891000,3944000,4072000,4145000,4264000,4481000,4470000,4423000,104000,108000,107000,104000,108000,104000,104000,155000,99000,97000,568000,582000,534000,471000,400000,363000,340000,122000,111000,107000,2167000,541000,4811000,7641000,8060000,2482000,1466000
BalanceCurrentInvestments,2723000,3520000,2787000,1345000,2768000,1156000,4596000,9260000,9216000,9544000,4980000,1345000,3439000,1412000,1534000,2818000,284000,2117000,7528000,3562000,7460000,5667000,9522000,2414000,1050000,1163000,7109000,1679000,610000,4781000,8124000,716000,176000,153000,7529000,82000,63000,1344000,123000,353000,264000,851000,128000,281000,253000,466000,406000,527000,332000,1697000,460000,291000,2382000,353000
BalanceCash,228000,362000,429000,152000,328000,417000,274000,348000,288000,236000,177000,212000,226000,183000,154000,384000,292000,272000,240000,260000,253000,220000,319000,323000,224000,282000,230000,262000,324000,444000,450000,538000,690000,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48835000,48883000,63778000,67526000,68679000,88025000,94044000,103195000,121506000,119628000,117965000,120115000,113187000,102452000,111596000,106799000,107564000,107458000,100159000,99344000,106310000
BalanceAssetsForSale,99235000,100649000,98568000,97249000,97299000,91623000,95565000,97657000,98909000,94240000,102605000,103570000,102934000,96958000,102064000,104903000,106418000,95362000,101374000,107354000,105160000,99936000,110730000,111244000,108764000,103453000,36503000,38626000,54004000,57147000,58891000,63795000,66835000,67789000,71215000,73120000,73645000,63512000,57836000,57776000,70693000,72417000,71878000,76600000,77579000,75579000,81199000,84286000,81828000,84270000,87268000,89222000,83291000,86218000
BalanceTotalAssets,88978000,90952000,84521000,88410000,91531000,93743000,87840000,90635000,93272000,94869000,83059000,85410000,88907000,92433000,86432000,90124000,92104000,93496000,90937000,1166000,1166000,1229000,1229000,1229000,1229000,1235000,1235000,1235000,1235000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000
BalanceCapital,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,1244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,,,,,,20988000,32813000,41633000,42095000,53697000,55985000,56255000,63677000,63771000,63740000,68953000,62422000,60942000,63460000,68208000,69428000,71149000,71417000,71417000,72869000,72869000,73413000,77190000,77190000,77190000,77190000,78562000,78562000,78562000,78562000,80271000,80271000,80271000,80271000,82858000,82962000,83010000,82867000,78292000,78365000,78425000,78224000
BalanceOwnShares,80076000,80089000,80078000,79940000,87034000,,,,,0,0,,3498000,3350000,3252000,3143000,3018000,2951000,2527000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,3223000,3099000,2473000,2158000,1862000,3389000,10334000,3873000,22898000,23194000,22465000,24260000,12016000,9952000,6572000,5864000,5477000,4020000,3192000,2375000,806000,723000,764000,746000,111000,428000,136000,401000,71000,425000,314000,610000,226000,720000,226000,619000,204000,634000,412000,990000,582000,1061000,429000,897000,320000,890000,443000,,3076000,,,1835000,930000,2238000
BalanceNonshareCapital,21851000,21266000,22945000,9895000,6032000,4850000,3397000,1758000,212000,158000,109000,134000,69000,305000,221000,221000,196000,404000,571000,418000,295000,418000,3386000,,2456000,,,1214000,8284000,594000,22175000,,,11357000,,,5270000,,,2579000,,,123000,132000,86000,101000,48000,264000,261000,250000,144000,187000,236000,167000
BalanceNoncurrentLiabilities,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,-163000,23000,17000,2158000,27000,1245000,2050000,1041000,1047000,1019000,1199000,1315000,659000,57000,540000,594000,627000,623000,613000,617000,594000,600000,606000,614000,2000,342000,2000,300000,2000,377000,9000,346000,5000,459000,5000,369000,8000,490000,8000,803000,11000,825000,11000,730000,25000,630000,25000,9109000,7158000,7301000,8221000,7926000,17343000
BalanceNoncurrentObligations,13525000,28281000,24250000,20296000,18904000,29816000,43335000,34724000,34331000,28518000,30209000,26838000,19388000,21390000,24305000,14226000,18057000,13552000,9870000,7649000,8196000,8946000,8608000,7532000,9405000,13585000,11813000,8471000,8892000,10810000,11427000,10915000,11891000,14974000,17865000,11666000,13075000,19709000,18820000,14378000,12073000,6337000,4631000,6730000,5520000,7458000,15969000,9488000,26800000,23087000,6113000,17109000,28151000,5690000
BalanceNoncurrentLeasing,33022000,30831000,3562000,28386000,24934000,3317000,19358000,21849000,3737000,14725000,7208000,8825000,6025000,6921000,6879000,7136000,5817000,8048000,7922000,10374000,6386000,7904000,8747000,10326000,8674000,10725000,11198000,16498000,8697000,11017000,11409000,15361000,8520000,10567000,,494000,,,,,0,,,,9681000,,,21690000,,,21099000,,,12869000
BalanceNoncurrentOtherLiabilities,,,7084000,4439000,,,,,3399000,,,348000,,,1699000,,,4471000,3213000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,2596000,1608000,123000,2701000,33000,148000,4037000,154000,248000,4502000,338000,231000,15955000,251000,1713000,3857000,705000,662000,3202000,773000,722000,3405000,1000000,1905000,1045000,1624000,1275000,2067000,1472000,1715000,957000,2264000,1439000,2085000,988000
BalanceCurrentBorrowings,1715000,1101000,2241000,1166000,2077000,1367000,2969000,2058000,3829000,3459000,2645000,1506000,176000,425000,448000,435000,1226000,1327000,915000,1457000,1434000,1451000,1787000,1118000,1242000,1259000,1734000,2332000,,,,,400000,,,,,,,,,,,,,,,48835000,48883000,0,63778000,67526000,68679000,0
BalanceCurrentObligations,88025000,94044000,103195000,0,121506000,119628000,117965000,0,120115000,113187000,102452000,0,111596000,106799000,107564000,0,107458000,100159000,99344000,0,106310000,99235000,100649000,98568000,97249000,97299000,91623000,95565000,97657000,98909000,94240000,102605000,103570000,102934000,96958000,102064000,104903000,106418000,95362000,101374000,107354000,105160000,99936000,110730000,111244000,108764000,103453000,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-100000,4659000,1240000,-321000,3609000,2018000,35000,1876000,178000,-1976000,-2826000,1747000,3474000,4357000,-106000,-1821000,3459000,7694000,4304000,-559000,7020000,656000,1480000,1370000,2535000,4047000,2093000,-276000,7366000,3123000,2642000,5624000,6431000,3915000,134000,-574000,3775000,4336000,-5259000,1472000,8842000,3099000,-380000,5429000,4127000,3399000,-613000,483000,9322000,2167000,-1348000,2992000,4153000,8119000
CashflowAmortization,690000,747000,850000,907000,502000,547000,858000,886000,928000,902000,978000,1060000,1081000,1199000,1115000,1277000,1102000,1074000,1140000,1072000,1031000,1029000,1046000,1059000,969000,1109000,975000,960000,986000,999000,947000,914000,834000,806000,793000,813000,803000,823000,801000,826000,811000,786000,812000,817000,797000,808000,809000,870000,984000,1054000,1064000,727000,1063000,1263000
CashflowInvestingCashflow,-1496000,-4309000,-4368000,296000,-849000,-1700000,-8418000,-2608000,-3305000,-4013000,-10304000,-4406000,-2055000,-1167000,-509000,-573000,-1067000,-109000,1641000,1193000,-4163000,-819000,-339000,-662000,-258000,8000,-169000,-746000,-184000,-169000,-272000,39000,-140000,-390000,3892000,-1189000,115000,-3890000,611000,-1100000,309000,-1024000,-954000,-861000,-738000,2948000,-1497000,-2262000,1799000,-2932000,-2145000,-415000,-5204000,-832000
CashflowCapex,2042000,4268000,1386000,1235000,854000,1700000,9978000,2998000,2994000,4777000,10176000,4897000,2274000,1342000,741000,622000,1080000,237000,144000,-55000,937000,735000,359000,1156000,421000,-8000,171000,768000,259000,241000,372000,94000,207000,476000,542000,1155000,450000,4359000,2075000,1127000,675000,978000,949000,1086000,444000,1524000,1556000,3002000,1543000,2974000,2181000,633000,5422000,784000
CashflowFinancingCashflow,2492000,-2012000,7463000,-1000,0,0,4483000,-785000,2113000,7255000,13359000,3251000,-2103000,-4677000,58000,4368000,-1206000,-5646000,-202000,-1197000,-1709000,370000,-4145000,-3145000,-5941000,-1999000,-3821000,955000,-6959000,-1601000,-4910000,-3818000,-902000,-7481000,-111000,-35000,-36000,-7562000,3274000,-224000,-3223000,-7513000,270000,-401000,-52000,-13753000,1576000,1754000,-3740000,-6686000,3473000,-1289000,-178000,-7054000
CashflowShareCapitalCash,,,7960000,-1000,0,0,0,6000,-29000,-4000,-8000,-22000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,0,0,,,995000,0,,,,,,0,,,,2488000,-1000,0,3731000,0,,7462000,1000,0,,7463000,0,0,,7463000,0,-1000,13681000,0,0,,7463000,0,0,,3731000,896000,-1662000,4335000,-26000,2760000,318000
CashflowNetCashflow,-3900000,-1517000,-1014000,1266000,229000,592000,-684000,-1487000,-557000,1974000,-684000,3809000,5743000,-563000,1148000,207000,-3004000,-2437000,-3664000,2056000,-1897000,-67000,223000,1353000,-2540000,1845000,5389000,-3956000,3915000,-1798000,3854000,-7116000,-1374000,148000,5928000,-5438000,-1064000,4167000,3337000,-7406000,-534000,-25000,7381000,-7451000,-20000,1288000,-1229000,233000,,,,,,
