,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,896000,1588000,2141000,3913000,4962000,7566000,5599000,5646000,7211000,6091000,5889000,6015000,6087000,5105000,2710000,2480000,2101000,984000,1016000,2059000,1004000,1588000,167000,343000,595000,2046000,2903000,3222000,1908000,2644000,3338000,3522000,4539000,4259000
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,896000,1588000,2141000,3913000,4962000,7566000,5599000,5646000,7211000,6091000,5889000,6015000,6087000,5105000,2710000,2480000,2101000,984000,1016000,2059000,1004000,1588000,167000,343000,595000,2046000,2903000,3222000,1908000,2644000,3338000,3522000,4539000,4259000
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,718000,1338000,1732000,3650000,4010000,6109000,4517000,4498000,5822000,4907000,4720000,4857000,4881000,4135000,2202000,1992000,1688000,780000,890000,1565000,789000,1280000,121000,266000,462000,1651000,2353000,2627000,1568000,2055000,2676000,2837000,3587000,3419000
IncomeShareholderNetProfit,718000,1338000,1732000,3650000,4010000,6109000,4517000,4498000,5822000,4907000,4720000,4857000,4881000,4135000,2202000,1992000,1688000,780000,890000,1565000,789000,1280000,121000,266000,462000,1651000,2353000,2627000,1568000,2055000,2676000,2837000,3587000,3419000
BalanceNoncurrentAssets,100212000,98828000,99568000,102523000,110649000,132200000,138498000,141461000,140545000,137731000,137503000,137588000,137903000,138715000,138660000,149712000,153901000,154675000,154449000,154007000,152964000,157778000,156617000,155766000,154324000,160498000,159701000,160488000,160201000,147552000,167484000,169368000,145000,111000
BalanceIntangibleAssets,177000,170000,172000,199000,179000,168000,157000,185000,171000,162000,155000,137000,128000,127000,200000,494000,546000,576000,542000,507000,478000,448000,424000,402000,386000,403000,348000,440000,1639000,1619000,99690000,98494000,98947000,101967000
BalanceProperty,110073000,131407000,137431000,136899000,136099000,136256000,136212000,136864000,137271000,138117000,138069000,139147000,143370000,143789000,143672000,143117000,142078000,140887000,139757000,138948000,147919000,147337000,146459000,147165000,147069000,146259000,163682000,165051000,45000,43000,125000,119000,206000,249000
BalanceNoncurrentReceivables,236000,419000,375000,365000,327000,288000,249000,239000,207000,170000,145000,117000,86000,63000,45000,6182000,6220000,6008000,5815000,6600000,6777000,6725000,6162000,506000,716000,658000,,,,,,0,,
BalanceNoncurrInvestments,,3820000,3772000,,,,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,5872000,5872000,5872000,5872000,332000,180000,319000,267000,198000,345000,652000,155000,142000,925000,793000,274000,228000,222000,256000
BalanceOtherNoncurrentAssets,268000,186000,275000,145000,251000,299000,202000,162000,362000,166000,287000,207000,323000,750000,347000,1447000,2040000,40601000,61528000,103898000,132801000,114282000,140226000,163896000,109594000,155722000,143072000,170188000,139682000,111195000,104075000,109208000,91408000,94191000
BalanceCurrentAssets,91902000,98504000,114512000,115912000,110908000,127189000,198149000,132262000,204973000,188197000,200209000,254956000,308709000,295465000,273690000,21571000,20665000,20062000,39690000,36081000,45909000,36301000,34212000,61312000,59972000,74355000,45130000,33853000,25838000,26204000,34617000,32398000,43808000,45534000
BalanceInventory,48629000,36341000,60157000,70358000,88016000,69196000,145918000,120761000,118839000,105983000,166252000,129483000,145831000,18843000,40518000,54905000,66374000,74618000,58093000,107414000,63786000,93605000,51851000,94363000,93949000,56408000,60634000,63285000,51911000,58493000,46539000,46995000,65350000,77688000
BalanceCurrentReceivables,42766000,54924000,106391000,55303000,47155000,66816000,80624000,146589000,108568000,161989000,106529000,,,,0,,0,,541000,0,220000,171000,7376000,473000,5058000,10028000,10035000,13000,119000,113000,5000,1000,78000,5872000
BalanceCurrentInvestments,80000,12000,12000,590000,5884000,187000,345000,28931000,26737000,3583000,35683000,20181000,11376000,634000,23873000,997000,603000,15876000,7575000,9684000,4867000,3181000,1442000,5975000,528000,1882000,7907000,1907000,3742000,1891000,11820000,608000,734000,1794000
BalanceCash,28005000,3993000,21330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,140813000,160356000,203466000,235324000,224931000,272426000,302394000,251055000,296267000,280803000,307691000,277270000,249098000,242790000,247868000,241120000,248092000,246577000,252953000,268519000,268876000,268686000,283806000,353915000,286586000,365471000,347898000,360697000,415157000,456261000,462949000
BalanceTotalAssets,443058000,52247000,53585000,121346000,125152000,131261000,140276000,146098000,145438000,150158000,155015000,159896000,158135000,160337000,162323000,164011000,160862000,161752000,163317000,164106000,163094000,163215000,163469000,163931000,165582000,167935000,170527000,172095000,171858000,174534000,177350000,180934000,181406000,41488000
BalanceCapital,41488000,41488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,65488000,,,
BalanceShareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4970000,10041000,72420000
BalanceOwnShares,48216000,55654000,55654000,55654000,69221000,69221000,69221000,69221000,83631000,83631000,83631000,83631000,92912000,92912000,92906000,92906000,95537000,95537000,95525000,95525000,97981000,97981000,97946000,97946000,102747000,102747000,102726000,102723000,108912000,,,,,
BalanceReserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40734000,39251000,40793000,39084000,42428000
BalanceNonshareCapital,46292000,44469000,41582000,43302000,42309000,44814000,43335000,31850000,30367000,29009000,27479000,39675000,38574000,37446000,36757000,26310000,25748000,25215000,34733000,34150000,33607000,33042000,32584000,22065000,31610000,36782000,46227000,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,25097000,23716000,21152000,19662000,23164000,22639000,19872000
BalanceNoncurrentTradeLiabilities,17101000,17836000,17076000,19803000,18529000,7257000,5981000,4701000,3416000,15914000,15196000,14285000,13790000,3462000,3133000,2805000,12550000,12212000,11932000,11585000,11248000,912000,10575000,13038000,22734000,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,15637000,15535000,19641000,19422000,19264000,23653000,24597000,24481000,25466000
BalanceNoncurrentLeasing,25233000,25011000,24806000,24593000,24386000,24308000,24063000,23761000,23378000,23161000,22967000,22848000,22615000,22410000,22183000,21938000,21675000,21457000,21336000,21153000,21035000,23744000,23493000,47832000,67520000,41327000,71088000,51242000,85858000,111827000,64035000,102807000,83479000,102981000
BalanceNoncurrentOtherLiabilities,75800000,56911000,50100000,54848000,52779000,46665000,44686000,51401000,68668000,79351000,79469000,94660000,153600000,84501000,161337000,142761000,156255000,218558000,247301000,245233000,215425000,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,22086000,24110000,5634000,5567000,8052000,20543000,20105000,11175000,23993000,19282000,25194000,37324000,26196000
BalanceCurrentTradePayablesv,26284000,25178000,27704000,22518000,25184000,35364000,42167000,48563000,40787000,28738000,37139000,27739000,14448000,49124000,16941000,40818000,57860000,62549000,16849000,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,13000,103000,238000,725000,454000,181000,195000,317000,506000,557000,285000,419000,102000,304000,557000
BalanceCurrentLeasing,664000,105000,373000,127000,669000,23000,81000,853000,174000,1012000,8000,398000,1222000,2998000,2444000,1503000,25733000,43307000,35455000,64796000,42736000,65134000,91527000,52543000,78308000,63640000,77502000,38057000,30613000,23512000,29113000,24411000,24042000,19129000
BalanceCurrentOtherLiabilities,15910000,25832000,30788000,38659000,65841000,115608000,56588000,145877000,93629000,138916000,176518000,186443000,180240000,197073000,140813000,160356000,0,203466000,235324000,224931000,0,272426000,302394000,251055000,296267000,280803000,307691000,277270000,249098000,242790000,247868000,241120000,248092000,246577000
BalanceReckoning,252953000,268519000,268876000,268686000,283806000,353915000,286586000,365471000,347898000,360697000,415157000,456261000,462949000,443058000,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,3737000,914000,2154000,-16137000,1796000,-19637000,17979000,18891000,-2789000,7848000,-18460000,33877000,-37842000,-8750000,50507000,-569000,5777000,-3427000,718000,-1145000,-4076000,-10612000,8207000,14317000,6700000,-15717000,14260000,24487000,-45401000,36845000,-11252000,313000,-17748000,57866000
CashflowAmortization,776000,1002000,963000,965000,882000,870000,909000,889000,1033000,1185000,1169000,1233000,1215000,1195000,1185000,1210000,1201000,1319000,1176000,1227000,1214000,1261000,1310000,1357000,1352000,1315000,1305000,1279000,1300000,1289000,1265000,1307000,1732000,1725000
CashflowInvestingCashflow,-2107000,-636000,3148000,-884000,-1840000,-9298000,-9310000,-7172000,-9350000,-4937000,168000,-4210000,6288000,-1982000,-6671000,-6314000,-953000,-2444000,-5509000,-2311000,-482000,-799000,-325000,33000,-133000,-195000,-6185000,-661000,228000,-1724000,-1040000,-180000,-8575000,-1257000
CashflowCapex,2001000,534000,1458000,790000,1761000,9658000,10230000,11105000,10775000,1040000,2994000,1020000,1738000,1942000,1730000,1988000,1265000,12446000,5483000,2292000,984000,831000,312000,117000,212000,216000,10311000,661000,438000,2016000,1186000,561000,15084000,1279000
CashflowFinancingCashflow,-1729000,-2091000,91000,52769000,-2150000,5781000,3552000,4918000,-9033000,-2794000,-5271000,-1433000,1479000,-1202000,-11101000,-2999000,-2006000,-1506000,-1466000,-480000,-1490000,-1571000,-4213000,-1853000,-1083000,9477000,-10882000,-591000,-676000,-510000,-2832000,55707000,-57001000,9242000
CashflowShareCapitalCash,,,,66000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,0,0,,,5566000,0,,,5894000,0,,,3929000,0,,,2292000,0,,,,,,2292000,0,,,-99000,-1813000,5393000
CashflowNetCashflow,35748000,-2194000,-23154000,12221000,16637000,-21172000,117000,-23563000,28234000,-30075000,-11934000,32735000,-9882000,2818000,-7377000,-6257000,-3936000,-6048000,-12982000,3669000,12497000,5484000,-6435000,-2807000,23235000,-45849000,34611000,-15124000,55840000,-83324000,65851000,,,
