,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCurrentInvestments,14334000,13959000,14771000,15302000,15303000,1452000,6777000,1212000,1217000,1030000,1018000,981000,961000,940000,729000,38000,2733000,2800000,2800000,42000,2745000,1223000,5515000,2614000,10482000,3893000,2133000,1384000,492000,1585000,829000,880000,3888000,6821000,14718000,9581000,8575000,7216000,9813000,8071000,8757000,7838000,11155000,6832000,6399000,6074000
BalanceCash,5777000,3821000,1478000,891000,980000,709000,871000,812000,1650000,755000,1039000,717000,789000,492000,677000,572000,561000,485000,700000,243000,260000,355000,358000,166000,155000,116000,95000,94000,90000,18000,29000,26000,23000,16000,39000,31000,65000,26000,262000,205000,155000,39000,88000,83000,70000,10000
BalanceOtherCurrentAssets,46000,28000,23000,14000,26000,29000,25000,30000,35000,23000,31000,21000,111000,78000,78000,33000,37000,547000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,29000000,34679000,59760000,41235000,76227000,83431000,74310000,63792000,53551000,43022000,48870000,50438000,52473000,49317000,48616000,50486000,50353000,50469000,50045000,48726000,133386000,131700000,128801000,46720000,46283000,43581000,48867000,40947000,40780000
BalanceTotalAssets,39014000,39107000,31279000,31284000,30737000,31010000,29403000,29289000,28569000,28924000,28637000,28743000,61313000,56774000,73069000,72594000,63214000,24579000,45485000,30599000,50713000,64190000,61997000,53753000,44229000,39123000,43936000,46780000,48207000,45619000,45716000,46439000,46070000,46778000,46242000,44949000,87329000,86439000,84814000,42424000,42814000,41385000,41118000,39471000,39631000,37502000
BalanceCapital,37518000,29714000,29625000,29103000,29014000,26288000,26183000,25312000,25042000,24953000,24861000,36933000,36485000,45415000,45053000,30533000,8000000,8000000,8000000,8000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000
BalanceShareCapital,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,21800000,21800000,21800000,21800000,23321000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2011000,-2026000
BalanceOwnShares,-2026000,-2026000,-2026000,-2026000,-2026000,-2026000,-1520000,-6000,-6000,-6000,-6000,392000,10213000,10213000,10213000,24952000,57767000,57757000,57760000,57351000,34230000,34229000,34229000,36319000,36322000,36319000,36781000,35935000,37069000,35935000,35944000,34853000,34841000,34425000,34425000,33648000,33648000,32723000,32723000,31133000,31133000,31133000,29106000,22977000,22977000,22902000
BalanceReserve,20876000,19763000,19763000,19343000,17888000,17656000,17656000,17655000,17649000,25858000,,,,,,142000,162000,301000,307000,342000,320000,348000,361000,397000,372000,344000,79000,64000,52000,8656000,8754000,8527000,31000,30000,46000,33000,11000,5000,19000,42000,37000,37000,49000,58000,70000,87000
BalanceNonshareCapital,72000,84000,113000,90000,89000,87000,78000,336000,2299000,6491000,2747000,7841000,6741000,6159000,3987000,1554000,540000,1646000,2122000,2664000,2058000,2324000,994000,1016000,1074000,769000,1155000,27961000,24470000,24570000,1057000,1303000,1310000,1302000,844000,744000,769000,791000,826000,817000,866000,888000,2927000,650000,696000,922000
BalanceNoncurrentLiabilities,624000,624000,624000,624000,3315000,2644000,4378000,,101000,395000,315000,166000,230000,179000,129000,26000,,,441000,436000,476000,543000,532000,24088000,24143000,24198000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,78000,,,,,,,,,,,,,644000,643000,621000,642000,96000,92000,87000,83000,79000,74000,70000,65000,2286000,,,,,,210000,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299000,6390000,2352000,7526000,6575000,5929000,3808000
BalanceNoncurrentLeasing,1425000,462000,1620000,2122000,2664000,2058000,2324000,553000,580000,598000,226000,623000,3873000,327000,372000,413000,660000,689000,660000,748000,652000,682000,708000,747000,743000,796000,823000,641000,650000,696000,922000,624000,624000,624000,624000,3315000,2644000,4168000,7801000,7784000,7889000,17673000,12500000,6012000,5890000,7467000
BalanceNoncurrentOtherLiabilities,3052000,2946000,1216000,1254000,1279000,179000,2681000,2923000,2538000,2970000,2570000,9440000,12037000,10890000,3208000,2136000,840000,6414000,621000,405000,738000,779000,697000,805000,731000,1059000,130000,2386000,2474000,2888000,2976000,3145000,23666000,19576000,24252000,24819000,27967000,7801000,7783000,7889000,16750000,11523000,5970000,5872000,7397000,2986000
BalanceCurrentLiabilities,2919000,1189000,1247000,1230000,161000,2657000,2911000,2472000,2933000,2499000,9301000,8561000,7408000,2991000,2011000,697000,6270000,454000,228000,586000,638000,634000,517000,683000,948000,2339000,2438000,2819000,852000,640000,435000,6182000,21031000,12654000,12776000,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,250000,,,,,2101000,2307000,5187000,2179000,10649000,12927000,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,922000,977000,32000,18000,51000,56000,27000,21000,1000,46000,15000,21000
BalanceCurrentLeasing,12000,55000,37000,71000,139000,174000,180000,217000,125000,143000,125000,167000,177000,152000,141000,63000,38000,48000,38000,47000,25000,35000,25000,23000,178000,18023000,13373000,1019000,1494000,1888000,,,,1000,10000,19000,10000,,6000,6000,3000,3000,3000,11000,,3302000
BalanceCurrentOtherLiabilities,3302000,,19000,,,,,,73000,83000,22000,1000,44000,20000,21000,21000,23000,22000,376000,34679000,59760000,41235000,76227000,83431000,74310000,63792000,53551000,43022000,48870000,0,50438000,52473000,49317000,48616000,50486000,50353000,50469000,50045000,48726000,133386000,131700000,128801000,46720000,46283000,43581000,48867000
BalanceReckoning,40947000,40780000,39014000,39107000,31279000,31284000,30737000,31010000,29403000,29289000,28569000,28924000,28637000,28743000,61313000,56774000,73069000,72594000,63214000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-6262000,4499000,-11229000,-1429000,-360000,-1472000,-8098000,4028000,-867000,643000,-548000,-1746000,-469000,-350000,-1139000,-2724000,-1569000,180000,876000,-472000,366000,494000,-1653000,192000,-425000,-20000,281000,14000,-1152000,153000,-853000,291000,-459000,-95000,144000,-632000,-675000,369000,-793000,185000,-900000,-173000,-335000,-263000,-827000,-17000
CashflowAmortization,32000,34000,39000,48000,47000,58000,45000,93000,54000,77000,72000,-23000,40000,40000,39000,39000,58000,45000,37000,40000,373000,347000,309000,-870000,36000,36000,36000,35000,36000,38000,29000,34000,30000,44000,31000,31000,30000,31000,26000,20000,17000,16000,17000,15000,16000,471000
CashflowInvestingCashflow,-6195000,-5677000,14215000,-1707000,-6626000,-6895000,7772000,-6420000,1084000,516000,8477000,-6040000,-16000,14000,7853000,6136000,17000,-1119000,-1798000,-1424000,2231000,195000,758000,-798000,50000,-399000,-591000,-455000,-800000,-430000,35000,16000,192000,-14000,77000,83000,-562000,-83000,122000,-64000,95000,-2336000,72000,697000,-17000,58000
CashflowCapex,5000,75000,63000,206000,513000,-105000,-49000,4000,8000,0,-5000,,4000,17000,115000,0,20000,12000,22000,-21000,0,0,9000,0,13000,4000,3000,7000,44000,5000,0,0,0,69000,7000,-1000,-5000,2566000,-344000,1307000,235000,14853000,1779000,-1434000,1643000,-1109000
CashflowFinancingCashflow,-66000,-77000,-822000,536000,-13000,-424000,828000,72000,-67000,-437000,160000,-6000,-3000,-24000,-9000,-16000,-14000,-15000,144000,-4000,-2066000,231000,-202000,-4000,270000,-279000,1387000,342000,-2000,348000,-48000,508000,2694000,158000,-445000,768000,174000,1500000,1500000,0,16739000,-113000,-1527000,1983000,0,
CashflowShareCapitalCash,,63000,1000,,,,,,,,,,,,,,,,,,,,,,,147000,0,5000,5000,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9891000,-1522000,4293000,-2901000,7867000,-6588000,-1760000,-749000,-892000,1093000,7852000,-8608000,51000,-349000,6290000,4240000,-1480000
CashflowNetCashflow,-1006000,-1359000,-1736000,2591000,686000,-919000,-615000,-391000,-433000,-325000,-297000,-1956000,-2343000,-587000,105000,-271000,161000,-58000,838000,-895000,284000,-323000,73000,-297000,185000,-105000,-11000,-76000,215000,,,,,,,,,,,,,,,,,
