,2013/Q3,2013/Q4,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeAdministrativExpenses_sq,,,,10.47,-9.95,6.66,-4.74,22.84,-19.49,1.01,-1.25,18.38,-17.89,6.70,-0.85,16.79,-15.28,4.55
IncomeGrossProfit,11389000,8271000,95485000,12904000,11636000,10328000,15273000,4019000,27259000,28259000,50811000,6370000,50551000,64787000,52322000,51727000,73503000,91502000
IncomeGrossProfit_yy,,,738.39,56.01,,,-84.00,-68.85,134.26,173.62,232.69,58.50,85.45,129.26,2.97,712.04,45.40,41.24
IncomeGrossProfit_sy,,,6.56,15.32,,,-1.64,0.12,10.04,25.95,16.95,59.25,21.26,12.22,2.61,-2.83,23.07,25.24
IncomeGrossProfit_qq,,-27.38,,-86.49,-9.83,-11.24,47.88,-73.69,578.25,3.67,79.80,-87.46,693.58,28.16,-19.24,-1.14,42.10,24.49
IncomeGrossProfit_sq,,-15.94,,0.18,-11.96,-3.03,13.61,0.30,-3.51,3.36,3.18,106.69,-25.26,5.62,-8.98,47.44,2.46,6.72
IncomeOtherOperatingIncome,,5928000,626000,495000,145000,1326000,832000,2122000,643000,1006000,476000,2965000,600000,1073000,2590000,1294000,1137000,969000
IncomeOtherOperatingIncome_yy,,,,-91.65,,,32.91,328.69,343.45,-24.13,-42.79,39.73,-6.69,6.66,444.12,-56.36,89.50,-9.69
IncomeOtherOperatingIncome_sy,,,,109.01,,,-57.31,-20.96,61.05,7.69,-9.43,19.46,-6.69,-30.16,-11.11,-29.98,55.50,30.58
IncomeOtherOperatingIncome_qq,,,,-20.93,-70.71,814.48,-37.25,155.05,-69.70,56.45,-52.68,522.90,-79.76,78.83,141.38,-50.04,-12.13,-14.78
IncomeOtherOperatingIncome_sq,,,,79.34,-72.86,61.65,-35.58,140.00,-45.48,90.17,-52.68,172.85,-65.83,37.92,-7.04,173.77,-25.88,45.39
IncomeOtherOperatingCosts,,2446000,224000,1362000,19000,898000,350000,3656000,139000,1473000,142000,1265000,258000,335000,100000,2254000,606000,1343000
IncomeOtherOperatingCosts_yy,,,,-44.32,,,56.25,168.43,631.58,64.03,-59.43,-65.40,85.61,-77.26,-29.58,78.18,134.88,300.90
IncomeOtherOperatingCosts_sy,,,,103.00,,,-0.65,2.39,1.82,10.55,13.95,20.50,-0.45,4.98,-11.60,-42.26,8.40,-27.00
IncomeOtherOperatingCosts_qq,,,,508.04,-98.60,4626.32,-61.02,944.57,-96.20,959.71,-90.36,790.85,-79.60,29.84,-70.15,2154.00,-73.11,121.62
IncomeOtherOperatingCosts_sq,,,,149.91,-73.51,35.71,0.41,89.33,-67.01,26.08,-8.70,271.95,-81.63,29.84,-45.16,122.47,-66.26,12.72
IncomeEBIT,,41872000,95887000,12037000,11762000,10756000,15755000,2485000,27763000,27792000,51145000,8070000,50893000,65525000,54812000,50767000,74034000,91128000
IncomeEBIT_yy,,,,-71.25,,,-83.57,-79.36,136.04,158.39,224.63,224.75,83.31,135.77,7.17,529.08,45.47,39.07
IncomeEBIT_sy,,,,51.89,,,-14.89,13.12,42.31,46.57,-24.46,42.28,-21.30,-5.86,48.66,-34.94,54.08,23.04
IncomeEBIT_qq,,,,-87.45,-2.28,-8.55,46.48,-84.23,1017.22,0.10,84.03,-84.22,530.64,28.75,-16.35,-7.38,45.83,23.09
IncomeEBIT_sq,,,,-11.52,-16.33,21.89,-12.72,15.92,-41.76,34.91,-25.90,170.71,-69.86,53.59,15.43,51.40,-30.78,23.09
IncomeFinanceIncome,,1097000,-359000,-331000,828000,702000,781000,565000,543000,619000,2871000,490000,1089000,834000,1187000,2191000,890000,3490000
IncomeFinanceIncome_yy,,,,-130.17,,,317.55,270.69,-34.42,-11.82,267.61,-13.27,100.55,34.73,-58.66,347.14,-18.27,318.47
IncomeFinanceIncome_sy,,,,49.11,,,-1.89,-12.08,-27.34,20.72,50.00,35.44,90.88,-20.91,-58.15,19.55,-19.18,-0.93
IncomeFinanceIncome_qq,,,,7.80,350.15,-15.22,11.25,-27.66,-3.89,14.00,363.81,-82.93,122.24,-23.42,42.33,84.58,-59.38,292.13
IncomeFinanceIncome_sq,,,,25.62,99.36,-16.27,-6.31,20.34,1.88,11.33,-32.86,59.57,31.66,-12.08,-32.46,74.12,-50.65,1.27
IncomeFinanceCosts,,5034000,1033000,601000,2477000,1939000,1145000,1474000,1533000,2241000,1416000,5060000,2473000,2623000,2435000,3343000,1817000,5997000
IncomeFinanceCosts_yy,,,,-88.06,,,10.84,145.26,-38.11,15.58,23.67,243.28,61.32,17.05,71.96,-33.93,-26.53,128.63
IncomeFinanceCosts_sy,,,,6.19,,,0.40,4.26,-13.16,19.08,-34.43,22.52,-0.87,-21.28,80.29,-29.34,5.62,33.33
IncomeFinanceCosts_qq,,,,-41.82,312.15,-21.72,-40.95,28.73,4.00,46.18,-36.81,257.34,-51.13,6.07,-7.17,37.29,-45.65,230.05
IncomeFinanceCosts_sq,,,,59.52,-23.80,-0.02,-1.27,18.84,-14.08,19.76,-35.30,80.31,-32.98,1.98,-3.10,8.78,-2.91,24.64
IncomeOtherIncome,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,7184000,11840000,94495000,11105000,10113000,9519000,15391000,1576000,26773000,26170000,52600000,3500000,49509000,63736000,53564000,49615000,73107000,88621000
IncomeNetGrossProfit_yy,,,1215.31,-6.21,,,-83.71,-85.81,164.74,174.92,241.76,122.08,84.92,143.55,1.83,1317.57,47.66,39.04
IncomeNetGrossProfit_sy,,,25.56,8.64,,,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeNetGrossProfit_qq,,64.81,,-88.25,-8.93,-5.87,61.69,-89.76,1598.79,-2.25,100.99,-93.35,1314.54,28.74,-15.96,-7.37,47.35,21.22
IncomeNetGrossProfit_sq,,13.16,,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,7184000,11840000,94495000,11105000,10113000,9519000,15391000,1576000,26773000,26170000,52600000,3500000,49509000,63736000,53564000,49615000,73107000,88621000
IncomeBeforeTaxProfit_yy,,,1215.31,-6.21,,,-83.71,-85.81,164.74,174.92,241.76,122.08,84.92,143.55,1.83,1317.57,47.66,39.04
IncomeBeforeTaxProfit_sy,,,25.56,8.64,,,7.44,21.98,55.87,9.48,17.91,47.26,-37.63,56.91,53.67,-4.01,65.77,13.12
IncomeBeforeTaxProfit_qq,,64.81,,-88.25,-8.93,-5.87,61.69,-89.76,1598.79,-2.25,100.99,-93.35,1314.54,28.74,-15.96,-7.37,47.35,21.22
IncomeBeforeTaxProfit_sq,,13.16,,-25.48,3.63,31.43,-20.72,35.10,-43.68,31.24,-9.28,189.14,-68.08,76.05,-12.42,55.62,-40.82,-8.56
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,
IncomeNetProfit,7464000,10813000,77608000,9809000,9001000,8253000,13242000,16864000,23344000,22370000,44042000,3372000,41000000,52472000,44584000,41671000,58788000,72193000
IncomeNetProfit_yy,,,939.73,-9.29,,,-82.94,71.92,159.35,171.05,232.59,-80.00,75.63,134.56,1.23,1135.79,43.39,37.58
IncomeNetProfit_sy,,,-10.47,14.01,,,15.48,51.39,54.90,74.51,14.18,5.42,5.02,11.68,44.06,-14.19,44.78,20.03
IncomeNetProfit_qq,,44.86,,-87.36,-8.24,-8.31,60.45,27.35,38.43,-4.17,96.88,-92.34,1115.90,27.98,-15.03,-6.53,41.08,22.80
IncomeNetProfit_sq,,7.40,,-17.29,7.26,15.62,17.13,85.44,-57.27,23.52,-10.41,165.17,-66.45,73.45,-1.63,30.86,-32.24,-2.23
IncomeShareholderNetProfit,7698000,9647000,77939000,8598000,8885000,7813000,12959000,17634000,21866000,21941000,42653000,2982000,39705000,50729000,42237000,38521000,57009000,68861000
IncomeShareholderNetProfit_yy,,,912.42,-10.87,,,-83.37,105.09,146.10,180.83,229.14,-83.09,81.58,131.21,-0.98,1191.78,43.58,35.74
IncomeShareholderNetProfit_sy,,,-12.17,13.85,,,20.02,41.42,46.07,74.50,7.03,5.42,5.02,11.68,44.06,-5.10,44.88,10.99
IncomeShareholderNetProfit_qq,,25.31,,-88.97,3.34,-12.07,65.86,36.08,24.00,0.34,94.40,-93.01,1231.49,27.76,-16.74,-8.80,47.99,20.79
IncomeShareholderNetProfit_sq,,2.09,,-14.28,1.50,15.62,17.13,85.44,-57.27,23.52,-10.42,165.70,-66.88,73.45,-3.66,37.18,-35.04,-7.42
BalanceNoncurrentAssets,155214000,155214000,155651000,155249000,,156721000,156085000,170353000,169923000,169662000,169145000,167708000,168208000,166725000,154944000,154345000,153206000,152850000
BalanceNoncurrentAssets_yy,,,0.28,0.02,,,0.28,9.73,,8.26,8.37,-1.55,-1.01,-1.73,-8.40,-7.97,-8.92,-8.32
BalanceNoncurrentAssets_sy,,,0.79,0.21,,,0.28,-3.38,,-1.81,-1.08,1.85,-0.61,-1.73,-1.45,3.43,6.44,4.34
BalanceNoncurrentAssets_qq,,,,-0.26,-100.00,,-0.41,9.14,-0.25,-0.15,-0.30,-0.85,0.30,-0.88,-7.07,-0.39,-0.74,-0.23
BalanceNoncurrentAssets_sq,,,,0.07,-0.12,,0.40,0.13,0.86,1.20,-0.30,1.05,-0.89,1.89,1.78,1.19,0.80,0.70
BalanceIntangibleAssets,,63141000,,63104000,,63094000,63081000,63073000,63070000,63097000,63064000,63092000,63093000,63086000,63082000,63078000,63102000,63093000
BalanceIntangibleAssets_yy,,,,-0.06,,,,-0.05,,,-0.03,0.03,0.04,-0.02,0.03,-0.02,0.01,0.01
BalanceIntangibleAssets_sy,,,,-15.12,,,,-23.96,,,-10.21,-0.20,-0.47,-0.44,-0.24,-0.52,-0.46,0.01
BalanceIntangibleAssets_qq,,,,,-100.00,,-0.02,-0.01,,0.04,-0.05,0.04,,-0.01,-0.01,-0.01,0.04,-0.01
BalanceIntangibleAssets_sq,,,,,-3.94,,-1.22,-5.88,,-0.92,-0.05,-0.04,,-0.48,,-0.34,-0.19,
BalanceProperty,,91633000,,91904000,,90830000,90840000,91019000,90841000,90711000,90873000,90547000,91158000,90297000,78751000,78646000,78540000,78348000
BalanceProperty_yy,,,,0.30,,,,-0.96,,-0.13,0.04,-0.52,0.35,-0.46,-13.34,-13.14,-13.84,-13.23
BalanceProperty_sy,,,,-1.99,,,,-4.75,,-2.75,-0.20,0.46,-0.28,-0.55,0.04,4.15,5.73,4.13
BalanceProperty_qq,,,,,-100.00,,0.01,0.20,-0.20,-0.14,0.18,-0.36,0.67,-0.94,-12.79,-0.13,-0.13,-0.24
BalanceProperty_sq,,,,,-0.85,,-0.31,0.14,-0.02,1.49,-0.36,1.25,-0.50,0.73,0.33,0.28,0.67,3.25
BalanceNoncurrentReceivables,,440000,,241000,,1071000,293000,370000,180000,115000,54000,40000,57000,41000,54000,216000,234000,312000
BalanceNoncurrentReceivables_yy,,,,-45.23,,,,53.53,,-89.26,-81.57,-89.19,-68.33,-64.35,,440.00,310.53,660.98
BalanceNoncurrentReceivables_sy,,,,-12.39,,,,,,-8.55,-7.84,3.61,0.57,0.22,,0.88,5.34,-1.90
BalanceNoncurrentReceivables_qq,,,,,-100.00,,-72.64,26.28,-51.35,-36.11,-53.04,-25.93,42.50,-28.07,31.71,300.00,8.33,33.33
BalanceNoncurrentReceivables_sq,,,,,,,,,,5.30,,0.73,,0.27,-0.96,-0.91,-0.54,1.08
BalanceNoncurrInvestments,,,,,,1726000,,,,,,,,,,,,
BalanceNoncurrInvestments_yy,,,,,,,,,,-100.00,,,,,,,,
BalanceNoncurrInvestments_sy,,,,,,,,,,-5.89,,,,,,,,
BalanceNoncurrInvestments_qq,,,,,,,-100.00,,,,,,,,,,,
BalanceNoncurrInvestments_sq,,,,,,,1.21,,,,,,,,,,,
BalanceOtherNoncurrentAssets,,,,,,,1871000,15891000,15832000,15739000,15154000,14029000,13900000,13301000,13057000,12405000,11330000,11097000
BalanceOtherNoncurrentAssets_yy,,,,,,,,,,,709.94,-11.72,-12.20,-15.49,-13.84,-11.58,-18.49,-16.57
BalanceOtherNoncurrentAssets_sy,,,,,,,,,,,15.42,-5.84,-1.08,-10.93,0.76,2.62,-1.94,2.36
BalanceOtherNoncurrentAssets_qq,,,,,,,,749.33,-0.37,-0.59,-3.72,-7.42,-0.92,-4.31,-1.83,-4.99,-8.67,-2.06
BalanceOtherNoncurrentAssets_sq,,,,,,,,8.40,-0.37,2.50,-1.56,-4.90,0.42,-1.84,2.45,1.15,-0.37,3.86
BalanceCurrentAssets,605802000,605802000,575531000,631619000,,857476000,958018000,1039639000,1191135000,1235131000,1248327000,1345845000,1486012000,1567529000,1543265000,1635391000,1694644000,1757203000
BalanceCurrentAssets_yy,,,-5.00,4.26,,,66.46,64.60,,44.04,30.30,29.45,24.76,26.91,23.63,21.51,14.04,12.10
BalanceCurrentAssets_sy,,,1.93,4.26,,,7.03,1.12,,-3.57,1.18,5.70,14.16,12.40,13.98,13.28,13.37,13.97
BalanceCurrentAssets_qq,,,,9.75,-100.00,,11.73,8.52,14.57,3.69,1.07,7.81,10.41,5.49,-1.55,5.97,3.62,3.69
BalanceCurrentAssets_sq,,,,2.88,0.87,,-1.20,-5.39,0.03,3.98,2.05,-3.88,5.43,4.15,3.30,0.85,2.58,1.20
BalanceInventory,,517792000,,540503000,,688195000,772882000,881944000,971182000,1026811000,1040287000,1132238000,1184212000,1268188000,1296458000,1341957000,1314734000,1336384000
BalanceInventory_yy,,,,4.39,,,,63.17,,49.20,34.60,28.38,21.94,23.51,24.63,18.52,11.02,5.38
BalanceInventory_sy,,,,-8.72,,,,-3.72,,-5.84,-1.44,10.48,6.00,8.83,2.22,-0.09,3.72,5.89
BalanceInventory_qq,,,,,-100.00,,12.31,14.11,10.12,5.73,1.31,8.84,4.59,7.09,2.23,3.51,-2.03,1.65
BalanceInventory_sq,,,,,0.45,,0.11,-6.19,-0.50,2.90,3.36,-3.38,0.12,3.42,1.78,-1.52,0.12,1.45
BalanceCurrentReceivables,,11198000,,17071000,,14487000,26469000,27866000,81556000,26825000,29033000,26144000,39523000,53791000,33980000,27589000,61155000,68673000
BalanceCurrentReceivables_yy,,,,52.45,,,,63.24,,85.17,9.69,-6.18,-51.54,100.53,17.04,5.53,54.73,27.67
BalanceCurrentReceivables_sy,,,,-10.19,,,,-4.14,,-2.48,-2.41,-6.18,7.62,-3.14,10.40,7.54,14.28,19.21
BalanceCurrentReceivables_qq,,,,,-100.00,,82.71,5.28,192.67,-67.11,8.23,-9.95,51.17,36.10,-36.83,-18.81,121.66,12.29
BalanceCurrentReceivables_sq,,,,,9.95,,-1.89,-6.97,0.75,-1.98,-1.46,-10.90,4.85,-3.16,10.31,-3.49,7.13,2.39
BalanceCurrentInvestments,,18000,,181000,,181000,181000,181000,181000,,,,,,,,25123000,29989000
BalanceCurrentInvestments_yy,,,,905.56,,,,,,-100.00,-100.00,-100.00,-100.00,,,,,
BalanceCurrentInvestments_sy,,,,0.61,,,,,,-1.61,-8.57,-38.65,-1.69,,,,,
BalanceCurrentInvestments_qq,,,,,-100.00,,,,,-100.00,,,,,,,,19.37
BalanceCurrentInvestments_sq,,,,,-0.69,,,,,4.33,,,,,,,,3.03
BalanceCash,,76794000,,73864000,,154613000,158486000,129648000,138216000,181495000,179007000,187463000,262277000,245550000,212827000,265845000,293632000,322157000
BalanceCash_yy,,,,-3.82,,,,75.52,,17.39,12.95,44.59,89.76,35.29,18.89,41.81,11.95,31.20
BalanceCash_sy,,,,7.76,,,,-3.37,,5.38,10.24,-18.20,27.96,12.58,16.66,10.20,17.00,23.06
BalanceCash_qq,,,,,-100.00,,2.50,-18.20,6.61,31.31,-1.37,4.72,39.91,-6.38,-13.33,24.91,10.45,9.71
BalanceCash_sq,,,,,-7.48,,-1.93,11.28,-15.98,10.42,4.48,5.33,0.32,-0.77,-12.91,21.11,9.24,5.57
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_yy,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sy,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_qq,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets_sq,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_yy,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sy,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_qq,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale_sq,,,,,,,,,,,,,,,,,,
BalanceTotalAssets,761016000,761016000,731182000,786868000,,1014197000,1114103000,1209992000,1361058000,1404793000,1417472000,1513553000,1654220000,1734254000,1698209000,1789736000,1847850000,1910053000
BalanceTotalAssets_yy,,,-3.92,3.40,,,52.37,53.77,,38.51,27.23,25.09,21.54,23.45,19.81,18.25,11.71,10.14
BalanceTotalAssets_sy,,,0.77,1.13,,,6.88,0.10,,0.75,1.64,5.60,6.24,5.49,4.88,6.00,8.82,8.67
BalanceTotalAssets_qq,,,,7.62,-100.00,,9.85,8.61,12.48,3.21,0.90,6.78,9.29,4.84,-2.08,5.39,3.25,3.37
BalanceTotalAssets_sq,,,,1.07,0.20,,0.23,-0.28,0.20,2.08,0.62,0.43,0.34,1.87,2.10,1.34,2.38,3.62
BalanceCapital,297332000,299890000,419147000,436402000,,593396000,605272000,622741000,644607000,642868000,685521000,688499000,728204000,713957000,756194000,794713000,851719000,783530000
BalanceCapital_yy,,,40.97,45.52,,,44.41,42.70,,8.34,13.26,10.56,12.97,11.06,10.31,15.43,16.96,9.74
BalanceCapital_sy,,,2.54,0.17,,,0.67,2.69,,3.49,2.52,4.20,4.89,3.44,6.36,4.34,6.00,5.53
BalanceCapital_qq,,0.86,,4.12,-100.00,,2.00,2.89,3.51,-0.27,6.63,0.43,5.77,-1.96,5.92,5.09,7.17,-8.01
BalanceCapital_sq,,0.74,,-0.57,-0.45,,1.01,2.44,0.47,-0.36,0.14,1.89,-0.09,-1.20,1.99,2.84,1.14,-1.17
BalanceShareCapital,161073000,161073000,161073000,161073000,,193573000,193573000,193573000,193573000,193573000,193573000,193573000,193573000,193573000,193573000,193573000,193573000,193573000
BalanceShareCapital_yy,,,,,,,20.18,20.18,,,,,,,,,,
BalanceShareCapital_sy,,,,,,,,,,,,,,,,,,
BalanceShareCapital_qq,,,,,-100.00,,,,,,,,,,,,,
BalanceShareCapital_sq,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,
BalanceOwnShares_yy,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sy,,,,,,,,,,,,,,,,,,
BalanceOwnShares_qq,,,,,,,,,,,,,,,,,,
BalanceOwnShares_sq,,,,,,,,,,,,,,,,,,
BalanceReserve,,100173000,,124082000,,353461000,352378000,352213000,352213000,381529000,381529000,381525000,381525000,433958000,433958000,433955000,433955000,460975000
BalanceReserve_yy,,,,23.87,,,,183.86,,7.94,8.27,8.32,8.32,13.74,13.74,13.74,13.74,6.23
BalanceReserve_sy,,,,1.74,,,,2.89,,1.93,1.64,1.89,1.24,0.52,0.82,0.60,0.69,0.74
BalanceReserve_qq,,,,,-100.00,,-0.31,-0.05,,8.32,,,,13.74,,,,6.23
BalanceReserve_sq,,,,,,,,,,0.07,,,,0.20,,,,0.10
BalanceNonshareCapital,,-2558000,,-7047000,,-7360000,-8437000,-11100000,-10872000,-12021000,-11964000,-12903000,-11946000,-10601000,-8852000,-6445000,-4937000,-1624000
BalanceNonshareCapital_yy,,,,-175.49,,,,-57.51,,-63.33,-41.80,-16.24,-9.88,11.81,26.01,50.05,58.67,84.68
BalanceNonshareCapital_sy,,,,-77.65,,,,-11.20,,,7.20,11.39,14.29,17.64,26.01,5.28,9.82,11.82
BalanceNonshareCapital_qq,,,,,100.00,,-14.63,-31.56,2.05,-10.57,0.47,-7.85,7.42,11.26,16.50,27.19,23.40,67.11
BalanceNonshareCapital_sq,,,,,-1.99,,-0.55,-0.90,-1.88,0.16,,5.54,,,,-0.04,0.57,0.66
BalanceNoncurrentLiabilities,150005000,150005000,205945000,167796000,,178077000,164006000,155363000,246371000,238314000,344984000,322059000,347037000,353503000,360757000,311213000,325310000,296928000
BalanceNoncurrentLiabilities_yy,,,37.29,11.86,,,-20.36,-7.41,,33.83,110.35,107.29,40.86,48.33,4.57,-3.37,-6.26,-16.00
BalanceNoncurrentLiabilities_sy,,,7.42,6.52,,,5.18,-14.27,,-0.34,1.28,4.04,2.92,0.25,-3.30,-3.30,7.00,9.06
BalanceNoncurrentLiabilities_qq,,,,-18.52,-100.00,,-7.90,-5.27,58.58,-3.27,44.76,-6.65,7.76,1.86,2.05,-13.73,4.53,-8.72
BalanceNoncurrentLiabilities_sq,,,,2.94,-4.28,,-0.04,-2.61,0.65,-0.17,2.90,1.10,-3.36,-0.42,0.89,-0.47,1.57,1.42
BalanceNoncurrentTradeLiabilities,,3398000,,4274000,,5778000,3879000,6206000,5514000,19654000,8373000,10296000,10281000,11592000,12725000,14285000,17634000,13932000
BalanceNoncurrentTradeLiabilities_yy,,,,25.78,,,,45.20,,240.15,115.85,65.90,86.45,-41.02,51.98,38.74,71.52,20.19
BalanceNoncurrentTradeLiabilities_sy,,,,16.06,,,,16.54,,0.20,-22.74,33.46,46.58,-1.04,-2.61,-4.48,-4.42,-3.63
BalanceNoncurrentTradeLiabilities_qq,,,,,-100.00,,-32.87,59.99,-11.15,256.44,-57.40,22.97,-0.15,12.75,9.77,12.26,23.44,-20.99
BalanceNoncurrentTradeLiabilities_sq,,,,,-9.76,,0.27,-9.59,-1.26,49.26,-0.09,-4.98,0.11,1.04,0.38,-9.61,3.99,0.75
BalanceNoncurrentBorrowings,,132097000,,143302000,,122539000,126037000,109090000,191196000,177898000,237895000,293816000,318220000,306763000,293410000,243648000,238382000,199021000
BalanceNoncurrentBorrowings_yy,,,,8.48,,,,-23.87,,45.18,88.75,169.33,66.44,72.44,23.34,-17.07,-25.09,-35.12
BalanceNoncurrentBorrowings_sy,,,,-4.61,,,,-16.66,,-9.84,-8.64,4.67,2.66,-1.07,-2.00,-9.24,5.46,7.64
BalanceNoncurrentBorrowings_qq,,,,,-100.00,,2.85,-13.45,75.26,-6.96,33.73,23.51,8.31,-3.60,-4.35,-16.96,-2.16,-16.51
BalanceNoncurrentBorrowings_sq,,,,,0.17,,-0.10,-6.42,0.09,-1.13,3.40,2.08,-3.71,-2.11,0.80,-3.38,0.64,1.82
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_yy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sy,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_qq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing_sq,,,,,,,,,,,,,,,,,,
BalanceNoncurrentOtherLiabilities,,14510000,,20220000,,49760000,34090000,40067000,49661000,40762000,98716000,17947000,18536000,35148000,54622000,53280000,69294000,83975000
