,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,-124000,311000,-1717000,-1368000,1354000,2296000,1236000,1495000,3045000,3609000,1910000,746000,4472000
IncomeNetGrossProfit,32313000,24379000,28039000,31026000,22961000,19148000,41083000,35828000,42019000,28662000,34780000,31063000,30093000,25595000,43932000,19946000,28134000,25326000,41922000,24663000,36181000,32594000,47260000,33281000,35679000,33384000,32308000,40265000,47987000,41719000,35773000,51119000,56319000,45154000,35149000,96816000
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,32313000,24379000,28039000,31026000,22961000,19148000,41083000,35828000,42019000,28662000,34780000,31063000,30093000,25595000,43932000,19946000,28134000,25326000,41922000,24663000,36181000,32594000,47260000,33281000,35679000,33384000,32308000,40265000,47987000,41719000,35773000,51119000,56319000,45154000,35149000,96816000
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,30175000,19526000,26608000,27817000,22208000,18193000,38600000,32891000,38108000,24543000,33515000,26726000,25913000,20076000,42061000,16984000,25953000,28545000,37616000,20405000,29966000,24299000,38400000,26975000,30113000,26054000,25517000,33118000,39531000,32968000,27746000,41946000,46999000,39400000,28492000,79111000
IncomeShareholderNetProfit,30150000,19608000,26583000,27790000,22163000,18156000,38514000,32797000,37995000,24436000,33128000,25925000,25608000,21113000,41967000,16883000,25906000,28554000,37594000,20320000,29904000,24261000,38347000,26948000,30113000,26067000,25510000,33114000,39516000,32954000,27721000,41925000,46973000,39389000,28484000,79109000
BalanceNoncurrentAssets,,390006000,395052000,363029000,362212000,337664000,395870000,393975000,348875000,355291000,513308000,516251000,518215000,512004000,579151000,568880000,574749000,576421000,590634000,587013000,586336000,572710000,571429000,572263000,569155000,580645000,577028000,579574000,584694000,597287000,597334000,597220000,594774000,596354000,580697000,578568000
BalanceIntangibleAssets,,36102000,35233000,34556000,35980000,60167000,59847000,59452000,59763000,60621000,209888000,213593000,214487000,209545000,271026000,268372000,272388000,269155000,265932000,264294000,261523000,261019000,262820000,265565000,263693000,261728000,259870000,258057000,262401000,273815000,272490000,271380000,268916000,267991000,265140000,262542000
BalanceProperty,,124347000,122548000,120715000,118117000,119516000,117197000,118047000,125003000,128672000,129332000,134649000,133864000,133115000,131182000,128000000,120622000,124042000,121045000,118530000,119368000,119762000,116559000,112059000,109831000,125229000,122252000,121539000,119554000,119130000,116716000,113777000,112036000,110784000,108691000,108245000
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,223872000,228737000,200335000,200743000,150785000,210411000,208882000,157599000,159689000,163541000,157955000,160458000,162396000,166212000,165060000,177676000,179495000,198586000,199380000,200570000,188311000,188554000,190261000,190633000,188852000,187506000,191702000,196313000,197519000,198855000,201868000,205501000,207660000,196183000,200133000
BalanceOtherNoncurrentAssets,,5685000,8534000,7423000,7372000,7196000,8415000,7594000,6510000,6309000,10547000,10054000,9406000,6948000,10731000,7448000,4063000,3729000,5071000,4809000,4875000,3618000,3496000,4378000,4998000,4836000,7400000,8276000,6426000,6823000,9273000,10195000,8321000,9919000,10683000,7648000
BalanceCurrentAssets,,665545000,182512000,240971000,171841000,220862000,210255000,239546000,183171000,377616000,477713000,499153000,415847000,447020000,473335000,506026000,445915000,357381000,525507000,564838000,565556000,450637000,484053000,518936000,425652000,492454000,528673000,542795000,462093000,560561000,592548000,615476000,513493000,550699000,600388000,693410000
BalanceInventory,,425000,433000,434000,433000,438000,430000,292000,283000,260000,266000,278000,325000,253000,266000,176000,180000,166000,142000,147000,127000,120000,180000,133000,145000,135000,71000,73000,67000,57000,60000,53000,54000,56000,54000,60000
BalanceCurrentReceivables,,25234000,32145000,27014000,31912000,82037000,47014000,50268000,51511000,29620000,79434000,95729000,65651000,67766000,52705000,44525000,49920000,45589000,58483000,48089000,45956000,50972000,94327000,61457000,73607000,131926000,44664000,40964000,38093000,113690000,165802000,89140000,63863000,64167000,87470000,68580000
BalanceCurrentInvestments,,155719000,111317000,143997000,81403000,30787000,31056000,55880000,56651000,57389000,58254000,586000,118000,271000,428000,586000,121000,272000,428000,593000,10503000,10557000,10573000,10616000,3000,,,,,82707000,110840000,,484167000,38617000,69526000,58093000
BalanceCash,107600000,131755000,188986000,75497000,291085000,340624000,344892000,349285000,378883000,420093000,460897000,395229000,311505000,466610000,516174000,518880000,389042000,378989000,446773000,341284000,360393000,483935000,501758000,423933000,446814000,426686000,526283000,449576000,486476000,430157000,511984000,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946000,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,812000,763000,807000,,,,,,,12151000,,1055551000,577564000,604000000,534053000,558526000,606125000,633521000,532046000,732907000
BalanceTotalAssets,991021000,1015404000,934062000,959024000,1052486000,1074906000,1020664000,933802000,1116141000,1151851000,1151892000,1024159000,1056245000,1092006000,994807000,1073099000,1105701000,1122369000,1046787000,1157848000,1189882000,1212696000,1108267000,1147053000,1193236000,1271978000,,521059000,547213000,484203000,506587000,523843000,561872000,459989000,498112000,523209000
BalanceCapital,553386000,517835000,533236000,554512000,599285000,582944000,607819000,636985000,674550000,695264000,674942000,699350000,737600000,663099000,693152000,712646000,747078000,682039000,722353000,744727000,772299000,724056000,771051000,810908000,839360000,825916000,,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000
BalanceShareCapital,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,63865000,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453000,1024000,883000,1104000,204000,-281000,-30000,98000,270000
BalanceReserve,-2681000,-1459000,-2639000,-1000000,1806000,1920000,1129000,1278000,1249000,1643000,1783000,1930000,1817000,1465000,1401000,1455000,1481000,1560000,1537000,1184000,1035000,1106000,1128000,1347000,1349000,1194000,,749000,774000,801000,846000,883000,969000,1003000,1176000,1283000
BalanceNonshareCapital,7407000,7574000,4298000,1377000,1471000,1158000,1205000,1120000,1142000,1016000,1077000,1116000,1169000,945000,941000,546000,553000,497000,512000,525000,550000,535000,561000,573000,581000,583000,,3078000,3118000,3037000,3036000,4814000,3649000,3370000,3461000,175517000
BalanceNoncurrentLiabilities,263322000,250213000,250313000,247843000,247889000,247950000,248234000,249578000,249563000,253239000,255781000,259419000,253516000,255246000,256218000,258930000,134420000,137461000,137314000,143422000,258516000,258780000,260449000,259951000,255482000,256484000,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000,61000,37000,36000,77000,0,94000,84000,170292000
BalanceNoncurrentBorrowings,257772000,245448000,245329000,243538000,243561000,243666000,243951000,244056000,244017000,244144000,244225000,244283000,244322000,244422000,244523000,123678000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,243800000,123669000,123733000,123459000,243281000,243378000,243475000,243573000,243670000,243767000,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,84000,58000,48000,32000,17000,,,3050000,3057000,3000000,3000000,4737000,3649000,3276000,3377000,5225000,5550000,4765000,4984000,4305000,4328000,4284000,4283000,5522000,5546000,9095000
BalanceNoncurrentOtherLiabilities,11556000,15136000,9194000,10824000,11695000,15046000,10742000,13734000,13533000,19931000,15218000,15402000,16974000,16378000,11812000,12717000,,530665000,26459000,115959000,23584000,28986000,39635000,169159000,29297000,32898000,166906000,239782000,146215000,155292000,203841000,242854000,163406000,46119000,190886000,202332000
BalanceCurrentLiabilities,220092000,63999000,63734000,172446000,44496000,100977000,223650000,302372000,186608000,269174000,158517000,229325000,76206000,75621000,97813000,188995000,,7064000,3632000,4287000,3106000,7472000,3932000,3301000,2652000,10516000,16829000,11533000,6108000,4284000,8924000,3518000,5402000,12738000,3763000,6967000
BalanceCurrentTradePayablesv,13747000,10017000,9975000,19634000,7879000,8597000,6182000,6288000,2841000,6387000,6199000,3496000,6169000,21303000,56886000,41150000,,41000,80000,56000,43000,73000,71000,66000,66000,61000,4371000,27478000,6033000,134534000,3551000,6783000,142840000,365000,174001000,265000
BalanceCurrentBorrowings,2599000,154000,2121000,79000,1869000,122936000,,59798000,59958000,20021000,,,,,,,,,,,,,,,,,,,,,,,,,,682000
BalanceCurrentObligations,121047000,123002000,122882000,2069000,1896000,2100000,1938000,2070000,1899000,,,,,,,,,,,,,,,,,,,,,,,,,,55000,55000
BalanceCurrentLeasing,61000,62000,62000,64000,48000,31000,15000,,523560000,22747000,111616000,20435000,21441000,35632000,165792000,26579000,22321000,145706000,200771000,134074000,16474000,191366000,232553000,15164000,28688000,13122000,195100000,203746000,48988000,51864000,134949000,24554000,84380000,55566000,143961000,49074000
BalanceCurrentOtherLiabilities,132699000,48667000,126717000,32227000,44963000,38283000,145383000,,,,,,,,,,,,,,,,,,4328000,,,5115000,18054000,10194000,7263000,38966000,31021000,11630000,7144000,41722000
BalanceReckoning,37194000,15641000,7386000,559000,563000,0,1055551000,577564000,604000000,534053000,558526000,606125000,633521000,532046000,732907000,991021000,1015404000,934062000,959024000,1052486000,1074906000,1020664000,933802000,1116141000,1151851000,1151892000,1023884000,1056019000,1091736000,994807000,1073099000,1105701000,1122369000,1046787000,1157848000,1189882000
BalanceTotalEquityAndLiabilities,1212696000,1108267000,1147053000,1193236000,1271978000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,22220000,20486000,15716000,29696000,19339000,25291000,24928000,28809000,24450000,51799000,44806000,-4243000,40236000,45030000,101133000,41528000,-14142000,43866000,61120000,22501000,36346000,41702000,-6568000,71460000,-3525000,31723000,123770000,23344000,21922000,36778000,-66393000,101303000,58754000,62260000,32193000,55126000
CashflowAmortization,,,,,,,,,,,,,12361000,4203000,3676000,7923000,6921000,7202000,7183000,7145000,6917000,7524000,6195000,6619000,7010000,7013000,6370000,6541000,6797000,6085000,6393000,7024000,7342000,7566000,7825000,8092000
CashflowInvestingCashflow,122974000,25781000,44832000,1213000,59971000,24175000,-773000,28422000,-2986000,-6135000,-70950000,-10821000,50569000,-5028000,-60408000,-980000,-12087000,-1338000,-14076000,33000,-2484000,-6619000,-3304000,-120000,-1061000,-10146000,127000,-2208000,-787000,-11588000,-11195000,1265000,-3147000,-3642000,-86530000,28669000
CashflowCapex,2968000,5284000,1320000,1674000,2965000,30723000,1340000,4297000,11218000,8441000,70298000,13891000,18998000,9772000,63329000,3690000,4370000,17381000,16174000,3089000,5008000,9345000,4881000,1989000,3754000,21884000,1875000,4043000,2282000,15409000,12559000,739000,3951000,5402000,5630000,2990000
CashflowFinancingCashflow,0,0,-506098000,0,-90743000,41000,0,0,-134969000,169940000,75683000,19332000,-86412000,-9565000,-13000,0,-39560000,-4779000,-182000,-4992000,-50441000,-4835000,-44000,-4043000,-100753000,-2323000,-13000,-3784000,-99137000,-1996000,57144000,-2424000,-132334000,-22170000,-1684000,-2002000
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,0,0,506098000,0,90743000,-41000,,134969000,60000,,60975000,27000,,33141000,0,,202000,50366000,0,,100715000,0,,,99092000,,,90257000,,145194000,46267000,-445550000,30909000,-11433000,49507000,24155000
CashflowNetCashflow,57231000,-113505000,215604000,49539000,4268000,4393000,30437000,40712000,40548000,-65789000,37749000,46862000,17542000,-16579000,30248000,-9916000,67297000,-105339000,19254000,123884000,17352000,-78002000,23194000,-20444000,100144000,-76727000,36448000,-56021000,81793000,,,,,,,
