,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,228000,,,,,0,,,,-1422000,,,,0,0,0,,-1707000,-1707000,,54000,-291000,339000,-71000,83000,-110000,-17000,-77000,96000,-56000,-86000,32000,-82000,15000,53000,110000,946000,1352000,3214000,2383000,3668000,2182000
IncomeNetGrossProfit,4200000,1770000,2051000,1984000,6175000,545000,4113000,2965000,4218000,-1069000,1846000,2709000,1985000,-813000,3510000,3208000,6885000,299000,644000,4816000,3851000,-449000,985000,2991000,4540000,-2615000,-11000,591000,4926000,-1951000,4250000,6808000,17774000,-2113000,-741000,690000,4144000,-3673000,-2938000,4516000,-478000,-3632000,-2894000,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,946000,1352000,3214000,2383000,3668000,2182000
IncomeBeforeTaxProfit,4200000,1770000,2051000,1984000,6175000,545000,4113000,2965000,4218000,-1069000,1846000,2709000,1985000,-813000,3510000,3208000,6885000,299000,644000,4816000,3851000,-449000,985000,2991000,4540000,-2615000,-11000,591000,4926000,-1951000,4250000,6808000,17774000,-2113000,-741000,690000,4144000,-3673000,-2938000,4516000,-478000,-3632000,-2894000,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,736000,1119000,2522000,1877000,2870000,2014000
IncomeNetProfit,3311000,1060000,1893000,1447000,4849000,286000,3201000,2268000,3279000,-1104000,1627000,2131000,1339000,-808000,2882000,2523000,5531000,124000,756000,3818000,2927000,-652000,665000,2229000,4764000,-2724000,241000,216000,3641000,-1591000,3398000,5677000,14870000,-2970000,-1501000,977000,2970000,-3368000,-2777000,4112000,-2209000,-4570000,-2239000,110000,736000,1119000,2522000,1877000,2870000,2014000
IncomeShareholderNetProfit,3311000,1060000,1893000,1447000,4849000,286000,3201000,2268000,3279000,-1104000,1627000,2131000,1131000,-839000,2731000,2434000,5388000,236000,798000,2784000,2794000,-658000,751000,2379000,5064000,-2485000,-146000,200000,3504000,-1542000,3298000,5556000,14206000,-2973000,-1304000,1018000,2703000,-3221000,-2813000,4080000,-2528000,-4429000,-2230000,,,,,,,
BalanceNoncurrentAssets,2755000,6551000,7547000,8502000,11852000,12828000,19063000,19322000,20046000,19174000,18617000,18622000,18366000,19408000,28730000,29279000,29468000,30472000,30102000,30039000,36457000,36620000,35678000,36584000,36840000,36602000,35620000,34648000,34846000,35691000,35521000,35693000,38985000,39041000,38290000,38185000,38363000,39298000,39000000,39546000,39983000,37365000,38260000,433000,389000,268000,223000,2501000,2465000,9232000
BalanceIntangibleAssets,9117000,8885000,8807000,8771000,9275000,9244000,9387000,10610000,10541000,10442000,10237000,10143000,10031000,9821000,9767000,8021000,7999000,8004000,8050000,8007000,7996000,8074000,8055000,8206000,8180000,8952000,9020000,8970000,9051000,9000000,9370000,9311000,9256000,9231000,9157000,10149000,1881000,5751000,6403000,6521000,8366000,8798000,6325000,9015000,9000000,8461000,8401000,8428000,8241000,8696000
BalanceProperty,16265000,16722000,17109000,18106000,17836000,17925000,23309000,23635000,24426000,25587000,25277000,24996000,23898000,23529000,23192000,23633000,23600000,23815000,24752000,25225000,25547000,25159000,24972000,24733000,24275000,24260000,24457000,24221000,23543000,,,,,0,,,,95000,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,93000,85000,72000,880000,87000,112000,100000,91000,23000,23000,33000,59000,59000,59000,58000,58000,54000,41000,41000,44000,48000,47000,53000
BalanceNoncurrInvestments,26000,24000,24000,23000,23000,23000,23000,20000,20000,30000,30000,10000,10000,10000,10000,10000,10000,134000,151000,249000,348000,326000,804000,878000,898000,1453000,3311000,1099000,2138000,1883000,1412000,860000,822000,1266000,1797000,1958000,1863000,2088000,2082000,2039000,3279000,3171000,3178000,2972000,3535000,3532000,3692000,3100000,3557000,3980000
BalanceOtherNoncurrentAssets,3695000,3678000,5251000,4766000,3763000,3965000,4381000,5185000,5404000,6020000,6161000,3836000,4319000,10811000,15089000,33113000,27345000,94684000,104933000,92743000,94805000,104182000,90010000,96833000,101714000,89902000,80961000,93172000,86912000,96898000,108954000,91842000,83904000,110266000,87111000,93234000,98258000,112243000,90132000,80835000,81851000,123521000,100467000,102081000,114136000,161258000,99977000,84180000,86773000,127787000
BalanceCurrentAssets,87242000,85714000,108377000,135959000,84349000,103099000,2531000,2611000,1402000,1684000,1928000,1671000,2431000,5025000,2038000,4209000,3493000,1715000,2850000,2533000,3593000,5721000,5303000,4722000,6651000,5343000,3499000,4485000,7511000,6274000,5526000,4993000,5124000,5263000,5131000,5839000,7225000,7533000,4630000,5861000,7459000,7816000,3730000,4700000,5094000,6943000,6960000,8338000,8667000,7750000
BalanceInventory,10329000,23450000,15449000,21831000,33917000,20977000,25414000,43045000,18473000,26020000,32497000,21880000,28350000,38571000,25134000,44621000,50544000,33521000,38028000,60767000,31534000,41596000,40991000,58327000,45116000,49190000,46314000,67752000,57036000,65221000,59583000,96943000,39740000,39717000,40517000,85071000,43489000,54133000,52615000,84472000,35022000,53642000,51000,30000,49000,40000,29270000,30375000,3286000,3125000
BalanceCurrentReceivables,2726000,2668000,2711000,2808000,2640000,3005000,2945000,2963000,2954000,30000,6000,32000,8000,9000,1000,0,1000,2000,20000,68000,119000,58000,131000,21000,15000,4000,8000,0,,,94000,59000,3982000,6128000,38810000,37641000,63155000,58061000,54690000,62486000,60849000,54389000,54361000,41373000,37162000,37603000,24496000,32217000,25732000,11077000
BalanceCurrentInvestments,21948000,24811000,12771000,23855000,28635000,22454000,11636000,18295000,40173000,26691000,17548000,29326000,46401000,32428000,14919000,10682000,28035000,21211000,8861000,13860000,26719000,6657000,3871000,385000,2060000,4230000,4044000,2845000,1329000,2894000,3180000,1683000,2174000,3760000,10305000,8171000,5700000,10901000,15491000,19524000,21441000,25932000,29424000,24044000,26281000,31347000,27137000,19755000,17568000,14883000
BalanceCash,11959000,10397000,10901000,11968000,17636000,13153000,21927000,22070000,27758000,10947000,17842000,17626000,34951000,17808000,34332000,36919000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,13566000,21640000,40660000,35847000,106536000,117761000,111806000,114127000,124228000,109184000,115450000,120336000,108268000,100369000,121902000,116191000,126366000,139426000,121944000,113943000,146723000,123731000,128912000,134842000,149083000,126734000,116455000,116499000,158367000,136158000,137602000,149829000,200243000,139018000
BalanceAssetsForSale,122470000,124958000,166150000,126540000,124714000,147923000,175942000,121714000,141359000,6737000,9450000,13885000,15927000,83542000,89296000,90651000,82988000,90167000,90525000,88064000,94170000,93226000,81172000,84666000,83964000,79746000,87609000,87845000,78396000,84281000,83624000,78411000,80790000,86190000,83705000,76326000,76526000,80030000,78488000,75795000,81351000,95432000,92459000,78776000,80079000,82765000,79539000,73234000,77315000,74683000
BalanceTotalAssets,70252000,67913000,5706000,5706000,6000000,6000000,9700000,9700000,9700000,9700000,9700000,9791000,9791000,9774000,9848000,9848000,9848000,9959000,9959000,9959000,9959000,9959000,9959000,9959000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,9983000,-800000,-800000,,,
BalanceCapital,,0,,,-125000,-125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322000,418000,118000,283000,65696000,66125000,66420000,67456000,68081000,68187000,72169000
BalanceShareCapital,72618000,72704000,69760000,69992000,70025000,72741000,72782000,72782000,71868000,71868000,72170000,72681000,72681000,68671000,71095000,68974000,68974000,68974000,70047000,64056000,64056000,63931000,85449000,73070000,73355000,73338000,72777000,69285000,69286000,69182000,64698000,64589000,,,,,,,,,,,,,,,,0,0,0
BalanceOwnShares,,1920000,1949000,2100000,2332000,2220000,1971000,3068000,2942000,2576000,2426000,2840000,2274000,1658000,1763000,1900000,1749000,1734000,1855000,2945000,2609000,2204000,1483000,1748000,1386000,1416000,1448000,1767000,1476000,1242000,533000,1161000,1351000,1262000,1251000,1296000,1453000,1466000,1559000,1438000,1410000,1529000,1447000,1316000,4585000,4742000,4841000,1987000,1945000,1860000
BalanceReserve,2479000,2502000,3213000,4352000,3490000,4069000,2746000,2908000,2244000,2378000,5292000,2369000,3294000,3555000,3285000,3265000,3257000,3321000,3648000,5362000,5709000,3921000,3555000,436000,379000,584000,526000,463000,317000,428000,312000,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,0,0,20000,373000,431000,595000,271000,347000,347000,197000,233000,435000,931000,555000,1055000,297000,536000,141000,268000
BalanceNoncurrentLiabilities,3124000,330000,18000,319000,271000,345000,275000,324000,178000,817000,1294000,1029000,874000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,97000,782000,767000,736000,788000,979000,1025000,1154000,1559000,1438000,1386000,1529000,1447000,1296000,4212000,4311000,4246000,1716000,1598000,1513000,2282000,2269000,2778000,3421000,2935000,3014000,2449000,2372000,2103000,2110000,2168000,2039000,3276000,3236000,3014000,2920000,2982000
BalanceNoncurrentObligations,2997000,3470000,4545000,4415000,2892000,2681000,6296000,11029000,25424000,18658000,21743000,27169000,19702000,29673000,32502000,17221000,25976000,24637000,13595000,17881000,30731000,25536000,39679000,47498000,29934000,31716000,56895000,34663000,44712000,47274000,56563000,36686000,35725000,35302000,74193000,53543000,54781000,64254000,98572000,40395000,38205000,40131000,78380000,42294000,46416000,63798000,93783000,46065000,68649000,6195000
BalanceNoncurrentLeasing,10759000,23872000,16594000,20283000,23873000,17667000,27878000,17792000,10653000,12798000,15961000,7448000,11230000,15571000,15033000,21878000,27986000,15729000,21411000,31931000,18236000,26407000,27848000,31829000,17200000,16461000,17897000,37553000,25654000,31299000,43360000,63412000,23385000,19278000,22302000,43741000,15218000,23801000,43373000,58077000,23409000,35241000,,,,,,,,
BalanceNoncurrentOtherLiabilities,,,,15000,13000,5948000,674000,77000,136000,465000,218000,1489000,2666000,1097000,1116000,392000,1380000,2572000,4296000,3967000,4232000,4432000,5046000,3732000,2512000,3961000,4198000,1121000,448000,3640000,6013000,7345000,4868000,7381000,6350000,9707000,6212000,18869000,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88000,248000,1538000,2054000,1453000,1872000,1398000,1030000,12734000,5648000,6952000,7883000
BalanceCurrentBorrowings,5953000,6399000,14409000,9877000,15770000,15866000,12917000,9090000,22948000,13105000,13299000,13795000,20228000,14122000,12374000,11178000,30194000,23561000,19360000,13973000,32606000,16337000,15214000,11755000,25119000,19077000,15196000,13981000,25955000,16419000,14520000,13000,22000,14000,10000,7000,1424000,637000,765000,1961000,907000,278000,119000,117000,116000,286000,408000,542000,980000,191000
BalanceCurrentObligations,99000,1624000,1942000,2434000,1335000,539000,1132000,2458000,1181000,2714000,1816000,161000,2723000,1433000,225000,73000,61000,2175000,3131000,38000,94000,44000,25000,19000,13566000,21640000,0,40660000,35847000,106536000,0,117761000,111806000,114127000,0,124228000,109184000,115450000,0,120336000,108268000,100369000,0,121902000,116191000,126366000,0,139426000,121944000,113943000
BalanceCurrentLeasing,0,146723000,123731000,128912000,134842000,149083000,126734000,116455000,116499000,158367000,136158000,137602000,149829000,200243000,139018000,122470000,124958000,166150000,126540000,124714000,147923000,175942000,121714000,141359000,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-442000,523000,-1727000,4667000,6394000,365000,-1937000,2277000,5777000,-4796000,3498000,1891000,7098000,-1841000,2793000,-3075000,-93000,1254000,-3569000,5003000,2216000,-13860000,-4803000,17221000,-4834000,-1775000,3576000,18211000,3160000,-6151000,10852000,5107000,-6094000,-2072000,6048000,23914000,-10893000,-7215000,15490000,21003000,-11434000,-7294000,-5680000,16626000,-2745000,-10829000,6169000,14528000,-17866000,-16919000
CashflowAmortization,331000,311000,350000,437000,380000,439000,538000,508000,515000,772000,733000,503000,537000,635000,532000,554000,497000,510000,503000,689000,656000,834000,679000,712000,727000,759000,900000,894000,790000,746000,730000,768000,760000,738000,669000,687000,693000,703000,711000,782000,799000,828000,930000,865000,840000,860000,806000,846000,683000,808000
CashflowInvestingCashflow,-205000,-171000,-292000,-122000,-1416000,-32098000,-1311000,-607000,20131000,-200000,1313000,222000,898000,451000,32000,-617000,830000,-528000,-1266000,-4229000,-1635000,-420000,2529000,-1371000,-4000,-2472000,-7506000,-796000,-1165000,-1284000,-1874000,-363000,-501000,-497000,-33000,-430000,-1002000,-358000,-1078000,-2131000,-1364000,-797000,-910000,-264000,-850000,-409000,-120000,-4600000,-2579000,1931000
CashflowCapex,207000,300000,295000,126000,619000,1250000,1074000,932000,10689000,-9135000,437000,608000,52000,215000,562000,947000,302000,945000,1616000,2949000,2166000,930000,739000,1756000,506000,783000,590000,854000,1258000,1407000,1993000,479000,634000,163000,406000,541000,1198000,1044000,1168000,608000,404000,1940000,728000,401000,703000,445000,166000,4553000,2497000,-2151000
CashflowFinancingCashflow,408000,-387000,2272000,-875000,-2832000,64415000,461000,-52000,-394000,-98000,-10267000,-28000,-200000,-247000,-6070000,477000,-765000,-13714000,-134000,-16000,-140000,1173000,-5722000,-133000,-1647000,-10408000,-323000,-2291000,868000,-4605000,2106000,36000,414000,-8249000,644000,-1606000,-1587000,-1570000,-2634000,-1797000,-1175000,-9418000,2353000,991000,-3229000,-1112000,-1050000,2931000,383000,12202000
CashflowShareCapitalCash,,0,0,794000,64579000,0,131000,0,0,9000,91000,0,0,7000,0,74000,0,0,122000,0,0,0,0,0,0,,24000,0,690000,89000,0,,,1584000,,,,,,,,,,1302000,0,0,,0,0,
CashflowDividend,,9700000,0,,0,5864000,0,0,13693000,94000,0,8000,1000,6971000,0,0,9877000,476000,478000,132000,5961000,29000,0,327000,7549000,218000,0,102000,6105000,0,0,240000,12686000,0,0,180000,3593000,0,0,150000,0,-239000,-35000,253000,3670000,2146000,32682000,-2787000,1618000,25514000
CashflowNetCashflow,-5094000,-5456000,2085000,7796000,-1637000,-3245000,-3215000,-28000,-12988000,-4969000,758000,441000,-13107000,-7996000,15717000,-6485000,-14655000,-4253000,15124000,2863000,-12040000,11084000,4780000,-6181000,-10818000,6659000,21878000,-13482000,-9143000,11778000,17075000,-13973000,-17509000,-4237000,17353000,-6824000,-12350000,4999000,12859000,-20062000,-2786000,,,,,,,,,
