,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingIncome_qq,,-94.56,-530.80,365.07,272.63,103.99,-70.70,-19.14,31.13,-171.61,203.56,80.27,-237.60,122.54,167.58,-8.94,-326.81,419.63,-72.10,-155.85,-32.95,177.22,118.75,-51.14,-358.60,191.59,-21.40,-49.62,-140.18,752.33,59.41,-46.20
IncomeOtherOperatingIncome_sq,,152.80,-84.06,23.64,46.11,56.42,-68.14,123.41,28.87,3.42,-0.38,24.68,-6.60,41.40,-8.29,10.94,-17.12,108.81,-72.10,-8.88,0.69,113.58,-58.44,83.12,-34.11,-20.12,-16.42,19.34,-7.03,52.18,-30.94,-28.27
IncomeOtherOperatingCosts,2995000,8713000,3994000,2687000,4452000,10142000,3753000,5253000,3452000,11982000,7333000,4188000,7360000,11393000,2041000,4719000,8027000,17951000,3195000,5402000,2501000,13941000,3623000,4215000,4284000,20011000,3103000,4350000,3926000,13391000,3778000,5294000
IncomeOtherOperatingCosts_yy,,,,,48.67,16.40,-6.02,95.53,-22.47,18.14,95.36,-20.28,113.23,-4.91,-72.16,12.68,9.07,57.55,56.51,14.48,-68.85,-22.34,13.40,-21.97,71.29,43.54,-14.36,3.20,-8.35,-33.08,21.78,21.70
IncomeOtherOperatingCosts_sy,,,,,-54.98,16.52,-6.02,-51.53,89.47,18.14,95.36,-3.49,6.50,-31.42,-68.64,-22.27,-7.90,75.00,-17.77,-15.33,-64.04,4.36,35.94,191.18,131.00,-7.70,5.03,-4.74,3.49,-18.32,-8.66,8.98
IncomeOtherOperatingCosts_qq,,190.95,-54.16,-32.73,65.72,127.80,-62.99,39.95,-34.29,247.12,-38.80,-42.89,75.74,54.80,-82.09,131.19,70.11,123.63,-82.20,69.10,-53.71,457.44,-74.01,16.36,1.62,367.14,-84.50,40.21,-9.75,241.07,-71.78,40.11
IncomeOtherOperatingCosts_sq,,91.64,-81.36,-32.73,,140.30,-80.02,1.15,17.72,78.55,-36.82,-22.09,-8.03,61.42,-82.09,131.19,-11.21,311.19,-90.93,81.78,-27.68,633.61,-74.01,42.46,-58.78,374.23,-78.88,24.58,1.92,110.69,-71.78,41.21
IncomeEBIT,27713000,20727000,27200000,23264000,22446000,25745000,35977000,33377000,22879000,4941000,46409000,39852000,7276000,27108000,45060000,21494000,10835000,8105000,36869000,21329000,4479000,14799000,33690000,15020000,21652000,29529000,46315000,26531000,21620000,26188000,36133000,23085000
IncomeEBIT_yy,,,,,-19.01,24.21,32.27,43.47,1.93,-80.81,29.00,19.40,-68.20,448.59,-2.91,-46.06,48.91,-70.10,-18.18,-0.77,-58.66,82.60,-8.62,-29.58,383.38,99.53,37.48,76.64,-0.15,-11.31,-21.98,-12.99
IncomeEBIT_sy,,,,,31.39,-78.31,-24.52,34.75,1.93,32.26,25.81,17.68,84.30,75.48,2.35,0.14,-25.32,41.54,-37.61,-1.60,-15.24,-114.34,16.49,-54.15,-71.66,8.65,-40.24,17.48,8.92,46.69,47.24,-10.84
IncomeEBIT_qq,,-25.21,31.23,-14.47,-3.52,14.70,39.75,-7.23,-31.45,-78.40,839.17,-14.13,-81.74,272.58,66.22,-52.30,-49.59,-25.20,354.91,-42.15,-79.00,230.38,127.65,-55.42,44.16,36.38,56.85,-42.72,-18.51,21.13,37.98,-36.11
IncomeEBIT_sq,,-95.10,65.62,-24.91,45.38,0.88,88.76,-14.54,2.96,-27.50,67.82,19.27,1.34,22.46,58.58,-0.60,-14.14,-8.90,-18.09,33.33,-11.85,-130.91,54.92,-39.94,21.84,-52.34,63.65,22.17,-9.22,90.61,28.21,-39.60
IncomeFinanceIncome,4467000,6316000,3102000,4401000,3239000,4304000,2521000,2127000,7848000,2036000,3969000,6705000,3628000,-36000,2395000,2936000,2679000,3561000,3167000,20504000,1584000,-10849000,2841000,4510000,3051000,5282000,2600000,9640000,2135000,3698000,1741000,4079000
IncomeFinanceIncome_yy,,,,,-27.49,-31.85,-18.70,-51.68,142.31,-52.70,57.39,215.29,-53.77,-101.77,-39.65,-56.21,-26.15,9978.29,32.24,598.36,-40.87,-404.66,-10.29,-78.01,92.61,148.68,-8.50,113.77,-30.03,-29.98,-33.05,-57.69
IncomeFinanceIncome_sy,,,,,-17.33,16.92,69.47,32.89,25.40,-46.78,-40.09,50.00,-88.57,-6.71,34.94,-77.48,14.87,407.95,-13.42,200.00,-85.42,-13.06,-10.29,129.09,7.71,18.19,-27.63,-6.63,146.48,-29.98,12.33,100.00
IncomeFinanceIncome_qq,,41.40,-50.89,41.89,-26.41,32.90,-41.42,-15.66,269.05,-74.06,94.92,68.95,-45.89,-100.99,6744.20,22.58,-8.74,32.91,-11.05,547.33,-92.27,-784.83,126.19,58.70,-32.34,73.09,-50.77,270.79,-77.85,73.21,-52.93,134.31
IncomeFinanceIncome_sq,,8.23,-60.66,-20.20,68.43,-15.92,-41.42,-33.69,136.67,-74.06,107.50,37.00,9.52,57.10,96.49,-62.24,105.88,18.81,3.00,-64.53,-46.99,131.12,147.44,100.00,-79.85,99.41,67.12,47.88,-15.31,34.54,-13.33,80.59
IncomeFinanceCosts,5086000,16545000,5007000,5122000,4357000,2500000,8979000,5266000,2648000,3138000,4381000,16431000,7938000,19791000,15051000,6351000,5090000,11263000,13351000,3069000,8181000,21894000,8601000,7168000,6312000,6218000,5243000,8761000,8663000,2591000,4562000,3813000
IncomeFinanceCosts_yy,,,,,-14.33,-84.89,79.33,2.80,-39.23,25.50,-51.21,212.01,199.74,530.77,243.58,-61.35,-35.88,-43.09,-11.29,-51.68,60.74,94.39,-35.58,133.59,-22.84,-71.60,-39.04,22.22,37.25,-58.33,-13.00,-56.47
IncomeFinanceCosts_sy,,,,,-16.87,-23.57,-11.49,50.20,60.00,-12.11,-20.90,144.18,5.08,7.58,-14.37,-39.78,-12.50,35.20,31.10,14.53,-29.69,-27.58,-5.77,153.54,-42.47,-2.07,-24.22,6.88,126.10,13.33,-39.95,-5.83
IncomeFinanceCosts_qq,,225.29,-69.74,2.30,-14.94,-42.63,259.18,-41.35,-49.71,18.48,39.62,275.07,-51.69,149.33,-23.95,-57.81,-19.86,121.29,18.54,-77.01,166.58,167.62,-60.72,-16.66,-11.94,-1.49,-15.68,67.09,-1.12,-70.09,76.05,-16.40
IncomeFinanceCosts_sq,,-19.26,-52.98,-16.99,-0.78,-6.53,-35.81,-1.94,-23.65,44.70,-33.96,60.48,-38.58,27.57,-24.86,16.67,35.12,46.36,-23.99,-43.98,0.89,167.62,-2.36,-3.02,-66.10,141.52,-13.33,5.72,-10.87,41.46,-36.06,24.51
IncomeOtherIncome,,,,,,,,,,-77000,271000,-387000,-554000,-6949000,-279000,-366000,258000,3398000,-121000,1400000,-314000,11977000,-1111000,25729000,3609000,23447000,727000,2176000,-1038000,-2339000,-37000,-613000
IncomeOtherIncome_yy,,,,,,,,,,,,,,-8884.72,-203.00,5.53,146.63,148.89,56.60,482.68,-221.64,252.53,-816.08,1737.33,1248.55,95.76,165.46,-91.54,-128.75,-109.98,-105.03,-128.18
IncomeOtherIncome_sy,,,,,,,,,,,,,,100.00,100.00,-47.24,-100.00,8.96,78.30,313.74,-60.82,176.27,50.00,-100.00,159.13,49.44,42.65,-51.22,-126.27,-109.98,-12.46,-50.80
IncomeOtherIncome_qq,,,,,,,,,,,450.73,-242.80,-43.03,-1154.22,95.98,-30.97,170.59,1215.23,-103.57,1254.83,-122.44,3911.68,-109.27,2416.19,-85.97,549.66,-96.90,199.28,-147.69,-125.45,98.44,-1576.51
IncomeOtherIncome_sq,,,,,,,,,,,-6914.28,30.76,-53.72,-100.00,-2.01,-30.97,117.20,637.32,-2.98,90.31,-100.00,1219.96,75.08,-49.48,52.26,-102.36,43.47,56.37,-0.23,-477.17,90.56,-50.68
IncomeNetGrossProfit,27093000,10497000,25295000,22543000,21327000,27549000,29519000,30237000,28078000,3763000,46268000,29738000,2412000,333000,32124000,17714000,8683000,3801000,26564000,40164000,-2431000,-5966000,26820000,38090000,22001000,52040000,44399000,29586000,14054000,24956000,33276000,22737000
IncomeNetGrossProfit_yy,,,,,-21.28,162.44,16.70,34.13,31.66,-86.34,56.74,-1.65,-91.41,-91.15,-30.57,-40.44,259.93,1041.63,-17.31,126.74,-128.00,-256.97,0.96,-5.16,1004.83,972.29,65.55,-22.33,-36.12,-52.04,-25.05,-23.15
IncomeNetGrossProfit_sy,,,,,36.28,-100.88,2.83,11.83,-38.70,21.25,1.78,47.89,19.01,42.50,-2.77,12.04,-30.30,42.68,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeNetGrossProfit_qq,,-61.26,140.97,-10.88,-5.39,29.17,7.15,2.43,-7.14,-86.60,1129.70,-35.73,-91.89,-86.20,9549.28,-44.86,-50.98,-56.23,598.94,51.20,-106.05,-145.36,549.55,42.02,-42.24,136.54,-14.68,-33.36,-52.50,77.57,33.34,-31.67
IncomeNetGrossProfit_sq,,-68.04,59.88,-3.56,56.96,-45.94,53.04,-16.74,-7.14,-72.11,60.01,0.56,-1.24,-43.19,93.94,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeExtraordinarProfit,,,,,,,,,,,-807000,1333000,966000,1894000,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,100.00,-100.00,-100.00,-100.00,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,265.05,-27.52,96.07,-100.00,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,265.05,-27.52,96.07,-100.00,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,27093000,10497000,25295000,22543000,21327000,27549000,29519000,30237000,28078000,3763000,45460000,31071000,3378000,2227000,32124000,17714000,8683000,3801000,26564000,40164000,-2431000,-5966000,26820000,38090000,22001000,52040000,44399000,29586000,14054000,24956000,33276000,22737000
IncomeBeforeTaxProfit_yy,,,,,-21.28,162.44,16.70,34.13,31.66,-86.34,54.00,2.76,-87.97,-40.82,-29.34,-42.99,157.02,70.70,-17.31,126.74,-128.00,-256.97,0.96,-5.16,1004.83,972.29,65.55,-22.33,-36.12,-52.04,-25.05,-23.15
IncomeBeforeTaxProfit_sy,,,,,36.28,-100.88,2.83,11.83,-38.70,21.25,1.78,47.89,19.01,42.50,-2.77,12.04,-30.30,31.21,-48.81,20.01,-4.36,-247.47,15.66,-58.03,-59.63,21.20,-45.98,-0.89,4.69,60.12,65.32,10.00
IncomeBeforeTaxProfit_qq,,-61.26,140.97,-10.88,-5.39,29.17,7.15,2.43,-7.14,-86.60,1108.24,-31.65,-89.13,-34.09,1342.80,-44.86,-50.98,-56.23,598.94,51.20,-106.05,-145.36,549.55,42.02,-42.24,136.54,-14.68,-33.36,-52.50,77.57,33.34,-31.67
IncomeBeforeTaxProfit_sq,,-68.04,59.88,-3.56,56.96,-45.94,53.04,-16.74,-7.14,-72.11,60.01,0.56,-1.24,-25.74,93.94,-6.83,-11.12,-12.66,-10.97,43.50,-24.49,-145.36,72.27,-45.08,6.22,-50.31,44.93,39.11,-21.62,77.57,29.47,-48.90
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,23560000,9420000,22275000,21458000,17220000,25553000,25802000,29017000,27353000,-1020000,39749000,26615000,4551000,72000,27579000,14278000,7658000,1935000,21354000,39013000,-8686000,-3918000,22618000,35952000,14992000,49420000,39234000,25519000,9339000,24610000,29379000,19635000
IncomeNetProfit_yy,,,,,-26.91,171.26,15.83,35.23,58.84,-103.99,54.06,-8.28,-83.36,107.07,-30.62,-46.36,68.27,2584.19,-22.57,173.24,-213.42,-302.44,5.92,-7.85,272.60,1361.47,73.46,-29.02,-37.70,-50.20,-25.12,-23.06
IncomeNetProfit_sy,,,,,52.70,-110.92,-7.45,10.19,-38.70,27.28,6.02,17.72,18.38,67.09,-23.96,19.86,-26.36,34.47,-58.60,-3.82,-10.79,-154.17,5.92,-81.54,-50.70,40.56,-34.21,31.99,3.74,42.67,56.61,18.97
IncomeNetProfit_qq,,-60.02,136.47,-3.67,-19.75,48.39,0.97,12.46,-5.74,-103.73,3996.72,-33.04,-82.90,-98.42,38152.96,-48.23,-46.36,-74.73,1003.46,82.69,-122.26,54.90,677.34,58.95,-58.30,229.65,-20.61,-34.96,-63.40,163.51,19.38,-33.17
IncomeNetProfit_sq,,-68.46,48.13,-6.90,97.38,-47.95,54.58,-12.78,-5.74,-84.49,59.13,-7.56,-38.50,-39.13,76.80,5.25,-19.22,-31.42,36.31,57.80,-23.04,-69.81,67.80,-45.04,35.42,-20.66,44.72,2.59,-17.31,123.85,20.16,-50.09
IncomeShareholderNetProfit,21709000,11337000,21779000,22559000,17482000,20255000,24114000,28882000,23979000,-1658000,37763000,24740000,4268000,-3064000,26805000,11837000,4300000,70000,19320000,37878000,-6599000,-5545000,22789000,35891000,11736000,43001000,36684000,25731000,8284000,15630000,26475000,18810000
IncomeShareholderNetProfit_yy,,,,,-19.47,78.65,10.72,28.03,37.17,-108.18,56.60,-14.34,-82.20,-84.85,-29.02,-52.15,0.73,102.28,-27.92,219.99,-253.47,-8051.67,17.95,-5.25,277.84,875.45,60.97,-28.31,-29.41,-63.65,-27.83,-26.90
IncomeShareholderNetProfit_sy,,,,,64.95,-110.03,-10.00,28.03,-44.71,27.31,6.03,-14.34,19.56,52.23,-31.44,19.86,-26.35,34.47,-57.94,-3.82,-10.79,-154.17,-3.30,-84.89,-50.38,35.95,-33.12,12.77,8.40,42.67,54.86,18.90
IncomeShareholderNetProfit_qq,,-47.78,92.10,3.58,-22.51,15.86,19.06,19.77,-16.98,-106.91,2378.15,-34.48,-82.75,-171.78,974.80,-55.84,-63.68,-98.38,27604.08,96.06,-117.42,15.97,510.95,57.50,-67.30,266.41,-14.69,-29.86,-67.81,88.67,69.38,-28.95
IncomeShareholderNetProfit_sq,,-62.34,25.98,-4.14,39.42,-73.84,54.58,-12.79,-16.98,-62.37,67.04,1.34,-40.34,-39.13,76.80,5.25,-19.22,-31.42,36.22,57.80,-28.08,-62.74,67.58,-45.04,34.62,-20.66,46.36,2.59,-18.81,88.67,23.27,-47.98
BalanceNoncurrentAssets,,535487000,,568538000,,664234000,641644000,700343000,,741536000,821258000,802420000,781355000,815527000,819151000,823949000,828194000,851099000,826027000,843831000,866641000,874793000,848089000,867442000,846960000,942305000,900297000,897156000,963959000,998844000,1002873000,1036723000
BalanceNoncurrentAssets_yy,,,,,,24.04,,23.18,,11.64,27.99,14.58,,9.98,-0.26,2.68,5.99,4.36,0.84,2.41,4.64,2.78,2.67,2.80,-2.27,7.72,6.16,3.43,13.81,6.00,11.39,15.56
BalanceNoncurrentAssets_sy,,,,,,33.28,,23.18,,0.69,27.99,12.20,,8.34,4.22,2.93,6.13,10.60,4.88,5.30,4.64,2.78,13.54,21.57,23.24,7.40,1.11,-2.82,0.44,2.83,3.18,0.62
BalanceNoncurrentAssets_qq,,,-100.00,,-100.00,,-3.40,9.15,-100.00,,10.75,-2.29,-2.63,4.37,0.44,0.59,0.52,2.77,-2.95,2.16,2.70,0.94,-3.05,2.28,-2.36,11.26,-4.46,-0.35,7.45,3.62,0.40,3.38
BalanceNoncurrentAssets_sq,,,-2.00,,2.32,,0.97,5.30,-2.43,,1.35,3.65,-0.69,-0.26,2.39,0.88,1.63,2.52,-0.58,2.28,3.91,4.62,1.82,3.72,0.68,0.81,-0.10,0.82,0.67,0.33,0.56,-0.18
BalanceIntangibleAssets,,49320000,,52424000,,63185000,61202000,62438000,,55142000,61381000,62250000,63021000,60110000,57426000,55623000,56067000,52713000,55976000,57678000,63160000,77355000,77154000,79536000,77650000,100623000,95819000,102991000,160181000,184675000,182520000,187324000
BalanceIntangibleAssets_yy,,,,,,28.11,,19.10,,-12.73,0.29,-0.30,,9.01,-6.44,-10.65,-11.03,-12.31,-2.52,3.69,12.65,46.75,37.83,37.90,22.94,30.08,24.19,29.49,106.29,83.53,90.48,81.88
BalanceIntangibleAssets_sy,,,,,,28.11,,18.88,,-5.00,4.32,-0.22,,0.67,-0.76,-4.71,0.30,17.53,3.26,4.94,8.56,33.76,53.11,30.11,22.94,2.63,1.46,-1.86,-1.48,-2.28,-1.05,-0.57
BalanceIntangibleAssets_qq,,,-100.00,,-100.00,,-3.14,2.02,-100.00,,11.32,1.42,1.24,-4.62,-4.47,-3.14,0.80,-5.98,6.19,3.04,9.50,22.47,-0.26,3.09,-2.37,29.59,-4.77,7.49,55.53,15.29,-1.17,2.63
BalanceIntangibleAssets_sq,,,-1.56,,-53.70,,-3.14,3.74,-2.50,,0.25,1.70,-1.01,-2.12,-0.05,-0.14,2.02,8.90,0.64,0.77,4.22,13.10,1.31,3.09,-0.28,1.93,-0.17,0.06,0.50,-0.17,-0.14,0.73
BalanceProperty,,436105000,,464062000,,548525000,529463000,578005000,,625384000,677736000,692912000,672829000,672737000,671058000,663737000,665515000,674805000,638084000,662473000,662764000,709378000,704433000,717192000,694807000,748006000,707162000,703725000,708869000,698279000,700882000,724746000
BalanceProperty_yy,,,,,,25.78,,24.55,,14.01,28.00,19.88,,7.57,-0.99,-4.21,-1.09,0.31,-4.91,-0.19,-0.41,5.12,10.40,8.26,4.83,5.45,0.39,-1.88,2.02,-6.65,-0.89,2.99
BalanceProperty_sy,,,,,,18.86,,18.06,,5.10,6.18,7.17,,7.88,6.44,4.76,8.29,8.80,-4.91,-0.28,-1.90,5.12,10.40,8.71,16.30,10.67,1.42,-3.62,-0.53,-5.60,-0.84,1.67
BalanceProperty_qq,,,-100.00,,-100.00,,-3.48,9.17,-100.00,,8.37,2.24,-2.90,-0.01,-0.25,-1.09,0.27,1.40,-5.44,3.82,0.04,7.03,-0.70,1.81,-3.12,7.66,-5.46,-0.49,0.73,-1.49,0.37,3.40
BalanceProperty_sq,,,-15.27,,-48.85,,0.72,5.82,-4.15,,2.60,2.24,-0.32,0.32,1.19,3.73,0.97,0.97,-2.55,2.64,-0.89,7.74,-0.78,1.41,-1.33,3.73,-0.72,-0.46,0.47,-0.80,-0.34,-0.86
BalanceNoncurrentReceivables,,6470000,,6676000,,1646000,1566000,1619000,,3052000,1250000,,,1035000,1467000,2840000,1059000,769000,730000,699000,7219000,7726000,7505000,9103000,8759000,9385000,8784000,8858000,8632000,10413000,10345000,12031000
BalanceNoncurrentReceivables_yy,,,,,,-74.55,,-75.75,,85.38,-20.21,-100.00,,-66.09,17.44,,,-25.66,-50.27,-75.39,581.70,904.35,928.61,1202.07,21.34,21.46,17.03,-2.69,-1.45,10.96,17.78,35.82
BalanceNoncurrentReceivables_sy,,,,,,0.74,,-46.55,,4.41,2.24,1.47,,-19.70,-3.00,,,6.13,14.17,11.84,18.13,11.10,7.74,66.73,7.36,3.64,,-1.34,-1.45,1.11,6.94,-0.56
BalanceNoncurrentReceivables_qq,,,-100.00,,-100.00,,-4.87,3.37,-100.00,,-59.06,-100.00,,,41.80,93.56,-62.72,-27.35,-5.15,-4.19,932.55,7.03,-2.86,21.29,-3.77,7.14,-6.40,0.85,-2.55,20.64,-0.65,16.29
BalanceNoncurrentReceivables_sq,,,-1.50,,-100.00,,,4.13,-7.60,,2.57,,,,0.77,,,-3.23,-2.32,-0.61,2.00,-2.58,,5.92,-1.54,-4.16,,7.26,-0.50,0.56,,1.55
BalanceNoncurrInvestments,,42375000,,44376000,,45103000,43077000,49714000,,52655000,74425000,39566000,36241000,75227000,80142000,93295000,95998000,114424000,123462000,113438000,125033000,72237000,49056000,52266000,57492000,77954000,82837000,75607000,80225000,102614000,105965000,109167000
BalanceNoncurrInvestments_yy,,,,,,6.44,,12.03,,16.74,72.77,-20.41,,42.87,7.68,135.79,164.89,52.11,54.05,21.59,30.25,-36.87,-60.27,-53.93,-54.02,7.91,68.86,44.66,39.54,31.63,27.92,44.39
BalanceNoncurrInvestments_sy,,,,,,-30.14,,-55.98,,-12.92,10.96,-20.41,,23.46,-14.46,-4.04,38.73,,26.45,17.24,15.60,-31.04,-60.27,,-27.08,3.96,16.39,,,2.72,27.92,17.19
BalanceNoncurrInvestments_qq,,,-100.00,,-100.00,,-4.49,15.41,-100.00,,41.35,-46.84,-8.40,107.57,6.53,16.41,2.90,19.19,7.90,-8.12,10.22,-42.23,-32.09,6.54,10.00,35.59,6.26,-8.73,6.11,27.91,3.27,3.02
BalanceNoncurrInvestments_sq,,,,,-100.00,,-52.24,-95.87,-100.00,,28.91,-46.84,-5.40,-12.35,4.60,1.57,3.80,3.93,7.58,-1.41,9.10,-15.58,2.63,,10.00,5.10,,-0.22,,,3.27,1.10
BalanceOtherNoncurrentAssets,,1217000,,1001000,,5774000,6337000,8567000,,5303000,6465000,7692000,9263000,6419000,9058000,8453000,9556000,8388000,7775000,9543000,8465000,8097000,9941000,9345000,8252000,6338000,5696000,5975000,6052000,2862000,3161000,3454000
BalanceOtherNoncurrentAssets_yy,,,,,,374.50,,755.97,,-8.16,2.03,-10.22,,21.04,40.10,9.89,3.16,30.68,-14.16,12.90,-11.42,-3.47,27.85,-2.08,-2.51,-21.72,-42.70,-36.06,-26.66,-54.84,-44.51,-42.19
