,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit,620000,472000,277000,125000,123000,312000,567000,423000,1061000,1037000,1161000,1856000,1672000,1938000,1492000,1625000,1961000,1803000,2194000,2289000,2236000,2867000,2274000,1570000,2629000,4220000,4414000,4644000,4928000,4446000,4645000,6217000,6755000,4196000,7406000,3147000,4459000,6906000
IncomeGrossProfit_yy,,,,,-80.23,-33.87,104.66,239.53,765.47,232.29,104.80,338.85,57.57,86.88,28.54,-12.43,17.29,-6.97,47.04,40.86,14.05,59.02,3.61,-31.44,17.57,47.17,94.15,195.88,87.45,5.36,5.23,33.87,37.07,-5.62,59.44,-49.38,-33.99,64.59
IncomeGrossProfit_sy,,,,,6.46,23.35,39.94,32.72,20.88,39.07,104.80,12.85,33.20,-26.39,4.27,45.34,11.95,70.90,34.56,15.12,15.43,20.12,18.11,27.29,11.32,21.78,28.36,-25.10,-12.94,2.34,-14.32,2.82,28.16,8.05,2.93,3.81,-2.81,15.05
IncomeGrossProfit_qq,,-23.87,-41.31,-55.04,-1.58,154.65,81.61,-25.40,150.87,-2.23,11.93,59.85,-9.93,15.95,-23.01,8.89,20.65,-8.03,21.70,4.32,-2.31,28.23,-20.71,-30.96,67.50,60.52,4.60,5.21,6.12,-9.78,4.48,33.84,8.65,-37.88,76.50,-57.51,41.69,54.88
IncomeGrossProfit_sq,,-23.87,26.67,157.41,-68.84,22.64,21.40,79.91,-72.99,13.99,-2.00,59.85,-27.45,15.95,-1.79,65.63,-50.02,7.86,18.00,46.73,-33.54,11.04,12.78,65.02,-51.67,-5.87,15.60,5.30,-22.62,9.32,-4.74,32.41,-32.68,13.17,-13.58,38.96,-47.69,39.56
IncomeOtherOperatingIncome,3000,0,3000,-461000,-56000,56000,0,84000,-119000,1000,-17000,289000,2000,46000,-87000,-48000,-39000,2000,19000,-24000,4000,3000,-133000,123000,27000,175000,20000,38000,7000,80000,8000,149000,19000,18000,90000,66000,67000,18000
IncomeOtherOperatingIncome_yy,,,,,-1954.33,,-88.67,118.13,-114.43,-98.94,-5094.12,245.31,101.30,7772.88,-412.84,-116.69,-2612.26,-96.25,121.83,50.48,109.65,53.56,-798.01,615.38,618.85,6449.40,115.07,-69.10,-74.07,-54.29,-60.00,292.11,171.43,-77.50,1025.00,-55.70,252.63,
IncomeOtherOperatingIncome_sy,,,,,-9.28,,-7.60,60.71,35.15,16.23,15.52,59.39,34.16,23.74,-8.06,9.15,26.12,10.87,26.25,12.35,-17.50,44.00,4.52,-0.49,-6.57,,-5.03,-6.15,-11.84,20.87,2.33,-12.80,-2.31,-18.17,7.99,-34.97,,
IncomeOtherOperatingIncome_qq,,-100.00,,-15472.67,87.94,200.00,-99.39,24488.24,-242.69,100.49,-2977.97,1800.12,-99.46,2896.77,-287.47,44.66,19.19,104.47,992.64,-225.52,115.74,-28.86,-5066.50,192.67,-78.05,548.15,-88.57,90.00,-81.58,1042.86,-90.00,1762.50,-87.25,-5.26,400.00,-26.67,1.52,-73.13
IncomeOtherOperatingIncome_sq,,28.36,,-0.53,-12.45,49.78,-19.51,35.30,-35.32,-3.10,5.11,29.51,-37.29,15.25,-29.62,54.69,-16.20,-44.26,16.91,30.69,1.84,8.82,-12.22,29.76,-42.02,-5.74,10.44,34.45,-28.28,62.35,-23.30,12.26,-7.44,30.69,-19.69,-22.45,16.16,-9.20
IncomeOtherOperatingCosts,3000,96000,3000,-95000,4000,0,0,38000,3000,0,0,206000,4000,75000,-44000,9000,0,0,15000,3000,0,0,23000,9000,207000,9000,17000,59000,101000,38000,146000,304000,76000,10000,4000,170000,26000,1000
IncomeOtherOperatingCosts_yy,,,,,30.33,-99.69,-99.33,139.84,-36.06,-100.00,-50.00,445.40,68.00,,-439300.00,-95.56,-94.76,-99.51,133.40,-62.01,-74.55,-99.46,58.03,158.18,369542.87,449900.00,-26.66,555.92,-51.21,322.22,758.82,415.25,-24.75,-73.68,-97.26,-44.08,-65.79,-90.00
IncomeOtherOperatingCosts_sy,,,,,-6.68,6.62,20.84,80.30,-4.84,5.37,-39.48,-21.23,30.56,,-1.79,-12.82,11.92,-30.95,-8.70,-32.01,-2.28,7.32,27.32,9.10,20.97,17.40,-30.72,-12.43,,-6.70,49.90,22.18,4.72,35.71,19.35,-27.62,-2.04,-21.89
IncomeOtherOperatingCosts_qq,,3100.00,-96.88,-3267.67,104.11,-92.33,-93.33,189200.00,-93.40,-100.00,,2064800.00,-97.97,1680.95,-158.72,120.88,-97.60,68.18,3864.32,-76.25,-98.39,-96.43,1158900.00,-61.19,2201.28,-95.65,88.89,247.06,71.19,-62.38,284.21,108.22,-75.00,-86.84,-60.00,4150.00,-84.71,-96.15
IncomeOtherOperatingCosts_sq,,157.18,-53.21,221.95,-71.95,96.37,-59.62,441.50,-88.30,81.76,,200.00,-74.94,63.80,-38.05,155.00,-72.71,8.71,-7.69,214.75,-57.79,20.72,-19.70,199.48,-63.87,-6.48,-28.34,245.71,-63.25,41.26,-31.58,206.08,-74.35,40.00,-23.03,94.26,-57.84,78.46
IncomeEBIT,620000,376000,277000,-242000,63000,367000,567000,469000,939000,1038000,1144000,1938000,1669000,1910000,1449000,1568000,1922000,1805000,2199000,2262000,2240000,2870000,2118000,1684000,2449000,4386000,4417000,4623000,4834000,4488000,4507000,6062000,6698000,4204000,7492000,3043000,4500000,6923000
IncomeEBIT_yy,,,,,-89.83,-2.27,104.78,293.97,1389.69,182.42,101.69,313.56,77.72,84.04,26.68,-19.11,15.13,-5.52,51.71,44.27,16.57,59.05,-3.69,-25.57,9.34,52.82,108.58,174.60,97.39,2.33,2.04,31.13,38.56,-6.33,66.23,-49.80,-32.82,64.68
IncomeEBIT_sy,,,,,-6.24,24.94,48.48,17.30,41.97,101.26,103.24,17.42,2.47,0.22,-20.72,8.23,35.59,60.44,47.09,8.92,14.68,16.73,22.00,28.04,7.53,19.42,22.78,-15.44,5.02,15.12,-4.38,-3.12,26.09,27.58,1.98,2.50,1.27,41.53
IncomeEBIT_qq,,-39.35,-26.33,-187.22,126.09,482.93,54.36,-17.38,100.39,10.51,10.23,69.41,-13.88,14.44,-24.12,8.18,22.56,-6.09,21.84,2.87,-0.97,28.13,-26.21,-20.50,45.47,79.09,0.71,4.66,4.56,-7.16,0.42,34.50,10.49,-37.23,78.21,-59.38,47.88,53.84
IncomeEBIT_sq,,-23.05,0.02,137.45,-46.46,15.31,38.16,55.14,-25.10,-3.02,-5.06,43.46,-40.42,-0.17,4.20,47.01,-39.22,-7.98,21.84,25.15,-29.98,4.60,23.94,35.18,-42.43,-0.04,23.58,4.92,-4.16,7.55,0.48,25.15,-15.40,21.03,-13.40,3.75,-37.32,21.82
IncomeFinanceIncome,124000,-18000,30000,97000,70000,169000,-83000,-32000,34000,32000,233000,-258000,38000,51000,25000,311000,75000,33000,13000,471000,8000,289000,113000,201000,1088000,-340000,-73000,122000,716000,-691000,623000,-290000,2257000,462000,-665000,1421000,109000,-1000
IncomeFinanceIncome_yy,,,,,-43.81,1036.72,-375.23,-132.49,-50.87,-80.96,382.04,-719.45,11.04,58.85,-89.48,220.56,97.87,-35.99,-48.35,51.45,-89.70,784.26,795.80,-57.45,13938.71,-217.80,-164.37,-39.18,-34.19,-103.24,953.42,-337.70,215.22,166.86,-206.74,590.00,-95.17,-100.22
IncomeFinanceIncome_sy,,,,,-12.10,37.82,0.19,-11.56,14.58,-3.33,14.81,20.28,31.43,7.09,-17.70,9.89,-22.46,,-49.82,4.12,-15.08,-30.60,90.70,-11.76,45.12,-38.40,-23.58,-15.97,-21.94,59.77,-54.55,20.88,16.13,-35.29,94.58,-4.93,-4.17,177.48
IncomeFinanceIncome_qq,,-114.52,266.67,223.30,-28.17,142.01,-148.97,61.84,208.63,-6.22,625.48,-210.88,114.72,34.15,-51.93,1170.13,-75.84,-56.60,-61.22,3624.35,-98.36,3624.14,-60.71,76.89,442.38,-131.25,78.53,267.12,486.89,-196.51,190.16,-146.55,878.28,-79.53,-243.94,313.68,-92.33,-100.92
IncomeFinanceIncome_sq,,-23.76,0.16,5.41,36.48,1.34,-17.71,-30.98,92.93,-12.43,20.37,-2.16,6.98,-9.68,-5.88,9.04,-24.45,-0.76,-47.06,109.67,2.68,-16.67,12.45,36.38,29.83,-60.91,39.28,42.86,31.56,-0.21,-48.05,129.76,-26.76,-30.21,6.71,32.90,-7.14,148.57
IncomeFinanceCosts,296000,13000,7000,0,1000,3000,0,0,0,0,1000,39000,175000,-114000,94000,-133000,5000,350000,-341000,4000,3000,3000,3000,3000,3000,4000,3000,4000,5000,681000,-672000,301000,3000,4000,7000,6000,19000,1901000
IncomeFinanceCosts_yy,,,,,-99.69,-76.31,-100.00,41.67,-100.00,-89.61,,11402.94,,-35878.12,16457.89,-441.27,-97.20,405.84,-461.56,102.77,-31.14,-99.11,100.77,-20.34,-11.45,28.87,14.42,35.64,66.67,16925.00,-22500.00,7425.00,-40.00,-99.41,101.04,-98.01,533.33,47425.00
IncomeFinanceCosts_sy,,,,,-56.04,58.41,26.78,82.08,-1.10,-48.31,,36.41,,-12.68,-13.04,-26.83,-30.21,-20.28,-47.06,-12.85,-21.21,-8.18,99.09,122.27,19.20,3.73,-11.29,-49.88,36.65,42.76,-8.54,56.26,35.22,112.44,57.18,37.18,-47.16,-46.09
IncomeFinanceCosts_qq,,-95.61,-46.15,-96.57,283.33,234.78,-100.00,,-100.00,,78.12,6761.40,348.71,-165.24,182.44,-241.42,103.69,7017.07,-197.45,101.08,-8.48,-8.38,-15.53,12.47,1.73,33.33,-25.00,33.33,25.00,13520.00,-198.68,144.79,-99.00,33.33,75.00,-14.29,216.67,9905.26
IncomeFinanceCosts_sq,,-64.18,60.46,9.34,15.66,41.26,-35.59,,-12.50,,12.26,-5.80,-3.94,-15.28,-5.64,-14.67,-2.78,6.14,-31.66,36.69,-7.16,-8.98,11.41,19.51,1.73,-5.68,8.10,12.48,33.96,-13.30,-15.25,36.33,5.10,5.12,-46.47,72.44,-43.62,-22.92
IncomeOtherIncome,,,,,,,,,,57000,0,,,,,-109000,,,141000,,105000,,,-693000,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,-100.00,,,,,,100.00,,,-100.00,,-100.00,,,100.00,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,88.70,,,,,,-100.00,,,-100.00,,-100.00,,,-78.36,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,-100.00,,,,,,100.00,,,-100.00,,-100.00,,,100.00,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,-58.66,,,,,,4.52,,,-100.00,,17.87,,,60.04,,,,,,,,,,,,,
IncomeNetGrossProfit,448000,345000,300000,-145000,132000,533000,485000,437000,973000,1127000,1376000,1584000,1532000,2075000,1379000,1904000,1992000,1487000,2694000,2588000,2349000,3051000,2228000,1188000,3534000,4042000,4341000,4741000,5545000,3116000,5802000,5471000,8952000,4662000,6820000,4458000,4590000,5021000
IncomeNetGrossProfit_yy,,,,,-70.58,54.50,61.55,401.54,638.55,111.38,183.98,262.57,57.35,84.21,0.22,20.20,30.05,-28.35,95.30,35.97,17.93,105.16,-17.28,-54.10,50.45,32.49,94.80,299.12,56.90,-22.91,33.66,15.40,61.44,49.61,17.55,-18.52,-48.73,7.70
IncomeNetGrossProfit_sy,,,,,13.77,40.28,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,22.86,17.76,78.01,39.82,18.22,16.46,4.34,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeNetGrossProfit_qq,,-22.99,-13.04,-148.28,190.98,304.44,-9.07,-9.88,122.84,15.76,22.16,15.06,-3.29,35.52,-33.54,38.00,4.64,-25.34,81.16,-3.92,-9.25,29.88,-26.96,-46.69,197.51,14.37,7.40,9.21,16.96,-43.81,86.20,-5.70,63.63,-47.92,46.29,-34.63,2.96,9.39
IncomeNetGrossProfit_sq,,1.68,0.30,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.60,-17.98,-9.29,8.43,45.14,-30.74,-23.33,21.92,39.58,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeExtraordinarProfit,,,,,0,0,0,,6000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,448000,345000,300000,-145000,132000,533000,485000,437000,979000,1127000,1376000,1578000,1532000,2075000,1379000,1904000,1992000,1487000,2694000,2588000,2349000,3051000,2228000,1188000,3534000,4042000,4341000,4741000,5545000,3116000,5802000,5471000,8952000,4662000,6820000,4458000,4590000,5021000
IncomeBeforeTaxProfit_yy,,,,,-70.58,54.50,61.55,401.54,642.92,111.38,183.98,261.25,56.42,84.21,0.22,20.64,30.05,-28.35,95.30,35.97,17.93,105.16,-17.28,-54.10,50.45,32.49,94.80,299.12,56.90,-22.91,33.66,15.40,61.44,49.61,17.55,-18.52,-48.73,7.70
IncomeBeforeTaxProfit_sy,,,,,13.77,40.28,61.55,8.32,39.56,71.42,21.91,43.80,2.38,-24.61,-23.14,23.08,17.76,78.01,39.82,18.22,16.46,8.12,21.00,15.44,9.79,18.10,16.63,-4.18,1.37,0.84,6.96,-13.61,31.70,4.94,-3.26,-7.63,7.52,34.74
IncomeBeforeTaxProfit_qq,,-22.99,-13.04,-148.28,190.98,304.44,-9.07,-9.88,124.16,15.07,22.16,14.64,-2.94,35.52,-33.54,38.00,4.64,-25.34,81.16,-3.92,-9.25,29.88,-26.96,-46.69,197.51,14.37,7.40,9.21,16.96,-43.81,86.20,-5.70,63.63,-47.92,46.29,-34.63,2.96,9.39
IncomeBeforeTaxProfit_sq,,1.68,0.30,129.98,-43.64,7.86,22.05,21.09,-3.16,-9.34,5.40,10.39,-17.98,-9.29,8.43,45.14,-30.74,-23.33,24.44,33.55,-34.68,-4.84,30.34,31.06,-14.52,-14.08,14.54,16.59,-28.16,19.60,7.06,5.44,-22.32,5.62,-1.76,-5.42,-31.58,28.38
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,386000,258000,241000,-120000,131000,443000,363000,331000,767000,919000,1061000,1326000,1220000,1681000,1099000,1637000,1637000,1192000,2100000,2090000,1985000,2445000,1794000,881000,2767000,3281000,3465000,3809000,4465000,2480000,4691000,4420000,7226000,3811000,5470000,3590000,4042000,4041000
IncomeNetProfit_yy,,,,,-66.18,71.64,50.77,376.92,487.49,107.50,192.07,300.36,59.06,82.98,3.58,23.43,34.23,-29.08,91.05,27.71,21.21,105.06,-14.58,-57.84,39.43,34.18,93.15,332.17,61.37,-24.41,35.38,16.04,61.84,53.67,16.61,-18.78,-44.06,6.04
IncomeNetProfit_sy,,,,,19.74,24.55,57.03,27.66,30.82,102.73,28.04,34.70,4.78,-36.36,-20.16,15.23,-9.90,110.32,45.07,4.06,18.29,17.52,17.00,8.94,6.69,14.40,26.46,18.74,-9.72,2.76,17.60,-16.72,39.28,2.95,-0.30,2.89,9.83,24.08
IncomeNetProfit_qq,,-33.16,-6.59,-149.63,209.13,239.25,-17.95,-8.84,131.52,19.82,15.50,24.95,-8.02,37.84,-34.62,48.89,0.03,-27.17,76.12,-0.47,-5.06,23.21,-26.63,-50.87,213.94,18.58,5.61,9.93,17.22,-44.46,89.15,-5.78,63.48,-47.26,43.53,-34.37,12.59,-0.02
IncomeNetProfit_sq,,-10.03,0.32,103.95,-43.06,-18.75,15.40,42.53,-22.02,-8.79,2.30,10.65,-15.15,-7.86,2.90,48.89,-39.85,-16.88,14.77,33.02,-32.88,0.38,30.54,24.62,-14.02,-13.22,15.20,19.31,-27.37,15.92,18.56,3.57,-17.83,-10.45,-6.12,0.24,-9.83,29.85
IncomeShareholderNetProfit,385000,257000,242000,-118000,131000,443000,363000,331000,767000,919000,1061000,1326000,1220000,1682000,1098000,1637000,1637000,1192000,2100000,2090000,1985000,2445000,1794000,881000,2767000,3281000,3465000,3809000,4465000,2480000,4691000,4420000,7226000,3811000,5470000,3590000,4042000,4041000
IncomeShareholderNetProfit_yy,,,,,-66.10,72.30,50.14,380.00,487.49,107.50,192.07,300.43,59.06,83.09,3.49,23.44,34.23,-29.12,91.22,27.70,21.21,105.06,-14.58,-57.84,39.43,34.18,93.15,332.17,61.37,-24.41,35.38,16.04,61.84,53.67,16.61,-18.78,-44.06,6.04
IncomeShareholderNetProfit_sy,,,,,27.25,22.73,64.33,32.90,22.37,102.75,14.56,26.33,16.05,-31.98,-23.10,10.83,-5.68,114.86,45.07,4.06,19.06,15.46,22.26,9.16,6.69,14.40,26.46,20.43,-14.83,-7.72,13.26,-22.66,39.28,3.32,1.23,2.89,8.02,28.08
IncomeShareholderNetProfit_qq,,-33.25,-5.84,-148.87,210.37,239.25,-17.95,-8.86,131.56,19.82,15.50,24.95,-8.02,37.92,-34.71,49.05,0.02,-27.17,76.12,-0.47,-5.06,23.21,-26.63,-50.87,213.94,18.58,5.61,9.93,17.22,-44.46,89.15,-5.78,63.48,-47.26,43.53,-34.37,12.59,-0.02
IncomeShareholderNetProfit_sq,,-12.37,0.90,48.19,-41.46,6.87,15.40,41.87,-22.00,-7.12,-3.69,13.63,-8.40,-13.34,2.30,49.05,-42.21,-16.88,10.39,30.16,-31.18,-3.97,31.23,28.52,-15.18,-13.66,15.43,21.18,-27.37,20.18,6.16,3.57,-11.06,-10.45,-2.33,0.24,-6.33,29.03
BalanceNoncurrentAssets,250000,422000,405000,416000,430000,403000,395000,401000,632000,632000,615000,665000,625000,562000,661000,1147000,1113000,1202000,1052000,1056000,1156000,1163000,1148000,1598000,1348000,1285000,1330000,1893000,2052000,2137000,2574000,2777000,2994000,3225000,3648000,4211000,4853000,5261000
BalanceNoncurrentAssets_yy,,,,,72.00,-4.51,-2.59,-3.58,47.09,56.96,55.92,65.63,-1.18,-11.14,7.45,72.44,78.03,113.83,59.12,-7.92,3.86,-3.21,9.14,51.36,16.65,10.51,15.83,18.44,52.23,66.25,93.58,46.70,45.91,50.91,41.72,51.64,62.09,63.13
BalanceNoncurrentAssets_sy,,,,,0.18,3.92,4.05,10.78,17.78,11.30,16.78,7.25,3.66,2.74,8.12,2.49,1.58,2.35,3.46,3.18,6.30,0.34,6.03,7.71,4.60,6.50,6.73,7.42,8.06,6.56,5.88,4.79,7.16,3.72,2.52,3.77,3.72,1.52
BalanceNoncurrentAssets_qq,,68.80,-4.03,2.81,3.27,-6.29,-2.09,1.77,57.54,,-2.74,8.11,-6.02,-10.08,17.61,73.50,-2.97,8.00,-12.48,0.40,9.44,0.66,-1.32,39.23,-15.66,-4.64,3.44,42.37,8.40,4.14,20.45,7.89,7.81,7.72,13.12,15.43,15.25,8.41
BalanceNoncurrentAssets_sq,,-1.82,-100.00,1.69,-0.14,0.49,-100.00,1.77,0.28,,-100.00,2.25,0.01,-0.37,-0.22,0.24,-0.62,1.18,-0.06,0.36,1.44,0.56,1.22,1.19,-0.30,1.67,1.16,1.82,-0.24,1.35,0.48,2.20,0.31,-0.61,0.25,2.70,0.26,1.03
BalanceIntangibleAssets,20000,19000,19000,14000,20000,17000,18000,32000,213000,200000,208000,199000,200000,182000,164000,148000,168000,207000,178000,153000,192000,167000,141000,152000,105000,162000,174000,184000,259000,218000,236000,233000,183000,137000,98000,125000,152000,190000
BalanceIntangibleAssets_yy,,,,,,-9.63,-7.47,129.58,965.50,1066.22,1082.08,525.39,-6.15,-9.11,-20.90,-25.86,-15.78,13.50,8.42,3.87,13.84,-19.39,-20.73,-1.08,-45.24,-2.42,22.95,21.39,146.67,34.16,35.87,26.63,-29.34,-37.16,-58.47,-46.35,-16.94,38.69
BalanceIntangibleAssets_sy,,,,,,2.06,16.08,9.10,8.92,11.59,46.04,4.80,6.37,2.28,-17.62,0.24,0.20,0.04,-0.28,0.78,1.04,-1.83,-0.13,2.14,4.74,3.87,3.13,4.82,2.59,3.92,4.58,3.62,-0.06,6.73,6.44,5.18,-0.12,-0.06
BalanceIntangibleAssets_qq,,-5.00,,-27.05,44.30,-14.15,2.39,81.00,569.70,-6.03,3.78,-4.24,0.50,-9.00,-9.69,-10.25,14.18,22.63,-13.73,-14.02,25.14,-13.16,-15.16,7.30,-30.73,54.75,6.90,5.93,40.76,-15.83,8.26,-1.27,-21.46,-25.14,-28.47,27.55,21.60,25.00
BalanceIntangibleAssets_sq,,-2.62,,31.30,-1.28,-0.33,-100.00,8.94,-1.13,0.22,-100.00,-3.54,-0.93,-0.23,-1.82,-0.22,-1.51,-0.02,-0.55,-0.20,-0.16,-0.05,0.03,1.00,-0.12,0.14,-0.12,0.13,-0.51,-0.12,-0.24,1.42,-0.20,-0.05,-0.18,1.13,0.04,-0.23
BalanceProperty,230000,362000,289000,240000,214000,202000,211000,208000,251000,288000,276000,314000,282000,246000,363000,689000,662000,630000,626000,656000,702000,768000,756000,1009000,945000,930000,939000,1355000,1375000,1401000,1913000,2004000,2003000,2247000,2654000,3093000,3641000,3521000
BalanceProperty_yy,,,,,-6.96,-44.07,-26.95,-13.27,17.39,42.48,30.93,50.71,12.26,-14.72,31.32,119.52,134.68,155.93,72.43,-4.77,6.11,22.00,20.81,53.76,34.57,21.05,24.23,34.25,45.50,50.68,103.64,47.90,45.67,60.39,38.73,54.34,81.78,56.70
BalanceProperty_sy,,,,,-4.30,-2.83,0.06,0.33,3.60,4.08,20.04,4.66,10.57,3.65,16.78,2.33,-1.50,0.66,-0.26,3.59,6.39,3.39,7.66,1.70,-0.17,10.79,6.54,7.53,8.49,2.55,1.34,0.21,0.96,-2.66,-0.12,0.53,-1.37,-1.10
BalanceProperty_qq,,57.39,-20.17,-16.88,-10.92,-5.40,4.28,-1.31,20.57,14.82,-4.17,13.60,-10.19,-12.77,47.55,89.89,-3.99,-4.87,-0.59,4.88,6.98,9.37,-1.55,33.48,-6.37,-1.61,1.03,44.24,1.48,1.89,36.55,4.76,-0.05,12.18,18.11,16.54,17.72,-3.30
BalanceProperty_sq,,-2.10,-100.00,0.10,-1.28,-0.94,-100.00,2.58,-1.04,0.27,-100.00,11.72,-0.50,-0.47,-1.34,-0.90,-0.54,-0.58,-0.13,0.66,1.70,-0.57,1.29,0.20,-1.50,1.82,0.42,2.12,-0.20,0.20,-0.16,,-0.77,-0.56,-0.83,-0.39,-0.24,-1.23
