,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3029000,3029000,1181000,1517000,1517000,1517000,336000,336000,336000,336000,336000,336000,336000,336000,336000,336000,,,,111857000
BalanceAssetsForSale,109938000,100510000,132892000,141477000,167681000,446820000,440941000,410516000,405902000,464740000,490233000,574345000,643341000,682289000,649575000,632800000,640681000,605019000,554329000,547634000,569746000,586939000,538647000,566917000,597149000,602970000,578241000,625330000,636787000,605579000,558919000,587191000,610745000,598515000,658034000,680029000,698854000,741107000,767517000,857197000,813555000,29812000,32717000,34696000,51537000,54889000
BalanceTotalAssets,59398000,248899000,246686000,242899000,245408000,250067000,260152000,270860000,281613000,288335000,296595000,298310000,287232000,279467000,281062000,278085000,280344000,285204000,281654000,283516000,288770000,293345000,301361000,307899000,300308000,302795000,315583000,320892000,330768000,338843000,350048000,329640000,334309000,344139000,360390000,371762000,366535000,3000000,3000000,3000000,3230000,3230000,3230000,5897000,5897000,5897000
BalanceCapital,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,5897000,,,,,,,,-11028000,-13869000,-13869000,-13869000,-13869000,-13869000
BalanceShareCapital,-13869000,-13869000,-13869000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,-13893000,13255000,21450000,21450000,35254000,34900000,47956000,212657000,212869000,227489000,227700000,227700000,228715000,227700000,227700000,279608000,279608000
BalanceOwnShares,279608000,294420000,294420000,294398000,294398000,290174000,290174000,290177000,290177000,297113000,297113000,297091000,297126000,310071000,310071000,310117000,310117000,320681000,320681000,320615000,320615000,361969000,361969000,361921000,361921000,393412000,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,,,,,,,,,,,,,,,,,,,,,,,,1516000,1533000,1501000,746000,587000,515000,18178000,16975000,15581000,14677000,13399000,12361000,11267000,11166000,11201000,11400000,11596000,11745000,12986000,13588000
BalanceNonshareCapital,13688000,13825000,13861000,14077000,14092000,14245000,14322000,14614000,14833000,14821000,14794000,19707000,18146000,17739000,17828000,19225000,18211000,17885000,18119000,30659000,28375000,27166000,1403000,1403000,1403000,566000,494000,435000,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,8368000,7149000,5880000,3504000,2291000,1155000,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,11570000,10720000,9576000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,113000,130000,98000,180000,93000,80000,9810000,9826000,9701000,11173000,11108000,11206000,11267000,11166000,11201000,11400000,11596000,11745000,12986000,13588000,13688000,13825000,13861000,14077000,14092000,14245000,14322000,14614000,14833000,14821000,14794000,19707000,18146000
BalanceNoncurrentLeasing,17739000,17828000,19225000,18211000,17885000,18119000,19089000,17655000,17590000,80529000,75688000,64314000,80609000,86001000,107768000,179743000,177280000,152036000,145817000,201274000,217720000,292218000,350562000,382753000,341580000,322894000,341704000,312566000,259679000,255861000,275577000,287874000,242916000,269309000,294134000,295303000,262266000,302598000,321658000,287990000,223629000,248153000,262238000,241844000,288761000,332178000
BalanceNoncurrentOtherLiabilities,346660000,378849000,376468000,457060000,419854000,80283000,75119000,63820000,80210000,85738000,106960000,95868000,69663000,59329000,83595000,117112000,127731000,110564000,143541000,187427000,149586000,131964000,152553000,104906000,87649000,110499000,114312000,138249000,79663000,110786000,124153000,134770000,95985000,130723000,129513000,125450000,88367000,125063000,127221000,146367000,162845000,148834000,179330000,210245000,187124000,210744000
BalanceCurrentLiabilities,214358000,,,,,,,,71025000,82967000,80308000,53432000,58332000,58338000,148695000,178206000,160780000,136833000,146479000,140986000,162597000,147101000,120784000,137081000,125329000,133019000,118175000,120108000,107197000,121750000,123282000,137849000,117979000,123952000,111930000,116985000,80034000,110221000,131253000,150219000,147880000,165604000,216461000,169904000,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246000,569000
BalanceCurrentObligations,494000,399000,263000,808000,12850000,24650000,12399000,8790000,25830000,31651000,32959000,28815000,34546000,55161000,44451000,48165000,45063000,24929000,24578000,24184000,24296000,30234000,40348000,49873000,53336000,44531000,48593000,54296000,44561000,11310000,11160000,18032000,15443000,15695000,52091000,17111000,20724000,23740000,29855000,35592000,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111857000,109938000,100511000,132892000,141477000,167681000
BalanceCurrentOtherLiabilities,0,446820000,440941000,410516000,0,405902000,464740000,490233000,0,574345000,643341000,682289000,0,649575000,632800000,640681000,605019000,554329000,547634000,569746000,586939000,538647000,566917000,597149000,602970000,578241000,625330000,636787000,605579000,558919000,587191000,610745000,598515000,658034000,680029000,698854000,741107000,767517000,857197000,813555000,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,2151000,-5200000,14024000,2546000,-18803000,2305000,20978000,27387000,-23384000,6781000,28715000,16531000,17571000,9204000,-21646000,-67988000,-22546000,22722000,28820000,24446000,-5815000,22405000,-13557000,18073000,27466000,-14744000,12093000,-4554000,15921000,-430000,14494000,-5816000,11744000,-10541000,22946000,18498000,18060000,-1560000,50540000,-36562000,-16949000,-5052000,5110000,-27917000,-43512000,60564000
CashflowAmortization,518000,516000,622000,597000,630000,741000,565000,959000,992000,1242000,1453000,598000,1227000,1308000,1322000,1263000,1302000,1316000,1339000,1407000,1533000,1691000,1834000,1601000,1680000,1703000,1798000,1607000,1727000,1760000,1774000,1717000,1795000,1783000,1780000,1625000,1802000,1879000,1865000,1806000,1848000,1892000,2030000,2117000,2169000,2217000
CashflowInvestingCashflow,-575000,-4224000,-1412000,-7744000,-1025000,-2782000,-6317000,-2563000,-739000,-674000,-11096000,-2148000,-21638000,-5566000,433000,2062000,-3176000,-2939000,-13970000,-9687000,-2397000,-8342000,996000,1249000,-73000,2380000,-78000,-878000,-204000,2075000,255000,-10000,-2181000,-2269000,-1048000,-3864000,-530000,323000,-3290000,-2287000,-3812000,-10390000,-3012000,370000,-2126000,-12075000
CashflowCapex,576000,4235000,1608000,4551000,1082000,2815000,6360000,1904000,841000,485000,1792000,2369000,2643000,5584000,644000,250000,1467000,1798000,13967000,12149000,2646000,6676000,702000,417000,127000,184000,224000,1392000,204000,544000,622000,1003000,3273000,3577000,1795000,5098000,1353000,803000,4307000,3308000,5049000,11604000,4349000,1238000,3161000,13038000
CashflowFinancingCashflow,-1450000,9626000,-12830000,20565000,4102000,451000,-7343000,-13778000,6653000,-5181000,-19009000,-13301000,3475000,-3377000,20856000,65286000,27002000,-19972000,-15939000,-13346000,7023000,-8373000,7343000,-18611000,-28271000,14342000,-13551000,5819000,-16422000,450000,-14485000,13027000,137000,5331000,-21550000,-23522000,-14782000,-3978000,-37890000,29057000,19541000,17836000,-3629000,27665000,47837000,-49494000
CashflowShareCapitalCash,,,,14179000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,0,,,,10914000,0,,,,,,,,,8185000,0,0,,8185000,0,0,,,,,,126000,202000,-218000,15367000
CashflowNetCashflow,-15726000,-26000,7318000,11046000,-17470000,926000,-1390000,1082000,-592000,261000,-357000,-640000,1280000,-189000,-1089000,1413000,-1189000,5690000,-5218000,711000,-878000,1978000,-1536000,387000,-705000,2095000,264000,7201000,9700000,-7479000,348000,-8888000,2748000,-5215000,9360000,-9792000,-1220000,2394000,-1531000,118000,2199000,-1005000,,,,
