,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceShareCapital,,,,,,,,,,,,-1360000,-4920000,-4920000,,,,-1936000,-2887000,-1766000,-1252000,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,,,96585000,,,,,,,,,,,,,,,,
BalanceReserve,,,,,,25004000,24893000,18956000,,108082000,54481000,39565000,47440000,51052000,80915000,90571000,112466000,95842000,88344000,122706000,121037000,180726000,187437000,219835000,236698000,260746000,289192000,239470000,269420000,334545000
BalanceNonshareCapital,309497000,301338000,330481000,328922000,305541000,326455000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,50844000,47280000,27910000,24209000,39369000,55941000,67468000,110710000,90601000,83026000,115852000,115725000,80140000,183608000,215936000,230426000,92164000,108000000,107073000,128063000,146579000,139857000,145708000
BalanceNoncurrentTradeLiabilities,180591000,147101000,113275000,125024000,,,,,,,,,,,,,,,,55738000,,,104708000,111447000,85010000,88755000,123490000,118633000,108858000,99142000
BalanceNoncurrentBorrowings,132518000,142507000,142667000,,,,,,,,,,,,,,,,40561000,,,38750000,38347000,39246000,37801000,38292000,36176000,35712000,35866000,34180000
BalanceNoncurrentObligations,33936000,34676000,,57238000,7201000,11655000,23231000,11683000,24974000,23103000,1756000,5241000,5318000,6854000,5312000,4287000,3829000,3899000,6272000,25124000,31398000,8141000,14801000,26184000,14831000,11060000,14882000,15123000,15823000,24088000
BalanceNoncurrentLeasing,,11376000,100079000,32413000,42010000,44276000,37604000,55619000,70102000,60875000,37042000,56837000,48941000,45073000,48513000,84630000,43423000,33956000,44149000,115919000,125432000,118349000,148613000,157412000,147234000,208513000,269760000,242132000,,8625000
BalanceNoncurrentOtherLiabilities,18008000,15987000,12708000,18298000,28376000,45394000,21744000,34883000,24305000,28845000,21157000,20055000,22481000,35106000,26939000,18984000,26574000,41677000,36325000,45135000,55087000,54519000,59914000,57119000,66832000,60813000,,2006000,81476000,15434000
BalanceCurrentLiabilities,28943000,25071000,8005000,9684000,15024000,10685000,10714000,19662000,13220000,3132000,15978000,25735000,9492000,3877000,2113000,995000,984000,2596000,6297000,7481000,11207000,42340000,35094000,19120000,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,10257000,,,678000,4177000,30789000,24296000,24293000,29359000,10799000,542000,683000,1651000,677000,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,1751000,,,1804000,1823000,1904000,1871000,1933000,1859000,1878000,1928000,1885000,1910000,1988000,,745000,595000,992000,359000,907000,1223000,541000
BalanceCurrentObligations,33334000,15307000,2023000,8330000,14564000,9878000,10054000,23789000,6992000,8613000,9462000,40554000,61956000,44392000,56011000,82735000,73643000,106486000,164273000,159534000,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,0,398570000,0,380871000,366380000,392595000,0,389858000,410848000,444643000
BalanceCurrentOtherLiabilities,479381000,472675000,442808000,493584000,483049000,549224000,560679000,627695000,605773000,632140000,672447000,686690000,741729000,807571000,817866000,817241000,845248000,920871000,922546000,940757000,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-3258000,-674000,-1463000,10415000,1367000,-11733000,8124000,-3284000,-1745000,-279000,351000,12341000,-2600000,-8286000,-20972000,-24448000,-2166000,467000,2514000,33182000,-24122000,-23395000,11101000,420000,4353000,-28755000,48490000,23229000,28009000,45924000
CashflowAmortization,30000,29000,31000,26000,29000,46000,43000,98000,63000,52000,37000,42000,34000,48000,39000,94000,99000,96000,89000,115000,115000,139000,150000,148000,150000,151000,138000,174000,180000,163000
CashflowInvestingCashflow,47000,904000,-273000,-15664000,-1000000,-5221000,95000,-5085000,-3694000,-5370000,-927000,-11187000,-2790000,-5151000,-10587000,-22513000,-7701000,-12757000,-8750000,-18979000,-5849000,1667000,-12306000,2297000,-966000,9947000,-91000,426000,-252000,-6142000
CashflowCapex,23000,87000,337000,-228000,43000,24000,33000,-39000,4000,8000,441000,-245000,86000,83000,1041000,251000,18000,32000,14000,238000,35000,118000,10000,411000,570000,61000,694000,101000,86000,6175000
CashflowFinancingCashflow,-1413000,5277000,-496000,1619000,6889000,18487000,-5801000,3556000,14677000,14329000,27922000,-5578000,-9125000,39738000,-8422000,58963000,8131000,36986000,-5838000,-1252000,20711000,11471000,6632000,53601000,-3062000,-25702000,4213000,-1194000,-57209000,-11968000
CashflowShareCapitalCash,,,,,,,,0,,,,16088000,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,8117000,0,,,11446000,7095000,0,-4624000,5507000,-2232000
CashflowNetCashflow,-3630000,7256000,1533000,2418000,-4813000,9238000,8680000,27346000,-4424000,-14515000,26301000,-39981000,12002000,-1736000,24696000,-12074000,12951000,-9260000,-10257000,5427000,56318000,325000,-44510000,52612000,22461000,-29452000,27814000,,,
