,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
IncomeOtherIncome_sy,,,,,8.66,107.80,100.00,4.21,86.94,-156.34,-70.91,82.54,-97.82,106.06,-169.94,-70.15,379.68,-58.87,-333.66,-50.83,-100.00,-176.24,42.10,-48.74,-100.00,96.90,100.00,100.00,,,,,,,,,,,207.69
IncomeOtherIncome_qq,,-2883.70,-379.91,121.95,-93.22,-95.36,-473.02,4281.70,-17.14,-132.21,131.45,11209.58,-99.62,-10.17,-128.62,79281.32,-75.55,-112.74,74.97,184.16,11004.86,-115.06,151.56,-126.15,100.00,,,,,,,,,,,48.08,100.00,,662.96
IncomeOtherIncome_sq,,-48.47,-147.57,100.00,100.00,-97.68,-18.24,-100.00,-1.24,-118.17,132.06,-74.39,-99.81,-15.82,-109.10,73.27,78.85,-105.78,20.46,-29.64,-100.00,-26.57,-10.51,98.27,-81.55,,,,,,,,,,,48.08,100.00,,-61.82
IncomeNetGrossProfit,-7864000,-20060000,-95044000,-100519000,-2376000,22684000,-165000,19541000,10616000,-8332000,5455000,29131000,-146000,7013000,2127000,989000,-18888000,-9143000,-7114000,-29580000,3032000,-15837000,-2629000,-4833000,-10486000,841000,10296000,2953000,2591000,15361000,-1646000,-3450000,-1285000,3999000,6000000,-11854000,-14106000,-28850000,-2181000
IncomeNetGrossProfit_yy,,,,,69.79,213.08,99.83,119.44,546.80,-136.73,3406.06,49.08,-101.38,184.17,-61.01,-96.60,-12836.99,-230.37,-434.46,-3090.90,116.05,-73.21,63.04,83.66,-445.84,105.31,491.63,161.10,124.71,1726.52,-115.99,-216.83,-149.59,-73.97,464.52,-243.59,-997.74,-821.43,-136.35
IncomeNetGrossProfit_sy,,,,,14.96,32.56,23.63,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72
IncomeNetGrossProfit_qq,,-155.09,-373.80,-5.76,97.64,1054.71,-100.73,11943.03,-45.67,-178.49,165.47,434.02,-100.50,4903.42,-69.67,-53.50,-2009.81,51.59,22.19,-315.80,110.25,-622.33,83.40,-83.83,-116.97,108.02,1124.26,-71.32,-12.26,492.86,-110.72,-109.60,62.75,411.21,50.04,-297.57,-19.00,-104.52,92.44
IncomeNetGrossProfit_sq,,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-7864000,-20060000,-95044000,-100519000,-2376000,22684000,-165000,19541000,10616000,-8332000,5455000,29131000,-146000,7013000,2127000,989000,-18888000,-9143000,-7114000,-29580000,3032000,-15837000,-2629000,-4833000,-10486000,841000,10296000,2953000,2591000,15361000,-1646000,-3450000,-1285000,3999000,6000000,-11854000,-14106000,-28850000,-2181000
IncomeBeforeTaxProfit_yy,,,,,69.79,213.08,99.83,119.44,546.80,-136.73,3406.06,49.08,-101.38,184.17,-61.01,-96.60,-12836.99,-230.37,-434.46,-3090.90,116.05,-73.21,63.04,83.66,-445.84,105.31,491.63,161.10,124.71,1726.52,-115.99,-216.83,-149.59,-73.97,464.52,-243.59,-997.74,-821.43,-136.35
IncomeBeforeTaxProfit_sy,,,,,14.96,32.56,13.77,13.16,72.42,-14.98,117.65,91.85,49.18,99.21,-6.90,-7.96,52.16,-2.18,8.50,21.25,-43.27,-4.45,34.39,64.17,30.33,10.80,24.68,-27.60,1.63,-4.34,-80.25,1.44,-1.14,-6.66,32.59,-10.24,3.35,-16.49,20.72
IncomeBeforeTaxProfit_qq,,-155.09,-373.80,-5.76,97.64,1054.71,-100.73,11943.03,-45.67,-178.49,165.47,434.02,-100.50,4903.42,-69.67,-53.50,-2009.81,51.59,22.19,-315.80,110.25,-622.33,83.40,-83.83,-116.97,108.02,1124.26,-71.32,-12.26,492.86,-110.72,-109.60,62.75,411.21,50.04,-297.57,-19.00,-104.52,92.44
IncomeBeforeTaxProfit_sq,,1.85,4.52,1.84,46.26,-6.84,-31.88,7.36,39.56,-10.31,75.68,-10.86,-15.16,9.19,-10.55,-10.30,99.31,-27.30,20.15,-1.27,-9.76,13.64,-9.61,23.89,0.31,20.78,2.28,-10.95,47.08,-14.64,-4.24,18.52,50.10,-15.32,24.53,-12.73,26.34,-9.76,35.62
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-8123000,-20072000,-95142000,-102078000,-2671000,23370000,-990000,20345000,10383000,23194000,3790000,16937000,-215000,1128000,1844000,-5991000,-11451000,-9815000,-7973000,-29531000,4238000,-15027000,-2119000,-4902000,-10045000,141000,11681000,4022000,3566000,15150000,914000,-3693000,-1810000,8734000,4178000,-10070000,-6778000,-28505000,-1601000
IncomeNetProfit_yy,,,,,67.12,216.43,98.96,119.93,488.73,-0.75,482.83,-16.75,-102.07,-95.14,-51.35,-135.37,-5226.05,-970.12,-532.38,-392.92,137.01,-53.10,73.42,83.40,-337.02,100.94,651.25,182.05,135.50,10644.68,-92.18,-191.82,-150.76,-42.35,357.11,-172.68,-274.48,-426.37,-138.32
IncomeNetProfit_sy,,,,,33.63,30.81,13.09,10.25,114.04,-16.14,105.18,83.10,43.30,97.57,-9.42,-4.32,50.41,7.31,21.73,24.98,-14.44,-4.48,31.66,62.93,15.94,1.87,17.67,7.68,2.23,5.94,-26.35,10.96,20.35,-8.78,3.93,-36.92,-9.10,-23.13,22.84
IncomeNetProfit_qq,,-147.10,-374.00,-7.29,97.38,974.95,-104.24,2155.05,-48.97,123.38,-83.66,346.89,-101.27,624.65,63.48,-424.89,-91.14,14.29,18.77,-270.39,114.35,-454.58,85.90,-131.34,-104.92,101.40,8184.40,-65.57,-11.34,324.85,-93.97,-504.05,50.99,582.54,-52.16,-341.02,32.69,-320.55,94.38
IncomeNetProfit_sq,,11.38,1.82,6.07,35.75,5.98,-36.22,-5.67,52.28,-10.16,43.89,-15.71,-15.74,9.19,-7.46,-22.31,99.32,-43.51,20.68,1.96,1.36,9.02,-9.17,12.65,0.18,23.59,-2.69,-7.84,-3.31,-14.16,0.68,17.52,44.67,-27.03,16.94,-10.61,38.34,-6.81,28.09
IncomeShareholderNetProfit,-7992000,-20147000,-95105000,-98184000,-2617000,22110000,-2341000,19601000,9345000,26099000,3170000,11595000,1429000,3742000,2029000,-4445000,-14334000,-8628000,-6629000,-29606000,5637000,-15149000,691000,-2655000,-9458000,568000,11608000,3874000,3460000,15165000,795000,-3680000,-1789000,8734000,4178000,-10070000,-6778000,-28505000,-1601000
IncomeShareholderNetProfit_yy,,,,,67.25,209.74,97.54,119.96,457.09,18.04,235.41,-40.84,-84.71,-85.66,-35.99,-138.34,-1103.08,-330.57,-426.71,-566.05,139.33,-75.58,110.42,91.03,-267.78,103.75,1579.88,245.91,136.58,2569.89,-93.15,-194.99,-151.71,-42.41,425.53,-173.64,-278.87,-426.37,-138.32
IncomeShareholderNetProfit_sy,,,,,33.63,30.81,13.06,10.25,114.04,-13.64,100.51,82.62,33.88,102.83,-5.05,-6.86,54.82,-3.33,21.73,24.98,-22.78,19.89,33.28,47.32,26.81,1.86,17.67,5.97,2.23,-1.16,-38.63,10.58,18.42,-9.68,3.91,-36.92,-9.10,-16.76,38.37
IncomeShareholderNetProfit_qq,,-152.09,-372.06,-3.24,97.33,944.86,-110.59,937.29,-52.32,179.28,-87.85,265.77,-87.68,161.86,-45.78,-319.07,-222.47,39.81,23.17,-346.61,119.04,-368.74,104.56,-484.23,-256.23,106.01,1943.66,-66.63,-10.69,338.29,-94.76,-562.89,51.39,588.21,-52.16,-341.02,32.69,-320.55,94.38
IncomeShareholderNetProfit_sq,,10.48,1.82,6.07,30.54,5.98,-36.22,-5.67,52.28,-10.16,44.14,-15.71,-15.74,8.96,-14.65,-27.88,54.41,-55.94,22.50,-1.34,1.36,19.56,-9.17,12.65,0.18,20.67,-2.69,-7.84,-3.27,-14.16,1.32,17.52,44.92,-21.56,2.27,-10.61,38.34,-12.14,28.05
BalanceNoncurrentAssets,,354546000,,589848000,344884000,705266000,709287000,578819000,499868000,509113000,327817000,398302000,416925000,450884000,480778000,490611000,494772000,496910000,485726000,534608000,529973000,528329000,534746000,544388000,370376000,360798000,352045000,360632000,353442000,355278000,345573000,350961000,341310000,326448000,305249000,291665000,139087000,118175000,90470000
BalanceNoncurrentAssets_yy,,,,,,98.92,,-1.87,44.94,-27.81,-53.78,-31.19,-16.59,-11.44,46.66,23.18,18.67,10.21,1.03,8.97,7.11,6.32,10.09,1.83,-30.11,-31.71,-34.17,-33.75,-4.57,-1.53,-1.84,-2.68,-3.43,-8.11,-11.67,-16.90,-59.25,-63.80,-70.36
BalanceNoncurrentAssets_sy,,,,,,2.47,,-3.53,26.18,11.54,-14.78,17.12,14.22,9.54,-6.17,1.36,37.50,33.42,31.76,8.53,10.72,17.37,19.95,14.68,5.49,2.43,4.11,8.16,3.16,14.15,5.65,8.12,3.47,-1.29,-0.77,-7.56,-0.52,-3.75,0.14
BalanceNoncurrentAssets_qq,,,-100.00,,-41.53,104.49,0.57,-18.39,-13.64,1.85,-35.61,21.50,4.68,8.15,6.63,2.05,0.85,0.43,-2.25,10.06,-0.87,-0.31,1.21,1.80,-31.96,-2.59,-2.43,2.44,-1.99,0.52,-2.73,1.56,-2.75,-4.35,-6.49,-4.45,-52.31,-15.04,-23.44
BalanceNoncurrentAssets_sq,,,-100.00,,-0.28,0.65,-72.41,-16.66,-0.15,-4.73,-67.81,21.50,-1.06,2.92,-100.00,6.82,5.91,3.35,-0.61,-1.00,7.68,1.90,1.55,0.38,1.39,-0.16,0.36,2.46,2.02,0.50,-0.70,-0.98,1.26,-1.99,-0.54,-3.05,-0.07,-0.84,0.02
BalanceIntangibleAssets,,38264000,,58390000,58363000,95810000,95984000,56488000,27729000,32012000,31925000,32574000,32434000,35352000,35573000,34202000,35344000,35213000,35110000,47411000,53288000,53359000,53431000,53966000,27560000,27576000,3441000,3438000,3725000,3715000,3706000,3716000,3701000,1972000,1960000,1847000,55000,47000,29000
