,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11515000,700000,-1210000
IncomeNetGrossProfit,-1511000,-119000,-1508000,-1973000,-2604000,-1015000,-5046000,-1294000,-1182000,-1059000,-1023000,37000,-1305000,-398000,-225000,340000,636000,404000,-2262000,320000,-1622000,-736000,24000,90000,-775000,-2320000,-5781000,-4249000,-5471000,-670000,-3255000,-2442000,9333000,-1137000,-1929000,-782000,-1281000,-668000,-1086000,-1286000,-661000,-916000,-783000,-924000,-753000,-877000,-536000,-550000,-134000,-851000,9926000,584000,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,9000,17000,-26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1210000,-1511000,-119000,-1508000,-1973000
IncomeBeforeTaxProfit,-2604000,-1015000,-5046000,-1294000,-1182000,-1059000,-1023000,37000,-1305000,-398000,-225000,349000,653000,378000,-2262000,320000,-1622000,-736000,24000,90000,-775000,-2320000,-5781000,-4249000,-5471000,-670000,-3255000,-2442000,9333000,-1137000,-1929000,-782000,-1281000,-668000,-1086000,-1286000,-661000,-916000,-783000,-924000,-753000,-877000,-536000,-550000,-134000,-851000,9926000,584000,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151000,,,3579000,-375000,2000,97000,37000,,293000,-1316000,-664000,-710000,-1634000,-1973000,-3018000,-1149000,-5628000,-977000,-1099000,-1105000
IncomeNetProfit,-1040000,-357000,-1345000,-464000,-226000,215000,546000,361000,-2190000,309000,-247000,-707000,231000,224000,-743000,-2480000,-4944000,-2824000,-7921000,-823000,-3365000,-1940000,7189000,-1192000,-2202000,-1046000,-1036000,-947000,-1189000,-1368000,2976000,-1592000,-649000,-646000,-1093000,-1157000,-718000,-616000,-536000,-840000,10354000,254000,-1316000,-664000,-710000,-1634000,-1973000,-3018000,-1149000,-5628000,-977000,-1115000,-1090000
IncomeShareholderNetProfit,-1054000,-347000,-1355000,-464000,-226000,215000,546000,361000,-2190000,309000,-247000,-707000,182000,135000,-828000,-2587000,-4908000,-2436000,-7506000,-288000,-3092000,-1693000,7464000,-893000,-1872000,-1168000,-966000,-553000,-1032000,-1350000,2933000,-1602000,-640000,-696000,-1132000,-1125000,-694000,-628000,-574000,-818000,10312000,254000,,,,,,,,,,,
BalanceNoncurrentAssets,51185000,53238000,54113000,52496000,52995000,48342000,47825000,48867000,47269000,44688000,45995000,44653000,44011000,44933000,45495000,45096000,53559000,72835000,87757000,,124651000,118866000,116579000,115809000,108703000,111180000,110213000,108187000,104459000,103547000,101362000,93586000,92414000,51159000,51429000,47117000,46889000,47508000,46027000,45897000,45525000,45107000,45027000,41217000,45565000,156000,155000,2643000,2617000,2571000,92000,604000,275000
BalanceIntangibleAssets,245000,193000,237000,193000,181000,170000,488000,458000,425000,558000,1560000,,1728000,1114000,1016000,678000,656000,554000,545000,270000,210000,198000,176000,155000,133000,111000,93000,75000,59000,72000,77000,90000,82000,76000,72000,79000,158000,50247000,49280000,49578000,49002000,48523000,47016000,45987000,46991000,46050000,43353000,44578000,43353000,42704000,43409000,43582000,43525000
BalanceProperty,50401000,69151000,82931000,,115892000,113041000,110947000,110555000,103151000,101739000,100650000,98979000,95767000,94647000,93601000,85810000,84886000,43768000,43983000,43966000,43925000,44838000,44578000,44666000,44411000,44390000,44315000,40500000,41938000,,247000,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables,,,,0,0,,,825000,835000,845000,855000,866000,877000,887000,898000,909000,920000,931000,943000,954000,,,,,0,,1015000,0,1067000,1013000,1025000,996000,949000,1107000,889000,1107000,1077000,1076000,1076000,1077000,1077000,1077000,1078000,,0,0,1000,2835000,2884000,2927000,2962000,2999000,1893000
BalanceNoncurrInvestments,1916000,1939000,1958000,2037000,61000,61000,61000,61000,61000,5000,6000,6000,6000,3006000,782000,3556000,877000,877000,834000,221000,209000,605000,25000,35000,291000,0,49000,278000,349000,36000,1656000,2049000,2188000,,7031000,4711000,4616000,4575000,4896000,5227000,5299000,5166000,4665000,4837000,4815000,4818000,4558000,4413000,4396000,2084000,1901000,1583000,1311000
BalanceOtherNoncurrentAssets,1080000,1027000,635000,634000,632000,463000,5381000,3159000,3288000,3677000,4617000,14093000,12144000,9497000,7412000,8886000,7746000,8886000,9764000,10670000,8305000,29192000,20991000,14607000,16844000,,10408000,8798000,9599000,10661000,8407000,8451000,5538000,5531000,5893000,5707000,6354000,5830000,7166000,20201000,16539000,13844000,12660000,10774000,10366000,9745000,9529000,9676000,7675000,18118000,13917000,159000,173000
BalanceCurrentAssets,226000,433000,450000,256000,317000,365000,388000,441000,360000,441000,756000,877000,497000,20060000,885000,959000,773000,,1014000,932000,768000,1389000,457000,404000,353000,305000,282000,309000,291000,347000,357000,349000,352000,280000,297000,344000,369000,355000,350000,332000,287000,336000,328000,2240000,2407000,2722000,2013000,2661000,2036000,2091000,3201000,2141000,4262000
BalanceInventory,2696000,4262000,4415000,5197000,4025000,5599000,7421000,8821000,12615000,,7488000,6995000,7771000,8790000,6957000,5401000,3987000,3799000,4199000,5019000,4648000,3869000,4385000,3373000,4667000,3574000,3225000,3269000,3425000,3750000,3620000,3802000,3042000,13692000,3241000,,,,,,,,,,,,0,125000,102000,125000,127000,21000,0
BalanceCurrentReceivables,0,0,,,108000,107000,,118000,120000,123000,125000,128000,130000,133000,135000,138000,140000,143000,145000,148000,149000,150000,151000,151000,152000,153000,154000,155000,156000,157000,100000,2982000,549000,340000,1231000,1506000,11801000,9736000,5931000,4883000,4058000,4588000,4058000,4466000,4575000,3783000,3533000,12685000,4719000,3349000,,1788000,751000
BalanceCurrentInvestments,937000,357000,865000,2516000,1065000,1292000,1274000,239000,1272000,1469000,2276000,16330000,11370000,9839000,8987000,7009000,6419000,5486000,5404000,5386000,4189000,3990000,10348000,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1266000,,7764000
BalanceOtherCurrentAssets,,,,,6974000,80000,730000,,,,,,,,56566000,56397000,57401000,56173000,57612000,62435000,59969000,58364000,54681000,53574000,53741000,53539000,53775000,55603000,53800000,74288000,74550000,87442000,104601000,,135059000,128930000,126178000,126470000,124874000,119631000,115751000,113718000,110352000,109254000,107716000,106390000,99660000,72090000,67968000,60961000,59549000,58282000,56393000
BalanceAssetsForSale,55642000,55054000,54783000,52702000,59335000,59482000,10991000,9941000,9364000,19541000,22851000,29283000,27604000,27191000,25047000,19667000,23345000,19667000,23731000,24279000,23931000,43141000,43409000,42882000,42552000,,28026000,20520000,20232000,17140000,15447000,22910000,22018000,20146000,18978000,18011000,17459000,16427000,15077000,17041000,15439000,14788000,14092000,12587000,11463000,10768000,10140000,9566000,8748000,18472000,18726000,13811000,13811000
BalanceTotalAssets,14570000,14570000,33996000,47595000,47630000,47595000,47595000,47595000,47595000,47595000,51444000,51444000,51444000,51444000,61027000,61182000,61182000,,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,61182000,,,,3000000,3000000,3000000,3000000,3000000,11000,3000000
BalanceCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11015000,11015000,9023000,24172000,8075000,7685000,10685000,7685000,7685000,7685000,7685000,7696000,7696000,7710000,8708000,27609000,18521000,18229000
BalanceShareCapital,19018000,,19018000,19229000,19229000,19229000,19229000,19491000,19491000,19491000,19491000,2007000,2007000,2007000,2007000,1997000,1997000,3365000,3365000,6297000,6297000,6297000,6297000,6806000,6806000,6495000,6495000,,,,,,0,,0,,51000,50000,27000,50000,27000,18000,,0,0,0,,,1574000,2159000,,1616000,1201000
BalanceOwnShares,666000,393000,146000,-128000,-428000,-758000,-636000,-705000,-1100000,-1257000,-1275000,-274000,-264000,-252000,-202000,-163000,-195000,-219000,-207000,-169000,-191000,19000,19000,28299000,26153000,27916000,26872000,27564000,25650000,25288000,25603000,24627000,24625000,25143000,24590000,24407000,24749000,24196000,23598000,23543000,25426000,49650000,,83358000,81838000,79681000,78781000,74758000,79144000,77314000,76944000,74310000,73262000
BalanceReserve,71993000,66083000,64920000,39608000,39625000,36617000,36476000,36550000,36288000,35951000,35604000,35156000,34893000,34187000,34080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,25825000,24085000,27756000,26712000,26994000,25089000,25057000,25065000,24612000,24169000,24428000,24169000,23817000,23855000,23361000,23102000,22820000,24887000,49082000,,81811000,80034000,78003000,77192000,73517000,75594000,73851000,73521000,71237000,69859000,31216000,25850000,25305000,620000,552000,368000,288000,169000
BalanceNoncurrentLiabilities,114000,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37447000,37062000,36652000,36246000,36088000,35684000,35441000,35664000,35486000,35194000,34845000,34444000
BalanceNoncurrentBorrowings,34213000,33798000,33730000,2474000,2068000,160000,160000,570000,561000,231000,538000,15000,456000,715000,421000,590000,894000,835000,496000,723000,539000,568000,,1547000,1804000,1678000,1589000,1241000,3550000,3463000,3423000,3073000,3403000,3330000,3171000,2963000,2742000,2985000,565000,747000,717000,688000,728000,759000,712000,680000,389000,350000,17276000,20303000,20121000,9760000,7197000
BalanceNoncurrentObligations,7502000,7077000,5519000,4957000,9255000,5203000,9255000,5619000,6575000,5673000,7549000,7598000,17560000,10240000,,22059000,25371000,25599000,30156000,30987000,17705000,16847000,17386000,17700000,18686000,19364000,18677000,20938000,15715000,13168000,9808000,9183000,9308000,8837000,9142000,9517000,10230000,9252000,6657000,6657000,12075000,11937000,8032000,5502000,4368000,2961000,2476000,2762000,2291000,3759000,2684000,3759000,3832000
BalanceNoncurrentLeasing,4613000,3891000,5031000,5521000,14379000,6816000,,10323000,12730000,11015000,13197000,15416000,6890000,6341000,6208000,6198000,6757000,7748000,6996000,9218000,5780000,5614000,5201000,4878000,4951000,4542000,4955000,5351000,5974000,5117000,3453000,3354000,3542000,6765000,10853000,3128000,1997000,4170000,3690000,2417000,2254000,1925000,2167000,1925000,1161000,1310000,1113000,1017000,1415000,1491000,1877000,,9916000
BalanceNoncurrentOtherLiabilities,10346000,12262000,14670000,13601000,9912000,9912000,10313000,10595000,10890000,9129000,9027000,9098000,6412000,4983000,1998000,1912000,1994000,1950000,1856000,1747000,1801000,1690000,1248000,1156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,1578000,1554000,1585000,1590000,1645000,1634000,1470000,1475000,1346000,1225000,1353000,1375000,1399000,1228000,1429000,1659000,1601000,1236000,1130000,832000,371000,911000,340000,412000,3571000,352000,3571000,626000,529000,669000,729000,565000,1121000,1007000,,1820000,2295000,2322000,2289000,5506000,903000,594000,865000,907000
BalanceCurrentBorrowings,1039000,909000,7560000,1037000,1933000,926000,975000,923000,888000,999000,1106000,1066000,1080000,1046000,728000,718000,,,,,,,,,,,,,,,,,,123000,0,772000,97000,,569000,540000,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,56566000,56397000,0,57401000,56173000,57612000,0,62435000,59969000,58364000,0,54681000,53574000,53741000,0,53539000,53775000,55603000,0,53800000,74288000,74550000,0,0,87442000,104601000,0,0,135059000,128930000,126178000,126470000,121338000,119631000,115751000,113718000,110352000,109254000,107716000,99930000,99660000,72090000
BalanceCurrentLeasing,67968000,60961000,59549000,58282000,56393000,55642000,55054000,54783000,52702000,59335000,59482000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-3465000,2406000,-9229000,-1882000,-2357000,-2707000,-1712000,1807000,-428000,-674000,960000,-258000,722000,502000,1267000,323000,1358000,1303000,1078000,1598000,942000,13000,365000,2139000,1282000,-4322000,18376000,-16858000,35000,1469000,-736000,1592000,-404000,-997000,682000,1694000,1199000,1611000,2729000,1194000,124000,1544000,-1470000,-488000,533000,-51000,-107000,254000,1028000,1089000,196000,470000,-248000
CashflowAmortization,826000,843000,94000,677000,821000,817000,810000,861000,769000,854000,797000,915000,852000,854000,804000,946000,831000,816000,888000,963000,951000,970000,928000,1031000,1058000,1030000,1041000,1335000,2033000,1908000,1778000,1855000,1917000,1575000,1515000,1617000,1502000,1456000,1434000,1442000,1493000,1073000,806000,786000,1166000,479000,860000,804000,814000,792000,795000,825000,516000
CashflowInvestingCashflow,-361000,-3405000,-1054000,2427000,-209000,-14000,80000,-518000,-722000,-646000,-169000,-165000,-87000,-173000,-380000,21000,-46000,-527000,-1432000,-395000,-546000,-7281000,-5041000,-6542000,-3700000,-22127000,-2815000,29240000,-366000,-99000,4371000,-1695000,-315000,-388000,-89000,9118000,2013000,97000,-14000,444000,2907000,16236000,111000,1113000,-270000,-754000,-157000,833000,-171000,-348000,-364000,200000,7739000
CashflowCapex,346000,3405000,1043000,-2382000,467000,14000,2000,579000,728000,719000,169000,324000,90000,186000,423000,188000,81000,577000,1882000,536000,532000,7352000,4888000,6740000,4024000,22127000,58085000,-28675000,366000,399000,1045000,-87000,439000,554000,95000,106000,229000,-101000,24000,150000,94000,113000,-113000,327000,270000,759000,158000,268000,216000,348000,364000,837000,776000
CashflowFinancingCashflow,3647000,973000,10176000,-568000,2437000,4013000,329000,10341000,-993000,-2406000,-706000,-711000,-844000,-415000,-895000,-882000,-904000,-668000,-880000,-760000,-646000,16420000,1469000,1290000,772000,25079000,-5696000,-15434000,-5986000,-2407000,-3449000,-477000,1227000,3036000,-2044000,-10585000,-3230000,-2743000,-1681000,-1442000,-2224000,-3726000,-3601000,-2161000,-1115000,-1173000,-326000,-2020000,-939000,-759000,-1029000,-869000,-1133000
CashflowShareCapitalCash,,0,0,1767000,0,6094000,0,13141000,35000,0,,35000,,,0,0,0,0,127000,17128000,-16755000,18789000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-179000,-26000
CashflowNetCashflow,-107000,-23000,-129000,1292000,-1303000,11630000,-2143000,-3726000,85000,-1134000,-209000,-86000,-8000,-538000,408000,108000,-1234000,443000,-250000,9152000,-3207000,-3113000,-1646000,-1370000,9865000,-3052000,-6317000,-1037000,186000,-580000,508000,1651000,-1451000,227000,-18000,-1035000,1034000,196000,807000,14054000,-4960000,-1536000,-852000,-1978000,-590000,-933000,-82000,-18000,-1197000,-199000,6358000,,
