,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,46000,238000,29000,336000,661000
IncomeNetGrossProfit,204000,-913000,-1416000,-305000,-353000,-330000,-124000,-233000,27000,31000,141000,33000,388000,-61000,169000,12000,74000,98000,422000,332000,-98000,6888000,87000,148000,225000,424000,-158000,158000,324000,69000,430000,364000,508000,748000,527000,658000,605000,356000,266000,481000,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,46000,238000,29000,336000,661000
IncomeBeforeTaxProfit,204000,-913000,-1416000,-305000,-353000,-330000,-124000,-233000,27000,31000,141000,33000,388000,-61000,169000,12000,74000,98000,422000,332000,-98000,6888000,87000,148000,225000,424000,-158000,158000,324000,69000,430000,364000,508000,748000,527000,658000,605000,356000,266000,481000,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,10000,194000,-13000,286000,509000
IncomeNetProfit,164000,-789000,-1524000,-291000,-356000,-330000,-125000,-234000,20000,21000,162000,29000,354000,-46000,188000,21000,75000,132000,415000,339000,-134000,6889000,80000,141000,222000,419000,-147000,146000,267000,36000,331000,297000,413000,604000,437000,516000,484000,284000,216000,374000,165000,10000,194000,-13000,286000,509000
IncomeShareholderNetProfit,164000,-789000,-1524000,-291000,-356000,-330000,-125000,-234000,20000,21000,162000,29000,354000,-46000,188000,21000,75000,132000,415000,339000,-134000,6889000,80000,141000,222000,419000,-147000,146000,267000,36000,331000,297000,413000,604000,437000,516000,484000,284000,216000,374000,,,,,,
BalanceNoncurrentAssets,360000,351000,373000,331000,398000,550000,627000,690000,559000,513000,457000,464000,408000,361000,349000,621000,630000,772000,754000,862000,898000,897000,895000,881000,811000,2001000,972000,1021000,1089000,1068000,1194000,1319000,1252000,1340000,1210000,1123000,1019000,1071000,1133000,1141000,1092000,1003000,1096000,1207000,1262000,1198000
BalanceIntangibleAssets,4000,3000,2000,6000,4000,38000,70000,69000,67000,56000,44000,61000,46000,33000,46000,210000,190000,195000,230000,245000,230000,215000,197000,212000,193000,353000,162000,145000,154000,137000,126000,642000,604000,611000,563000,517000,478000,441000,510000,472000,435000,397000,360000,166000,289000,266000
BalanceProperty,210000,179000,170000,174000,216000,320000,350000,407000,384000,351000,302000,305000,264000,233000,209000,306000,331000,529000,473000,541000,591000,585000,590000,562000,517000,781000,556000,604000,641000,560000,656000,597000,556000,644000,561000,520000,454000,539000,494000,501000,477000,430000,583000,636000,602000,556000
BalanceNoncurrentReceivables,4000,4000,4000,4000,4000,29000,29000,54000,54000,54000,67000,50000,50000,50000,50000,50000,50000,0,,,25000,25000,867000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,30000,23000,15000,8000,15000,142000,165000,197000,147000,174000,163000
BalanceOtherNoncurrentAssets,178000,160000,54000,52000,44000,48000,48000,45000,44000,55000,59000,48000,51000,76000,77000,97000,108000,82000,76000,229000,247000,269000,346000,387000,55000,67000,60000,61000,61000,62000,66000,74000,120000,140000,143000,128000,380000,346000,336000,2960000,2959000,3162000,2830000,3602000,9603000,9729000
BalanceCurrentAssets,8809000,7185000,6895000,4723000,4653000,4459000,4321000,4242000,3985000,4185000,4162000,4503000,4711000,5120000,4709000,4772000,4959000,5533000,27259000,5059000,5086000,5249000,5260000,4930000,5559000,5656000,4933000,5410000,5455000,6049000,6198000,6651000,7495000,8056000,8285000,8556000,8964000,8736000,9108000,32000,79000,67000,1000,1000,6000,6000
BalanceInventory,9000,14000,120000,127000,61000,166000,116000,256000,199000,217000,24000,59000,36000,65000,149000,66000,74000,1000,,,,,,,,,,,,980000,1235000,1585000,1457000,1870000,1589000,1675000,1874000,1101000,2945000,697000,474000,450000,482000,526000,482000,643000
BalanceCurrentReceivables,720000,583000,682000,711000,630000,620000,812000,895000,14330000,490000,459000,694000,927000,588000,1096000,967000,728000,837000,631000,836000,888000,1128000,1332000,871000,1176000,1000000,1331000,1060000,1069000,,,,,,,,,,,,,,,,,
BalanceCurrentInvestments,,,0,,,,76000,101000,104000,2326000,2228000,2638000,2144000,2326000,1704000,1708000,2853000,3261000,4176000,4285000,3510000,2338000,2542000,2242000,2214000,2393000,2886000,2615000,1706000,1232000,1038000,987000,682000,7761000,7722000,6689000,5870000,3814000,3817000,4033000,3783000,3662000,3540000,3205000,3052000,3172000
BalanceCash,3299000,3473000,3477000,3105000,3112000,4001000,4390000,12379000,4337000,2096000,2192000,1553000,2136000,2076000,2843000,2370000,1618000,1459000,930000,864000,1803000,3725000,4314000,4521000,5013000,4928000,4441000,5116000,242000,413000,472000,385000,1050000,253000,332000,245000,208000,130000,200000,146000,226000,177000,162000,178000,363000,209000
BalanceOtherCurrentAssets,455000,440000,676000,775000,823000,46000,88000,514000,63000,56000,69000,68000,61000,61000,666000,651000,626000,627000,631000,161000,210000,100000,329000,346000,329000,312000,349000,308000,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320000,3310000,3535000,3161000,4000000,10153000,10356000,9499000,7744000,7408000,5180000,5117000,4867000,4682000,4591000,4606000,4815000,4934000
BalanceTotalAssets,5257000,5574000,6018000,5606000,5667000,5840000,6344000,29260000,6031000,6106000,6338000,6328000,6123000,6879000,7432000,6797000,7145000,7101000,7593000,7269000,7784000,8636000,9148000,9288000,9652000,10171000,9998000,10306000,1562000,1574000,1767000,1753000,2039000,8668000,8832000,8074000,6549000,6271000,4202000,3893000,3783000,3565000,3603000,3610000,3773000,3808000
BalanceCapital,4163000,4306000,4544000,4230000,4305000,4435000,4896000,3532000,4855000,4928000,5008000,4713000,4934000,5354000,5740000,5379000,5646000,5682000,6013000,5604000,6016000,6621000,7058000,7062000,7546000,7510000,7406000,7459000,50000,500000,500000,500000,500000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000
BalanceShareCapital,640000,640000,640000,640000,640000,640000,640000,16840000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,640000,,,,,,,,,,,-1762000,-1762000,-1762000,-1762000,-1762000,-1762000,-1762000,-1404000
BalanceOwnShares,-1404000,-1404000,-1404000,-1404000,-1404000,-1404000,-1404000,-1404000,-964000,-964000,-964000,-964000,-964000,,,,,,,,,,,486000,898000,898000,898000,898000,7232000,7232000,7263000,7263000,7446000,7495000,7516000,7532000,5047000,5064000,5049000,5049000,4381000,4381000,4381000,4432000,4641000,4641000
BalanceReserve,4641000,4641000,4952000,4519000,4519000,4815000,4815000,4815000,4382000,4740000,4740000,4740000,4740000,4336000,4335000,4336000,4336000,5469000,5469000,5469000,5469000,6357000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,68000,54000,85000,53000,51000,76000,50000,26000,29000,12000,8000,13000,13000,12000,17000,52000,31000,57000,87000,191000,164000,155000,156000,41000
BalanceNoncurrentLiabilities,1061000,7580000,41000,45000,40000,40000,35000,36000,30000,27000,26000,24000,24000,26000,23000,26000,22000,30000,32000,70000,81000,89000,65000,54000,84000,49000,46000,34000,3000,1000,1000,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7580000,,
BalanceNoncurrentBorrowings,,,,,,56948000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,3000,1000,4000,5000,42000,47000,25000,28000,12000,8000,13000,13000,12000,17000,52000,31000,57000,87000,191000,164000,155000,156000,41000,1061000,41000,45000,40000,40000,35000,36000,30000,27000
BalanceNoncurrentOtherLiabilities,26000,-56924000,24000,26000,23000,26000,22000,30000,32000,70000,81000,89000,1690000,1680000,1682000,1355000,1911000,1411000,1475000,1399000,1167000,1125000,968000,1210000,1070000,1103000,971000,945000,1010000,1070000,1008000,1078000,1310000,1220000,1208000,1364000,387000,18148000,1134000,1133000,1289000,1575000,1154000,1489000,1662000,1391000
BalanceCurrentLiabilities,1472000,1395000,1556000,1639000,1745000,1989000,2068000,2196000,2074000,2591000,2511000,2758000,1669000,1667000,1674000,1322000,1853000,1374000,1439000,1237000,990000,988000,848000,1131000,942000,991000,854000,856000,869000,944000,897000,938000,1094000,1004000,1026000,1071000,1064000,17264000,875000,909000,1017000,1344000,962000,1278000,1346000,1118000
BalanceCurrentTradePayablesv,1244000,1197000,1292000,1385000,1527000,1428000,1490000,1563000,1574000,1880000,1730000,1905000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,21000,12000,8000,33000,58000,37000,36000,162000,143000,114000,109000,79000,94000,89000,85000,89000,104000,101000,99000,101000,120000,142000,139000,150000,147000,6000,142000,160000,149000,147000,146000,191000,188000,184000
BalanceCurrentOtherLiabilities,180000,190000,187000,183000,179000,176000,171000,290000,285000,273000,314000,431000,,1000,,,,,34000,23000,11000,34000,23000,32000,37000,25000,12000,39000,96000,74000,43000,143000,-824000,878000,117000,64000,123000,84000,46000,20000,128000,89000,48000,8000,77000,71000
BalanceReckoning,39000,385000,407000,343000,215000,438000,467000,422000,3320000,3308000,3534000,3161000,4001000,10155000,10357000,9499000,7745000,7408000,5178000,5116000,4866000,4680000,4591000,4607000,4814000,4935000,5258000,5575000,6018000,5605000,5669000,5840000,6344000,29260000,6030000,6106000,6337000,6328000,6123000,6879000,7432000,6797000,7144000,7101000,7593000,7269000
BalanceTotalEquityAndLiabilities,7784000,8636000,9148000,9288000,9652000,10171000,9998000,10306000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,682000,-449000,-159000,16000,-223000,1122000,-10000,-746000,-803000,-2019000,1741000,-77000,-75000,-125000,52000,-172000,-49000,351000,174000,-1000,-114000,-23000,102000,1029000,267000,5105000,-4745000,80000,125000,211000,267000,677000,217000,214000,392000,295000,394000,363000,308000,782000,840000,415000,668000,538000,506000,744000
CashflowAmortization,34000,43000,46000,42000,33000,43000,53000,42000,45000,46000,46000,49000,51000,47000,42000,39000,66000,42000,60000,61000,75000,81000,85000,81000,81000,195000,-33000,92000,99000,99000,98000,106000,132000,139000,143000,140000,134000,124000,98000,99000,99000,100000,108000,114000,103000,103000
CashflowInvestingCashflow,17000,-10000,-15000,-50000,-59000,-141000,3000,-259000,-18000,-2000,2000,-68000,5000,3000,-32000,-303000,-72000,-231000,-49000,-145000,-108000,-59000,-73000,-140000,-51000,-24000,-144000,-2316000,-32000,-411000,313000,-753000,574000,-223000,-1149000,-456000,-924000,-262000,644000,1127000,-225000,303000,-186000,-285000,-677000,235000
CashflowCapex,4000,11000,15000,32000,73000,181000,115000,104000,11000,2000,3000,35000,1000,0,34000,299000,23000,65000,132000,233000,109000,60000,67000,70000,32000,44000,125000,121000,147000,1000,187000,570000,54000,233000,12000,61000,29000,173000,121000,67000,40000,14000,234000,131000,192000,33000
CashflowFinancingCashflow,-18000,-16000,-19000,-18000,-19000,6101000,-58000,-4000,-3000,-34000,-1736000,356000,-181000,0,-139000,139000,-38000,6000,0,315000,219000,-305000,0,0,172000,-751000,504000,8000,0,-437000,0,0,8000,-505000,0,0,-184000,1000,-1000,-512000,0,-321000,-320000,-320000,,
CashflowShareCapitalCash,,,,7000000,0,0,,,,,,,,,6000,0,0,51000,96000,0,0,46000,46000,7000,0,0,0,0,8000,0,0,0,9000,0,0,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,0,,431000,0,0,,246000,0,,437000,0,0,,505000,0,0,,193000,-1000,1000,512000,0,321000,320000,320000,681000,-475000,-193000,-52000,-301000,7082000,-65000,-1009000
CashflowNetCashflow,-824000,-2055000,7000,211000,-251000,-122000,-119000,-336000,-159000,126000,125000,169000,-3000,-387000,29000,889000,388000,4330000,-4385000,-2228000,93000,-638000,582000,-77000,799000,-514000,-757000,-161000,-530000,-83000,953000,1908000,615000,206000,482000,-68000,-491000,659000,,,,,,,,
