,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,,,,0,0,0,11000,10000,144000,127000,154000,151000,148000,156000,150000,161000,219000,140000,31000,34000,149000,29000,21000,239000,293000,247000,325000,392000,503000,735000,544000,501000,494000,484000,447000,424000,463000,414000,466000,446000
IncomeDistributionExpenses_yy,,,,,,,,,,,1300.00,1410.00,2.78,22.83,-2.60,6.62,47.97,-10.26,-79.33,-78.88,-31.96,-79.29,-32.26,602.94,96.64,751.72,1447.62,64.02,71.67,197.57,67.38,27.81,-1.79,-34.15,-17.83,-15.37,-6.28,-14.46,4.25,5.19
IncomeDistributionExpenses_sy,,,,,,,,,,,10.25,29.20,22.39,26.62,7.82,12.08,-11.21,-10.26,-5.17,-7.11,-16.54,-20.60,-7.07,-0.31,5.18,-5.34,8.26,-0.86,5.00,10.34,12.87,-2.48,8.47,5.08,2.76,8.69,2.18,1.34,-2.79,5.08
IncomeDistributionExpenses_qq,,,,,,,,-9.09,1340.00,-11.81,21.26,-1.95,-1.99,5.41,-3.85,7.33,36.02,-36.07,-77.86,9.68,338.24,-80.54,-27.59,1038.10,22.59,-15.70,31.58,20.62,28.32,46.12,-25.99,-7.90,-1.40,-2.02,-7.64,-5.15,9.20,-10.58,12.56,-4.29
IncomeDistributionExpenses_sq,,,,,,,,4.23,7.65,18.88,-19.91,14.69,-1.99,15.07,-25.40,10.66,-6.85,17.96,-31.64,10.83,-5.48,7.13,-23.08,12.48,-9.02,9.28,-9.54,16.92,-1.56,17.34,-5.10,-3.52,7.40,0.24,-7.64,11.50,-4.77,-6.71,-11.33,10.25
IncomeAdministrativExpenses,4505000,2983000,1821000,2230000,1731000,2070000,2838000,2853000,3334000,2937000,2625000,2636000,2443000,2749000,2732000,2671000,2342000,2504000,2389000,2432000,2111000,2528000,2300000,2593000,2325000,2601000,2435000,2445000,2494000,2831000,2435000,2561000,2210000,2394000,2240000,2172000,2001000,2146000,2156000,2295000
IncomeAdministrativExpenses_yy,,,,,-61.58,-30.61,55.85,27.94,92.61,41.88,-7.51,-7.61,-26.72,-6.40,4.08,1.33,-4.13,-8.91,-12.55,-8.95,-9.86,0.96,-3.73,6.62,10.14,2.89,5.87,-5.71,7.27,8.84,,4.74,-11.39,-15.44,-8.01,-15.19,-9.46,-10.36,-3.75,5.66
IncomeAdministrativExpenses_sy,,,,,-0.05,-7.25,2.58,8.95,-0.55,-3.98,0.45,0.19,5.62,-6.50,9.20,1.33,-1.94,-5.57,-5.38,-11.65,-1.82,7.34,-3.46,0.31,-0.87,1.59,-0.46,1.06,1.66,5.37,,3.49,2.13,-4.09,3.11,-0.09,4.20,6.74,2.94,6.37
IncomeAdministrativExpenses_qq,,-33.78,-38.95,22.46,-22.38,19.58,37.10,0.53,16.86,-11.91,-10.62,0.42,-7.32,12.53,-0.62,-2.23,-12.32,6.92,-4.59,1.80,-13.20,19.75,-9.02,12.74,-10.34,11.87,-6.38,0.41,2.00,13.51,-13.99,5.17,-13.71,8.33,-6.43,-3.04,-7.87,7.25,0.47,6.45
IncomeAdministrativExpenses_sq,,20.94,-24.36,2.74,-4.30,15.89,-10.23,8.01,-5.44,18.94,-16.11,8.28,-9.63,10.64,-4.01,0.10,-15.74,10.70,-8.59,0.30,-2.89,13.80,-9.77,1.30,-3.87,14.48,-11.68,13.36,-7.51,15.45,-8.33,1.15,-1.48,15.55,-5.45,4.94,-5.72,17.26,-5.63,6.22
IncomeGrossProfit,4785000,903000,1706000,2798000,3229000,1965000,2164000,4785000,1977000,7739000,1056000,5548000,1329000,9652000,2597000,-274000,1265000,2256000,-252000,225000,590000,377000,-588000,-833000,156000,721000,-92000,826000,489000,2559000,-1779000,-1248000,-817000,-1511000,-3153000,-1415000,-1803000,2000,181000,1031000
IncomeGrossProfit_yy,,,,,-32.52,117.61,26.85,71.02,-38.77,293.84,-51.20,15.95,-32.78,24.72,145.93,-104.94,-4.82,-76.63,-109.70,182.12,-53.36,-83.29,-133.33,-470.22,-73.56,91.25,84.35,199.16,213.46,254.92,-1833.70,-251.09,-267.08,-159.05,-77.23,-13.38,-120.69,100.13,105.74,172.86
IncomeGrossProfit_sy,,,,,-38.02,-6.88,-43.76,-2.74,-7.86,-5.16,-17.85,-22.15,-9.19,10.93,50.58,-35.80,-29.08,-50.24,-75.73,52.98,11.62,68.31,56.25,28.54,5.13,30.82,28.11,50.22,25.07,-2.67,2.28,13.70,-14.13,-47.79,-1.95,2.23,-33.12,-9.30,-23.83,-10.35
IncomeGrossProfit_qq,,-81.13,88.93,64.01,15.40,-39.15,10.13,121.12,-58.68,291.45,-86.35,425.38,-76.05,626.26,-73.09,-110.55,561.68,78.34,-111.17,189.29,162.22,-36.10,-255.97,-41.67,118.73,362.18,-112.76,997.83,-40.80,423.31,-169.52,29.85,34.54,-84.94,-108.67,55.12,-27.42,100.11,8950.00,469.61
IncomeGrossProfit_sq,,-26.42,-48.38,55.36,-0.86,15.68,-62.01,154.96,5.46,12.98,-65.19,51.22,18.96,2.08,-67.64,15.00,13.24,-39.40,-20.64,52.08,34.62,1.93,-62.02,49.71,9.48,24.91,-49.46,36.38,14.80,6.10,-47.97,23.26,34.54,-17.81,7.76,20.28,-12.66,-8.84,-28.36,15.96
IncomeOtherOperatingIncome,194000,140000,80000,48000,24000,541000,1186000,97000,160000,879000,483000,351000,129000,204000,191000,367000,2117000,382000,70000,110000,97000,4403000,270000,173000,274000,3018000,627000,122000,153000,242000,94000,40000,137000,239000,98000,101000,77000,822000,52000,44000
IncomeOtherOperatingIncome_yy,,,,,-87.63,286.43,1382.50,102.08,566.67,62.48,-59.27,261.86,-19.38,-76.79,-60.46,4.56,1541.09,87.25,-63.35,-70.03,-95.42,1052.62,285.71,57.27,182.47,-31.46,132.22,-29.48,-44.16,-91.98,-85.01,-67.21,-10.46,-1.24,4.26,152.50,-43.80,243.93,-46.94,-56.44
IncomeOtherOperatingIncome_sy,,,,,-5.52,-10.80,65.19,5.00,63.77,21.74,81.36,71.93,44.56,-37.46,-27.67,-21.70,61.53,5.88,14.56,-7.08,-35.00,6.37,-24.50,-15.38,-6.41,-31.46,-26.92,69.84,7.70,8.85,33.02,3.13,0.56,-8.66,-3.75,-10.63,22.22,-0.80,8.03,21.13
IncomeOtherOperatingIncome_qq,,-27.84,-42.86,-40.00,-50.00,2154.17,119.22,-91.82,64.95,449.38,-45.05,-27.33,-63.25,58.14,-6.37,92.15,476.84,-81.96,-81.68,57.14,-11.82,4439.18,-93.87,-35.93,58.38,1001.46,-79.22,-80.54,25.41,58.17,-61.16,-57.45,242.50,74.45,-59.00,3.06,-23.76,967.53,-93.67,-15.38
IncomeOtherOperatingIncome_sq,,169.59,-75.48,33.99,-29.81,186.67,-48.10,-31.83,64.95,239.12,-12.01,-17.88,-3.90,58.14,-22.90,42.22,11.76,36.24,20.41,3.39,-10.46,102.76,-70.72,17.90,4.36,137.19,-61.76,90.44,-33.92,110.76,-61.16,66.24,-50.31,125.10,-54.52,9.22,-7.37,20.44,-39.53,-15.38
IncomeOtherOperatingCosts,1402000,-381000,6000,78000,95000,168000,50000,126000,-9000,845000,62000,323000,81000,1757000,104000,22589000,2413000,-769000,142000,730000,252000,3217000,94000,339000,256000,617000,693000,205000,62000,354000,55000,112000,67000,453000,234000,351000,54000,585000,138000,487000
IncomeOtherOperatingCosts_yy,,,,,-93.22,144.09,733.33,61.54,-109.47,402.98,24.00,156.35,1000.00,107.93,67.74,6893.50,2879.01,-143.77,36.54,-96.77,-89.56,518.34,-33.80,-53.56,1.59,-80.82,637.23,-39.53,-75.78,-42.63,-92.06,-45.37,8.06,27.97,325.45,213.39,-19.40,29.14,-41.03,38.75
IncomeOtherOperatingCosts_sy,,,,,108.59,-24.91,0.80,49.98,-15.48,51.37,56.32,30.10,28.84,29.00,81.04,95.27,90.86,56.46,-18.51,-59.88,-29.70,10.42,0.15,3.16,-1.30,-35.78,-34.38,-5.82,-32.61,-8.13,41.53,31.50,-31.34,9.49,-8.56,-37.90,13.90,29.14,8.42,39.83
IncomeOtherOperatingCosts_qq,,-127.18,101.57,1200.00,21.79,76.84,-70.24,152.00,-107.14,9488.89,-92.66,420.97,-74.92,2069.14,-94.08,21620.19,-89.32,-131.87,118.47,414.08,-65.48,1176.59,-97.08,260.64,-24.48,141.02,12.32,-70.42,-69.76,470.97,-84.46,103.64,-40.18,576.12,-48.34,50.00,-84.62,983.33,-76.41,252.90
IncomeOtherOperatingCosts_sq,,472.21,-78.59,73.07,17.88,109.48,-74.97,145.81,-4.46,203.16,-71.11,123.76,-37.86,209.52,-68.07,200.57,-22.99,111.82,-71.49,152.33,-41.36,265.99,-72.15,88.79,-30.10,140.51,-73.70,91.56,-50.39,395.41,-78.84,104.78,-39.39,193.68,-69.43,47.51,6.46,316.28,-63.25,33.19
IncomeEBIT,6217000,1424000,1780000,2768000,3158000,2338000,3300000,4756000,2146000,7773000,1477000,5576000,1377000,8099000,2684000,-22496000,969000,3407000,-324000,-395000,435000,1563000,-412000,-999000,174000,3122000,-158000,743000,580000,2447000,-1740000,-1320000,-747000,-1725000,-3289000,-1665000,-1780000,239000,95000,588000
IncomeEBIT_yy,,,,,-49.20,64.19,85.39,71.82,-32.05,232.46,-55.24,17.24,-35.83,4.19,81.72,-503.44,-29.63,-57.93,-112.07,98.24,-55.11,-54.12,-27.16,-152.91,-60.00,99.74,61.65,174.37,233.33,-21.62,-1001.27,-277.66,-228.79,-170.49,-89.02,-26.14,-138.29,113.86,102.89,135.32
IncomeEBIT_sy,,,,,-42.86,5.46,-42.49,-19.90,-5.18,3.50,-21.27,-23.78,-3.58,9.45,11.48,-48.12,-36.43,-61.52,-68.82,70.00,0.68,81.60,13.45,7.19,26.26,32.42,46.74,44.98,24.46,-18.12,3.96,-4.32,-16.41,-34.60,-12.55,-4.66,9.75,-43.52,-0.33,-7.48
IncomeEBIT_qq,,-77.10,25.00,55.51,14.09,-25.97,41.15,44.12,-54.88,262.21,-81.00,277.52,-75.30,488.16,-66.86,-938.15,104.31,251.60,-109.51,-21.91,210.13,259.31,-126.36,-142.48,117.42,1694.25,-105.06,570.25,-21.94,321.90,-171.11,24.14,43.41,-130.92,-90.67,49.38,-6.91,113.43,-60.25,518.95
IncomeEBIT_sq,,-36.33,-34.36,67.26,-11.77,21.78,-73.73,137.12,3.28,13.86,-59.41,46.41,34.50,-9.14,-45.13,-13.87,35.10,-65.13,2.54,74.61,18.88,-3.50,-27.26,29.32,10.08,82.28,-57.87,113.19,19.04,-3.08,-28.96,24.14,29.98,-35.55,23.40,25.79,-6.52,-18.46,-27.58,15.30
IncomeFinanceIncome,410000,133000,141000,130000,183000,162000,1110000,167000,553000,1473000,1009000,519000,1225000,643000,654000,-26962000,28300000,-26743000,662000,450000,477000,1261000,985000,288000,237000,228000,310000,230000,208000,205000,263000,140000,125000,99000,162000,27000,80000,127000,34000,-7000
IncomeFinanceIncome_yy,,,,,-55.37,21.80,687.23,28.46,202.19,809.26,-9.10,210.78,121.52,-56.35,-35.18,-5294.99,2210.20,-4259.10,1.22,101.67,-98.31,104.72,48.79,-36.00,-50.31,-81.92,-68.53,-20.14,-12.24,-10.09,-15.16,-39.13,-39.90,-51.71,-38.40,-80.71,-36.00,28.28,-79.01,-125.93
IncomeFinanceIncome_sy,,,,,-54.68,-59.32,-40.45,-5.92,-22.00,14.80,-1.37,37.14,92.69,-2.21,8.02,-8.33,-29.42,-34.34,-34.94,87.50,-66.96,-31.54,4.41,-36.00,-40.67,44.88,-15.10,-10.07,-5.22,-10.09,-14.82,106.66,-39.90,31.26,-41.62,-63.32,8.44,-22.39,-5.87,141.79
IncomeFinanceIncome_qq,,-67.56,6.02,-7.80,40.77,-11.48,585.19,-84.95,231.14,166.37,-31.50,-48.56,136.03,-47.51,1.71,-4222.63,204.96,-194.50,102.48,-32.02,6.00,164.36,-21.89,-70.76,-17.71,-3.80,35.96,-25.81,-9.57,-1.44,28.29,-46.77,-10.71,-20.80,63.64,-83.33,196.30,58.75,-73.23,-120.59
IncomeFinanceIncome_sq,,114.79,-38.51,-48.46,-4.61,-3.60,27.84,-16.19,-11.62,16.35,28.02,-11.34,20.66,-12.03,45.75,-40.52,2.02,-6.95,-9.88,23.39,-67.98,28.62,10.85,-2.26,-21.88,31.97,24.19,-29.22,,33.50,38.18,-8.62,-60.33,50.00,-33.45,-12.56,-10.00,20.40,-30.82,10.30
IncomeFinanceCosts,816000,400000,429000,354000,339000,327000,401000,352000,379000,777000,437000,1014000,395000,628000,683000,957000,517000,563000,392000,244000,359000,201000,629000,224000,185000,797000,213000,155000,148000,140000,196000,134000,46000,204000,33000,26000,114000,84000,75000,98000
IncomeFinanceCosts_yy,,,,,-58.46,-18.25,-6.53,-0.56,11.80,137.61,8.98,188.07,4.22,-19.18,56.29,-5.62,30.89,-10.35,-42.61,-74.50,-30.56,-64.30,60.46,-8.20,-48.47,296.52,-66.14,-30.80,-20.00,-82.43,-7.98,-13.55,-68.92,45.71,-83.16,-80.60,147.83,-58.82,127.27,276.92
IncomeFinanceCosts_sy,,,,,-8.65,-49.75,-6.96,31.48,20.00,31.10,-6.49,37.72,74.95,26.70,12.42,45.63,12.32,-6.49,-33.67,-19.83,-36.89,-30.80,-26.86,-36.36,17.32,7.68,8.88,-31.68,-25.08,-25.92,1.32,37.67,-1.21,-9.53,15.44,-17.68,-14.07,-4.99,-6.91,24.44
IncomeFinanceCosts_qq,,-50.98,7.25,-17.48,-4.24,-3.54,22.63,-12.22,7.67,105.01,-43.76,132.04,-61.05,58.99,8.76,40.12,-45.98,8.90,-30.37,-37.76,47.13,-44.01,212.94,-64.39,-17.41,330.81,-73.27,-27.23,-4.52,-5.41,40.00,-31.63,-65.67,343.48,-83.82,-21.21,338.46,-26.32,-10.71,30.67
IncomeFinanceCosts_sq,,208.88,-11.80,-26.90,1.99,6.10,22.23,-12.22,-0.46,27.03,5.32,-2.49,19.30,3.45,8.76,10.88,-2.95,2.47,-25.95,27.09,-39.55,46.01,-15.92,9.38,7.66,23.91,-28.11,-20.45,25.27,23.89,-14.11,5.12,-2.98,5.92,-4.26,-14.40,-15.33,41.07,-21.70,27.78
IncomeOtherIncome,-36000,3000,,,,,,,,,,,,,,,-27580000,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,100.00,-100.00,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,72.50,-100.00,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,108.33,-100.00,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,42.26,-24.32,,,,,,,,,,,,,,,81.25,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,3349000,1160000,1492000,2544000,3002000,2173000,4009000,4571000,2320000,8469000,2049000,5081000,2207000,8114000,2655000,-50415000,1172000,3681000,-54000,-189000,553000,2623000,-56000,-935000,226000,2553000,-61000,818000,640000,2512000,-1673000,-1314000,-668000,-1830000,-3160000,-1664000,-1814000,282000,54000,483000
IncomeNetGrossProfit_yy,,,,,-10.36,87.33,168.70,79.68,-22.72,289.74,-48.89,11.16,-4.87,-4.19,29.58,-1092.23,-46.90,-54.63,-102.03,99.63,-52.82,-28.74,-3.70,-394.71,-59.13,-2.67,-8.93,187.49,183.19,-1.61,-2642.62,-260.64,-204.38,-172.85,-88.88,-26.64,-171.56,115.41,101.71,129.03
IncomeNetGrossProfit_sy,,,,,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeNetGrossProfit_qq,,-65.36,28.62,70.51,18.00,-27.61,84.49,14.02,-49.25,265.04,-75.81,147.97,-56.56,267.65,-67.28,-1998.87,102.32,214.08,-101.47,-250.00,392.59,374.32,-102.13,-1569.64,124.17,1029.65,-102.39,1440.98,-21.76,292.50,-166.60,21.46,49.16,-173.95,-72.68,47.34,-9.01,115.55,-80.85,794.44
IncomeNetGrossProfit_sq,,-38.03,-43.76,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,3349000,1160000,1492000,2544000,3002000,2173000,4009000,4571000,2320000,8469000,2049000,5081000,2207000,8114000,2655000,-50415000,1172000,3681000,-54000,-189000,553000,2623000,-56000,-935000,226000,2553000,-61000,818000,640000,2512000,-1673000,-1314000,-668000,-1830000,-3160000,-1664000,-1814000,282000,54000,483000
IncomeBeforeTaxProfit_yy,,,,,-10.36,87.33,168.70,79.68,-22.72,289.74,-48.89,11.16,-4.87,-4.19,29.58,-1092.23,-46.90,-54.63,-102.03,99.63,-52.82,-28.74,-3.70,-394.71,-59.13,-2.67,-8.93,187.49,183.19,-1.61,-2642.62,-260.64,-204.38,-172.85,-88.88,-26.64,-171.56,115.41,101.71,129.03
IncomeBeforeTaxProfit_sy,,,,,-36.65,7.27,-26.32,-17.79,-6.11,-10.24,0.60,-35.30,-14.24,9.46,10.10,-48.53,-32.46,-62.67,-68.71,61.43,3.34,83.13,49.26,7.99,11.98,6.74,51.79,58.56,40.14,-12.38,-11.05,-7.22,-9.01,13.36,-7.78,-5.74,29.73,-23.97,1.12,-34.94
IncomeBeforeTaxProfit_qq,,-65.36,28.62,70.51,18.00,-27.61,84.49,14.02,-49.25,265.04,-75.81,147.97,-56.56,267.65,-67.28,-1998.87,102.32,214.08,-101.47,-250.00,392.59,374.32,-102.13,-1569.64,124.17,1029.65,-102.39,1440.98,-21.76,292.50,-166.60,21.46,49.16,-173.95,-72.68,47.34,-9.01,115.55,-80.85,794.44
IncomeBeforeTaxProfit_sq,,-38.03,-43.76,69.08,-13.94,11.42,-70.96,108.76,10.76,-4.13,-63.14,45.72,23.52,-9.60,-42.13,1.42,12.38,-101.40,12.50,34.09,19.16,18.46,-6.80,25.66,4.92,50.88,-80.76,130.70,16.82,-0.73,-14.08,17.88,11.77,-24.37,-23.11,28.04,10.74,-38.61,-28.13,1.93
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,2521000,859000,1109000,2107000,2381000,1715000,3608000,3729000,1210000,7094000,1687000,4091000,1894000,6445000,2092000,-50405000,1135000,3446000,-123000,-217000,138000,3588000,-130000,-875000,134000,2334000,-155000,692000,473000,2733000,-1859000,-1316000,-922000,-1645000,-3417000,-1967000,-1734000,521000,-82000,-54000
IncomeNetProfit_yy,,,,,-5.55,99.65,225.34,76.98,-49.18,313.64,-53.24,9.71,56.53,-9.15,24.01,-1332.09,-40.07,-46.53,-105.88,99.57,-87.84,4.12,-5.69,-303.23,-2.90,-34.95,-19.23,179.09,252.99,17.10,-1099.35,-290.17,-294.93,-160.19,-83.81,-49.47,-88.07,131.67,97.60,97.25
IncomeNetProfit_sy,,,,,-25.75,5.17,-24.38,-22.44,-6.62,31.48,-10.90,-38.46,-12.99,8.36,11.20,-28.82,-39.82,-60.50,-65.52,-1.36,31.46,60.90,9.95,7.85,15.31,-9.46,64.50,43.48,39.61,-8.69,3.66,9.76,4.69,-35.96,1.69,-6.78,8.60,-22.55,12.64,-37.60
IncomeNetProfit_qq,,-65.93,29.10,89.99,13.00,-27.97,110.38,3.35,-67.55,486.28,-76.22,142.50,-53.70,240.29,-67.54,-2509.42,102.25,203.61,-103.57,-76.42,163.59,2500.00,-103.62,-573.08,115.31,1641.79,-106.64,546.45,-31.65,477.80,-168.02,29.21,29.94,-78.42,-107.72,42.43,11.85,130.05,-115.74,34.15
IncomeNetProfit_sq,,-37.06,-54.00,67.93,-13.37,11.16,-57.22,133.57,5.11,8.36,-68.21,38.06,25.91,-7.90,-41.86,40.02,-8.56,-179.74,9.38,56.62,18.54,16.20,-32.32,44.74,7.45,56.44,-46.90,101.15,16.21,-1.41,-24.46,29.21,56.83,-57.29,-30.68,17.55,14.64,-51.92,6.37,-17.94
IncomeShareholderNetProfit,2521000,860000,1109000,2107000,2381000,1715000,3310000,3705000,1264000,6081000,1631000,3756000,1922000,5897000,2057000,-48717000,1075000,3416000,-100000,-199000,153000,3613000,-107000,-729000,325000,2505000,88000,757000,437000,2297000,-1859000,-1080000,-1025000,-1772000,-3341000,-1985000,-1830000,458000,-44000,-164000
IncomeShareholderNetProfit_yy,,,,,-5.55,99.42,198.47,75.84,-46.91,254.58,-50.73,1.38,52.06,-3.03,26.12,-1397.04,-44.07,-42.07,-104.86,99.59,-85.77,5.77,-7.00,-266.33,112.42,-30.67,182.24,203.84,34.46,-8.30,-2212.50,-242.67,-334.55,-177.14,-79.72,-83.80,-78.54,125.85,98.68,91.74
IncomeShareholderNetProfit_sy,,,,,-25.75,37.16,-25.95,-6.98,-8.02,30.84,-15.19,-40.32,-10.84,8.02,-7.30,-29.09,-16.49,-61.07,-56.82,-6.64,0.91,69.83,22.27,7.80,33.23,-5.95,68.93,46.66,30.66,-8.30,-3.15,11.20,4.58,-34.90,-3.89,-6.78,6.97,3.65,9.06,-36.89
IncomeShareholderNetProfit_qq,,-65.89,28.95,89.99,13.00,-27.97,93.00,11.93,-65.88,381.09,-73.18,130.29,-48.83,206.82,-65.12,-2468.35,102.21,217.77,-102.93,-99.00,176.88,2261.44,-102.96,-581.31,144.58,670.77,-96.49,760.23,-42.27,425.63,-180.93,41.90,5.09,-72.88,-88.54,40.59,7.81,125.03,-109.61,-272.73
