,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeGrossProfit,1195000,9224000,2990000,8807000,4135000,3687000,7577000,5116000,2887000,3037000,20656000,9770000,4213000,5454000,-5359000,4580000,1174000,3243000,1648000,27156000,3770000,14609000,16751000,8711000,9126000,11033000,9392000,17554000,9149000,12950000,41497000,1614000,7049000,11406000
IncomeGrossProfit_yy,,,,,246.14,-60.03,153.45,-41.92,-30.19,-17.62,172.63,90.99,45.94,79.58,-125.95,-53.13,-72.13,-40.54,130.75,492.96,221.05,350.49,916.27,-67.92,142.06,-24.48,-43.93,101.53,0.25,17.38,341.85,-90.80,-22.95,-11.93
IncomeGrossProfit_sy,,,,,-4.16,-12.77,-5.82,15.34,27.93,-17.62,-10.87,2.25,26.12,30.60,38.52,18.01,19.80,1.60,-6.75,27.38,17.07,5.70,36.43,-3.60,-7.96,-4.38,-13.84,17.78,0.99,-3.23,28.64,-5.88,5.48,-11.93
IncomeGrossProfit_qq,,672.08,-67.59,194.60,-53.05,-10.85,105.52,-32.48,-43.57,5.21,580.13,-52.70,-56.88,29.46,-198.27,185.45,-74.36,176.16,-49.17,1547.57,-86.12,287.50,14.66,-48.00,4.77,20.90,-14.88,86.92,-47.88,41.55,220.44,-96.11,336.72,61.80
IncomeGrossProfit_sq,,19.81,23.09,-35.22,39.78,-23.41,73.43,-32.48,-27.86,-0.70,17.98,-42.70,-1.37,-15.48,3.70,-2.16,-1.90,-34.54,38.04,48.06,-1.75,7.38,20.07,-19.01,3.66,25.94,1.66,26.30,-15.75,23.92,10.25,1.89,-1.10,-52.44
IncomeOtherOperatingIncome,8000,138000,4708000,7509000,4041000,2614000,519000,2402000,133000,-2000,15000,173000,27000,2138000,-2138000,37000,10979000,881000,527000,34081000,1165000,3158000,31751000,-20165000,773000,332000,1910000,-2531000,224000,300000,1306000,-505000,619000,981000
IncomeOtherOperatingIncome_yy,,,,,51509.00,1793.11,-88.98,-68.01,-96.72,-100.09,-97.01,-92.80,-79.92,86710.85,-13905.00,-78.46,41147.63,-58.79,124.66,91432.71,-89.39,258.53,5922.01,-159.17,-33.70,-89.49,-93.98,87.45,-71.05,-9.59,-31.65,80.06,176.62,227.03
IncomeOtherOperatingIncome_sy,,,,,14.46,91.91,-3.04,-10.36,0.07,0.04,20.16,-11.44,-39.22,1.33,-38.27,-24.53,13.47,-11.35,4.97,13.14,-14.23,37.42,-2.05,15.25,-21.92,-31.34,-3.20,-13.46,26.98,-9.59,-13.88,-24.59,18.45,20.59
IncomeOtherOperatingIncome_qq,,1663.44,3309.40,59.50,-46.18,-35.31,-80.16,363.18,-94.48,-101.86,727.51,1016.10,-84.60,7931.20,-200.02,101.74,29386.98,-91.98,-40.15,6363.93,-96.58,171.02,905.30,-163.51,103.83,-57.04,475.52,-232.47,108.84,34.17,335.10,-138.65,222.58,58.63
IncomeOtherOperatingIncome_sq,,26.74,-3.38,127.49,-49.65,71.06,-38.34,10.84,-51.55,59.16,-0.67,8.27,-36.95,16.50,-23.13,60.56,-27.66,31.00,-27.94,78.91,-41.30,23.06,-19.86,92.68,-29.20,10.82,1.28,-1.56,-22.28,11.06,16.09,14.11,29.70,33.20
IncomeOtherOperatingCosts,3153000,2726000,5582000,13883000,5012000,4519000,8103000,11403000,3976000,4138000,5720000,6199000,5180000,5928000,-10240000,1176000,637000,2325000,2400000,19076000,6681000,6367000,7163000,5229000,5686000,7917000,8965000,8025000,8153000,10144000,11053000,8726000,3506000,10372000
IncomeOtherOperatingCosts_yy,,,,,58.96,65.80,45.17,-17.87,-20.67,-8.43,-29.41,-45.63,30.26,43.26,-279.03,-81.03,-87.71,-60.79,123.44,1522.24,949.44,173.90,198.41,-72.59,-14.91,24.35,25.15,53.48,43.39,28.12,23.29,8.73,-57.00,2.25
IncomeOtherOperatingCosts_sy,,,,,58.96,60.89,47.37,-1.64,4.13,-5.60,1.68,13.68,13.38,-45.33,-12.88,-13.50,41.95,-33.40,0.42,-28.02,-15.58,1.95,20.95,24.09,-15.52,22.35,-3.07,13.62,-7.28,35.60,34.03,-12.90,13.80,25.04
IncomeOtherOperatingCosts_qq,,-13.56,104.79,148.72,-63.90,-9.84,79.31,40.72,-65.13,4.07,38.23,8.38,-16.45,14.45,-272.74,111.48,-45.86,265.13,3.26,694.66,-64.97,-4.70,12.50,-27.00,8.73,39.25,13.23,-10.48,1.59,24.42,8.96,-21.06,-59.82,195.86
IncomeOtherOperatingCosts_sq,,87.96,-14.24,115.56,-66.55,65.55,-18.82,87.63,-65.13,72.84,-32.98,98.69,-53.49,3.98,11.09,126.37,-26.34,13.69,-12.78,34.07,-42.22,2.94,-16.53,132.14,7.01,50.13,-40.66,158.43,-53.48,49.19,-31.00,59.94,-54.68,64.85
IncomeEBIT,-1951000,6636000,2115000,2433000,3164000,1782000,-8000,-3885000,-957000,-1103000,14952000,3744000,-940000,1664000,2743000,3441000,11517000,1799000,-225000,42162000,-1746000,11400000,41339000,-16684000,4213000,3447000,2337000,6999000,1220000,3106000,31749000,-7616000,4162000,2015000
IncomeEBIT_yy,,,,,262.18,-73.15,-100.36,-259.70,-130.25,-161.93,195169.41,196.37,1.77,250.80,-81.66,-8.08,1325.07,8.14,-108.20,1125.24,-115.16,533.63,18478.65,-139.57,341.29,-69.76,-94.35,141.95,-71.05,-9.89,1258.50,-208.82,241.30,-35.13
IncomeEBIT_sy,,,,,9.83,-12.46,-2.24,-61.31,16.71,3.96,-19.18,9.35,27.38,14.75,12.33,9.23,17.55,30.33,-13.72,36.91,27.18,25.68,20.72,-4.48,4.24,-20.00,-18.41,12.77,-2.50,-12.99,6.48,13.16,6.16,-11.69
IncomeEBIT_qq,,440.18,-68.12,14.99,30.06,-43.69,-100.43,-50584.02,75.37,-15.28,1455.23,-74.96,-125.11,276.98,64.84,25.47,234.68,-84.38,-112.50,18844.63,-104.14,752.94,262.61,-140.36,125.25,-18.17,-32.21,199.46,-82.58,154.73,922.04,-123.99,154.65,-51.59
IncomeEBIT_sq,,11.16,18.91,-32.88,31.09,21.05,13.86,-55.55,37.47,-7.62,-13.02,-43.11,3.78,-3.71,-2.75,21.09,0.08,-23.84,26.34,14.30,0.10,6.40,9.21,12.26,-12.07,18.88,1.82,23.66,-11.94,9.74,16.16,-1.37,29.76,-55.24
IncomeFinanceIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeFinanceCosts,1356000,4942000,241000,1476000,1459000,1697000,4214000,2228000,2088000,2155000,2044000,1468000,2071000,2929000,,354000,127000,622000,929000,9549000,527000,1887000,2285000,3763000,1844000,1505000,3290000,2491000,1148000,1407000,2271000,3237000,1532000,2626000
IncomeFinanceCosts_yy,,,,,7.64,-65.66,1646.34,50.97,43.05,26.95,-51.49,-34.11,-0.78,35.93,-100.00,-75.87,-93.88,-78.77,,2594.99,315.83,203.54,145.99,-60.59,249.58,-20.28,44.01,-33.81,-37.75,-6.46,-30.98,29.95,33.47,86.56
IncomeFinanceCosts_sy,,,,,19.80,56.16,39.08,48.30,43.05,20.25,32.21,6.44,-16.59,18.94,-39.35,-2.49,-11.21,-33.88,,-35.89,-12.98,-18.55,-25.26,-8.37,-4.68,-13.22,-2.64,0.68,-15.82,9.80,17.77,-4.54,9.80,32.41
IncomeFinanceCosts_qq,,264.53,-95.12,511.63,-1.13,16.30,148.31,-47.13,-6.32,3.22,-5.12,-28.19,41.08,41.40,-100.00,,-64.20,390.21,49.36,928.17,-94.48,257.83,21.04,64.71,-51.00,-18.40,118.66,-24.30,-53.92,22.62,61.35,42.53,-52.67,71.40
IncomeFinanceCosts_sq,,14.58,46.11,5.53,8.12,13.05,19.30,26.96,-6.11,4.32,1.16,12.10,-17.00,8.63,-26.33,,-32.99,-12.04,7.89,1.52,-5.00,3.58,-9.10,27.02,-10.33,-5.48,0.15,47.29,-28.52,1.89,-9.38,25.61,-6.56,14.63
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-3307000,1694000,1874000,957000,1705000,84000,-4222000,-6113000,-3045000,-3258000,12908000,2276000,-3011000,-1265000,7686000,3087000,11390000,1177000,-1154000,32613000,-2273000,9513000,39054000,-20447000,2369000,1943000,-953000,4508000,72000,1699000,29479000,-10853000,2630000,-611000
IncomeNetGrossProfit_yy,,,,,151.55,-95.03,-325.29,-739.12,-278.62,-3965.45,405.71,137.22,1.09,61.17,-40.46,35.65,478.22,193.07,-115.01,956.53,-119.96,707.97,3485.23,-162.69,204.20,-79.58,-102.44,122.05,-96.97,-12.55,3193.39,-340.74,3566.63,-135.94
IncomeNetGrossProfit_sy,,,,,-2.53,-17.92,-38.69,-65.78,-10.27,-32.86,-6.74,10.71,3.99,31.11,15.83,35.65,5.17,36.23,-8.46,42.54,24.49,31.74,36.86,2.50,8.54,-19.66,-34.32,12.80,3.24,-12.55,1.91,6.22,22.67,-31.10
IncomeNetGrossProfit_qq,,151.24,10.62,-48.96,78.20,-95.06,-5109.31,-44.79,50.20,-7.01,496.18,-82.37,-232.33,57.99,707.52,-59.84,268.99,-89.66,-197.99,2926.91,-106.97,518.43,310.54,-152.35,111.59,-17.99,-149.05,573.06,-98.41,2268.46,1635.00,-136.82,124.24,-123.21
IncomeNetGrossProfit_sq,,26.53,19.26,-40.00,19.92,0.67,3.58,-44.79,50.20,-14.91,22.12,-5.10,5.63,49.60,16.74,3.05,10.92,-35.12,30.95,17.49,2.49,2.76,24.78,-35.96,16.31,-3.34,1.23,-6.58,19.16,5.15,12.79,7.90,18.14,-83.16
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-3307000,1694000,1874000,957000,1705000,84000,-4222000,-6113000,-3045000,-3258000,12908000,2276000,-3011000,-1265000,7686000,3087000,11390000,1177000,-1154000,32613000,-2273000,9513000,39054000,-20447000,2369000,1943000,-953000,4508000,72000,1699000,29479000,-10853000,2630000,-611000
IncomeBeforeTaxProfit_yy,,,,,151.55,-95.03,-325.29,-739.12,-278.62,-3965.45,405.71,137.22,1.09,61.17,-40.46,35.65,478.22,193.07,-115.01,956.53,-119.96,707.97,3485.23,-162.69,204.20,-79.58,-102.44,122.05,-96.97,-12.55,3193.39,-340.74,3566.63,-135.94
IncomeBeforeTaxProfit_sy,,,,,-2.53,-17.92,-38.69,-65.78,-10.27,-32.86,-6.74,10.71,3.99,31.11,15.83,35.65,5.17,36.23,-8.46,42.54,24.49,31.74,36.86,2.50,8.54,-19.66,-34.32,12.80,3.24,-12.55,1.91,6.22,22.67,-31.10
IncomeBeforeTaxProfit_qq,,151.24,10.62,-48.96,78.20,-95.06,-5109.31,-44.79,50.20,-7.01,496.18,-82.37,-232.33,57.99,707.52,-59.84,268.99,-89.66,-197.99,2926.91,-106.97,518.43,310.54,-152.35,111.59,-17.99,-149.05,573.06,-98.41,2268.46,1635.00,-136.82,124.24,-123.21
IncomeBeforeTaxProfit_sq,,26.53,19.26,-40.00,19.92,0.67,3.58,-44.79,50.20,-14.91,22.12,-5.10,5.63,49.60,16.74,3.05,10.92,-35.12,30.95,17.49,2.49,2.76,24.78,-35.96,16.31,-3.34,1.23,-6.58,19.16,5.15,12.79,7.90,18.14,-83.16
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-3307000,1694000,5616000,4562000,2273000,697000,-4222000,-5497000,-3045000,-3258000,12908000,271000,-3011000,-1265000,7686000,2763000,11390000,875000,-1178000,33823000,-2273000,9513000,34752000,-18546000,2348000,2005000,-944000,6021000,72000,1986000,29522000,-10832000,2630000,-611000
IncomeNetProfit_yy,,,,,168.73,-58.84,-175.17,-220.48,-233.96,-567.18,405.71,104.93,1.09,61.17,-40.46,918.87,478.22,169.16,-115.33,1124.36,-119.96,987.31,3050.46,-154.83,203.26,-78.93,-102.72,132.47,-96.94,-0.91,3226.21,-279.90,3566.63,-130.74
IncomeNetProfit_sy,,,,,5.24,-13.82,-24.73,-78.45,5.74,-52.55,-2.07,25.32,3.46,34.04,10.90,18.75,10.65,29.67,-7.33,43.75,23.47,52.12,30.51,-2.02,13.72,-22.57,-20.11,3.46,0.16,-13.08,18.55,20.42,21.65,-28.29
IncomeNetProfit_qq,,151.24,231.51,-18.77,-50.19,-69.31,-705.43,-30.19,44.61,-7.01,496.18,-97.90,-1210.68,57.99,707.52,-64.06,312.30,-92.32,-234.63,2971.59,-106.72,518.43,265.32,-153.37,112.66,-14.60,-147.10,737.60,-98.81,2669.10,1386.15,-136.69,124.28,-123.21
IncomeNetProfit_sq,,24.21,34.02,-14.79,5.06,80.22,4.03,-30.19,57.73,-18.21,27.37,-30.35,36.22,-30.94,16.78,-2.52,-11.60,-34.88,42.75,16.84,7.92,7.16,33.60,-41.81,-7.60,-2.42,9.11,-13.38,12.60,7.40,5.87,-0.86,17.77,-83.61
IncomeShareholderNetProfit,-3238000,1715000,5496000,4351000,2100000,723000,-4404000,-5584000,-2960000,-3549000,12800000,-46000,-2919000,-1226000,7555000,2763000,11390000,833000,-1211000,33827000,-2265000,9563000,34697000,-18299000,2488000,1983000,-944000,6021000,72000,2050000,29375000,-11124000,2794000,-406000
IncomeShareholderNetProfit_yy,,,,,164.83,-57.85,-180.12,-228.32,-240.99,-591.06,390.68,99.17,1.38,65.45,-40.98,6082.61,490.14,167.91,-116.02,1124.49,-119.89,1048.43,2966.33,-154.10,209.85,-79.27,-102.72,132.90,-97.12,3.39,3210.69,-284.75,3795.42,-119.79
IncomeShareholderNetProfit_sy,,,,,5.25,-13.69,-22.77,-82.54,9.12,-56.69,-1.98,20.30,-7.38,23.46,6.83,18.75,10.37,28.19,-7.33,43.75,16.85,52.12,30.46,1.10,12.42,-19.29,-30.36,11.92,-1.58,-12.82,18.55,13.33,21.65,-51.28
IncomeShareholderNetProfit_qq,,152.95,220.56,-20.83,-51.75,-65.57,-709.25,-26.80,46.98,-19.90,460.65,-100.36,-6222.52,58.00,716.12,-63.43,312.30,-92.69,-245.37,2894.44,-106.70,522.16,262.82,-152.74,113.60,-20.33,-147.63,737.60,-98.81,2757.47,1333.04,-137.87,125.12,-114.52
IncomeShareholderNetProfit_sq,,24.62,34.02,-16.40,5.17,72.06,-4.84,-26.80,57.73,-19.90,3.90,-30.35,1.14,-30.94,21.88,-0.93,-11.60,-34.85,47.42,16.84,2.72,7.16,45.85,-41.81,-6.44,-2.72,-5.16,7.72,13.68,16.98,-8.31,9.18,-7.62,-83.61
BalanceNoncurrentAssets,,,,278572000,280881000,276551000,,301820000,289378000,294100000,,288430000,297534000,301748000,297512000,138452000,285822000,433585000,406634000,413094000,388831000,398690000,427751000,455388000,453705000,480361000,485902000,383530000,388049000,399387000,414178000,421724000,441135000,483492000
BalanceNoncurrentAssets_yy,,,,,,,,8.35,3.03,6.35,,-4.44,2.82,2.60,,-52.00,-3.94,43.69,36.68,198.37,36.04,-8.05,5.19,10.24,16.68,20.48,13.59,-15.78,-14.47,-16.86,-14.76,9.96,13.68,21.06
BalanceNoncurrentAssets_sy,,,,,,,,8.35,3.85,2.22,,-1.96,-0.60,-0.12,,-2.23,-4.48,-3.13,-2.08,-2.75,-3.18,-5.48,-2.12,-1.14,3.65,4.08,2.48,2.94,4.08,1.18,0.44,0.05,4.15,8.81
BalanceNoncurrentAssets_qq,,,,,0.83,-1.54,-100.00,,-4.12,1.63,-100.00,,3.16,1.42,-1.40,-53.46,106.44,51.70,-6.22,1.59,-5.87,2.54,7.29,6.46,-0.37,5.88,1.15,-21.07,1.18,2.92,3.70,1.82,4.60,9.60
BalanceNoncurrentAssets_sq,,,,,0.33,-0.10,-100.00,,-1.88,-0.08,-2.48,,-1.08,-0.86,-0.84,-0.03,-1.19,-1.16,-0.95,0.01,-1.47,0.50,-0.18,2.24,-0.84,3.32,-0.36,2.67,-0.02,-1.98,-0.45,1.18,-0.01,2.32
BalanceIntangibleAssets,,,,3344000,3386000,3406000,,1850000,4018000,4216000,,2033000,2060000,2172000,2148000,2000,2067000,6158000,973000,878000,679000,591000,394000,234000,90000,31000,26000,84000,4224000,4269000,4352000,3633000,12865000,12479000
BalanceIntangibleAssets_yy,,,,,,,,-44.69,18.69,23.77,,9.90,-48.73,-48.49,,-99.88,0.32,183.57,-54.68,36451.24,-67.16,-90.40,-59.51,-73.31,-86.79,-94.76,-93.44,-64.14,4612.39,13679.77,16722.01,4221.94,204.58,192.32
BalanceIntangibleAssets_sy,,,,,,,,48.72,20.61,3.09,,5.04,-0.68,-0.69,,-6.26,-9.85,-5.70,-6.54,-5.35,-8.56,-6.93,-3.86,-1.73,-1.67,0.05,-0.43,-1.61,-0.82,-4.57,-1.70,-3.21,-2.50,-1.18
BalanceIntangibleAssets_qq,,,,,1.24,0.60,-100.00,,117.25,4.91,-100.00,,1.35,5.39,-1.09,-99.89,85948.58,197.91,-84.19,-9.81,-22.69,-12.87,-33.35,-40.54,-61.76,-65.44,-16.48,224.89,4925.24,1.06,1.95,-16.53,254.14,-3.01
BalanceIntangibleAssets_sq,,,,,0.20,1.31,-100.00,,-2.32,2.90,-11.72,,-0.80,-0.18,-1.01,-1.67,-0.56,-1.32,-1.32,-1.22,-1.33,-0.43,-1.12,-0.21,-1.49,0.16,-0.92,-0.69,-2.48,-2.44,-1.58,-1.12,-0.62,-0.63
BalanceProperty,,,,254882000,255956000,251317000,,266640000,249625000,252682000,,257115000,262663000,266705000,262286000,133744000,254079000,391204000,367672000,382431000,356095000,364758000,396267000,423039000,420779000,442957000,451264000,337383000,338331000,348331000,359913000,364307000,372297000,401786000
BalanceProperty_yy,,,,,,,,4.61,-2.47,0.54,,-3.57,5.22,5.55,,-47.98,-3.27,46.68,40.18,185.94,40.15,-6.76,7.78,10.62,18.16,21.44,13.88,-20.25,-19.59,-21.36,-20.24,7.98,10.04,15.35
BalanceProperty_sy,,,,,,,,4.61,0.84,0.54,,-2.35,-0.47,-1.59,,-3.06,-5.48,-4.94,-3.90,-3.23,-3.50,-3.92,-1.62,-0.72,4.30,6.53,4.80,2.13,1.14,1.15,-0.80,0.90,7.04,7.50
BalanceProperty_qq,,,,,0.42,-1.81,-100.00,,-6.38,1.22,-100.00,,2.16,1.54,-1.66,-49.01,89.97,53.97,-6.02,4.01,-6.89,2.43,8.64,6.76,-0.53,5.27,1.88,-25.24,0.28,2.96,3.33,1.22,2.19,7.92
BalanceProperty_sq,,,,,-0.21,-0.15,-100.00,,-2.41,,-1.85,,-1.00,-0.69,-0.75,-0.09,-1.67,-1.17,-1.03,0.33,-1.32,0.62,0.06,1.69,-0.84,5.34,-0.45,0.92,-0.56,-0.59,-0.67,1.27,-0.13,1.77
BalanceNoncurrentReceivables,,,,493000,256000,163000,,7051000,6815000,6946000,,5832000,5964000,6134000,6019000,,,,,,,,,1607000,1601000,4771000,341000,11498000,11853000,12815000,12208000,14586000,16076000,25690000
BalanceNoncurrentReceivables_yy,,,,,,,,1329.73,2566.00,4166.32,,-17.28,-12.49,-11.69,,-100.00,-100.00,-100.00,-100.00,,,,,,,,,615.68,640.54,168.61,3483.66,26.85,35.63,100.47
BalanceNoncurrentReceivables_sy,,,,,,,,,2.68,,,-5.38,-11.06,-11.42,,,-2.59,,-0.96,,,,,,,,,9.26,7.54,-7.96,,13.42,-8.35,-8.50
BalanceNoncurrentReceivables_qq,,,,,-48.17,-36.31,-100.00,,-3.35,1.92,-100.00,,2.25,2.85,-1.87,-100.00,,,,,,,,,-0.37,198.05,-92.86,3275.32,3.09,8.11,-4.74,19.48,10.22,59.80
BalanceNoncurrentReceivables_sq,,,,,-1.88,-11.06,-100.00,,-2.70,-4.01,-99.92,,,,-1.87,,,,,,,,,,-5.90,23.06,1.85,,,,-0.46,-4.76,-1.72,
BalanceNoncurrInvestments,,,,868000,887000,869000,,898000,5438000,5357000,,15000,15000,14000,1000,,2000,245000,362000,473000,458000,1137000,1250000,1138000,1485000,1252000,5502000,1265000,1207000,1209000,1241000,2861000,1204000,1247000
BalanceNoncurrInvestments_yy,,,,,,,,3.43,513.44,516.19,,-98.29,-99.73,-99.74,,-100.00,-83.36,1673.77,29511.06,,18854.06,364.64,245.81,140.50,224.35,10.18,340.03,11.20,-18.75,-3.48,-77.44,126.14,-0.27,3.20
BalanceNoncurrInvestments_sy,,,,,,,,0.20,,0.06,,,-0.53,-21.85,,-5.18,-0.17,-0.42,,,-0.30,-0.32,-12.42,-0.33,,,2.78,,,-0.46,-10.26,-9.22,-19.93,-7.53
BalanceNoncurrInvestments_qq,,,,,2.11,-1.93,-100.00,,505.60,-1.49,-100.00,,-5.67,-5.01,-91.15,-100.00,,10024.80,47.80,30.85,-3.20,148.20,10.00,-9.00,30.55,-15.69,339.32,-77.00,-4.62,0.16,2.67,130.56,-57.93,3.64
BalanceNoncurrInvestments_sq,,,,,-0.92,,-100.00,,,,-15.38,,-3.76,-3.16,,,,-0.90,-0.18,-3.39,-5.06,,,,,,,-1.86,-1.68,-4.54,-0.21,,-4.96,0.29
BalanceOtherNoncurrentAssets,,,,18983000,20397000,20796000,,25381000,23482000,24899000,,23434000,26832000,26725000,27058000,4706000,29673000,35978000,37627000,29312000,31600000,32205000,29840000,29370000,29751000,31350000,28770000,33299000,32433000,32764000,36464000,36337000,38693000,42290000
