,2008/Q3,2008/Q4,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit_qq,,-14.80,,583.93,-74.91,76.47,-176.67,883.70,-54.92,-46.46,109.77,2.47,-87.70,2328.26,172.69,-102.17,1978.79,138.93,-52.64,41.76,45.78,-7.97,-7.33,-84.23,371.60,11.60,20.24,29.56,-92.93,310.18,125.02,-20.55,-4.12,79.41,-37.24,-25.20,169.00,-51.69
IncomeGrossProfit_sq,,188.47,,-42.00,-51.32,107.30,-32.59,-80.98,-90.05,176.68,281.63,2.44,-78.99,465.90,-31.39,9.03,-29.94,77.70,18.63,22.44,-44.87,-4.59,-1.14,8.62,-28.76,-13.96,32.86,107.27,-11.80,93.77,79.02,-94.17,62.52,-62.07,29.32,-17.18,27.48,-51.69
IncomeOtherOperatingIncome,,1131000,322000,257000,137000,148000,165000,103000,124000,275000,134000,723000,137000,153000,133000,376000,302000,326000,351000,308000,340000,335000,389000,607000,663000,681000,663000,757000,1023000,753000,1556000,633000,1143000,634000,1088000,428000,664000,565000
IncomeOtherOperatingIncome_yy,,,,-77.28,,,-48.76,-59.92,-9.49,85.81,-18.79,601.94,10.48,-44.36,-0.75,-47.99,120.44,113.01,163.98,-17.98,12.58,2.78,10.80,96.94,95.00,103.43,70.31,24.59,54.30,10.51,134.84,-16.38,11.73,-15.77,-30.09,-32.34,-41.91,-10.99
IncomeOtherOperatingIncome_sy,,,,-50.40,,,-42.00,380.14,-48.09,47.16,-51.54,-47.50,17.94,104.06,529.81,-54.28,-6.02,-14.71,41.56,91.43,14.15,23.35,76.63,13.60,50.62,10.42,-1.10,86.48,27.15,38.62,52.14,-4.07,5.24,-52.31,25.58,-60.69,-44.87,220.71
IncomeOtherOperatingIncome_qq,,,,-20.19,-46.69,8.03,11.49,-37.58,20.39,121.77,-51.27,439.55,-81.05,11.68,-13.07,182.71,-19.68,7.92,7.73,-12.16,10.24,-1.48,16.14,56.13,9.16,2.78,-2.77,14.21,35.19,-26.39,106.62,-59.33,80.62,-44.51,71.50,-60.64,55.08,-14.97
IncomeOtherOperatingIncome_sq,,,,-33.24,-23.76,7.44,-16.82,493.69,-90.34,51.93,-63.39,309.03,-49.63,63.58,249.35,-78.89,40.72,66.24,367.08,7.87,-5.23,34.62,0.22,62.76,48.91,-3.02,15.10,55.38,92.78,-2.17,-21.80,131.21,35.23,-65.34,281.01,-79.97,134.39,32.36
IncomeOtherOperatingCosts,,14000,109000,-13000,63000,161000,-37000,106000,4000,27000,28000,15000,1000,67000,-57000,96000,14000,744000,284000,591000,79000,26000,212000,132000,37000,12000,26000,0,,13000,505000,-270000,2000,144000,6000,106000,52000,143000
IncomeOtherOperatingCosts_yy,,,,-192.86,,,-133.94,915.38,-93.65,-83.23,175.68,-85.85,-75.00,148.15,-303.57,540.00,1300.00,1009.91,598.88,515.71,464.29,-96.48,-25.50,-77.59,-53.16,-54.32,-87.70,-100.06,-100.00,12.61,1836.68,-350388.31,,968.24,-98.76,139.22,2500.00,-0.51
IncomeOtherOperatingCosts_sy,,,,-120.66,,,-5.97,446.76,9.14,-22.50,166.67,-21.63,-7.74,141.82,60.63,16.02,8.74,5.01,154.65,-44.95,21.63,164.71,90.68,63.00,245.26,-54.33,-21.51,-38.70,-40.12,1.12,190.84,-55.88,,37.16,-45.34,69.94,28.27,-0.51
IncomeOtherOperatingCosts_qq,,,,-111.93,584.62,155.56,-122.98,386.49,-96.23,575.00,3.70,-46.43,-93.33,6600.00,-185.07,268.42,-85.42,5211.71,-61.76,107.86,-86.63,-66.89,709.99,-37.46,-72.07,-67.71,118.04,-100.30,100.00,,3649.87,-153.49,100.74,7086.60,-95.64,1588.83,-50.88,175.01
IncomeOtherOperatingCosts_sq,,,,-111.93,118.46,148.00,-70.00,386.49,-84.81,299.50,3.46,289.26,-80.94,139.88,-76.35,107.95,-71.70,161.02,4.84,8.17,-54.61,120.42,9.54,-38.52,-72.20,-20.76,53.20,59.68,-18.22,,213.76,5.26,28.27,131.28,-63.59,228.18,-40.65,175.01
IncomeEBIT,,1276000,496000,541000,142000,107000,110000,718000,445000,422000,471000,1082000,182000,1203000,3236000,214000,1528000,2545000,1470000,1707000,3161000,2978000,2650000,865000,2465000,2722000,3104000,3954000,1249000,1667000,3137000,2560000,2730000,3341000,2871000,1661000,4212000,2161000
IncomeEBIT_yy,,,,-57.60,,,-77.82,32.72,213.38,294.39,328.18,50.70,-59.10,185.07,587.05,-80.22,739.56,111.55,-54.57,697.46,106.87,17.00,80.30,-49.32,-22.02,-8.59,17.12,357.19,-49.33,-38.77,1.07,-35.26,118.57,100.48,-8.50,-35.13,54.29,-35.33
IncomeEBIT_sy,,,,-96.20,,,-51.51,6.46,-111.83,294.39,237.33,36.32,109.80,99.55,71.74,-61.97,169.63,47.09,-8.23,215.97,26.64,-55.02,-25.38,-60.01,-71.14,-52.55,-42.61,92.56,479.37,3.34,-1.16,-40.69,-34.24,-289.44,69.59,-6.78,-30.94,-35.33
IncomeEBIT_qq,,,,9.07,-73.75,-24.65,2.80,552.73,-38.02,-5.17,11.61,129.72,-83.18,560.99,168.99,-93.39,614.02,66.56,-42.24,16.09,85.23,-5.80,-10.99,-67.37,185.02,10.42,14.05,27.38,-68.41,33.44,88.25,-18.40,6.64,22.39,-14.08,-42.15,153.64,-48.70
IncomeEBIT_sq,,,,-43.39,-48.92,-58.68,2.80,-6.38,-107.08,165.61,244.30,20.58,-76.85,399.50,91.64,-80.84,76.71,58.98,2.03,9.34,-52.23,-28.67,11.16,-35.78,46.44,-16.62,47.42,98.30,-47.63,13.67,44.23,-39.23,62.40,-98.12,29.76,-202.70,28.68,-48.70
IncomeFinanceIncome,,49000,72000,-4000,1179000,29000,35000,-28000,9000,3000,45000,19000,1000,24000,24000,7000,15000,23000,4000,30000,,1000,8000,54000,102000,-31000,46000,77000,52000,195000,-39000,280000,99000,88000,103000,34000,4000,123000
IncomeFinanceIncome_yy,,,,-108.16,,,-51.39,-600.00,-99.24,-89.66,28.57,167.86,-88.89,700.00,-46.67,-63.16,1400.00,-5.37,-82.13,333.91,-100.00,-97.78,98.09,76.20,,-6243.85,441.02,43.58,-49.02,730.05,-185.05,264.97,90.38,-54.76,362.81,-87.83,-95.96,39.64
IncomeFinanceIncome_sy,,,,-205.42,,,-84.91,-9.09,0.14,-161.90,66.91,116.85,-10.24,57.09,-60.83,-74.36,673.73,16.32,-90.69,201.49,-98.85,84.04,3713.84,-2.83,,-26.17,66.62,157.22,-34.08,6.04,-178.24,41.33,53.08,-16.87,279.38,-89.85,-8.66,39.64
IncomeFinanceIncome_qq,,,,-105.56,29575.00,-97.54,20.69,-180.00,132.14,-66.67,1400.00,-57.78,-94.74,2300.00,,-70.83,114.29,51.41,-81.11,608.18,-100.00,,1585.71,529.92,90.59,-130.36,248.44,67.17,-32.33,275.18,-120.04,817.32,-64.70,-10.85,16.42,-66.79,-88.28,2981.02
IncomeFinanceIncome_sq,,,,-105.56,82.34,-94.03,-44.84,-180.00,134.83,-127.48,228.66,37.27,-88.70,1121.49,,-51.76,99.87,49.58,-68.25,417.34,-75.88,,329.50,-78.59,324.05,-20.13,75.13,51.20,-39.04,145.82,-134.53,498.36,347.46,7.61,-8.64,-82.82,36.76,1205.74
IncomeFinanceCosts,,299000,25000,150000,148000,194000,237000,129000,113000,167000,188000,429000,266000,317000,395000,600000,541000,600000,586000,440000,588000,497000,527000,496000,675000,586000,509000,512000,587000,459000,464000,522000,566000,531000,479000,612000,575000,429000
IncomeFinanceCosts_yy,,,,-49.83,,,848.00,-14.00,-23.65,-13.92,-20.68,232.56,135.40,89.82,110.11,39.86,103.38,89.39,48.26,-26.74,8.69,-17.22,-10.01,12.86,14.80,17.97,-3.48,3.26,-13.04,-21.74,-8.76,1.81,-3.58,15.78,3.14,17.40,1.59,-19.18
IncomeFinanceCosts_sy,,,,-117.68,,,123.07,-12.08,-23.34,-13.92,28.50,74.10,262.10,37.18,34.66,10.79,-61.30,24.50,2.84,98.82,182.12,11.20,-14.66,57.73,35.27,10.13,7.70,-19.09,-3.70,-2.26,-13.88,82.84,34.22,-6.62,29.74,-15.98,-9.91,-35.45
IncomeFinanceCosts_qq,,,,500.00,-1.33,31.08,22.16,-45.57,-12.40,47.79,12.57,128.19,-38.00,19.17,24.61,51.90,-9.83,10.97,-2.46,-24.95,33.78,-15.47,6.03,-5.86,36.07,-13.13,-13.25,0.70,14.60,-21.83,1.14,12.36,8.53,-6.13,-9.90,27.90,-6.08,-25.32
IncomeFinanceCosts_sq,,,,67.59,8.44,-11.94,22.16,-45.57,5.64,13.16,32.92,45.92,56.61,-15.52,11.70,2.91,-13.06,1.37,22.48,139.37,32.22,3.28,20.14,-15.60,18.10,-5.62,7.52,-32.33,30.51,29.73,-29.00,14.64,2.00,-1.20,-12.71,0.01,52.25,-25.32
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,238000,117000,-98000,387000,1173000,-58000,-92000,561000,341000,258000,328000,672000,-83000,910000,2865000,-379000,1002000,1967000,889000,1297000,2573000,2481000,2132000,422000,1892000,2104000,2642000,3519000,714000,1403000,2634000,2319000,2263000,2898000,2495000,1082000,3641000,1855000
IncomeNetGrossProfit_yy,,,-141.18,230.77,,,6.12,44.96,-70.93,544.83,456.52,19.79,-124.34,252.71,773.48,-156.40,1307.23,116.19,-68.98,442.32,156.79,26.12,139.90,-67.45,-26.47,-15.18,23.91,733.22,-62.26,-33.34,-0.28,-34.10,216.95,106.60,-5.29,-53.32,60.89,-36.01
IncomeNetGrossProfit_sy,,,-142.06,39.25,,,-21.90,-5.72,-146.64,265.78,175.72,278.15,68.28,111.83,70.45,-107.31,668.22,58.98,-7.17,213.19,22.05,-40.00,9.28,-70.68,-72.71,-52.88,-19.97,43.50,45.88,-14.32,-57.25,-17.06,123.15,-324.35,10.62,-0.22,88.04,77.76
IncomeNetGrossProfit_qq,,-50.84,,494.90,203.10,-104.94,-58.62,709.78,-39.22,-24.34,27.13,104.88,-112.35,1196.39,214.84,-113.23,364.38,96.34,-54.83,45.99,98.32,-3.57,-14.08,-80.19,348.03,11.23,25.52,33.21,-79.71,96.47,87.78,-11.97,-2.41,28.07,-13.92,-56.61,236.36,-49.06
IncomeNetGrossProfit_sq,,235.48,,-42.66,54.62,-17.64,-32.30,-1.74,-200.76,132.56,122.06,46.28,-103.50,729.81,125.84,-91.12,76.34,75.54,-7.80,43.33,-58.73,-13.12,20.74,-67.16,25.65,-5.54,35.94,110.85,-71.76,-36.17,-66.42,-40.49,40.24,-214.87,46.96,-40.38,28.89,-49.06
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,238000,117000,-98000,387000,1173000,-58000,-92000,561000,341000,258000,328000,672000,-83000,910000,2865000,-379000,1002000,1967000,889000,1297000,2573000,2481000,2132000,422000,1892000,2104000,2642000,3519000,714000,1403000,2634000,2319000,2263000,2898000,2495000,1082000,3641000,1855000
IncomeBeforeTaxProfit_yy,,,-141.18,230.77,,,6.12,44.96,-70.93,544.83,456.52,19.79,-124.34,252.71,773.48,-156.40,1307.23,116.19,-68.98,442.32,156.79,26.12,139.90,-67.45,-26.47,-15.18,23.91,733.22,-62.26,-33.34,-0.28,-34.10,216.95,106.60,-5.29,-53.32,60.89,-36.01
IncomeBeforeTaxProfit_sy,,,-142.06,39.25,,,-21.90,-5.72,-146.64,265.78,175.72,278.15,68.28,111.83,70.45,-107.31,668.22,58.98,-7.17,213.19,22.05,-40.00,9.28,-70.68,-72.71,-52.88,-19.97,43.50,45.88,-14.32,-57.25,-17.06,123.15,-324.35,10.62,-0.22,88.04,77.76
IncomeBeforeTaxProfit_qq,,-50.84,,494.90,203.10,-104.94,-58.62,709.78,-39.22,-24.34,27.13,104.88,-112.35,1196.39,214.84,-113.23,364.38,96.34,-54.83,45.99,98.32,-3.57,-14.08,-80.19,348.03,11.23,25.52,33.21,-79.71,96.47,87.78,-11.97,-2.41,28.07,-13.92,-56.61,236.36,-49.06
IncomeBeforeTaxProfit_sq,,235.48,,-42.66,54.62,-17.64,-32.30,-1.74,-200.76,132.56,122.06,46.28,-103.50,729.81,125.84,-91.12,76.34,75.54,-7.80,43.33,-58.73,-13.12,20.74,-67.16,25.65,-5.54,35.94,110.85,-71.76,-36.17,-66.42,-40.49,40.24,-214.87,46.96,-40.38,28.89,-49.06
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,233000,72000,-90000,312000,1116000,-80000,-167000,613000,221000,342000,294000,443000,90000,726000,2394000,-550000,813000,1679000,726000,940000,1912000,2086000,1643000,286000,1373000,1696000,2014000,2821000,453000,987000,2255000,1981000,1852000,2410000,2011000,885000,3097000,1465000
IncomeNetProfit_yy,,,-138.63,333.33,,,-85.56,96.47,-80.20,527.50,276.05,-27.73,-59.28,112.28,714.29,-224.15,803.33,131.30,-69.68,270.83,135.18,24.23,126.37,-69.58,-28.19,-18.70,22.59,886.89,-67.01,-41.82,11.98,-29.75,308.83,144.32,-10.86,-55.36,67.22,-39.20
IncomeNetProfit_sy,,,-134.06,88.26,,,-64.86,32.84,-140.26,255.75,142.88,272.77,65.05,60.12,93.27,-118.12,226.35,71.76,-11.20,235.69,103.38,-38.21,28.11,-72.05,-54.04,-55.15,-21.26,25.72,69.52,-1.99,-84.26,6.28,174.24,-301.98,22.38,-17.00,-129.64,69.99
IncomeNetProfit_qq,,-69.10,,446.67,257.69,-107.17,-108.75,467.07,-63.95,54.75,-14.04,50.68,-79.68,706.67,229.75,-122.97,247.82,106.54,-56.78,29.46,103.50,9.10,-21.24,-82.60,380.36,23.52,18.77,40.05,-83.94,117.79,128.61,-12.15,-6.53,30.15,-16.59,-56.01,250.13,-52.68
IncomeNetProfit_sq,,198.14,,-43.88,58.53,-33.81,-36.70,-5.34,-155.45,133.14,107.74,41.42,-83.20,428.20,126.04,-104.05,136.82,102.06,-14.30,35.70,25.42,-26.27,17.34,-68.58,29.34,18.10,31.16,114.71,-75.26,-44.83,-48.78,-15.24,47.29,-166.07,48.34,-107.54,25.17,-52.68
IncomeShareholderNetProfit,233000,72000,-90000,312000,1079000,-146000,-184000,523000,191000,372000,292000,408000,148000,735000,2324000,-453000,890000,1703000,726000,939000,1912000,2086000,1576000,353000,1373000,1696000,2014000,2821000,453000,987000,2255000,1981000,1852000,2410000,2011000,885000,3097000,1465000
IncomeShareholderNetProfit_yy,,,-138.63,333.33,,,-104.44,67.63,-82.30,354.79,258.70,-21.99,-22.51,97.58,695.89,-211.03,501.35,131.69,-68.76,307.35,114.83,22.49,117.06,-62.44,-28.19,-18.70,27.80,699.48,-67.01,-41.82,11.98,-29.75,308.83,144.32,-10.86,-55.36,67.22,-39.20
IncomeShareholderNetProfit_sy,,,-134.29,88.29,,,-64.86,18.42,-141.30,169.40,134.20,272.77,65.05,52.78,93.27,-118.12,226.35,71.96,-11.20,253.96,93.20,-38.21,28.11,-68.48,-54.04,-55.15,-21.26,25.72,69.52,-1.99,-81.07,6.28,174.24,-301.98,22.38,-17.00,-129.64,94.56
IncomeShareholderNetProfit_qq,,-69.10,,446.67,245.83,-113.53,-26.03,384.24,-63.48,94.76,-21.51,39.73,-63.73,396.62,216.19,-119.49,296.47,91.34,-57.37,29.37,103.55,9.10,-24.45,-77.61,289.14,23.52,18.77,40.05,-83.94,117.79,128.61,-12.15,-6.53,30.15,-16.59,-56.01,250.13,-52.68
IncomeShareholderNetProfit_sq,,196.02,,-43.88,58.66,-37.00,-21.20,-5.34,-155.45,153.15,104.00,35.94,-82.95,322.29,119.26,-102.30,136.82,94.46,-14.30,35.66,25.44,-26.27,15.74,-66.09,29.34,18.10,31.16,114.71,-75.26,-46.60,-48.78,-20.33,47.29,-166.07,42.23,-86.15,25.17,232.58
BalanceNoncurrentAssets,,24123000,,33149000,34203000,36180000,,48772000,50049000,54380000,,82483000,86311000,92234000,103397000,104996000,110151000,109937000,130179000,138952000,140881000,150689000,159926000,165738000,166804000,171227000,170398000,170426000,170398000,167631000,167129000,168611000,170649000,170789000,173460000,175777000,177950000,185479000
BalanceNoncurrentAssets_yy,,,,37.42,,,,47.13,46.33,50.30,,69.12,72.45,69.61,,27.29,27.62,19.19,25.90,32.34,27.90,37.07,22.85,19.28,18.40,13.63,6.55,2.83,2.15,-2.10,-1.92,-1.07,0.15,1.88,3.79,4.25,4.28,8.60
BalanceNoncurrentAssets_sy,,,,35.12,,,,38.94,40.66,50.30,,41.73,62.37,43.73,,30.63,25.74,19.22,29.09,42.94,42.26,40.68,32.43,20.94,13.02,9.58,5.74,0.64,0.42,-2.68,-3.06,-2.19,-1.56,-1.11,-0.20,-1.04,-0.06,3.84
BalanceNoncurrentAssets_qq,,,,,3.18,5.78,-100.00,,2.62,8.65,-100.00,,4.64,6.86,12.10,1.55,4.91,-0.19,18.41,6.74,1.39,6.96,6.13,3.63,0.64,2.65,-0.48,0.02,-0.02,-1.62,-0.30,0.89,1.21,0.08,1.56,1.34,1.24,4.23
BalanceNoncurrentAssets_sq,,,,,-7.25,3.50,-100.00,,-0.56,4.77,-100.00,,6.80,11.36,7.35,3.25,1.02,6.66,9.67,12.86,3.27,5.14,0.64,3.18,-0.80,1.70,-0.66,-0.62,-0.22,-1.06,-0.72,0.28,0.12,-0.86,-0.02,0.28,0.68,0.07
BalanceIntangibleAssets,,22000,,1446000,1442000,1446000,,1469000,1486000,1492000,,8394000,9236000,9672000,11414000,13028000,16749000,20185000,22713000,25219000,26821000,28201000,28031000,28601000,28106000,27791000,27573000,26912000,25652000,28022000,26189000,26170000,25579000,24993000,24493000,25407000,24177000,24703000
BalanceIntangibleAssets_yy,,,,6472.73,,,,1.59,3.05,3.18,,471.41,521.53,548.26,,55.21,81.34,108.69,98.99,93.57,60.13,39.71,23.41,13.41,4.79,-1.46,-1.63,-5.90,-8.73,0.83,-5.02,-2.76,-0.28,-10.81,-6.48,-2.92,-5.48,-1.16
BalanceIntangibleAssets_sy,,,,3200.44,,,,4.18,4.56,3.18,,261.17,286.40,548.26,,3.98,-5.46,29.83,47.57,44.46,27.20,14.72,3.08,-3.08,-6.68,-11.91,-9.09,-2.82,-1.90,3.78,0.79,-4.64,5.71,-7.54,-5.56,-4.08,-7.20,-6.53
BalanceIntangibleAssets_qq,,,,,-0.28,0.28,-100.00,,1.16,0.40,-100.00,,10.03,4.72,18.01,14.14,28.56,20.51,12.53,11.03,6.35,5.15,-0.60,2.03,-1.73,-1.12,-0.78,-2.40,-4.68,9.24,-6.54,-0.07,-2.26,-2.29,-2.00,3.73,-4.84,2.18
BalanceIntangibleAssets_sq,,,,,-0.14,-25.60,-100.00,,0.25,-5.42,-100.00,,4.80,-0.49,0.20,1.28,-4.27,12.15,5.59,5.44,0.48,2.27,-2.29,-3.44,-2.53,-1.78,-1.16,0.81,-3.18,3.80,-4.20,-0.41,-1.28,-1.50,-1.86,-1.54,-4.26,-0.65
BalanceProperty,,22041000,,31627000,32696000,34667000,,47142000,48370000,52593000,,73827000,76826000,82194000,91620000,91607000,92929000,89270000,107078000,113035000,113462000,121851000,131381000,136604000,138085000,142920000,142395000,143358000,142620000,139084000,140784000,142286000,144914000,145640000,148811000,150214000,153617000,160620000
BalanceProperty_yy,,,,43.49,,,,49.06,47.94,51.71,,56.61,58.83,56.28,,24.08,20.96,8.61,16.87,23.39,22.10,36.50,22.70,20.85,21.70,17.29,8.38,4.94,3.28,-2.68,-1.13,-0.75,1.61,4.71,5.70,5.57,6.01,10.29
BalanceProperty_sy,,,,28.37,,,,37.87,38.00,29.17,,31.40,35.97,26.40,,32.70,24.96,12.70,13.12,15.74,17.02,34.78,27.33,17.51,9.14,-0.93,-1.52,-2.75,-2.98,-2.62,-2.94,-2.40,-1.21,0.14,0.72,-1.98,-2.64,3.05
BalanceProperty_qq,,,,,3.38,6.03,-100.00,,2.60,8.73,-100.00,,4.06,6.99,11.47,-0.01,1.44,-3.94,19.95,5.56,0.38,7.39,7.82,3.98,1.08,3.50,-0.37,0.68,-0.52,-2.48,1.22,1.07,1.85,0.50,2.18,0.94,2.27,4.56
BalanceProperty_sq,,,,,3.12,3.88,-100.00,,1.46,3.18,-100.00,,8.04,13.98,7.28,1.12,1.43,-0.64,9.93,6.98,4.62,5.50,0.25,0.06,-0.80,-0.34,-0.59,-1.30,-1.03,-1.26,-0.02,0.36,0.29,-0.82,0.40,-0.15,0.10,0.13
BalanceNoncurrentReceivables,2050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
