,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,13474000,76705000,14242000,17865000,23488000,128476000,14356000,26618000,28329000,39487000,44575000,13238000,26121000,35281000,21714000,17634000,44696000,29357000,23571000,7210000,6246000,2448000,3124000,7525000,-7334000,9001000,5402000,852000,3326000,3256000,6252000,2853000,796000,1892000,1980000,3973000,-4705000,6011000,-10694000,41325000,13595000,-23593000,1800000,-8719000,10952000,28647000,36000,-27605000
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,13474000,76705000,14242000,17865000,23488000,128476000,14356000,26618000,28329000,39487000,44575000,13238000,26121000,35281000,21714000,17634000,44696000,29357000,23571000,7210000,6246000,2448000,3124000,7525000,-7334000,9001000,5402000,852000,3326000,3256000,6252000,2853000,796000,1892000,1980000,3973000,-4705000,6011000,-10694000,41325000,13595000,-23593000,1800000,-8719000,10952000,28647000,36000,-27605000
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,9560000,60009000,11240000,14392000,17629000,104843000,11660000,23357000,19519000,28292000,35461000,13896000,20001000,31039000,17603000,14429000,35848000,24132000,19291000,5414000,5303000,1248000,2456000,6124000,-6079000,7052000,4318000,828000,2271000,4027000,5187000,764000,2070000,321000,1624000,3479000,-4124000,4755000,-9560000,35665000,9101000,-10228000,2066000,-5604000,6597000,22877000,828000,-22263000
IncomeShareholderNetProfit,9560000,60009000,11240000,14392000,17629000,104843000,11660000,23357000,19519000,28292000,35461000,13896000,20001000,31039000,17603000,14429000,35848000,24132000,19291000,5414000,5303000,1248000,2456000,6124000,-6079000,7052000,4318000,828000,2271000,4027000,5187000,764000,2070000,321000,1624000,3479000,-4124000,4755000,-9560000,35665000,9101000,-10228000,2066000,-5604000,6597000,22877000,828000,-22263000
BalanceNoncurrentAssets,,329174000,329925000,331956000,381045000,382219000,383177000,384997000,472700000,470279000,427588000,424076000,425653000,426566000,506915000,505289000,570564000,590368000,593524000,606861000,687358000,705469000,875347000,889343000,909477000,937576000,929856000,931032000,885362000,887287000,841260000,847619000,904779000,895961000,904080000,867542000,865498000,867992000,812846000,813034000,658284000,653053000,658324000,657117000,745463000,785825000,744351000,
BalanceIntangibleAssets,29324000,28782000,28962000,29158000,33067000,33063000,32681000,23625000,23217000,22869000,22542000,19196000,18910000,18610000,18376000,18342000,18043000,17708000,10922000,17063000,16746000,16432000,16133000,15912000,15620000,15365000,15089000,14885000,14621000,14349000,14073000,13813000,13540000,13313000,13037000,12746000,12690000,12628000,12566000,12506000,12491000,12476000,12484000,12489000,12477000,12488000,,271957000
BalanceProperty,274894000,276827000,311556000,306603000,309855000,311745000,367032000,367430000,361320000,368883000,372056000,373801000,415688000,433477000,513792000,532927000,535399000,558546000,595648000,613171000,788619000,803626000,823516000,837438000,823754000,829500000,840207000,843805000,796608000,805021000,823502000,816569000,823908000,787109000,814643000,814384000,756840000,754090000,601509000,598488000,602418000,600142000,693042000,696579000,626004000,,11592000,12039000
BalanceNoncurrentReceivables,12220000,12221000,12449000,12680000,13193000,13518000,13962000,13624000,14000000,13804000,14019000,14266000,14377000,14829000,14861000,15262000,15605000,15773000,16441000,16926000,17494000,18220000,18568000,18762000,18930000,1463000,1126000,857000,680000,449000,314000,223000,209000,2958000,2958000,3025000,3068000,3056000,3076000,3031000,3031000,3032000,3032000,2991000,,5034000,4981000,4996000
BalanceNoncurrInvestments,15338000,17333000,14786000,14786000,45111000,44971000,10626000,4903000,4994000,4916000,41066000,26758000,4600000,4943000,4956000,4659000,41366000,40121000,40704000,39652000,25734000,39874000,41951000,40295000,718000,708000,754000,912000,36754000,35403000,36454000,37004000,1208000,1311000,2015000,2172000,1558000,1636000,1678000,1791000,3753000,42495000,66219000,,11267000,9229000,8951000,12772000
BalanceOtherNoncurrentAssets,12767000,12793000,12592000,23414000,20699000,19149000,13748000,15603000,14920000,17285000,12301000,19001000,19594000,20199000,17129000,17508000,18990000,12666000,12438000,26095000,26076000,30024000,27218000,28088000,27027000,28692000,26932000,30261000,30136000,30183000,30183000,33944000,36649000,38339000,41139000,39654000,37361000,38721000,39668000,33147000,31242000,36648000,,552909000,1033146000,983069000,1130522000,1078567000
BalanceCurrentAssets,1318382000,1437101000,1321608000,1226483000,1199500000,1177093000,1097310000,1026144000,1043372000,919261000,811615000,714594000,747325000,746851000,693448000,698058000,627864000,680736000,646630000,581941000,517522000,483863000,522145000,509273000,562866000,605775000,545467000,581434000,606318000,717963000,832087000,769896000,767251000,693804000,845135000,909361000,1008447000,1042349000,945425000,950336000,1090516000,,55112000,27726000,39353000,28319000,28460000,31144000
BalanceInventory,36038000,42866000,48070000,48865000,44247000,38436000,38167000,34017000,35675000,31936000,34633000,44380000,41482000,38374000,37351000,38308000,37182000,31546000,29402000,30379000,28952000,32041000,33003000,33737000,31664000,31075000,30537000,30510000,30576000,30154000,29819000,29446000,28847000,30325000,30341000,30292000,29918000,30401000,30076000,28726000,,443745000,656151000,719567000,941511000,943721000,1156152000,1299558000
BalanceCurrentReceivables,1225261000,1141083000,1078667000,1046467000,973502000,910618000,860336000,746417000,653974000,594596000,594006000,599103000,587794000,603680000,544242000,589719000,570246000,516996000,460449000,430525000,426774000,411292000,446858000,475888000,460795000,469206000,462671000,527361000,55620000,572453000,561126000,509349000,48460000,52631000,53759000,43663000,42139000,39476000,40419000,,6684000,66783000,119058000,73693000,15387000,47553000,48953000,2732000
BalanceCurrentInvestments,8824000,40238000,44464000,43745000,42098000,2900000,16024000,36287000,36942000,36853000,36572000,549000,556000,819000,874000,14680000,1426000,1453000,1343000,35981000,36397000,37426000,37365000,1892000,1879000,1904000,1423000,37135000,37304000,38661000,37760000,40526000,65375000,57448000,58631000,55725000,17161000,1642000,,37380000,262732000,86758000,75332000,75745000,75870000,29173000,36685000,12488000
BalanceCash,9831000,20172000,27162000,17586000,122956000,99726000,68073000,23048000,44622000,43217000,42996000,35849000,23978000,32417000,16729000,17045000,10521000,9881000,15819000,13357000,31102000,47709000,41320000,63360000,96576000,145322000,188410000,113603000,123286000,106323000,88312000,99033000,160876000,189806000,174271000,163071000,153298000,,9988000,19754000,18333000,11667000,15254000,7663000,23379000,14064000,16018000,21899000
BalanceOtherCurrentAssets,21743000,14465000,17675000,23163000,21419000,21345000,25375000,27464000,26477000,23735000,20622000,20517000,20544000,13429000,17072000,14720000,13162000,11530000,15224000,13743000,13150000,10384000,16451000,14658000,13280000,520768000,16716000,14732000,11525000,637513000,661980000,706071000,720332000,642889000,700552000,866431000,,25462000,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907545000,1363071000,1315025000,1511567000,1460786000,1701559000,1822098000,1794308000,1696762000,1627088000,1601169000,1522963000,1452710000
BalanceTotalAssets,1550287000,1424550000,1382179000,1304962000,1340849000,1353712000,1380806000,1403527000,1503211000,1570079000,1556107000,1519517000,1447378000,1414895000,1407507000,1396560000,1404126000,1453394000,1450246000,1477395000,1510398000,1585504000,1697585000,1637888000,1580098000,1506838000,1503419000,1562414000,1666771000,1699466000,1690887000,1736161000,1834867000,,193449000,426350000,443979000,549508000,568608000,603858000,616912000,321038000,294622000,373127000,393126000,371515000,433839000,447766000
BalanceCapital,484043000,462545000,482088000,487584000,492743000,493448000,495952000,502213000,496150000,503256000,507377000,508476000,511073000,513374000,519032000,519133000,630772000,627158000,628160000,631624000,627508000,626643000,617347000,653695000,662669000,653192000,655227000,649014000,655671000,678228000,679606000,656696000,,10250000,10940000,10940000,10940000,10940000,10940000,10940000,10940000,10940000,10940000,10940000,10940000,10940000,10815000,10815000
BalanceShareCapital,10815000,10815000,10814000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,10815000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,17772000,,,,,,0,,,,-2477000,-3642000,-4430000,-4430000,-4430000,-4430000,,
BalanceOwnShares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77404000,383357000,383357000,383269000,384950000,507774000,543857000,547027000,547027000,649415000,649413000,617077000,661797000,464401000,463482000,417852000,417993000,503092000,502947000,490812000
BalanceReserve,492347000,517869000,515212000,515275000,515078000,503968000,504067000,504421000,504922000,516991000,619592000,616494000,615815000,641414000,643835000,639780000,640045000,659392000,659265000,660016000,657837000,651427000,651487000,650838000,651865000,681656000,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,350435000,351428000,330830000,370800000,398719000,446400000,430831000,280440000,328084000,332167000,309804000,203707000,205840000,198138000,333740000,414762000,417556000,423114000,414906000,457348000,466796000
BalanceNoncurrentLiabilities,601203000,505923000,660268000,666657000,655008000,616208000,589186000,574132000,556198000,505648000,522900000,292998000,355039000,354885000,449965000,420623000,434683000,426941000,337049000,297368000,385965000,378665000,463811000,429980000,401816000,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,220846000,221899000,195677000,206407000,229677000,271698000,258987000,168306000,208369000,224615000,203523000,113408000,115661000,119412000,122834000,146840000,152347000,170702000,166514000,205547000,215813000,256447000
BalanceNoncurrentBorrowings,294233000,240457000,245582000,230835000,195237000,189181000,185516000,186902000,179589000,194037000,199811000,191450000,190306000,161906000,177124000,181412000,166002000,169461000,185819000,151164000,144464000,144689000,111497000,109311000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,129589000,129529000,135153000,164393000,169042000,174702000,171844000,112134000,119715000,107552000,106281000,90299000,90179000,78726000,210906000,267922000,265209000,252412000,248392000,251801000,250983000,344756000,211690000
BalanceNoncurrentOtherLiabilities,419811000,421075000,424173000,420971000,400005000,388616000,369296000,326059000,328863000,93187000,163588000,164579000,288059000,243499000,253270000,260939000,167588000,111549000,234801000,234201000,319122000,318483000,292505000,,345537000,585293000,540216000,591259000,493459000,651301000,774355000,1192830000,1074056000,921794000,898239000,947741000,813031000,904383000,606767000,504872000,405318000,430151000,446063000,430010000,440779000,399795000,568006000,392583000
BalanceCurrentLiabilities,345483000,283894000,287614000,304946000,303396000,328796000,316974000,300188000,556237000,523736000,603111000,620977000,599917000,491720000,417228000,513178000,609818000,631791000,665130000,548848000,626574000,776354000,,183462000,470983000,244753000,263057000,159760000,328513000,440051000,753148000,664839000,538484000,522717000,502293000,399446000,406296000,286231000,227932000,171700000,186820000,172434000,183397000,172505000,173113000,213773000,193433000,153226000
BalanceCurrentTradePayablesv,113347000,103266000,111113000,111766000,133644000,170967000,178549000,225473000,266606000,334272000,54627000,461557000,367239000,294346000,46068000,59732000,66316000,61295000,60625000,68138000,62334000,,107983000,101166000,115431000,156735000,132217000,85916000,156565000,269179000,268674000,227451000,208876000,276689000,245681000,199221000,163563000,108425000,63338000,72537000,100823000,85065000,104280000,117688000,111095000,148406000,141382000,143630000
BalanceCurrentBorrowings,154977000,143270000,130542000,135193000,93584000,82183000,62024000,53569000,69720000,46917000,64027000,50114000,39489000,22835000,20937000,26102000,36591000,60247000,53671000,66347000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,72216000,13144000,180032000,171467000,201482000,236872000,177739000,170503000,140543000,155859000,166646000,168759000,167904000,298866000,156973000,168515000,170280000,170794000,172806000,161548000,163994000,108994000,243138000,50744000,50875000,26917000,29371000
BalanceCurrentOtherLiabilities,50564000,61088000,59959000,52422000,39456000,268740000,203562000,199119000,165977000,74333000,74366000,83393000,108092000,158066000,106689000,115465000,50456000,65928000,70804000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,353456000,,,336182000,371083000,432685000,451779000,377520000,438838000,576869000,0,889421000,0,1363071000,1315025000,1511567000,1460786000,1701559000,1822098000,1794308000,1696762000,1627088000,1601169000,1522963000,1452710000,1550287000,1424550000,1382179000,1304962000,1340849000,1353712000,1380806000,1403527000,1503211000,1570079000,1556107000,1519517000,1447378000,1414895000,1407507000
BalanceTotalEquityAndLiabilities,1396560000,1404126000,1453394000,1450246000,1477395000,1510398000,1585504000,1697585000,1637888000,1580098000,1506838000,1503419000,1562414000,1666771000,1699466000,1690887000,1736161000,1834867000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-58413000,-10106000,-24673000,-68669000,-66844000,-56554000,-80043000,16821000,-36108000,5480000,-11692000,21202000,52562000,46828000,33471000,20936000,41672000,121048000,22901000,12049000,7074000,14354000,-12914000,26271000,-3491000,34916000,12314000,39730000,34162000,36837000,26081000,36892000,12569000,12376000,43461000,76276000,51563000,35070000,35310000,32911000,13184000,51847000,29643000,37550000,29160000,2845000,45634000,56237000
CashflowAmortization,3891000,1970000,4359000,94000,3979000,4881000,5240000,4689000,3246000,4190000,3791000,3586000,3494000,3163000,3280000,3221000,2973000,3391000,2856000,3262000,3248000,2923000,2725000,2693000,2607000,4620000,3522000,3485000,3275000,1889000,2748000,-124000,2671000,2524000,2508000,2468000,2466000,2518000,2459000,2524000,2760000,2723000,2732000,2649000,2788000,2969000,2706000,2694000
CashflowInvestingCashflow,3867000,462000,-2786000,-56921000,-64068000,27135000,54121000,-28492000,-3109000,5397000,-3341000,6975000,-7081000,-11818000,-2683000,-605000,-14449000,-114499000,-18886000,-8030000,-23195000,-30471000,-14144000,-180254000,-7515000,-19756000,122000,4549000,-926000,-4744000,-4039000,-5078000,-2227000,-10883000,-1271000,-13140000,-10291000,-8166000,-1738000,-6043000,-1767000,-3078000,-27565000,-9292000,-3011000,-54200000,-15036000,-59969000
CashflowCapex,-4807000,4282000,2811000,-1508000,12940000,9013000,394000,1073000,3570000,2407000,3341000,-2433000,7081000,11067000,4277000,3339000,14763000,116572000,19800000,8101000,26254000,40457000,15293000,180370000,8516000,20752000,908000,9169000,4011000,3461000,3999000,4189000,3812000,11214000,5936000,13173000,11209000,9409000,1655000,5763000,4383000,3907000,1710000,17577000,2802000,54192000,14499000,53533000
CashflowFinancingCashflow,55141000,21801000,12958000,365442000,-45062000,17994000,26334000,11797000,-7480000,-3364000,-9165000,-30833000,-35141000,-28020000,-40364000,85039000,-46262000,-42393000,-49041000,17555000,14717000,15895000,19912000,142111000,19445000,-30848000,-12120000,-50803000,-33875000,-26156000,-24503000,-14070000,6264000,-7881000,-20150000,-29921000,7384000,16274000,-108380000,-17185000,-28380000,-66779000,8643000,33584000,2780000,35820000,-41799000,-6040000
CashflowShareCapitalCash,0,-1000,244828000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,28915000,0,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,12593000,-14501000
CashflowNetCashflow,239852000,-175974000,-11425000,412000,126000,-46697000,7513000,-24198000,-2656000,10340000,6990000,-9576000,105370000,-23230000,-31653000,-45026000,21574000,-1404000,-222000,-7146000,-11872000,8439000,-15688000,316000,-6524000,-639000,5937000,-2462000,17745000,16607000,-6388000,22040000,33216000,48656000,43178000,-74808000,9683000,-16963000,-18011000,10721000,61843000,28929000,-15534000,-11200000,-9773000,,,
