,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceOtherNoncurrentAssets,11845000,11760000,11564000,12156000,14213000,14661000,13552000,12329000,11303000,11563000,12040000,12535000,3616000,3687000,3437000,4016000,4025000,2999000,3586000,275929000,302614000,595779000,603365000,610096000,653163000,666947000,674094000,729441000,718490000,712460000,653931000,624340000,744673000,740992000,774081000,788745000,749035000,726872000,750191000,730978000,698156000,700811000,736250000,745073000,790978000,803939000
BalanceCurrentAssets,870448000,856578000,828488000,828715000,864105000,853116000,721485000,666810000,655710000,657477000,679700000,664028000,788508000,197659000,247731000,457774000,483118000,501088000,577010000,611336000,629116000,646253000,646753000,642876000,543529000,543857000,585499000,631317000,664970000,683313000,668080000,650946000,632534000,617287000,604790000,586401000,660586000,673710000,706501000,724316000,766550000,757567000,701287000,698867000,726966000,719849000
BalanceInventory,574098000,508122000,509425000,511896000,512098000,562204000,664349000,24398000,40126000,64424000,48827000,44310000,31787000,24373000,21436000,20074000,18651000,9254000,13929000,9592000,12448000,12541000,14792000,18420000,33083000,34671000,35164000,39992000,38587000,38206000,11939000,12015000,9134000,15280000,19812000,16200000,19379000,14725000,36154000,25466000,36951000,77676000,35644000,13506000,19183000,15366000
BalanceCurrentReceivables,18670000,,,,,,,,,,,,,,,,,,30156000,,,1039000,0,,926000,515000,4484000,2512000,852000,2722000,4774000,6415000,4511000,4198000,5160000,12921000,10720000,4480000,1717000,4491000,11120000,3499000,9727000,18227000,53872000,14757000
BalanceCurrentInvestments,73581000,71420000,64698000,44366000,31238000,23542000,63114000,53086000,60330000,96473000,70891000,116570000,97134000,94319000,85973000,47872000,41255000,82493000,72773000,54264000,71720000,61213000,58496000,72621000,59569000,77671000,78300000,103624000,109963000,88064000,97081000,69056000,79295000,38821000,53555000,64860000,76731000,87262000,,,,,,,,
BalanceCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36900000,67329000,67400000,80060000,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337534000,352034000,598524000,606345000,613897000,657021000,670787000,679104000,743391000,731340000,730415000
BalanceAssetsForSale,675030000,649235000,766973000,765961000,798346000,814697000,786519000,765117000,783228000,765462000,745036000,747827000,783292000,792721000,841477000,854731000,919324000,908111000,874844000,875068000,895081000,884785000,743411000,687837000,676153000,678539000,705799000,691544000,813794000,107306000,92050000,271973000,274822000,276563000,289483000,292061000,295619000,382218000,383568000,384840000,417377000,420164000,416566000,424203000,423119000,426112000
BalanceTotalAssets,455858000,464961000,460897000,465521000,464673000,468839000,468886000,465015000,449242000,446498000,451682000,451307000,457698000,453456000,458421000,446734000,359586000,350688000,331100000,328552000,337889000,341753000,348190000,,172000,16933000,16953000,16953000,16953000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000
BalanceCapital,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,20762000,12503000,12503000,12503000,12503000,12503000,12503000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceShareCapital,,,,,,,,,-140854000,,,,,,91878000,215105000,215105000,215105000,215105000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,282873000,150278000
BalanceOwnShares,150278000,150278000,150278000,150278000,150278000,18942000,18745000,,0,,,,,,,,,,0,,4323000,4254000,4156000,4069000,3910000,3820000,3687000,3556000,1883000,2515000,3217000,2220000,2099000,2034000,1940000,1844000,1723000,1550000,2104000,2340000,2290000,3840000,4209000,4185000,4123000,4691000
BalanceReserve,5602000,109375000,114767000,155418000,172833000,168986000,147494000,79036000,63299000,113715000,78543000,72176000,58576000,115702000,201018000,120345000,121245000,127172000,152927000,153379000,143979000,150278000,154960000,133969000,185240000,201305000,245403000,228917000,238958000,226634000,222953000,201538000,128367000,156644000,151571000,144454000,198376000,194979000,174120000,155189000,175780000,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101112000,106665000,145669000,163968000,165836000
BalanceNoncurrentLiabilities,144167000,75095000,58337000,107294000,73517000,67648000,49213000,106814000,190449000,107926000,109519000,113754000,126649000,126784000,122499000,128893000,141287000,119846000,171493000,187579000,73699000,216318000,226499000,215400000,42099000,2163000,471000,1928000,1941000,11050000,19950000,17268000,9155000,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,158825000,,,171538000,191386000,118518000,143237000,137538000,120791000,168098000,168281000,153517000,143677000,163334000,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8263000,8102000,9749000,8865000,3150000,3327000,3941000,4962000,6421000,5026000,4528000,9363000,8888000,10569000
BalanceNoncurrentObligations,12419000,11726000,13418000,26278000,26595000,21480000,21385000,13673000,14123000,13747000,13726000,12879000,12599000,12459000,11234000,9316000,7989000,9378000,11479000,12092000,12613000,10328000,9430000,11448000,11512000,12446000,101911000,126472000,171133000,158690000,168348000,220044000,299690000,320186000,247458000,269229000,273399000,199077000,113369000,145066000,217159000,249826000,257344000,173824000,142957000,174665000
BalanceNoncurrentLeasing,146107000,123520000,142504000,125949000,124181000,144733000,177282000,226744000,228326000,192470000,218524000,306189000,279067000,229964000,188855000,142468000,150823000,189667000,189911000,284222000,17535000,22838000,10463000,8869000,10968000,23832000,26818000,33085000,27729000,21204000,19145000,18953000,22212000,25875000,31832000,28402000,33798000,38090000,30283000,28706000,32815000,32688000,41618000,32951000,40844000,43711000
BalanceNoncurrentOtherLiabilities,48490000,70626000,43017000,38574000,38022000,41701000,42566000,40882000,36057000,32101000,30594000,37646000,38126000,95033000,14465000,10085000,105175000,85215000,90210000,138585000,212232000,225384000,141713000,134363000,114021000,129230000,40220000,42338000,97632000,99642000,94486000,66976000,59192000,82812000,58318000,20057000,39681000,25599000,10868000,5000,18513000,35656000,46814000,16808000,3972000,2993000
BalanceCurrentLiabilities,2993000,1560000,1585000,16614000,86921000,4765000,9933000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924000,,,18759000,21197000,86671000,86682000,85053000
BalanceCurrentTradePayablesv,103772000,28732000,29999000,43791000,49894000,56778000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,3578000,588000,588000,2778000,2450000,57627000,3897000,61717000,78016000,113662000,140233000,50894000,50937000,76853000,87695000,121782000,129060000,68758000,53482000,63147000,54974000,70775000,61205000,67399000,72469000,100093000,110279000,120462000,138495000,118329000,155333000,174824000,146826000,102469000,47441000,65021000,3309000,103465000,91958000,132411000
BalanceCurrentObligations,66333000,92961000,54907000,61828000,64720000,56743000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337534000,352034000,0,598524000,606345000
BalanceCurrentLeasing,613897000,0,657021000,670787000,679104000,0,743391000,731340000,730415000,0,675030000,649235000,766973000,0,765961000,798346000,814697000,0,786519000,765117000,783228000,765462000,745036000,747827000,783292000,792721000,841477000,854731000,919324000,908111000,874844000,875068000,895081000,884785000,743411000,687837000,676153000,678539000,705799000,691544000,813794000,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,4272000,-39666000,-156145000,-75980000,601000,-11518000,-21848000,-24230000,-17139000,-3250000,6044000,-582000,32791000,33048000,24703000,21793000,10713000,-3218000,6399000,-28791000,-4654000,-8259000,-21634000,-1684000,3596000,20192000,21429000,9213000,21783000,-48456000,-1272000,-22017000,-11847000,-10029000,6950000,45894000,40778000,-13539000,7929000,-19844000,10511000,-23566000,24658000,15808000,19764000,29302000
CashflowAmortization,,259000,509000,257000,130000,128000,123000,125000,130000,1000,103000,96000,146000,107000,107000,150000,176000,189000,197000,188000,182000,178000,158000,193000,142000,134000,152000,149000,162000,175000,173000,174000,179000,180000,178000,256000,240000,313000,252000,252000,234000,227000,241000,268000,0,-141000
CashflowInvestingCashflow,-14000,-1816000,-294000,878000,121000,-4447000,1329000,623000,-3594000,1708000,172000,-1488000,-29000,-7312000,-6189000,-32507000,5361000,24291000,-31000,1272000,-8573000,-501000,40000,266000,1822000,-1184000,-44000,-255000,-11130000,10093000,-4124000,211000,-2332000,3541000,34000,414000,-772000,3461000,5474000,2037000,6126000,2642000,1297000,-35111000,,141000
CashflowCapex,219000,122000,303000,75000,18000,249000,22000,67000,135000,45000,825000,8102000,171000,1485000,454000,433000,71000,150000,9000,462000,0,260000,44000,409000,105000,324000,51000,312000,13000,51000,90000,1000,922000,756000,26000,48000,359000,94000,50000,10480000,692000,180218000,111060000,-2749000,5951000,26458000
CashflowFinancingCashflow,-1429000,4016000,-4221000,2052000,31735000,-40184000,-25759000,0,-891000,-32069000,82407000,-26140000,-523000,1389000,1634000,-1569000,-7084000,-10120000,21403000,-30648000,-28406000,-4032000,38281000,-1459000,36945000,-1251000,28498000,-2459000,-24111000,-34439000,-8774000,1860000,-7583000,-5746000,-18945000,-16050000,-7145000,-9190000,16340000,,172000,142436000,20000,0,0,
CashflowShareCapitalCash,,71577000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,0,0,,,8171000,0,,,,,,,10894000,,21789000,0,14760000,0,16401000,0,,14752000,-39115000,23808000,33264000,-2442000,-4689000,4731000,-30106000,-11794000,-6848000,4502000,32861000,-7221000,5801000,24674000
CashflowNetCashflow,13590000,-28006000,47143000,-14380000,-5023000,-2775000,-5874000,-31776000,-9269000,-6484000,41861000,-7397000,-20377000,17707000,-10430000,-13861000,25021000,-17222000,18680000,2159000,25324000,6373000,-21899000,9017000,-23966000,10239000,-40474000,14734000,11305000,11871000,10531000,,,,,,,,,,,,,,,
