,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingIncome_yy,,,,,20.86,20.45,-24.56,34.34,104.61,-55.55,99.37,-107.12,-43.70,2.68,-64.25,691.95,-44.44,123.53,64.71,20.00,146.67,55.26,71.43,-172.22,-21.62,-52.54
IncomeOtherOperatingIncome_sy,,,,,28.72,20.45,37.60,13.85,-4.28,93.86,25.68,43.16,-31.98,-50.52,-63.15,-77.85,27.30,-51.79,-44.42,64.28,-17.94,96.27,-22.13,4.84,-29.24,-45.08
IncomeOtherOperatingIncome_qq,,59.44,2.25,67.58,-55.76,58.90,-35.96,198.43,-32.63,-65.48,187.21,-110.66,632.75,-37.04,,76.47,-50.00,153.33,-26.32,28.57,2.78,59.46,-18.64,-154.17,211.54,-3.45
IncomeOtherOperatingIncome_sq,,-7.09,2.25,67.58,-19.12,-12.88,5.20,51.45,-32.63,30.19,31.17,-10.54,-62.82,14.31,,-58.52,24.21,-44.97,-34.76,19.14,-38.07,52.88,-51.55,84.22,-14.42,28.76
IncomeOtherOperatingCosts,20164000,37691000,45645000,135091000,17869000,27321000,89873000,93130000,29553000,32672000,14300000,48475000,32000000,26000000,28000000,63000000,133000000,30000000,37000000,109000000,40000000,13000000,54000000,53000000,35000000,23000000
IncomeOtherOperatingCosts_yy,,,,,-11.38,-27.51,96.89,-31.06,65.39,19.59,-84.09,-47.95,8.28,-20.42,95.80,29.96,315.62,15.38,32.14,73.02,-69.92,-56.67,45.95,-51.38,-12.50,76.92
IncomeOtherOperatingCosts_sy,,,,,53.80,5.55,26.21,22.47,-35.79,-20.50,16.75,-62.83,6.34,-21.51,-24.48,16.17,-6.52,10.52,9.09,-48.84,2.21,-22.47,38.89,-51.38,-12.50,57.43
IncomeOtherOperatingCosts_qq,,86.92,21.10,195.96,-86.77,52.90,228.95,3.62,-68.27,10.55,-56.23,238.99,-33.99,-18.75,7.69,125.00,111.11,-77.44,23.33,194.59,-63.30,-67.50,315.38,-1.85,-33.96,-34.29
IncomeOtherOperatingCosts_sq,,19.44,21.10,171.45,-68.82,3.92,-26.77,283.65,-80.92,10.55,-23.58,157.50,-50.80,-14.98,16.62,133.75,-55.16,35.45,6.51,53.37,-63.30,26.39,32.86,1.91,-53.03,85.79
IncomeEBIT,356720000,358183000,83714000,107390000,282486000,454941000,174874000,282533000,435118000,422556000,334143000,254183000,467000000,298000000,272000000,243000000,106000000,-35000000,313000000,103000000,355000000,300000000,171000000,384000000,388000000,415000000
IncomeEBIT_yy,,,,,-20.81,27.01,108.90,163.09,54.03,-7.12,91.08,-10.03,7.33,-29.48,-18.60,-4.40,-77.30,-111.74,15.07,-57.61,234.91,957.14,-45.37,272.82,9.30,38.33
IncomeEBIT_sy,,,,,-28.50,-28.58,7.24,-29.69,-21.99,44.50,8.84,79.27,33.10,-0.62,58.83,-48.46,-3.10,-19.74,-21.60,19.97,-1.56,9.33,-10.46,32.53,7.83,-87.23
IncomeEBIT_qq,,0.41,-76.63,28.28,163.05,61.05,-61.56,61.56,54.01,-2.89,-20.92,-23.93,83.73,-36.19,-8.72,-10.66,-56.38,-133.02,994.29,-67.09,244.66,-15.49,-43.00,124.56,1.04,6.96
IncomeEBIT_sq,,-28.12,-59.42,19.15,89.74,-43.83,13.40,7.14,95.74,-35.58,-53.08,113.20,55.34,-45.68,19.34,3.67,96.28,-62.96,-11.33,28.67,120.96,-39.13,-27.77,73.20,8.06,-92.38
IncomeFinanceIncome,30977000,14673000,19393000,14154000,29374000,73776000,26461000,21395000,37551000,22676000,23940000,30833000,23000000,11000000,14000000,11000000,11000000,31000000,5000000,7000000,80000000,-4000000,-3000000,15000000,18000000,17000000
IncomeFinanceIncome_yy,,,,,-5.17,402.80,36.45,51.16,27.84,-69.26,-9.53,44.11,-38.75,-51.49,-41.52,-64.32,-52.17,181.82,-64.29,-36.36,627.27,-112.90,-160.00,114.29,-77.50,525.00
IncomeFinanceIncome_sy,,,,,-20.89,39.27,-59.99,-21.95,-10.23,-14.72,-9.53,44.11,-21.70,-51.49,-47.27,-66.08,-41.64,24.69,51.03,-31.58,172.24,11.14,-91.04,105.46,-66.55,173.33
IncomeFinanceIncome_qq,,-52.63,32.17,-27.01,107.53,151.16,-64.13,-19.15,75.51,-39.61,5.57,28.79,-25.40,-52.17,27.27,-21.43,,181.82,-83.87,40.00,1042.86,-105.00,25.00,600.00,20.00,-5.56
IncomeFinanceIncome_sq,,-32.68,32.17,-44.27,-16.99,16.97,-44.12,-19.15,3.90,21.57,-16.61,-8.49,-3.40,-55.19,17.20,62.96,,63.76,-28.82,9.82,119.33,-65.89,-28.63,282.75,-61.16,57.87
IncomeFinanceCosts,50265000,89654000,46047000,173119000,68255000,83176000,95322000,76139000,78827000,81187000,76144000,76842000,72000000,70000000,73000000,72000000,73000000,93000000,56000000,62000000,64000000,76000000,82000000,98000000,94000000,103000000
IncomeFinanceCosts_yy,,,,,35.79,-7.23,107.01,-56.02,15.49,-2.39,-20.12,0.92,-8.66,-13.78,-4.13,-6.30,1.39,32.86,-23.29,-13.89,-12.33,-18.28,46.43,58.06,46.88,35.53
IncomeFinanceCosts_sy,,,,,-13.99,13.68,-21.86,-37.10,-25.11,-24.47,10.39,110.34,8.64,0.37,38.57,-39.86,1.39,32.86,4.58,-12.32,-12.33,-21.65,1.86,12.80,-10.94,13.46
IncomeFinanceCosts_qq,,78.36,-48.64,275.96,-60.57,21.86,14.60,-20.12,3.53,2.99,-6.21,0.92,-6.30,-2.78,4.29,-1.37,1.39,27.40,-39.78,10.71,3.23,18.75,7.89,19.51,-4.08,9.57
IncomeFinanceCosts_sq,,-18.60,-14.72,59.27,-26.07,7.76,-26.37,28.98,-21.80,2.99,6.07,58.30,-41.38,-4.77,5.61,8.22,-1.49,5.74,-7.40,1.06,-4.20,-2.67,-1.04,20.88,-7.21,12.04
IncomeOtherIncome,15198000,,15198000,,,,,,,,,,,,,,,-41000000,-19000000,8000000,10000000,-2000000,9000000,7000000,30000000,21000000
IncomeOtherIncome_yy,,,,,-100.00,,-100.00,,,,,,,,,,,,,,,95.12,147.37,-12.50,200.00,1150.00
IncomeOtherIncome_sy,,,,,-100.00,,-91.23,,,,,,,,,,,,,,,80.95,94.46,81.25,-5.00,87.84
IncomeOtherIncome_qq,,-100.00,,-100.00,,,,,,,,,,,,,,,53.66,142.11,25.00,-120.00,550.00,-22.22,328.57,-30.00
IncomeOtherIncome_sq,,150.57,,-100.00,,,,,,,,,,,,,,,53.66,21.06,25.00,-81.68,64.29,-22.22,449.63,-15.80
IncomeNetGrossProfit,352630000,268004000,72258000,-66773000,243605000,445541000,106013000,227789000,393842000,364045000,281939000,208174000,418000000,239000000,213000000,182000000,44000000,-138000000,243000000,56000000,381000000,218000000,95000000,308000000,342000000,350000000
IncomeNetGrossProfit_yy,,,,,-30.92,66.24,46.71,441.14,61.67,-18.29,165.95,-8.61,6.13,-34.35,-24.45,-12.57,-89.47,-157.74,14.08,-69.23,765.91,257.97,-60.91,450.00,-10.24,60.55
IncomeNetGrossProfit_sy,,,,,-29.28,-19.03,-2.14,-47.43,-25.56,18.31,-12.84,47.57,13.64,-5.04,66.73,-61.03,15.90,-30.66,-30.56,32.79,0.52,76.05,-13.68,98.45,-10.24,-115.60
IncomeNetGrossProfit_qq,,-24.00,-73.04,-192.41,464.83,82.89,-76.21,114.87,72.90,-7.57,-22.55,-26.16,100.79,-42.82,-10.88,-14.55,-75.82,-413.64,276.09,-76.95,580.36,-42.78,-56.42,224.21,11.04,2.34
IncomeNetGrossProfit_sq,,-27.85,-10.73,-31.66,108.03,-46.27,16.12,-7.48,134.39,-39.88,-59.90,37.16,120.62,-69.79,45.54,-0.54,104.32,-87.20,12.15,14.68,111.10,-42.11,-42.81,88.31,11.04,-95.21
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,352630000,268004000,72258000,-66773000,243605000,445541000,106013000,227789000,393842000,364045000,281939000,208174000,418000000,239000000,213000000,182000000,44000000,-138000000,243000000,56000000,381000000,218000000,95000000,308000000,342000000,350000000
IncomeBeforeTaxProfit_yy,,,,,-30.92,66.24,46.71,441.14,61.67,-18.29,165.95,-8.61,6.13,-34.35,-24.45,-12.57,-89.47,-157.74,14.08,-69.23,765.91,257.97,-60.91,450.00,-10.24,60.55
IncomeBeforeTaxProfit_sy,,,,,-29.28,-19.03,-2.14,-47.43,-25.56,18.31,-12.84,47.57,13.64,-5.04,66.73,-61.03,15.90,-30.66,-30.56,32.79,0.52,76.05,-13.68,98.45,-10.24,-115.60
IncomeBeforeTaxProfit_qq,,-24.00,-73.04,-192.41,464.83,82.89,-76.21,114.87,72.90,-7.57,-22.55,-26.16,100.79,-42.82,-10.88,-14.55,-75.82,-413.64,276.09,-76.95,580.36,-42.78,-56.42,224.21,11.04,2.34
IncomeBeforeTaxProfit_sq,,-27.85,-10.73,-31.66,108.03,-46.27,16.12,-7.48,134.39,-39.88,-59.90,37.16,120.62,-69.79,45.54,-0.54,104.32,-87.20,12.15,14.68,111.10,-42.11,-42.81,88.31,11.04,-95.21
IncomeDiscontinuedProfit,,15198000,-15198000,-18307000,-1613000,-963000,-3231000,167000,-954000,-2193000,681000,-534000,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,-106.34,78.74,100.91,40.86,-127.73,121.08,-419.76,100.00,100.00,-100.00,100.00,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,-100.00,78.74,86.31,-77.66,100.00,110.54,100.00,100.00,,-100.00,66.08,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,-200.00,-20.45,91.19,40.30,-235.51,105.17,-671.26,-129.87,131.05,-178.41,100.00,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,-100.00,-20.45,91.19,40.30,-56.59,-2265.86,94.93,597.59,15.52,-178.41,45.24,,,,,,,,,,,,,
IncomeNetProfit,284549000,225744000,19893000,-73767000,180808000,341024000,58915000,162231000,314423000,292053000,218267000,181257000,355000000,180000000,168000000,137000000,11000000,-127000000,190000000,73000000,313000000,175000000,71000000,230000000,277000000,280000000
IncomeNetProfit_yy,,,,,-36.46,51.07,196.15,319.92,73.90,-14.36,270.48,11.73,12.91,-38.37,-23.03,-24.42,-96.90,-170.56,13.10,-46.72,2745.45,237.80,-62.63,215.07,-11.50,60.00
IncomeNetProfit_sy,,,,,-30.95,-26.70,-3.77,-51.87,-28.27,40.50,-5.12,42.64,41.64,-13.88,33.25,-36.60,15.54,-34.50,-24.29,35.68,-0.07,99.45,-16.73,90.74,-10.99,-118.70
IncomeNetProfit_qq,,-20.67,-91.19,-470.81,345.11,88.61,-82.72,175.36,93.81,-7.11,-25.26,-16.96,95.85,-49.30,-6.67,-18.45,-91.97,-1254.55,249.61,-61.58,328.77,-44.09,-59.43,223.94,20.43,1.08
IncomeNetProfit_sq,,-24.82,-12.40,-33.72,105.18,-46.58,10.70,-21.64,156.68,-38.76,-59.46,50.57,153.77,-60.75,47.29,-8.00,107.58,-87.91,20.04,23.96,104.23,-43.03,-48.28,95.95,41.83,-107.00
IncomeShareholderNetProfit,284274000,225199000,20100000,-72539000,192362000,343543000,59500000,168567000,311871000,283532000,213010000,173587000,352000000,178000000,166000000,136000000,8000000,-127000000,190000000,80000000,310000000,174000000,68000000,221000000,275000000,281000000
IncomeShareholderNetProfit_yy,,,,,-32.33,52.55,196.02,332.38,62.13,-17.47,258.00,2.98,12.87,-37.22,-22.07,-21.65,-97.73,-171.35,14.46,-41.18,3775.00,237.01,-64.21,176.25,-11.29,61.49
IncomeShareholderNetProfit_sy,,,,,-30.12,-33.48,-5.92,-53.04,-28.37,44.26,-4.51,33.53,43.92,-14.20,38.47,-35.22,12.77,-36.08,-35.37,36.25,-0.12,99.45,-15.18,90.73,-11.29,-118.97
IncomeShareholderNetProfit_qq,,-20.78,-91.07,-460.89,365.18,78.59,-82.68,183.31,85.01,-9.09,-24.87,-18.51,102.78,-49.43,-6.74,-18.07,-94.12,-1687.50,249.61,-57.89,287.50,-43.87,-60.92,225.00,24.43,2.18
IncomeShareholderNetProfit_sq,,-17.35,-13.76,-31.60,105.58,-46.61,13.86,-29.04,183.84,-41.49,-58.30,48.00,140.67,-60.85,53.15,-7.86,107.55,-87.98,20.00,23.97,104.24,-43.06,-48.39,95.95,41.83,-107.00
BalanceNoncurrentAssets,,,,10697396000,10675899000,11258961000,12227792000,12649536000,12660729000,12634621000,12726357000,13242000000,13273937000,13442827000,13623693000,13873000000,13737000000,14167000000,14330000000,14515000000,14514000000,14666000000,14608000000,14930000000,15069000000,15354000000
BalanceNoncurrentAssets_yy,,,,,,,,18.25,18.59,12.22,4.08,4.68,4.84,6.40,7.05,4.77,3.49,5.39,5.18,4.63,5.66,3.52,1.94,2.86,3.82,4.69
BalanceNoncurrentAssets_sy,,,,,,,,6.18,1.68,4.15,5.26,5.60,4.84,3.37,3.16,0.77,1.76,4.40,2.17,3.00,0.41,-1.36,1.94,-2.85,,
BalanceNoncurrentAssets_qq,,,,,-0.20,5.46,8.60,3.45,0.09,-0.21,0.73,4.05,0.24,1.27,1.35,1.83,-0.98,3.13,1.15,1.29,-0.01,1.05,-0.40,2.20,0.93,1.89
BalanceNoncurrentAssets_sq,,,,,-0.14,-0.02,-1.16,2.16,0.28,0.41,1.29,3.26,0.36,1.98,1.30,0.96,-0.14,0.78,-1.03,2.63,-0.93,,,0.36,-0.49,0.57
BalanceIntangibleAssets,,,,407190000,399826000,450983000,521414000,555450000,555206000,551628000,541912000,536000000,526700000,518677000,517333000,538000000,445000000,439000000,421000000,409000000,411000000,402000000,379000000,353000000,335000000,324000000
BalanceIntangibleAssets_yy,,,,,,,,36.41,38.86,22.32,3.93,-3.50,-5.13,-5.97,-4.54,0.37,-15.51,-15.36,-18.62,-23.98,-7.64,-8.43,-9.98,-13.69,-18.49,-19.40
BalanceIntangibleAssets_sy,,,,,,,,-1.70,2.24,-9.33,-4.23,9.84,-1.59,-1.25,-1.29,-3.82,-6.96,-9.56,-7.97,-4.30,-5.88,-4.13,-5.08,-5.60,-9.24,2.17
BalanceIntangibleAssets_qq,,,,,-1.81,12.79,15.62,6.53,-0.04,-0.64,-1.76,-1.09,-1.74,-1.52,-0.26,3.99,-17.29,-1.35,-4.10,-2.85,0.49,-2.19,-5.72,-6.86,-5.10,-3.28
BalanceIntangibleAssets_sq,,,,,-1.83,-0.68,-1.74,-1.09,-0.86,-0.64,-0.94,2.72,-1.48,0.26,0.04,-0.22,-1.13,-1.22,-1.17,0.24,-0.50,-1.70,-0.47,2.50,-2.09,-2.66
BalanceProperty,,,,10017976000,9992551000,10493974000,11371481000,11775965000,11744685000,11775180000,11884819000,12315000000,12402597000,12519610000,12664193000,12912000000,12855000000,12783000000,12993000000,13053000000,12843000000,12921000000,12875000000,13371000000,13405000000,13653000000
BalanceProperty_yy,,,,,,,,17.55,17.53,12.21,4.51,4.58,5.60,6.32,6.56,4.85,3.65,2.10,2.60,1.09,-0.09,1.08,-0.91,2.44,4.38,5.67
BalanceProperty_sy,,,,,,,,3.31,1.20,4.82,5.61,5.40,5.60,1.30,2.98,0.48,2.08,2.60,2.38,4.73,-0.14,0.08,1.32,-0.11,3.26,0.62
BalanceProperty_qq,,,,,-0.25,5.02,8.36,3.56,-0.27,0.26,0.93,3.62,0.71,0.94,1.15,1.96,-0.44,-0.56,1.64,0.46,-1.61,0.61,-0.36,3.85,0.25,1.85
BalanceProperty_sq,,,,,-0.64,-0.69,-0.78,2.52,-0.04,0.83,1.49,2.96,0.69,1.83,1.55,1.40,-0.44,1.30,1.08,1.92,-1.10,0.22,0.76,0.39,-0.39,0.48
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,30668000,3225000,88036000,53663000,30744000,72909000,34575000,24886000,49000000,20327000,56715000,76645000,60000000,69000000,465000000,419000000,556000000,770000000,864000000,905000000,774000000,872000000,966000000
BalanceNoncurrInvestments_yy,,,,,,,,0.25,2160.65,-60.73,-53.63,59.38,-72.12,64.03,207.98,22.45,239.45,719.89,446.68,826.67,1015.94,85.81,115.99,39.21,13.25,11.81
BalanceNoncurrInvestments_sy,,,,,,,,-31.87,-12.25,-4.26,,25.40,2.08,15.81,2.08,,,2.00,-7.54,-13.17,,,1.44,7.09,10.63,15.67
BalanceNoncurrInvestments_qq,,,,,-89.48,2629.68,-39.04,-42.71,137.15,-52.58,-28.02,96.90,-58.52,179.01,35.14,-21.72,15.00,573.91,-9.89,32.70,38.49,12.21,4.75,-14.48,12.66,10.78
BalanceNoncurrInvestments_sq,,,,,,,-4.60,,3.20,,,,,,0.37,-0.30,1.02,2.62,-1.50,,4.15,3.26,,-2.15,2.25,7.10
BalanceOtherNoncurrentAssets,,,,241562000,280296000,225968000,281234000,287377000,287929000,273238000,274740000,342000000,324313000,347825000,365522000,363000000,368000000,480000000,497000000,497000000,490000000,479000000,449000000,432000000,457000000,411000000
BalanceOtherNoncurrentAssets_yy,,,,,,,,18.97,2.72,20.92,-2.31,19.01,12.64,27.30,33.04,6.14,13.47,38.00,35.97,36.91,33.15,-0.21,-9.66,-13.08,-6.73,-14.20
BalanceOtherNoncurrentAssets_sy,,,,,,,,3.52,2.00,-4.28,-2.22,-2.10,8.60,11.78,5.80,-4.22,13.47,-4.78,2.94,-3.27,3.62,-0.21,5.70,-13.08,5.70,-4.68
BalanceOtherNoncurrentAssets_qq,,,,,16.03,-19.38,24.46,2.18,0.19,-5.10,0.55,24.48,-5.17,7.25,5.09,-0.69,1.38,30.43,3.54,,-1.41,-2.24,-6.26,-3.79,5.79,-10.07
BalanceOtherNoncurrentAssets_sq,,,,,-1.66,3.63,2.05,3.49,-6.70,,0.55,5.18,-0.08,-2.82,0.54,-1.37,-3.37,-0.62,0.96,,-2.36,2.41,-1.20,-0.68,-2.31,0.02
BalanceCurrentAssets,,,,4205209000,6389780000,5319151000,4189939000,4325904000,4265432000,4847599000,4739337000,4849000000,5269464000,4684754000,4673239000,4583000000,4448000000,3784000000,3326000000,4216000000,5487000000,5143000000,5893000000,6126000000,5936000000,5646000000
BalanceCurrentAssets_yy,,,,,,,,2.87,-33.25,-8.87,13.11,12.09,23.54,-3.36,-1.39,-5.49,-15.59,-19.23,-28.83,-8.01,23.36,35.91,77.18,45.30,8.18,9.78
BalanceCurrentAssets_sy,,,,,,,,5.38,-22.41,-16.20,-1.32,-0.26,11.43,8.33,12.14,-3.62,0.36,-7.67,-17.67,-6.26,-1.88,-4.12,1.40,6.77,15.20,10.45
BalanceCurrentAssets_qq,,,,,51.95,-16.76,-21.23,3.25,-1.40,13.65,-2.23,2.31,8.67,-11.10,-0.25,-1.93,-2.95,-14.93,-12.10,26.76,30.15,-6.27,14.58,3.95,-3.10,-4.89
BalanceCurrentAssets_sq,,,,,3.40,-4.65,-3.04,1.73,-9.01,-1.43,-0.14,4.98,-2.56,-4.71,3.24,-4.27,-3.26,-6.88,-8.76,9.48,-7.89,-6.27,3.40,3.95,0.99,-10.94
BalanceInventory,,,,376928000,279159000,297641000,291555000,302043000,336906000,270797000,311618000,296000000,450086000,514079000,668976000,513000000,638000000,658000000,693000000,472000000,566000000,538000000,252000000,352000000,450000000,415000000
BalanceInventory_yy,,,,,,,,-19.87,20.69,-9.02,6.88,-2.00,33.59,89.84,114.68,73.31,41.75,28.00,3.59,-7.99,-11.29,-18.24,-63.64,-25.42,-20.49,-22.86
BalanceInventory_sy,,,,,,,,-4.78,7.99,3.64,11.07,-3.66,17.98,-4.86,-8.68,9.48,-0.20,-19.18,-14.84,-18.53,-11.76,-10.53,-16.62,-15.57,-0.49,22.00
BalanceInventory_qq,,,,,-25.94,6.62,-2.04,3.60,11.54,-19.62,15.07,-5.01,52.06,14.22,30.13,-23.32,24.37,3.13,5.32,-31.89,19.92,-4.95,-53.16,39.68,27.84,-7.78
