,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingIncome_sy,,,,,-51.79,65.32,125.63,,62.72,-9.56,43.52,13.16,36.08,195.75,-10.58,122.60,-6.06,,,-55.31,-19.14,25.90,-6.77,115.55,,7.11,14.16,69.32,-5.24,-15.20,-32.24,-40.46,31.10,-3.00,-23.08,44.85,55.26,26.70,163.33,25.81,-44.38,0.44,-5.28,-65.21,-8.50,8.56
IncomeOtherOperatingIncome_qq,,-1657.14,85.78,100.00,,733.33,-2640.00,79.84,108.59,690.91,-98.85,700.00,425.00,-100.00,,,-115.23,197.30,-208.33,246.15,-100.00,,-117.73,1360.00,-104.66,259.09,-88.57,-12112.50,100.62,-1583.33,-57.30,-1012.86,108.73,62.50,-85.07,503.03,-37.69,125.81,-54.64,48.82,69.31,-55.00,60.42,11.26,83.27,-70.28
IncomeOtherOperatingIncome_sq,,-58.62,-37.38,122.98,,95.58,-24.62,36.64,9.56,-19.31,24.96,70.18,24.32,33.25,,,-84.25,-40.25,33.11,11.96,9.68,,5.79,112.48,-12.40,27.00,-3.28,139.99,-75.09,-3.01,5.00,138.10,-24.00,58.62,-52.96,150.36,-20.48,-24.58,-10.43,223.50,-69.75,19.58,-28.57,88.27,18.83,-13.90
IncomeOtherOperatingCosts,,,,222000,,,,,,0,0,,,350000,-837000,,,,,,-39000,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherOperatingCosts_yy,,,,,,,,-100.00,,,,,,,,,,-100.00,100.00,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,
IncomeOtherOperatingCosts_sy,,,,,,,,184.04,,,,,,,,,,-37.70,4.53,,,,,,68.44,,,,,,,,,,,,,,,,,,,,,
IncomeOtherOperatingCosts_qq,,,,,-100.00,,,,,,,,,,-339.14,100.00,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,
IncomeOtherOperatingCosts_sq,,,,,-46.19,,,,,,,,,,-41.48,107.20,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,
IncomeEBIT,259000,725000,639000,716000,483000,388000,-986000,3394000,-564000,-697000,-602000,2008000,148000,334000,1837000,2642000,1581000,977000,1245000,2164000,35000,-1370000,-457000,-953000,-1431000,-669000,32000,874000,-510000,88000,187000,683000,-1277000,300000,1081000,1886000,-1235000,-33000,-138000,2141000,240000,587000,1579000,2651000,326000,524000
IncomeEBIT_yy,,,,,86.49,-46.48,-254.30,374.02,-216.77,-279.64,38.95,-40.84,126.24,147.92,405.15,31.57,968.24,192.51,-32.23,-18.09,-97.79,-240.23,-136.71,-144.04,-4188.57,51.17,107.00,191.71,64.36,113.15,484.38,-21.85,-150.39,240.91,478.07,176.13,3.29,-111.00,-112.77,13.52,119.43,1878.79,1244.20,23.82,35.83,-10.73
IncomeEBIT_sy,,,,,53.32,-16.12,-66.61,90.52,0.82,-92.27,-27.75,-40.84,25.24,67.85,138.16,86.24,8.47,9.48,-4.58,60.56,-35.67,7.86,-32.18,-36.72,10.94,11.48,8.21,69.69,33.72,-10.14,-5.38,-42.14,-0.32,77.31,54.64,69.23,-1.38,-30.16,-17.83,12.67,8.14,-1.59,2.82,-1.97,45.35,32.54
IncomeEBIT_qq,,179.92,-11.86,12.05,-32.54,-19.67,-354.12,444.22,-116.62,-23.58,13.63,433.55,-92.63,125.68,450.00,43.82,-40.16,-38.20,27.43,73.82,-98.38,-4014.29,66.64,-108.53,-50.16,53.25,104.78,2631.25,-158.35,117.25,112.50,265.24,-286.97,123.49,260.33,74.47,-165.48,97.33,-318.18,1651.45,-88.79,144.58,168.99,67.89,-87.70,60.74
IncomeEBIT_sq,,65.50,22.60,-23.85,-29.47,-1.17,-57.87,-23.08,54.79,-23.58,-6.57,11.85,54.24,5.52,11.64,-0.57,-40.16,-36.90,16.40,135.68,-81.97,4.97,-22.80,16.00,-16.62,18.90,-17.16,57.51,-33.31,-0.66,-7.78,14.04,12.62,36.11,-14.74,33.28,-36.57,10.14,-16.34,54.69,-14.24,13.08,-4.91,21.37,-7.21,55.66
IncomeFinanceIncome,,,,32000,-2000,-39000,63000,177000,14000,6000,13000,302000,69000,67000,-206000,685000,38000,-38000,0,1314000,22000,2864000,-357000,-1488000,-87000,157000,,895000,,,,6451000,,,,,,,,,,,,,,
IncomeFinanceIncome_yy,,,,,,,,453.12,800.00,115.38,-79.37,70.62,392.86,1016.67,-1684.62,126.82,-44.93,-156.72,100.00,91.82,-42.11,7636.84,,-213.24,-495.45,-94.52,100.00,160.15,100.00,-100.00,,620.78,,,,-100.00,,,,,,,,,,
IncomeFinanceIncome_sy,,,,,,,,92.72,-10.78,66.94,-81.43,70.62,106.11,228.93,-73.72,-69.53,44.71,-75.11,100.00,91.82,40.25,-21.43,,-80.67,-27.64,-41.94,-59.29,42.42,-18.16,68.81,,25.74,,,,-54.28,,,,,,,,,,
IncomeFinanceIncome_qq,,,,,-106.25,-1850.00,261.54,180.95,-92.09,-57.14,116.67,2223.08,-77.15,-2.90,-407.46,432.52,-94.45,-200.00,100.00,,-98.33,12918.18,-112.47,-316.81,94.15,280.46,-100.00,,-100.00,,,,-100.00,,,,,,,,,,,,,
IncomeFinanceIncome_sq,,,,,34.78,-57.34,37.42,-2.67,-30.63,96.33,7.96,82.89,-54.39,-2.90,-84.98,6.80,13.31,15.10,36.96,,-39.87,15.18,-49.34,-8.30,-19.83,-12.50,-46.15,,-27.74,,,,-35.99,,,,,,,,,,,,,
IncomeFinanceCosts,60000,0,5000,56000,,,,110000,0,,,284000,7000,,,427000,,-91000,-5000,930000,-39000,70000,101000,1172000,64000,96000,120000,1022000,89000,99000,-6939000,7184000,25000,-192000,27000,-5000,20000,38000,62000,31000,113000,107000,71000,150000,84000,7000
IncomeFinanceCosts_yy,,,,,-100.00,,-100.00,96.43,,,,158.18,,,,50.35,-100.00,,,117.80,,176.92,2120.00,26.02,264.10,37.14,18.81,-12.80,39.06,3.12,-5882.50,602.94,-71.91,-293.94,100.39,-100.07,-20.00,119.79,129.63,720.00,465.00,181.58,14.52,383.87,-25.66,-93.46
IncomeFinanceCosts_sy,,,,,42.78,,290.26,156.38,,,,-37.31,,,,15.08,96.22,,,18.90,,-8.02,36.14,50.00,-1.50,23.99,-22.03,-3.45,15.20,10.55,3.30,79.17,81.09,-51.37,-35.18,-46.14,-24.00,19.84,34.48,149.00,-20.19,92.56,1.30,32.95,-17.58,2.75
IncomeFinanceCosts_qq,,-100.00,,1020.00,-100.00,,,,-100.00,,,,-97.54,-100.00,,,-100.00,,94.51,18700.00,-104.19,279.49,44.29,1060.40,-94.54,50.00,25.00,751.67,-91.29,11.24,-7109.09,203.53,-99.65,-868.00,114.06,-118.52,500.00,90.00,63.16,-50.00,264.52,-5.31,-33.64,111.27,-44.00,-91.67
IncomeFinanceCosts_sq,,13.50,,81.80,42.60,,,,-35.42,,,,-12.87,99.50,,,-53.75,,18.84,-2.56,-14.08,65.58,29.72,16.36,-54.73,32.70,-44.80,166.67,-27.83,55.60,-31.84,46.06,-43.96,-45.45,42.50,39.88,55.19,1.65,1.96,134.17,-17.26,-5.04,-15.84,317.57,-48.66,36.23
IncomeOtherIncome,,,,,,,,0,,,,-67000,,,,0,,,,-9000,,,,2669000,,,-28000,-51000,-276000,-390000,0,,,,,,,-19000,88000,,,-19000,74000,-22000,-56000,0
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,100.00,,,,,,,,29755.56,,,,-101.91,,,100.00,100.00,100.00,100.00,,,,,,,,,-15.91,,,100.00
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,95.35,,,,,,,,-69.23,,,,15.22,,,-79.73,-314.63,-37.76,,,,,,,,,,-241.73,,,84.54
IncomeOtherIncome_qq,,,,,,,,,,,,,100.00,,,,,,,,100.00,,,,-100.00,,,-82.14,-441.18,-41.30,100.00,,,,,,,,563.16,-100.00,,,489.47,-129.73,-154.55,100.00
IncomeOtherIncome_sq,,,,,,,,,,,,,22.38,,,,,,,,100.00,,,,75.77,,,-44.59,-97.55,-75.37,3.15,,,,,,,,100.00,-200.38,,,-16.72,11.51,68.30,-26.06
IncomeNetGrossProfit,199000,725000,634000,692000,481000,349000,-923000,3461000,-550000,-691000,-589000,1959000,210000,408000,1631000,2900000,1619000,1030000,1250000,2539000,96000,1424000,-915000,-944000,-1582000,-608000,-186000,696000,-875000,-401000,7126000,616000,-1302000,492000,1054000,1891000,-1255000,-90000,-112000,2041000,127000,461000,1582000,2479000,186000,517000
IncomeNetGrossProfit_yy,,,,,141.71,-51.86,-245.58,400.14,-214.35,-297.99,36.19,-43.40,138.18,159.04,376.91,48.03,670.95,152.45,-23.36,-12.45,-94.07,38.25,-173.20,-137.18,-1747.92,-142.70,79.67,173.73,44.69,34.05,3931.18,-11.49,-48.80,222.69,-85.21,206.98,3.61,-118.29,-110.63,7.93,110.12,612.22,1512.50,21.46,46.46,12.15
IncomeNetGrossProfit_sy,,,,,42.24,-12.04,-46.01,21.14,-48.27,-40.62,-27.99,-29.31,18.42,132.53,121.68,59.25,30.54,-20.98,1.06,75.91,-55.26,31.04,-83.68,-37.55,16.62,-0.06,12.26,17.78,23.97,12.84,0.84,-92.08,-7.17,136.44,-9.04,87.32,-2.15,-45.88,-12.42,2.30,46.91,4.30,37.96,4.42,37.58,32.32
IncomeNetGrossProfit_qq,,264.32,-12.55,9.15,-30.49,-27.44,-364.47,474.97,-115.89,-25.64,14.76,432.60,-89.28,94.29,299.75,77.81,-44.17,-36.38,21.36,103.12,-96.22,1383.33,-164.26,-3.17,-67.58,61.57,69.41,474.19,-225.72,54.17,1877.06,-91.36,-311.36,137.79,114.23,79.41,-166.37,92.83,-24.44,1922.32,-93.78,262.99,243.17,56.70,-92.50,177.96
IncomeNetGrossProfit_sq,,67.68,-15.45,4.36,-26.10,-7.08,-19.08,-26.85,71.69,-25.64,6.24,56.28,56.79,18.74,9.26,18.12,-18.09,-20.32,18.04,133.88,-86.01,77.92,-43.20,42.17,-26.73,39.22,-26.74,-9.43,-12.54,5.97,-26.40,-91.36,76.59,137.79,-64.50,33.88,8.08,12.73,-15.67,54.47,-14.58,-2.61,-0.36,-50.52,84.11,78.97
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,199000,725000,634000,692000,481000,349000,-923000,3461000,-550000,-691000,-589000,1959000,210000,408000,1631000,2900000,1619000,1030000,1250000,2539000,96000,1424000,-915000,-944000,-1582000,-608000,-186000,696000,-875000,-401000,7126000,616000,-1302000,492000,1054000,1891000,-1255000,-90000,-112000,2041000,127000,461000,1582000,2479000,186000,517000
IncomeBeforeTaxProfit_yy,,,,,141.71,-51.86,-245.58,400.14,-214.35,-297.99,36.19,-43.40,138.18,159.04,376.91,48.03,670.95,152.45,-23.36,-12.45,-94.07,38.25,-173.20,-137.18,-1747.92,-142.70,79.67,173.73,44.69,34.05,3931.18,-11.49,-48.80,222.69,-85.21,206.98,3.61,-118.29,-110.63,7.93,110.12,612.22,1512.50,21.46,46.46,12.15
IncomeBeforeTaxProfit_sy,,,,,42.24,-12.04,-46.01,21.14,-48.27,-40.62,-27.99,-29.31,18.42,132.53,121.68,59.25,30.79,-20.98,1.06,75.91,-55.26,31.04,-83.68,-37.55,16.62,-0.06,12.26,17.78,23.97,12.84,0.84,-92.08,-7.17,136.44,-9.04,87.32,-2.15,-45.88,-12.42,2.30,46.91,4.30,37.96,4.42,37.58,32.32
IncomeBeforeTaxProfit_qq,,264.32,-12.55,9.15,-30.49,-27.44,-364.47,474.97,-115.89,-25.64,14.76,432.60,-89.28,94.29,299.75,77.81,-44.17,-36.38,21.36,103.12,-96.22,1383.33,-164.26,-3.17,-67.58,61.57,69.41,474.19,-225.72,54.17,1877.06,-91.36,-311.36,137.79,114.23,79.41,-166.37,92.83,-24.44,1922.32,-93.78,262.99,243.17,56.70,-92.50,177.96
IncomeBeforeTaxProfit_sq,,67.68,-15.45,4.36,-26.10,-7.08,-19.08,-26.85,71.69,-25.64,6.24,56.28,56.79,18.74,9.26,18.12,-18.09,-20.32,18.04,133.88,-86.01,77.92,-43.20,42.17,-26.73,39.22,-26.74,-9.43,-12.54,5.97,-26.40,-91.36,76.59,137.79,-64.50,33.88,8.08,12.73,-15.67,54.47,-14.58,-2.61,-0.36,-50.52,84.11,78.97
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,163000,517000,476000,491000,339000,374000,-920000,2876000,-499000,-447000,-463000,1491000,175000,415000,1796000,1884000,1187000,831000,1002000,2037000,26000,1137000,-264000,-727000,-1209000,-456000,21000,475000,-824000,-296000,5495000,426000,-1205000,487000,819000,1471000,-1047000,-182000,-81000,1727000,-55000,100000,1303000,2439000,105000,407000
IncomeNetProfit_yy,,,,,107.98,-27.66,-293.28,485.74,-247.20,-219.52,49.67,-48.16,135.07,192.84,487.90,26.36,578.29,100.24,-44.21,8.12,-97.81,36.82,-126.35,-135.69,-4750.00,-140.11,107.95,165.34,31.84,35.09,26066.67,-10.32,-46.24,264.53,-85.10,245.31,13.11,-137.37,-109.89,17.40,94.75,154.95,1708.64,41.23,290.91,307.00
IncomeNetProfit_sy,,,,,65.26,-12.12,-53.76,26.85,-60.26,-37.08,-30.70,-2.84,18.56,109.30,125.06,57.82,33.04,-6.06,1.80,80.87,-52.84,40.02,-70.33,-28.49,14.87,-2.47,32.85,95.08,6.48,2.81,-5.38,-61.29,-16.11,130.51,1.54,78.95,2.93,-42.93,-27.64,17.40,9.51,7.71,39.50,-37.37,73.72,60.65
IncomeNetProfit_qq,,217.18,-7.93,3.15,-30.96,10.32,-345.99,412.61,-117.35,10.42,-3.58,422.03,-88.26,137.14,332.77,4.90,-37.00,-29.99,20.58,103.29,-98.72,4273.08,-123.22,-175.38,-66.30,62.28,104.61,2161.90,-273.47,64.08,1956.42,-92.25,-382.86,140.41,68.17,79.61,-171.18,82.62,55.49,2232.10,-103.18,281.82,1203.00,87.18,-95.69,287.62
IncomeNetProfit_sq,,82.56,-13.83,1.80,84.60,13.65,-16.98,-27.44,70.56,-22.83,-3.58,55.20,58.48,-8.32,17.56,-10.20,-19.42,-19.52,58.13,133.31,-82.99,74.38,-47.58,41.38,-33.10,40.36,-32.45,72.95,-1.17,24.24,-49.74,-92.25,71.10,130.56,-69.43,26.10,-3.83,1.98,-17.58,137.62,-47.99,-5.30,-1.60,-46.57,85.88,100.76
IncomeShareholderNetProfit,179000,496000,457000,462000,310000,318000,-867000,2798000,-532000,-474000,-468000,1496000,146000,416000,1734000,1784000,1127000,784000,977000,1925000,137000,1026000,-264000,-727000,-1209000,-456000,21000,475000,-824000,-296000,5495000,426000,-1205000,487000,819000,1471000,-1047000,-182000,-81000,1727000,-55000,100000,1303000,2439000,105000,407000
IncomeShareholderNetProfit_yy,,,,,73.18,-35.89,-289.72,505.63,-271.61,-249.06,46.02,-46.53,127.44,187.76,470.51,19.25,671.92,88.46,-43.66,7.90,-87.84,30.87,-127.02,-137.77,-982.48,-144.44,107.95,165.34,31.84,35.09,26066.67,-10.32,-46.24,264.53,-85.10,245.31,13.11,-137.37,-109.89,17.40,94.75,154.95,1708.64,41.23,290.91,307.00
IncomeShareholderNetProfit_sy,,,,,51.96,-17.17,-53.95,225.25,-8.72,-36.03,-28.34,-13.15,18.56,109.30,122.24,52.94,34.45,-22.64,10.88,80.87,-53.18,26.70,-74.67,-21.73,40.24,6.10,55.91,92.64,6.48,1.48,-14.04,-36.80,-16.04,130.51,-1.81,87.62,0.82,-30.09,-34.33,20.35,7.45,-3.11,43.67,-38.16,63.24,69.89
