,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
BalanceCash,340174000,366556000,284561000,398398000,370134000,423703000,294477000,319240000,248220000,237724000,160784000,169614000,106439000,136586000,443914000,297526000,479052000,569157000,577933000,446650000,487973000,324007000,493857000,598989000,408687000,2440000000,1710000000,1708065000,2481000000,2973000000,3140000000,11646000000,9328000000,8239000000,11675000000,11505000000,1166964000,1135059000
BalanceOtherCurrentAssets,1043807000,1017038000,948360000,1334448000,1103141000,973531000,1116642000,1060074000,1009821000,947064000,854491000,921282000,855239000,927980000,756226000,680136000,639564000,722054000,763049000,785463000,811529000,988365000,1063431000,1004477000,1425801000,1910000000,1941000000,1765217000,3165000000,1856000000,1816000000,2018000000,1816000000,1942000000,1877000000,1967000000,,
BalanceAssetsForSale,,,,0,,,,21869000,30677000,0,0,269000,44472000,46962000,87922000,162078000,119534000,178897000,193557000,181101000,178053000,606610000,564536000,526126000,836088000,1506000000,1496000000,1461897000,914000000,1189000000,1286000000,1239000000,1240000000,317000000,298000000,964000000,58834318000,58950458000
BalanceTotalAssets,61247148000,53176209000,52577500000,47575661000,49240420000,50670557000,53640564000,57301278000,54234820000,52129282000,55328867000,54267604000,56800666000,55909560000,58760432000,62598497000,61863049000,62787304000,65044581000,63821781000,67717196000,67572761000,71741982000,66079734000,67500857000,105397000000,108283000000,112945227000,112914000000,125296000000,126684000000,295262000000,300245000000,317405000000,318199000000,321811000000,21018108000,22355817000
BalanceCapital,23393206000,11266746000,12053128000,11338653000,12191856000,12799800000,13646489000,12146354000,12334897000,12783162000,13702003000,12660569000,13719534000,14190131000,14873401000,13208982000,12601068000,13111290000,13887303000,11916799000,12778233000,13166336000,14083247000,11852240000,12365623000,12924000000,13401000000,11771199000,12377000000,12998000000,13929000000,13154000000,13905000000,14622000000,14877000000,13280000000,86352000,86352000
BalanceShareCapital,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86352000,86000000,86000000,86352000,86000000,86000000,86000000,86000000,86000000,86000000,86000000,86000000,,
BalanceOwnShares,,,,,,,,,,,,,,,-110000,-110000,-110000,-110000,-110000,-110000,-110000,,,,,,,,,,,14415838000,14589360000,17740556000,5802568000,5781577000,6458122000,6606995000
BalanceReserve,6649782000,6704681000,8102870000,7986882000,7948386000,8045033000,9113958000,9050197000,9105450000,8951449000,9048544000,9078017000,9061461000,9077049000,9909071000,9901474000,9885791000,9861674000,10084345000,10086845000,10142000000,10127000000,10917259000,10874000000,10869000000,10860000000,11908000000,11963000000,11917000000,11884000000,12610000000,187000,164000,156000,133000,121000,128000,123000
BalanceNonshareCapital,126000,88189000,84344000,84433000,86343000,86674000,80015000,81081000,79138000,78537000,79724000,80753000,16341000,357000,498000,487000,1292000,1213000,883000,4087000,2194000000,2266000000,3829453000,3891000000,4086000000,4185000000,21474000000,22025000000,22979000000,22753000000,21332000000,34806869000,33386712000,34187717000,33557904000,32748641000,32513022000,33673027000
BalanceNoncurrentLiabilities,34498514000,34905594000,35970036000,35583313000,34963315000,36507395000,36301277000,35983298000,37055559000,37737154000,38127155000,38337159000,38830307000,38948434000,39577249000,42421802000,47898586000,53490456000,43476452000,49803300000,86484000000,86203000000,89460363000,89583000000,102693000000,102836000000,248699000000,254525000000,269703000000,270017000000,271675000000,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4140416000,2687777000,3234149000,2632054000,1148407000,446568000,1533020000
BalanceNoncurrentObligations,2270568000,2441973000,3534365000,3147518000,2330870000,2981131000,2417450000,1632668000,1297224000,1303778000,1298985000,1298483000,1250492000,677104000,624848000,2660120000,7333268000,12523413000,2427093000,8391002000,44695000000,44156000000,47198454000,47104000000,60030000000,59074000000,204291000000,209824000000,224507000000,224373000000,225470000000,,,,,,,
BalanceNoncurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30666453000,30698935000,30953568000,30925850000,31600234000,32066454000,32140007000
BalanceNoncurrentOtherLiabilities,32227946000,32463621000,32435671000,32435795000,32632445000,33526264000,33883827000,34350630000,35758335000,36433376000,36828170000,37038676000,37579815000,38271330000,38952401000,39761682000,40565318000,40967043000,41049359000,41412298000,41789000000,42047000000,42261909000,42479000000,42663000000,43762000000,44408000000,44701000000,45196000000,45644000000,46205000000,3009154000,3207765000,3666069000,8351426000,7775610000,3723858000,3375414000
BalanceCurrentLiabilities,3372117000,5000292000,9100544000,6232177000,4296462000,5032795000,5225743000,7016753000,4584732000,6071340000,11182636000,10844069000,10829366000,12208487000,12327235000,12516674000,6506547000,4167066000,10750159000,5327847000,3795000000,6413000000,7884212000,7063000000,5519000000,5734000000,11935000000,9790000000,10101000000,10552000000,15524000000,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879869000,903763000,983615000,1094475000,1179236000,1099292000,1165144000
BalanceCurrentBorrowings,1273947000,1380985000,1374738000,1232259000,1140902000,1136171000,1055139000,999266000,1001923000,963554000,903249000,902949000,870545000,791014000,710953000,645012000,2069976000,471816000,,,,,,,,,,,,,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLeasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591096000,1791743000,2120067000,6556182000,6209055000,2259993000,1815238000,1616027000,3203370000,7314919000,4564001000
BalanceCurrentOtherLiabilities,2468603000,3337857000,3685245000,5525327000,3582809000,5107786000,9795458000,9941120000,9958821000,11417473000,11616282000,11871662000,4436571000,4167066000,10278343000,5327847000,3795000000,6413000000,7884212000,7063000000,5519000000,5734000000,11935000000,9790000000,10101000000,10552000000,15524000000,538189000,512259000,562387000,700769000,387319000,364573000,395032000,482143000,415937000,410887000,435917000
BalanceReckoning,686957000,558767000,485359000,492160000,483929000,,,,,,,,,,,,,,,,,,,58834318000,58950458000,61247148000,53176209000,52577500000,47575661000,49240420000,50670557000,53640564000,57301278000,54234820000,52129282000,55328867000,54267604000,56800666000
BalanceTotalEquityAndLiabilities,55909560000,58760432000,62598497000,61863049000,62787304000,65044581000,63821781000,67717196000,67572761000,71741982000,66079734000,67500857000,105397000000,108283000000,112945227000,112914000000,125296000000,126684000000,295262000000,300245000000,317405000000,318199000000,321811000000,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-623098000,-1260753000,599607000,-256312000,-1254041000,-498303000,1125811000,1095956000,660080000,282642000,995131000,-350281000,1380795000,-153227000,-164104000,164893000,1002000000,684796000,674733000,584465000,717617000,20004000,495035000,542557000,549789000,442822000,-40626000,320015000,-187000000,2304000000,-1415000000,3535000000,-1741000000,4712000000,-2424000000,14875000000,-4693000000,-143000000
CashflowAmortization,,,,,,,,,,,,,,,,,,,,,,,,,141640000,47207000,97579000,72574000,105000000,113000000,87000000,107000000,127000000,167000000,199000000,391000000,267000000,271000000
CashflowInvestingCashflow,478214000,1260858000,-647893000,8312947000,1177277000,5422344000,-229977000,-1040166000,-795549000,-2299739000,1060760000,1745842000,-1557675000,1097114000,680608000,201341000,-874331000,-1398588000,-343530000,2848000,-592630000,816920000,-3465369000,1493042000,-1642182000,3728346000,-719872000,3486708000,1542000000,-3672000000,1893000000,-1630000000,1954000000,2886000000,-643000000,-16231000000,5929000000,1022000000
CashflowCapex,29847000,40336000,23526000,62072000,49047000,31177000,31375000,44251000,24279000,25573000,71834000,46749000,31358000,28998000,45881000,38644000,61241000,51402000,59583000,52888000,56543000,298633000,459225000,1016451000,77442000,103403000,98585000,1389570000,485000000,12000000,64000000,1991000000,122000000,6272000000,343000000,708000000,157000000,115000000
CashflowFinancingCashflow,-16000,17000,-14000,-8029962000,-2393000,-4808005000,-917293000,-294000,8917000,2041750000,-2131725000,-1404774000,101506000,-934554000,-578661000,-335405000,52822000,569921000,-150787000,-491539000,-117227000,-970998000,3042987000,-2264559000,1269852000,-4077183000,572100000,-1798769000,-2068000000,1337000000,318000000,-1477000000,17000000,929000000,721000000,288000000,2193000000,-1095000000
CashflowShareCapitalCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502000000,0,14000000,,,12000000,3000,-3000,1000
CashflowDividend,12742236000,2349000,1184000,917384000,322000,49000,71000,20000,2163066000,132000,0,1873264000,-5000,18000,-15000,2488916000,1677247000,34000,125000,1467974000,1468017000,0,28000,2590955000,,1796000000,,,1209000000,,-144900000,122000,-48300000,26673000,-79157000,116036000,-21459000,55496000
CashflowNetCashflow,-126552000,24653000,-75834000,-9213000,-75374000,9333000,-62157000,30829000,180491000,-143871000,180416000,95774000,7760000,-134074000,72653000,-228960000,177459000,93985000,-188398000,2007954000,-713000000,-31000000,796000000,428000000,230000000,8527000000,-2346000000,-1068000000,3429000000,-216000000,,,,,,,,
