,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,170000,190000,-589000,3251000,-2557000,1748000,-1730000,-813000,1050000
IncomeNetGrossProfit,-850000,-1131000,7233000,1422000,213000,80000,891000,1443000,-1233000,-1364000,-2590000,3215000,4536000,4412000,5597000,2088000,3568000,2433000,6699000,4310000,2421000,5478000,11136000,4813000,5453000,,1064000,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,-589000,4315000,-2557000,1748000,-1730000,-813000,1050000,-850000,-1131000
IncomeBeforeTaxProfit,7233000,1422000,213000,80000,891000,1443000,-1233000,-1364000,-2590000,3215000,4536000,4412000,5597000,2088000,3568000,2433000,6699000,4310000,2421000,5478000,11136000,4813000,5453000,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,-631000,3748000,-2656000,1306000,-1979000,-339000,706000,-801000,-1025000
IncomeNetProfit,7245000,1422000,453000,446000,726000,1443000,-2052000,-1233000,-2690000,3155000,3251000,3645000,4286000,1509000,2924000,2014000,4556000,3839000,1857000,4443000,9664000,3892000,4250000,-631000,3608000,-2656000,1306000,-1998000,-391000,660000,-762000,-966000
IncomeShareholderNetProfit,7075000,1448000,501000,438000,630000,1443000,-2052000,-1233000,-2690000,3155000,3251000,3645000,4286000,1509000,2924000,2014000,4556000,3839000,1857000,4443000,9664000,3892000,4250000,,,,,,,,,
BalanceNoncurrentAssets,109104000,137468000,135389000,139528000,157253000,159192000,159394000,154780000,160314000,168437000,162029000,169960000,175223000,176174000,174675000,172710000,172028000,170080000,165198000,164232000,166411000,164746000,165696000,168168000,177761000,175801000,175373000,174043000,172676000,177021000,178315000,
BalanceIntangibleAssets,39484000,,,38870000,38782000,38655000,38506000,38996000,46353000,42427000,42151000,44783000,46653000,45689000,45689000,47963000,47603000,47142000,46693000,46607000,46170000,46302000,45848000,47720000,47707000,48249000,47843000,47834000,47532000,47583000,,95722000
BalanceProperty,,,116411000,118514000,118843000,116274000,121318000,122084000,119602000,127596000,130353000,129521000,128986000,127021000,124065000,121334000,118056000,117539000,118632000,117461000,116994000,120547000,128763000,127388000,126502000,125643000,124377000,123126000,124162000,,0,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610000,
BalanceNoncurrInvestments,,,,,,,,,,,,,,1143000,,1172000,1115000,2400000,1773000,1247000,675000,579000,510000,433000,6332000,6543000,,1651000,,,1972000,1896000
BalanceOtherNoncurrentAssets,1896000,0,0,213000,88000,,,,,,,,,31000,31000,43000,48000,32000,31000,28000,14244000,34780000,31830000,50501000,44426000,31433000,30693000,31890000,34333000,54831000,54672000,44033000
BalanceCurrentAssets,40181000,38483000,39323000,41684000,42560000,40701000,40520000,40298000,45739000,46144000,43502000,43911000,45356000,50627000,49503000,49806000,66378000,51128000,45687000,,2545000,,,2676000,3399000,2572000,3676000,2442000,7747000,4243000,3894000,3468000
BalanceInventory,4724000,6349000,7267000,3760000,4650000,5283000,4522000,3849000,3637000,3935000,5494000,5550000,4704000,5007000,6925000,4772000,5202000,6802000,,21423000,,,29108000,27349000,25432000,22762000,26638000,33516000,39033000,35544000,31747000,28657000
BalanceCurrentReceivables,27397000,28977000,32814000,28830000,26105000,26863000,28404000,29956000,28557000,26293000,28056000,32850000,30712000,34002000,34026000,34018000,34137000,,293000,,,4000,0,0,5001000,101000,6002000,6157000,3933000,4558000,4746000,5232000
BalanceCurrentInvestments,5119000,5451000,6651000,7960000,8067000,8204000,7487000,7513000,7652000,7140000,7267000,7398000,7536000,8522000,2723000,2759000,,9185000,,,12638000,685000,2689000,451000,5152000,7566000,5238000,663000,408000,356000,345000,322000
BalanceCash,535000,570000,1171000,847000,5281000,5064000,3499000,4473000,4610000,5806000,6386000,1343000,19057000,9185000,1990000,,1333000,,,,,,,,,,,,,,,
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceAssetsForSale,,,,,,,,,,,,,1253000,123348000,172248000,167219000,190029000,201679000,190625000,190087000,186670000,194647000,223268000,216701000,213993000,215404000,214657000,213999000,214395000,214588000,210781000,205718000
BalanceTotalAssets,204530000,212150000,210890000,209199000,212079000,223116000,226428000,224875000,223849000,239054000,228149000,225255000,65273000,71994000,67563000,68570000,84320000,84981000,83941000,82974000,90050000,107553000,107222000,107661000,108299000,110213000,101490000,100257000,97571000,100725000,103976000,107621000
BalanceCapital,111034000,112544000,109691000,111705000,116260000,120100000,116180000,120623000,130287000,134179000,127927000,,8733000,,,9733000,9733000,9733000,9733000,9733000,9733000,10503000,10503000,10503000,10503000,10503000,10503000,10503000,10503000,10503000,10503000,10503000
BalanceShareCapital,10503000,10503000,10503000,10503000,10503000,10503000,10503000,10503000,10503000,10503000,,,,,,,,,,,,,,,,,,,,,,
BalanceOwnShares,,,,,,,,,,,,63639000,,,75564000,75564000,75565000,75565000,75565000,91363000,89733000,89733000,89733000,89733000,89733000,89733000,89733000,89733000,89733000,89733000,88861000,88861000
BalanceReserve,88861000,88861000,88861000,88861000,88861000,88861000,88861000,88861000,88861000,,369000,,,447000,493000,440000,381000,551000,538000,489000,496000,593000,,,,115000,115000,115000,115000,119000,119000,119000
BalanceNonshareCapital,119000,172000,172000,33351000,27876000,52983000,80589000,55655000,54738000,64849000,62656000,62166000,56555000,62380000,59780000,60537000,65160000,60027000,65313000,65151000,62485000,60897000,40073000,37515000,34263000,35952000,44498000,43967000,46576000,62660000,50839000,51139000
BalanceNoncurrentLiabilities,49660000,40218000,,,,,,3763000,4474000,2045000,2412000,1656000,1156000,1104000,1106000,853000,812000,1151000,1295000,1159000,899000,1018000,3355000,1145000,1294000,1444000,1607000,1040000,1682000,259000,1868000,1871000
BalanceNoncurrentTradeLiabilities,1971000,,25460000,,,31729000,28636000,39272000,36914000,34884000,30442000,37122000,35054000,36534000,41653000,31166000,36988000,35279000,33478000,31788000,8516000,7361000,4341000,5617000,13835000,3665000,6326000,12291000,20760000,11067000,10418000,9598000
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,9902000,9951000,19916000,9962000,9985000,,
BalanceNoncurrentObligations,,,,,,,,,,,,,,,,,,,,,,,,,,1692000,,,3027000,,2417000,
BalanceNoncurrentLeasing,,20163000,21628000,23532000,23330000,25626000,24957000,24154000,23621000,23149000,22696000,27710000,27030000,28713000,28108000,28090000,28203000,29010000,28628000,28891000,29056000,29361000,28618000,28502000,28211000,28240000,27286000,27594000,24724000,72008000,46671000,40869000
BalanceNoncurrentOtherLiabilities,61257000,50413000,40857000,40659000,41880000,58622000,46610000,46055000,45975000,39285000,52482000,48825000,51867000,47571000,40845000,56836000,63485000,63968000,63441000,55762000,62770000,59633000,45917000,52268000,57456000,44139000,57111000,,53914000,,,43157000
BalanceCurrentLiabilities,28004000,18585000,17516000,26036000,39329000,30450000,28537000,24255000,16413000,18572000,19863000,26673000,21173000,19430000,16227000,24934000,23339000,27675000,29108000,37527000,33731000,27027000,21441000,28316000,17413000,18840000,,14654000,,,15531000,20190000
BalanceCurrentTradePayablesv,19508000,15793000,12334000,15824000,12655000,13997000,17625000,19396000,30270000,25472000,21106000,21860000,15788000,36742000,33495000,34987000,31655000,22750000,10147000,11413000,13206000,26818000,13293000,9719000,11631000,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,10165000,10174000,165000,10212000,10213000,20255000,,,,,,,,
BalanceCurrentObligations,,,,,,,,,,,,,,,,,,,,848000,,,937000,,3433000,,,1402000,1341000,1404000,1892000,1564000
BalanceCurrentLeasing,1515000,1551000,1567000,1579000,1471000,1613000,1508000,1800000,1787000,2514000,1734000,2924000,3510000,2059000,2026000,3236000,2621000,1965000,2314000,2588000,3316000,2533000,,7000,,,1167000,878000,1360000,5458000,1946000,1954000
BalanceCurrentOtherLiabilities,1954000,1954000,2517000,2006000,2027000,1982000,2288000,2751000,3113000,2133000,2133000,2133000,2052000,1879000,1695000,1695000,2706000,1695000,3047000,3479000,2915000,123348000,172248000,167217000,190028000,0,201679000,190625000,190087000,186670000,194647000,223268000
BalanceReckoning,216701000,213993000,215404000,214657000,213999000,214395000,214588000,210781000,205718000,204530000,212150000,210890000,209199000,212079000,223116000,226428000,224875000,223849000,239054000,228149000,225255000,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,,39850000,,-12762000,14376000,5876000,216000,-11868000,11652000,2953000,-4916000,910000,9334000,6762000,4784000,2517000,6813000,3295000,10175000,5420000,14961000,2717000,2830000,2905000,14018000,3953000,5899000,-3547000,29012000,-3437000,4512000,
CashflowAmortization,6165000,,,,,,,,,,,,6444000,3326000,3207000,3369000,3377000,3258000,3159000,3132000,3095000,3140000,3176000,3175000,3336000,3364000,3410000,3489000,3516000,,-33874000,
CashflowInvestingCashflow,-19699000,-9561000,-10306000,-6000,-6638000,6645000,-8403000,-8547000,-4034000,-8964000,-11795000,-3919000,-495000,1442000,-1256000,-575000,-5319000,413000,1454000,-3651000,-1440000,-3489000,-1232000,-2986000,-2375000,-213000,-693000,-1508000,,34028000,,20364000
CashflowCapex,7906000,17536000,0,-12394000,12394000,602000,4877000,10742000,4664000,9723000,3791000,1086000,1533000,233000,614000,2459000,3386000,1434000,2192000,1431000,4282000,1392000,2988000,2681000,-1290000,711000,1253000,,581000,,31759000,-660000
CashflowFinancingCashflow,-3056000,-210000,22265000,-22056000,7864000,11135000,-19190000,17109000,4981000,-875000,-2047000,-8042000,-2005000,-8998000,-426000,-10981000,-4388000,-745000,-491000,-10393000,-1526000,-2333000,880000,-11086000,-5742000,-10199000,,1276000,,17260000,957000,0
CashflowShareCapitalCash,0,17738000,-17738000,12998000,4740000,17738000,,,,,,,,,4000,,,,,,1750000,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,5776000,,,5776000,10503000,,6555000,,-702000,4155000,-7486000,0,3759000,-3759000,2414000,-2328000,-22313000,17479000,-52000,-11000,-24000,212000
CashflowNetCashflow,35000,602000,-324000,4392000,-217000,-1566000,974000,137000,1196000,581000,-5043000,17713000,-9871000,-7195000,,,,,,,,,,,,,,,,,,
