,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherIncome,-85000,-333000,10545000,,,-2567000,0,0,,683000,1329000,0,0,-371000,1000,0,831000,10000,0,0,,,14068000,,,7479000,,-429000,5170000,1277000,7842000,1868000,7853000,2542000,7865000,1751000,4024000,2379000,-37623000,-16507000,-65802000,-7700000,-24887000,-2369000,-188000,81840000,4820000,-2440000,-659000,-5636000
IncomeNetGrossProfit,3749000,-1401000,2327000,-737000,8044000,1144000,4431000,1141000,11047000,3627000,6719000,4775000,17139000,3514000,12613000,-969000,15627000,4043000,9052000,-1125000,26668000,-629000,5457000,1010000,21126000,-676000,8181000,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,-429000,5170000,1277000,7842000,1868000,7853000,2542000,7865000,1751000,4024000,2379000,-37623000,-16507000,-65802000,-7700000,-24887000,-2369000,-188000,81840000,4820000,-2440000,-659000,-5636000
IncomeBeforeTaxProfit,3749000,-1401000,2327000,-737000,8044000,1144000,4431000,1141000,11047000,3627000,6719000,4775000,17139000,3514000,12613000,-969000,15627000,4043000,9052000,-1125000,26668000,-629000,5457000,1010000,21126000,-676000,8181000,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,-342000,4159000,1000000,6328000,1518000,6340000,2040000,6027000,1220000,3381000,1089000,-38244000,-16460000,-65525000,-7700000,-24887000,-2369000,-188000,81840000,4820000,-2440000,-659000,-5636000
IncomeNetProfit,3749000,-1401000,2327000,-737000,8044000,1113000,4435000,1048000,10812000,6091000,6415000,3956000,13897000,2860000,10219000,20609000,12619000,3350000,8815000,-563000,24213000,-637000,4520000,653000,17192000,-920000,6093000,-342000,4159000,1000000,6328000,1540000,6279000,2105000,6130000,1500000,3666000,1714000,-35786000,-16460000,-65525000,-7700000,-24887000,-2369000,-188000,81840000,4820000,-2440000,-659000,-5636000
IncomeShareholderNetProfit,3749000,-1401000,2327000,-737000,8044000,1113000,4435000,1048000,10812000,6091000,6415000,3956000,13897000,2860000,10219000,20609000,12619000,3350000,8815000,-563000,24213000,-637000,4520000,653000,17192000,-920000,6093000,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,12733000,15179000,27230000,40633000,49349000,73557000,94362000,104506000,119785000,123195000,36535000,34385000,33300000,32504000,31496000,30266000,29324000,28667000,27417000,26527000,25686000,26947000,22927000,21966000,20069000,20027000,22798000,43939000,43277000,43312000,42071000,52656000,74560000,76668000,77008000,77164000,78418000,91897000,92642000,92465000,94588000,106375000,108022000,108742000,72000,197000,250000,1069000,1094000,1436000
BalanceIntangibleAssets,1485000,1716000,612000,634000,639000,615000,583000,560000,536000,562000,519000,494000,469000,444000,482000,484000,465000,451000,443000,411000,385000,373000,389000,533000,502000,477000,460000,526000,497000,473000,483000,496000,469000,434000,410000,469000,531000,508000,12354000,14804000,26436000,32914000,44578000,67783000,88292000,99743000,116416000,120711000,35049000,32901000
BalanceProperty,31857000,31082000,30020000,28861000,27906000,27264000,25668000,24696000,23805000,24645000,20998000,20109000,18393000,19616000,19378000,40664000,40175000,41591000,40356000,51211000,52018000,53426000,54112000,54634000,55177000,70951000,71497000,72244000,74692000,87690000,89650000,90716000,,,,,0,,,2000000,2000000,,0,0,,,,,,
BalanceNoncurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,5987000,2960000,1000000,1000000,1000000,1000000,0,0,,,,,0,,0
BalanceNoncurrInvestments,10000,85000,495000,135000,185000,185000,,,,,,,,,,,,,56000,56000,56000,500000,500000,500000,307000,178000,544000,663000,717000,1338000,1585000,2047000,1757000,1850000,847000,869000,860000,862000,940000,843000,899000,909000,1280000,1377000,1314000,1323000,1329000,1221000,1048000,3035000
BalanceOtherNoncurrentAssets,2902000,2713000,1188000,1213000,968000,22082000,22716000,22399000,22057000,22758000,20450000,20620000,19731000,19430000,17716000,17341000,17018000,20341000,20843000,28382000,57654000,56438000,68846000,66993000,83384000,79811000,73353000,60871000,61228000,55237000,49011000,49613000,57378000,63446000,63901000,58238000,55768000,54568000,51597000,57967000,58071000,66698000,61727000,69970000,72038000,75679000,96057000,95921000,126254000,95082000
BalanceCurrentAssets,118297000,109470000,124388000,115010000,139782000,119372000,125918000,125972000,135501000,121163000,134115000,13137000,11938000,15986000,18728000,22469000,47001000,48344000,55605000,54350000,46449000,43946000,30287000,26071000,19877000,22613000,35053000,28876000,26713000,24315000,30860000,21850000,24491000,21621000,31686000,20784000,18207000,21382000,20950000,33246000,28943000,33463000,30112000,48794000,50656000,47527000,46296000,60976000,58035000,51539000
BalanceInventory,44340000,52272000,44059000,52238000,50080000,6304000,8351000,6264000,11032000,15207000,14211000,14094000,18870000,19058000,20916000,10889000,17306000,10419000,12089000,19359000,10198000,14511000,12913000,20409000,14086000,8713000,9040000,15128000,12398000,12118000,14986000,29840000,44209000,30738000,12575000,14647000,48015000,16044000,17917000,17027000,21696000,19184000,20037000,18268000,18357000,21007000,20622000,23020000,30648000,
BalanceCurrentReceivables,0,,0,,5125000,,0,3199000,,2477000,2081000,1015000,1009000,,0,,0,,6235000,6014000,6575000,,,,16693000,15800000,,725000,,68000,,1019000,1396000,1837000,866000,498000,3340000,27577000,13153000,5800000,1950000,3386000,5012000,2216000,3058000,12004000,16995000,16191000,7174000,10788000
BalanceCurrentInvestments,19420000,23503000,12684000,9056000,23633000,17242000,14697000,7584000,26998000,28364000,18482000,6651000,11203000,37625000,31764000,47787000,30049000,49106000,43636000,54605000,34067000,61266000,48346000,62353000,52045000,69083000,43574000,50401000,34000,56000,2792000,317000,484000,1834000,2605000,2324000,1391000,1295000,897000,616000,743000,854000,467000,1339000,639000,772000,830000,1766000,372000,824000
BalanceCash,286000,389000,223000,170000,266000,228000,492000,221000,247000,340000,195000,618000,1280000,1066000,783000,444000,1151000,868000,648000,718000,935000,1149000,,,,,,,,,,0,,,,28412000,28412000,28412000,28412000,28412000,39300000,39300000,39300000,23700000,21219000,21219000,21219000,21219000,21219000,21219000
BalanceOtherCurrentAssets,21859000,21859000,,,,,,,,,,,,,,,33074000,36022000,55612000,98287000,105787000,142403000,161355000,187890000,199596000,196548000,125818000,124025000,116949000,109927000,109521000,126944000,132070000,131868000,109355000,103514000,101473000,99763000,102113000,101256000,107986000,103613000,114627000,115977000,118956000,139369000,137992000,178910000,169642000,194965000
BalanceAssetsForSale,186478000,201552000,193428000,231679000,212014000,218383000,220560000,241876000,229185000,242857000,15947000,20106000,27446000,77716000,84003000,92201000,93550000,97125000,63266000,47275000,-19048000,-26436000,-51323000,-53693000,-53881000,53552000,58350000,55857000,65163000,59480000,63229000,61828000,64155000,63418000,71461000,89101000,95121000,101607000,105563000,119460000,122320000,132539000,153149000,165767000,168215000,168151000,167588000,188879000,186804000,189457000
BalanceTotalAssets,188227000,203279000,202114000,207219000,1073000,1073000,1085000,1335000,1335000,1335000,1335000,1335000,1338000,1338000,1338000,1338000,1338000,1338000,1338000,1338000,1851000,1851000,3101000,3101000,3101000,3101000,3101000,3101000,3101000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,3056000,,
BalanceCapital,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-45000,,,,,,,,,,,-903000,-3720000,-3720000,-6642000,-8080000,-9947000,-11829000,-13970000,-14215000,-15203000,11443000,14496000,14496000,62985000
BalanceShareCapital,74087000,74049000,73899000,89862000,90696000,91165000,61461000,61773000,61773000,61773000,0,25593000,25057000,25004000,65023000,64976000,64976000,64976000,60128000,60128000,60172000,68642000,68642000,85658000,85658000,85422000,86202000,117611000,117612000,117611000,117612000,132797000,132797000,132797000,132101000,157863000,157862000,157863000,157862000,164227000,0,0,,0,3432000,3489000,3371000,3091000,3126000,0
BalanceOwnShares,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5877000,4915000,242000,210000,1390000,14457000,29953000,60276000,52325000,50479000,838000,754000
BalanceReserve,766000,790000,990000,34675000,29191000,29058000,26367000,25512000,24495000,24758000,24842000,22992000,1049000,533000,585000,653000,,,,,,,,,1218000,987000,2624000,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700000,4686000,0,0,0,,12896000,28406000,58542000,50378000,48658000,0,,0,0,0,30766000,28299000,28149000,25087000,24135000,23181000,23435000
BalanceNoncurrentLiabilities,23513000,21771000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,177000,229000,242000,210000,1390000,1561000,1547000,1734000,1947000,1821000,838000,754000,766000,790000,990000,3909000,892000,909000,1280000,1377000,1314000,1323000,1329000,1221000,1049000,533000,585000,653000,
BalanceNoncurrentObligations,,,,,,,,1218000,987000,2624000,11250000,11001000,27924000,16929000,16905000,32374000,34761000,27363000,84005000,98794000,144028000,149707000,167506000,162830000,162412000,38717000,44529000,46953000,17825000,18522000,13749000,13177000,13116000,14846000,35476000,14512000,18973000,13785000,12740000,19909000,15672000,46371000,16493000,29198000,18263000,33401000,25840000,42800000,25210000,28926000
BalanceNoncurrentLeasing,32333000,37379000,26084000,33014000,5887000,4520000,6551000,8894000,9404000,14867000,19656000,11756000,23143000,28809000,28440000,28221000,44955000,44839000,44280000,11194000,9815000,4461000,2590000,4275000,4125000,6458000,4756000,5683000,5352000,3884000,4426000,3557000,2717000,6183000,4478000,7183000,5979000,11054000,5152000,11479000,13153000,19999000,7032000,11020000,16625000,17990000,12964000,18534000,4452000,4312000
BalanceNoncurrentOtherLiabilities,14528000,0,0,,3221000,4009000,1949000,33867000,51515000,97523000,102163000,98994000,103264000,97074000,18400000,24056000,23641000,8131000,8751000,2467000,2019000,1585000,3099000,24751000,,,,,,,,,52000,6062000,28000,184000,137000,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911000,2169000,6806000,7693000,7417000,14185000,10791000,13558000,26951000,18270000,18030000,19171000,23413000
BalanceCurrentBorrowings,14590000,21029000,9123000,10658000,18851000,7104000,5496000,7157000,4700000,5775000,5064000,5373000,10628000,14547000,10228000,10023000,13726000,11194000,39188000,10514000,18144000,13059000,15860000,12659000,22801000,18178000,17722000,15708000,19252000,13120000,14480000,0,0,,39000,342000,84000,101000,305000,100000,44000,200000,35000,152000,144000,137000,29000,0,,
BalanceCurrentObligations,,1000000,1000000,,,,,,,,,,,,,,,,,,,,,33074000,36022000,0,55612000,98287000,105787000,0,142403000,161355000,187890000,0,199596000,196548000,125818000,124025000,116949000,109927000,109521000,126944000,132070000,131868000,109355000,103514000,101473000,99763000,102113000,101256000
BalanceCurrentLeasing,107986000,0,0,0,103613000,114627000,115977000,118956000,139369000,137992000,178910000,169642000,194965000,186478000,201552000,193428000,231679000,212014000,218383000,220560000,241876000,229185000,242857000,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,606000,3565000,-2211000,10759000,787000,-5319000,-11101000,7017000,5464000,-14157000,7928000,9132000,-7752000,3047000,10398000,1004000,-416000,-9467000,3172000,8388000,-5531000,-9788000,-3253000,21341000,-4640000,1208000,-6853000,20209000,-4171000,5503000,-5263000,23656000,-10214000,4448000,4869000,27812000,-7405000,11604000,-15901000,22826000,-2890000,13205000,-12455000,32199000,-9413000,19364000,-3688000,27214000,-22493000,10573000
CashflowAmortization,300000,326000,347000,444000,528000,698000,895000,989000,1330000,1463000,1776000,2003000,2021000,1591000,1650000,1157000,868000,848000,833000,818000,809000,790000,759000,729000,743000,683000,637000,615000,572000,736000,668000,882000,691000,854000,804000,868000,791000,920000,771000,1002000,830000,868000,972000,1369000,1206000,1109000,1128000,1141000,1088000,1096000
CashflowInvestingCashflow,-2114000,-2363000,-4233000,-4897000,-10999000,-9192000,-1852000,-17615000,-25446000,-12121000,-17946000,-19773000,-10255000,387000,787000,1066000,1407000,562000,475000,312000,323000,15631000,322000,590000,-1210000,-3115000,338000,-173000,6260000,-200000,605000,52000,116000,-16273000,-406000,-1417000,1641000,4402000,-1832000,-3729000,-1320000,-179000,-1663000,-2275000,-1695000,-2675000,-5171000,-7559000,-3358000,-3429000
CashflowCapex,2184000,2564000,4266000,5020000,5089000,7403000,15987000,8783000,25750000,11455000,19664000,8383000,11201000,1623000,618000,381000,217000,-217000,21000,555000,135000,126000,144000,74000,1680000,-1056000,-279000,161000,44000,2270000,155000,639000,472000,745000,421000,1599000,1339000,1917000,1832000,4520000,1606000,1835000,1140000,2546000,2745000,226000,1124000,1796000,1024000,561000
CashflowFinancingCashflow,1592000,-1567000,7418000,-3921000,34340000,148000,3684000,12487000,16077000,27784000,9460000,12798000,15212000,-2572000,641000,2924000,-1794000,-134000,0,-108000,9300000,-16663000,-698000,-7354000,-519000,-623000,-629000,-636000,-155000,-2349000,-340000,-23108000,,,,,-903000,-2817000,-6062000,-2922000,-1438000,-1867000,-1882000,-2142000,-245000,-987000,0,0,12000,0
CashflowShareCapitalCash,49067000,-26000,50000,0,0,3000,,,0,0,0,0,9956000,-45000,0,-47000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6062000,0,,,,,,84000,-365000,974000,1941000,24128000,-14363000,-9269000,1889000,-3905000,1506000,-558000,2157000
CashflowNetCashflow,-2795000,862000,11826000,4994000,-803000,-9039000,3647000,8592000,4092000,-10820000,-3629000,14577000,-6369000,-2530000,-7144000,19400000,1934000,2954000,-4998000,600000,-10098000,-11825000,4463000,26395000,-5764000,16006000,-17733000,19097000,-5113000,10209000,-20180000,27002000,-12546000,14822000,-10741000,17513000,-26096000,6157000,,,,,,,,,,,,
